ID;KenmerkenBaan;BedrijfstakkenBranchesSBI93;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
1168;10 tot 100 werknemers;122690;2006;105.6;12.1;16.3;21.8;28.3;35.3;48.5;57.2;4.9;6.7;8.9;12.0;15.4;22.3
1169;10 tot 100 werknemers;122690;2007;115.2;13.2;18.4;25.5;33.3;41.7;57.3;63.5;5.6;7.9;11.0;14.9;19.0;27.2
1170;10 tot 100 werknemers;122690;2008;164.0;19.1;28.2;39.8;51.9;64.5;87.4;82.7;7.5;11.2;16.2;21.7;27.2;38.5
1171;10 tot 100 werknemers;122690;2009;160.6;17.2;26.8;38.3;49.6;63.0;85.3;79.4;6.8;10.6;15.5;20.5;26.1;37.0
1172;10 tot 100 werknemers;123270;2006;126.1;4.3;5.4;7.4;10.5;14.7;23.4;102.7;2.6;3.4;4.7;6.7;9.6;15.9
1173;10 tot 100 werknemers;123270;2007;130.4;4.4;5.9;8.1;11.4;15.7;24.8;106.2;2.8;3.7;5.1;7.4;10.4;17.0
1174;10 tot 100 werknemers;123270;2008;123.1;3.8;5.1;6.8;9.6;13.3;21.6;102.1;2.5;3.4;4.5;6.5;9.0;15.1
1175;10 tot 100 werknemers;123270;2009;120.5;3.8;5.2;7.1;10.0;13.5;21.4;99.7;2.4;3.3;4.6;6.6;9.1;14.8
1176;10 tot 100 werknemers;124750;2006;29.9;1.0;1.3;1.6;2.0;2.5;3.6;25.0;0.7;0.9;1.1;1.4;1.7;2.6
1177;10 tot 100 werknemers;124750;2007;33.1;1.1;1.5;1.8;2.3;2.7;4.1;27.5;0.8;1.1;1.3;1.6;2.0;2.9
1178;10 tot 100 werknemers;124750;2008;31.7;1.0;1.3;1.7;2.2;2.7;4.0;26.4;0.7;0.9;1.1;1.4;1.8;2.7
1179;10 tot 100 werknemers;124750;2009;30.2;0.9;1.3;1.7;2.2;2.7;4.0;24.7;0.6;0.8;1.1;1.4;1.7;2.6
1180;10 tot 100 werknemers;125910;2006;413.4;31.5;42.2;56.0;75.3;88.1;111.3;315.7;18.6;24.8;32.3;42.2;50.3;65.6
1181;10 tot 100 werknemers;125910;2007;440.4;32.3;43.4;56.9;77.6;91.6;117.0;339.7;20.0;26.7;34.6;45.5;54.4;71.5
1182;10 tot 100 werknemers;125910;2008;423.9;24.4;33.5;43.8;57.5;72.4;96.2;337.5;15.9;21.6;27.9;36.0;44.9;61.1
1183;10 tot 100 werknemers;125910;2009;408.8;24.5;33.3;42.7;52.9;67.8;93.5;321.4;15.2;20.5;26.3;32.6;41.0;57.4
1184;10 tot 100 werknemers;129670;2006;15.6;1.0;1.1;1.2;1.2;1.4;1.7;12.5;0.6;0.7;0.7;0.8;0.9;1.1
1185;10 tot 100 werknemers;129670;2007;13.1;0.9;1.0;1.0;1.1;1.3;1.5;10.6;0.7;0.7;0.7;0.8;0.9;1.1
1186;10 tot 100 werknemers;129670;2008;9.8;0.5;0.5;0.6;0.6;0.7;0.8;8.1;0.4;0.4;0.4;0.5;0.5;0.6
1187;10 tot 100 werknemers;129670;2009;9.5;0.5;0.5;0.6;0.6;0.7;0.9;8.0;0.4;0.4;0.4;0.5;0.5;0.7
1188;10 tot 100 werknemers;130250;2006;62.4;2.6;2.9;3.3;3.9;4.8;7.3;44.8;1.6;1.8;2.0;2.3;2.9;4.3
1189;10 tot 100 werknemers;130250;2007;59.9;2.7;3.0;3.4;3.9;4.7;7.1;43.4;1.8;1.9;2.2;2.5;3.0;4.5
1190;10 tot 100 werknemers;130250;2008;47.5;2.1;2.4;2.8;3.3;4.1;6.1;33.9;1.2;1.4;1.6;1.9;2.4;3.6
1191;10 tot 100 werknemers;130250;2009;47.1;1.9;2.3;2.7;3.3;3.9;5.8;33.4;1.2;1.4;1.7;2.0;2.3;3.4
1192;10 tot 100 werknemers;131410;2006;117.6;4.9;6.8;9.3;12.9;17.1;27.0;77.9;2.8;3.8;5.3;7.3;9.9;16.2
1193;10 tot 100 werknemers;131410;2007;131.8;6.9;9.1;12.1;15.8;20.4;31.5;88.1;4.3;5.5;7.2;9.3;12.1;19.2
1194;10 tot 100 werknemers;131410;2008;109.2;5.6;7.3;9.5;12.2;15.6;24.4;73.4;3.4;4.4;5.6;7.3;9.4;15.0
1195;10 tot 100 werknemers;131410;2009;114.8;6.7;8.6;11.1;14.2;17.9;27.2;76.4;4.0;5.1;6.5;8.3;10.6;16.5
1196;10 tot 100 werknemers;134150;2006;111.7;7.1;9.4;12.4;15.9;19.7;27.4;75.9;3.9;5.2;6.9;9.0;11.1;15.7
1197;10 tot 100 werknemers;134150;2007;114.7;8.1;10.8;14.0;17.6;21.8;29.8;78.2;4.7;6.2;8.0;10.2;12.5;17.4
1198;10 tot 100 werknemers;134150;2008;129.5;11.4;14.9;19.0;23.9;28.8;38.7;83.6;6.1;8.0;10.2;13.0;15.7;21.4
1199;10 tot 100 werknemers;134150;2009;131.4;10.8;14.4;18.5;22.9;27.9;37.7;84.2;5.9;7.7;9.9;12.4;15.0;20.5
1200;100 werknemers of meer;100010;2006;4377.3;204.3;267.6;349.4;462.5;569.9;809.6;3387.2;118.0;153.5;200.8;265.7;333.0;487.7
1201;100 werknemers of meer;100010;2007;4505.0;225.2;292.6;378.1;496.1;612.3;864.2;3497.3;133.8;171.9;223.1;290.9;363.7;525.5
1202;100 werknemers of meer;100010;2008;4846.0;244.7;324.6;420.0;534.0;664.4;939.4;3734.8;148.6;194.0;251.4;320.4;401.1;578.5
1203;100 werknemers of meer;100010;2009;4832.1;269.6;349.8;445.6;546.7;668.1;938.7;3692.4;156.8;202.4;259.9;322.5;399.4;571.0
1204;100 werknemers of meer;100070;2006;9.4;0.2;0.2;0.4;0.5;0.7;1.1;7.7;0.1;0.1;0.2;0.3;0.4;0.6
1205;100 werknemers of meer;100070;2007;9.3;0.2;0.3;0.5;0.7;0.8;1.2;7.7;0.2;0.2;0.3;0.4;0.5;0.8
1206;100 werknemers of meer;100070;2008;12.3;0.7;1.0;1.2;1.8;2.1;2.9;9.6;0.5;0.6;0.8;1.0;1.1;1.6
1207;100 werknemers of meer;100070;2009;13.8;1.0;1.3;1.7;2.1;2.6;3.9;10.4;0.7;0.9;1.1;1.3;1.6;2.3
1208;100 werknemers of meer;101030;2006;5.0;0.1;0.1;0.1;0.1;0.1;0.1;4.8;0.0;0.1;0.1;0.1;0.1;0.1
1209;100 werknemers of meer;101030;2007;5.0;0.0;0.0;0.0;0.0;0.1;0.1;4.8;0.0;0.0;0.0;0.0;0.0;0.1
1210;100 werknemers of meer;101030;2008;5.0;0.0;0.0;0.0;0.0;0.1;0.1;4.8;0.0;0.0;0.0;0.0;0.0;0.1
1211;100 werknemers of meer;101030;2009;5.5;0.0;0.0;0.0;0.0;0.0;0.1;5.3;0.0;0.0;0.0;0.0;0.0;0.1
1212;100 werknemers of meer;101760;2006;487.8;17.2;25.7;35.9;47.9;59.5;88.9;453.1;13.8;20.7;29.4;39.9;50.3;77.0
1213;100 werknemers of meer;101760;2007;489.8;18.0;26.5;38.3;49.0;61.7;91.1;455.7;14.9;21.8;31.8;41.3;52.5;79.4
1214;100 werknemers of meer;101760;2008;506.2;20.4;30.1;42.8;54.2;66.8;95.3;468.4;16.6;24.4;35.2;45.1;56.2;82.1
1215;100 werknemers of meer;101760;2009;483.8;20.1;32.3;45.8;57.0;72.6;97.5;447.0;16.6;26.2;37.6;47.3;61.5;83.7
1216;100 werknemers of meer;112710;2006;23.2;0.2;0.2;0.2;0.2;0.2;0.2;21.9;0.1;0.1;0.2;0.2;0.2;0.2
1217;100 werknemers of meer;112710;2007;24.1;0.3;0.3;0.3;0.3;0.3;0.4;22.9;0.2;0.3;0.3;0.3;0.3;0.3
1218;100 werknemers of meer;112710;2008;23.2;0.3;0.3;0.3;0.3;0.3;0.4;21.9;0.2;0.3;0.3;0.3;0.3;0.4
1219;100 werknemers of meer;112710;2009;25.2;0.3;0.3;0.4;0.4;0.4;0.5;23.8;0.3;0.3;0.3;0.3;0.4;0.5
1220;100 werknemers of meer;113110;2006;121.6;1.9;2.1;2.3;2.5;2.9;4.1;114.8;1.4;1.6;1.7;1.9;2.3;3.3
1221;100 werknemers of meer;113110;2007;125.9;2.0;2.2;2.4;2.7;3.2;4.5;119.1;1.7;1.8;2.0;2.2;2.6;3.8
1222;100 werknemers of meer;113110;2008;130.5;1.9;2.1;2.3;2.5;2.9;4.1;123.0;1.6;1.7;1.9;2.0;2.3;3.4
1223;100 werknemers of meer;113110;2009;124.2;1.6;1.8;2.0;2.2;2.5;3.8;117.0;1.3;1.4;1.5;1.7;2.0;3.1
1224;100 werknemers of meer;114110;2006;485.1;39.9;52.8;70.3;90.3;111.3;167.7;324.9;20.7;27.3;37.0;48.9;61.3;92.9
1225;100 werknemers of meer;114110;2007;506.3;40.8;54.9;73.2;95.2;120.7;185.5;340.7;21.0;28.2;38.6;51.6;66.3;101.5
1226;100 werknemers of meer;114110;2008;568.1;46.6;64.2;85.0;107.5;131.0;191.0;378.0;23.6;32.7;44.8;58.8;73.5;108.8
1227;100 werknemers of meer;114110;2009;576.8;44.3;60.8;81.8;103.6;126.1;178.8;374.2;20.3;28.7;41.1;54.5;68.5;101.7
1228;100 werknemers of meer;122690;2006;55.6;5.2;6.7;8.6;10.8;13.5;20.1;37.9;3.1;3.8;4.8;5.9;7.5;11.6
1229;100 werknemers of meer;122690;2007;56.0;4.3;5.9;8.0;10.4;13.2;20.8;38.1;2.6;3.4;4.4;5.7;7.4;12.0
1230;100 werknemers of meer;122690;2008;71.2;6.5;8.9;12.6;16.3;20.3;30.7;46.4;3.5;4.7;6.5;8.4;10.7;16.9
1231;100 werknemers of meer;122690;2009;71.7;6.1;8.3;11.7;15.8;20.1;31.1;44.9;3.0;4.0;5.7;7.7;9.9;16.2
1232;100 werknemers of meer;123270;2006;275.5;13.9;16.8;19.9;24.4;29.7;40.4;227.1;7.4;8.8;10.5;13.1;16.3;23.3
1233;100 werknemers of meer;123270;2007;277.7;14.5;16.9;19.7;24.2;29.0;40.0;228.2;7.1;8.3;9.9;12.4;15.6;22.8
1234;100 werknemers of meer;123270;2008;288.2;15.0;18.3;21.6;26.7;32.2;44.3;233.9;6.7;8.1;9.9;12.8;16.3;24.5
1235;100 werknemers of meer;123270;2009;283.7;18.2;21.6;25.8;31.3;36.9;49.2;226.5;7.4;9.0;11.1;14.3;17.9;25.9
1236;100 werknemers of meer;124750;2006;202.6;2.5;3.0;3.5;4.2;5.1;8.2;181.4;1.9;2.3;2.6;3.1;3.8;6.3
1237;100 werknemers of meer;124750;2007;202.5;2.8;3.2;3.7;4.4;5.3;8.1;181.8;2.3;2.6;2.9;3.4;4.1;6.5
1238;100 werknemers of meer;124750;2008;201.3;2.8;3.2;3.7;4.3;5.2;7.9;180.8;2.3;2.6;3.0;3.4;4.1;6.3
1239;100 werknemers of meer;124750;2009;202.2;2.3;2.7;3.1;3.8;4.9;7.9;181.7;1.9;2.1;2.5;3.0;3.8;6.2
1240;100 werknemers of meer;125910;2006;792.1;61.5;85.2;116.6;167.9;203.8;267.5;546.1;28.6;40.4;55.9;80.6;100.4;138.2
1241;100 werknemers of meer;125910;2007;845.4;70.7;97.8;130.3;185.5;225.1;291.8;593.4;35.5;49.5;66.8;94.2;116.7;157.5
1242;100 werknemers of meer;125910;2008;961.5;76.3;109.2;145.5;191.0;244.1;328.0;675.6;41.5;59.1;78.9;103.5;132.4;182.3
1243;100 werknemers of meer;125910;2009;907.2;88.8;119.9;155.1;189.7;233.2;323.8;631.4;44.5;60.6;79.6;99.0;123.1;173.5
1244;100 werknemers of meer;129670;2006;482.4;13.5;14.5;15.7;17.4;21.2;27.8;435.7;10.6;11.4;12.4;13.9;17.3;23.0
1245;100 werknemers of meer;129670;2007;487.4;14.1;14.9;15.9;17.4;20.8;26.7;440.8;11.3;11.9;12.8;14.1;17.1;22.2
1246;100 werknemers of meer;129670;2008;488.2;13.4;14.2;15.2;16.6;19.7;25.5;442.3;11.4;12.1;12.9;14.2;16.9;21.9
1247;100 werknemers of meer;129670;2009;504.8;15.1;16.0;17.1;18.7;21.0;27.0;457.1;13.0;13.8;14.7;16.0;18.1;23.4
1248;100 werknemers of meer;130250;2006;398.0;9.0;9.8;10.7;12.3;15.5;25.7;306.9;5.6;6.0;6.6;7.5;9.7;16.2
1249;100 werknemers of meer;130250;2007;408.5;8.5;9.3;10.2;11.7;14.8;24.5;313.6;5.6;6.1;6.5;7.4;9.5;15.8
1250;100 werknemers of meer;130250;2008;445.6;9.5;10.4;11.7;13.5;16.7;26.6;342.2;6.4;6.9;7.6;8.6;10.6;17.1
1251;100 werknemers of meer;130250;2009;454.1;10.1;11.1;12.5;14.4;17.3;26.6;346.2;6.7;7.3;8.0;9.0;10.8;16.7
1252;100 werknemers of meer;131410;2006;940.7;35.9;46.2;59.5;76.6;97.8;146.4;645.8;22.2;28.0;35.6;45.7;58.0;87.5
1253;100 werknemers of meer;131410;2007;967.2;45.5;55.6;69.1;86.4;107.6;156.5;670.0;29.0;34.7;42.3;52.4;64.7;94.5
1254;100 werknemers of meer;131410;2008;1028.1;46.5;56.4;69.8;88.4;110.2;165.0;716.4;31.1;36.7;44.5;55.5;68.5;102.2
1255;100 werknemers of meer;131410;2009;1055.4;56.2;66.6;79.4;96.1;116.5;169.7;731.0;37.6;43.6;51.0;60.9;73.2;106.1
1256;100 werknemers of meer;134150;2006;98.2;3.4;4.4;5.8;7.2;8.6;11.4;79.2;2.3;2.8;3.8;4.7;5.6;7.4
1257;100 werknemers of meer;134150;2007;100.1;3.5;4.7;6.4;8.1;9.9;13.0;80.4;2.3;3.1;4.3;5.4;6.4;8.4
1258;100 werknemers of meer;134150;2008;116.7;4.9;6.3;8.3;10.7;13.0;17.5;91.4;3.2;4.0;5.2;6.7;8.1;11.0
1259;100 werknemers of meer;134150;2009;123.8;5.5;7.0;9.2;11.5;13.9;18.7;95.9;3.5;4.4;5.8;7.3;8.7;11.7
