ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
4176;Other taxes;Flevoland (PV);2017;3.0;7.0
4177;Other taxes;Flevoland (PV);2018;3.0;8.0
4178;Other taxes;Flevoland (PV);2019;2.0;4.0
4179;Other taxes;Flevoland (PV);2020;2.0;4.0
4180;Other taxes;Flevoland (PV);2021;2.0;4.0
4181;Other taxes;Flevoland (PV);2022;2.0;5.0
4182;Other taxes;Flevoland (PV);2023;2.0;5.0
4183;Other taxes;Flevoland (PV);2024;2.0;5.0
4184;Other taxes;Flevoland (PV);2025;3.0;6.0
4185;Other taxes;Gelderland (PV);2017;16.0;8.0
4186;Other taxes;Gelderland (PV);2018;16.0;8.0
4187;Other taxes;Gelderland (PV);2019;17.0;8.0
4188;Other taxes;Gelderland (PV);2020;18.0;8.0
4189;Other taxes;Gelderland (PV);2021;18.0;9.0
4190;Other taxes;Gelderland (PV);2022;19.0;9.0
4191;Other taxes;Gelderland (PV);2023;17.0;8.0
4192;Other taxes;Gelderland (PV);2024;18.0;8.0
4193;Other taxes;Gelderland (PV);2025;18.0;9.0
4194;Other taxes;Utrecht (PV);2017;8.0;6.0
4195;Other taxes;Utrecht (PV);2018;8.0;6.0
4196;Other taxes;Utrecht (PV);2019;8.0;6.0
4197;Other taxes;Utrecht (PV);2020;9.0;7.0
4198;Other taxes;Utrecht (PV);2021;9.0;7.0
4199;Other taxes;Utrecht (PV);2022;9.0;6.0
4200;Other taxes;Utrecht (PV);2023;8.0;6.0
4201;Other taxes;Utrecht (PV);2024;8.0;6.0
4202;Other taxes;Utrecht (PV);2025;8.0;6.0
4203;Other taxes;Noord-Holland (PV);2017;16.0;6.0
4204;Other taxes;Noord-Holland (PV);2018;16.0;6.0
4205;Other taxes;Noord-Holland (PV);2019;17.0;6.0
4206;Other taxes;Noord-Holland (PV);2020;28.0;10.0
4207;Other taxes;Noord-Holland (PV);2021;29.0;10.0
4208;Other taxes;Noord-Holland (PV);2022;30.0;10.0
4209;Other taxes;Noord-Holland (PV);2023;30.0;10.0
4210;Other taxes;Noord-Holland (PV);2024;25.0;8.0
4211;Other taxes;Noord-Holland (PV);2025;27.0;9.0
4212;Other taxes;Zuid-Holland (PV);2017;21.0;6.0
4213;Other taxes;Zuid-Holland (PV);2018;21.0;6.0
4214;Other taxes;Zuid-Holland (PV);2019;21.0;6.0
4215;Other taxes;Zuid-Holland (PV);2020;23.0;6.0
4216;Other taxes;Zuid-Holland (PV);2021;23.0;6.0
4217;Other taxes;Zuid-Holland (PV);2022;22.0;6.0
4218;Other taxes;Zuid-Holland (PV);2023;20.0;5.0
4219;Other taxes;Zuid-Holland (PV);2024;18.0;5.0
4220;Other taxes;Zuid-Holland (PV);2025;17.0;4.0
4221;Other taxes;Zeeland (PV);2017;10.0;26.0
4222;Other taxes;Zeeland (PV);2018;10.0;27.0
4223;Other taxes;Zeeland (PV);2019;11.0;28.0
4224;Other taxes;Zeeland (PV);2020;12.0;30.0
4225;Other taxes;Zeeland (PV);2021;13.0;33.0
4226;Other taxes;Zeeland (PV);2022;13.0;34.0
4227;Other taxes;Zeeland (PV);2023;16.0;40.0
4228;Other taxes;Zeeland (PV);2024;17.0;43.0
4229;Other taxes;Zeeland (PV);2025;17.0;43.0
4230;Other taxes;Noord-Brabant (PV);2017;16.0;6.0
4231;Other taxes;Noord-Brabant (PV);2018;17.0;7.0
4232;Other taxes;Noord-Brabant (PV);2019;16.0;6.0
4233;Other taxes;Noord-Brabant (PV);2020;16.0;6.0
4234;Other taxes;Noord-Brabant (PV);2021;15.0;6.0
4235;Other taxes;Noord-Brabant (PV);2022;15.0;6.0
4236;Other taxes;Noord-Brabant (PV);2023;16.0;6.0
4237;Other taxes;Noord-Brabant (PV);2024;18.0;7.0
4238;Other taxes;Noord-Brabant (PV);2025;18.0;7.0
4239;Other taxes;Limburg (PV);2017;10.0;9.0
4240;Other taxes;Limburg (PV);2018;10.0;9.0
4241;Other taxes;Limburg (PV);2019;10.0;9.0
4242;Other taxes;Limburg (PV);2020;11.0;10.0
4243;Other taxes;Limburg (PV);2021;11.0;10.0
4244;Other taxes;Limburg (PV);2022;10.0;9.0
4245;Other taxes;Limburg (PV);2023;10.0;9.0
4246;Other taxes;Limburg (PV);2024;9.0;8.0
4247;Other taxes;Limburg (PV);2025;8.0;7.0
4248;Other taxes;Oost-Groningen (CR);2017;1.0;4.0
4249;Other taxes;Oost-Groningen (CR);2018;1.0;4.0
4250;Other taxes;Oost-Groningen (CR);2019;1.0;4.0
4251;Other taxes;Oost-Groningen (CR);2020;0.0;3.0
4252;Other taxes;Oost-Groningen (CR);2021;0.0;4.0
4253;Other taxes;Oost-Groningen (CR);2022;1.0;4.0
4254;Other taxes;Oost-Groningen (CR);2023;1.0;5.0
4255;Other taxes;Oost-Groningen (CR);2024;1.0;4.0
4256;Other taxes;Oost-Groningen (CR);2025;1.0;4.0
4257;Other taxes;Delfzijl en omgeving (CR);2017;0.0;8.0
4258;Other taxes;Delfzijl en omgeving (CR);2018;0.0;9.0
4259;Other taxes;Delfzijl en omgeving (CR);2019;0.0;9.0
4260;Other taxes;Delfzijl en omgeving (CR);2020;0.0;9.0
4261;Other taxes;Delfzijl en omgeving (CR);2021;0.0;3.0
4262;Other taxes;Delfzijl en omgeving (CR);2022;0.0;3.0
4263;Other taxes;Delfzijl en omgeving (CR);2023;0.0;3.0
4264;Other taxes;Delfzijl en omgeving (CR);2024;0.0;3.0
4265;Other taxes;Delfzijl en omgeving (CR);2025;0.0;3.0
4266;Other taxes;Overig Groningen (CR);2017;1.0;3.0
4267;Other taxes;Overig Groningen (CR);2018;1.0;3.0
4268;Other taxes;Overig Groningen (CR);2019;1.0;3.0
4269;Other taxes;Overig Groningen (CR);2020;1.0;3.0
4270;Other taxes;Overig Groningen (CR);2021;1.0;4.0
4271;Other taxes;Overig Groningen (CR);2022;0.0;1.0
4272;Other taxes;Overig Groningen (CR);2023;0.0;1.0
4273;Other taxes;Overig Groningen (CR);2024;1.0;3.0
4274;Other taxes;Overig Groningen (CR);2025;1.0;3.0
4275;Other taxes;Noord-Friesland (CR);2017;3.0;10.0
4276;Other taxes;Noord-Friesland (CR);2018;3.0;11.0
4277;Other taxes;Noord-Friesland (CR);2019;3.0;11.0
4278;Other taxes;Noord-Friesland (CR);2020;4.0;12.0
4279;Other taxes;Noord-Friesland (CR);2021;4.0;12.0
4280;Other taxes;Noord-Friesland (CR);2022;4.0;13.0
4281;Other taxes;Noord-Friesland (CR);2023;4.0;14.0
4282;Other taxes;Noord-Friesland (CR);2024;5.0;14.0
4283;Other taxes;Noord-Friesland (CR);2025;5.0;15.0
4284;Other taxes;Zuidwest-Friesland (CR);2017;3.0;24.0
4285;Other taxes;Zuidwest-Friesland (CR);2018;3.0;25.0
4286;Other taxes;Zuidwest-Friesland (CR);2019;3.0;23.0
4287;Other taxes;Zuidwest-Friesland (CR);2020;3.0;23.0
4288;Other taxes;Zuidwest-Friesland (CR);2021;3.0;24.0
4289;Other taxes;Zuidwest-Friesland (CR);2022;4.0;25.0
4290;Other taxes;Zuidwest-Friesland (CR);2023;4.0;26.0
4291;Other taxes;Zuidwest-Friesland (CR);2024;4.0;27.0
4292;Other taxes;Zuidwest-Friesland (CR);2025;3.0;21.0
4293;Other taxes;Zuidoost-Friesland (CR);2017;1.0;6.0
4294;Other taxes;Zuidoost-Friesland (CR);2018;1.0;5.0
4295;Other taxes;Zuidoost-Friesland (CR);2019;1.0;5.0
4296;Other taxes;Zuidoost-Friesland (CR);2020;1.0;4.0
4297;Other taxes;Zuidoost-Friesland (CR);2021;1.0;5.0
4298;Other taxes;Zuidoost-Friesland (CR);2022;1.0;5.0
4299;Other taxes;Zuidoost-Friesland (CR);2023;1.0;5.0
4300;Other taxes;Zuidoost-Friesland (CR);2024;1.0;5.0
4301;Other taxes;Zuidoost-Friesland (CR);2025;1.0;5.0
4302;Other taxes;Noord-Drenthe (CR);2017;1.0;5.0
4303;Other taxes;Noord-Drenthe (CR);2018;1.0;5.0
4304;Other taxes;Noord-Drenthe (CR);2019;1.0;5.0
4305;Other taxes;Noord-Drenthe (CR);2020;1.0;5.0
4306;Other taxes;Noord-Drenthe (CR);2021;1.0;5.0
4307;Other taxes;Noord-Drenthe (CR);2022;1.0;5.0
4308;Other taxes;Noord-Drenthe (CR);2023;1.0;5.0
4309;Other taxes;Noord-Drenthe (CR);2024;1.0;6.0
4310;Other taxes;Noord-Drenthe (CR);2025;1.0;6.0
4311;Other taxes;Zuidoost-Drenthe (CR);2017;1.0;4.0
4312;Other taxes;Zuidoost-Drenthe (CR);2018;1.0;4.0
4313;Other taxes;Zuidoost-Drenthe (CR);2019;1.0;4.0
4314;Other taxes;Zuidoost-Drenthe (CR);2020;1.0;5.0
4315;Other taxes;Zuidoost-Drenthe (CR);2021;1.0;5.0
4316;Other taxes;Zuidoost-Drenthe (CR);2022;1.0;5.0
4317;Other taxes;Zuidoost-Drenthe (CR);2023;1.0;5.0
4318;Other taxes;Zuidoost-Drenthe (CR);2024;1.0;5.0
4319;Other taxes;Zuidoost-Drenthe (CR);2025;1.0;5.0
4320;Other taxes;Zuidwest-Drenthe (CR);2017;1.0;8.0
4321;Other taxes;Zuidwest-Drenthe (CR);2018;1.0;8.0
4322;Other taxes;Zuidwest-Drenthe (CR);2019;1.0;8.0
4323;Other taxes;Zuidwest-Drenthe (CR);2020;1.0;11.0
4324;Other taxes;Zuidwest-Drenthe (CR);2021;2.0;11.0
4325;Other taxes;Zuidwest-Drenthe (CR);2022;2.0;11.0
4326;Other taxes;Zuidwest-Drenthe (CR);2023;2.0;11.0
4327;Other taxes;Zuidwest-Drenthe (CR);2024;2.0;11.0
4328;Other taxes;Zuidwest-Drenthe (CR);2025;2.0;13.0
4329;Other taxes;Noord-Overijssel (CR);2017;4.0;10.0
4330;Other taxes;Noord-Overijssel (CR);2018;4.0;10.0
4331;Other taxes;Noord-Overijssel (CR);2019;4.0;10.0
4332;Other taxes;Noord-Overijssel (CR);2020;3.0;9.0
4333;Other taxes;Noord-Overijssel (CR);2021;4.0;9.0
4334;Other taxes;Noord-Overijssel (CR);2022;4.0;10.0
4335;Other taxes;Noord-Overijssel (CR);2023;3.0;9.0
4336;Other taxes;Noord-Overijssel (CR);2024;4.0;10.0
4337;Other taxes;Noord-Overijssel (CR);2025;4.0;10.0
4338;Other taxes;Zuidwest-Overijssel (CR);2017;1.0;5.0
4339;Other taxes;Zuidwest-Overijssel (CR);2018;1.0;5.0
4340;Other taxes;Zuidwest-Overijssel (CR);2019;1.0;6.0
4341;Other taxes;Zuidwest-Overijssel (CR);2020;1.0;6.0
4342;Other taxes;Zuidwest-Overijssel (CR);2021;1.0;6.0
4343;Other taxes;Zuidwest-Overijssel (CR);2022;1.0;4.0
4344;Other taxes;Zuidwest-Overijssel (CR);2023;1.0;4.0
4345;Other taxes;Zuidwest-Overijssel (CR);2024;1.0;4.0
4346;Other taxes;Zuidwest-Overijssel (CR);2025;1.0;5.0
4347;Other taxes;Twente (CR);2017;5.0;8.0
4348;Other taxes;Twente (CR);2018;5.0;8.0
4349;Other taxes;Twente (CR);2019;4.0;7.0
4350;Other taxes;Twente (CR);2020;4.0;7.0
4351;Other taxes;Twente (CR);2021;4.0;7.0
4352;Other taxes;Twente (CR);2022;4.0;6.0
4353;Other taxes;Twente (CR);2023;4.0;6.0
4354;Other taxes;Twente (CR);2024;4.0;6.0
4355;Other taxes;Twente (CR);2025;4.0;6.0
4356;Other taxes;Veluwe (CR);2017;8.0;11.0
4357;Other taxes;Veluwe (CR);2018;7.0;11.0
4358;Other taxes;Veluwe (CR);2019;8.0;11.0
4359;Other taxes;Veluwe (CR);2020;8.0;12.0
4360;Other taxes;Veluwe (CR);2021;8.0;12.0
4361;Other taxes;Veluwe (CR);2022;8.0;12.0
4362;Other taxes;Veluwe (CR);2023;9.0;12.0
4363;Other taxes;Veluwe (CR);2024;10.0;13.0
4364;Other taxes;Veluwe (CR);2025;10.0;14.0
4365;Other taxes;Achterhoek (CR);2017;3.0;6.0
4366;Other taxes;Achterhoek (CR);2018;2.0;6.0
4367;Other taxes;Achterhoek (CR);2019;3.0;7.0
4368;Other taxes;Achterhoek (CR);2020;3.0;6.0
4369;Other taxes;Achterhoek (CR);2021;3.0;7.0
4370;Other taxes;Achterhoek (CR);2022;3.0;6.0
4371;Other taxes;Achterhoek (CR);2023;3.0;6.0
4372;Other taxes;Achterhoek (CR);2024;2.0;5.0
4373;Other taxes;Achterhoek (CR);2025;2.0;5.0
4374;Other taxes;Arnhem/Nijmegen (CR);2017;5.0;6.0
4375;Other taxes;Arnhem/Nijmegen (CR);2018;5.0;6.0
4376;Other taxes;Arnhem/Nijmegen (CR);2019;5.0;7.0
4377;Other taxes;Arnhem/Nijmegen (CR);2020;5.0;7.0
4378;Other taxes;Arnhem/Nijmegen (CR);2021;5.0;7.0
4379;Other taxes;Arnhem/Nijmegen (CR);2022;6.0;8.0
4380;Other taxes;Arnhem/Nijmegen (CR);2023;4.0;5.0
4381;Other taxes;Arnhem/Nijmegen (CR);2024;4.0;5.0
4382;Other taxes;Arnhem/Nijmegen (CR);2025;4.0;6.0
4383;Other taxes;Zuidwest-Gelderland (CR);2017;2.0;7.0
4384;Other taxes;Zuidwest-Gelderland (CR);2018;2.0;7.0
4385;Other taxes;Zuidwest-Gelderland (CR);2019;2.0;7.0
4386;Other taxes;Zuidwest-Gelderland (CR);2020;2.0;7.0
4387;Other taxes;Zuidwest-Gelderland (CR);2021;2.0;7.0
4388;Other taxes;Zuidwest-Gelderland (CR);2022;2.0;7.0
4389;Other taxes;Zuidwest-Gelderland (CR);2023;2.0;7.0
4390;Other taxes;Zuidwest-Gelderland (CR);2024;2.0;7.0
4391;Other taxes;Zuidwest-Gelderland (CR);2025;2.0;7.0
4392;Other taxes;Utrecht (CR);2017;8.0;6.0
4393;Other taxes;Utrecht (CR);2018;8.0;6.0
4394;Other taxes;Utrecht (CR);2019;8.0;6.0
4395;Other taxes;Utrecht (CR);2020;9.0;7.0
4396;Other taxes;Utrecht (CR);2021;9.0;7.0
4397;Other taxes;Utrecht (CR);2022;9.0;6.0
4398;Other taxes;Utrecht (CR);2023;8.0;6.0
4399;Other taxes;Utrecht (CR);2024;8.0;6.0
4400;Other taxes;Utrecht (CR);2025;8.0;6.0
4401;Other taxes;Kop van Noord-Holland (CR);2017;5.0;14.0
4402;Other taxes;Kop van Noord-Holland (CR);2018;5.0;14.0
4403;Other taxes;Kop van Noord-Holland (CR);2019;5.0;14.0
4404;Other taxes;Kop van Noord-Holland (CR);2020;6.0;15.0
4405;Other taxes;Kop van Noord-Holland (CR);2021;6.0;16.0
4406;Other taxes;Kop van Noord-Holland (CR);2022;7.0;17.0
4407;Other taxes;Kop van Noord-Holland (CR);2023;7.0;17.0
4408;Other taxes;Kop van Noord-Holland (CR);2024;6.0;17.0
4409;Other taxes;Kop van Noord-Holland (CR);2025;6.0;16.0
4410;Other taxes;Alkmaar en omgeving (CR);2017;2.0;7.0
4411;Other taxes;Alkmaar en omgeving (CR);2018;2.0;7.0
4412;Other taxes;Alkmaar en omgeving (CR);2019;1.0;6.0
4413;Other taxes;Alkmaar en omgeving (CR);2020;1.0;6.0
4414;Other taxes;Alkmaar en omgeving (CR);2021;2.0;9.0
4415;Other taxes;Alkmaar en omgeving (CR);2022;3.0;11.0
4416;Other taxes;Alkmaar en omgeving (CR);2023;3.0;11.0
4417;Other taxes;Alkmaar en omgeving (CR);2024;3.0;10.0
4418;Other taxes;Alkmaar en omgeving (CR);2025;3.0;11.0
4419;Other taxes;IJmond (CR);2017;1.0;6.0
4420;Other taxes;IJmond (CR);2018;1.0;6.0
4421;Other taxes;IJmond (CR);2019;1.0;6.0
4422;Other taxes;IJmond (CR);2020;1.0;7.0
4423;Other taxes;IJmond (CR);2021;1.0;7.0
4424;Other taxes;IJmond (CR);2022;2.0;8.0
4425;Other taxes;IJmond (CR);2023;2.0;8.0
4426;Other taxes;IJmond (CR);2024;1.0;6.0
4427;Other taxes;IJmond (CR);2025;1.0;7.0
4428;Other taxes;Agglomeratie Haarlem (CR);2017;2.0;11.0
4429;Other taxes;Agglomeratie Haarlem (CR);2018;2.0;10.0
4430;Other taxes;Agglomeratie Haarlem (CR);2019;2.0;11.0
4431;Other taxes;Agglomeratie Haarlem (CR);2020;3.0;11.0
4432;Other taxes;Agglomeratie Haarlem (CR);2021;2.0;11.0
4433;Other taxes;Agglomeratie Haarlem (CR);2022;2.0;11.0
4434;Other taxes;Agglomeratie Haarlem (CR);2023;2.0;11.0
4435;Other taxes;Agglomeratie Haarlem (CR);2024;3.0;11.0
4436;Other taxes;Agglomeratie Haarlem (CR);2025;3.0;15.0
4437;Other taxes;Zaanstreek (CR);2017;1.0;7.0
4438;Other taxes;Zaanstreek (CR);2018;1.0;7.0
4439;Other taxes;Zaanstreek (CR);2019;1.0;7.0
4440;Other taxes;Zaanstreek (CR);2020;1.0;8.0
4441;Other taxes;Zaanstreek (CR);2021;1.0;8.0
4442;Other taxes;Zaanstreek (CR);2022;1.0;8.0
4443;Other taxes;Zaanstreek (CR);2023;1.0;4.0
4444;Other taxes;Zaanstreek (CR);2024;1.0;3.0
4445;Other taxes;Zaanstreek (CR);2025;1.0;5.0
4446;Other taxes;Groot-Amsterdam (CR);2017;3.0;2.0
4447;Other taxes;Groot-Amsterdam (CR);2018;3.0;2.0
4448;Other taxes;Groot-Amsterdam (CR);2019;4.0;3.0
4449;Other taxes;Groot-Amsterdam (CR);2020;14.0;10.0
4450;Other taxes;Groot-Amsterdam (CR);2021;14.0;10.0
4451;Other taxes;Groot-Amsterdam (CR);2022;14.0;10.0
4452;Other taxes;Groot-Amsterdam (CR);2023;14.0;10.0
4453;Other taxes;Groot-Amsterdam (CR);2024;10.0;7.0
4454;Other taxes;Groot-Amsterdam (CR);2025;10.0;7.0
4455;Other taxes;Het Gooi en Vechtstreek (CR);2017;2.0;7.0
4456;Other taxes;Het Gooi en Vechtstreek (CR);2018;2.0;7.0
4457;Other taxes;Het Gooi en Vechtstreek (CR);2019;2.0;7.0
4458;Other taxes;Het Gooi en Vechtstreek (CR);2020;2.0;6.0
4459;Other taxes;Het Gooi en Vechtstreek (CR);2021;2.0;6.0
4460;Other taxes;Het Gooi en Vechtstreek (CR);2022;2.0;7.0
4461;Other taxes;Het Gooi en Vechtstreek (CR);2023;2.0;7.0
4462;Other taxes;Het Gooi en Vechtstreek (CR);2024;2.0;8.0
4463;Other taxes;Het Gooi en Vechtstreek (CR);2025;2.0;9.0
4464;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2017;3.0;6.0
4465;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2018;3.0;7.0
4466;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2019;3.0;7.0
4467;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2020;3.0;7.0
4468;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2021;3.0;7.0
4469;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2022;3.0;7.0
4470;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2023;3.0;7.0
4471;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2024;3.0;7.0
4472;Other taxes;Agglomeratie Leiden en Bollenstreek (CR);2025;3.0;7.0
4473;Other taxes;Agglomeratie 's-Gravenhage (CR);2017;4.0;4.0
4474;Other taxes;Agglomeratie 's-Gravenhage (CR);2018;5.0;6.0
4475;Other taxes;Agglomeratie 's-Gravenhage (CR);2019;5.0;6.0
4476;Other taxes;Agglomeratie 's-Gravenhage (CR);2020;5.0;6.0
4477;Other taxes;Agglomeratie 's-Gravenhage (CR);2021;5.0;6.0
4478;Other taxes;Agglomeratie 's-Gravenhage (CR);2022;5.0;5.0
4479;Other taxes;Agglomeratie 's-Gravenhage (CR);2023;5.0;5.0
4480;Other taxes;Agglomeratie 's-Gravenhage (CR);2024;2.0;3.0
4481;Other taxes;Agglomeratie 's-Gravenhage (CR);2025;2.0;2.0
4482;Other taxes;Delft en Westland (CR);2017;1.0;4.0
4483;Other taxes;Delft en Westland (CR);2018;1.0;3.0
4484;Other taxes;Delft en Westland (CR);2019;1.0;4.0
4485;Other taxes;Delft en Westland (CR);2020;1.0;4.0
4486;Other taxes;Delft en Westland (CR);2021;1.0;4.0
4487;Other taxes;Delft en Westland (CR);2022;1.0;4.0
4488;Other taxes;Delft en Westland (CR);2023;1.0;4.0
4489;Other taxes;Delft en Westland (CR);2024;1.0;4.0
4490;Other taxes;Delft en Westland (CR);2025;1.0;4.0
4491;Other taxes;Oost-Zuid-Holland (CR);2017;2.0;5.0
4492;Other taxes;Oost-Zuid-Holland (CR);2018;2.0;5.0
4493;Other taxes;Oost-Zuid-Holland (CR);2019;2.0;5.0
4494;Other taxes;Oost-Zuid-Holland (CR);2020;1.0;4.0
4495;Other taxes;Oost-Zuid-Holland (CR);2021;1.0;4.0
4496;Other taxes;Oost-Zuid-Holland (CR);2022;1.0;4.0
4497;Other taxes;Oost-Zuid-Holland (CR);2023;1.0;4.0
4498;Other taxes;Oost-Zuid-Holland (CR);2024;1.0;4.0
4499;Other taxes;Oost-Zuid-Holland (CR);2025;1.0;4.0
4500;Other taxes;Groot-Rijnmond (CR);2017;11.0;8.0
4501;Other taxes;Groot-Rijnmond (CR);2018;9.0;6.0
4502;Other taxes;Groot-Rijnmond (CR);2019;9.0;6.0
4503;Other taxes;Groot-Rijnmond (CR);2020;10.0;7.0
4504;Other taxes;Groot-Rijnmond (CR);2021;10.0;7.0
4505;Other taxes;Groot-Rijnmond (CR);2022;9.0;6.0
4506;Other taxes;Groot-Rijnmond (CR);2023;8.0;5.0
4507;Other taxes;Groot-Rijnmond (CR);2024;8.0;6.0
4508;Other taxes;Groot-Rijnmond (CR);2025;9.0;6.0
4509;Other taxes;Zuidoost-Zuid-Holland (CR);2017;2.0;5.0
4510;Other taxes;Zuidoost-Zuid-Holland (CR);2018;2.0;5.0
4511;Other taxes;Zuidoost-Zuid-Holland (CR);2019;2.0;6.0
4512;Other taxes;Zuidoost-Zuid-Holland (CR);2020;3.0;7.0
4513;Other taxes;Zuidoost-Zuid-Holland (CR);2021;2.0;7.0
4514;Other taxes;Zuidoost-Zuid-Holland (CR);2022;2.0;5.0
4515;Other taxes;Zuidoost-Zuid-Holland (CR);2023;2.0;4.0
4516;Other taxes;Zuidoost-Zuid-Holland (CR);2024;2.0;4.0
4517;Other taxes;Zuidoost-Zuid-Holland (CR);2025;1.0;3.0
4518;Other taxes;Zeeuwsch-Vlaanderen (CR);2017;3.0;27.0
4519;Other taxes;Zeeuwsch-Vlaanderen (CR);2018;3.0;28.0
4520;Other taxes;Zeeuwsch-Vlaanderen (CR);2019;3.0;29.0
4521;Other taxes;Zeeuwsch-Vlaanderen (CR);2020;4.0;34.0
4522;Other taxes;Zeeuwsch-Vlaanderen (CR);2021;4.0;38.0
4523;Other taxes;Zeeuwsch-Vlaanderen (CR);2022;4.0;42.0
4524;Other taxes;Zeeuwsch-Vlaanderen (CR);2023;7.0;66.0
4525;Other taxes;Zeeuwsch-Vlaanderen (CR);2024;8.0;72.0
4526;Other taxes;Zeeuwsch-Vlaanderen (CR);2025;7.0;69.0
4527;Other taxes;Overig Zeeland (CR);2017;7.0;25.0
4528;Other taxes;Overig Zeeland (CR);2018;7.0;26.0
4529;Other taxes;Overig Zeeland (CR);2019;7.0;27.0
4530;Other taxes;Overig Zeeland (CR);2020;8.0;29.0
4531;Other taxes;Overig Zeeland (CR);2021;9.0;31.0
4532;Other taxes;Overig Zeeland (CR);2022;9.0;31.0
4533;Other taxes;Overig Zeeland (CR);2023;9.0;31.0
4534;Other taxes;Overig Zeeland (CR);2024;9.0;32.0
4535;Other taxes;Overig Zeeland (CR);2025;10.0;34.0
4536;Other taxes;West-Noord-Brabant (CR);2017;4.0;6.0
4537;Other taxes;West-Noord-Brabant (CR);2018;4.0;7.0
4538;Other taxes;West-Noord-Brabant (CR);2019;4.0;6.0
4539;Other taxes;West-Noord-Brabant (CR);2020;3.0;5.0
4540;Other taxes;West-Noord-Brabant (CR);2021;3.0;4.0
4541;Other taxes;West-Noord-Brabant (CR);2022;2.0;4.0
4542;Other taxes;West-Noord-Brabant (CR);2023;2.0;4.0
4543;Other taxes;West-Noord-Brabant (CR);2024;3.0;4.0
4544;Other taxes;West-Noord-Brabant (CR);2025;2.0;4.0
4545;Other taxes;Midden-Noord-Brabant (CR);2017;4.0;9.0
4546;Other taxes;Midden-Noord-Brabant (CR);2018;5.0;10.0
4547;Other taxes;Midden-Noord-Brabant (CR);2019;5.0;9.0
4548;Other taxes;Midden-Noord-Brabant (CR);2020;5.0;10.0
4549;Other taxes;Midden-Noord-Brabant (CR);2021;5.0;10.0
4550;Other taxes;Midden-Noord-Brabant (CR);2022;5.0;10.0
4551;Other taxes;Midden-Noord-Brabant (CR);2023;5.0;10.0
4552;Other taxes;Midden-Noord-Brabant (CR);2024;6.0;11.0
4553;Other taxes;Midden-Noord-Brabant (CR);2025;6.0;11.0
4554;Other taxes;Noordoost-Noord-Brabant (CR);2017;3.0;5.0
4555;Other taxes;Noordoost-Noord-Brabant (CR);2018;3.0;5.0
4556;Other taxes;Noordoost-Noord-Brabant (CR);2019;3.0;4.0
4557;Other taxes;Noordoost-Noord-Brabant (CR);2020;3.0;4.0
4558;Other taxes;Noordoost-Noord-Brabant (CR);2021;3.0;4.0
4559;Other taxes;Noordoost-Noord-Brabant (CR);2022;3.0;4.0
4560;Other taxes;Noordoost-Noord-Brabant (CR);2023;3.0;5.0
4561;Other taxes;Noordoost-Noord-Brabant (CR);2024;3.0;5.0
4562;Other taxes;Noordoost-Noord-Brabant (CR);2025;3.0;5.0
4563;Other taxes;Zuidoost-Noord-Brabant (CR);2017;4.0;6.0
4564;Other taxes;Zuidoost-Noord-Brabant (CR);2018;5.0;6.0
4565;Other taxes;Zuidoost-Noord-Brabant (CR);2019;5.0;6.0
4566;Other taxes;Zuidoost-Noord-Brabant (CR);2020;5.0;6.0
4567;Other taxes;Zuidoost-Noord-Brabant (CR);2021;5.0;6.0
4568;Other taxes;Zuidoost-Noord-Brabant (CR);2022;5.0;7.0
4569;Other taxes;Zuidoost-Noord-Brabant (CR);2023;5.0;7.0
4570;Other taxes;Zuidoost-Noord-Brabant (CR);2024;6.0;8.0
4571;Other taxes;Zuidoost-Noord-Brabant (CR);2025;6.0;8.0
4572;Other taxes;Noord-Limburg (CR);2017;2.0;7.0
4573;Other taxes;Noord-Limburg (CR);2018;2.0;7.0
4574;Other taxes;Noord-Limburg (CR);2019;2.0;7.0
4575;Other taxes;Noord-Limburg (CR);2020;2.0;7.0
4576;Other taxes;Noord-Limburg (CR);2021;2.0;6.0
4577;Other taxes;Noord-Limburg (CR);2022;2.0;6.0
4578;Other taxes;Noord-Limburg (CR);2023;2.0;6.0
4579;Other taxes;Noord-Limburg (CR);2024;2.0;7.0
4580;Other taxes;Noord-Limburg (CR);2025;2.0;6.0
4581;Other taxes;Midden-Limburg (CR);2017;2.0;10.0
4582;Other taxes;Midden-Limburg (CR);2018;3.0;11.0
4583;Other taxes;Midden-Limburg (CR);2019;3.0;11.0
4584;Other taxes;Midden-Limburg (CR);2020;3.0;11.0
4585;Other taxes;Midden-Limburg (CR);2021;3.0;11.0
4586;Other taxes;Midden-Limburg (CR);2022;2.0;10.0
4587;Other taxes;Midden-Limburg (CR);2023;2.0;8.0
4588;Other taxes;Midden-Limburg (CR);2024;2.0;7.0
4589;Other taxes;Midden-Limburg (CR);2025;2.0;6.0
4590;Other taxes;Zuid-Limburg (CR);2017;6.0;10.0
