ID;StarRating;Regions;Periods;Accommodation_1;Room_2;SleepingPlace_3;Accommodation_4;Room_5;SleepingPlace_6
1394;3 star accommodations;Nederland;2022 November;1403.0;44727.0;93892.0;1328.0;43613.0;91599.0
1395;3 star accommodations;Nederland;2022 December;1403.0;44727.0;93892.0;1300.0;43141.0;90568.0
1396;3 star accommodations;Nederland;2023 January;1290.0;40597.0;85638.0;1148.0;38592.0;81339.0
1397;3 star accommodations;Nederland;2023 February;1290.0;40597.0;85638.0;1179.0;39083.0;82384.0
1398;3 star accommodations;Nederland;2023 March;1290.0;40597.0;85638.0;1233.0;39860.0;84065.0
1399;3 star accommodations;Nederland;2023 April;1290.0;40597.0;85638.0;1275.0;40326.0;85072.0
1400;3 star accommodations;Nederland;2023 May;1290.0;40597.0;85638.0;1276.0;40334.0;85086.0
1401;3 star accommodations;Nederland;2023 June;1290.0;40597.0;85638.0;1279.0;40384.0;85183.0
1402;3 star accommodations;Nederland;2023 July;1290.0;40597.0;85638.0;1280.0;40349.0;85101.0
1403;3 star accommodations;Nederland;2023 August;1290.0;40597.0;85638.0;1274.0;40283.0;84967.0
1404;3 star accommodations;Nederland;2023 September;1290.0;40597.0;85638.0;1267.0;40218.0;84837.0
1405;3 star accommodations;Nederland;2023 October;1290.0;40597.0;85638.0;1254.0;40036.0;84432.0
1406;3 star accommodations;Nederland;2023 November;1290.0;40597.0;85638.0;1214.0;39593.0;83480.0
1407;3 star accommodations;Nederland;2023 December;1290.0;40597.0;85638.0;1196.0;39270.0;82734.0
1408;3 star accommodations;Nederland;2024 January;1284.0;41565.0;90020.0;1140.0;39606.0;85758.0
1409;3 star accommodations;Nederland;2024 February;1284.0;41565.0;90020.0;1175.0;40195.0;87014.0
1410;3 star accommodations;Nederland;2024 March;1284.0;41565.0;90020.0;1231.0;40996.0;88739.0
1411;3 star accommodations;Nederland;2024 April;1284.0;41565.0;90020.0;1277.0;41487.0;89849.0
1412;3 star accommodations;Nederland;2024 May;1284.0;41565.0;90020.0;1279.0;41519.0;89915.0
1413;3 star accommodations;Nederland;2024 June;1284.0;41565.0;90020.0;1280.0;41524.0;89934.0
1414;3 star accommodations;Nederland;2024 July;1284.0;41565.0;90020.0;1276.0;41527.0;89935.0
1415;3 star accommodations;Nederland;2024 August;1284.0;41565.0;90020.0;1276.0;41528.0;89934.0
1416;3 star accommodations;Nederland;2024 September;1284.0;41565.0;90020.0;1276.0;41493.0;89856.0
1417;3 star accommodations;Nederland;2024 October;1284.0;41565.0;90020.0;1260.0;41356.0;89564.0
1418;3 star accommodations;Nederland;2024 November;1284.0;41565.0;90020.0;1213.0;40752.0;88269.0
1419;3 star accommodations;Nederland;2024 December;1284.0;41565.0;90020.0;1197.0;40541.0;87801.0
1420;3 star accommodations;Nederland;2025 January;1267.0;41372.0;90709.0;1132.0;39760.0;87139.0
1421;3 star accommodations;Nederland;2025 February;1267.0;41372.0;90709.0;1161.0;40074.0;87866.0
1422;3 star accommodations;Amsterdam;2012 January;;;;;;
1423;3 star accommodations;Amsterdam;2012 February;;;;;;
1424;3 star accommodations;Amsterdam;2012 March;;;;;;
1425;3 star accommodations;Amsterdam;2012 April;;;;;;
1426;3 star accommodations;Amsterdam;2012 May;;;;;;
1427;3 star accommodations;Amsterdam;2012 June;;;;;;
1428;3 star accommodations;Amsterdam;2012 July;;;;;;
1429;3 star accommodations;Amsterdam;2012 August;;;;;;
1430;3 star accommodations;Amsterdam;2012 September;;;;;;
1431;3 star accommodations;Amsterdam;2012 October;;;;;;
1432;3 star accommodations;Amsterdam;2012 November;;;;;;
1433;3 star accommodations;Amsterdam;2012 December;;;;;;
1434;3 star accommodations;Amsterdam;2013 January;;;;;;
1435;3 star accommodations;Amsterdam;2013 February;;;;;;
1436;3 star accommodations;Amsterdam;2013 March;;;;;;
1437;3 star accommodations;Amsterdam;2013 April;;;;;;
1438;3 star accommodations;Amsterdam;2013 May;;;;;;
1439;3 star accommodations;Amsterdam;2013 June;;;;;;
1440;3 star accommodations;Amsterdam;2013 July;;;;;;
1441;3 star accommodations;Amsterdam;2013 August;;;;;;
1442;3 star accommodations;Amsterdam;2013 September;;;;;;
1443;3 star accommodations;Amsterdam;2013 October;;;;;;
1444;3 star accommodations;Amsterdam;2013 November;;;;;;
1445;3 star accommodations;Amsterdam;2013 December;;;;;;
1446;3 star accommodations;Amsterdam;2014 January;;;;;;
1447;3 star accommodations;Amsterdam;2014 February;;;;;;
1448;3 star accommodations;Amsterdam;2014 March;;;;;;
1449;3 star accommodations;Amsterdam;2014 April;;;;;;
1450;3 star accommodations;Amsterdam;2014 May;;;;;;
1451;3 star accommodations;Amsterdam;2014 June;;;;;;
1452;3 star accommodations;Amsterdam;2014 July;;;;;;
1453;3 star accommodations;Amsterdam;2014 August;;;;;;
1454;3 star accommodations;Amsterdam;2014 September;;;;;;
1455;3 star accommodations;Amsterdam;2014 October;;;;;;
1456;3 star accommodations;Amsterdam;2014 November;;;;;;
1457;3 star accommodations;Amsterdam;2014 December;;;;;;
1458;3 star accommodations;Amsterdam;2015 January;;;;;;
1459;3 star accommodations;Amsterdam;2015 February;;;;;;
1460;3 star accommodations;Amsterdam;2015 March;;;;;;
1461;3 star accommodations;Amsterdam;2015 April;;;;;;
1462;3 star accommodations;Amsterdam;2015 May;;;;;;
1463;3 star accommodations;Amsterdam;2015 June;;;;;;
1464;3 star accommodations;Amsterdam;2015 July;;;;;;
1465;3 star accommodations;Amsterdam;2015 August;;;;;;
1466;3 star accommodations;Amsterdam;2015 September;;;;;;
1467;3 star accommodations;Amsterdam;2015 October;;;;;;
1468;3 star accommodations;Amsterdam;2015 November;;;;;;
1469;3 star accommodations;Amsterdam;2015 December;;;;;;
1470;3 star accommodations;Amsterdam;2016 January;;;;;;
1471;3 star accommodations;Amsterdam;2016 February;;;;;;
1472;3 star accommodations;Amsterdam;2016 March;;;;;;
1473;3 star accommodations;Amsterdam;2016 April;;;;;;
1474;3 star accommodations;Amsterdam;2016 May;;;;;;
1475;3 star accommodations;Amsterdam;2016 June;;;;;;
1476;3 star accommodations;Amsterdam;2016 July;;;;;;
1477;3 star accommodations;Amsterdam;2016 August;;;;;;
1478;3 star accommodations;Amsterdam;2016 September;;;;;;
1479;3 star accommodations;Amsterdam;2016 October;;;;;;
1480;3 star accommodations;Amsterdam;2016 November;;;;;;
1481;3 star accommodations;Amsterdam;2016 December;;;;;;
1482;3 star accommodations;Amsterdam;2017 January;142.0;9305.0;19745.0;138.0;9114.0;19303.0
1483;3 star accommodations;Amsterdam;2017 February;142.0;9305.0;19745.0;137.0;9110.0;19293.0
1484;3 star accommodations;Amsterdam;2017 March;142.0;9305.0;19745.0;140.0;9258.0;19623.0
1485;3 star accommodations;Amsterdam;2017 April;142.0;9305.0;19745.0;142.0;9305.0;19745.0
1486;3 star accommodations;Amsterdam;2017 May;142.0;9305.0;19745.0;142.0;9305.0;19745.0
1487;3 star accommodations;Amsterdam;2017 June;142.0;9305.0;19745.0;142.0;9305.0;19745.0
1488;3 star accommodations;Amsterdam;2017 July;142.0;9305.0;19745.0;142.0;9305.0;19745.0
1489;3 star accommodations;Amsterdam;2017 August;142.0;9305.0;19745.0;142.0;9305.0;19745.0
1490;3 star accommodations;Amsterdam;2017 September;142.0;9305.0;19745.0;142.0;9305.0;19745.0
1491;3 star accommodations;Amsterdam;2017 October;142.0;9305.0;19745.0;141.0;9277.0;19689.0
1492;3 star accommodations;Amsterdam;2017 November;142.0;9305.0;19745.0;139.0;9259.0;19647.0
1493;3 star accommodations;Amsterdam;2017 December;142.0;9305.0;19745.0;138.0;9227.0;19583.0
1494;3 star accommodations;Amsterdam;2018 January;141.0;9908.0;20991.0;138.0;9742.0;20646.0
1495;3 star accommodations;Amsterdam;2018 February;141.0;9908.0;20991.0;138.0;9742.0;20646.0
1496;3 star accommodations;Amsterdam;2018 March;141.0;9908.0;20991.0;139.0;9774.0;20719.0
1497;3 star accommodations;Amsterdam;2018 April;141.0;9908.0;20991.0;139.0;9774.0;20719.0
1498;3 star accommodations;Amsterdam;2018 May;141.0;9908.0;20991.0;139.0;9774.0;20719.0
1499;3 star accommodations;Amsterdam;2018 June;141.0;9908.0;20991.0;139.0;9774.0;20719.0
1500;3 star accommodations;Amsterdam;2018 July;141.0;9908.0;20991.0;140.0;9894.0;20959.0
1501;3 star accommodations;Amsterdam;2018 August;141.0;9908.0;20991.0;140.0;9894.0;20959.0
1502;3 star accommodations;Amsterdam;2018 September;141.0;9908.0;20991.0;140.0;9894.0;20959.0
1503;3 star accommodations;Amsterdam;2018 October;141.0;9908.0;20991.0;140.0;9894.0;20959.0
1504;3 star accommodations;Amsterdam;2018 November;141.0;9908.0;20991.0;140.0;9894.0;20959.0
1505;3 star accommodations;Amsterdam;2018 December;141.0;9908.0;20991.0;138.0;9809.0;20789.0
1506;3 star accommodations;Amsterdam;2019 January;160.0;12556.0;26185.0;155.0;12143.0;25356.0
1507;3 star accommodations;Amsterdam;2019 February;160.0;12556.0;26185.0;154.0;12109.0;25295.0
1508;3 star accommodations;Amsterdam;2019 March;160.0;12556.0;26185.0;156.0;12175.0;25429.0
1509;3 star accommodations;Amsterdam;2019 April;160.0;12556.0;26185.0;158.0;12366.0;25810.0
1510;3 star accommodations;Amsterdam;2019 May;160.0;12556.0;26185.0;159.0;12436.0;25945.0
1511;3 star accommodations;Amsterdam;2019 June;160.0;12556.0;26185.0;159.0;12436.0;25945.0
1512;3 star accommodations;Amsterdam;2019 July;160.0;12556.0;26185.0;160.0;12556.0;26185.0
1513;3 star accommodations;Amsterdam;2019 August;160.0;12556.0;26185.0;160.0;12556.0;26185.0
1514;3 star accommodations;Amsterdam;2019 September;160.0;12556.0;26185.0;160.0;12556.0;26185.0
1515;3 star accommodations;Amsterdam;2019 October;160.0;12556.0;26185.0;160.0;12556.0;26185.0
1516;3 star accommodations;Amsterdam;2019 November;160.0;12556.0;26185.0;160.0;12556.0;26185.0
1517;3 star accommodations;Amsterdam;2019 December;160.0;12556.0;26185.0;159.0;12523.0;26116.0
1518;3 star accommodations;Amsterdam;2020 January;166.0;11759.0;25247.0;161.0;11544.0;24709.0
1519;3 star accommodations;Amsterdam;2020 February;166.0;11759.0;25247.0;162.0;11577.0;24782.0
1520;3 star accommodations;Amsterdam;2020 March;166.0;11759.0;25247.0;163.0;11640.0;24988.0
1521;3 star accommodations;Amsterdam;2020 April;166.0;11759.0;25247.0;122.0;9570.0;19638.0
1522;3 star accommodations;Amsterdam;2020 May;166.0;11759.0;25247.0;118.0;8763.0;17429.0
1523;3 star accommodations;Amsterdam;2020 June;166.0;11759.0;25247.0;138.0;10123.0;20466.0
1524;3 star accommodations;Amsterdam;2020 July;166.0;11759.0;25247.0;158.0;11367.0;24160.0
1525;3 star accommodations;Amsterdam;2020 August;166.0;11759.0;25247.0;160.0;11445.0;24610.0
1526;3 star accommodations;Amsterdam;2020 September;166.0;11759.0;25247.0;161.0;11477.0;24686.0
1527;3 star accommodations;Amsterdam;2020 October;166.0;11759.0;25247.0;160.0;11338.0;24329.0
1528;3 star accommodations;Amsterdam;2020 November;166.0;11759.0;25247.0;159.0;11306.0;24254.0
1529;3 star accommodations;Amsterdam;2020 December;166.0;11759.0;25247.0;158.0;11273.0;24185.0
1530;3 star accommodations;Amsterdam;2021 January;181.0;13055.0;28113.0;172.0;12572.0;27329.0
1531;3 star accommodations;Amsterdam;2021 February;181.0;13055.0;28113.0;173.0;12619.0;27432.0
1532;3 star accommodations;Amsterdam;2021 March;181.0;13055.0;28113.0;175.0;12779.0;27637.0
1533;3 star accommodations;Amsterdam;2021 April;181.0;13055.0;28113.0;178.0;12987.0;28001.0
1534;3 star accommodations;Amsterdam;2021 May;181.0;13055.0;28113.0;179.0;13001.0;28030.0
1535;3 star accommodations;Amsterdam;2021 June;181.0;13055.0;28113.0;179.0;13001.0;28030.0
1536;3 star accommodations;Amsterdam;2021 July;181.0;13055.0;28113.0;179.0;12981.0;27966.0
1537;3 star accommodations;Amsterdam;2021 August;181.0;13055.0;28113.0;177.0;12876.0;27744.0
1538;3 star accommodations;Amsterdam;2021 September;181.0;13055.0;28113.0;179.0;12981.0;27966.0
1539;3 star accommodations;Amsterdam;2021 October;181.0;13055.0;28113.0;178.0;12901.0;27796.0
1540;3 star accommodations;Amsterdam;2021 November;181.0;13055.0;28113.0;177.0;12580.0;26619.0
1541;3 star accommodations;Amsterdam;2021 December;181.0;13055.0;28113.0;177.0;12735.0;27607.0
1542;3 star accommodations;Amsterdam;2022 January;168.0;12327.0;26591.0;164.0;12134.0;26173.0
1543;3 star accommodations;Amsterdam;2022 February;168.0;12327.0;26591.0;164.0;12134.0;26173.0
1544;3 star accommodations;Amsterdam;2022 March;168.0;12327.0;26591.0;165.0;12166.0;26249.0
1545;3 star accommodations;Amsterdam;2022 April;168.0;12327.0;26591.0;165.0;12166.0;26249.0
1546;3 star accommodations;Amsterdam;2022 May;168.0;12327.0;26591.0;165.0;12166.0;26249.0
1547;3 star accommodations;Amsterdam;2022 June;168.0;12327.0;26591.0;165.0;12166.0;26249.0
1548;3 star accommodations;Amsterdam;2022 July;168.0;12327.0;26591.0;165.0;12166.0;26249.0
1549;3 star accommodations;Amsterdam;2022 August;168.0;12327.0;26591.0;164.0;12114.0;26140.0
1550;3 star accommodations;Amsterdam;2022 September;168.0;12327.0;26591.0;163.0;11794.0;25458.0
1551;3 star accommodations;Amsterdam;2022 October;168.0;12327.0;26591.0;165.0;12231.0;26394.0
1552;3 star accommodations;Amsterdam;2022 November;168.0;12327.0;26591.0;166.0;12259.0;26450.0
1553;3 star accommodations;Amsterdam;2022 December;168.0;12327.0;26591.0;165.0;12254.0;26437.0
1554;3 star accommodations;Amsterdam;2023 January;160.0;10690.0;23063.0;157.0;10654.0;22991.0
1555;3 star accommodations;Amsterdam;2023 February;160.0;10690.0;23063.0;158.0;10658.0;23001.0
1556;3 star accommodations;Amsterdam;2023 March;160.0;10690.0;23063.0;159.0;10662.0;23007.0
1557;3 star accommodations;Amsterdam;2023 April;160.0;10690.0;23063.0;159.0;10662.0;23007.0
1558;3 star accommodations;Amsterdam;2023 May;160.0;10690.0;23063.0;159.0;10662.0;23007.0
1559;3 star accommodations;Amsterdam;2023 June;160.0;10690.0;23063.0;160.0;10690.0;23063.0
1560;3 star accommodations;Amsterdam;2023 July;160.0;10690.0;23063.0;160.0;10690.0;23063.0
1561;3 star accommodations;Amsterdam;2023 August;160.0;10690.0;23063.0;160.0;10690.0;23063.0
1562;3 star accommodations;Amsterdam;2023 September;160.0;10690.0;23063.0;160.0;10690.0;23063.0
1563;3 star accommodations;Amsterdam;2023 October;160.0;10690.0;23063.0;160.0;10690.0;23063.0
1564;3 star accommodations;Amsterdam;2023 November;160.0;10690.0;23063.0;159.0;10686.0;23057.0
1565;3 star accommodations;Amsterdam;2023 December;160.0;10690.0;23063.0;159.0;10657.0;22994.0
1566;3 star accommodations;Amsterdam;2024 January;164.0;10860.0;24787.0;162.0;10844.0;24756.0
1567;3 star accommodations;Amsterdam;2024 February;164.0;10860.0;24787.0;163.0;10848.0;24765.0
1568;3 star accommodations;Amsterdam;2024 March;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1569;3 star accommodations;Amsterdam;2024 April;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1570;3 star accommodations;Amsterdam;2024 May;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1571;3 star accommodations;Amsterdam;2024 June;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1572;3 star accommodations;Amsterdam;2024 July;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1573;3 star accommodations;Amsterdam;2024 August;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1574;3 star accommodations;Amsterdam;2024 September;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1575;3 star accommodations;Amsterdam;2024 October;164.0;10860.0;24787.0;164.0;10860.0;24787.0
1576;3 star accommodations;Amsterdam;2024 November;164.0;10860.0;24787.0;163.0;10815.0;24702.0
1577;3 star accommodations;Amsterdam;2024 December;164.0;10860.0;24787.0;162.0;10803.0;24680.0
1578;3 star accommodations;Amsterdam;2025 January;167.0;10904.0;24573.0;166.0;10892.0;24551.0
1579;3 star accommodations;Amsterdam;2025 February;167.0;10904.0;24573.0;166.0;10892.0;24551.0
1580;4 star accommodations;Nederland;2012 January;;;;;;
1581;4 star accommodations;Nederland;2012 February;;;;;;
1582;4 star accommodations;Nederland;2012 March;;;;;;
1583;4 star accommodations;Nederland;2012 April;;;;;;
1584;4 star accommodations;Nederland;2012 May;;;;;;
1585;4 star accommodations;Nederland;2012 June;;;;;;
1586;4 star accommodations;Nederland;2012 July;;;;;;
1587;4 star accommodations;Nederland;2012 August;;;;;;
1588;4 star accommodations;Nederland;2012 September;;;;;;
1589;4 star accommodations;Nederland;2012 October;;;;;;
1590;4 star accommodations;Nederland;2012 November;;;;;;
1591;4 star accommodations;Nederland;2012 December;;;;;;
1592;4 star accommodations;Nederland;2013 January;;;;;;
1593;4 star accommodations;Nederland;2013 February;;;;;;
1594;4 star accommodations;Nederland;2013 March;;;;;;
1595;4 star accommodations;Nederland;2013 April;;;;;;
1596;4 star accommodations;Nederland;2013 May;;;;;;
1597;4 star accommodations;Nederland;2013 June;;;;;;
1598;4 star accommodations;Nederland;2013 July;;;;;;
1599;4 star accommodations;Nederland;2013 August;;;;;;
1600;4 star accommodations;Nederland;2013 September;;;;;;
1601;4 star accommodations;Nederland;2013 October;;;;;;
1602;4 star accommodations;Nederland;2013 November;;;;;;
1603;4 star accommodations;Nederland;2013 December;;;;;;
1604;4 star accommodations;Nederland;2014 January;;;;;;
1605;4 star accommodations;Nederland;2014 February;;;;;;
1606;4 star accommodations;Nederland;2014 March;;;;;;
1607;4 star accommodations;Nederland;2014 April;;;;;;
1608;4 star accommodations;Nederland;2014 May;;;;;;
1609;4 star accommodations;Nederland;2014 June;;;;;;
1610;4 star accommodations;Nederland;2014 July;;;;;;
1611;4 star accommodations;Nederland;2014 August;;;;;;
1612;4 star accommodations;Nederland;2014 September;;;;;;
1613;4 star accommodations;Nederland;2014 October;;;;;;
1614;4 star accommodations;Nederland;2014 November;;;;;;
1615;4 star accommodations;Nederland;2014 December;;;;;;
1616;4 star accommodations;Nederland;2015 January;;;;;;
1617;4 star accommodations;Nederland;2015 February;;;;;;
1618;4 star accommodations;Nederland;2015 March;;;;;;
1619;4 star accommodations;Nederland;2015 April;;;;;;
1620;4 star accommodations;Nederland;2015 May;;;;;;
1621;4 star accommodations;Nederland;2015 June;;;;;;
1622;4 star accommodations;Nederland;2015 July;;;;;;
1623;4 star accommodations;Nederland;2015 August;;;;;;
1624;4 star accommodations;Nederland;2015 September;;;;;;
1625;4 star accommodations;Nederland;2015 October;;;;;;
1626;4 star accommodations;Nederland;2015 November;;;;;;
1627;4 star accommodations;Nederland;2015 December;;;;;;
1628;4 star accommodations;Nederland;2016 January;;;;;;
1629;4 star accommodations;Nederland;2016 February;;;;;;
1630;4 star accommodations;Nederland;2016 March;;;;;;
1631;4 star accommodations;Nederland;2016 April;;;;;;
1632;4 star accommodations;Nederland;2016 May;;;;;;
1633;4 star accommodations;Nederland;2016 June;;;;;;
1634;4 star accommodations;Nederland;2016 July;;;;;;
1635;4 star accommodations;Nederland;2016 August;;;;;;
1636;4 star accommodations;Nederland;2016 September;;;;;;
1637;4 star accommodations;Nederland;2016 October;;;;;;
1638;4 star accommodations;Nederland;2016 November;;;;;;
1639;4 star accommodations;Nederland;2016 December;;;;;;
1640;4 star accommodations;Nederland;2017 January;784.0;59276.0;126333.0;748.0;58246.0;124137.0
1641;4 star accommodations;Nederland;2017 February;784.0;59276.0;126333.0;757.0;58416.0;124535.0
1642;4 star accommodations;Nederland;2017 March;784.0;59276.0;126333.0;768.0;58617.0;124979.0
1643;4 star accommodations;Nederland;2017 April;784.0;59276.0;126333.0;778.0;59142.0;126063.0
1644;4 star accommodations;Nederland;2017 May;784.0;59276.0;126333.0;780.0;59130.0;126035.0
1645;4 star accommodations;Nederland;2017 June;784.0;59276.0;126333.0;777.0;59147.0;126044.0
1646;4 star accommodations;Nederland;2017 July;784.0;59276.0;126333.0;776.0;59122.0;126004.0
1647;4 star accommodations;Nederland;2017 August;784.0;59276.0;126333.0;777.0;59151.0;126064.0
1648;4 star accommodations;Nederland;2017 September;784.0;59276.0;126333.0;780.0;59069.0;125901.0
1649;4 star accommodations;Nederland;2017 October;784.0;59276.0;126333.0;779.0;59136.0;126036.0
1650;4 star accommodations;Nederland;2017 November;784.0;59276.0;126333.0;770.0;58388.0;124515.0
1651;4 star accommodations;Nederland;2017 December;784.0;59276.0;126333.0;765.0;58581.0;124873.0
1652;4 star accommodations;Nederland;2018 January;848.0;64896.0;135842.0;798.0;61966.0;129780.0
1653;4 star accommodations;Nederland;2018 February;848.0;64896.0;135842.0;815.0;62322.0;130557.0
1654;4 star accommodations;Nederland;2018 March;848.0;64896.0;135842.0;822.0;63146.0;132231.0
1655;4 star accommodations;Nederland;2018 April;848.0;64896.0;135842.0;828.0;63092.0;132161.0
1656;4 star accommodations;Nederland;2018 May;848.0;64896.0;135842.0;832.0;63381.0;132762.0
1657;4 star accommodations;Nederland;2018 June;848.0;64896.0;135842.0;833.0;63381.0;132756.0
1658;4 star accommodations;Nederland;2018 July;848.0;64896.0;135842.0;830.0;63298.0;132591.0
1659;4 star accommodations;Nederland;2018 August;848.0;64896.0;135842.0;828.0;63803.0;133554.0
1660;4 star accommodations;Nederland;2018 September;848.0;64896.0;135842.0;831.0;63934.0;133808.0
1661;4 star accommodations;Nederland;2018 October;848.0;64896.0;135842.0;828.0;63889.0;133714.0
1662;4 star accommodations;Nederland;2018 November;848.0;64896.0;135842.0;820.0;63786.0;133491.0
1663;4 star accommodations;Nederland;2018 December;848.0;64896.0;135842.0;813.0;63686.0;133257.0
1664;4 star accommodations;Nederland;2019 January;892.0;65910.0;139441.0;853.0;64225.0;135940.0
1665;4 star accommodations;Nederland;2019 February;892.0;65910.0;139441.0;864.0;64368.0;136248.0
1666;4 star accommodations;Nederland;2019 March;892.0;65910.0;139441.0;873.0;64502.0;136567.0
1667;4 star accommodations;Nederland;2019 April;892.0;65910.0;139441.0;882.0;65047.0;137674.0
1668;4 star accommodations;Nederland;2019 May;892.0;65910.0;139441.0;884.0;65190.0;137975.0
1669;4 star accommodations;Nederland;2019 June;892.0;65910.0;139441.0;887.0;65457.0;138521.0
1670;4 star accommodations;Nederland;2019 July;892.0;65910.0;139441.0;884.0;65410.0;138422.0
1671;4 star accommodations;Nederland;2019 August;892.0;65910.0;139441.0;883.0;65407.0;138419.0
1672;4 star accommodations;Nederland;2019 September;892.0;65910.0;139441.0;886.0;65430.0;138466.0
1673;4 star accommodations;Nederland;2019 October;892.0;65910.0;139441.0;882.0;65329.0;138257.0
1674;4 star accommodations;Nederland;2019 November;892.0;65910.0;139441.0;871.0;65126.0;137845.0
1675;4 star accommodations;Nederland;2019 December;892.0;65910.0;139441.0;866.0;64884.0;137274.0
1676;4 star accommodations;Nederland;2020 January;944.0;71259.0;152798.0;908.0;70434.0;151035.0
1677;4 star accommodations;Nederland;2020 February;944.0;71259.0;152798.0;913.0;70251.0;150593.0
1678;4 star accommodations;Nederland;2020 March;944.0;71259.0;152798.0;909.0;70556.0;151342.0
1679;4 star accommodations;Nederland;2020 April;944.0;71259.0;152798.0;774.0;60096.0;129410.0
1680;4 star accommodations;Nederland;2020 May;944.0;71259.0;152798.0;792.0;61445.0;132316.0
1681;4 star accommodations;Nederland;2020 June;944.0;71259.0;152798.0;892.0;67463.0;144925.0
1682;4 star accommodations;Nederland;2020 July;944.0;71259.0;152798.0;915.0;69586.0;149348.0
1683;4 star accommodations;Nederland;2020 August;944.0;71259.0;152798.0;923.0;70235.0;150676.0
1684;4 star accommodations;Nederland;2020 September;944.0;71259.0;152798.0;926.0;69761.0;149569.0
1685;4 star accommodations;Nederland;2020 October;944.0;71259.0;152798.0;917.0;69821.0;149693.0
1686;4 star accommodations;Nederland;2020 November;944.0;71259.0;152798.0;905.0;69505.0;148938.0
1687;4 star accommodations;Nederland;2020 December;944.0;71259.0;152798.0;906.0;69561.0;149162.0
1688;4 star accommodations;Nederland;2021 January;1106.0;74540.0;159591.0;1039.0;73276.0;157079.0
1689;4 star accommodations;Nederland;2021 February;1106.0;74540.0;159591.0;1061.0;73377.0;157325.0
1690;4 star accommodations;Nederland;2021 March;1106.0;74540.0;159591.0;1078.0;73693.0;157768.0
1691;4 star accommodations;Nederland;2021 April;1106.0;74540.0;159591.0;1087.0;73740.0;157922.0
1692;4 star accommodations;Nederland;2021 May;1106.0;74540.0;159591.0;1092.0;73932.0;158318.0
1693;4 star accommodations;Nederland;2021 June;1106.0;74540.0;159591.0;1099.0;74050.0;158568.0
1694;4 star accommodations;Nederland;2021 July;1106.0;74540.0;159591.0;1092.0;74199.0;158864.0
1695;4 star accommodations;Nederland;2021 August;1106.0;74540.0;159591.0;1093.0;73988.0;158513.0
1696;4 star accommodations;Nederland;2021 September;1106.0;74540.0;159591.0;1093.0;74124.0;158724.0
1697;4 star accommodations;Nederland;2021 October;1106.0;74540.0;159591.0;1087.0;73999.0;158469.0
1698;4 star accommodations;Nederland;2021 November;1106.0;74540.0;159591.0;1070.0;73431.0;157210.0
1699;4 star accommodations;Nederland;2021 December;1106.0;74540.0;159591.0;1059.0;73350.0;157096.0
1700;4 star accommodations;Nederland;2022 January;1169.0;76780.0;162724.0;1084.0;75386.0;159802.0
1701;4 star accommodations;Nederland;2022 February;1169.0;76780.0;162724.0;1105.0;75744.0;160574.0
1702;4 star accommodations;Nederland;2022 March;1169.0;76780.0;162724.0;1127.0;75914.0;160943.0
1703;4 star accommodations;Nederland;2022 April;1169.0;76780.0;162724.0;1147.0;76299.0;161751.0
1704;4 star accommodations;Nederland;2022 May;1169.0;76780.0;162724.0;1151.0;76350.0;161857.0
1705;4 star accommodations;Nederland;2022 June;1169.0;76780.0;162724.0;1152.0;76235.0;161614.0
1706;4 star accommodations;Nederland;2022 July;1169.0;76780.0;162724.0;1148.0;76213.0;161549.0
1707;4 star accommodations;Nederland;2022 August;1169.0;76780.0;162724.0;1149.0;76360.0;161838.0
1708;4 star accommodations;Nederland;2022 September;1169.0;76780.0;162724.0;1145.0;76272.0;161655.0
1709;4 star accommodations;Nederland;2022 October;1169.0;76780.0;162724.0;1141.0;76118.0;161317.0
1710;4 star accommodations;Nederland;2022 November;1169.0;76780.0;162724.0;1121.0;76040.0;161121.0
1711;4 star accommodations;Nederland;2022 December;1169.0;76780.0;162724.0;1115.0;75896.0;160820.0
1712;4 star accommodations;Nederland;2023 January;1100.0;77116.0;163220.0;1038.0;75822.0;160391.0
1713;4 star accommodations;Nederland;2023 February;1100.0;77116.0;163220.0;1050.0;76076.0;161015.0
1714;4 star accommodations;Nederland;2023 March;1100.0;77116.0;163220.0;1068.0;76293.0;161481.0
1715;4 star accommodations;Nederland;2023 April;1100.0;77116.0;163220.0;1085.0;76516.0;161954.0
1716;4 star accommodations;Nederland;2023 May;1100.0;77116.0;163220.0;1092.0;76799.0;162605.0
1717;4 star accommodations;Nederland;2023 June;1100.0;77116.0;163220.0;1093.0;76937.0;162886.0
1718;4 star accommodations;Nederland;2023 July;1100.0;77116.0;163220.0;1089.0;76753.0;162505.0
1719;4 star accommodations;Nederland;2023 August;1100.0;77116.0;163220.0;1088.0;76733.0;162474.0
1720;4 star accommodations;Nederland;2023 September;1100.0;77116.0;163220.0;1091.0;76955.0;162913.0
1721;4 star accommodations;Nederland;2023 October;1100.0;77116.0;163220.0;1083.0;76889.0;162714.0
1722;4 star accommodations;Nederland;2023 November;1100.0;77116.0;163220.0;1069.0;76842.0;162616.0
