ID;BedrijfstakkenBranchesSBI2008;Beroepenindeling;Perioden;OntstaneVacatures_1
5234;I Horeca;121 Bestuurders voertuigen en bediene...;2020;
5235;I Horeca;121 Bestuurders voertuigen en bediene...;2021;
5236;I Horeca;121 Bestuurders voertuigen en bediene...;2022;
5237;I Horeca;121 Bestuurders voertuigen en bediene...;2023;
5238;I Horeca;122 Hulpkrachten transport en logistiek;2018;
5239;I Horeca;122 Hulpkrachten transport en logistiek;2019;
5240;I Horeca;122 Hulpkrachten transport en logistiek;2020;
5241;I Horeca;122 Hulpkrachten transport en logistiek;2021;
5242;I Horeca;122 Hulpkrachten transport en logistiek;2022;
5243;I Horeca;122 Hulpkrachten transport en logistiek;2023;
5244;J Informatie en communicatie;01 Pedagogische beroepen;2018;
5245;J Informatie en communicatie;01 Pedagogische beroepen;2019;
5246;J Informatie en communicatie;01 Pedagogische beroepen;2020;
5247;J Informatie en communicatie;01 Pedagogische beroepen;2021;
5248;J Informatie en communicatie;01 Pedagogische beroepen;2022;
5249;J Informatie en communicatie;01 Pedagogische beroepen;2023;
5250;J Informatie en communicatie;011 Docenten;2018;
5251;J Informatie en communicatie;011 Docenten;2019;
5252;J Informatie en communicatie;011 Docenten;2020;
5253;J Informatie en communicatie;011 Docenten;2021;
5254;J Informatie en communicatie;011 Docenten;2022;
5255;J Informatie en communicatie;011 Docenten;2023;
5256;J Informatie en communicatie;013 Leidsters kinderopvang en onderw...;2018;
5257;J Informatie en communicatie;013 Leidsters kinderopvang en onderw...;2019;
5258;J Informatie en communicatie;013 Leidsters kinderopvang en onderw...;2020;
5259;J Informatie en communicatie;013 Leidsters kinderopvang en onderw...;2021;
5260;J Informatie en communicatie;013 Leidsters kinderopvang en onderw...;2022;
5261;J Informatie en communicatie;013 Leidsters kinderopvang en onderw...;2023;
5262;J Informatie en communicatie;02 Creatieve en taalkundige beroepen;2018;2.6
5263;J Informatie en communicatie;02 Creatieve en taalkundige beroepen;2019;3.2
5264;J Informatie en communicatie;02 Creatieve en taalkundige beroepen;2020;2.7
5265;J Informatie en communicatie;02 Creatieve en taalkundige beroepen;2021;4.3
5266;J Informatie en communicatie;02 Creatieve en taalkundige beroepen;2022;4.0
5267;J Informatie en communicatie;02 Creatieve en taalkundige beroepen;2023;3.6
5268;J Informatie en communicatie;021 Auteurs en kunstenaars;2018;
5269;J Informatie en communicatie;021 Auteurs en kunstenaars;2019;
5270;J Informatie en communicatie;021 Auteurs en kunstenaars;2020;
5271;J Informatie en communicatie;021 Auteurs en kunstenaars;2021;
5272;J Informatie en communicatie;021 Auteurs en kunstenaars;2022;
5273;J Informatie en communicatie;021 Auteurs en kunstenaars;2023;
5274;J Informatie en communicatie;03 Commerciële beroepen;2018;6.8
5275;J Informatie en communicatie;03 Commerciële beroepen;2019;8.5
5276;J Informatie en communicatie;03 Commerciële beroepen;2020;5.8
5277;J Informatie en communicatie;03 Commerciële beroepen;2021;9.2
5278;J Informatie en communicatie;03 Commerciële beroepen;2022;9.1
5279;J Informatie en communicatie;03 Commerciële beroepen;2023;7.6
5280;J Informatie en communicatie;031 Adviseurs marketing, public relat...;2018;
5281;J Informatie en communicatie;031 Adviseurs marketing, public relat...;2019;
5282;J Informatie en communicatie;031 Adviseurs marketing, public relat...;2020;
5283;J Informatie en communicatie;031 Adviseurs marketing, public relat...;2021;
5284;J Informatie en communicatie;031 Adviseurs marketing, public relat...;2022;
5285;J Informatie en communicatie;031 Adviseurs marketing, public relat...;2023;
5286;J Informatie en communicatie;032 Vertegenwoordigers en inkopers;2018;
5287;J Informatie en communicatie;032 Vertegenwoordigers en inkopers;2019;
5288;J Informatie en communicatie;032 Vertegenwoordigers en inkopers;2020;
5289;J Informatie en communicatie;032 Vertegenwoordigers en inkopers;2021;
5290;J Informatie en communicatie;032 Vertegenwoordigers en inkopers;2022;
5291;J Informatie en communicatie;032 Vertegenwoordigers en inkopers;2023;
5292;J Informatie en communicatie;033 Verkopers;2018;
5293;J Informatie en communicatie;033 Verkopers;2019;
5294;J Informatie en communicatie;033 Verkopers;2020;
5295;J Informatie en communicatie;033 Verkopers;2021;
5296;J Informatie en communicatie;033 Verkopers;2022;
5297;J Informatie en communicatie;033 Verkopers;2023;
5298;J Informatie en communicatie;04 Bedrijfseconomische en administrat...;2018;8.6
5299;J Informatie en communicatie;04 Bedrijfseconomische en administrat...;2019;9.1
5300;J Informatie en communicatie;04 Bedrijfseconomische en administrat...;2020;6.8
5301;J Informatie en communicatie;04 Bedrijfseconomische en administrat...;2021;10.5
5302;J Informatie en communicatie;04 Bedrijfseconomische en administrat...;2022;10.9
5303;J Informatie en communicatie;04 Bedrijfseconomische en administrat...;2023;10.0
5304;J Informatie en communicatie;041 Specialisten bedrijfsbeheer en ad...;2018;3.8
5305;J Informatie en communicatie;041 Specialisten bedrijfsbeheer en ad...;2019;4.5
5306;J Informatie en communicatie;041 Specialisten bedrijfsbeheer en ad...;2020;2.9
5307;J Informatie en communicatie;041 Specialisten bedrijfsbeheer en ad...;2021;5.4
5308;J Informatie en communicatie;041 Specialisten bedrijfsbeheer en ad...;2022;6.0
5309;J Informatie en communicatie;041 Specialisten bedrijfsbeheer en ad...;2023;5.4
5310;J Informatie en communicatie;042 Vakspecialisten bedrijfsbeheer en...;2018;
5311;J Informatie en communicatie;042 Vakspecialisten bedrijfsbeheer en...;2019;
5312;J Informatie en communicatie;042 Vakspecialisten bedrijfsbeheer en...;2020;
5313;J Informatie en communicatie;042 Vakspecialisten bedrijfsbeheer en...;2021;
5314;J Informatie en communicatie;042 Vakspecialisten bedrijfsbeheer en...;2022;
5315;J Informatie en communicatie;042 Vakspecialisten bedrijfsbeheer en...;2023;
5316;J Informatie en communicatie;043 Administratief personeel;2018;3.3
5317;J Informatie en communicatie;043 Administratief personeel;2019;3.0
5318;J Informatie en communicatie;043 Administratief personeel;2020;2.4
5319;J Informatie en communicatie;043 Administratief personeel;2021;3.3
5320;J Informatie en communicatie;043 Administratief personeel;2022;3.1
5321;J Informatie en communicatie;043 Administratief personeel;2023;2.9
5322;J Informatie en communicatie;05 Managers;2018;
5323;J Informatie en communicatie;05 Managers;2019;
5324;J Informatie en communicatie;05 Managers;2020;
5325;J Informatie en communicatie;05 Managers;2021;
5326;J Informatie en communicatie;05 Managers;2022;
5327;J Informatie en communicatie;05 Managers;2023;
5328;J Informatie en communicatie;052 Managers op administratief en com...;2018;
5329;J Informatie en communicatie;052 Managers op administratief en com...;2019;
5330;J Informatie en communicatie;052 Managers op administratief en com...;2020;
5331;J Informatie en communicatie;052 Managers op administratief en com...;2021;
5332;J Informatie en communicatie;052 Managers op administratief en com...;2022;
5333;J Informatie en communicatie;052 Managers op administratief en com...;2023;
5334;J Informatie en communicatie;053 Managers productie en gespecialis...;2018;
5335;J Informatie en communicatie;053 Managers productie en gespecialis...;2019;
5336;J Informatie en communicatie;053 Managers productie en gespecialis...;2020;
5337;J Informatie en communicatie;053 Managers productie en gespecialis...;2021;
5338;J Informatie en communicatie;053 Managers productie en gespecialis...;2022;
5339;J Informatie en communicatie;053 Managers productie en gespecialis...;2023;
5340;J Informatie en communicatie;06 Openbaar bestuur, veiligheid en ju...;2018;
5341;J Informatie en communicatie;06 Openbaar bestuur, veiligheid en ju...;2019;
5342;J Informatie en communicatie;06 Openbaar bestuur, veiligheid en ju...;2020;
5343;J Informatie en communicatie;06 Openbaar bestuur, veiligheid en ju...;2021;
5344;J Informatie en communicatie;06 Openbaar bestuur, veiligheid en ju...;2022;
5345;J Informatie en communicatie;06 Openbaar bestuur, veiligheid en ju...;2023;
5346;J Informatie en communicatie;061 Overheidsambtenaren en -bestuurders;2018;
5347;J Informatie en communicatie;061 Overheidsambtenaren en -bestuurders;2019;
5348;J Informatie en communicatie;061 Overheidsambtenaren en -bestuurders;2020;
5349;J Informatie en communicatie;061 Overheidsambtenaren en -bestuurders;2021;
5350;J Informatie en communicatie;061 Overheidsambtenaren en -bestuurders;2022;
5351;J Informatie en communicatie;061 Overheidsambtenaren en -bestuurders;2023;
5352;J Informatie en communicatie;062 Juristen;2018;
5353;J Informatie en communicatie;062 Juristen;2019;
5354;J Informatie en communicatie;062 Juristen;2020;
5355;J Informatie en communicatie;062 Juristen;2021;
5356;J Informatie en communicatie;062 Juristen;2022;
5357;J Informatie en communicatie;062 Juristen;2023;
5358;J Informatie en communicatie;07 Technische beroepen;2018;
5359;J Informatie en communicatie;07 Technische beroepen;2019;
5360;J Informatie en communicatie;07 Technische beroepen;2020;
5361;J Informatie en communicatie;07 Technische beroepen;2021;
5362;J Informatie en communicatie;07 Technische beroepen;2022;
5363;J Informatie en communicatie;07 Technische beroepen;2023;
5364;J Informatie en communicatie;072 Vakspecialisten natuur en techniek;2018;
5365;J Informatie en communicatie;072 Vakspecialisten natuur en techniek;2019;
5366;J Informatie en communicatie;072 Vakspecialisten natuur en techniek;2020;
5367;J Informatie en communicatie;072 Vakspecialisten natuur en techniek;2021;
5368;J Informatie en communicatie;072 Vakspecialisten natuur en techniek;2022;
5369;J Informatie en communicatie;072 Vakspecialisten natuur en techniek;2023;
5370;J Informatie en communicatie;073 Bouwarbeiders;2018;
5371;J Informatie en communicatie;073 Bouwarbeiders;2019;
5372;J Informatie en communicatie;073 Bouwarbeiders;2020;
5373;J Informatie en communicatie;073 Bouwarbeiders;2021;
5374;J Informatie en communicatie;073 Bouwarbeiders;2022;
5375;J Informatie en communicatie;073 Bouwarbeiders;2023;
5376;J Informatie en communicatie;074 Metaalarbeiders, machinemonteurs;2018;
5377;J Informatie en communicatie;074 Metaalarbeiders, machinemonteurs;2019;
5378;J Informatie en communicatie;074 Metaalarbeiders, machinemonteurs;2020;
5379;J Informatie en communicatie;074 Metaalarbeiders, machinemonteurs;2021;
5380;J Informatie en communicatie;074 Metaalarbeiders, machinemonteurs;2022;
5381;J Informatie en communicatie;074 Metaalarbeiders, machinemonteurs;2023;
5382;J Informatie en communicatie;076 Elektriciens en elektronicamonteurs;2018;
5383;J Informatie en communicatie;076 Elektriciens en elektronicamonteurs;2019;
5384;J Informatie en communicatie;076 Elektriciens en elektronicamonteurs;2020;
5385;J Informatie en communicatie;076 Elektriciens en elektronicamonteurs;2021;
5386;J Informatie en communicatie;076 Elektriciens en elektronicamonteurs;2022;
5387;J Informatie en communicatie;076 Elektriciens en elektronicamonteurs;2023;
5388;J Informatie en communicatie;08 ICT beroepen;2018;20.7
5389;J Informatie en communicatie;08 ICT beroepen;2019;25.0
5390;J Informatie en communicatie;08 ICT beroepen;2020;22.1
5391;J Informatie en communicatie;08 ICT beroepen;2021;28.7
5392;J Informatie en communicatie;08 ICT beroepen;2022;27.3
5393;J Informatie en communicatie;08 ICT beroepen;2023;23.0
5394;J Informatie en communicatie;081 Specialisten ICT;2018;18.9
5395;J Informatie en communicatie;081 Specialisten ICT;2019;22.7
5396;J Informatie en communicatie;081 Specialisten ICT;2020;20.3
5397;J Informatie en communicatie;081 Specialisten ICT;2021;26.1
5398;J Informatie en communicatie;081 Specialisten ICT;2022;25.0
5399;J Informatie en communicatie;081 Specialisten ICT;2023;20.8
5400;J Informatie en communicatie;082 Vakspecialisten ICT;2018;1.8
5401;J Informatie en communicatie;082 Vakspecialisten ICT;2019;2.3
5402;J Informatie en communicatie;082 Vakspecialisten ICT;2020;1.9
5403;J Informatie en communicatie;082 Vakspecialisten ICT;2021;2.5
5404;J Informatie en communicatie;082 Vakspecialisten ICT;2022;2.3
5405;J Informatie en communicatie;082 Vakspecialisten ICT;2023;2.2
5406;J Informatie en communicatie;10 Zorg en welzijn beroepen;2018;
5407;J Informatie en communicatie;10 Zorg en welzijn beroepen;2019;
5408;J Informatie en communicatie;10 Zorg en welzijn beroepen;2020;
5409;J Informatie en communicatie;10 Zorg en welzijn beroepen;2021;
5410;J Informatie en communicatie;10 Zorg en welzijn beroepen;2022;
5411;J Informatie en communicatie;10 Zorg en welzijn beroepen;2023;
5412;J Informatie en communicatie;101 Artsen, therapeuten en gespeciali...;2018;
5413;J Informatie en communicatie;101 Artsen, therapeuten en gespeciali...;2019;
5414;J Informatie en communicatie;101 Artsen, therapeuten en gespeciali...;2020;
5415;J Informatie en communicatie;101 Artsen, therapeuten en gespeciali...;2021;
5416;J Informatie en communicatie;101 Artsen, therapeuten en gespeciali...;2022;
5417;J Informatie en communicatie;101 Artsen, therapeuten en gespeciali...;2023;
5418;J Informatie en communicatie;102 Specialisten op maatschappelijk g...;2018;
5419;J Informatie en communicatie;102 Specialisten op maatschappelijk g...;2019;
5420;J Informatie en communicatie;102 Specialisten op maatschappelijk g...;2020;
5421;J Informatie en communicatie;102 Specialisten op maatschappelijk g...;2021;
5422;J Informatie en communicatie;102 Specialisten op maatschappelijk g...;2022;
5423;J Informatie en communicatie;102 Specialisten op maatschappelijk g...;2023;
5424;J Informatie en communicatie;103 Vakspecialisten gezondheidszorg;2018;
5425;J Informatie en communicatie;103 Vakspecialisten gezondheidszorg;2019;
5426;J Informatie en communicatie;103 Vakspecialisten gezondheidszorg;2020;
5427;J Informatie en communicatie;103 Vakspecialisten gezondheidszorg;2021;
5428;J Informatie en communicatie;103 Vakspecialisten gezondheidszorg;2022;
5429;J Informatie en communicatie;103 Vakspecialisten gezondheidszorg;2023;
5430;J Informatie en communicatie;105 Verzorgenden;2018;
5431;J Informatie en communicatie;105 Verzorgenden;2019;
5432;J Informatie en communicatie;105 Verzorgenden;2020;
5433;J Informatie en communicatie;105 Verzorgenden;2021;
5434;J Informatie en communicatie;105 Verzorgenden;2022;
5435;J Informatie en communicatie;105 Verzorgenden;2023;
5436;J Informatie en communicatie;11 Dienstverlenende beroepen;2018;
5437;J Informatie en communicatie;11 Dienstverlenende beroepen;2019;
5438;J Informatie en communicatie;11 Dienstverlenende beroepen;2020;
5439;J Informatie en communicatie;11 Dienstverlenende beroepen;2021;
5440;J Informatie en communicatie;11 Dienstverlenende beroepen;2022;
5441;J Informatie en communicatie;11 Dienstverlenende beroepen;2023;
5442;J Informatie en communicatie;111 Medewerkers persoonlijke dienstve...;2018;
5443;J Informatie en communicatie;111 Medewerkers persoonlijke dienstve...;2019;
5444;J Informatie en communicatie;111 Medewerkers persoonlijke dienstve...;2020;
5445;J Informatie en communicatie;111 Medewerkers persoonlijke dienstve...;2021;
5446;J Informatie en communicatie;111 Medewerkers persoonlijke dienstve...;2022;
5447;J Informatie en communicatie;111 Medewerkers persoonlijke dienstve...;2023;
5448;J Informatie en communicatie;112 Schoonmakers en keukenhulpen;2018;
5449;J Informatie en communicatie;112 Schoonmakers en keukenhulpen;2019;
5450;J Informatie en communicatie;112 Schoonmakers en keukenhulpen;2020;
5451;J Informatie en communicatie;112 Schoonmakers en keukenhulpen;2021;
5452;J Informatie en communicatie;112 Schoonmakers en keukenhulpen;2022;
5453;J Informatie en communicatie;112 Schoonmakers en keukenhulpen;2023;
5454;J Informatie en communicatie;12 Transport en logistiek beroepen;2018;
5455;J Informatie en communicatie;12 Transport en logistiek beroepen;2019;
5456;J Informatie en communicatie;12 Transport en logistiek beroepen;2020;
5457;J Informatie en communicatie;12 Transport en logistiek beroepen;2021;
5458;J Informatie en communicatie;12 Transport en logistiek beroepen;2022;
5459;J Informatie en communicatie;12 Transport en logistiek beroepen;2023;
5460;J Informatie en communicatie;121 Bestuurders voertuigen en bediene...;2018;
5461;J Informatie en communicatie;121 Bestuurders voertuigen en bediene...;2019;
5462;J Informatie en communicatie;121 Bestuurders voertuigen en bediene...;2020;
5463;J Informatie en communicatie;121 Bestuurders voertuigen en bediene...;2021;
5464;J Informatie en communicatie;121 Bestuurders voertuigen en bediene...;2022;
5465;J Informatie en communicatie;121 Bestuurders voertuigen en bediene...;2023;
5466;J Informatie en communicatie;122 Hulpkrachten transport en logistiek;2018;
5467;J Informatie en communicatie;122 Hulpkrachten transport en logistiek;2019;
5468;J Informatie en communicatie;122 Hulpkrachten transport en logistiek;2020;
5469;J Informatie en communicatie;122 Hulpkrachten transport en logistiek;2021;
5470;J Informatie en communicatie;122 Hulpkrachten transport en logistiek;2022;
5471;J Informatie en communicatie;122 Hulpkrachten transport en logistiek;2023;
5472;K Financiële dienstverlening;01 Pedagogische beroepen;2018;
5473;K Financiële dienstverlening;01 Pedagogische beroepen;2019;
5474;K Financiële dienstverlening;01 Pedagogische beroepen;2020;
5475;K Financiële dienstverlening;01 Pedagogische beroepen;2021;
5476;K Financiële dienstverlening;01 Pedagogische beroepen;2022;
5477;K Financiële dienstverlening;01 Pedagogische beroepen;2023;
5478;K Financiële dienstverlening;011 Docenten;2018;
5479;K Financiële dienstverlening;011 Docenten;2019;
5480;K Financiële dienstverlening;011 Docenten;2020;
5481;K Financiële dienstverlening;011 Docenten;2021;
5482;K Financiële dienstverlening;011 Docenten;2022;
5483;K Financiële dienstverlening;011 Docenten;2023;
5484;K Financiële dienstverlening;013 Leidsters kinderopvang en onderw...;2018;
5485;K Financiële dienstverlening;013 Leidsters kinderopvang en onderw...;2019;
5486;K Financiële dienstverlening;013 Leidsters kinderopvang en onderw...;2020;
5487;K Financiële dienstverlening;013 Leidsters kinderopvang en onderw...;2021;
5488;K Financiële dienstverlening;013 Leidsters kinderopvang en onderw...;2022;
5489;K Financiële dienstverlening;013 Leidsters kinderopvang en onderw...;2023;
5490;K Financiële dienstverlening;02 Creatieve en taalkundige beroepen;2018;
5491;K Financiële dienstverlening;02 Creatieve en taalkundige beroepen;2019;
5492;K Financiële dienstverlening;02 Creatieve en taalkundige beroepen;2020;
5493;K Financiële dienstverlening;02 Creatieve en taalkundige beroepen;2021;
5494;K Financiële dienstverlening;02 Creatieve en taalkundige beroepen;2022;
5495;K Financiële dienstverlening;02 Creatieve en taalkundige beroepen;2023;
5496;K Financiële dienstverlening;021 Auteurs en kunstenaars;2018;
5497;K Financiële dienstverlening;021 Auteurs en kunstenaars;2019;
5498;K Financiële dienstverlening;021 Auteurs en kunstenaars;2020;
5499;K Financiële dienstverlening;021 Auteurs en kunstenaars;2021;
