ID;Geslacht;Persoonskenmerken;CaribischNederland;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;NietBeroepsbevolking_7;BeschikbaarNietGezocht_8;GezochtNietBeschikbaar_9;NietGezochtNietBeschikbaar_10;WilWerken_11;WilOfKanNietWerken_12;VanwegeZorgGezinHuishouden_13;VanwegeOpleidingStudie_14;VanwegeVutPensioenHogeLeeftijd_15;VanwegeZiekteArbeidsongeschiktheid_16;VanwegeAndereRedenen_17
905;Vrouwen;Onderwijsniveau: onbekend;Sint-Eustatius;2022;40;20;0;20;10;0;10;0;0;10;0;10;0;0;10;0;0
906;Vrouwen;Onderwijsniveau: onbekend;Saba;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
907;Vrouwen;Onderwijsniveau: onbekend;Saba;2014;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
908;Vrouwen;Onderwijsniveau: onbekend;Saba;2016;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
909;Vrouwen;Onderwijsniveau: onbekend;Saba;2018;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
910;Vrouwen;Onderwijsniveau: onbekend;Saba;2020;10;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
911;Vrouwen;Onderwijsniveau: onbekend;Saba;2022;30;20;0;20;10;0;0;0;0;0;0;0;0;0;0;0;0
912;Vrouwen;Totaal personen;Caribisch Nederland;2012;8080;5320;950;4380;2760;300;2460;370;50;2050;150;1900;290;540;610;230;240
913;Vrouwen;Totaal personen;Caribisch Nederland;2014;9000;5810;970;4840;3190;420;2770;330;60;2380;200;2180;360;710;640;280;200
914;Vrouwen;Totaal personen;Caribisch Nederland;2016;9220;6130;650;5480;3080;430;2660;250;60;2350;110;2240;360;670;820;270;120
915;Vrouwen;Totaal personen;Caribisch Nederland;2018;9530;6680;760;5920;2840;200;2640;270;100;2280;150;2130;280;590;890;250;130
916;Vrouwen;Totaal personen;Caribisch Nederland;2020;9770;6520;690;5830;3260;320;2940;320;30;2580;200;2380;390;550;980;300;160
917;Vrouwen;Totaal personen;Caribisch Nederland;2022;10400;7300;720;6580;3100;230;2870;210;40;2630;100;2530;390;550;1010;330;250
918;Vrouwen;Totaal personen;Bonaire;2012;5990;3990;670;3320;2000;260;1750;280;20;1450;90;1360;200;320;460;210;180
919;Vrouwen;Totaal personen;Bonaire;2014;6810;4460;690;3780;2350;340;2010;220;40;1750;110;1640;290;480;500;210;160
920;Vrouwen;Totaal personen;Bonaire;2016;7260;4900;440;4460;2360;360;2000;130;50;1820;80;1740;290;460;680;220;100
921;Vrouwen;Totaal personen;Bonaire;2018;7390;5250;600;4650;2140;160;1980;200;80;1700;110;1600;220;370;680;210;120
922;Vrouwen;Totaal personen;Bonaire;2020;7840;5160;500;4660;2690;270;2420;260;30;2130;190;1940;360;440;750;250;140
923;Vrouwen;Totaal personen;Bonaire;2022;8470;5940;620;5320;2530;180;2350;150;30;2170;100;2080;350;380;850;290;200
924;Vrouwen;Totaal personen;Sint-Eustatius;2012;1320;850;180;670;470;30;430;50;20;360;40;320;60;100;120;10;40
925;Vrouwen;Totaal personen;Sint-Eustatius;2014;1420;900;180;720;520;70;440;90;10;340;70;270;50;50;100;50;30
926;Vrouwen;Totaal personen;Sint-Eustatius;2016;1170;760;150;610;400;50;360;100;10;250;20;230;40;60;90;30;10
927;Vrouwen;Totaal personen;Sint-Eustatius;2018;1240;850;70;780;390;30;360;50;10;290;20;270;40;80;130;10;10
928;Vrouwen;Totaal personen;Sint-Eustatius;2020;1160;810;70;740;350;20;320;40;0;290;0;280;20;70;160;20;10
929;Vrouwen;Totaal personen;Sint-Eustatius;2022;1190;870;70;800;330;40;290;60;0;230;0;230;20;70;90;30;20
930;Vrouwen;Totaal personen;Saba;2012;780;480;90;390;290;20;280;30;0;250;20;230;30;120;30;10;30
931;Vrouwen;Totaal personen;Saba;2014;770;450;100;350;320;10;320;20;0;290;20;270;20;180;40;20;10
932;Vrouwen;Totaal personen;Saba;2016;790;470;60;410;330;20;310;20;0;280;10;270;40;140;60;20;10
933;Vrouwen;Totaal personen;Saba;2018;900;580;80;500;320;20;300;20;0;280;10;270;30;150;80;20;0
934;Vrouwen;Totaal personen;Saba;2020;770;550;120;430;230;20;200;30;0;170;10;160;10;40;80;30;0
935;Vrouwen;Totaal personen;Saba;2022;740;490;30;460;250;10;240;0;10;230;0;230;10;110;70;10;20
