ID;EnergyCommodities;SectorBranchesSIC2008;Periods;TotalEnergyConsumption_1;FinalEnergyConsumption_2;NonEnergyUse_3;NetEnergyTransformation_4;EnergyTransformationInput_5;EnergyTransformationOutput_6;TotalEnergyConsumption_7;IndigenousProduction_8;SupplyOfEnergy_9;DeliveryOfEnergy_10;StockChange_11
222;Total energy commodities;20-21 Chemistry and pharmaceuticals;2011;853.4;293.4;547.0;13.0;208.9;195.8;853.4;17.2;1031.1;195.6;0.6
223;Total energy commodities;20-21 Chemistry and pharmaceuticals;2012;871.9;290.8;569.3;11.8;219.5;207.7;871.9;17.3;1073.3;218.1;-0.6
224;Total energy commodities;20-21 Chemistry and pharmaceuticals;2013;860.6;285.2;559.7;15.7;209.1;193.4;860.6;18.1;1060.1;216.7;-1.0
225;Total energy commodities;20-21 Chemistry and pharmaceuticals;2014;849.6;281.8;553.9;14.0;207.0;193.0;849.6;25.2;1034.6;211.7;1.6
226;Total energy commodities;20-21 Chemistry and pharmaceuticals;2015;836.4;271.5;548.8;16.1;191.9;175.8;836.4;65.2;1058.8;276.7;-11.0
227;Total energy commodities;20-21 Chemistry and pharmaceuticals;2016;851.4;285.4;553.9;12.2;212.5;200.3;851.4;54.5;1079.2;285.8;3.6
228;Total energy commodities;20 Manufacture of chemicals;2011;850.1;290.2;547.0;13.0;208.5;195.5;850.1;17.2;1027.8;195.5;0.6
229;Total energy commodities;20 Manufacture of chemicals;2012;867.7;286.6;569.3;11.7;219.1;207.3;867.7;17.2;1069.1;218.0;-0.6
230;Total energy commodities;20 Manufacture of chemicals;2013;856.3;281.0;559.7;15.6;208.7;193.1;856.3;18.1;1055.6;216.4;-1.0
231;Total energy commodities;20 Manufacture of chemicals;2014;845.1;277.3;553.9;13.9;206.6;192.7;845.1;25.2;1029.6;211.3;1.6
232;Total energy commodities;20 Manufacture of chemicals;2015;832.2;267.3;548.8;16.0;191.6;175.6;832.2;65.2;1054.2;276.3;-11.0
233;Total energy commodities;20 Manufacture of chemicals;2016;847.3;281.6;553.9;11.9;211.4;199.5;847.3;54.5;1074.8;285.5;3.6
234;Total energy commodities;201 Manufacture of basic chemicals;2011;833.8;278.1;543.0;12.6;207.2;194.5;833.8;16.8;1007.3;190.9;0.5
235;Total energy commodities;201 Manufacture of basic chemicals;2012;852.0;274.7;566.6;10.7;214.1;203.4;852.0;16.7;1046.8;211.0;-0.5
236;Total energy commodities;201 Manufacture of basic chemicals;2013;841.1;269.6;556.8;14.8;204.3;189.6;841.1;17.7;1033.3;208.9;-1.0
237;Total energy commodities;201 Manufacture of basic chemicals;2014;829.7;266.2;550.9;12.6;203.0;190.4;829.7;24.4;1008.0;204.2;1.6
238;Total energy commodities;201 Manufacture of basic chemicals;2015;815.7;254.5;546.1;15.2;188.1;172.9;815.7;64.3;1030.7;268.5;-10.7
239;Total energy commodities;201 Manufacture of basic chemicals;2016;832.0;268.2;552.0;11.8;208.8;197.0;832.0;53.6;1054.2;279.3;3.5
240;Total energy commodities;2011 Manufacture of industrial gases;2011;28.1;15.0;10.4;2.7;8.9;6.2;28.1;;32.3;4.2;
241;Total energy commodities;2011 Manufacture of industrial gases;2012;19.5;9.7;8.0;1.8;3.8;2.0;19.5;;24.0;4.5;
242;Total energy commodities;2011 Manufacture of industrial gases;2013;18.5;9.4;7.0;2.1;4.0;1.9;18.5;;23.0;4.6;
243;Total energy commodities;2011 Manufacture of industrial gases;2014;19.1;9.8;7.1;2.1;4.2;2.1;19.1;;23.6;4.6;
244;Total energy commodities;2011 Manufacture of industrial gases;2015;17.9;9.4;5.7;2.9;4.9;2.1;17.9;;22.3;4.4;
245;Total energy commodities;2011 Manufacture of industrial gases;2016;20.1;10.6;5.0;4.5;13.1;8.5;20.1;;28.9;8.8;
246;Total energy commodities;2012 Manufacture of dyes and pigments;2011;3.3;2.4;0.9;;;;3.3;2.5;3.9;3.0;
247;Total energy commodities;2012 Manufacture of dyes and pigments;2012;2.7;2.0;0.7;;;;2.7;1.5;3.3;2.1;
248;Total energy commodities;2012 Manufacture of dyes and pigments;2013;2.2;2.2;;;;;2.2;2.5;2.8;3.1;
249;Total energy commodities;2012 Manufacture of dyes and pigments;2014;2.0;2.0;;;;;2.0;13.3;2.5;13.7;
250;Total energy commodities;2012 Manufacture of dyes and pigments;2015;1.9;1.9;;;;;1.9;12.5;2.4;12.9;
251;Total energy commodities;2012 Manufacture of dyes and pigments;2016;2.0;2.0;;;;;2.0;9.4;2.5;9.8;
252;Total energy commodities;2013 Manuf. other inorganic basic chemic;2011;47.0;37.3;6.4;3.3;15.8;12.4;47.0;;53.3;6.5;0.1
253;Total energy commodities;2013 Manuf. other inorganic basic chemic;2012;42.7;33.9;6.0;2.8;17.7;14.9;42.7;;52.2;9.9;0.4
254;Total energy commodities;2013 Manuf. other inorganic basic chemic;2013;38.2;30.2;5.2;2.8;16.1;13.3;38.2;;47.3;9.1;0.0
255;Total energy commodities;2013 Manuf. other inorganic basic chemic;2014;35.5;26.9;6.2;2.5;8.8;6.4;35.5;;40.7;5.2;0.0
256;Total energy commodities;2013 Manuf. other inorganic basic chemic;2015;66.0;37.1;26.4;2.5;6.0;3.5;66.0;;67.1;5.1;
257;Total energy commodities;2013 Manuf. other inorganic basic chemic;2016;59.7;30.6;26.8;2.2;4.6;2.4;59.7;;60.7;5.2;
258;Total energy commodities;2014 Manufacture organic basic chemicals;2011;624.2;168.9;452.3;3.0;169.8;166.9;624.2;11.4;785.0;172.6;0.3
259;Total energy commodities;2014 Manufacture organic basic chemicals;2012;665.3;177.9;485.1;2.2;180.0;177.8;665.3;12.2;843.1;189.1;-0.9
260;Total energy commodities;2014 Manufacture organic basic chemicals;2013;654.8;175.5;475.5;3.8;169.3;165.5;654.8;12.2;830.8;187.2;-1.0
261;Total energy commodities;2014 Manufacture organic basic chemicals;2014;650.2;175.5;472.1;2.6;177.4;174.7;650.2;8.5;816.5;176.4;1.6
262;Total energy commodities;2014 Manufacture organic basic chemicals;2015;599.6;152.6;444.1;2.9;163.1;160.2;599.6;45.7;806.6;241.9;-10.7
263;Total energy commodities;2014 Manufacture organic basic chemicals;2016;625.1;169.4;452.7;3.0;180.5;177.4;625.1;38.3;835.4;252.1;3.5
264;Total energy commodities;2015 Manufacture of fertilisers;2011;95.8;26.1;67.3;2.4;5.3;2.9;95.8;2.8;95.8;2.9;
265;Total energy commodities;2015 Manufacture of fertilisers;2012;91.0;23.9;64.2;2.9;5.8;2.9;91.0;2.8;92.2;3.9;
266;Total energy commodities;2015 Manufacture of fertilisers;2013;95.5;25.8;66.5;3.1;5.9;2.8;95.5;2.8;95.6;3.0;
267;Total energy commodities;2015 Manufacture of fertilisers;2014;91.2;24.8;63.2;3.2;5.6;2.4;91.2;2.5;91.4;2.6;0.1
268;Total energy commodities;2015 Manufacture of fertilisers;2015;99.3;28.4;69.4;1.5;5.1;3.6;99.3;2.1;99.4;2.3;
269;Total energy commodities;2015 Manufacture of fertilisers;2016;97.5;29.0;67.5;1.0;4.8;3.8;97.5;1.7;97.7;1.8;
270;Total energy commodities;2016 Manufacture plastics (primary form);2011;;;;;;;;;;;
271;Total energy commodities;2016 Manufacture plastics (primary form);2012;;;;;;;;;;;
272;Total energy commodities;2016 Manufacture plastics (primary form);2013;;;;;;;;;;;
273;Total energy commodities;2016 Manufacture plastics (primary form);2014;;;;;;;;;;;
274;Total energy commodities;2016 Manufacture plastics (primary form);2015;;;;;;;;;;;
275;Total energy commodities;2016 Manufacture plastics (primary form);2016;;;;;;;;;;;
276;Total energy commodities;2017 Manufacture of synthetic rubber;2011;;;;;;;;;;;
277;Total energy commodities;2017 Manufacture of synthetic rubber;2012;;;;;;;;;;;
278;Total energy commodities;2017 Manufacture of synthetic rubber;2013;;;;;;;;;;;
279;Total energy commodities;2017 Manufacture of synthetic rubber;2014;;;;;;;;;;;
280;Total energy commodities;2017 Manufacture of synthetic rubber;2015;;;;;;;;;;;
281;Total energy commodities;2017 Manufacture of synthetic rubber;2016;;;;;;;;;;;
282;Total energy commodities;202 Manufacture agrochemical products;2011;;;;;;;;;;;
283;Total energy commodities;202 Manufacture agrochemical products;2012;;;;;;;;;;;
284;Total energy commodities;202 Manufacture agrochemical products;2013;;;;;;;;;;;
285;Total energy commodities;202 Manufacture agrochemical products;2014;;;;;;;;;;;
286;Total energy commodities;202 Manufacture agrochemical products;2015;;;;;;;;;;;
287;Total energy commodities;202 Manufacture agrochemical products;2016;;;;;;;;;;;
288;Total energy commodities;203 Manufacture of paints and ink;2011;;;;;;;;;;;
289;Total energy commodities;203 Manufacture of paints and ink;2012;;;;;;;;;;;
290;Total energy commodities;203 Manufacture of paints and ink;2013;;;;;;;;;;;
291;Total energy commodities;203 Manufacture of paints and ink;2014;;;;;;;;;;;
292;Total energy commodities;203 Manufacture of paints and ink;2015;;;;;;;;;;;
293;Total energy commodities;203 Manufacture of paints and ink;2016;;;;;;;;;;;
294;Total energy commodities;204 Manufacture detergents and cosmetics;2011;;;;;;;;;;;
295;Total energy commodities;204 Manufacture detergents and cosmetics;2012;;;;;;;;;;;
296;Total energy commodities;204 Manufacture detergents and cosmetics;2013;;;;;;;;;;;
297;Total energy commodities;204 Manufacture detergents and cosmetics;2014;;;;;;;;;;;
298;Total energy commodities;204 Manufacture detergents and cosmetics;2015;;;;;;;;;;;
299;Total energy commodities;204 Manufacture detergents and cosmetics;2016;;;;;;;;;;;
300;Total energy commodities;205 Manufacture of other chemicals;2011;;;;;;;;;;;
301;Total energy commodities;205 Manufacture of other chemicals;2012;;;;;;;;;;;
302;Total energy commodities;205 Manufacture of other chemicals;2013;;;;;;;;;;;
303;Total energy commodities;205 Manufacture of other chemicals;2014;;;;;;;;;;;
304;Total energy commodities;205 Manufacture of other chemicals;2015;;;;;;;;;;;
305;Total energy commodities;205 Manufacture of other chemicals;2016;;;;;;;;;;;
306;Total energy commodities;206 Manufacture of man-made fibres;2011;;;;;;;;;;;
307;Total energy commodities;206 Manufacture of man-made fibres;2012;;;;;;;;;;;
308;Total energy commodities;206 Manufacture of man-made fibres;2013;;;;;;;;;;;
309;Total energy commodities;206 Manufacture of man-made fibres;2014;;;;;;;;;;;
310;Total energy commodities;206 Manufacture of man-made fibres;2015;;;;;;;;;;;
311;Total energy commodities;206 Manufacture of man-made fibres;2016;;;;;;;;;;;
312;Total energy commodities;21 Manufacture of pharmaceuticals;2011;3.3;3.2;;0.1;0.4;0.3;3.3;0.1;3.3;0.0;
313;Total energy commodities;21 Manufacture of pharmaceuticals;2012;4.2;4.2;;0.1;0.4;0.4;4.2;0.1;4.2;0.1;
314;Total energy commodities;21 Manufacture of pharmaceuticals;2013;4.4;4.3;;0.1;0.4;0.3;4.4;0.1;4.5;0.2;
315;Total energy commodities;21 Manufacture of pharmaceuticals;2014;4.5;4.4;;0.1;0.4;0.3;4.5;;5.0;0.4;
316;Total energy commodities;21 Manufacture of pharmaceuticals;2015;4.2;4.2;;0.1;0.3;0.2;4.2;;4.6;0.4;
317;Total energy commodities;21 Manufacture of pharmaceuticals;2016;4.1;3.8;;0.3;1.2;0.9;4.1;;4.4;0.3;
318;Total energy commodities;22 Manufacture rubber, plastic products;2011;9.4;9.4;0.0;;;;9.4;;9.6;0.2;
319;Total energy commodities;22 Manufacture rubber, plastic products;2012;9.4;9.4;0.0;;;;9.4;;9.6;0.2;
320;Total energy commodities;22 Manufacture rubber, plastic products;2013;9.5;9.5;0.0;;;;9.5;;9.7;0.2;
321;Total energy commodities;22 Manufacture rubber, plastic products;2014;9.4;9.4;;;;;9.4;;9.5;0.2;
322;Total energy commodities;22 Manufacture rubber, plastic products;2015;10.1;10.1;0.0;;;;10.1;;10.2;0.2;
323;Total energy commodities;22 Manufacture rubber, plastic products;2016;9.9;9.9;0.0;;;;9.9;;10.0;0.1;
324;Total energy commodities;23 Manufacture of building materials;2011;27.6;27.6;0.0;0.0;0.4;0.4;27.6;1.0;26.6;0.0;0.0
325;Total energy commodities;23 Manufacture of building materials;2012;25.6;25.5;0.0;0.0;0.4;0.3;25.6;0.9;24.7;0.0;0.0
326;Total energy commodities;23 Manufacture of building materials;2013;23.8;23.7;;0.1;0.4;0.4;23.8;0.8;23.0;0.0;0.0
327;Total energy commodities;23 Manufacture of building materials;2014;23.9;23.8;;0.0;0.4;0.3;23.9;0.8;23.1;0.0;0.0
328;Total energy commodities;23 Manufacture of building materials;2015;24.5;24.4;;0.1;0.4;0.3;24.5;0.6;23.9;0.0;0.0
329;Total energy commodities;23 Manufacture of building materials;2016;25.7;25.7;;0.1;0.3;0.3;25.7;0.6;25.7;0.7;0.0
330;Total energy commodities;231 Manufacture of glass ;2011;9.9;9.9;;;;;9.9;;9.9;;0.0
331;Total energy commodities;231 Manufacture of glass ;2012;9.4;9.4;;;;;9.4;;9.4;;0.0
332;Total energy commodities;231 Manufacture of glass ;2013;8.7;8.7;;;;;8.7;;8.7;;
333;Total energy commodities;231 Manufacture of glass ;2014;9.1;9.1;;;;;9.1;;9.1;;
334;Total energy commodities;231 Manufacture of glass ;2015;9.1;9.1;;;;;9.1;;9.1;0.0;
335;Total energy commodities;231 Manufacture of glass ;2016;9.1;9.1;;;;;9.1;;9.8;0.6;
336;Total energy commodities;232 Manufacture of refractory products;2011;;;;;;;;;;;
337;Total energy commodities;232 Manufacture of refractory products;2012;;;;;;;;;;;
338;Total energy commodities;232 Manufacture of refractory products;2013;;;;;;;;;;;
339;Total energy commodities;232 Manufacture of refractory products;2014;;;;;;;;;;;
340;Total energy commodities;232 Manufacture of refractory products;2015;;;;;;;;;;;
341;Total energy commodities;232 Manufacture of refractory products;2016;;;;;;;;;;;
342;Total energy commodities;233 Manufacture clay building materials;2011;7.9;7.9;0.0;0.0;0.1;0.0;7.9;;7.9;0.0;0.0
343;Total energy commodities;233 Manufacture clay building materials;2012;7.0;7.0;0.0;0.0;0.1;0.1;7.0;;7.0;0.0;0.0
344;Total energy commodities;233 Manufacture clay building materials;2013;6.5;6.5;;0.0;0.1;0.1;6.5;;6.5;0.0;0.0
345;Total energy commodities;233 Manufacture clay building materials;2014;6.7;6.7;;0.0;0.1;0.1;6.7;;6.7;0.0;0.0
346;Total energy commodities;233 Manufacture clay building materials;2015;7.5;7.5;;;;;7.5;;7.5;;
347;Total energy commodities;233 Manufacture clay building materials;2016;7.5;7.5;;;;;7.5;;7.5;;
348;Total energy commodities;234 Manufacture other ceramic products;2011;;;;;;;;;;;
349;Total energy commodities;234 Manufacture other ceramic products;2012;;;;;;;;;;;
350;Total energy commodities;234 Manufacture other ceramic products;2013;;;;;;;;;;;
351;Total energy commodities;234 Manufacture other ceramic products;2014;;;;;;;;;;;
352;Total energy commodities;234 Manufacture other ceramic products;2015;;;;;;;;;;;
353;Total energy commodities;234 Manufacture other ceramic products;2016;;;;;;;;;;;
354;Total energy commodities;235 Manufacture of cement, lime, plaster;2011;;;;;;;;;;;
355;Total energy commodities;235 Manufacture of cement, lime, plaster;2012;;;;;;;;;;;
356;Total energy commodities;235 Manufacture of cement, lime, plaster;2013;;;;;;;;;;;
357;Total energy commodities;235 Manufacture of cement, lime, plaster;2014;;;;;;;;;;;
358;Total energy commodities;235 Manufacture of cement, lime, plaster;2015;;;;;;;;;;;
359;Total energy commodities;235 Manufacture of cement, lime, plaster;2016;;;;;;;;;;;
360;Total energy commodities;236 Manufacture concrete etc. products;2011;3.5;3.5;;0.0;0.2;0.2;3.5;;3.5;0.0;
361;Total energy commodities;236 Manufacture concrete etc. products;2012;3.4;3.4;;0.0;0.2;0.2;3.4;;3.4;0.0;
362;Total energy commodities;236 Manufacture concrete etc. products;2013;3.5;3.4;;0.0;0.2;0.2;3.5;;3.5;0.0;
363;Total energy commodities;236 Manufacture concrete etc. products;2014;3.2;3.1;;0.0;0.2;0.2;3.2;;3.2;0.0;
364;Total energy commodities;236 Manufacture concrete etc. products;2015;3.2;3.2;;0.0;0.2;0.1;3.2;;3.2;0.0;
365;Total energy commodities;236 Manufacture concrete etc. products;2016;3.5;3.5;;0.0;0.2;0.1;3.5;;3.5;0.0;
366;Total energy commodities;237 Stone dressing;2011;;;;;;;;;;;
367;Total energy commodities;237 Stone dressing;2012;;;;;;;;;;;
368;Total energy commodities;237 Stone dressing;2013;;;;;;;;;;;
369;Total energy commodities;237 Stone dressing;2014;;;;;;;;;;;
370;Total energy commodities;237 Stone dressing;2015;;;;;;;;;;;
371;Total energy commodities;237 Stone dressing;2016;;;;;;;;;;;
372;Total energy commodities;239 Manufacture other mineral products;2011;;;;;;;;;;;
373;Total energy commodities;239 Manufacture other mineral products;2012;;;;;;;;;;;
374;Total energy commodities;239 Manufacture other mineral products;2013;;;;;;;;;;;
375;Total energy commodities;239 Manufacture other mineral products;2014;;;;;;;;;;;
376;Total energy commodities;239 Manufacture other mineral products;2015;;;;;;;;;;;
377;Total energy commodities;239 Manufacture other mineral products;2016;;;;;;;;;;;
378;Total energy commodities;24-30, 33 Metalectro;2011;163.3;94.4;11.3;57.5;98.5;40.9;163.3;1.6;195.8;31.7;-2.4
379;Total energy commodities;24-30, 33 Metalectro;2012;152.3;82.2;9.1;61.1;102.2;41.1;152.3;1.7;184.5;32.0;-1.9
380;Total energy commodities;24-30, 33 Metalectro;2013;148.4;81.1;8.9;58.4;97.8;39.3;148.4;1.8;175.3;33.0;4.3
381;Total energy commodities;24-30, 33 Metalectro;2014;153.7;75.2;18.5;60.0;99.5;39.5;153.7;1.7;191.5;33.2;-6.3
382;Total energy commodities;24-30, 33 Metalectro;2015;138.9;77.5;0.1;61.3;101.3;40.0;138.9;1.2;165.2;36.1;8.5
383;Total energy commodities;24-30, 33 Metalectro;2016;141.0;79.2;0.1;61.7;100.4;38.7;141.0;1.2;178.9;37.5;-1.7
384;Total energy commodities;24-25 Man. of basic metals and -products;2011;136.7;77.2;1.9;57.5;98.5;40.9;136.7;1.6;168.6;31.2;-2.4
385;Total energy commodities;24-25 Man. of basic metals and -products;2012;126.4;65.2;0.1;61.1;102.2;41.1;126.4;1.7;158.2;31.6;-1.9
386;Total energy commodities;24-25 Man. of basic metals and -products;2013;122.9;64.4;0.1;58.4;97.8;39.3;122.9;1.8;149.4;32.6;4.3
387;Total energy commodities;24-25 Man. of basic metals and -products;2014;118.9;58.7;0.1;60.0;99.5;39.5;118.9;1.7;156.1;32.6;-6.3
388;Total energy commodities;24-25 Man. of basic metals and -products;2015;122.7;61.3;0.1;61.3;101.3;40.0;122.7;1.2;148.4;35.5;8.5
389;Total energy commodities;24-25 Man. of basic metals and -products;2016;124.3;62.5;0.1;61.7;100.4;38.7;124.3;1.2;161.8;37.1;-1.7
390;Total energy commodities;24 Manufacture of basic metals;2011;126.6;67.2;1.9;57.5;98.5;40.9;126.6;1.6;158.5;31.1;-2.4
391;Total energy commodities;24 Manufacture of basic metals;2012;115.4;54.2;0.1;61.1;102.2;41.1;115.4;1.7;147.1;31.5;-1.9
392;Total energy commodities;24 Manufacture of basic metals;2013;112.4;53.9;0.1;58.4;97.8;39.3;112.4;1.8;138.9;32.6;4.3
393;Total energy commodities;24 Manufacture of basic metals;2014;108.9;48.8;0.1;60.0;99.5;39.5;108.9;1.7;146.1;32.5;-6.3
394;Total energy commodities;24 Manufacture of basic metals;2015;112.8;51.4;0.1;61.3;101.3;40.0;112.8;1.2;138.5;35.5;8.5
395;Total energy commodities;24 Manufacture of basic metals;2016;113.1;51.3;0.1;61.7;100.4;38.7;113.1;1.2;150.5;37.0;-1.7
396;Total energy commodities;25 Manufacture of metal products;2011;10.1;10.1;;;;;10.1;;10.1;0.0;
397;Total energy commodities;25 Manufacture of metal products;2012;11.0;11.0;;;;;11.0;;11.1;0.1;
398;Total energy commodities;25 Manufacture of metal products;2013;10.5;10.5;;;;;10.5;;10.5;0.0;
399;Total energy commodities;25 Manufacture of metal products;2014;10.0;10.0;;;;;10.0;;10.0;0.0;
400;Total energy commodities;25 Manufacture of metal products;2015;9.9;9.9;;;;;9.9;;9.9;0.0;
401;Total energy commodities;25 Manufacture of metal products;2016;11.2;11.2;;;;;11.2;;11.3;0.0;
402;Total energy commodities;26-28 Manufact of electronics, machinery;2011;20.9;11.5;9.4;;;;20.9;;21.0;0.1;
403;Total energy commodities;26-28 Manufact of electronics, machinery;2012;20.5;11.5;9.0;;;;20.5;;20.7;0.2;
404;Total energy commodities;26-28 Manufact of electronics, machinery;2013;19.8;11.0;8.8;;;;19.8;;19.9;0.1;
405;Total energy commodities;26-28 Manufact of electronics, machinery;2014;29.2;10.7;18.4;;;;29.2;;29.3;0.1;
406;Total energy commodities;26-28 Manufact of electronics, machinery;2015;10.5;10.5;;;;;10.5;;10.6;0.1;
407;Total energy commodities;26-28 Manufact of electronics, machinery;2016;10.5;10.5;;;;;10.5;;10.5;0.0;
408;Total energy commodities;26-27 Elektrical and electron. Industry;2011;16.0;6.6;9.4;;;;16.0;;16.0;0.0;
409;Total energy commodities;26-27 Elektrical and electron. Industry;2012;14.8;5.8;9.0;;;;14.8;;14.8;0.0;
410;Total energy commodities;26-27 Elektrical and electron. Industry;2013;14.3;5.5;8.8;;;;14.3;;14.3;0.0;
411;Total energy commodities;26-27 Elektrical and electron. Industry;2014;23.8;5.4;18.4;;;;23.8;;23.8;0.0;
412;Total energy commodities;26-27 Elektrical and electron. Industry;2015;5.2;5.2;;;;;5.2;;5.2;0.0;
413;Total energy commodities;26-27 Elektrical and electron. Industry;2016;5.2;5.2;;;;;5.2;;5.2;0.0;
414;Total energy commodities;26 Manufacture of electronic products;2011;2.1;2.1;;;;;2.1;;2.1;0.0;
415;Total energy commodities;26 Manufacture of electronic products;2012;1.8;1.8;;;;;1.8;;1.8;0.0;
416;Total energy commodities;26 Manufacture of electronic products;2013;1.8;1.8;;;;;1.8;;1.8;0.0;
417;Total energy commodities;26 Manufacture of electronic products;2014;1.7;1.7;;;;;1.7;;1.7;0.0;
418;Total energy commodities;26 Manufacture of electronic products;2015;1.7;1.7;;;;;1.7;;1.7;0.0;
419;Total energy commodities;26 Manufacture of electronic products;2016;1.7;1.7;;;;;1.7;;1.7;0.0;
420;Total energy commodities;27 Manufacture of electric equipment;2011;13.9;4.5;9.4;;;;13.9;;13.9;0.0;
421;Total energy commodities;27 Manufacture of electric equipment;2012;13.0;4.0;9.0;;;;13.0;;13.0;0.0;
422;Total energy commodities;27 Manufacture of electric equipment;2013;12.5;3.7;8.8;;;;12.5;;12.5;0.0;
423;Total energy commodities;27 Manufacture of electric equipment;2014;22.1;3.6;18.4;;;;22.1;;22.1;0.0;
424;Total energy commodities;27 Manufacture of electric equipment;2015;3.5;3.5;;;;;3.5;;3.5;;
425;Total energy commodities;27 Manufacture of electric equipment;2016;3.5;3.5;;;;;3.5;;3.5;;
426;Total energy commodities;28 Manufacture of machinery n.e.c.;2011;4.9;4.9;;;;;4.9;;5.0;0.1;
427;Total energy commodities;28 Manufacture of machinery n.e.c.;2012;5.7;5.7;;;;;5.7;;5.9;0.1;
428;Total energy commodities;28 Manufacture of machinery n.e.c.;2013;5.5;5.5;;;;;5.5;;5.6;0.1;
429;Total energy commodities;28 Manufacture of machinery n.e.c.;2014;5.4;5.4;;;;;5.4;;5.5;0.1;
