ID;Leeftijd;RegioS;Inwoners_1;Bijstandontvangers_2;Bijstandsdichtheid_3;Instromers_4;Instromers_5;Uitstromers_6;Uitstromers_7;UitstromersNaarWerk_8;UitstromersNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkendenNaReIntegratie_11;WerkendenNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
329;15 jaar of ouder;Rhenen;15770;340;21.5;90;22.0;70;16.5;30.0;7.5;110.0;10.0;13.5;60.0;20.0;58.0;80.0;5.0
330;15 jaar of ouder;Ridderkerk;38530;880;23.0;300;27.0;240;21.5;100.0;9.5;590.0;100.0;16.0;450.0;57.0;76.0;150.0;4.0
331;15 jaar of ouder;Rijnwaarden;9150;260;28.5;100;27.0;90;26.0;40.0;13.0;70.0;20.0;17.0;60.0;22.5;81.0;70.0;8.0
332;15 jaar of ouder;Rijssen-Holten;29970;470;15.5;160;26.5;130;21.5;70.0;12.5;330.0;80.0;19.5;270.0;69.0;80.5;170.0;6.0
333;15 jaar of ouder;Rijswijk (ZH.);42100;1640;39.0;490;24.5;440;22.0;170.0;9.5;680.0;170.0;16.0;590.0;40.0;86.5;150.0;3.5
334;15 jaar of ouder;Roerdalen;17950;340;19.0;150;32.0;100;22.5;50.0;12.5;330.0;50.0;14.5;270.0;88.0;83.0;160.0;8.5
335;15 jaar of ouder;Roermond;48450;2240;46.0;760;26.0;670;22.5;290.0;11.0;1170.0;350.0;18.5;1010.0;51.0;86.5;590.0;12.0
336;15 jaar of ouder;De Ronde Venen;35560;490;13.5;170;26.0;150;23.5;70.0;12.0;150.0;40.0;26.5;100.0;22.5;70.5;70.0;2.0
337;15 jaar of ouder;Roosendaal;64900;2220;34.5;790;28.0;600;21.0;240.0;9.5;1040.0;260.0;24.0;740.0;37.0;71.0;730.0;11.0
338;15 jaar of ouder;Rotterdam;526600;47480;90.0;12130;20.5;11480;19.5;4790.0;9.0;7690.0;2670.0;11.0;6570.0;16.0;85.5;2310.0;4.5
339;15 jaar of ouder;Rozendaal;1240;0;;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
340;15 jaar of ouder;Rucphen;19490;350;18.0;110;24.5;90;19.0;40.0;9.5;170.0;10.0;7.5;120.0;35.0;68.5;350.0;18.0
341;15 jaar of ouder;Schagen;38680;640;16.5;230;26.5;190;22.5;100.0;12.5;120.0;40.0;19.0;100.0;17.0;84.5;210.0;5.5
342;15 jaar of ouder;Scherpenzeel;7640;70;9.0;40;45.0;30;27.5;10.0;13.5;30.0;10.0;16.0;20.0;31.5;72.5;10.0;1.5
343;15 jaar of ouder;Schiedam;64640;3250;50.0;990;24.5;770;19.0;280.0;7.5;1450.0;290.0;13.5;1180.0;40.0;81.5;490.0;7.5
344;15 jaar of ouder;Schiermonnikoog;800;10;10.0;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
345;15 jaar of ouder;Schijndel;19830;300;15.5;110;29.0;90;22.0;50.0;13.5;150.0;30.0;16.0;130.0;45.0;83.0;310.0;16.0
346;15 jaar of ouder;Schinnen;11210;230;20.0;100;31.0;40;12.5;10.0;4.0;150.0;10.0;4.5;130.0;60.0;89.0;80.0;7.0
347;15 jaar of ouder;Schouwen-Duiveland;28820;510;18.0;210;30.0;180;25.0;100.0;15.0;340.0;90.0;23.5;250.0;52.5;74.5;270.0;9.5
348;15 jaar of ouder;Simpelveld;9310;190;20.0;70;28.0;50;21.5;30.0;13.5;200.0;40.0;18.0;150.0;87.5;74.5;130.0;13.5
349;15 jaar of ouder;Sint Anthonis;9820;80;7.5;30;28.5;20;24.5;10.0;13.5;30.0;10.0;28.0;20.0;33.0;83.0;70.0;6.5
350;15 jaar of ouder;Sint-Michielsgestel;23640;290;12.0;90;27.0;70;20.0;30.0;10.0;150.0;20.0;12.0;120.0;46.5;80.5;260.0;11.0
351;15 jaar of ouder;Sint-Oedenrode;14970;150;10.0;60;29.0;60;28.5;30.0;16.0;50.0;20.0;26.5;30.0;24.0;66.5;140.0;9.0
352;15 jaar of ouder;Sittard-Geleen;81270;3330;41.0;800;20.0;790;19.5;340.0;9.0;630.0;140.0;18.5;340.0;11.0;54.5;770.0;9.5
353;15 jaar of ouder;Sliedrecht;20390;530;25.5;160;25.0;120;19.0;50.0;8.0;60.0;20.0;23.5;50.0;10.0;76.0;120.0;6.0
354;15 jaar of ouder;Slochteren;12970;260;20.0;120;32.0;90;25.0;50.0;13.5;170.0;30.0;10.0;150.0;58.0;87.5;70.0;5.5
355;15 jaar of ouder;Sluis;20540;370;18.0;130;27.0;110;22.5;50.0;10.5;180.0;40.0;23.0;120.0;35.5;65.5;110.0;5.5
356;15 jaar of ouder;Smallingerland;46000;2050;44.5;710;26.0;630;23.0;310.0;11.5;420.0;240.0;27.0;330.0;17.0;80.0;470.0;10.0
357;15 jaar of ouder;Soest;37810;920;24.5;300;27.0;220;19.5;90.0;9.0;570.0;140.0;18.5;460.0;56.0;80.5;170.0;4.5
358;15 jaar of ouder;Someren;16060;250;15.5;70;22.5;50;16.5;30.0;9.0;30.0;10.0;8.5;30.0;11.0;79.0;100.0;6.0
359;15 jaar of ouder;Son en Breugel;13560;250;18.0;70;23.5;40;12.5;10.0;3.5;90.0;10.0;8.5;80.0;35.0;90.0;50.0;4.0
360;15 jaar of ouder;Stadskanaal;27720;1120;40.5;470;30.5;330;21.5;150.0;10.0;650.0;160.0;18.0;510.0;47.0;78.5;760.0;27.5
361;15 jaar of ouder;Staphorst;12700;160;13.0;80;40.5;30;17.0;20.0;10.0;60.0;10.0;24.0;40.0;27.5;75.5;60.0;4.5
362;15 jaar of ouder;Stede Broec;17810;320;18.0;130;32.0;90;21.5;40.0;11.5;90.0;30.0;27.0;70.0;23.0;83.5;110.0;6.0
363;15 jaar of ouder;Steenbergen;20050;390;19.5;150;29.0;120;23.0;70.0;13.0;150.0;40.0;19.0;120.0;32.0;78.5;130.0;6.5
364;15 jaar of ouder;Steenwijkerland;36140;1010;28.0;300;22.5;330;25.0;170.0;13.5;930.0;220.0;19.0;800.0;81.5;86.5;370.0;10.0
365;15 jaar of ouder;Stein (L.);21800;360;16.5;110;23.5;90;19.0;30.0;8.0;140.0;10.0;10.5;110.0;30.5;77.0;200.0;9.0
366;15 jaar of ouder;Stichtse Vecht;52950;940;18.0;350;29.5;250;21.0;120.0;11.5;230.0;120.0;23.5;180.0;21.5;80.0;190.0;3.5
367;15 jaar of ouder;Strijen;7560;80;10.0;20;23.5;20;21.5;10.0;12.5;60.0;20.0;22.0;50.0;66.0;86.0;20.0;3.0
368;15 jaar of ouder;Súdwest-Fryslân;69450;2570;37.0;810;25.0;650;20.0;350.0;11.0;860.0;150.0;16.0;670.0;27.0;78.5;550.0;8.0
369;15 jaar of ouder;Terneuzen;46530;1290;28.0;440;26.0;390;23.0;160.0;10.5;740.0;190.0;23.0;550.0;46.5;74.0;480.0;10.5
370;15 jaar of ouder;Terschelling;4260;30;6.5;10;38.0;10;21.5;0.0;;20.0;10.0;22.0;20.0;53.5;75.0;10.0;2.5
371;15 jaar of ouder;Texel;11620;150;12.5;60;29.5;40;23.0;30.0;17.5;20.0;10.0;6.0;20.0;14.5;0.0;130.0;11.5
372;15 jaar of ouder;Teylingen;29750;320;10.5;140;32.0;120;28.5;60.0;15.0;50.0;40.0;34.5;40.0;13.5;73.5;140.0;5.0
373;15 jaar of ouder;Tholen;20620;390;19.0;170;34.0;110;21.5;50.0;10.5;300.0;60.0;20.5;230.0;62.5;77.5;110.0;5.5
374;15 jaar of ouder;Tiel;34330;1590;46.5;430;21.5;370;18.5;180.0;10.0;750.0;180.0;21.0;560.0;38.5;75.5;390.0;11.5
375;15 jaar of ouder;Tilburg;180210;8610;48.0;2860;26.5;2210;20.5;920.0;9.0;1450.0;310.0;16.5;1170.0;14.5;80.5;1560.0;8.5
376;15 jaar of ouder;Tubbergen;17240;140;8.0;70;32.0;60;30.5;30.0;16.0;40.0;10.0;23.5;30.0;20.0;64.5;100.0;6.0
377;15 jaar of ouder;Twenterand;27290;570;21.0;200;28.0;140;20.5;70.0;10.5;210.0;40.0;15.5;180.0;31.5;83.5;340.0;12.5
378;15 jaar of ouder;Tynaarlo;27150;430;16.0;200;33.5;150;25.5;90.0;15.0;120.0;50.0;24.0;80.0;18.5;66.0;100.0;3.5
379;15 jaar of ouder;Tytsjerksteradiel;26430;560;21.5;190;24.5;220;29.0;100.0;13.0;400.0;100.0;12.0;320.0;58.5;79.5;190.0;7.0
380;15 jaar of ouder;Uden;34430;790;23.0;260;26.0;200;19.5;100.0;11.0;160.0;60.0;16.5;120.0;16.5;74.0;410.0;12.0
381;15 jaar of ouder;Uitgeest;10960;140;13.0;50;25.0;40;22.5;20.0;13.5;40.0;20.0;21.5;30.0;19.0;67.5;40.0;3.5
382;15 jaar of ouder;Uithoorn;24210;390;16.0;180;32.0;190;34.5;100.0;18.5;260.0;100.0;21.5;220.0;62.5;83.5;70.0;3.0
383;15 jaar of ouder;Urk;14190;140;10.0;60;34.0;30;18.0;10.0;7.0;50.0;10.0;23.0;30.0;21.5;60.5;80.0;5.5
384;15 jaar of ouder;Utrecht (gemeente);280230;12330;44.0;3900;24.5;3510;22.0;1390.0;10.0;1670.0;700.0;18.5;1330.0;12.0;79.5;870.0;3.0
385;15 jaar of ouder;Utrechtse Heuvelrug;40710;730;18.0;290;29.5;180;18.5;70.0;8.0;220.0;50.0;17.0;180.0;27.0;81.5;110.0;2.5
386;15 jaar of ouder;Vaals;8580;370;43.5;100;20.5;90;18.5;30.0;8.5;150.0;30.0;19.0;120.0;40.0;81.0;80.0;9.0
387;15 jaar of ouder;Valkenburg aan de Geul;14550;340;23.5;90;19.5;90;19.0;40.0;10.0;120.0;30.0;35.5;70.0;22.0;60.0;110.0;7.0
388;15 jaar of ouder;Valkenswaard;26070;580;22.0;180;24.0;160;21.0;90.0;12.0;110.0;60.0;23.5;80.0;14.0;68.5;170.0;6.5
389;15 jaar of ouder;Veendam;23140;1000;43.0;340;25.0;340;25.0;150.0;11.0;690.0;160.0;17.0;590.0;62.0;86.0;480.0;20.5
390;15 jaar of ouder;Veenendaal;51640;1740;34.0;500;22.5;450;20.5;210.0;11.0;780.0;80.0;13.5;450.0;30.0;58.0;320.0;6.5
391;15 jaar of ouder;Veere;18560;220;12.0;80;28.0;40;15.5;20.0;7.5;10.0;10.0;7.0;10.0;4.0;80.0;60.0;3.5
392;15 jaar of ouder;Veghel;31650;580;18.0;190;26.0;150;20.0;70.0;12.0;280.0;50.0;16.5;220.0;46.5;79.5;340.0;10.5
393;15 jaar of ouder;Veldhoven;37380;620;16.5;190;24.0;170;21.0;80.0;10.5;430.0;80.0;14.5;370.0;63.0;85.0;210.0;5.5
394;15 jaar of ouder;Velsen;56860;1530;27.0;440;22.5;410;21.5;180.0;10.0;580.0;170.0;18.5;450.0;31.5;78.0;260.0;4.5
395;15 jaar of ouder;Venlo;85280;3560;42.0;1140;24.5;1100;23.5;560.0;13.0;500.0;150.0;34.0;100.0;3.0;20.0;720.0;8.5
396;15 jaar of ouder;Venray;36530;990;27.0;400;31.0;310;24.0;160.0;13.5;110.0;30.0;23.0;30.0;3.0;23.5;510.0;14.0
397;15 jaar of ouder;Vianen;16130;320;19.5;120;27.0;110;25.0;60.0;14.0;170.0;50.0;22.0;130.0;45.5;79.0;40.0;2.5
398;15 jaar of ouder;Vlaardingen;60440;2870;47.5;890;25.5;660;18.5;270.0;8.0;450.0;260.0;27.5;330.0;12.5;73.5;400.0;6.5
399;15 jaar of ouder;Vlagtwedde;14140;340;24.0;190;38.0;130;27.0;70.0;15.0;240.0;60.0;15.5;210.0;63.5;87.0;330.0;23.0
400;15 jaar of ouder;Vlieland;950;10;7.5;0;;0;;0.0;;0.0;0.0;;0.0;;;0.0;
401;15 jaar of ouder;Vlissingen;37850;2110;56.0;640;24.0;490;19.0;270.0;11.0;150.0;50.0;6.0;110.0;5.5;74.5;390.0;10.5
402;15 jaar of ouder;Voerendaal;10770;150;13.5;50;22.0;50;26.0;30.0;15.0;170.0;40.0;21.5;120.0;90.0;75.0;80.0;7.5
403;15 jaar of ouder;Voorschoten;20650;390;19.0;120;23.5;90;17.5;50.0;10.0;310.0;40.0;11.5;240.0;69.5;78.5;70.0;3.0
404;15 jaar of ouder;Voorst;20160;320;16.0;110;25.5;100;22.5;60.0;14.0;90.0;20.0;17.0;70.0;23.0;73.0;100.0;5.0
405;15 jaar of ouder;Vught;21570;330;15.5;120;29.0;80;20.5;50.0;12.5;250.0;40.0;15.0;190.0;61.5;74.0;230.0;10.5
406;15 jaar of ouder;Waalre;14110;230;16.5;60;23.0;40;16.0;20.0;6.5;50.0;10.0;7.5;50.0;22.0;90.0;60.0;4.5
407;15 jaar of ouder;Waalwijk;39610;900;23.0;300;26.0;270;23.0;120.0;11.5;200.0;80.0;22.0;130.0;15.5;62.0;280.0;7.0
408;15 jaar of ouder;Waddinxveen;21610;390;18.0;170;32.5;140;26.0;60.0;12.5;130.0;20.0;19.5;70.0;20.0;53.0;120.0;5.5
409;15 jaar of ouder;Wageningen;33060;760;23.0;280;27.5;250;24.5;120.0;12.5;450.0;150.0;27.5;330.0;46.5;72.5;180.0;5.5
410;15 jaar of ouder;Wassenaar;21400;450;21.0;130;24.5;90;17.0;40.0;8.5;350.0;60.0;14.5;270.0;64.0;77.5;60.0;2.5
411;15 jaar of ouder;Waterland;14480;160;11.5;50;23.0;60;27.0;30.0;16.5;40.0;10.0;17.0;30.0;22.5;85.0;30.0;2.0
412;15 jaar of ouder;Weert;41950;1170;28.0;320;22.0;290;19.5;130.0;9.5;1140.0;180.0;14.0;950.0;88.5;83.0;450.0;11.0
413;15 jaar of ouder;Weesp;15540;490;31.5;160;27.5;90;15.5;40.0;7.0;220.0;20.0;5.0;190.0;46.5;90.0;40.0;3.0
414;15 jaar of ouder;Werkendam;21730;310;14.0;110;31.5;60;17.0;30.0;10.0;130.0;30.0;18.5;110.0;37.0;83.5;90.0;4.0
415;15 jaar of ouder;West Maas en Waal;15820;280;17.5;110;32.5;80;22.5;40.0;11.5;140.0;20.0;17.5;100.0;37.5;71.0;70.0;4.5
416;15 jaar of ouder;Westerveld;16200;290;18.0;130;30.0;100;24.5;60.0;13.5;310.0;50.0;14.5;220.0;79.0;71.0;140.0;9.0
417;15 jaar of ouder;Westervoort;12690;480;37.5;160;26.0;120;20.0;60.0;10.5;90.0;30.0;19.5;70.0;14.5;76.5;120.0;9.5
418;15 jaar of ouder;Westland;87390;1430;16.5;460;26.0;380;21.5;170.0;10.5;450.0;160.0;29.5;380.0;28.5;83.5;350.0;4.0
419;15 jaar of ouder;Weststellingwerf;21450;550;25.5;200;27.0;160;21.5;90.0;12.0;460.0;120.0;23.0;380.0;72.5;83.0;210.0;10.0
420;15 jaar of ouder;Westvoorne;12250;130;10.5;50;26.5;50;28.0;20.0;12.0;40.0;20.0;32.5;30.0;24.0;68.0;20.0;2.0
421;15 jaar of ouder;Wierden;19590;260;13.0;100;28.0;90;25.5;50.0;15.5;90.0;40.0;31.5;60.0;25.0;70.0;110.0;5.5
422;15 jaar of ouder;Wijchen;33930;790;23.5;240;24.0;200;20.0;100.0;10.5;70.0;10.0;3.5;50.0;6.5;66.0;260.0;7.5
423;15 jaar of ouder;Wijdemeren;19590;250;12.5;90;28.0;90;27.5;40.0;12.5;40.0;20.0;12.5;30.0;13.0;83.0;30.0;1.5
424;15 jaar of ouder;Wijk bij Duurstede;19430;320;16.5;100;25.5;100;24.0;50.0;12.0;70.0;30.0;30.0;50.0;16.5;64.5;70.0;3.5
425;15 jaar of ouder;Winsum;11190;280;25.5;110;27.5;100;25.5;70.0;17.5;280.0;80.0;22.5;240.0;85.0;84.5;90.0;7.5
426;15 jaar of ouder;Winterswijk;24340;730;30.0;310;30.0;230;22.5;120.0;12.5;740.0;140.0;18.0;570.0;84.5;76.5;330.0;13.5
427;15 jaar of ouder;Woensdrecht;18520;310;16.5;90;22.5;80;21.0;40.0;11.0;90.0;30.0;22.5;70.0;25.0;79.0;110.0;6.0
428;15 jaar of ouder;Woerden;41500;590;14.0;190;24.0;220;27.5;110.0;14.5;240.0;90.0;23.5;200.0;38.5;83.0;280.0;7.0
429;15 jaar of ouder;De Wolden;19980;250;12.5;80;26.0;70;22.0;40.0;12.0;240.0;50.0;18.5;190.0;80.5;79.5;120.0;6.0
430;15 jaar of ouder;Wormerland;13330;240;18.0;70;21.0;80;24.5;40.0;13.0;40.0;10.0;20.5;30.0;14.5;78.0;20.0;1.5
431;15 jaar of ouder;Woudenberg;9990;140;14.5;50;34.0;20;15.5;10.0;5.0;40.0;0.0;;40.0;27.5;83.5;20.0;2.5
432;15 jaar of ouder;Woudrichem;11960;160;13.0;60;34.0;40;20.5;10.0;6.0;80.0;10.0;9.5;70.0;44.0;85.0;50.0;4.5
433;15 jaar of ouder;Zaanstad;126480;4770;37.5;1490;24.5;1290;21.5;550.0;10.0;980.0;450.0;23.5;700.0;16.0;71.5;480.0;4.0
434;15 jaar of ouder;Zaltbommel;22120;380;17.5;150;29.0;110;22.0;50.0;10.5;190.0;70.0;29.0;160.0;46.0;82.0;160.0;7.5
435;15 jaar of ouder;Zandvoort;14560;420;28.5;100;19.0;130;23.0;60.0;11.0;30.0;0.0;;20.0;4.5;56.5;30.0;2.0
436;15 jaar of ouder;Zederik;11210;90;8.5;40;29.5;30;25.5;20.0;15.0;70.0;20.0;21.5;60.0;63.0;82.0;30.0;3.0
437;15 jaar of ouder;Zeevang;5340;70;13.0;30;30.5;20;20.0;10.0;7.0;20.0;10.0;28.0;20.0;25.0;0.0;10.0;2.0
438;15 jaar of ouder;Zeewolde;17690;300;17.0;110;26.5;120;29.0;70.0;16.5;100.0;40.0;19.0;90.0;30.0;81.5;20.0;1.0
439;15 jaar of ouder;Zeist;51210;1620;31.5;560;27.0;440;21.5;170.0;9.0;330.0;160.0;27.0;240.0;16.5;73.0;230.0;4.5
440;15 jaar of ouder;Zevenaar;27340;730;27.0;220;23.5;190;20.5;90.0;11.0;150.0;40.0;17.5;120.0;18.0;83.5;170.0;6.5
441;15 jaar of ouder;Zoetermeer;102900;3850;37.5;1390;27.0;1280;25.0;660.0;14.5;1310.0;520.0;19.5;880.0;26.5;67.5;370.0;3.5
442;15 jaar of ouder;Zoeterwoude;6920;70;9.5;30;28.0;30;28.0;10.0;12.0;30.0;10.0;36.0;20.0;30.5;73.0;30.0;4.5
443;15 jaar of ouder;Zuidhorn;15090;230;15.0;80;26.5;80;24.5;40.0;13.5;120.0;30.0;18.0;90.0;42.0;74.0;80.0;5.5
444;15 jaar of ouder;Zuidplas;33620;600;18.0;190;24.5;160;21.0;70.0;9.5;260.0;80.0;17.5;210.0;39.0;82.5;90.0;3.0
445;15 jaar of ouder;Zundert;18560;230;12.5;110;36.0;60;21.0;20.0;8.5;120.0;10.0;13.0;80.0;37.5;72.5;100.0;5.5
446;15 jaar of ouder;Zutphen;39200;1720;44.0;540;25.0;400;18.5;180.0;9.0;670.0;210.0;20.5;470.0;28.5;70.5;500.0;12.5
447;15 jaar of ouder;Zwartewaterland;17480;220;12.5;110;36.0;90;28.0;50.0;17.0;150.0;50.0;32.0;110.0;51.0;70.5;60.0;3.5
448;15 jaar of ouder;Zwijndrecht;37290;1290;34.5;380;24.0;330;21.0;160.0;11.0;160.0;70.0;28.5;130.0;11.0;78.5;180.0;5.0
449;15 jaar of ouder;Zwolle;101800;3820;37.5;1140;24.0;1000;21.0;480.0;10.5;850.0;470.0;24.5;600.0;17.0;70.5;650.0;6.5
450;15 jaar of ouder;Groningen (AM);628740;26500;42.0;9270;26.5;8280;23.5;4160.0;12.0;10980.0;2900.0;18.0;8870.0;35.0;80.5;7010.0;11.0
451;15 jaar of ouder;Friesland (AM);537510;20230;37.5;6780;26.0;5830;22.0;2830.0;11.0;6980.0;1920.0;18.0;5610.0;29.0;80.5;4390.0;8.0
452;15 jaar of ouder;Drenthe (AM);236140;7990;34.0;2660;25.0;2430;23.0;1170.0;11.5;4660.0;1230.0;20.5;3680.0;48.0;79.0;2680.0;11.5
453;15 jaar of ouder;IJsselvechtstreek (AM);413330;9580;23.0;3350;27.0;2910;23.5;1430.0;12.0;4650.0;1510.0;23.0;3620.0;40.0;78.0;3120.0;7.5
454;15 jaar of ouder;Twente (AM);519880;19730;38.0;6040;24.0;5380;21.5;2490.0;11.0;6370.0;1440.0;14.0;5200.0;29.5;81.5;4560.0;9.0
455;15 jaar of ouder;Stedendriehoek en Noordwest Veluwe (AM);500520;13450;27.0;4710;27.0;3870;22.0;1760.0;10.5;8700.0;1990.0;18.0;6940.0;55.0;80.0;3900.0;8.0
456;15 jaar of ouder;Midden-Gelderland (AM);350190;14020;40.0;4030;23.0;3560;20.5;1520.0;9.5;3350.0;1040.0;19.5;2490.0;19.5;74.5;2870.0;8.0
457;15 jaar of ouder;Rijk van Nijmegen (AM);268780;10810;40.0;3270;24.0;2730;20.0;1270.0;10.0;1310.0;280.0;11.0;780.0;8.0;59.5;2070.0;7.5
458;15 jaar of ouder;Achterhoek (AM);250760;5220;21.0;1920;27.5;1740;25.0;820.0;12.5;3340.0;870.0;21.0;2480.0;51.0;74.5;2460.0;10.0
459;15 jaar of ouder;Rivierenland (AM);186200;4250;23.0;1430;26.0;1140;21.0;540.0;10.5;1990.0;490.0;20.5;1590.0;41.0;79.5;1270.0;7.0
460;15 jaar of ouder;Flevoland (AM);306450;11650;38.0;4170;27.0;3590;23.0;1700.0;12.0;4260.0;1330.0;20.0;3370.0;32.0;79.0;1280.0;4.0
461;15 jaar of ouder;Gooi en Vechtstreek (AM);212930;5270;24.5;1590;24.5;1270;19.5;550.0;9.5;1810.0;410.0;17.0;1520.0;32.0;83.5;680.0;3.0
462;15 jaar of ouder;Midden-Utrecht (AM);698500;20750;29.5;6830;25.5;5780;21.5;2390.0;10.0;4520.0;1600.0;20.0;3660.0;19.5;81.0;2360.0;3.5
463;15 jaar of ouder;Amersfoort (AM);266040;6310;23.5;1950;24.5;1650;20.5;710.0;10.0;2600.0;760.0;19.5;2070.0;37.0;80.0;1390.0;5.0
464;15 jaar of ouder;Noord-Holland Noord (AM);541700;12120;22.5;4000;26.0;3240;21.0;1620.0;11.5;3770.0;930.0;16.0;3010.0;27.0;80.0;2510.0;4.5
465;15 jaar of ouder;Zuid-Kennemerland (AM);325690;8870;27.0;2750;24.5;2370;21.0;1060.0;10.0;2560.0;570.0;17.0;1820.0;22.0;71.0;1550.0;5.0
466;15 jaar of ouder;Zaanstreek/Waterland (AM);275870;7850;28.5;2480;25.0;2200;22.0;1050.0;11.5;2610.0;860.0;22.5;2010.0;28.0;77.0;990.0;3.5
467;15 jaar of ouder;Groot Amsterdam (AM);1018420;54160;53.0;13240;19.5;13100;19.5;5430.0;9.0;19880.0;3730.0;16.0;11920.0;25.5;60.0;4350.0;4.5
468;15 jaar of ouder;Holland Rijnland (AM);441840;9580;21.5;3250;26.5;2640;21.5;1250.0;11.0;2240.0;1050.0;26.0;1790.0;20.5;80.0;2460.0;5.5
469;15 jaar of ouder;Midden-Holland (AM);186460;4230;22.5;1430;26.0;1230;22.5;550.0;11.0;1260.0;360.0;20.0;910.0;24.5;72.0;970.0;5.0
470;15 jaar of ouder;Haaglanden (AM);662790;38190;57.5;11320;23.5;9360;19.5;3860.0;9.0;11780.0;3150.0;14.0;9830.0;29.5;83.5;3050.0;4.5
471;15 jaar of ouder;Rijnmond (AM);1097770;64800;59.0;17710;22.0;15860;19.5;6680.0;9.0;14710.0;4430.0;13.0;12110.0;21.0;82.5;5070.0;4.5
472;15 jaar of ouder;Drechtsteden (AM);223130;7900;35.5;2470;24.5;2140;21.5;970.0;10.5;1120.0;430.0;25.0;790.0;11.0;70.5;1330.0;6.0
473;15 jaar of ouder;Zeeland (AM);320930;8410;26.0;2830;26.5;2220;21.0;1100.0;11.0;3130.0;760.0;15.5;2410.0;31.0;77.0;2460.0;7.5
474;15 jaar of ouder;West-Brabant (AM);572070;15280;26.5;4950;25.5;4130;21.0;1780.0;10.0;6080.0;1430.0;18.0;4610.0;33.0;76.0;4510.0;8.0
475;15 jaar of ouder;Midden-Brabant (AM);386450;12250;31.5;4250;27.0;3410;21.5;1520.0;10.5;3080.0;760.0;19.5;2280.0;20.0;74.0;2900.0;7.5
476;15 jaar of ouder;Noordoost-Brabant (AM);505850;11210;22.0;3910;26.5;3300;22.5;1590.0;12.0;3910.0;1070.0;17.0;3110.0;30.5;79.5;5650.0;11.0
477;15 jaar of ouder;Zuidoost-Brabant (AM);430940;11710;27.0;3580;24.0;2930;20.0;1320.0;9.5;3430.0;1050.0;16.5;2910.0;27.5;85.0;3270.0;7.5
478;15 jaar of ouder;Noord-Limburg (AM);230620;6250;27.0;2120;26.0;1900;23.5;990.0;13.0;1420.0;410.0;26.5;730.0;12.5;51.0;2270.0;10.0
479;15 jaar of ouder;Zuid-Limburg (AM);525720;20750;39.5;5930;22.5;5180;20.0;2140.0;8.5;6790.0;1580.0;17.5;5160.0;27.0;76.0;6430.0;12.0
480;15 jaar of ouder;Food Valley (AM);247050;5680;23.0;1820;25.0;1490;20.5;740.0;11.0;2850.0;670.0;21.0;2100.0;41.0;73.5;1190.0;5.0
481;15 jaar of ouder;Helmond-De Peel (AM);206640;5650;27.5;1730;24.0;1540;21.5;720.0;11.0;1270.0;520.0;16.0;1060.0;20.5;83.5;1920.0;9.5
482;15 jaar of ouder;Midden-Limburg (AM);202300;5280;26.0;1900;27.5;1510;22.0;680.0;10.5;3120.0;690.0;17.5;2560.0;53.5;82.0;1890.0;9.5
483;15 jaar of ouder;Zuid-Holland Centraal (AM);294010;8100;27.5;2670;25.5;2330;22.5;1150.0;12.0;3860.0;1010.0;17.0;2830.0;39.5;73.5;790.0;2.5
484;15 jaar of ouder;Gorinchem (AM);116090;2100;18.0;700;26.5;570;21.5;260.0;11.0;1060.0;260.0;18.0;910.0;48.0;85.5;600.0;5.0
485;15 jaar tot AOW-leeftijd;Nederland;11148080;448680;40.0;148250;25.5;125960;21.5;59780.0;10.5;165440.0;43480.0;17.0;126710.0;28.0;76.5;96370.0;8.5
486;15 jaar tot AOW-leeftijd;Noord-Nederland (LD);1108940;53470;48.0;18670;26.0;16110;22.5;8340.0;11.5;23550.0;6290.0;18.5;18860.0;35.5;80.0;14560.0;13.0
487;15 jaar tot AOW-leeftijd;Oost-Nederland (LD);2333090;83820;36.0;28740;26.5;23650;21.5;11930.0;11.0;35090.0;9340.0;18.5;27420.0;32.5;78.0;21890.0;9.5
488;15 jaar tot AOW-leeftijd;West-Nederland (LD);5343980;229820;43.0;71400;24.5;58970;20.0;28750.0;10.0;77680.0;20330.0;16.0;58000.0;25.0;74.5;30840.0;6.0
489;15 jaar tot AOW-leeftijd;Zuid-Nederland (LD);2362060;81150;34.5;27150;26.0;21730;20.5;10760.0;10.5;29120.0;7520.0;18.0;22420.0;27.5;77.0;28860.0;12.0
490;15 jaar tot AOW-leeftijd;Groningen (PV);392750;21800;55.5;7580;26.0;6560;22.5;3440.0;12.0;9660.0;2440.0;17.5;7980.0;36.5;82.5;5900.0;15.0
491;15 jaar tot AOW-leeftijd;Friesland (PV);410430;19490;47.5;6640;26.0;5570;22.0;2830.0;11.0;6980.0;1920.0;18.0;5610.0;29.0;80.5;4390.0;10.5
492;15 jaar tot AOW-leeftijd;Drenthe (PV);305760;12190;40.0;4450;27.0;3980;24.0;2070.0;12.5;6910.0;1920.0;21.0;5280.0;43.5;76.5;4270.0;14.0
