ID;TypeReIntegratieParticipatievoorz;StatusVoorziening;RegioS;Perioden;ReIntegratieParticipatievoorzieningen_1
264;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 januari;38110
265;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 februari;38160
266;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 maart;37890
267;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 april;37150
268;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 mei;36680
269;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 juni;35880
270;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 juli;35630
271;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 augustus;35680
272;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Holland (PV);2024 september;36180
273;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 januari;48620
274;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 februari;47910
275;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 maart;48410
276;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 april;49240
277;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 mei;49960
278;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 juni;49690
279;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 juli;50030
280;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 augustus;50670
281;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 september;51230
282;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 oktober;51180
283;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 november;51730
284;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2023 december;49590
285;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 januari;51360
286;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 februari;52220
287;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 maart;52920
288;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 april;53150
289;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 mei;53760
290;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 juni;53900
291;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 juli;54480
292;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 augustus;54470
293;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zuid-Holland (PV);2024 september;55660
294;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 januari;5480
295;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 februari;5570
296;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 maart;5700
297;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 april;5720
298;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 mei;5620
299;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 juni;5580
300;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 juli;5510
301;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 augustus;5510
302;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 september;5600
303;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 oktober;5670
304;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 november;5720
305;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2023 december;5400
306;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 januari;5730
307;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 februari;5820
308;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 maart;5870
309;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 april;5870
310;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 mei;5850
311;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 juni;5680
312;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 juli;5670
313;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 augustus;5720
314;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Zeeland (PV);2024 september;5770
315;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 januari;25450
316;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 februari;25680
317;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 maart;25970
318;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 april;26040
319;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 mei;26270
320;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 juni;25840
321;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 juli;26060
322;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 augustus;26040
323;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 september;26610
324;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 oktober;26690
325;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 november;26980
326;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2023 december;25290
327;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 januari;27230
328;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 februari;27640
329;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 maart;28090
330;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 april;28380
331;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 mei;28680
332;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 juni;28550
333;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 juli;28660
334;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 augustus;28730
335;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Brabant (PV);2024 september;29590
336;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 januari;12610
337;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 februari;12600
338;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 maart;12720
339;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 april;12760
340;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 mei;12930
341;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 juni;12890
342;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 juli;13160
343;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 augustus;13210
344;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 september;13390
345;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 oktober;13270
346;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 november;13870
347;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2023 december;13190
348;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 januari;13530
349;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 februari;13320
350;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 maart;13240
351;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 april;13570
352;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 mei;13540
353;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 juni;13380
354;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 juli;13440
355;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 augustus;13290
356;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Limburg (PV);2024 september;13370
357;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 januari;2720
358;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 februari;2700
359;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 maart;3110
360;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 april;3120
361;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 mei;2700
362;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 juni;2690
363;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 juli;2730
364;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 augustus;2730
365;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 september;2770
366;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 oktober;2780
367;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 november;2780
368;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2023 december;2700
369;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 januari;2800
370;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 februari;2790
371;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 maart;2810
372;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 april;2790
373;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 mei;2800
374;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 juni;2800
375;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 juli;2790
376;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 augustus;2740
377;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Oost-Groningen (CR);2024 september;2730
378;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 januari;630
379;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 februari;630
380;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 maart;650
381;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 april;650
382;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 mei;660
383;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 juni;660
384;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 juli;640
385;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 augustus;640
386;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 september;690
387;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 oktober;690
388;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 november;960
389;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2023 december;920
390;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 januari;950
391;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 februari;930
392;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 maart;880
393;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 april;840
394;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 mei;800
395;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 juni;580
396;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 juli;590
397;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 augustus;520
398;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Delfzijl en omgeving (CR);2024 september;530
399;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 januari;6980
400;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 februari;7220
401;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 maart;7380
402;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 april;7590
403;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 mei;7770
404;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 juni;7810
405;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 juli;7850
406;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 augustus;7950
407;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 september;8290
408;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 oktober;8440
409;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 november;8700
410;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2023 december;8580
411;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 januari;8900
412;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 februari;9130
413;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 maart;9240
414;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 april;9410
415;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 mei;9570
416;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 juni;9600
417;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 juli;9600
418;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 augustus;9590
419;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Overig Groningen (CR);2024 september;9820
420;Totaal re-integratie-/participatievoorz.;Lopend eind verslagperiode;Noord-Friesland (CR);2023 januari;6150
