ID;BedrijfstakkenBranchesSBI2008;TypeGefailleerde;Perioden;UitgesprokenFaillissementen_1
8980;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 32;4
8981;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 33;4
8982;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 34;2
8983;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 35;5
8984;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 36;3
8985;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 37;12
8986;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 38;3
8987;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 39;6
8988;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 40;6
8989;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 41;2
8990;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 42;5
8991;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 43;3
8992;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 44;7
8993;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 45;6
8994;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 46;4
8995;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 47;6
8996;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 48;5
8997;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 49;11
8998;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 50;4
8999;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 51;9
9000;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2019 week 52;6
9001;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 1;1
9002;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 2;7
9003;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 3;8
9004;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 4;4
9005;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 5;10
9006;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 6;1
9007;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 7;5
9008;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 8;11
9009;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 9;7
9010;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 10;5
9011;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 11;2
9012;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 12;1
9013;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 13;4
9014;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 14;3
9015;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 15;4
9016;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 16;5
9017;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 17;10
9018;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 18;8
9019;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 19;8
9020;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 20;6
9021;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 21;13
9022;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 22;9
9023;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 23;9
9024;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 24;4
9025;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 25;6
9026;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 26;3
9027;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 27;2
9028;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 28;6
9029;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 29;8
9030;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 30;2
9031;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 31;2
9032;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 32;5
9033;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 33;4
9034;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 34;3
9035;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 35;1
9036;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 36;3
9037;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 37;7
9038;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 38;4
9039;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 39;4
9040;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 40;2
9041;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 41;0
9042;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 42;5
9043;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 43;3
9044;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 44;8
9045;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 45;2
9046;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 46;3
9047;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 47;5
9048;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 48;4
9049;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 49;6
9050;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 50;2
9051;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 51;4
9052;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 52;5
9053;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2020 week 53;0
9054;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 1;3
9055;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 2;1
9056;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 3;2
9057;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 4;3
9058;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 5;6
9059;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 6;5
9060;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 7;1
9061;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 8;2
9062;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 9;2
9063;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 10;3
9064;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 11;4
9065;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 12;3
9066;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 13;1
9067;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 14;4
9068;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 15;3
9069;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 16;4
9070;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 17;1
9071;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 18;5
9072;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 19;2
9073;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 20;4
9074;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 21;0
9075;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 22;3
9076;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 23;4
9077;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 24;3
9078;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 25;3
9079;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 26;5
9080;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 27;6
9081;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 28;2
9082;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 29;2
9083;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 30;1
9084;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 31;1
9085;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 32;0
9086;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 33;1
9087;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 34;0
9088;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 35;2
9089;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 36;1
9090;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 37;2
9091;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 38;7
9092;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 39;6
9093;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 40;1
9094;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 41;1
9095;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 42;1
9096;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 43;2
9097;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 44;3
9098;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 45;3
9099;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 46;4
9100;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 47;2
9101;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 48;7
9102;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 49;2
9103;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 50;2
9104;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 51;1
9105;N Verhuur en overige zakelijke diensten;Bedrijven, instellingen en eenmanszaken;2021 week 52;4
9106;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 1;0
9107;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 2;1
9108;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 3;1
9109;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 4;1
9110;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 5;3
9111;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 6;1
9112;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 7;2
9113;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 8;1
9114;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 9;3
9115;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 10;3
9116;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 11;0
9117;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 12;1
9118;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 13;0
9119;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 14;2
9120;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 15;1
9121;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 16;1
9122;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 17;0
9123;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 18;1
9124;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 19;0
9125;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 20;2
9126;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 21;0
9127;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 22;1
9128;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 23;0
9129;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 24;1
9130;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 25;0
9131;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 26;0
9132;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 27;1
9133;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 28;1
9134;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 29;0
9135;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 30;2
9136;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 31;0
9137;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 32;0
9138;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 33;0
9139;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 34;0
9140;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 35;1
9141;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 36;0
9142;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 37;3
9143;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 38;0
9144;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 39;1
9145;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 40;0
9146;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 41;2
9147;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 42;0
9148;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 43;0
9149;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 44;1
9150;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 45;3
9151;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 46;1
9152;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 47;0
9153;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 48;0
9154;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 49;0
9155;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 50;2
9156;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 51;1
9157;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2019 week 52;1
9158;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 1;0
9159;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 2;1
9160;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 3;1
9161;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 4;0
9162;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 5;3
9163;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 6;0
9164;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 7;1
9165;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 8;3
9166;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 9;1
9167;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 10;0
9168;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 11;0
9169;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 12;0
9170;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 13;0
9171;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 14;0
9172;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 15;0
9173;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 16;0
9174;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 17;0
9175;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 18;1
9176;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 19;1
9177;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 20;1
9178;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 21;5
9179;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 22;2
9180;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 23;3
9181;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 24;0
9182;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 25;0
9183;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 26;0
9184;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 27;1
9185;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 28;0
9186;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 29;0
9187;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 30;0
9188;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 31;0
9189;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 32;0
9190;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 33;1
9191;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 34;1
9192;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 35;0
9193;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 36;0
9194;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 37;1
9195;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 38;0
9196;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 39;0
9197;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 40;0
9198;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 41;0
9199;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 42;1
9200;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 43;0
9201;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 44;1
9202;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 45;0
9203;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 46;0
9204;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 47;0
9205;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 48;0
9206;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 49;0
9207;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 50;0
9208;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 51;0
9209;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 52;3
9210;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2020 week 53;0
9211;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 1;0
9212;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 2;0
9213;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 3;0
9214;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 4;0
9215;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 5;1
9216;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 6;2
9217;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 7;0
9218;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 8;0
9219;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 9;2
9220;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 10;0
9221;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 11;0
9222;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 12;0
9223;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 13;0
9224;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 14;0
9225;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 15;1
9226;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 16;1
9227;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 17;0
9228;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 18;1
9229;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 19;1
9230;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 20;1
9231;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 21;0
9232;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 22;0
9233;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 23;0
9234;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 24;0
9235;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 25;0
9236;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 26;2
9237;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 27;1
9238;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 28;0
9239;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 29;1
9240;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 30;0
9241;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 31;1
9242;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 32;0
9243;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 33;0
9244;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 34;0
9245;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 35;0
9246;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 36;0
9247;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 37;1
9248;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 38;2
9249;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 39;1
9250;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 40;0
9251;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 41;0
9252;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 42;0
9253;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 43;0
9254;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 44;1
9255;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 45;1
9256;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 46;1
9257;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 47;0
9258;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 48;1
9259;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 49;0
9260;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 50;1
9261;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 51;0
9262;N Verhuur en overige zakelijke diensten;Natuurlijke personen met eenmanszaak;2021 week 52;0
9263;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 1;2
9264;N Verhuur en overige zakelijke diensten;Bedrijven en instellingen;2019 week 2;8
