ID;WijkenEnGemeenten;BewoondeHuizen_1;OnbewoondeWoonhuizen_2;WoonhuizenInAanbouw_3;OverigeOnbewoondeGebouwen_4;PermanentAanwezig_5;TijdelijkAanwezig_6;PermanentAanwezig_7;TijdelijkAanwezig_8;Mannen_9;Vrouwen_10;TotaleBevolking_11;Mannen_12;Vrouwen_13;Pagina_14
8881;B, E, Huizen;208;11;0;16;0;0;0;0;555;533;1088;19;7;ZH020
8882;B, F, Huizen;64;4;2;0;0;0;0;0;150;135;285;2;2;ZH020
8883;B, F, Tijd. aanw. schepen;0;0;0;0;0;6;0;0;0;0;0;14;9;ZH020
8884;K, Totaal;5952;200;14;648;275;142;0;0;17344;19656;37000;997;865;ZH020
8885;K, A, Kaz. der Pontonniers en Mil. Hosp.;24;0;0;0;0;0;0;0;105;67;172;53;2;ZH019
8886;K, A, Het St. Jacobsgesticht;1;0;0;0;0;0;0;0;12;43;55;0;0;ZH019
8887;K, A, Overige huizen;409;17;0;127;0;0;0;0;1262;1482;2744;52;57;ZH019
8888;"K, B, Doofstommen-Instituut ""Effatha""";1;0;0;0;0;0;0;0;14;14;28;3;0;ZH020
8889;K, B, Het Pleegzusterhuis;1;0;0;0;0;0;0;0;0;10;10;0;0;ZH020
8890;K, B, Overige huizen;262;13;0;60;0;0;0;0;649;824;1473;64;55;ZH020
8891;K, C, Toevlucht v. dakloozen en L. Heils;1;0;0;0;0;0;0;0;22;4;26;1;1;ZH020
8892;K, C, de H. Maria school;1;0;0;0;0;0;0;0;0;22;22;0;0;ZH020
8893;K, C, Het Huis van bewaring;1;0;0;0;0;0;0;0;1;3;4;28;7;ZH020
8894;K, C, den Koningshof;10;0;0;0;0;0;0;0;0;12;12;0;0;ZH020
8895;K, C, den Arend Maartenshof;36;0;0;0;0;0;0;0;0;41;41;0;0;ZH020
8896;K, C, den Van Slingelandtshof;31;0;0;0;0;0;0;0;0;31;31;0;0;ZH020
8897;K, C, Overige huizen;1584;25;0;171;0;0;0;0;4842;5429;10271;121;121;ZH020
8898;K, D, de Lengenhof;47;0;0;0;0;0;0;0;0;59;59;0;1;ZH020
8899;K, D, Bestedelingenhuis;1;0;0;0;0;0;0;0;72;36;108;0;0;ZH020
8900;K, D, Overige huizen;965;12;0;173;0;0;0;0;2750;3138;5888;99;92;ZH020
8901;K, E, Klara en Mariahof;17;0;0;0;0;0;0;0;2;23;25;0;0;ZH020
8902;K, E, Het Kinderziekenhuis;1;0;0;0;0;0;0;0;0;8;8;8;6;ZH020
8903;K, E, Het Gast- of ziekenhuis;1;0;0;0;0;0;0;0;6;10;16;19;25;ZH020
8904;K, E, Overige huizen;1581;113;14;71;0;0;0;0;4022;4677;8699;143;150;ZH020
8905;K, F, Vereenigd Armen-, Wees- en Nieu...;1;0;0;0;0;0;0;0;88;86;174;0;3;ZH020
8906;K, F, Overige huizen;976;20;0;46;0;0;0;0;2883;3123;6006;65;112;ZH020
8907;K, F, Schepen;0;0;0;0;275;0;0;0;614;514;1128;15;6;ZH020
8908;K, F, Tijd. aanw. schepen;0;0;0;0;0;142;0;0;0;0;0;326;227;ZH020
8909;Onbekend;0;0;0;0;0;0;0;0;12;1;13;0;0;ZH020
8910;Algemeen totaal;1216;84;10;54;1;1;0;0;3099;2845;5944;44;54;ZH021
8911;B, Totaal;688;48;2;34;1;1;0;0;1852;1666;3518;29;30;ZH021
8912;B, A, Huizen;251;8;0;5;0;0;0;0;647;600;1247;6;5;ZH021
8913;B, B, Huizen;17;1;0;3;0;0;0;0;41;38;79;3;3;ZH021
8914;B, C, Huizen;49;5;0;0;0;0;0;0;139;115;254;1;1;ZH021
8915;B, D, Huizen;60;4;0;3;0;0;0;0;145;135;280;1;1;ZH021
8916;B, E, Huizen;71;6;0;1;0;0;0;0;227;203;430;0;3;ZH021
8917;B, F, Huizen;4;2;0;2;0;0;0;0;8;5;13;1;0;ZH021
8918;B, G, Huizen;150;7;2;11;0;0;0;0;404;358;762;2;10;ZH021
8919;B, H, Huizen;66;10;0;4;0;0;0;0;173;160;333;11;6;ZH021
8920;B, H, Schepen;0;0;0;0;1;0;0;0;5;3;8;0;0;ZH021
8921;B, H, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;3;1;ZH021
8922;B, I, Huizen;20;5;0;5;0;0;0;0;63;49;112;1;0;ZH021
8923;K, Totaal;528;36;8;20;0;0;0;0;1246;1179;2425;15;24;ZH020
8924;K, A, Huizen;97;6;0;2;0;0;0;0;240;220;460;7;10;ZH020
8925;K, A.A, Huizen;184;14;8;4;0;0;0;0;506;430;936;1;6;ZH020
8926;K, E, Huizen;247;16;0;14;0;0;0;0;500;529;1029;7;8;ZH020
8927;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;ZH021
8928;Algemeen totaal;206;3;0;7;0;0;0;0;627;559;1186;12;17;ZH021
8929;B, Totaal;130;0;0;2;0;0;0;0;467;387;854;9;13;ZH021
8930;B, A, Huizen;16;0;0;1;0;0;0;0;92;72;164;4;5;ZH021
8931;B, B, Huizen;97;0;0;1;0;0;0;0;326;269;595;4;4;ZH021
8932;B, C, Huizen;17;0;0;0;0;0;0;0;49;46;95;1;4;ZH021
8933;K, Totaal;76;3;0;5;0;0;0;0;160;172;332;3;4;ZH021
8934;K, A, Huizen;65;2;0;3;0;0;0;0;127;139;266;3;4;ZH021
8935;K, B, Huizen;11;1;0;2;0;0;0;0;33;33;66;0;0;ZH021
8936;Algemeen totaal;249;11;0;24;0;0;0;0;543;553;1096;29;21;ZH021
8937;B, Totaal;47;4;0;2;0;0;0;0;122;133;255;10;7;ZH021
8938;B, A, Huizen;11;2;0;0;0;0;0;0;29;29;58;2;2;ZH021
8939;B, B, Huizen;23;1;0;0;0;0;0;0;58;58;116;3;2;ZH021
8940;B, C, Huizen;13;1;0;2;0;0;0;0;35;46;81;5;3;ZH021
8941;K, Totaal;202;7;0;22;0;0;0;0;421;420;841;19;14;ZH021
8942;K, A, Huizen;144;6;0;12;0;0;0;0;280;301;581;11;7;ZH021
8943;K, C, Huizen;58;1;0;10;0;0;0;0;141;119;260;8;7;ZH021
8944;Algemeen totaal;238;2;0;71;0;0;0;0;562;598;1160;24;15;ZH022
8945;B, Totaal;34;0;0;6;0;0;0;0;103;105;208;2;0;ZH022
8946;B, Huizen;34;0;0;6;0;0;0;0;103;105;208;2;0;ZH022
8947;K, Totaal;204;2;0;65;0;0;0;0;459;493;952;22;15;ZH022
8948;K, Huizen;204;2;0;65;0;0;0;0;459;493;952;22;15;ZH022
8949;Algemeen totaal;2068;74;6;299;12;58;2;0;5623;6232;11855;399;266;ZH023
8950;B, Totaal;131;13;0;0;12;48;2;0;384;363;747;115;77;ZH023
8951;B, E, Huizen;131;13;0;0;0;0;0;0;349;334;683;3;9;ZH023
8952;B, E, Schepen;0;0;0;0;12;0;0;0;31;26;57;0;1;ZH023
8953;B, E, Tijd. aanw. schepen;0;0;0;0;0;48;0;0;0;0;0;112;67;ZH023
8954;B, E, Woonwagens;0;0;0;0;0;0;2;0;4;3;7;0;0;ZH023
8955;K, Totaal;1937;61;6;299;0;10;0;0;5236;5869;11105;284;189;ZH023
8956;K, A, Biz. Strafgev. v. Vrouwen;1;0;0;0;0;0;0;0;3;11;14;0;0;ZH022
8957;K, A, Overige huizen;464;10;0;69;0;0;0;0;1222;1351;2573;56;39;ZH022
8958;K, B, Burger Kinder Weeshuis;1;0;0;0;0;0;0;0;11;9;20;0;0;ZH022
8959;K, B, Overige huizen;564;21;2;101;0;0;0;0;1554;1787;3341;60;56;ZH022
8960;"K, C, Artil. Kaz. ""Smakheul""";1;0;0;0;0;0;0;0;27;0;27;1;0;ZH022
8961;"K, C, Artil. Kaz. ""Willemskaz.""";1;0;0;0;0;0;0;0;96;3;99;48;0;ZH022
8962;K, C, R.K. Weezen- en Armengest.;1;0;0;0;0;0;0;0;10;21;31;0;0;ZH022
8963;K, C, Het Oude Mannenhuis;1;0;0;0;0;0;0;0;7;2;9;0;0;ZH023
8964;K, C, Kostschool v. Jongens;1;0;0;0;0;0;0;0;13;5;18;3;1;ZH023
8965;K, C, Het Oude Vrouwenhuis;1;0;0;0;0;0;0;0;0;14;14;0;0;ZH023
8966;K, C, Overige huizen;425;16;4;67;0;0;0;0;1066;1271;2337;48;35;ZH023
8967;K, D, Het Ziekengasthuis;1;0;0;0;0;0;0;0;4;5;9;6;6;ZH023
8968;K, D, Het Militair Hospitaal;1;0;0;0;0;0;0;0;4;4;8;10;0;ZH023
8969;K, D, R.K. Liefdegesticht;1;0;0;0;0;0;0;0;0;16;16;0;0;ZH023
8970;K, D, Herv. Diaconie-Armhuis;1;0;0;0;0;0;0;0;26;24;50;0;0;ZH023
8971;K, D, Overige huizen;472;14;0;62;0;0;0;0;1193;1346;2539;30;39;ZH023
8972;K, D, Tijd. aanw. schepen;0;0;0;0;0;10;0;0;0;0;0;22;13;ZH023
8973;Onbekend;0;0;0;0;0;0;0;0;3;0;3;0;0;ZH023
8974;Algemeen totaal;4563;107;116;744;27;47;0;0;10502;11583;22085;472;339;ZH024
8975;B, Totaal;276;2;16;14;0;0;0;0;431;434;865;10;5;ZH024
8976;B, Q, Huizen;8;0;0;0;0;0;0;0;18;11;29;0;0;ZH024
8977;B, S, Huizen;224;2;16;10;0;0;0;0;283;307;590;6;0;ZH024
8978;B, T, Huizen;44;0;0;4;0;0;0;0;130;116;246;10;5;ZH024
8979;K, Totaal;4287;105;100;730;27;47;0;0;10069;11149;21218;462;334;ZH024
8980;K, A, Huizen;140;2;0;33;0;0;0;0;317;438;755;21;13;ZH023
8981;K, B, St. Catharina gasthuis;1;0;0;0;0;0;0;0;8;7;15;10;12;ZH023
8982;K, B, Hoffmans gesticht;1;0;0;0;0;0;0;0;0;14;14;0;1;ZH023
8983;K, B, R.K. Instell. v. liefdadigh.;1;0;0;0;0;0;0;0;0;20;20;0;0;ZH023
8984;K, B, Israel. Oude Mannen- en Vrouwenh.;1;0;0;0;0;0;0;0;13;20;33;0;0;ZH023
8985;K, B, Overige huizen;175;4;0;35;0;0;0;0;347;503;850;27;23;ZH023
8986;K, C, R.K. Weesh. v. St. Joseph;1;0;0;0;0;0;0;0;1;12;13;0;0;ZH023
8987;K, C, Overige huizen;206;6;0;25;0;0;0;0;434;551;985;34;25;ZH023
8988;K, D, Huizen;85;0;0;16;0;0;0;0;238;273;511;11;10;ZH023
8989;K, E, Het Oude Vrouwenhuis;1;0;0;0;0;0;0;0;0;32;32;0;1;ZH023
8990;K, E, Overige huizen;87;1;0;16;0;0;0;0;188;239;427;7;7;ZH023
8991;K, F, Het Oude Mannenhuis;1;0;0;0;0;0;0;0;41;5;46;0;0;ZH023
8992;K, F, Bestuur v/h Vereen. Wees- en Aa...;1;0;0;0;0;0;0;0;35;36;71;0;0;ZH023
8993;K, F, Overige huizen;123;2;0;18;0;0;0;0;262;272;534;2;2;ZH023
8994;K, G, Huizen;115;1;0;39;0;0;0;0;251;268;519;6;7;ZH024
8995;K, H, Huizen;126;2;0;32;0;0;0;0;526;610;1136;23;15;ZH024
8996;K, I, Huizen;185;13;0;25;0;0;0;0;317;331;648;13;9;ZH024
8997;K, K, Huizen;189;13;0;48;0;0;0;0;526;507;1033;15;10;ZH024
8998;K, L, De Werkinr. tot wering bedelarij;1;0;0;0;0;0;0;0;28;11;39;0;0;ZH024
8999;K, L, Overige huizen;281;7;0;35;0;0;0;0;679;777;1456;12;6;ZH024
9000;K, M, Militair gebouw;1;0;0;0;0;0;0;0;92;18;110;30;1;ZH024
9001;K, M, Overige huizen;233;2;0;37;0;0;0;0;565;539;1104;8;4;ZH024
9002;K, N, Huizen;329;8;0;31;0;0;0;0;639;713;1352;14;18;ZH024
9003;K, O, Het Bestedelingshuis;1;0;0;0;0;0;0;0;14;10;24;0;0;ZH024
9004;K, O, Overige huizen;503;13;0;125;0;0;0;0;1159;1229;2388;19;11;ZH024
9005;K, P, Huizen;514;7;68;95;0;0;0;0;1219;1252;2471;24;16;ZH024
9006;K, Q, Huizen;236;12;1;37;0;0;0;0;491;652;1143;38;27;ZH024
9007;K, R, Huizen;629;11;31;66;0;0;0;0;1332;1424;2756;37;40;ZH024
9008;K, R.R, Huizen;98;1;0;7;0;0;0;0;242;273;515;3;7;ZH024
9009;K, S, Huizen;22;0;0;10;0;0;0;0;48;60;108;2;3;ZH024
9010;K, S, Schepen;0;0;0;0;27;0;0;0;57;53;110;1;0;ZH024
9011;K, S, Tijd. aanw. schepen;0;0;0;0;0;47;0;0;0;0;0;105;66;ZH024
9012;Onbekend;0;0;0;0;0;0;0;0;2;0;2;0;0;ZH024
9013;Algemeen totaal;386;24;0;21;12;3;0;0;901;917;1818;44;38;ZH025
9014;B, Totaal;286;23;0;9;12;3;0;0;700;699;1399;37;27;ZH025
9015;B, A, Huizen;88;10;0;3;0;0;0;0;225;213;438;15;15;ZH024
9016;B, A, Schepen;0;0;0;0;11;0;0;0;23;22;45;0;0;ZH024
9017;B, B, Huizen;198;13;0;6;0;0;0;0;450;462;912;14;8;ZH024
9018;B, B, Schepen;0;0;0;0;1;0;0;0;2;2;4;0;0;ZH025
9019;B, B, Tijd. aanw. schepen;0;0;0;0;0;3;0;0;0;0;0;8;4;ZH025
9020;K, Totaal;100;1;0;12;0;0;0;0;200;218;418;7;11;ZH024
9021;K, A, Huizen;100;1;0;12;0;0;0;0;200;218;418;7;11;ZH024
9022;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;ZH025
9023;Algemeen totaal;122;8;0;0;0;0;0;0;295;300;595;15;27;ZH025
9024;B, Totaal;81;2;0;0;0;0;0;0;196;204;400;9;16;ZH025
9025;B, Huizen;81;2;0;0;0;0;0;0;196;204;400;9;16;ZH025
9026;K, Totaal;41;6;0;0;0;0;0;0;99;96;195;6;11;ZH025
9027;K, Huizen;41;6;0;0;0;0;0;0;99;96;195;6;11;ZH025
9028;Algemeen totaal;242;10;0;17;7;0;0;0;632;592;1224;30;22;ZH025
9029;B, Totaal;97;5;0;2;0;0;0;0;256;242;498;11;4;ZH025
9030;B, B, Tiengemeten, Huizen;3;2;0;2;0;0;0;0;6;7;13;2;1;ZH025
9031;B, B, Langeweg, Huizen;1;0;0;0;0;0;0;0;4;2;6;1;0;ZH025
9032;B, B, Molendijk, Huizen;10;1;0;0;0;0;0;0;17;27;44;2;1;ZH025
9033;B, B, Oudendijk, Huizen;29;0;0;0;0;0;0;0;99;91;190;1;0;ZH025
9034;B, B, Hoogendijk, Huizen;9;1;0;0;0;0;0;0;17;15;32;0;0;ZH025
9035;B, B, Gebrokendijk, Huizen;4;0;0;0;0;0;0;0;5;3;8;0;0;ZH025
9036;B, B, Westdijk, Huizen;2;1;0;0;0;0;0;0;13;11;24;0;1;ZH025
9037;B, B, Nieuwendijk, Huizen;39;0;0;0;0;0;0;0;95;86;181;5;1;ZH025
9038;K, Totaal;145;5;0;15;7;0;0;0;376;350;726;19;18;ZH025
9039;K, A, Huizen;145;5;0;15;0;0;0;0;363;337;700;19;18;ZH025
9040;K, A, Schepen;0;0;0;0;7;0;0;0;13;13;26;0;0;ZH025
9041;Algemeen totaal;869;49;0;40;1;3;0;0;1992;1849;3841;49;37;ZH026
9042;B, Totaal;159;13;0;2;0;0;0;0;403;339;742;9;8;ZH026
9043;B, C, Strijenschedijk, Huizen;15;4;0;0;0;0;0;0;34;27;61;0;0;ZH026
9044;B, C, 't Spui, Huizen;4;0;0;1;0;0;0;0;4;5;9;0;0;ZH026
9045;B, C, de Wacht, Huizen;36;2;0;1;0;0;0;0;71;65;136;3;2;ZH026
9046;B, C, Boomendijk, Huizen;4;0;0;0;0;0;0;0;26;17;43;0;0;ZH026
9047;B, C, Schenkeldijk, Huizen;83;7;0;0;0;0;0;0;218;176;394;6;6;ZH026
9048;B, C, Nieuw Bonaventura, Huizen;14;0;0;0;0;0;0;0;42;41;83;0;0;ZH026
9049;B, C, Putterhoekschen dijk, Huizen;2;0;0;0;0;0;0;0;5;7;12;0;0;ZH026
9050;B, C, Polder groot Koninkr., Huizen;1;0;0;0;0;0;0;0;3;1;4;0;0;ZH026
9051;K, Totaal;710;36;0;38;1;3;0;0;1589;1509;3098;40;29;ZH026
9052;K, A, Huizen;317;28;0;20;0;0;0;0;729;675;1404;12;16;ZH025
9053;K, B, Huizen;393;8;0;18;0;0;0;0;857;832;1689;22;9;ZH025
9054;K, B, Schepen;0;0;0;0;1;0;0;0;3;2;5;0;0;ZH026
9055;K, B, Tijd. aanw. schepen;0;0;0;0;0;3;0;0;0;0;0;6;4;ZH026
9056;Onbekend;0;0;0;0;0;0;0;0;0;1;1;0;0;ZH026
9057;Algemeen totaal;34009;1679;312;505;52;87;1;11;93092;112930;206022;4218;2959;ZH028
9058;K, Totaal;34009;1679;312;505;52;87;1;11;93067;112916;205983;4218;2959;ZH028
9059;K, 1, N.H. Oude M.- en Vr.huis;1;0;0;0;0;0;0;0;77;71;148;0;1;ZH026
9060;K, 1, Geref. Weeshuis kerk B;1;0;0;0;0;0;0;0;1;5;6;0;1;ZH026
9061;K, 1, St. Bernardus Gesticht;1;0;0;0;0;0;0;0;0;13;13;0;0;ZH026
9062;K, 1, Ned. Herv. Weeshuis;1;0;0;0;0;0;0;0;163;137;300;0;0;ZH026
9063;K, 1, van Doeveren Stichting;1;0;0;0;0;0;0;0;18;18;36;0;0;ZH026
9064;K, 1, Overige huizen;5672;445;95;97;0;0;0;0;22244;23833;46077;324;302;ZH026
9065;K, 1, Schepen;0;0;0;0;2;0;0;0;2;2;4;0;0;ZH026
9066;K, 1, Tijdelijk aanw. schepen;0;0;0;0;0;5;0;0;0;0;0;11;6;ZH026
9067;K, 1, Tijd. aanw. woonwagens;0;0;0;0;0;0;0;11;0;0;0;26;19;ZH026
9068;K, 2, Gemeente Ziekenhuis;1;0;0;0;0;0;0;0;20;89;109;115;112;ZH026
9069;K, 2, Israelitisch Weeshuis;1;0;0;0;0;0;0;0;16;11;27;0;0;ZH026
9070;K, 2, Evang. Luth. Weeshuis;1;0;0;0;0;0;0;0;21;29;50;0;0;ZH026
9071;K, 2, Dr. Meijer-Stichting;1;0;0;0;0;0;0;0;18;0;18;0;0;ZH026
9072;K, 2, H. Aloysius-Stichting;1;0;0;0;0;0;0;0;0;39;39;0;0;ZH026
9073;K, 2, H. Car. Boromeus-Stichting;1;0;0;0;0;0;0;0;0;28;28;0;0;ZH026
9074;K, 2, Leger des Heils No.2;1;0;0;0;0;0;0;0;0;2;2;0;0;ZH026
9075;K, 2, R.K. Ziekenh. v.d. H. Joannes Deo;1;0;0;0;0;0;0;0;3;56;59;15;37;ZH026
9076;K, 2, Israelitisch Ziekenhuis;1;0;0;0;0;0;0;0;2;2;4;3;2;ZH026
9077;K, 2, Volkskosthuis;1;0;0;0;0;0;0;0;32;1;33;9;0;ZH026
9078;K, 2, Gest. van Barmhartigheid;1;0;0;0;0;0;0;0;19;84;103;0;0;ZH026
9079;K, 2, Idioten-Gesticht;1;0;0;0;0;0;0;0;24;28;52;0;0;ZH027
9080;K, 2, Gem. Bestedelingenhuis;1;0;0;0;0;0;0;0;124;97;221;0;0;ZH027
9081;K, 2, Huis van Bewaring;2;0;0;0;0;0;0;0;2;4;6;105;7;ZH027
9082;K, 2, R.K. Weesh. en Oude M.-en Vr.huis;1;0;0;0;0;0;0;0;257;264;521;0;0;ZH027
9083;K, 2, Overige huizen;4052;284;46;80;0;0;0;0;10465;12312;22777;191;154;ZH027
9084;K, 2, Keeten;1;0;0;0;0;0;0;0;2;2;4;0;0;ZH027
9085;K, 2, Schepen;0;0;0;0;17;0;0;0;53;40;93;0;0;ZH027
9086;K, 2, Tijdelijk aanw. schepen;0;0;0;0;0;7;0;0;0;0;0;16;13;ZH027
9087;K, 3, Geneesk. Gest. v. Krankz.;1;0;0;0;0;0;0;0;107;156;263;0;2;ZH027
9088;K, 3, Schiefbaan Hovius-Stichting;1;0;0;0;0;0;0;0;238;150;388;0;0;ZH027
9089;K, 3, Tehuis voor vrouwen;1;0;0;0;0;0;0;0;1;22;23;0;7;ZH027
9090;K, 3, Burger Weeshuis;1;0;0;0;0;0;0;0;18;30;48;5;1;ZH027
9091;K, 3, H. Vincentius-Gesticht;1;0;0;0;0;0;0;0;50;1;51;0;0;ZH027
9092;K, 3, St. Joseph-Gesticht;1;0;0;0;0;0;0;0;0;25;25;0;0;ZH027
9093;K, 3, St. Nicolaas-Gasthuis;1;0;0;0;0;0;0;0;1;27;28;0;0;ZH027
9094;K, 3, Oude Mannenhuis;1;0;0;0;0;0;0;0;20;2;22;0;0;ZH027
9095;K, 3, St. Willibrordus-Gesticht;1;0;0;0;0;0;0;0;0;63;63;0;0;ZH027
9096;K, 3, Militaire Bakkerij;1;0;0;0;0;0;0;0;1;1;2;1;1;ZH027
9097;K, 3, Overige huizen;3865;227;9;31;0;0;0;0;10839;11960;22799;155;134;ZH027
9098;K, 3, Schepen;0;0;0;0;4;0;0;0;8;8;16;0;0;ZH027
9099;K, 3, Tijd. aanw. schepen;0;0;0;0;0;15;0;0;0;0;0;40;28;ZH027
9100;K, 4, Diaconessenhuis;1;0;0;0;0;0;0;0;2;68;70;10;43;ZH027
9101;K, 4, Kinderziekenhuis;1;0;0;0;0;0;0;0;0;12;12;16;11;ZH027
9102;K, 4, Inrichting voor ooglijders;1;0;0;0;0;0;0;0;4;10;14;1;0;ZH027
9103;K, 4, Christina-Stichting;1;0;0;0;0;0;0;0;13;20;33;0;0;ZH027
9104;K, 4, Maria-School;1;0;0;0;0;0;0;0;0;32;32;0;0;ZH027
9105;K, 4, Maria-Gesticht;1;0;0;0;0;0;0;0;1;51;52;0;0;ZH027
9106;K, 4, Toevlucht voor dakloozen;1;0;0;0;0;0;0;0;43;0;43;19;0;ZH027
9107;K, 4, Overige huizen;5428;197;74;23;0;0;0;0;13383;20217;33600;879;732;ZH027
9108;K, 4, Keet;1;0;0;0;0;0;0;0;5;5;10;0;0;ZH027
9109;K, 4, Schepen;0;0;0;0;3;0;0;0;8;5;13;0;0;ZH027
9110;K, 5, Milit. woningen Atjehstraat;84;0;0;0;0;0;0;0;116;119;235;0;0;ZH027
9111;K, 5, Louisa-Stichting;1;0;0;0;0;0;0;0;18;18;36;0;0;ZH027
9112;K, 5, Frederikskazerne;1;0;0;0;0;0;0;0;126;33;159;114;1;ZH027
9113;K, 5, Alexanderkazerne;1;0;0;0;0;0;0;0;467;14;481;178;1;ZH027
9114;K, 5, Overige huizen;2594;40;19;13;0;0;0;0;4939;8926;13865;499;402;ZH027
9115;K, 6, Inrichting Salem;1;0;0;0;0;0;0;0;0;14;14;0;1;ZH027
9116;K, 6, H. Car. Boromeus-Sticht. No.2;1;0;0;0;0;0;0;0;0;8;8;0;0;ZH027
9117;K, 6, Oranjekazerne;1;0;0;0;0;0;0;0;459;41;500;233;0;ZH027
9118;K, 6, H. Joannes de Deo-Gesticht;1;0;0;0;0;0;0;0;14;0;14;1;0;ZH027
9119;K, 6, Haagsche Kookschool;1;0;0;0;0;0;0;0;0;32;32;0;0;ZH027
9120;K, 6, Milit. won. Boorlaan en Geschut...;2;0;0;0;0;0;0;0;7;5;12;0;1;ZH027
9121;K, 6, Overige huizen;2560;63;21;17;0;0;0;0;5828;8874;14702;502;456;ZH027
9122;K, 6, Schepen;0;0;0;0;3;0;0;0;4;4;8;0;0;ZH028
9123;K, 6, Tijd. aanw. schepen;0;0;0;0;0;9;0;0;0;0;0;19;17;ZH028
9124;K, 7, Leger des Heils No.1;1;0;0;0;0;0;0;0;0;3;3;0;1;ZH028
9125;K, 7, Mil. woning Schedeldoeksh.;1;0;0;0;0;0;0;0;2;3;5;0;0;ZH028
9126;K, 7, Militair Hospitaal;1;0;0;0;0;0;0;0;10;8;18;55;1;ZH028
9127;K, 7, Isr. Oude M.-en Vr.huis;1;0;0;0;0;0;0;0;22;24;46;0;0;ZH028
9128;K, 7, Waalsche Weeshuis;2;0;0;0;0;0;0;0;18;24;42;0;0;ZH028
9129;K, 7, Leger des Heils No.3;1;0;0;0;0;0;0;0;0;13;13;0;2;ZH028
9130;K, 7, Toevlucht voor behoeftigen;1;0;0;0;0;0;0;0;18;1;19;0;0;ZH028
9131;K, 7, Overige huizen;4914;387;7;91;0;0;0;0;11601;12475;24076;293;205;ZH028
9132;K, 7, Schepen;0;0;0;0;21;0;0;0;49;31;80;0;0;ZH028
9133;K, 7, Woonwagen;0;0;0;0;0;0;1;0;2;3;5;0;0;ZH028
9134;K, 7, Tijd. aanw. schepen;0;0;0;0;0;50;0;0;0;0;0;128;91;ZH028
9135;K, 8, Kostsch. Turner en Riegen;1;0;0;0;0;0;0;0;0;32;32;0;0;ZH028
9136;K, 8, Sanatorium v. Zenuwlijders;1;0;0;0;0;0;0;0;9;16;25;2;2;ZH028
9137;"K, 8, Herstellingsoord ""Villa Elizabeth""";1;0;0;0;0;0;0;0;1;9;10;0;3;ZH028
9138;K, 8, Tehuis v. Zenuwlijderessen;1;0;0;0;0;0;0;0;0;26;26;0;9;ZH028
9139;K, 8, Milit. woning Waalsdorp;1;0;0;0;0;0;0;0;1;3;4;0;0;ZH028
9140;K, 8, Strafgevangenis;13;0;0;0;0;0;0;0;163;35;198;73;9;ZH028
9141;K, 8, Gesticht de Voorzienigheid;1;0;0;0;0;0;0;0;0;187;187;0;1;ZH028
9142;K, 8, O.M.-, Vr.-en Weezengest.;1;0;0;0;0;0;0;0;15;14;29;0;0;ZH028
9143;K, 8, Sanatorium Winternitz;2;0;0;0;0;0;0;0;1;3;4;0;1;ZH028
9144;K, 8, Sophia-Stichting;1;0;0;0;0;0;0;0;1;3;4;0;0;ZH028
9145;K, 8, Inricht v. Ziekenverpleging;1;0;0;0;0;0;0;0;0;7;7;0;0;ZH028
9146;K, 8, Dames Kostsch. Villa Nieuw Pano...;1;0;0;0;0;0;0;0;0;14;14;0;0;ZH028
9147;K, 8, Overige huizen;4757;36;41;153;0;0;0;0;10865;11859;22724;178;139;ZH028
9148;K, 8, Schepen;0;0;0;0;2;0;0;0;6;3;9;0;0;ZH028
9149;K, 8, Tijdelijk aanwezig schip;0;0;0;0;0;1;0;0;0;0;0;2;3;ZH028
9150;Onbekend;0;0;0;0;0;0;0;0;25;14;39;0;0;ZH028
9151;Algemeen totaal;1130;46;10;70;0;8;0;0;2948;2766;5714;141;97;ZH029
9152;B, Totaal;593;31;1;24;0;8;0;0;1684;1566;3250;108;62;ZH029
9153;B, B, Huizen;355;18;0;13;0;0;0;0;1047;967;2014;30;34;ZH029
9154;B, C, Hoek v. Holland, Pantserf;1;0;0;0;0;0;0;0;0;0;0;15;0;ZH029
9155;B, C, Hoek van Holland, Overige huizen;237;13;1;11;0;0;0;0;634;599;1233;47;28;ZH029
9156;B, C, Hoek v. Holland, Tijd. aanw. sch.;0;0;0;0;0;8;0;0;3;0;3;16;0;ZH029
9157;K, Totaal;537;15;9;46;0;0;0;0;1263;1200;2463;33;35;ZH028
9158;K, A, Huizen;537;15;9;46;0;0;0;0;1263;1200;2463;33;35;ZH028
9159;Onbekend;0;0;0;0;0;0;0;0;1;0;1;0;0;ZH029
9160;Algemeen totaal;288;18;0;17;1;1;0;1;779;727;1506;45;47;ZH029
9161;B, Totaal;176;10;0;4;1;1;0;1;496;435;931;33;34;ZH029
9162;B, A, Gelkenes, Huizen;104;8;0;4;0;0;0;0;273;246;519;15;16;ZH029
9163;B, A, Gelkenes, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;3;2;ZH029
9164;B, A, Gelkenes, Tijd. aanw. woonwagen;0;0;0;0;0;0;0;1;0;0;0;5;2;ZH029
9165;B, C, Graafl. en Achterl., Huizen;72;2;0;0;0;0;0;0;222;189;411;10;14;ZH029
