ID;SICOrInstitutionalSector;TypeOfCapitalAsset;Periods;CapitalStockOpeningBalanceSheet_1;Revaluation_2;InvestInFixedAssetsProdAndImport_3;Depreciation_4;TradeAndOtherChanges_5;StatisticalDiscrepancy_6;CapitalStockClosingBalanceSheet_7;VolumeIndices2021100_8
226;A-U All economic activities;Other road transport equipment;2018;11881.0;-12.0;4280.0;2173.0;-772.0;-1.0;13203.0;84.6
227;A-U All economic activities;Other road transport equipment;2019;13203.0;165.0;4560.0;2416.0;-738.0;1.0;14775.0;93.5
228;A-U All economic activities;Other road transport equipment;2020;14775.0;234.0;3717.0;2598.0;-767.0;-1.0;15360.0;95.7
229;A-U All economic activities;Other road transport equipment;2021;15360.0;207.0;4542.0;2752.0;-1083.0;0.0;16274.0;100.0
230;A-U All economic activities;Other road transport equipment;2022;16274.0;822.0;4530.0;2987.0;-912.0;1.0;17728.0;103.7
231;A-U All economic activities;Other road transport equipment;2023;17728.0;1151.0;5719.0;3346.0;-1321.0;-1.0;19930.0;109.5
232;A-U All economic activities;Trains and trams;1995;2635.0;18.0;297.0;193.0;0.0;0.0;2757.0;64.3
233;A-U All economic activities;Trains and trams;1996;2757.0;68.0;260.0;204.0;0.0;0.0;2881.0;65.6
234;A-U All economic activities;Trains and trams;1997;2881.0;41.0;183.0;209.0;0.0;0.0;2896.0;65.0
235;A-U All economic activities;Trains and trams;1998;2896.0;71.0;176.0;213.0;0.0;0.0;2930.0;64.2
236;A-U All economic activities;Trains and trams;1999;2930.0;16.0;66.0;210.0;0.0;0.0;2802.0;61.1
237;A-U All economic activities;Trains and trams;2000;2802.0;62.0;172.0;210.0;0.0;0.0;2826.0;60.3
238;A-U All economic activities;Trains and trams;2001;2826.0;124.0;200.0;218.0;0.0;0.0;2932.0;59.9
239;A-U All economic activities;Trains and trams;2002;2932.0;125.0;269.0;228.0;0.0;0.0;3098.0;60.7
240;A-U All economic activities;Trains and trams;2003;3098.0;66.0;527.0;243.0;0.0;-1.0;3447.0;66.1
241;A-U All economic activities;Trains and trams;2004;3447.0;203.0;484.0;274.0;0.0;-1.0;3859.0;69.9
242;A-U All economic activities;Trains and trams;2005;3859.0;128.0;435.0;295.0;0.0;1.0;4128.0;72.4
243;A-U All economic activities;Trains and trams;2006;4128.0;42.0;394.0;306.0;0.0;-1.0;4257.0;73.9
244;A-U All economic activities;Trains and trams;2007;4257.0;72.0;310.0;315.0;0.0;0.0;4324.0;73.8
245;A-U All economic activities;Trains and trams;2008;4324.0;161.0;414.0;331.0;0.0;0.0;4568.0;75.2
246;A-U All economic activities;Trains and trams;2009;4568.0;175.0;578.0;354.0;0.0;0.0;4967.0;78.7
247;A-U All economic activities;Trains and trams;2010;4967.0;154.0;434.0;375.0;0.0;-1.0;5179.0;79.6
248;A-U All economic activities;Trains and trams;2011;5179.0;124.0;441.0;389.0;0.0;0.0;5355.0;80.4
249;A-U All economic activities;Trains and trams;2012;5355.0;171.0;509.0;408.0;0.0;0.0;5627.0;81.9
250;A-U All economic activities;Trains and trams;2013;5627.0;138.0;481.0;424.0;0.0;0.0;5822.0;82.7
251;A-U All economic activities;Trains and trams;2014;5822.0;189.0;422.0;441.0;0.0;0.0;5992.0;82.4
252;A-U All economic activities;Trains and trams;2015;5992.0;160.0;405.0;452.0;0.0;0.0;6105.0;81.8
253;A-U All economic activities;Trains and trams;2016;6105.0;83.0;542.0;460.0;0.0;1.0;6271.0;82.9
254;A-U All economic activities;Trains and trams;2017;6271.0;39.0;1701.0;503.0;0.0;0.0;7508.0;98.6
255;A-U All economic activities;Trains and trams;2018;7508.0;-45.0;463.0;536.0;0.0;0.0;7390.0;97.7
256;A-U All economic activities;Trains and trams;2019;7390.0;261.0;655.0;559.0;0.0;0.0;7747.0;98.9
257;A-U All economic activities;Trains and trams;2020;7747.0;119.0;628.0;574.0;0.0;-1.0;7919.0;99.6
258;A-U All economic activities;Trains and trams;2021;7919.0;134.0;624.0;589.0;0.0;0.0;8088.0;100.0
259;A-U All economic activities;Trains and trams;2022;8088.0;400.0;475.0;617.0;0.0;0.0;8346.0;98.3
260;A-U All economic activities;Trains and trams;2023;8346.0;275.0;464.0;630.0;0.0;-1.0;8454.0;96.4
261;A-U All economic activities;Ships;1995;9140.0;168.0;632.0;513.0;-18.0;1.0;9410.0;66.0
262;A-U All economic activities;Ships;1996;9410.0;-71.0;762.0;519.0;-1.0;0.0;9581.0;67.7
263;A-U All economic activities;Ships;1997;9581.0;-45.0;478.0;524.0;0.0;0.0;9490.0;67.4
264;A-U All economic activities;Ships;1998;9490.0;510.0;741.0;558.0;0.0;0.0;10183.0;68.6
265;A-U All economic activities;Ships;1999;10183.0;115.0;844.0;577.0;0.0;-1.0;10564.0;70.4
266;A-U All economic activities;Ships;2000;10564.0;65.0;564.0;590.0;0.0;1.0;10604.0;70.2
267;A-U All economic activities;Ships;2001;10604.0;-325.0;443.0;572.0;0.0;-1.0;10149.0;69.3
268;A-U All economic activities;Ships;2002;10149.0;628.0;463.0;606.0;0.0;1.0;10635.0;68.4
269;A-U All economic activities;Ships;2003;10635.0;244.0;575.0;620.0;0.0;1.0;10835.0;68.1
270;A-U All economic activities;Ships;2004;10835.0;-212.0;472.0;607.0;0.0;0.0;10488.0;67.3
271;A-U All economic activities;Ships;2005;10488.0;206.0;522.0;617.0;0.0;1.0;10600.0;66.7
272;A-U All economic activities;Ships;2006;10600.0;77.0;772.0;625.0;0.0;0.0;10824.0;67.6
273;A-U All economic activities;Ships;2007;10824.0;-11.0;1048.0;637.0;0.0;0.0;11224.0;70.2
274;A-U All economic activities;Ships;2008;11224.0;208.0;1326.0;672.0;0.0;0.0;12086.0;74.2
275;A-U All economic activities;Ships;2009;12086.0;279.0;922.0;707.0;0.0;0.0;12580.0;75.5
276;A-U All economic activities;Ships;2010;12580.0;207.0;1188.0;735.0;0.0;-1.0;13239.0;78.1
277;A-U All economic activities;Ships;2011;13239.0;-207.0;1388.0;749.0;0.0;0.0;13671.0;82.0
278;A-U All economic activities;Ships;2012;13671.0;-86.0;848.0;762.0;0.0;0.0;13671.0;82.5
279;A-U All economic activities;Ships;2013;13671.0;182.0;1041.0;783.0;0.0;0.0;14111.0;84.0
280;A-U All economic activities;Ships;2014;14111.0;278.0;777.0;808.0;0.0;1.0;14359.0;83.8
281;A-U All economic activities;Ships;2015;14359.0;164.0;1098.0;826.0;0.0;0.0;14795.0;85.4
282;A-U All economic activities;Ships;2016;14795.0;-169.0;1100.0;831.0;0.0;-1.0;14894.0;87.0
283;A-U All economic activities;Ships;2017;14894.0;-339.0;1832.0;841.0;-13.0;1.0;15534.0;92.8
284;A-U All economic activities;Ships;2018;15534.0;-288.0;1004.0;851.0;0.0;0.0;15399.0;93.7
285;A-U All economic activities;Ships;2019;15399.0;176.0;2447.0;899.0;0.0;0.0;17123.0;103.1
286;A-U All economic activities;Ships;2020;17123.0;-35.0;613.0;928.0;0.0;1.0;16774.0;101.2
287;A-U All economic activities;Ships;2021;16774.0;573.0;756.0;956.0;0.0;-1.0;17146.0;100.0
288;A-U All economic activities;Ships;2022;17146.0;494.0;1639.0;999.0;0.0;1.0;18281.0;103.6
289;A-U All economic activities;Ships;2023;18281.0;627.0;1539.0;1062.0;0.0;1.0;19386.0;106.3
290;A-U All economic activities;Aircraft;1995;6256.0;-21.0;1142.0;643.0;-24.0;0.0;6710.0;103.8
291;A-U All economic activities;Aircraft;1996;6710.0;-23.0;688.0;664.0;-263.0;-1.0;6447.0;100.1
292;A-U All economic activities;Aircraft;1997;6447.0;96.0;558.0;643.0;-35.0;0.0;6423.0;98.3
293;A-U All economic activities;Aircraft;1998;6423.0;65.0;594.0;639.0;-11.0;0.0;6432.0;97.4
294;A-U All economic activities;Aircraft;1999;6432.0;91.0;316.0;629.0;-140.0;1.0;6071.0;90.7
295;A-U All economic activities;Aircraft;2000;6071.0;99.0;929.0;627.0;-29.0;-1.0;6442.0;94.7
296;A-U All economic activities;Aircraft;2001;6442.0;-37.0;581.0;631.0;-142.0;1.0;6214.0;91.8
297;A-U All economic activities;Aircraft;2002;6214.0;56.0;363.0;607.0;-118.0;-1.0;5907.0;86.5
298;A-U All economic activities;Aircraft;2003;5907.0;-94.0;1158.0;602.0;-130.0;0.0;6239.0;92.9
299;A-U All economic activities;Aircraft;2004;6239.0;35.0;435.0;612.0;-99.0;0.0;5998.0;88.8
300;A-U All economic activities;Aircraft;2005;5998.0;253.0;401.0;608.0;-127.0;1.0;5918.0;84.1
301;A-U All economic activities;Aircraft;2006;5918.0;93.0;567.0;593.0;-129.0;1.0;5857.0;81.9
302;A-U All economic activities;Aircraft;2007;5857.0;127.0;51.0;565.0;-123.0;-1.0;5346.0;73.2
303;A-U All economic activities;Aircraft;2008;5346.0;272.0;364.0;545.0;-104.0;0.0;5333.0;69.5
304;A-U All economic activities;Aircraft;2009;5333.0;195.0;895.0;562.0;-86.0;-1.0;5774.0;72.5
305;A-U All economic activities;Aircraft;2010;5774.0;136.0;336.0;570.0;-91.0;1.0;5586.0;68.6
306;A-U All economic activities;Aircraft;2011;5586.0;22.0;637.0;547.0;-141.0;1.0;5558.0;68.0
307;A-U All economic activities;Aircraft;2012;5558.0;431.0;781.0;576.0;-172.0;-1.0;6021.0;68.3
308;A-U All economic activities;Aircraft;2013;6021.0;-57.0;600.0;556.0;-174.0;1.0;5835.0;66.8
309;A-U All economic activities;Aircraft;2014;5835.0;172.0;461.0;545.0;-202.0;0.0;5721.0;63.7
310;A-U All economic activities;Aircraft;2015;5721.0;1312.0;1473.0;666.0;-89.0;0.0;7751.0;70.2
311;A-U All economic activities;Aircraft;2016;7751.0;136.0;2535.0;767.0;-146.0;1.0;9510.0;84.6
312;A-U All economic activities;Aircraft;2017;9510.0;296.0;1978.0;889.0;-168.0;0.0;10727.0;92.5
313;A-U All economic activities;Aircraft;2018;10727.0;-289.0;1251.0;902.0;-128.0;0.0;10659.0;94.5
314;A-U All economic activities;Aircraft;2019;10659.0;727.0;1866.0;995.0;-62.0;0.0;12195.0;101.2
315;A-U All economic activities;Aircraft;2020;12195.0;-94.0;939.0;1008.0;-152.0;0.0;11880.0;99.4
316;A-U All economic activities;Aircraft;2021;11880.0;-101.0;1163.0;986.0;-102.0;0.0;11854.0;100.0
317;A-U All economic activities;Aircraft;2022;11854.0;1891.0;1211.0;1139.0;-103.0;-1.0;13713.0;99.8
318;A-U All economic activities;Aircraft;2023;13713.0;924.0;1820.0;1229.0;-176.0;0.0;15052.0;102.6
319;A-U All economic activities;Computers;1995;6040.0;-831.0;2427.0;1606.0;0.0;0.0;6030.0;5.9
320;A-U All economic activities;Computers;1996;6030.0;-1130.0;2902.0;1574.0;0.0;0.0;6228.0;7.5
321;A-U All economic activities;Computers;1997;6228.0;-50.0;3107.0;1900.0;0.0;0.0;7385.0;9.0
322;A-U All economic activities;Computers;1998;7385.0;-1522.0;3348.0;1845.0;0.0;-1.0;7365.0;11.3
323;A-U All economic activities;Computers;1999;7365.0;-1285.0;3852.0;1937.0;0.0;0.0;7995.0;14.9
324;A-U All economic activities;Computers;2000;7995.0;-790.0;3895.0;2207.0;0.0;-1.0;8892.0;18.4
325;A-U All economic activities;Computers;2001;8892.0;-1215.0;3997.0;2351.0;0.0;0.0;9323.0;22.3
326;A-U All economic activities;Computers;2002;9323.0;-1280.0;3645.0;2431.0;0.0;-1.0;9256.0;25.7
327;A-U All economic activities;Computers;2003;9256.0;-1066.0;3812.0;2524.0;0.0;1.0;9479.0;29.7
328;A-U All economic activities;Computers;2004;9479.0;-631.0;3758.0;2714.0;0.0;0.0;9892.0;33.2
329;A-U All economic activities;Computers;2005;9892.0;-1007.0;3861.0;2764.0;0.0;0.0;9982.0;37.3
330;A-U All economic activities;Computers;2006;9982.0;-924.0;3877.0;2827.0;0.0;0.0;10108.0;41.6
331;A-U All economic activities;Computers;2007;10108.0;-581.0;4238.0;3000.0;0.0;1.0;10766.0;47.0
332;A-U All economic activities;Computers;2008;10766.0;-1047.0;4262.0;3052.0;0.0;-1.0;10928.0;52.9
333;A-U All economic activities;Computers;2009;10928.0;-789.0;4144.0;3158.0;0.0;0.0;11125.0;58.0
334;A-U All economic activities;Computers;2010;11125.0;-271.0;3938.0;3355.0;0.0;0.0;11437.0;61.1
335;A-U All economic activities;Computers;2011;11437.0;-525.0;4163.0;3436.0;0.0;0.0;11639.0;65.2
336;A-U All economic activities;Computers;2012;11639.0;-213.0;4156.0;3596.0;0.0;0.0;11986.0;68.4
337;A-U All economic activities;Computers;2013;11986.0;-41.0;4129.0;3761.0;0.0;0.0;12313.0;70.5
338;A-U All economic activities;Computers;2014;12313.0;-38.0;4071.0;3877.0;0.0;0.0;12469.0;71.6
339;A-U All economic activities;Computers;2015;12469.0;-287.0;4104.0;3881.0;0.0;0.0;12405.0;73.0
340;A-U All economic activities;Computers;2016;12405.0;-369.0;3991.0;3840.0;0.0;-1.0;12186.0;73.9
341;A-U All economic activities;Computers;2017;12186.0;-42.0;4212.0;3901.0;0.0;-1.0;12454.0;75.7
342;A-U All economic activities;Computers;2018;12454.0;31.0;4311.0;3999.0;0.0;0.0;12797.0;77.6
343;A-U All economic activities;Computers;2019;12797.0;-461.0;5056.0;4019.0;0.0;0.0;13373.0;84.2
344;A-U All economic activities;Computers;2020;13373.0;-292.0;5672.0;4229.0;0.0;0.0;14524.0;93.5
345;A-U All economic activities;Computers;2021;14524.0;162.0;5647.0;4618.0;0.0;0.0;15715.0;100.0
346;A-U All economic activities;Computers;2022;15715.0;863.0;6408.0;5228.0;0.0;0.0;17758.0;107.1
347;A-U All economic activities;Computers;2023;17758.0;77.0;5661.0;5525.0;0.0;1.0;17972.0;107.9
348;A-U All economic activities;Telecommunications equipment;1995;946.0;-8.0;428.0;418.0;0.0;0.0;948.0;17.7
349;A-U All economic activities;Telecommunications equipment;1996;948.0;-2.0;498.0;431.0;0.0;1.0;1014.0;19.0
350;A-U All economic activities;Telecommunications equipment;1997;1014.0;-43.0;542.0;443.0;0.0;0.0;1070.0;20.9
351;A-U All economic activities;Telecommunications equipment;1998;1070.0;-33.0;684.0;485.0;0.0;0.0;1236.0;24.9
352;A-U All economic activities;Telecommunications equipment;1999;1236.0;-44.0;778.0;550.0;-2.0;1.0;1419.0;29.7
353;A-U All economic activities;Telecommunications equipment;2000;1419.0;-15.0;766.0;622.0;0.0;0.0;1548.0;32.7
354;A-U All economic activities;Telecommunications equipment;2001;1548.0;-66.0;684.0;643.0;0.0;0.0;1523.0;33.6
355;A-U All economic activities;Telecommunications equipment;2002;1523.0;-78.0;625.0;629.0;0.0;0.0;1441.0;33.5
356;A-U All economic activities;Telecommunications equipment;2003;1441.0;-67.0;674.0;616.0;0.0;0.0;1432.0;34.9
357;A-U All economic activities;Telecommunications equipment;2004;1432.0;-97.0;679.0;601.0;0.0;-1.0;1412.0;37.0
358;A-U All economic activities;Telecommunications equipment;2005;1412.0;-83.0;715.0;602.0;0.0;0.0;1442.0;40.1
359;A-U All economic activities;Telecommunications equipment;2006;1442.0;-92.0;800.0;619.0;0.0;0.0;1531.0;45.5
360;A-U All economic activities;Telecommunications equipment;2007;1531.0;-88.0;861.0;658.0;0.0;0.0;1646.0;51.9
361;A-U All economic activities;Telecommunications equipment;2008;1646.0;-19.0;836.0;719.0;0.0;0.0;1744.0;55.6
362;A-U All economic activities;Telecommunications equipment;2009;1744.0;-30.0;845.0;757.0;0.0;0.0;1802.0;58.5
363;A-U All economic activities;Telecommunications equipment;2010;1802.0;-65.0;868.0;773.0;0.0;0.0;1832.0;61.7
364;A-U All economic activities;Telecommunications equipment;2011;1832.0;-97.0;1107.0;809.0;0.0;0.0;2033.0;72.3
365;A-U All economic activities;Telecommunications equipment;2012;2033.0;-67.0;1122.0;886.0;0.0;-1.0;2201.0;80.9
366;A-U All economic activities;Telecommunications equipment;2013;2201.0;-61.0;1127.0;951.0;0.0;0.0;2316.0;87.5
367;A-U All economic activities;Telecommunications equipment;2014;2316.0;-92.0;1183.0;994.0;0.0;-1.0;2412.0;94.9
368;A-U All economic activities;Telecommunications equipment;2015;2412.0;-207.0;1143.0;1021.0;0.0;1.0;2328.0;100.2
369;A-U All economic activities;Telecommunications equipment;2016;2328.0;-53.0;1029.0;1097.0;0.0;0.0;2207.0;97.2
370;A-U All economic activities;Telecommunications equipment;2017;2207.0;-84.0;948.0;1078.0;0.0;0.0;1993.0;91.3
371;A-U All economic activities;Telecommunications equipment;2018;1993.0;-23.0;1031.0;1064.0;0.0;1.0;1938.0;89.8
372;A-U All economic activities;Telecommunications equipment;2019;1938.0;-56.0;1410.0;1103.0;0.0;0.0;2189.0;104.5
373;A-U All economic activities;Telecommunications equipment;2020;2189.0;-65.0;1089.0;1137.0;0.0;0.0;2076.0;102.1
374;A-U All economic activities;Telecommunications equipment;2021;2076.0;19.0;1098.0;1140.0;0.0;-1.0;2052.0;100.0
375;A-U All economic activities;Telecommunications equipment;2022;2052.0;37.0;1379.0;1195.0;0.0;1.0;2274.0;108.9
376;A-U All economic activities;Telecommunications equipment;2023;2274.0;-65.0;1391.0;1238.0;0.0;0.0;2362.0;116.4
377;A-U All economic activities;Machinery and equipment;1995;104400.0;89.0;11824.0;9590.0;-53.0;-1.0;106669.0;75.5
378;A-U All economic activities;Machinery and equipment;1996;106669.0;-432.0;12747.0;9694.0;-102.0;0.0;109188.0;77.6
379;A-U All economic activities;Machinery and equipment;1997;109188.0;840.0;14721.0;10143.0;-125.0;0.0;114481.0;80.7
380;A-U All economic activities;Machinery and equipment;1998;114481.0;431.0;14863.0;10592.0;-219.0;0.0;118964.0;83.6
381;A-U All economic activities;Machinery and equipment;1999;118964.0;319.0;17105.0;11116.0;-24.0;0.0;125248.0;87.7
382;A-U All economic activities;Machinery and equipment;2000;125248.0;2039.0;16088.0;11870.0;-33.0;0.0;131472.0;90.6
383;A-U All economic activities;Machinery and equipment;2001;131472.0;1134.0;14469.0;12393.0;-25.0;0.0;134657.0;92.0
384;A-U All economic activities;Machinery and equipment;2002;134657.0;3764.0;13762.0;12937.0;-47.0;1.0;139200.0;92.5
385;A-U All economic activities;Machinery and equipment;2003;139200.0;281.0;12871.0;13021.0;-31.0;-1.0;139299.0;92.4
386;A-U All economic activities;Machinery and equipment;2004;139299.0;1480.0;12459.0;13183.0;-25.0;0.0;140030.0;91.9
387;A-U All economic activities;Machinery and equipment;2005;140030.0;2002.0;12728.0;13325.0;-680.0;-1.0;140754.0;91.1
388;A-U All economic activities;Machinery and equipment;2006;140754.0;2110.0;14159.0;13525.0;-482.0;-1.0;143015.0;91.2
389;A-U All economic activities;Machinery and equipment;2007;143015.0;2851.0;15566.0;13876.0;-146.0;0.0;147410.0;92.2
390;A-U All economic activities;Machinery and equipment;2008;147410.0;4358.0;17726.0;14538.0;-171.0;-1.0;154784.0;94.0
391;A-U All economic activities;Machinery and equipment;2009;154784.0;2394.0;16249.0;14963.0;-170.0;0.0;158294.0;94.7
392;A-U All economic activities;Machinery and equipment;2010;158294.0;2840.0;15104.0;15230.0;-210.0;0.0;160798.0;94.5
393;A-U All economic activities;Machinery and equipment;2011;160798.0;1513.0;17811.0;15456.0;-25.0;-1.0;164640.0;95.8
394;A-U All economic activities;Machinery and equipment;2012;164640.0;3937.0;16626.0;15926.0;-53.0;0.0;169224.0;96.2
395;A-U All economic activities;Machinery and equipment;2013;169224.0;1232.0;15779.0;15976.0;-344.0;0.0;169915.0;95.9
396;A-U All economic activities;Machinery and equipment;2014;169915.0;1478.0;16833.0;16032.0;-423.0;-1.0;171770.0;96.1
397;A-U All economic activities;Machinery and equipment;2015;171770.0;4669.0;17274.0;16443.0;-61.0;0.0;177209.0;96.5
398;A-U All economic activities;Machinery and equipment;2016;177209.0;1178.0;16678.0;16543.0;-48.0;1.0;178475.0;96.6
399;A-U All economic activities;Machinery and equipment;2017;178475.0;1330.0;17507.0;16708.0;-91.0;-1.0;180512.0;96.9
400;A-U All economic activities;Machinery and equipment;2018;180512.0;2579.0;18436.0;17068.0;-117.0;1.0;184343.0;97.6
401;A-U All economic activities;Machinery and equipment;2019;184343.0;4743.0;19555.0;17691.0;-116.0;1.0;190835.0;98.5
402;A-U All economic activities;Machinery and equipment;2020;190835.0;1260.0;19506.0;18086.0;-75.0;0.0;193440.0;99.2
403;A-U All economic activities;Machinery and equipment;2021;193440.0;3748.0;20247.0;18581.0;-82.0;-1.0;198771.0;100.0
404;A-U All economic activities;Machinery and equipment;2022;198771.0;16140.0;23853.0;20429.0;-483.0;1.0;217853.0;101.4
405;A-U All economic activities;Machinery and equipment;2023;217853.0;9179.0;25382.0;21651.0;-674.0;-1.0;230088.0;102.7
406;A-U All economic activities;Other tangible fixed assets;1995;15108.0;302.0;2885.0;3247.0;-5.0;-1.0;15042.0;68.0
407;A-U All economic activities;Other tangible fixed assets;1996;15042.0;301.0;3113.0;3282.0;0.0;0.0;15174.0;67.2
408;A-U All economic activities;Other tangible fixed assets;1997;15174.0;224.0;3723.0;3361.0;0.0;0.0;15760.0;68.8
409;A-U All economic activities;Other tangible fixed assets;1998;15760.0;366.0;4170.0;3546.0;1.0;-1.0;16750.0;71.5
410;A-U All economic activities;Other tangible fixed assets;1999;16750.0;192.0;4480.0;3733.0;0.0;-1.0;17688.0;74.6
