ID;Geslacht;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
1611;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2012/'13;1620.0
1612;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2013/'14;1740.0
1613;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2014/'15;1470.0
1614;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2015/'16;1450.0
1615;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2016/'17;1540.0
1616;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2017/'18;1650.0
1617;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2018/'19;1760.0
1618;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2019/'20;1890.0
1619;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2020/'21;2020.0
1620;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2021/'22;1870.0
1621;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2022/'23;2000.0
1622;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2023/'24;1950.0
1623;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Bachelor- en doctoraalopleidingen;2024/'25;1690.0
1624;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2011/'12;0.0
1625;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2012/'13;0.0
1626;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2013/'14;0.0
1627;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2014/'15;0.0
1628;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2015/'16;0.0
1629;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2016/'17;0.0
1630;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2017/'18;0.0
1631;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2018/'19;0.0
1632;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2019/'20;10.0
1633;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2020/'21;0.0
1634;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2021/'22;0.0
1635;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2022/'23;0.0
1636;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2023/'24;0.0
1637;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma combinatie natuur;Master- en vervolgopleidingen;2024/'25;10.0
1638;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2011/'12;0.0
1639;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2012/'13;20.0
1640;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2013/'14;10.0
1641;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2014/'15;10.0
1642;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2015/'16;10.0
1643;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2016/'17;0.0
1644;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2017/'18;0.0
1645;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2018/'19;10.0
1646;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2019/'20;10.0
1647;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2020/'21;10.0
1648;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2021/'22;10.0
1649;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2022/'23;0.0
1650;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2023/'24;10.0
1651;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Opleidingsfase totaal;2024/'25;10.0
1652;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2011/'12;0.0
1653;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2012/'13;20.0
1654;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2013/'14;10.0
1655;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2014/'15;10.0
1656;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2015/'16;10.0
1657;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2016/'17;0.0
1658;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2017/'18;0.0
1659;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2018/'19;10.0
1660;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2019/'20;10.0
1661;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2020/'21;10.0
1662;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2021/'22;10.0
1663;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2022/'23;0.0
1664;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2023/'24;10.0
1665;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Bachelor- en doctoraalopleidingen;2024/'25;10.0
1666;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2011/'12;0.0
1667;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2012/'13;0.0
1668;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2013/'14;0.0
1669;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2014/'15;0.0
1670;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2015/'16;0.0
1671;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2016/'17;0.0
1672;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2017/'18;0.0
1673;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2018/'19;0.0
1674;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2019/'20;0.0
1675;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2020/'21;0.0
1676;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2021/'22;0.0
1677;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2022/'23;0.0
1678;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2023/'24;0.0
1679;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Vwo-diploma overige profielcombinaties;Master- en vervolgopleidingen;2024/'25;0.0
1680;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2011/'12;31040.0
1681;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2012/'13;29050.0
1682;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2013/'14;31660.0
1683;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2014/'15;31370.0
1684;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2015/'16;28200.0
1685;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2016/'17;29850.0
1686;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2017/'18;32740.0
1687;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2018/'19;33660.0
1688;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2019/'20;34170.0
1689;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2020/'21;38790.0
1690;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2021/'22;35870.0
1691;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2022/'23;32090.0
1692;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2023/'24;30290.0
1693;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Opleidingsfase totaal;2024/'25;29330.0
1694;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2011/'12;31020.0
1695;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2012/'13;29010.0
1696;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2013/'14;31640.0
1697;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2014/'15;31350.0
1698;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2015/'16;28180.0
1699;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2016/'17;29830.0
1700;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2017/'18;32730.0
1701;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2018/'19;33640.0
1702;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2019/'20;34160.0
1703;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2020/'21;38770.0
1704;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2021/'22;35850.0
1705;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2022/'23;32070.0
1706;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2023/'24;30270.0
1707;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Bachelor- en doctoraalopleidingen;2024/'25;29300.0
1708;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2011/'12;20.0
1709;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2012/'13;30.0
1710;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2013/'14;20.0
1711;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2014/'15;20.0
1712;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2015/'16;20.0
1713;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2016/'17;20.0
1714;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2017/'18;20.0
1715;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2018/'19;20.0
1716;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2019/'20;20.0
1717;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2020/'21;20.0
1718;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2021/'22;20.0
1719;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2022/'23;20.0
1720;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2023/'24;20.0
1721;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Mbo/Bol-diploma;Master- en vervolgopleidingen;2024/'25;30.0
1722;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2011/'12;
1723;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2012/'13;
1724;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2013/'14;
1725;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2014/'15;
1726;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2015/'16;
1727;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2016/'17;
1728;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2017/'18;
1729;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2018/'19;
1730;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2019/'20;
1731;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2020/'21;
1732;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2021/'22;
1733;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2022/'23;
1734;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2023/'24;
1735;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Opleidingsfase totaal;2024/'25;
1736;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2011/'12;
1737;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2012/'13;
1738;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2013/'14;
1739;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2014/'15;
1740;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2015/'16;
1741;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2016/'17;
1742;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2017/'18;
1743;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2018/'19;
1744;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2019/'20;
1745;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2020/'21;
1746;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2021/'22;
1747;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2022/'23;
1748;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2023/'24;
1749;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Bachelor- en doctoraalopleidingen;2024/'25;
1750;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2011/'12;
1751;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2012/'13;
1752;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2013/'14;
1753;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2014/'15;
1754;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2015/'16;
1755;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2016/'17;
1756;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2017/'18;
1757;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2018/'19;
1758;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2019/'20;
1759;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2020/'21;
1760;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2021/'22;
1761;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2022/'23;
1762;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2023/'24;
1763;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-propedeuse;Master- en vervolgopleidingen;2024/'25;
1764;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2011/'12;
1765;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2012/'13;
1766;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2013/'14;
1767;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2014/'15;
1768;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2015/'16;
1769;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2016/'17;
1770;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2017/'18;
1771;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2018/'19;
1772;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2019/'20;
1773;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2020/'21;
1774;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2021/'22;
1775;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2022/'23;
1776;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2023/'24;
1777;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Opleidingsfase totaal;2024/'25;
1778;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Bachelor- en doctoraalopleidingen;2011/'12;
1779;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Bachelor- en doctoraalopleidingen;2012/'13;
1780;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Bachelor- en doctoraalopleidingen;2013/'14;
1781;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Bachelor- en doctoraalopleidingen;2014/'15;
1782;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Bachelor- en doctoraalopleidingen;2015/'16;
1783;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Hbo-diploma;Bachelor- en doctoraalopleidingen;2016/'17;
