ID;HoutTextielEdelsteenEnMetaal;WereldEUEnNietEU;Perioden;Invoerwaarde_1;Invoerhoeveelheid_2;Uitvoerwaarde_3;Uitvoerhoeveelheid_4;EenheidVanGoederensoort_5
9748;4102290000 Huiden en vellen van schap...;Totaal landen;2008 augustus;17.0;2.0;;;stuks                    
9749;4102290000 Huiden en vellen van schap...;Totaal landen;2008 september;;;;;                         
9750;4102290000 Huiden en vellen van schap...;Totaal landen;2008 oktober;3.0;171.0;;;stuks                    
9751;4102290000 Huiden en vellen van schap...;Totaal landen;2008 november;;;;;                         
9752;4102290000 Huiden en vellen van schap...;Totaal landen;2008 december;;;;;                         
9753;4102290000 Huiden en vellen van schap...;Totaal landen;2008;133.0;189.0;;;stuks                    
9754;4102290000 Huiden en vellen van schap...;Totaal landen;2009 januari;;;;;                         
9755;4102290000 Huiden en vellen van schap...;Totaal landen;2009 februari;9.0;1.0;;;stuks                    
9756;4102290000 Huiden en vellen van schap...;Totaal landen;2009 maart;1.0;2.0;;;stuks                    
9757;4102290000 Huiden en vellen van schap...;Totaal landen;2009 april;;;;;                         
9758;4102290000 Huiden en vellen van schap...;Totaal landen;2009 mei;;;;;                         
9759;4102290000 Huiden en vellen van schap...;Totaal landen;2009 juni;;;;;                         
9760;4102290000 Huiden en vellen van schap...;Totaal landen;2009 juli;2.0;0.0;;;stuks                    
9761;4102290000 Huiden en vellen van schap...;Totaal landen;2009 augustus;1.0;0.0;;;stuks                    
9762;4102290000 Huiden en vellen van schap...;Totaal landen;2009 september;1.0;0.0;;;stuks                    
9763;4102290000 Huiden en vellen van schap...;Totaal landen;2009 oktober;1.0;0.0;;;stuks                    
9764;4102290000 Huiden en vellen van schap...;Totaal landen;2009 november;1.0;0.0;;;stuks                    
9765;4102290000 Huiden en vellen van schap...;Totaal landen;2009 december;1.0;0.0;;;stuks                    
9766;4102290000 Huiden en vellen van schap...;Totaal landen;2009;17.0;3.0;;;stuks                    
9767;4102290000 Huiden en vellen van schap...;Totaal landen;2010 januari;;;;;                         
9768;4102290000 Huiden en vellen van schap...;Totaal landen;2010 februari;;;;;                         
9769;4102290000 Huiden en vellen van schap...;Totaal landen;2010 maart;;;;;                         
9770;4102290000 Huiden en vellen van schap...;Totaal landen;2010 april;;;;;                         
9771;4102290000 Huiden en vellen van schap...;Totaal landen;2010 mei;;;;;                         
9772;4102290000 Huiden en vellen van schap...;Totaal landen;2010 juni;;;;;                         
9773;4102290000 Huiden en vellen van schap...;Totaal landen;2010 juli;;;;;                         
9774;4102290000 Huiden en vellen van schap...;Totaal landen;2010 augustus;1.0;80.0;;;stuks                    
9775;4102290000 Huiden en vellen van schap...;Totaal landen;2010 september;;;;;                         
9776;4102290000 Huiden en vellen van schap...;Totaal landen;2010 oktober;0.0;1.0;;;stuks                    
9777;4102290000 Huiden en vellen van schap...;Totaal landen;2010 november;;;;;                         
9778;4102290000 Huiden en vellen van schap...;Totaal landen;2010 december;;;;;                         
9779;4102290000 Huiden en vellen van schap...;Totaal landen;2010;1.0;81.0;;;stuks                    
9780;4102290000 Huiden en vellen van schap...;Totaal landen;2011 januari;0.0;18.0;;;stuks                    
9781;4102290000 Huiden en vellen van schap...;Totaal landen;2011 februari;0.0;;;;stuks                    
9782;4102290000 Huiden en vellen van schap...;Totaal landen;2011 maart;1.0;300.0;;;stuks                    
9783;4102290000 Huiden en vellen van schap...;Totaal landen;2011 april;0.0;;;;stuks                    
9784;4102290000 Huiden en vellen van schap...;Totaal landen;2011 mei;0.0;;;;stuks                    
9785;4102290000 Huiden en vellen van schap...;Totaal landen;2011 juni;0.0;;;;stuks                    
9786;4102290000 Huiden en vellen van schap...;Totaal landen;2011 juli;0.0;;;;stuks                    
9787;4102290000 Huiden en vellen van schap...;Totaal landen;2011 augustus;0.0;;;;stuks                    
9788;4102290000 Huiden en vellen van schap...;Totaal landen;2011 september;0.0;;;;stuks                    
9789;4102290000 Huiden en vellen van schap...;Totaal landen;2011 oktober;0.0;;;;stuks                    
9790;4102290000 Huiden en vellen van schap...;Totaal landen;2011 november;0.0;;;;stuks                    
9791;4102290000 Huiden en vellen van schap...;Totaal landen;2011 december;0.0;;;;stuks                    
9792;4102290000 Huiden en vellen van schap...;Totaal landen;2011;1.0;318.0;;;stuks                    
9793;4102290000 Huiden en vellen van schap...;Totaal landen;2012 januari;;;;;                         
9794;4102290000 Huiden en vellen van schap...;Totaal landen;2012 februari;;;;;                         
9795;4102290000 Huiden en vellen van schap...;Totaal landen;2012 maart;0.0;1.0;;;stuks                    
9796;4102290000 Huiden en vellen van schap...;Totaal landen;2012 april;;;;;                         
9797;4102290000 Huiden en vellen van schap...;Totaal landen;2012 mei;;;;;                         
9798;4102290000 Huiden en vellen van schap...;Totaal landen;2012 juni;;;32.0;5073.0;stuks                    
9799;4102290000 Huiden en vellen van schap...;Totaal landen;2012 juli;;;;;                         
9800;4102290000 Huiden en vellen van schap...;Totaal landen;2012 augustus;;;;;                         
9801;4102290000 Huiden en vellen van schap...;Totaal landen;2012 september;;;;;                         
9802;4102290000 Huiden en vellen van schap...;Totaal landen;2012 oktober;;;;;                         
9803;4102290000 Huiden en vellen van schap...;Totaal landen;2012 november;;;;;                         
9804;4102290000 Huiden en vellen van schap...;Totaal landen;2012 december;;;;;                         
9805;4102290000 Huiden en vellen van schap...;Totaal landen;2012;0.0;1.0;32.0;5073.0;stuks                    
9806;4102290000 Huiden en vellen van schap...;Totaal landen;2013 januari;;;;;                         
9807;4102290000 Huiden en vellen van schap...;Totaal landen;2013 februari;;;;;                         
9808;4102290000 Huiden en vellen van schap...;Totaal landen;2013 maart;;;;;                         
9809;4102290000 Huiden en vellen van schap...;Totaal landen;2013 april;;;;;                         
9810;4102290000 Huiden en vellen van schap...;Totaal landen;2013 mei;;;;;                         
9811;4102290000 Huiden en vellen van schap...;Totaal landen;2013 juni;;;;;                         
9812;4102290000 Huiden en vellen van schap...;Totaal landen;2013 juli;;;;;                         
9813;4102290000 Huiden en vellen van schap...;Totaal landen;2013 augustus;;;;;                         
9814;4102290000 Huiden en vellen van schap...;Totaal landen;2013 september;;;;;                         
9815;4102290000 Huiden en vellen van schap...;Totaal landen;2013 oktober;;;;;                         
9816;4102290000 Huiden en vellen van schap...;Totaal landen;2013 november;;;;;                         
9817;4102290000 Huiden en vellen van schap...;Totaal landen;2013 december;;;;;                         
9818;4102290000 Huiden en vellen van schap...;Totaal landen;2013 ;;;;;                         
9819;4102290000 Huiden en vellen van schap...;Totaal landen;2014 januari;;;;;                         
9820;4102290000 Huiden en vellen van schap...;Totaal landen;2014 februari;;;;;                         
9821;4102290000 Huiden en vellen van schap...;Totaal landen;2014 maart;;;;;                         
9822;4102290000 Huiden en vellen van schap...;Totaal landen;2014 april;;;;;                         
9823;4102290000 Huiden en vellen van schap...;Totaal landen;2014 mei;;;5.0;5.0;stuks                    
9824;4102290000 Huiden en vellen van schap...;Totaal landen;2014 juni;;;;;                         
9825;4102290000 Huiden en vellen van schap...;Totaal landen;2014 juli;0.0;12.0;;;stuks                    
9826;4102290000 Huiden en vellen van schap...;Totaal landen;2014 augustus;;;;;                         
9827;4102290000 Huiden en vellen van schap...;Totaal landen;2014 september;0.0;16.0;;;stuks                    
9828;4102290000 Huiden en vellen van schap...;Totaal landen;2014 oktober;0.0;2.0;;;stuks                    
9829;4102290000 Huiden en vellen van schap...;Totaal landen;2014 november;;;;;                         
9830;4102290000 Huiden en vellen van schap...;Totaal landen;2014 december;1.0;27.0;;;stuks                    
9831;4102290000 Huiden en vellen van schap...;Totaal landen;2014;2.0;57.0;5.0;5.0;stuks                    
9832;4102290000 Huiden en vellen van schap...;Totaal landen;2015 januari;0.0;1.0;5.0;145.0;stuks                    
9833;4102290000 Huiden en vellen van schap...;Totaal landen;2015 februari;;;;;                         
9834;4102290000 Huiden en vellen van schap...;Totaal landen;2015 maart;0.0;1.0;;;stuks                    
9835;4102290000 Huiden en vellen van schap...;Totaal landen;2015 april;;;;;                         
9836;4102290000 Huiden en vellen van schap...;Totaal landen;2015 mei;;;;;                         
9837;4102290000 Huiden en vellen van schap...;Totaal landen;2015 juni;0.0;1.0;;;stuks                    
9838;4102290000 Huiden en vellen van schap...;Totaal landen;2015 juli;0.0;1.0;;;stuks                    
9839;4102290000 Huiden en vellen van schap...;Totaal landen;2015 augustus;0.0;1.0;;;stuks                    
9840;4102290000 Huiden en vellen van schap...;Totaal landen;2015 september;;;;;                         
9841;4102290000 Huiden en vellen van schap...;Totaal landen;2015 oktober;;;;;                         
9842;4102290000 Huiden en vellen van schap...;Totaal landen;2015 november;;;;;                         
9843;4102290000 Huiden en vellen van schap...;Totaal landen;2015 december;2.0;221.0;;;stuks                    
9844;4102290000 Huiden en vellen van schap...;Totaal landen;2015;2.0;226.0;5.0;145.0;stuks                    
9845;4102290000 Huiden en vellen van schap...;Totaal landen;2016 januari;0.0;2.0;;;stuks                    
9846;4102290000 Huiden en vellen van schap...;Totaal landen;2016 februari;;;;;                         
9847;4102290000 Huiden en vellen van schap...;Totaal landen;2016 maart;0.0;1.0;;;stuks                    
9848;4102290000 Huiden en vellen van schap...;Totaal landen;2016 april;;;;;                         
9849;4102290000 Huiden en vellen van schap...;Totaal landen;2016 mei;;;;;                         
9850;4102290000 Huiden en vellen van schap...;Totaal landen;2016 juni;0.0;2.0;;;stuks                    
9851;4102290000 Huiden en vellen van schap...;Totaal landen;2016 juli;;;4.0;1.0;stuks                    
9852;4102290000 Huiden en vellen van schap...;Totaal landen;2016 augustus;0.0;10.0;;;stuks                    
9853;4102290000 Huiden en vellen van schap...;Totaal landen;2016 september;;;;;                         
9854;4102290000 Huiden en vellen van schap...;Totaal landen;2016 oktober;0.0;12.0;;;stuks                    
9855;4102290000 Huiden en vellen van schap...;Totaal landen;2016 november;2.0;58.0;;;stuks                    
9856;4102290000 Huiden en vellen van schap...;Totaal landen;2016 december;3.0;207.0;;;stuks                    
9857;4102290000 Huiden en vellen van schap...;Totaal landen;2016;5.0;292.0;4.0;1.0;stuks                    
9858;4102290000 Huiden en vellen van schap...;Totaal landen;2017 januari;;;;;                         
9859;4102290000 Huiden en vellen van schap...;Totaal landen;2017 februari;;;;;                         
9860;4102290000 Huiden en vellen van schap...;Totaal landen;2017 maart;2.0;53.0;;;stuks                    
9861;4102290000 Huiden en vellen van schap...;Totaal landen;2017 april;1.0;40.0;;;stuks                    
9862;4102290000 Huiden en vellen van schap...;Totaal landen;2017 mei;0.0;8.0;;;stuks                    
9863;4102290000 Huiden en vellen van schap...;Totaal landen;2017 juni;0.0;1.0;;;stuks                    
9864;4102290000 Huiden en vellen van schap...;Totaal landen;2017 juli;;;;;                         
9865;4102290000 Huiden en vellen van schap...;Totaal landen;2017 augustus;0.0;2.0;;;stuks                    
9866;4102290000 Huiden en vellen van schap...;Totaal landen;2017 september;0.0;7.0;;;stuks                    
9867;4102290000 Huiden en vellen van schap...;Totaal landen;2017 oktober;1.0;89.0;;;stuks                    
9868;4102290000 Huiden en vellen van schap...;Totaal landen;2017 november;0.0;12.0;1.0;40.0;stuks                    
9869;4102290000 Huiden en vellen van schap...;Totaal landen;2017 december;2.0;93.0;;;stuks                    
9870;4102290000 Huiden en vellen van schap...;Totaal landen;2017;6.0;305.0;1.0;40.0;stuks                    
9871;4102290000 Huiden en vellen van schap...;Totaal landen;2018 januari;0.0;2.0;;;stuks                    
9872;4102290000 Huiden en vellen van schap...;Totaal landen;2018 februari;;;;;                         
9873;4102290000 Huiden en vellen van schap...;Totaal landen;2018 maart;;;;;                         
9874;4102290000 Huiden en vellen van schap...;Totaal landen;2018 april;;;;;                         
9875;4102290000 Huiden en vellen van schap...;Totaal landen;2018 mei;;;;;                         
9876;4102290000 Huiden en vellen van schap...;Totaal landen;2018 juni;;;;;                         
9877;4102290000 Huiden en vellen van schap...;Totaal landen;2018 juli;1.0;60.0;1.0;38.0;stuks                    
9878;4102290000 Huiden en vellen van schap...;Totaal landen;2018 augustus;;;;;                         
9879;4102290000 Huiden en vellen van schap...;Totaal landen;2018 september;0.0;7.0;;;stuks                    
9880;4102290000 Huiden en vellen van schap...;Totaal landen;2018 oktober;0.0;18.0;;;stuks                    
9881;4102290000 Huiden en vellen van schap...;Totaal landen;2018 november;;;;;                         
9882;4102290000 Huiden en vellen van schap...;Totaal landen;2018 december;;;;;                         
