ID;Geslacht;Leeftijd;BurgerlijkeStaat;Perioden;Bevolking_1
321;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1971;121166.0
322;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1972;130521.0
323;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1973;145221.0
324;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1974;164388.0
325;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1975;185116.0
326;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1976;213647.0
327;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1977;238597.0
328;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1978;262676.0
329;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1979;287067.0
330;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1980;313705.0
331;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1981;343059.0
332;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1982;377472.0
333;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1983;409100.0
334;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1984;450346.0
335;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1985;490061.0
336;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1986;527827.0
337;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1987;552107.0
338;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1988;574134.0
339;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1989;596528.0
340;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1990;617494.0
341;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1991;635759.0
342;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1992;653605.0
343;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1993;676997.0
344;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1994;700733.0
345;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1995;731325.0
346;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1996;761690.0
347;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1997;791187.0
348;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1998;816151.0
349;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;1999;858923.0
350;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2000;861978.0
351;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2001;886439.0
352;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2002;918350.0
353;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2003;938989.0
354;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2004;956541.0
355;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2005;976172.0
356;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2006;995902.0
357;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2007;1015455.0
358;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2008;1035737.0
359;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2009;1055914.0
360;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2010;1131144.0
361;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2011;1151030.0
362;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2012;1172208.0
363;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2013;1195664.0
364;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2014;1222469.0
365;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2015;1252796.0
366;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2016;1278530.0
367;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2017;1302258.0
368;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2018;1324626.0
369;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2019;1343033.0
370;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2020;1361007.0
371;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2021;1377923.0
372;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2022;1386143.0
373;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2023;1386843.0
374;Totaal mannen en vrouwen;Totaal leeftijd;Gescheiden;2024;1390540.0
375;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1950;230737.0
376;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1951;225181.0
377;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1952;222875.0
378;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1953;226577.0
379;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1954;223016.0
380;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1955;223554.0
381;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1956;224713.0
382;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1957;227154.0
383;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1958;229946.0
384;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1959;233578.0
385;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1960;238442.0
386;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1961;234981.0
387;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1962;243561.0
388;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1963;242498.0
389;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1964;246102.0
390;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1965;247410.0
391;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1966;241703.0
392;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1967;236285.0
393;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1968;235608.0
394;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1969;234246.0
395;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1970;244631.0
396;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1971;236183.0
397;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1972;224877.0
398;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1973;212002.0
399;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1974;193020.0
400;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1975;184641.0
401;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1976;177036.0
402;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1977;175761.0
403;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1978;172271.0
404;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1979;174652.0
405;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1980;174443.0
406;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1981;180901.0
407;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1982;177876.0
408;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1983;170991.0
409;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1984;169475.0
410;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1985;173662.0
411;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1986;177579.0
412;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1987;183475.0
413;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1988;185917.0
414;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1989;185791.0
415;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1990;187501.0
416;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1991;197281.0
417;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1992;197778.0
418;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1993;195981.0
419;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1994;194974.0
420;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1995;195920.0
421;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1996;190736.0
422;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1997;190218.0
423;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1998;192308.0
424;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;1999;199728.0
425;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2000;201748.0
426;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2001;207097.0
427;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2002;204039.0
428;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2003;202386.0
429;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2004;200781.0
430;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2005;193763.0
431;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2006;187172.0
432;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2007;184425.0
433;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2008;180762.0
434;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2009;184408.0
435;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2010;184586.0
436;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2011;184007.0
437;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2012;179653.0
438;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2013;175587.0
439;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2014;170953.0
440;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2015;174681.0
441;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2016;170341.0
442;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2017;172288.0
443;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2018;169566.0
444;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2019;168443.0
445;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2020;169497.0
446;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2021;168270.0
447;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2022;179133.0
448;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2023;167629.0
449;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;2024;164473.0
450;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1950;230737.0
451;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1951;225181.0
452;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1952;222875.0
453;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1953;226577.0
454;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1954;223016.0
455;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1955;223554.0
456;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1956;224713.0
457;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1957;227154.0
458;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1958;229946.0
459;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1959;233578.0
460;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1960;238442.0
461;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1961;234981.0
462;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1962;243561.0
463;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1963;242498.0
464;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1964;246102.0
465;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1965;247410.0
466;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1966;241703.0
467;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1967;236285.0
468;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1968;235608.0
469;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1969;234246.0
470;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1970;244631.0
471;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1971;236183.0
472;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1972;224877.0
473;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1973;212002.0
474;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1974;193020.0
475;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1975;184641.0
476;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1976;177036.0
477;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1977;175761.0
478;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1978;172271.0
479;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1979;174652.0
480;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1980;174443.0
481;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1981;180901.0
482;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1982;177876.0
483;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1983;170991.0
484;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1984;169475.0
485;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1985;173662.0
486;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1986;177579.0
487;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1987;183475.0
488;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1988;185917.0
489;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1989;185791.0
490;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1990;187501.0
491;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1991;197281.0
492;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1992;197778.0
493;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1993;195981.0
494;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1994;194974.0
495;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1995;195920.0
496;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1996;190736.0
497;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1997;190218.0
498;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1998;192308.0
499;Totaal mannen en vrouwen;0 jaar;Ongehuwd;1999;199728.0
500;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2000;201748.0
501;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2001;207097.0
502;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2002;204039.0
503;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2003;202386.0
504;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2004;200781.0
505;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2005;193763.0
506;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2006;187172.0
507;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2007;184425.0
508;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2008;180762.0
509;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2009;184408.0
510;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2010;184586.0
511;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2011;184007.0
512;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2012;179653.0
513;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2013;175587.0
514;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2014;170953.0
515;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2015;174681.0
516;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2016;170341.0
517;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2017;172288.0
518;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2018;169566.0
519;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2019;168443.0
520;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2020;169497.0
521;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2021;168270.0
522;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2022;179133.0
523;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2023;167629.0
524;Totaal mannen en vrouwen;0 jaar;Ongehuwd;2024;164473.0
525;Totaal mannen en vrouwen;0 jaar;Gehuwd;1950;
526;Totaal mannen en vrouwen;0 jaar;Gehuwd;1951;
527;Totaal mannen en vrouwen;0 jaar;Gehuwd;1952;
528;Totaal mannen en vrouwen;0 jaar;Gehuwd;1953;
529;Totaal mannen en vrouwen;0 jaar;Gehuwd;1954;
530;Totaal mannen en vrouwen;0 jaar;Gehuwd;1955;
531;Totaal mannen en vrouwen;0 jaar;Gehuwd;1956;
532;Totaal mannen en vrouwen;0 jaar;Gehuwd;1957;
533;Totaal mannen en vrouwen;0 jaar;Gehuwd;1958;
534;Totaal mannen en vrouwen;0 jaar;Gehuwd;1959;
535;Totaal mannen en vrouwen;0 jaar;Gehuwd;1960;
536;Totaal mannen en vrouwen;0 jaar;Gehuwd;1961;
537;Totaal mannen en vrouwen;0 jaar;Gehuwd;1962;
538;Totaal mannen en vrouwen;0 jaar;Gehuwd;1963;
539;Totaal mannen en vrouwen;0 jaar;Gehuwd;1964;
540;Totaal mannen en vrouwen;0 jaar;Gehuwd;1965;
541;Totaal mannen en vrouwen;0 jaar;Gehuwd;1966;
542;Totaal mannen en vrouwen;0 jaar;Gehuwd;1967;
543;Totaal mannen en vrouwen;0 jaar;Gehuwd;1968;
544;Totaal mannen en vrouwen;0 jaar;Gehuwd;1969;
545;Totaal mannen en vrouwen;0 jaar;Gehuwd;1970;
546;Totaal mannen en vrouwen;0 jaar;Gehuwd;1971;
547;Totaal mannen en vrouwen;0 jaar;Gehuwd;1972;
548;Totaal mannen en vrouwen;0 jaar;Gehuwd;1973;
549;Totaal mannen en vrouwen;0 jaar;Gehuwd;1974;
550;Totaal mannen en vrouwen;0 jaar;Gehuwd;1975;
551;Totaal mannen en vrouwen;0 jaar;Gehuwd;1976;
552;Totaal mannen en vrouwen;0 jaar;Gehuwd;1977;
553;Totaal mannen en vrouwen;0 jaar;Gehuwd;1978;
554;Totaal mannen en vrouwen;0 jaar;Gehuwd;1979;
555;Totaal mannen en vrouwen;0 jaar;Gehuwd;1980;
556;Totaal mannen en vrouwen;0 jaar;Gehuwd;1981;
557;Totaal mannen en vrouwen;0 jaar;Gehuwd;1982;
558;Totaal mannen en vrouwen;0 jaar;Gehuwd;1983;
559;Totaal mannen en vrouwen;0 jaar;Gehuwd;1984;
560;Totaal mannen en vrouwen;0 jaar;Gehuwd;1985;
561;Totaal mannen en vrouwen;0 jaar;Gehuwd;1986;
562;Totaal mannen en vrouwen;0 jaar;Gehuwd;1987;
563;Totaal mannen en vrouwen;0 jaar;Gehuwd;1988;
564;Totaal mannen en vrouwen;0 jaar;Gehuwd;1989;
565;Totaal mannen en vrouwen;0 jaar;Gehuwd;1990;
566;Totaal mannen en vrouwen;0 jaar;Gehuwd;1991;
567;Totaal mannen en vrouwen;0 jaar;Gehuwd;1992;
568;Totaal mannen en vrouwen;0 jaar;Gehuwd;1993;
569;Totaal mannen en vrouwen;0 jaar;Gehuwd;1994;
570;Totaal mannen en vrouwen;0 jaar;Gehuwd;1995;
571;Totaal mannen en vrouwen;0 jaar;Gehuwd;1996;
572;Totaal mannen en vrouwen;0 jaar;Gehuwd;1997;
573;Totaal mannen en vrouwen;0 jaar;Gehuwd;1998;
574;Totaal mannen en vrouwen;0 jaar;Gehuwd;1999;
575;Totaal mannen en vrouwen;0 jaar;Gehuwd;2000;
576;Totaal mannen en vrouwen;0 jaar;Gehuwd;2001;
577;Totaal mannen en vrouwen;0 jaar;Gehuwd;2002;
578;Totaal mannen en vrouwen;0 jaar;Gehuwd;2003;
579;Totaal mannen en vrouwen;0 jaar;Gehuwd;2004;
580;Totaal mannen en vrouwen;0 jaar;Gehuwd;2005;
581;Totaal mannen en vrouwen;0 jaar;Gehuwd;2006;
582;Totaal mannen en vrouwen;0 jaar;Gehuwd;2007;
583;Totaal mannen en vrouwen;0 jaar;Gehuwd;2008;
584;Totaal mannen en vrouwen;0 jaar;Gehuwd;2009;
585;Totaal mannen en vrouwen;0 jaar;Gehuwd;2010;
586;Totaal mannen en vrouwen;0 jaar;Gehuwd;2011;
587;Totaal mannen en vrouwen;0 jaar;Gehuwd;2012;
588;Totaal mannen en vrouwen;0 jaar;Gehuwd;2013;
589;Totaal mannen en vrouwen;0 jaar;Gehuwd;2014;
590;Totaal mannen en vrouwen;0 jaar;Gehuwd;2015;
591;Totaal mannen en vrouwen;0 jaar;Gehuwd;2016;
592;Totaal mannen en vrouwen;0 jaar;Gehuwd;2017;
593;Totaal mannen en vrouwen;0 jaar;Gehuwd;2018;
594;Totaal mannen en vrouwen;0 jaar;Gehuwd;2019;
595;Totaal mannen en vrouwen;0 jaar;Gehuwd;2020;
596;Totaal mannen en vrouwen;0 jaar;Gehuwd;2021;
597;Totaal mannen en vrouwen;0 jaar;Gehuwd;2022;
598;Totaal mannen en vrouwen;0 jaar;Gehuwd;2023;
599;Totaal mannen en vrouwen;0 jaar;Gehuwd;2024;
600;Totaal mannen en vrouwen;0 jaar;Verweduwd;1950;
601;Totaal mannen en vrouwen;0 jaar;Verweduwd;1951;
602;Totaal mannen en vrouwen;0 jaar;Verweduwd;1952;
603;Totaal mannen en vrouwen;0 jaar;Verweduwd;1953;
604;Totaal mannen en vrouwen;0 jaar;Verweduwd;1954;
605;Totaal mannen en vrouwen;0 jaar;Verweduwd;1955;
606;Totaal mannen en vrouwen;0 jaar;Verweduwd;1956;
607;Totaal mannen en vrouwen;0 jaar;Verweduwd;1957;
608;Totaal mannen en vrouwen;0 jaar;Verweduwd;1958;
609;Totaal mannen en vrouwen;0 jaar;Verweduwd;1959;
610;Totaal mannen en vrouwen;0 jaar;Verweduwd;1960;
611;Totaal mannen en vrouwen;0 jaar;Verweduwd;1961;
612;Totaal mannen en vrouwen;0 jaar;Verweduwd;1962;
613;Totaal mannen en vrouwen;0 jaar;Verweduwd;1963;
614;Totaal mannen en vrouwen;0 jaar;Verweduwd;1964;
615;Totaal mannen en vrouwen;0 jaar;Verweduwd;1965;
616;Totaal mannen en vrouwen;0 jaar;Verweduwd;1966;
617;Totaal mannen en vrouwen;0 jaar;Verweduwd;1967;
618;Totaal mannen en vrouwen;0 jaar;Verweduwd;1968;
619;Totaal mannen en vrouwen;0 jaar;Verweduwd;1969;
620;Totaal mannen en vrouwen;0 jaar;Verweduwd;1970;
621;Totaal mannen en vrouwen;0 jaar;Verweduwd;1971;
622;Totaal mannen en vrouwen;0 jaar;Verweduwd;1972;
623;Totaal mannen en vrouwen;0 jaar;Verweduwd;1973;
624;Totaal mannen en vrouwen;0 jaar;Verweduwd;1974;
625;Totaal mannen en vrouwen;0 jaar;Verweduwd;1975;
626;Totaal mannen en vrouwen;0 jaar;Verweduwd;1976;
627;Totaal mannen en vrouwen;0 jaar;Verweduwd;1977;
628;Totaal mannen en vrouwen;0 jaar;Verweduwd;1978;
629;Totaal mannen en vrouwen;0 jaar;Verweduwd;1979;
630;Totaal mannen en vrouwen;0 jaar;Verweduwd;1980;
631;Totaal mannen en vrouwen;0 jaar;Verweduwd;1981;
632;Totaal mannen en vrouwen;0 jaar;Verweduwd;1982;
633;Totaal mannen en vrouwen;0 jaar;Verweduwd;1983;
634;Totaal mannen en vrouwen;0 jaar;Verweduwd;1984;
635;Totaal mannen en vrouwen;0 jaar;Verweduwd;1985;
636;Totaal mannen en vrouwen;0 jaar;Verweduwd;1986;
637;Totaal mannen en vrouwen;0 jaar;Verweduwd;1987;
638;Totaal mannen en vrouwen;0 jaar;Verweduwd;1988;
639;Totaal mannen en vrouwen;0 jaar;Verweduwd;1989;
640;Totaal mannen en vrouwen;0 jaar;Verweduwd;1990;
641;Totaal mannen en vrouwen;0 jaar;Verweduwd;1991;
642;Totaal mannen en vrouwen;0 jaar;Verweduwd;1992;
643;Totaal mannen en vrouwen;0 jaar;Verweduwd;1993;
644;Totaal mannen en vrouwen;0 jaar;Verweduwd;1994;
645;Totaal mannen en vrouwen;0 jaar;Verweduwd;1995;
646;Totaal mannen en vrouwen;0 jaar;Verweduwd;1996;
647;Totaal mannen en vrouwen;0 jaar;Verweduwd;1997;
648;Totaal mannen en vrouwen;0 jaar;Verweduwd;1998;
649;Totaal mannen en vrouwen;0 jaar;Verweduwd;1999;
650;Totaal mannen en vrouwen;0 jaar;Verweduwd;2000;
651;Totaal mannen en vrouwen;0 jaar;Verweduwd;2001;
652;Totaal mannen en vrouwen;0 jaar;Verweduwd;2002;
653;Totaal mannen en vrouwen;0 jaar;Verweduwd;2003;
654;Totaal mannen en vrouwen;0 jaar;Verweduwd;2004;
655;Totaal mannen en vrouwen;0 jaar;Verweduwd;2005;
656;Totaal mannen en vrouwen;0 jaar;Verweduwd;2006;
657;Totaal mannen en vrouwen;0 jaar;Verweduwd;2007;
658;Totaal mannen en vrouwen;0 jaar;Verweduwd;2008;
659;Totaal mannen en vrouwen;0 jaar;Verweduwd;2009;
660;Totaal mannen en vrouwen;0 jaar;Verweduwd;2010;
661;Totaal mannen en vrouwen;0 jaar;Verweduwd;2011;
662;Totaal mannen en vrouwen;0 jaar;Verweduwd;2012;
663;Totaal mannen en vrouwen;0 jaar;Verweduwd;2013;
664;Totaal mannen en vrouwen;0 jaar;Verweduwd;2014;
665;Totaal mannen en vrouwen;0 jaar;Verweduwd;2015;
666;Totaal mannen en vrouwen;0 jaar;Verweduwd;2016;
667;Totaal mannen en vrouwen;0 jaar;Verweduwd;2017;
668;Totaal mannen en vrouwen;0 jaar;Verweduwd;2018;
669;Totaal mannen en vrouwen;0 jaar;Verweduwd;2019;
670;Totaal mannen en vrouwen;0 jaar;Verweduwd;2020;
671;Totaal mannen en vrouwen;0 jaar;Verweduwd;2021;
672;Totaal mannen en vrouwen;0 jaar;Verweduwd;2022;
673;Totaal mannen en vrouwen;0 jaar;Verweduwd;2023;
674;Totaal mannen en vrouwen;0 jaar;Verweduwd;2024;
675;Totaal mannen en vrouwen;0 jaar;Gescheiden;1950;
676;Totaal mannen en vrouwen;0 jaar;Gescheiden;1951;
677;Totaal mannen en vrouwen;0 jaar;Gescheiden;1952;
678;Totaal mannen en vrouwen;0 jaar;Gescheiden;1953;
679;Totaal mannen en vrouwen;0 jaar;Gescheiden;1954;
680;Totaal mannen en vrouwen;0 jaar;Gescheiden;1955;
681;Totaal mannen en vrouwen;0 jaar;Gescheiden;1956;
