ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
7202;Total male and female;15 to 19 years;Chinese;St. Eustatius;2011;0
7203;Total male and female;15 to 19 years;Chinese;St. Eustatius;2012;0
7204;Total male and female;15 to 19 years;Chinese;St. Eustatius;2013;0
7205;Total male and female;15 to 19 years;Chinese;St. Eustatius;2014;1
7206;Total male and female;15 to 19 years;Chinese;St. Eustatius;2015;0
7207;Total male and female;15 to 19 years;Chinese;St. Eustatius;2016;0
7208;Total male and female;15 to 19 years;Chinese;St. Eustatius;2017;0
7209;Total male and female;15 to 19 years;Chinese;St. Eustatius;2018;1
7210;Total male and female;15 to 19 years;Chinese;St. Eustatius;2019;1
7211;Total male and female;15 to 19 years;Chinese;St. Eustatius;2020;1
7212;Total male and female;15 to 19 years;Chinese;St. Eustatius;2021;1
7213;Total male and female;15 to 19 years;Chinese;St. Eustatius;2022;1
7214;Total male and female;15 to 19 years;Chinese;St. Eustatius;2023;0
7215;Total male and female;15 to 19 years;Chinese;Saba;2011;0
7216;Total male and female;15 to 19 years;Chinese;Saba;2012;0
7217;Total male and female;15 to 19 years;Chinese;Saba;2013;0
7218;Total male and female;15 to 19 years;Chinese;Saba;2014;0
7219;Total male and female;15 to 19 years;Chinese;Saba;2015;0
7220;Total male and female;15 to 19 years;Chinese;Saba;2016;0
7221;Total male and female;15 to 19 years;Chinese;Saba;2017;0
7222;Total male and female;15 to 19 years;Chinese;Saba;2018;0
7223;Total male and female;15 to 19 years;Chinese;Saba;2019;0
7224;Total male and female;15 to 19 years;Chinese;Saba;2020;0
7225;Total male and female;15 to 19 years;Chinese;Saba;2021;0
7226;Total male and female;15 to 19 years;Chinese;Saba;2022;0
7227;Total male and female;15 to 19 years;Chinese;Saba;2023;0
7228;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2011;4
7229;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2012;4
7230;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2013;4
7231;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2014;4
7232;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2015;2
7233;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2016;1
7234;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2017;1
7235;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2018;1
7236;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2019;1
7237;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2020;1
7238;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2021;1
7239;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2022;0
7240;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Caribbean Netherlands;2023;0
7241;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2011;0
7242;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2012;0
7243;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2013;0
7244;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2014;0
7245;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2015;0
7246;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2016;0
7247;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2017;0
7248;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2018;0
7249;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2019;0
7250;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2020;0
7251;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2021;0
7252;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2022;0
7253;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Bonaire;2023;0
7254;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2011;4
7255;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2012;4
7256;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2013;4
7257;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2014;4
7258;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2015;2
7259;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2016;1
7260;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2017;1
7261;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2018;1
7262;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2019;1
7263;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2020;1
7264;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2021;1
7265;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2022;0
7266;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;St. Eustatius;2023;0
7267;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2011;0
7268;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2012;0
7269;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2013;0
7270;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2014;0
7271;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2015;0
7272;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2016;0
7273;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2017;0
7274;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2018;0
7275;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2019;0
7276;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2020;0
7277;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2021;0
7278;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2022;0
7279;Total male and female;15 to 19 years;Citizen of Saint Kitts-Nevis;Saba;2023;0
7280;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2011;27
7281;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2012;26
7282;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2013;22
7283;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2014;29
7284;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2015;29
7285;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2016;29
7286;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2017;31
7287;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2018;30
7288;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2019;31
7289;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2020;34
7290;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2021;34
7291;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2022;33
7292;Total male and female;15 to 19 years;Colombian;Caribbean Netherlands;2023;31
7293;Total male and female;15 to 19 years;Colombian;Bonaire;2011;23
7294;Total male and female;15 to 19 years;Colombian;Bonaire;2012;23
7295;Total male and female;15 to 19 years;Colombian;Bonaire;2013;17
7296;Total male and female;15 to 19 years;Colombian;Bonaire;2014;24
7297;Total male and female;15 to 19 years;Colombian;Bonaire;2015;25
7298;Total male and female;15 to 19 years;Colombian;Bonaire;2016;27
7299;Total male and female;15 to 19 years;Colombian;Bonaire;2017;29
7300;Total male and female;15 to 19 years;Colombian;Bonaire;2018;27
7301;Total male and female;15 to 19 years;Colombian;Bonaire;2019;28
7302;Total male and female;15 to 19 years;Colombian;Bonaire;2020;31
7303;Total male and female;15 to 19 years;Colombian;Bonaire;2021;31
7304;Total male and female;15 to 19 years;Colombian;Bonaire;2022;29
7305;Total male and female;15 to 19 years;Colombian;Bonaire;2023;27
7306;Total male and female;15 to 19 years;Colombian;St. Eustatius;2011;0
7307;Total male and female;15 to 19 years;Colombian;St. Eustatius;2012;0
7308;Total male and female;15 to 19 years;Colombian;St. Eustatius;2013;0
7309;Total male and female;15 to 19 years;Colombian;St. Eustatius;2014;0
7310;Total male and female;15 to 19 years;Colombian;St. Eustatius;2015;0
7311;Total male and female;15 to 19 years;Colombian;St. Eustatius;2016;0
7312;Total male and female;15 to 19 years;Colombian;St. Eustatius;2017;0
7313;Total male and female;15 to 19 years;Colombian;St. Eustatius;2018;0
7314;Total male and female;15 to 19 years;Colombian;St. Eustatius;2019;0
7315;Total male and female;15 to 19 years;Colombian;St. Eustatius;2020;0
7316;Total male and female;15 to 19 years;Colombian;St. Eustatius;2021;0
7317;Total male and female;15 to 19 years;Colombian;St. Eustatius;2022;0
7318;Total male and female;15 to 19 years;Colombian;St. Eustatius;2023;0
7319;Total male and female;15 to 19 years;Colombian;Saba;2011;4
7320;Total male and female;15 to 19 years;Colombian;Saba;2012;3
7321;Total male and female;15 to 19 years;Colombian;Saba;2013;5
7322;Total male and female;15 to 19 years;Colombian;Saba;2014;5
7323;Total male and female;15 to 19 years;Colombian;Saba;2015;4
7324;Total male and female;15 to 19 years;Colombian;Saba;2016;2
7325;Total male and female;15 to 19 years;Colombian;Saba;2017;2
7326;Total male and female;15 to 19 years;Colombian;Saba;2018;3
7327;Total male and female;15 to 19 years;Colombian;Saba;2019;3
7328;Total male and female;15 to 19 years;Colombian;Saba;2020;3
7329;Total male and female;15 to 19 years;Colombian;Saba;2021;3
7330;Total male and female;15 to 19 years;Colombian;Saba;2022;4
7331;Total male and female;15 to 19 years;Colombian;Saba;2023;4
7332;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2011;26
7333;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2012;34
7334;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2013;37
7335;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2014;40
7336;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2015;40
7337;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2016;46
7338;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2017;51
7339;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2018;61
7340;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2019;75
7341;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2020;75
7342;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2021;65
7343;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2022;67
7344;Total male and female;15 to 19 years;Dominican (from Republic);Caribbean Netherlands;2023;75
7345;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2011;8
7346;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2012;15
7347;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2013;16
7348;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2014;16
7349;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2015;17
7350;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2016;24
7351;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2017;29
7352;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2018;38
7353;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2019;50
7354;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2020;54
7355;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2021;49
7356;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2022;47
7357;Total male and female;15 to 19 years;Dominican (from Republic);Bonaire;2023;53
7358;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2011;16
7359;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2012;18
7360;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2013;17
7361;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2014;19
7362;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2015;19
7363;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2016;18
7364;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2017;18
7365;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2018;19
7366;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2019;19
7367;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2020;17
7368;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2021;12
7369;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2022;15
7370;Total male and female;15 to 19 years;Dominican (from Republic);St. Eustatius;2023;18
7371;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2011;2
7372;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2012;1
7373;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2013;4
7374;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2014;5
7375;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2015;4
7376;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2016;4
7377;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2017;4
7378;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2018;4
7379;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2019;6
7380;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2020;4
7381;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2021;4
7382;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2022;5
7383;Total male and female;15 to 19 years;Dominican (from Republic);Saba;2023;4
7384;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2011;1139
7385;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2012;1131
7386;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2013;1137
7387;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2014;1159
7388;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2015;1174
7389;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2016;1157
7390;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2017;1188
7391;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2018;1195
7392;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2019;1146
7393;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2020;1127
7394;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2021;1184
7395;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2022;1212
7396;Total male and female;15 to 19 years;Dutch;Caribbean Netherlands;2023;1209
7397;Total male and female;15 to 19 years;Dutch;Bonaire;2011;880
7398;Total male and female;15 to 19 years;Dutch;Bonaire;2012;901
7399;Total male and female;15 to 19 years;Dutch;Bonaire;2013;903
7400;Total male and female;15 to 19 years;Dutch;Bonaire;2014;935
7401;Total male and female;15 to 19 years;Dutch;Bonaire;2015;948
7402;Total male and female;15 to 19 years;Dutch;Bonaire;2016;953
7403;Total male and female;15 to 19 years;Dutch;Bonaire;2017;965
7404;Total male and female;15 to 19 years;Dutch;Bonaire;2018;966
7405;Total male and female;15 to 19 years;Dutch;Bonaire;2019;947
7406;Total male and female;15 to 19 years;Dutch;Bonaire;2020;916
7407;Total male and female;15 to 19 years;Dutch;Bonaire;2021;950
7408;Total male and female;15 to 19 years;Dutch;Bonaire;2022;974
7409;Total male and female;15 to 19 years;Dutch;Bonaire;2023;984
7410;Total male and female;15 to 19 years;Dutch;St. Eustatius;2011;178
7411;Total male and female;15 to 19 years;Dutch;St. Eustatius;2012;164
7412;Total male and female;15 to 19 years;Dutch;St. Eustatius;2013;168
7413;Total male and female;15 to 19 years;Dutch;St. Eustatius;2014;158
7414;Total male and female;15 to 19 years;Dutch;St. Eustatius;2015;167
7415;Total male and female;15 to 19 years;Dutch;St. Eustatius;2016;140
7416;Total male and female;15 to 19 years;Dutch;St. Eustatius;2017;159
7417;Total male and female;15 to 19 years;Dutch;St. Eustatius;2018;170
7418;Total male and female;15 to 19 years;Dutch;St. Eustatius;2019;145
7419;Total male and female;15 to 19 years;Dutch;St. Eustatius;2020;152
7420;Total male and female;15 to 19 years;Dutch;St. Eustatius;2021;164
7421;Total male and female;15 to 19 years;Dutch;St. Eustatius;2022;163
7422;Total male and female;15 to 19 years;Dutch;St. Eustatius;2023;158
7423;Total male and female;15 to 19 years;Dutch;Saba;2011;81
7424;Total male and female;15 to 19 years;Dutch;Saba;2012;66
7425;Total male and female;15 to 19 years;Dutch;Saba;2013;66
7426;Total male and female;15 to 19 years;Dutch;Saba;2014;66
7427;Total male and female;15 to 19 years;Dutch;Saba;2015;59
7428;Total male and female;15 to 19 years;Dutch;Saba;2016;64
7429;Total male and female;15 to 19 years;Dutch;Saba;2017;64
7430;Total male and female;15 to 19 years;Dutch;Saba;2018;59
7431;Total male and female;15 to 19 years;Dutch;Saba;2019;54
7432;Total male and female;15 to 19 years;Dutch;Saba;2020;59
7433;Total male and female;15 to 19 years;Dutch;Saba;2021;70
7434;Total male and female;15 to 19 years;Dutch;Saba;2022;75
7435;Total male and female;15 to 19 years;Dutch;Saba;2023;67
7436;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2011;0
7437;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2012;0
7438;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2013;1
7439;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2014;4
7440;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2015;2
7441;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2016;2
7442;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2017;3
7443;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2018;3
7444;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2019;2
7445;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2020;3
7446;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2021;3
7447;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2022;3
7448;Total male and female;15 to 19 years;Ecuadorian;Caribbean Netherlands;2023;2
7449;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2011;0
7450;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2012;0
7451;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2013;1
7452;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2014;4
7453;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2015;2
7454;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2016;2
7455;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2017;3
7456;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2018;3
7457;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2019;2
7458;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2020;3
7459;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2021;3
7460;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2022;3
7461;Total male and female;15 to 19 years;Ecuadorian;Bonaire;2023;2
7462;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2011;0
7463;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2012;0
7464;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2013;0
7465;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2014;0
7466;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2015;0
7467;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2016;0
7468;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2017;0
7469;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2018;0
7470;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2019;0
7471;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2020;0
7472;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2021;0
7473;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2022;0
7474;Total male and female;15 to 19 years;Ecuadorian;St. Eustatius;2023;0
7475;Total male and female;15 to 19 years;Ecuadorian;Saba;2011;0
7476;Total male and female;15 to 19 years;Ecuadorian;Saba;2012;0
7477;Total male and female;15 to 19 years;Ecuadorian;Saba;2013;0
7478;Total male and female;15 to 19 years;Ecuadorian;Saba;2014;0
7479;Total male and female;15 to 19 years;Ecuadorian;Saba;2015;0
7480;Total male and female;15 to 19 years;Ecuadorian;Saba;2016;0
7481;Total male and female;15 to 19 years;Ecuadorian;Saba;2017;0
7482;Total male and female;15 to 19 years;Ecuadorian;Saba;2018;0
7483;Total male and female;15 to 19 years;Ecuadorian;Saba;2019;0
7484;Total male and female;15 to 19 years;Ecuadorian;Saba;2020;0
7485;Total male and female;15 to 19 years;Ecuadorian;Saba;2021;0
7486;Total male and female;15 to 19 years;Ecuadorian;Saba;2022;0
7487;Total male and female;15 to 19 years;Ecuadorian;Saba;2023;0
7488;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2011;10
7489;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2012;9
7490;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2013;6
7491;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2014;6
7492;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2015;4
7493;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2016;3
7494;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2017;2
7495;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2018;3
7496;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2019;3
7497;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2020;2
7498;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2021;2
7499;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2022;1
7500;Total male and female;15 to 19 years;Guyanese;Caribbean Netherlands;2023;0
7501;Total male and female;15 to 19 years;Guyanese;Bonaire;2011;2
7502;Total male and female;15 to 19 years;Guyanese;Bonaire;2012;2
7503;Total male and female;15 to 19 years;Guyanese;Bonaire;2013;1
7504;Total male and female;15 to 19 years;Guyanese;Bonaire;2014;0
7505;Total male and female;15 to 19 years;Guyanese;Bonaire;2015;0
7506;Total male and female;15 to 19 years;Guyanese;Bonaire;2016;0
7507;Total male and female;15 to 19 years;Guyanese;Bonaire;2017;0
7508;Total male and female;15 to 19 years;Guyanese;Bonaire;2018;1
7509;Total male and female;15 to 19 years;Guyanese;Bonaire;2019;2
7510;Total male and female;15 to 19 years;Guyanese;Bonaire;2020;2
7511;Total male and female;15 to 19 years;Guyanese;Bonaire;2021;2
7512;Total male and female;15 to 19 years;Guyanese;Bonaire;2022;1
7513;Total male and female;15 to 19 years;Guyanese;Bonaire;2023;0
7514;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2011;8
7515;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2012;7
7516;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2013;5
7517;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2014;6
7518;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2015;4
7519;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2016;3
7520;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2017;2
7521;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2018;2
7522;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2019;1
7523;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2020;0
7524;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2021;0
7525;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2022;0
7526;Total male and female;15 to 19 years;Guyanese;St. Eustatius;2023;0
7527;Total male and female;15 to 19 years;Guyanese;Saba;2011;0
7528;Total male and female;15 to 19 years;Guyanese;Saba;2012;0
7529;Total male and female;15 to 19 years;Guyanese;Saba;2013;0
7530;Total male and female;15 to 19 years;Guyanese;Saba;2014;0
7531;Total male and female;15 to 19 years;Guyanese;Saba;2015;0
7532;Total male and female;15 to 19 years;Guyanese;Saba;2016;0
7533;Total male and female;15 to 19 years;Guyanese;Saba;2017;0
7534;Total male and female;15 to 19 years;Guyanese;Saba;2018;0
7535;Total male and female;15 to 19 years;Guyanese;Saba;2019;0
7536;Total male and female;15 to 19 years;Guyanese;Saba;2020;0
7537;Total male and female;15 to 19 years;Guyanese;Saba;2021;0
7538;Total male and female;15 to 19 years;Guyanese;Saba;2022;0
7539;Total male and female;15 to 19 years;Guyanese;Saba;2023;0
7540;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2011;7
7541;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2012;7
7542;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2013;7
7543;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2014;7
7544;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2015;9
7545;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2016;6
7546;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2017;5
7547;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2018;5
7548;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2019;5
7549;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2020;5
7550;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2021;6
7551;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2022;7
7552;Total male and female;15 to 19 years;Haitian;Caribbean Netherlands;2023;10
7553;Total male and female;15 to 19 years;Haitian;Bonaire;2011;4
7554;Total male and female;15 to 19 years;Haitian;Bonaire;2012;3
7555;Total male and female;15 to 19 years;Haitian;Bonaire;2013;4
7556;Total male and female;15 to 19 years;Haitian;Bonaire;2014;4
7557;Total male and female;15 to 19 years;Haitian;Bonaire;2015;5
7558;Total male and female;15 to 19 years;Haitian;Bonaire;2016;4
7559;Total male and female;15 to 19 years;Haitian;Bonaire;2017;3
7560;Total male and female;15 to 19 years;Haitian;Bonaire;2018;3
7561;Total male and female;15 to 19 years;Haitian;Bonaire;2019;3
7562;Total male and female;15 to 19 years;Haitian;Bonaire;2020;2
7563;Total male and female;15 to 19 years;Haitian;Bonaire;2021;3
7564;Total male and female;15 to 19 years;Haitian;Bonaire;2022;4
7565;Total male and female;15 to 19 years;Haitian;Bonaire;2023;7
7566;Total male and female;15 to 19 years;Haitian;St. Eustatius;2011;0
7567;Total male and female;15 to 19 years;Haitian;St. Eustatius;2012;0
7568;Total male and female;15 to 19 years;Haitian;St. Eustatius;2013;0
7569;Total male and female;15 to 19 years;Haitian;St. Eustatius;2014;0
7570;Total male and female;15 to 19 years;Haitian;St. Eustatius;2015;0
7571;Total male and female;15 to 19 years;Haitian;St. Eustatius;2016;0
7572;Total male and female;15 to 19 years;Haitian;St. Eustatius;2017;1
7573;Total male and female;15 to 19 years;Haitian;St. Eustatius;2018;1
7574;Total male and female;15 to 19 years;Haitian;St. Eustatius;2019;1
