ID;EconomicActivitiesNaceRev2;Periods;CompensationOfEmployees_1;WagesAndSalaries_2;EmployersSocialContributions_3;CompensationOfEmployeesPerFte_4;WagesPerFte_5;CompensationPerHoursWorked_6;WagesPerHoursWorked_7;FullTimeEquivalentFte_8;HoursWorked_9;HoursPaid_10;HoursAgreed_11;PaidExtraHours_12;TotalMaleAndFemale_13;Male_14;Female_15;TotalMaleAndFemale_16;Male_17;Female_18;TotalMaleAndFemale_19;Male_20;Female_21
1442;D Electricity and gas supply;2003;1448.0;1146.0;302.0;60.0;47.5;35.2;27.9;24;41;42;41;1;25;21;4;22.0;20.0;2.0;4.0;1.0;2.0
1443;D Electricity and gas supply;2004;1450.0;1126.0;324.0;62.6;48.6;37.0;28.8;23;39;40;40;0;25;20;4;19.0;17.0;2.0;6.0;3.0;3.0
1444;D Electricity and gas supply;2005;1454.0;1138.0;316.0;62.4;48.9;37.4;29.3;23;39;40;40;0;25;20;5;20.0;17.0;2.0;5.0;2.0;3.0
1445;D Electricity and gas supply;2006;1478.0;1151.0;327.0;65.1;50.7;38.9;30.3;23;38;39;39;0;24;19;5;19.0;17.0;2.0;5.0;2.0;3.0
1446;D Electricity and gas supply;2007;1554.0;1211.0;343.0;66.9;52.1;39.9;31.1;23;39;40;40;0;25;19;5;19.0;17.0;2.0;5.0;2.0;3.0
1447;D Electricity and gas supply;2008;1665.0;1298.0;367.0;69.2;54.0;41.2;32.1;24;40;41;41;0;26;20;6;19.0;17.0;3.0;6.0;3.0;4.0
1448;D Electricity and gas supply;2009;1725.0;1343.0;382.0;73.6;57.3;43.4;33.8;23;40;41;41;0;25;19;6;18.0;16.0;3.0;7.0;3.0;4.0
1449;D Electricity and gas supply;2010;1801.0;1404.0;397.0;73.1;56.9;43.0;33.5;25;42;43;43;0;26;20;7;19.0;17.0;3.0;7.0;3.0;4.0
1450;D Electricity and gas supply;2011;1920.0;1496.0;424.0;75.3;58.7;44.2;34.5;25;43;45;44;0;27;21;7;20.0;17.0;3.0;7.0;3.0;4.0
1451;D Electricity and gas supply;2012;1934.0;1496.0;438.0;76.8;59.4;45.1;34.9;25;43;44;44;0;27;20;7;20.0;17.0;3.0;7.0;3.0;4.0
1452;35 Electricity and gas supply;1969;309.0;254.0;55.0;10.4;8.6;5.5;4.5;30;56;60;60;1;30;28;2;;;;;;
1453;35 Electricity and gas supply;1970;356.0;292.0;64.0;12.0;9.9;6.4;5.2;30;56;60;60;0;30;28;2;;;;;;
1454;35 Electricity and gas supply;1971;405.0;331.0;74.0;13.7;11.2;7.3;6.0;30;55;59;59;0;30;28;2;;;;;;
1455;35 Electricity and gas supply;1972;463.0;377.0;86.0;15.3;12.5;8.3;6.7;30;56;60;60;0;31;29;2;;;;;;
1456;35 Electricity and gas supply;1973;506.0;406.0;100.0;16.3;13.1;8.8;7.1;31;57;61;61;1;32;30;2;;;;;;
1457;35 Electricity and gas supply;1974;589.0;471.0;118.0;19.0;15.2;10.5;8.4;31;56;60;60;1;32;30;2;;;;;;
1458;35 Electricity and gas supply;1975;724.0;579.0;145.0;23.4;18.7;13.3;10.6;31;55;59;59;0;32;30;2;;;;;;
1459;35 Electricity and gas supply;1976;812.0;648.0;164.0;26.2;20.9;14.8;11.8;31;55;59;59;0;32;30;2;;;;;;
1460;35 Electricity and gas supply;1977;897.0;718.0;179.0;29.0;23.2;16.3;13.1;31;55;59;59;0;32;30;2;;;;;;
1461;35 Electricity and gas supply;1978;952.0;762.0;190.0;30.7;24.6;17.4;13.9;31;55;59;58;0;32;30;2;;;;;;
1462;35 Electricity and gas supply;1979;1070.0;853.0;217.0;33.8;26.9;19.1;15.2;32;56;60;59;0;32;30;2;;;;;;
1463;35 Electricity and gas supply;1980;1165.0;927.0;238.0;36.0;28.7;20.3;16.2;32;57;61;61;0;33;31;2;;;;;;
1464;35 Electricity and gas supply;1981;1293.0;1031.0;262.0;39.1;31.2;22.1;17.6;33;58;62;62;0;34;31;2;;;;;;
1465;35 Electricity and gas supply;1982;1264.0;1010.0;254.0;39.1;31.2;22.2;17.7;32;57;61;60;0;33;31;2;;;;;;
1466;35 Electricity and gas supply;1983;1222.0;968.0;254.0;37.8;29.9;21.7;17.2;32;56;60;60;0;33;30;3;;;;;;
1467;35 Electricity and gas supply;1984;1162.0;922.0;240.0;36.8;29.2;21.3;16.9;32;55;58;58;0;32;30;3;;;;;;
1468;35 Electricity and gas supply;1985;1213.0;965.0;248.0;38.4;30.6;22.3;17.7;32;55;58;58;0;32;30;3;;;;;;
1469;35 Electricity and gas supply;1986;1143.0;908.0;235.0;36.2;28.8;21.3;16.9;32;54;57;56;0;32;29;3;;;;;;
1470;35 Electricity and gas supply;1987;1231.0;930.0;301.0;38.2;28.8;22.4;17.0;32;55;58;58;0;33;30;3;;;;;;
1471;35 Electricity and gas supply;1988;1274.0;967.0;307.0;39.3;29.9;23.1;17.5;32;55;58;58;0;33;29;4;;;;;;
1472;35 Electricity and gas supply;1989;1260.0;988.0;272.0;38.9;30.5;23.0;18.1;32;55;58;57;1;33;29;4;;;;;;
1473;35 Electricity and gas supply;1990;1372.0;1194.0;178.0;42.6;37.1;24.9;21.7;32;55;58;57;1;32;29;4;;;;;;
1474;35 Electricity and gas supply;1991;1264.0;1095.0;169.0;39.9;34.5;23.0;20.0;32;55;57;57;1;32;29;4;;;;;;
1475;35 Electricity and gas supply;1992;1330.0;1153.0;177.0;41.9;36.3;24.1;20.9;32;55;57;56;1;32;29;4;;;;;;
1476;35 Electricity and gas supply;1993;1370.0;1200.0;170.0;43.7;38.3;25.3;22.2;31;54;57;56;1;32;28;4;;;;;;
1477;35 Electricity and gas supply;1994;1299.0;1143.0;156.0;42.6;37.5;24.4;21.5;30;53;55;54;1;31;27;4;;;;;;
1478;35 Electricity and gas supply;1995;1316.0;1139.0;177.0;44.8;38.8;25.2;21.8;29;52;53;52;1;30;26;4;;;;;;
1479;35 Electricity and gas supply;1996;1258.0;1081.0;177.0;44.8;38.5;25.5;21.9;28;49;50;49;1;29;24;4;;;;;;
1480;35 Electricity and gas supply;1997;1281.0;1099.0;182.0;47.1;40.4;27.3;23.4;27;47;47;47;1;28;24;4;;;;;;
1481;35 Electricity and gas supply;1998;1305.0;1064.0;241.0;48.5;39.5;28.2;23.0;27;46;47;46;1;28;23;4;;;;;;
1482;35 Electricity and gas supply;1999;1313.0;1072.0;241.0;50.2;41.0;29.2;23.9;26;45;45;45;1;27;23;4;;;;;;
1483;35 Electricity and gas supply;2000;1312.0;1063.0;249.0;52.1;42.2;30.3;24.6;25;43;44;43;1;26;22;4;;;;;;
1484;35 Electricity and gas supply;2001;1332.0;1081.0;251.0;53.8;43.6;31.7;25.8;25;42;42;42;1;25;21;4;22.0;20.0;2.0;4.0;1.0;2.0
1485;35 Electricity and gas supply;2002;1420.0;1136.0;284.0;57.3;45.8;33.8;27.0;25;42;42;42;1;26;22;4;23.0;21.0;2.0;3.0;1.0;2.0
1486;35 Electricity and gas supply;2003;1448.0;1146.0;302.0;60.0;47.5;35.2;27.9;24;41;42;41;1;25;21;4;22.0;20.0;2.0;4.0;1.0;2.0
1487;35 Electricity and gas supply;2004;1450.0;1126.0;324.0;62.6;48.6;37.0;28.8;23;39;40;40;0;25;20;4;19.0;17.0;2.0;6.0;3.0;3.0
1488;35 Electricity and gas supply;2005;1454.0;1138.0;316.0;62.4;48.9;37.4;29.3;23;39;40;40;0;25;20;5;20.0;17.0;2.0;5.0;2.0;3.0
1489;35 Electricity and gas supply;2006;1478.0;1151.0;327.0;65.1;50.7;38.9;30.3;23;38;39;39;0;24;19;5;19.0;17.0;2.0;5.0;2.0;3.0
1490;35 Electricity and gas supply;2007;1554.0;1211.0;343.0;66.9;52.1;39.9;31.1;23;39;40;40;0;25;19;5;19.0;17.0;2.0;5.0;2.0;3.0
1491;35 Electricity and gas supply;2008;1665.0;1298.0;367.0;69.2;54.0;41.2;32.1;24;40;41;41;0;26;20;6;19.0;17.0;3.0;6.0;3.0;4.0
1492;35 Electricity and gas supply;2009;1725.0;1343.0;382.0;73.6;57.3;43.4;33.8;23;40;41;41;0;25;19;6;18.0;16.0;3.0;7.0;3.0;4.0
1493;35 Electricity and gas supply;2010;1801.0;1404.0;397.0;73.1;56.9;43.0;33.5;25;42;43;43;0;26;20;7;19.0;17.0;3.0;7.0;3.0;4.0
1494;35 Electricity and gas supply;2011;1920.0;1496.0;424.0;75.3;58.7;44.2;34.5;25;43;45;44;0;27;21;7;20.0;17.0;3.0;7.0;3.0;4.0
1495;35 Electricity and gas supply;2012;1934.0;1496.0;438.0;76.8;59.4;45.1;34.9;25;43;44;44;0;27;20;7;20.0;17.0;3.0;7.0;3.0;4.0
1496;E Water supply and waste management;1969;165.0;131.0;34.0;6.7;5.3;3.4;2.7;25;48;51;50;1;25;24;1;;;;;;
1497;E Water supply and waste management;1970;189.0;150.0;39.0;7.8;6.2;4.0;3.2;24;47;49;48;1;25;24;1;;;;;;
1498;E Water supply and waste management;1971;218.0;171.0;47.0;9.0;7.1;4.8;3.8;24;45;48;47;1;25;24;1;;;;;;
1499;E Water supply and waste management;1972;250.0;195.0;55.0;10.5;8.2;5.6;4.4;24;44;47;46;1;24;23;1;;;;;;
1500;E Water supply and waste management;1973;283.0;217.0;66.0;11.9;9.2;6.5;5.0;24;44;46;45;1;24;23;1;;;;;;
1501;E Water supply and waste management;1974;332.0;253.0;79.0;14.2;10.8;8.0;6.1;23;42;45;44;1;24;23;1;;;;;;
1502;E Water supply and waste management;1975;399.0;304.0;95.0;17.2;13.1;9.9;7.6;23;40;43;43;1;24;23;1;;;;;;
1503;E Water supply and waste management;1976;444.0;338.0;106.0;19.0;14.5;10.9;8.3;23;41;44;43;1;24;23;1;;;;;;
1504;E Water supply and waste management;1977;491.0;375.0;116.0;21.0;16.1;12.0;9.2;23;41;43;43;1;24;23;1;;;;;;
1505;E Water supply and waste management;1978;526.0;401.0;125.0;22.4;17.1;13.0;9.9;23;41;43;43;1;24;23;1;;;;;;
1506;E Water supply and waste management;1979;583.0;443.0;140.0;24.4;18.5;14.2;10.8;24;41;44;43;1;25;23;1;;;;;;
1507;E Water supply and waste management;1980;634.0;481.0;153.0;26.3;20.0;15.6;11.8;24;41;44;44;1;25;23;1;;;;;;
1508;E Water supply and waste management;1981;683.0;520.0;163.0;27.9;21.2;16.2;12.3;25;42;45;44;1;25;24;1;;;;;;
1509;E Water supply and waste management;1982;688.0;525.0;163.0;28.1;21.4;16.5;12.6;24;42;44;44;1;25;23;2;;;;;;
1510;E Water supply and waste management;1983;682.0;514.0;168.0;28.0;21.1;16.5;12.5;24;41;44;43;1;25;23;2;;;;;;
1511;E Water supply and waste management;1984;666.0;502.0;164.0;27.4;20.6;16.0;12.1;24;42;44;43;1;25;22;3;;;;;;
1512;E Water supply and waste management;1985;694.0;525.0;169.0;28.3;21.4;16.4;12.4;25;42;44;43;1;25;22;3;;;;;;
1513;E Water supply and waste management;1986;688.0;520.0;168.0;27.9;21.1;16.3;12.3;25;42;44;43;1;25;22;3;;;;;;
1514;E Water supply and waste management;1987;734.0;550.0;184.0;28.9;21.7;17.0;12.7;25;43;45;44;1;26;23;3;;;;;;
1515;E Water supply and waste management;1988;813.0;626.0;187.0;30.4;23.4;17.7;13.6;27;46;47;46;1;27;24;4;;;;;;
1516;E Water supply and waste management;1989;788.0;614.0;174.0;29.1;22.7;16.9;13.2;27;47;48;47;1;28;25;4;;;;;;
1517;E Water supply and waste management;1990;857.0;730.0;127.0;30.6;26.1;17.7;15.1;28;48;50;49;1;29;26;4;;;;;;
1518;E Water supply and waste management;1991;851.0;720.0;131.0;30.2;25.6;17.2;14.6;28;49;50;49;1;29;26;4;;;;;;
1519;E Water supply and waste management;1992;869.0;733.0;136.0;31.3;26.4;18.0;15.2;28;48;50;49;1;29;26;4;;;;;;
1520;E Water supply and waste management;1993;933.0;791.0;142.0;33.0;28.0;19.1;16.2;28;49;50;49;1;29;25;4;;;;;;
1521;E Water supply and waste management;1994;949.0;807.0;142.0;32.1;27.3;18.4;15.6;30;52;53;52;1;31;27;4;;;;;;
1522;E Water supply and waste management;1995;1022.0;874.0;148.0;33.4;28.6;19.3;16.5;31;53;54;53;1;32;27;5;;;;;;
1523;E Water supply and waste management;1996;1059.0;905.0;154.0;34.3;29.3;19.9;17.0;31;53;54;54;1;33;27;6;;;;;;
1524;E Water supply and waste management;1997;1149.0;980.0;169.0;36.0;30.7;21.0;17.9;32;55;56;55;1;34;28;6;;;;;;
1525;E Water supply and waste management;1998;1250.0;992.0;258.0;37.9;30.1;22.3;17.7;33;56;57;56;1;35;29;7;;;;;;
1526;E Water supply and waste management;1999;1369.0;1091.0;278.0;40.8;32.6;23.9;19.1;34;57;59;58;1;36;29;7;;;;;;
1527;E Water supply and waste management;2000;1437.0;1140.0;297.0;42.4;33.6;24.8;19.7;34;58;59;58;1;36;30;7;;;;;;
1528;E Water supply and waste management;2001;1552.0;1228.0;324.0;45.1;35.7;26.1;20.7;34;59;60;59;1;37;30;7;30.0;27.0;3.0;7.0;3.0;4.0
1529;E Water supply and waste management;2002;1692.0;1330.0;362.0;47.4;37.2;27.4;21.6;36;62;63;61;1;38;31;7;31.0;28.0;3.0;7.0;3.0;4.0
1530;E Water supply and waste management;2003;1820.0;1422.0;398.0;49.3;38.5;28.2;22.1;37;64;65;64;2;40;32;8;32.0;28.0;4.0;8.0;3.0;4.0
1531;E Water supply and waste management;2004;1819.0;1389.0;430.0;51.4;39.3;29.5;22.5;35;62;62;61;1;39;31;8;29.0;26.0;3.0;10.0;5.0;5.0
1532;E Water supply and waste management;2005;1812.0;1380.0;432.0;52.0;39.6;28.4;21.6;35;64;63;60;2;38;30;8;30.0;27.0;3.0;8.0;3.0;4.0
1533;E Water supply and waste management;2006;1837.0;1403.0;434.0;53.8;41.1;29.4;22.5;34;62;61;59;2;37;29;8;29.0;26.0;3.0;8.0;3.0;5.0
1534;E Water supply and waste management;2007;1896.0;1453.0;443.0;55.0;42.2;30.0;23.0;34;63;62;59;2;37;30;8;29.0;26.0;3.0;8.0;4.0;5.0
1535;E Water supply and waste management;2008;1973.0;1510.0;463.0;56.9;43.5;30.7;23.5;35;64;62;59;3;38;30;8;29.0;26.0;3.0;8.0;4.0;5.0
1536;E Water supply and waste management;2009;2087.0;1606.0;481.0;58.0;44.6;31.3;24.1;36;67;65;62;3;39;31;8;30.0;27.0;3.0;9.0;4.0;5.0
1537;E Water supply and waste management;2010;2150.0;1636.0;514.0;59.9;45.5;32.3;24.6;36;67;65;62;3;39;31;8;31.0;27.0;3.0;8.0;3.0;5.0
1538;E Water supply and waste management;2011;2129.0;1628.0;501.0;59.9;45.8;32.3;24.7;36;66;64;61;3;38;30;8;30.0;27.0;3.0;8.0;3.0;5.0
1539;E Water supply and waste management;2012;2157.0;1633.0;524.0;60.8;46.0;32.7;24.8;35;66;64;61;3;38;30;8;30.0;27.0;3.0;8.0;3.0;5.0
1540;36 Water collection and distribution;1969;;;;;;;;8;14;15;15;0;8;7;1;;;;;;
1541;36 Water collection and distribution;1970;;;;;;;;8;14;15;15;0;8;7;1;;;;;;
1542;36 Water collection and distribution;1971;;;;;;;;8;14;15;14;0;8;7;1;;;;;;
1543;36 Water collection and distribution;1972;;;;;;;;8;14;15;15;0;8;7;1;;;;;;
1544;36 Water collection and distribution;1973;;;;;;;;8;14;15;15;0;8;7;1;;;;;;
1545;36 Water collection and distribution;1974;;;;;;;;8;14;15;15;0;8;8;1;;;;;;
1546;36 Water collection and distribution;1975;;;;;;;;8;13;14;14;0;8;7;1;;;;;;
1547;36 Water collection and distribution;1976;;;;;;;;8;13;15;14;0;8;7;1;;;;;;
1548;36 Water collection and distribution;1977;;;;;;;;8;14;15;14;0;8;7;1;;;;;;
1549;36 Water collection and distribution;1978;;;;;;;;8;13;14;14;0;8;7;1;;;;;;
1550;36 Water collection and distribution;1979;;;;;;;;8;14;15;15;0;8;8;1;;;;;;
1551;36 Water collection and distribution;1980;;;;;;;;8;14;15;15;0;9;8;1;;;;;;
1552;36 Water collection and distribution;1981;;;;;;;;9;14;15;15;0;9;8;1;;;;;;
1553;36 Water collection and distribution;1982;;;;;;;;9;14;15;15;0;9;8;1;;;;;;
1554;36 Water collection and distribution;1983;;;;;;;;9;14;15;15;0;9;8;1;;;;;;
1555;36 Water collection and distribution;1984;;;;;;;;8;13;14;14;0;9;8;1;;;;;;
1556;36 Water collection and distribution;1985;;;;;;;;8;13;14;14;0;9;7;1;;;;;;
1557;36 Water collection and distribution;1986;;;;;;;;8;13;14;14;0;9;7;1;;;;;;
1558;36 Water collection and distribution;1987;319.0;248.0;71.0;37.1;28.9;23.5;18.2;9;14;14;14;0;9;8;1;;;;;;
1559;36 Water collection and distribution;1988;349.0;277.0;72.0;40.3;32.0;25.5;20.2;9;14;15;14;0;9;7;1;;;;;;
1560;36 Water collection and distribution;1989;333.0;268.0;65.0;38.4;30.9;24.5;19.7;9;14;14;14;0;9;7;1;;;;;;
1561;36 Water collection and distribution;1990;351.0;307.0;44.0;40.5;35.5;25.6;22.4;9;14;14;14;0;9;7;1;;;;;;
1562;36 Water collection and distribution;1991;309.0;270.0;39.0;36.4;31.8;22.7;19.8;8;14;14;14;0;9;7;1;;;;;;
1563;36 Water collection and distribution;1992;308.0;271.0;37.0;36.1;31.8;22.4;19.7;9;14;14;14;0;9;7;1;;;;;;
1564;36 Water collection and distribution;1993;310.0;274.0;36.0;36.8;32.5;23.0;20.3;8;13;14;14;0;9;7;2;;;;;;
1565;36 Water collection and distribution;1994;282.0;249.0;33.0;34.5;30.4;21.3;18.8;8;13;14;13;0;9;7;2;;;;;;
1566;36 Water collection and distribution;1995;273.0;240.0;33.0;34.2;30.1;20.8;18.3;8;13;13;13;0;8;6;2;;;;;;
1567;36 Water collection and distribution;1996;279.0;246.0;33.0;36.5;32.2;22.6;19.9;8;12;12;12;0;8;6;2;;;;;;
1568;36 Water collection and distribution;1997;284.0;250.0;34.0;38.3;33.7;24.1;21.2;7;12;12;12;0;8;6;2;;;;;;
1569;36 Water collection and distribution;1998;301.0;246.0;55.0;41.0;33.5;25.9;21.2;7;12;12;12;0;8;6;2;;;;;;
1570;36 Water collection and distribution;1999;302.0;248.0;54.0;42.3;34.7;26.8;22.0;7;11;11;11;0;7;6;2;;;;;;
1571;36 Water collection and distribution;2000;302.0;247.0;55.0;43.9;35.9;27.8;22.7;7;11;11;11;0;7;6;2;;;;;;
1572;36 Water collection and distribution;2001;306.0;250.0;56.0;48.3;39.5;29.0;23.7;6;11;11;11;0;7;5;2;6.0;5.0;1.0;1.0;0.0;1.0
1573;36 Water collection and distribution;2002;328.0;263.0;65.0;50.9;40.8;30.5;24.4;6;11;11;11;0;7;5;1;6.0;5.0;1.0;1.0;0.0;1.0
1574;36 Water collection and distribution;2003;344.0;274.0;70.0;53.8;42.8;31.9;25.4;6;11;11;11;0;7;5;1;6.0;5.0;1.0;1.0;0.0;1.0
1575;36 Water collection and distribution;2004;343.0;269.0;74.0;56.7;44.5;33.8;26.5;6;10;10;10;0;7;5;1;5.0;5.0;0.0;2.0;1.0;1.0
1576;36 Water collection and distribution;2005;336.0;265.0;71.0;57.0;45.0;34.2;27.0;6;10;10;10;0;6;5;1;5.0;5.0;1.0;1.0;0.0;1.0
1577;36 Water collection and distribution;2006;338.0;266.0;72.0;59.4;46.7;35.6;28.0;6;9;10;10;0;6;5;1;5.0;4.0;1.0;1.0;0.0;1.0
1578;36 Water collection and distribution;2007;343.0;270.0;73.0;60.9;48.0;36.5;28.8;6;9;10;10;0;6;5;1;5.0;4.0;1.0;1.0;0.0;1.0
1579;36 Water collection and distribution;2008;354.0;277.0;77.0;63.1;49.3;37.1;29.0;6;10;10;10;0;6;5;1;5.0;4.0;1.0;1.0;1.0;1.0
1580;36 Water collection and distribution;2009;368.0;288.0;80.0;64.2;50.3;37.5;29.4;6;10;10;10;0;6;5;1;5.0;4.0;1.0;1.0;1.0;1.0
1581;36 Water collection and distribution;2010;386.0;302.0;84.0;65.0;50.8;38.5;30.1;6;10;10;10;0;6;5;1;5.0;4.0;1.0;1.0;1.0;1.0
1582;36 Water collection and distribution;2011;406.0;318.0;88.0;68.7;53.7;40.6;31.8;6;10;10;10;0;6;5;1;5.0;4.0;1.0;1.0;1.0;1.0
1583;36 Water collection and distribution;2012;406.0;315.0;91.0;68.2;53.0;40.3;31.3;6;10;10;10;0;6;5;1;5.0;4.0;1.0;1.0;1.0;1.0
1584;37-39 Waste management;1969;;;;;;;;17;35;36;35;1;18;17;0;;;;;;
1585;37-39 Waste management;1970;;;;;;;;17;33;34;34;1;17;17;0;;;;;;
1586;37-39 Waste management;1971;;;;;;;;16;32;33;32;1;17;17;0;;;;;;
1587;37-39 Waste management;1972;;;;;;;;16;30;32;31;1;16;16;0;;;;;;
1588;37-39 Waste management;1973;;;;;;;;16;30;31;30;1;16;16;0;;;;;;
1589;37-39 Waste management;1974;;;;;;;;15;28;30;29;1;16;15;0;;;;;;
1590;37-39 Waste management;1975;;;;;;;;15;27;29;28;1;16;15;0;;;;;;
1591;37-39 Waste management;1976;;;;;;;;15;27;29;29;1;16;15;0;;;;;;
1592;37-39 Waste management;1977;;;;;;;;15;27;29;28;1;16;15;0;;;;;;
1593;37-39 Waste management;1978;;;;;;;;15;27;29;28;1;16;15;0;;;;;;
1594;37-39 Waste management;1979;;;;;;;;16;27;29;29;1;16;16;0;;;;;;
1595;37-39 Waste management;1980;;;;;;;;16;27;29;29;1;16;16;1;;;;;;
1596;37-39 Waste management;1981;;;;;;;;16;28;29;29;1;16;16;1;;;;;;
1597;37-39 Waste management;1982;;;;;;;;16;28;29;29;0;16;16;1;;;;;;
1598;37-39 Waste management;1983;;;;;;;;16;27;29;28;0;16;15;1;;;;;;
1599;37-39 Waste management;1984;;;;;;;;16;28;29;29;0;16;15;2;;;;;;
1600;37-39 Waste management;1985;;;;;;;;16;29;30;29;1;17;15;2;;;;;;
1601;37-39 Waste management;1986;;;;;;;;16;29;30;29;1;17;15;2;;;;;;
1602;37-39 Waste management;1987;415.0;302.0;113.0;24.7;18.0;14.0;10.2;17;30;31;30;1;17;15;2;;;;;;
1603;37-39 Waste management;1988;464.0;349.0;115.0;25.7;19.3;14.4;10.8;18;32;33;32;1;18;16;2;;;;;;
1604;37-39 Waste management;1989;455.0;346.0;109.0;24.7;18.8;13.8;10.5;18;33;33;33;1;19;17;2;;;;;;
1605;37-39 Waste management;1990;506.0;423.0;83.0;26.2;21.9;14.6;12.2;19;35;35;34;1;21;18;2;;;;;;
1606;37-39 Waste management;1991;542.0;450.0;92.0;27.6;22.9;15.1;12.6;20;36;36;35;1;21;18;2;;;;;;
1607;37-39 Waste management;1992;561.0;462.0;99.0;29.1;24.0;16.2;13.4;19;35;35;35;1;21;18;2;;;;;;
1608;37-39 Waste management;1993;623.0;517.0;106.0;31.4;26.0;17.6;14.6;20;35;36;35;1;21;18;2;;;;;;
1609;37-39 Waste management;1994;667.0;558.0;109.0;31.2;26.1;17.3;14.5;21;38;39;38;1;23;20;2;;;;;;
1610;37-39 Waste management;1995;749.0;634.0;115.0;33.2;28.1;18.8;15.9;23;40;41;40;1;24;21;3;;;;;;
1611;37-39 Waste management;1996;780.0;659.0;121.0;33.6;28.4;19.0;16.1;23;41;42;41;1;25;21;4;;;;;;
1612;37-39 Waste management;1997;865.0;730.0;135.0;35.3;29.8;20.1;17.0;25;43;44;43;1;26;22;5;;;;;;
1613;37-39 Waste management;1998;949.0;746.0;203.0;37.0;29.1;21.4;16.8;26;44;46;45;1;28;23;5;;;;;;
1614;37-39 Waste management;1999;1067.0;843.0;224.0;40.5;32.0;23.2;18.4;26;46;47;46;1;28;23;5;;;;;;
1615;37-39 Waste management;2000;1135.0;893.0;242.0;42.0;33.1;24.1;19.0;27;47;48;48;1;29;24;5;;;;;;
1616;37-39 Waste management;2001;1246.0;978.0;268.0;44.4;34.8;25.5;20.0;28;49;50;48;1;30;25;6;25.0;22.0;3.0;6.0;3.0;3.0
1617;37-39 Waste management;2002;1364.0;1067.0;297.0;46.6;36.4;26.8;20.9;29;51;52;51;1;31;26;6;26.0;23.0;3.0;6.0;3.0;3.0
1618;37-39 Waste management;2003;1476.0;1148.0;328.0;48.4;37.6;27.5;21.4;31;54;54;53;1;33;26;7;26.0;23.0;3.0;7.0;3.0;3.0
1619;37-39 Waste management;2004;1476.0;1120.0;356.0;50.4;38.2;28.7;21.8;29;51;52;51;1;32;26;6;24.0;22.0;3.0;8.0;4.0;4.0
1620;37-39 Waste management;2005;1476.0;1115.0;361.0;50.9;38.5;27.3;20.6;29;54;52;50;2;32;25;6;25.0;22.0;3.0;7.0;3.0;4.0
1621;37-39 Waste management;2006;1499.0;1137.0;362.0;52.7;39.9;28.3;21.5;28;53;52;49;2;31;25;6;24.0;22.0;3.0;7.0;3.0;4.0
1622;37-39 Waste management;2007;1553.0;1183.0;370.0;53.9;41.1;28.8;22.0;29;54;52;50;2;31;25;6;24.0;22.0;3.0;7.0;3.0;4.0
1623;37-39 Waste management;2008;1619.0;1233.0;386.0;55.7;42.4;29.6;22.6;29;55;52;50;3;32;25;7;25.0;22.0;3.0;7.0;3.0;4.0
1624;37-39 Waste management;2009;1719.0;1318.0;401.0;56.8;43.6;30.2;23.2;30;57;55;52;3;33;26;7;26.0;23.0;3.0;7.0;3.0;4.0
1625;37-39 Waste management;2010;1764.0;1334.0;430.0;58.8;44.5;31.3;23.6;30;56;54;52;3;32;26;7;26.0;23.0;3.0;7.0;3.0;4.0
1626;37-39 Waste management;2011;1723.0;1310.0;413.0;58.1;44.2;30.8;23.4;30;56;54;51;3;32;25;7;25.0;22.0;3.0;7.0;3.0;4.0
1627;37-39 Waste management;2012;1751.0;1318.0;433.0;59.3;44.6;31.3;23.6;30;56;54;51;3;32;25;7;25.0;22.0;3.0;7.0;3.0;4.0
1628;F Construction;1969;2768.0;2182.0;586.0;5.7;4.5;3.2;2.6;482;853;1001;986;15;490;464;25;;;;;;
1629;F Construction;1970;3176.0;2498.0;678.0;6.4;5.0;3.7;2.9;496;857;1006;991;15;504;477;26;;;;;;
1630;F Construction;1971;3673.0;2871.0;802.0;7.6;5.9;4.5;3.5;486;823;966;953;13;493;467;26;;;;;;
1631;F Construction;1972;4169.0;3243.0;926.0;9.0;7.0;5.3;4.1;464;794;919;906;12;471;446;25;;;;;;
1632;F Construction;1973;4661.0;3572.0;1089.0;10.0;7.7;5.9;4.5;464;793;915;893;23;472;446;26;;;;;;
1633;F Construction;1974;4920.0;3749.0;1171.0;11.1;8.4;6.8;5.2;444;723;852;836;16;452;426;26;;;;;;
1634;F Construction;1975;5459.0;4159.0;1300.0;12.7;9.7;7.8;6.0;430;696;810;794;17;437;411;27;;;;;;
1635;F Construction;1976;5961.0;4528.0;1433.0;13.7;10.4;8.7;6.6;435;682;820;805;15;443;415;28;;;;;;
1636;F Construction;1977;6698.0;5106.0;1592.0;15.2;11.6;9.7;7.4;442;691;827;814;13;449;421;29;;;;;;
1637;F Construction;1978;7411.0;5649.0;1762.0;16.4;12.5;11.2;8.5;452;663;843;830;13;460;430;30;;;;;;
1638;F Construction;1979;7708.0;5845.0;1863.0;16.5;12.5;12.8;9.7;467;601;867;852;15;475;443;32;;;;;;
1639;F Construction;1980;8454.0;6396.0;2058.0;18.5;14.0;12.4;9.4;458;684;846;836;10;466;434;32;;;;;;
1640;F Construction;1981;8093.0;6123.0;1970.0;20.0;15.1;13.5;10.2;405;600;745;737;8;412;382;30;;;;;;
1641;F Construction;1982;7826.0;5940.0;1886.0;22.0;16.7;14.4;11.0;356;542;653;646;7;363;334;29;;;;;;
1642;F Construction;1983;7563.0;5660.0;1903.0;23.2;17.3;15.2;11.4;326;496;595;589;6;333;305;28;;;;;;
