ID;Bedrijfsgrootte;RegioS;Perioden;BoomteeltEnVastePlantenTotaal_1;GewassenTotaal_2;BosEnHaagplantsoen_3;LaanEnParkbomenTotaal_4;Onderstammen_5;Spillen_6;Opzetters_7;Rozenstruiken_8;Sierconiferen_9;SierheestersEnKlimplantenTotaal_10;Buxus_11;Ericaceae_12;TrekEnBesheester_13;OverigeSierheestersEnKlimplanten_14;VastePlanten_15;VruchtbomenTotaal_16;Moerbomen_17;Onderstammen_18;OverigeVruchtbomen_19;TeeltwijzeTotaal_20;TeeltInDeVolleGrond_21;TeeltInPottenEnContainers_22;OnderGlasTotaal_23;Vermeerdering_24;VolledigeTeeltOnderGlas_25;BoomteeltEnVastePlantenTotaal_26;GewassenTotaal_27;BosEnHaagplantsoen_28;LaanEnParkbomenTotaal_29;Onderstammen_30;Spillen_31;Opzetters_32;Rozenstruiken_33;Sierconiferen_34;SierheestersEnKlimplantenTotaal_35;Buxus_36;Ericaceae_37;TrekEnBesheester_38;OverigeSierheestersEnKlimplanten_39;VastePlanten_40;VruchtbomenTotaal_41;Moerbomen_42;Onderstammen_43;OverigeVruchtbomen_44;TeeltwijzeTotaal_45;TeeltInDeVolleGrond_46;TeeltInPottenEnContainers_47;OnderGlasTotaal_48;Vermeerdering_49;VolledigeTeeltOnderGlas_50
588;Grote kwekerijen;Drenthe (PV);2008;344;338;60;7;0.0;1.0;6.0;0;67;103;51.0;7.0;6.0;38.0;101;0;0.0;0.0;0.0;338;327;10;6;0;6;36;34;6;2;1.0;1.0;2.0;1;14;22;11.0;3.0;1.0;14.0;8;1;0.0;0.0;1.0;34;33;11;9;3;7
589;Grote kwekerijen;Drenthe (PV);2009;373;368;20;9;0.0;1.0;8.0;0;123;124;41.0;7.0;0.0;77.0;92;0;0.0;0.0;0.0;368;357;11;5;0;5;31;30;3;2;0.0;1.0;2.0;0;15;21;9.0;2.0;0.0;14.0;8;0;0.0;0.0;0.0;30;29;10;6;4;3
590;Grote kwekerijen;Overijssel (PV);2000;402;394;23;12;;;;4;263;54;;;;;18;20;;;;394;381;13;8;3;5;38;38;4;6;;;;1;30;19;;;;;6;1;;;;38;35;13;14;11;7
591;Grote kwekerijen;Overijssel (PV);2001;411;403;23;13;;;;5;251;95;;;;;16;0;;;;403;385;18;8;2;5;38;38;5;7;;;;2;29;28;;;;;5;0;;;;38;35;17;17;15;7
592;Grote kwekerijen;Overijssel (PV);2002;486;475;22;14;;;;5;322;92;;;;;20;0;;;;475;441;34;11;5;6;42;41;5;6;;;;2;34;27;;;;;5;0;;;;41;37;22;19;17;12
593;Grote kwekerijen;Overijssel (PV);2003;543;528;31;20;;;;4;319;117;;;;;36;0;;;;528;500;28;15;8;6;48;45;4;5;;;;1;32;26;;;;;8;0;;;;45;42;19;16;14;9
594;Grote kwekerijen;Overijssel (PV);2004;563;552;29;18;;;;4;305;129;;;;;68;0;;;;552;531;21;11;3;8;47;44;3;4;;;;1;27;27;;;;;11;0;;;;44;42;16;13;12;7
595;Grote kwekerijen;Overijssel (PV);2005;676;666;31;22;;;;4;379;190;;;;;39;0;;;;666;635;30;10;2;8;53;52;4;7;;;;1;35;35;;;;;7;0;;;;52;49;23;13;11;10
596;Grote kwekerijen;Overijssel (PV);2006;788;778;38;63;1.0;6.0;56.0;4;381;237;138.0;3.0;0.0;96.0;43;12;0.0;0.0;12.0;778;758;21;10;1;9;65;64;7;9;1.0;4.0;5.0;1;45;47;30.0;3.0;0.0;32.0;7;2;0.0;0.0;2.0;64;61;17;16;12;12
597;Grote kwekerijen;Overijssel (PV);2007;827;815;49;68;1.0;2.0;66.0;4;292;346;261.0;7.0;2.0;76.0;43;12;1.0;5.0;7.0;815;786;29;11;5;6;66;64;10;7;2.0;2.0;5.0;1;38;49;35.0;3.0;1.0;24.0;9;2;1.0;1.0;1.0;64;62;19;15;11;11
598;Grote kwekerijen;Overijssel (PV);2008;926;915;31;82;1.0;10.0;71.0;4;379;387;292.0;0.0;0.0;94.0;30;2;0.0;0.0;2.0;915;897;18;11;1;10;66;65;6;7;2.0;3.0;6.0;1;44;51;37.0;1.0;0.0;25.0;5;1;0.0;0.0;1.0;65;63;12;13;10;11
599;Grote kwekerijen;Overijssel (PV);2009;939;926;17;55;0.0;2.0;53.0;4;489;328;250.0;2.0;0.0;76.0;32;0;0.0;0.0;0.0;926;903;23;13;3;9;66;65;6;4;1.0;2.0;3.0;1;49;46;35.0;6.0;0.0;23.0;8;0;0.0;0.0;0.0;65;63;11;16;12;11
600;Grote kwekerijen;Flevoland (PV);2000;163;159;1;20;;;;0;2;21;;;;;16;99;;;;159;152;6;5;4;0;15;14;1;1;;;;0;1;5;;;;;6;4;;;;14;12;4;5;5;1
601;Grote kwekerijen;Flevoland (PV);2001;175;170;1;73;;;;0;10;7;;;;;7;72;;;;170;164;6;5;4;0;12;11;1;2;;;;0;2;3;;;;;3;3;;;;11;9;3;4;4;1
602;Grote kwekerijen;Flevoland (PV);2002;243;236;1;61;;;;0;3;13;;;;;12;146;;;;236;230;6;6;4;2;15;13;1;2;;;;0;1;4;;;;;4;4;;;;13;11;3;6;5;3
603;Grote kwekerijen;Flevoland (PV);2003;174;169;1;64;;;;0;3;15;;;;;11;76;;;;169;162;7;5;3;2;15;13;1;3;;;;0;1;4;;;;;4;3;;;;13;11;3;6;5;3
604;Grote kwekerijen;Flevoland (PV);2004;218;215;1;61;;;;0;3;15;;;;;9;126;;;;215;208;7;3;1;1;13;13;1;3;;;;0;1;3;;;;;4;4;;;;13;11;3;5;5;2
605;Grote kwekerijen;Flevoland (PV);2005;253;250;1;68;;;;0;3;7;;;;;13;158;;;;250;210;40;2;1;1;14;14;1;5;;;;0;1;3;;;;;3;5;;;;14;11;4;3;3;2
606;Grote kwekerijen;Flevoland (PV);2006;254;251;0;14;2.0;10.0;3.0;0;11;25;17.0;0.0;0.0;8.0;16;184;41.0;37.0;106.0;251;242;9;3;1;2;19;19;0;3;1.0;2.0;2.0;0;4;9;6.0;0.0;0.0;3.0;3;6;4.0;4.0;4.0;19;17;3;3;3;2
607;Grote kwekerijen;Flevoland (PV);2007;270;268;0;62;2.0;15.0;45.0;0;5;22;20.0;0.0;0.0;3.0;3;175;68.0;26.0;80.0;268;264;3;2;1;2;16;16;0;3;1.0;2.0;3.0;0;4;7;6.0;0.0;0.0;1.0;2;5;5.0;4.0;4.0;16;15;2;2;2;2
608;Grote kwekerijen;Flevoland (PV);2008;313;312;21;46;5.0;8.0;33.0;0;8;41;38.0;0.0;0.0;3.0;14;182;34.0;32.0;115.0;312;306;6;1;1;0;20;20;1;2;1.0;1.0;2.0;0;2;8;7.0;0.0;0.0;2.0;6;5;3.0;4.0;3.0;20;19;2;3;3;1
609;Grote kwekerijen;Flevoland (PV);2009;289;285;0;46;5.0;8.0;33.0;0;8;33;33.0;0.0;0.0;0.0;7;191;48.0;36.0;107.0;285;284;0;4;2;2;18;17;0;2;1.0;1.0;2.0;0;2;6;6.0;0.0;0.0;0.0;3;6;4.0;4.0;3.0;17;17;1;4;4;2
610;Grote kwekerijen;Gelderland (PV);2000;1158;1132;32;769;;;;4;138;63;;;;;44;81;;;;1132;1089;43;25;13;12;91;88;14;43;;;;5;36;35;;;;;10;9;;;;88;80;28;42;29;25
611;Grote kwekerijen;Gelderland (PV);2001;1135;1108;87;725;;;;3;146;69;;;;;10;69;;;;1108;1042;66;27;11;16;86;80;14;42;;;;4;29;32;;;;;6;10;;;;80;69;31;44;31;26
612;Grote kwekerijen;Gelderland (PV);2002;1258;1236;43;793;;;;2;195;95;;;;;32;76;;;;1236;1174;62;22;9;13;92;90;16;43;;;;4;35;44;;;;;8;12;;;;90;79;39;43;32;22
613;Grote kwekerijen;Gelderland (PV);2003;1382;1360;47;912;;;;1;176;98;;;;;18;109;;;;1360;1294;67;21;8;13;98;95;16;46;;;;3;34;40;;;;;9;13;;;;95;85;31;40;29;21
614;Grote kwekerijen;Gelderland (PV);2004;1356;1328;35;854;;;;1;168;110;;;;;78;82;;;;1328;1252;76;28;14;14;105;101;15;50;;;;3;38;48;;;;;12;10;;;;101;90;38;44;30;24
615;Grote kwekerijen;Gelderland (PV);2005;1415;1378;74;867;;;;1;187;139;;;;;27;84;;;;1378;1303;74;38;23;14;106;102;16;47;;;;3;37;48;;;;;14;7;;;;102;91;37;46;35;21
616;Grote kwekerijen;Gelderland (PV);2006;1420;1396;36;879;50.0;192.0;637.0;1;186;175;68.0;1.0;3.0;103.0;29;89;11.0;3.0;75.0;1396;1311;85;23;10;14;113;110;15;46;24.0;27.0;34.0;4;46;60;27.0;3.0;2.0;47.0;13;8;2.0;3.0;7.0;110;99;37;47;35;26
617;Grote kwekerijen;Gelderland (PV);2007;1701;1667;65;1020;72.0;288.0;661.0;0;243;218;85.0;5.0;8.0;120.0;43;78;0.0;0.0;77.0;1667;1589;78;34;15;20;123;116;16;51;24.0;33.0;37.0;1;42;54;25.0;6.0;3.0;38.0;16;9;0.0;1.0;9.0;116;106;33;46;30;26
618;Grote kwekerijen;Gelderland (PV);2008;1765;1732;58;1123;97.0;361.0;665.0;3;224;235;85.0;19.0;0.0;130.0;23;67;0.0;0.0;67.0;1732;1665;67;33;16;17;123;115;17;57;30.0;38.0;38.0;3;35;54;27.0;8.0;1.0;39.0;12;8;0.0;0.0;8.0;115;108;32;41;29;24
619;Grote kwekerijen;Gelderland (PV);2009;1934;1902;50;1220;88.0;398.0;734.0;1;253;229;97.0;21.0;0.0;112.0;39;110;10.0;3.0;97.0;1902;1842;60;32;7;25;138;129;10;59;28.0;41.0;41.0;2;38;55;28.0;9.0;1.0;39.0;17;8;2.0;2.0;8.0;129;120;26;42;23;30
620;Grote kwekerijen;Utrecht (PV);2000;164;155;21;48;;;;5;36;27;;;;;18;0;;;;155;129;26;9;4;4;20;19;4;5;;;;3;10;10;;;;;8;0;;;;19;16;10;12;9;5
621;Grote kwekerijen;Utrecht (PV);2001;164;154;21;48;;;;5;36;25;;;;;19;1;;;;154;132;22;10;6;4;19;18;3;4;;;;3;10;9;;;;;7;1;;;;18;16;9;10;9;4
622;Grote kwekerijen;Utrecht (PV);2002;232;224;27;50;;;;5;80;30;;;;;21;11;;;;224;199;24;9;4;4;22;21;3;5;;;;4;11;10;;;;;8;2;;;;21;20;8;9;8;4
623;Grote kwekerijen;Utrecht (PV);2003;174;165;21;52;;;;5;36;22;;;;;29;1;;;;165;136;30;9;7;1;20;20;2;5;;;;4;11;8;;;;;11;1;;;;20;16;11;10;10;4
624;Grote kwekerijen;Utrecht (PV);2004;171;162;22;47;;;;5;41;24;;;;;24;1;;;;162;130;33;8;7;2;21;21;3;5;;;;4;11;9;;;;;10;1;;;;21;17;12;9;9;4
625;Grote kwekerijen;Utrecht (PV);2005;132;123;1;31;;;;1;31;33;;;;;27;0;;;;123;87;36;9;4;5;22;22;1;3;;;;2;9;10;;;;;10;0;;;;22;17;13;9;8;4
626;Grote kwekerijen;Utrecht (PV);2006;134;127;2;42;2.0;38.0;2.0;1;30;41;13.0;0.0;0.0;28.0;11;1;0.0;0.0;1.0;127;107;20;7;3;4;21;20;2;5;1.0;3.0;2.0;2;9;12;6.0;0.0;0.0;6.0;5;1;0.0;0.0;1.0;20;19;8;7;6;3
627;Grote kwekerijen;Utrecht (PV);2007;115;106;1;43;0.0;36.0;7.0;1;20;34;4.0;0.0;0.0;30.0;7;0;0.0;0.0;0.0;106;79;27;9;4;5;18;17;3;5;0.0;3.0;3.0;2;8;12;5.0;0.0;0.0;10.0;4;2;0.0;0.0;2.0;17;15;11;8;7;5
628;Grote kwekerijen;Utrecht (PV);2008;142;130;12;31;0.0;0.0;31.0;1;21;44;9.0;5.0;1.0;29.0;17;4;0.0;0.0;4.0;130;103;27;11;6;5;20;19;2;3;0.0;0.0;3.0;2;7;11;4.0;1.0;1.0;8.0;5;1;0.0;0.0;1.0;19;16;7;6;5;3
629;Grote kwekerijen;Utrecht (PV);2009;128;119;1;31;0.0;0.0;31.0;1;16;47;13.0;0.0;0.0;35.0;18;4;0.0;0.0;4.0;119;96;23;9;2;7;19;19;1;3;0.0;0.0;3.0;1;6;12;3.0;0.0;0.0;9.0;6;1;0.0;0.0;1.0;19;16;6;6;4;4
630;Grote kwekerijen;Noord-Holland (PV);2000;141;133;0;3;;;;0;16;20;;;;;95;0;;;;133;129;4;8;1;7;37;36;0;2;;;;0;3;10;;;;;28;0;;;;36;35;7;11;7;9
631;Grote kwekerijen;Noord-Holland (PV);2001;159;148;0;6;;;;0;16;41;;;;;83;1;;;;148;134;14;11;0;11;36;34;0;2;;;;0;5;18;;;;;18;1;;;;34;31;10;12;4;10
632;Grote kwekerijen;Noord-Holland (PV);2002;166;156;0;6;;;;1;16;58;;;;;72;4;;;;156;148;8;10;5;5;40;37;2;1;;;;1;7;22;;;;;15;1;;;;37;35;11;12;6;10
633;Grote kwekerijen;Noord-Holland (PV);2003;175;164;0;6;;;;0;19;33;;;;;90;16;;;;164;160;3;12;4;8;34;31;1;1;;;;0;5;15;;;;;16;1;;;;31;31;7;10;5;8
634;Grote kwekerijen;Noord-Holland (PV);2004;164;156;0;6;;;;1;13;29;;;;;103;4;;;;156;149;7;8;1;7;35;32;1;2;;;;1;3;13;;;;;19;1;;;;32;31;8;10;6;7
635;Grote kwekerijen;Noord-Holland (PV);2005;188;176;0;6;;;;0;12;28;;;;;126;4;;;;176;171;5;12;4;7;39;36;1;2;;;;0;2;12;;;;;25;1;;;;36;35;8;15;8;10
636;Grote kwekerijen;Noord-Holland (PV);2006;221;211;25;6;0.0;0.0;6.0;0;19;60;10.0;0.0;23.0;27.0;96;6;1.0;0.0;5.0;211;200;11;9;4;5;35;34;3;2;1.0;0.0;1.0;0;4;14;3.0;0.0;5.0;8.0;18;3;1.0;0.0;2.0;34;31;9;10;5;6
637;Grote kwekerijen;Noord-Holland (PV);2007;281;269;15;6;0.0;0.0;6.0;0;40;55;15.0;0.0;16.0;24.0;149;4;0.0;0.0;4.0;269;262;7;12;4;7;45;43;4;3;0.0;0.0;3.0;0;6;17;6.0;0.0;4.0;9.0;26;1;0.0;0.0;1.0;43;43;8;11;6;7
638;Grote kwekerijen;Noord-Holland (PV);2008;242;231;24;6;0.0;0.0;6.0;0;17;59;19.0;0.0;19.0;22.0;124;0;0.0;0.0;0.0;231;224;7;11;2;9;38;36;3;2;0.0;0.0;2.0;0;5;14;6.0;0.0;3.0;8.0;23;0;0.0;0.0;0.0;36;35;7;11;5;10
639;Grote kwekerijen;Noord-Holland (PV);2009;286;275;27;6;0.0;0.0;6.0;0;18;62;20.0;0.0;22.0;19.0;162;0;0.0;0.0;0.0;275;268;7;12;1;11;47;44;5;3;1.0;0.0;2.0;0;5;15;7.0;1.0;3.0;9.0;29;0;0.0;0.0;0.0;44;43;7;12;4;10
640;Grote kwekerijen;Zuid-Holland (PV);2000;672;589;5;32;;;;11;62;301;;;;;175;3;;;;589;447;142;83;27;56;187;169;3;4;;;;8;54;121;;;;;54;3;;;;169;145;105;132;92;83
641;Grote kwekerijen;Zuid-Holland (PV);2001;781;690;4;33;;;;7;54;442;;;;;147;3;;;;690;540;150;91;28;64;185;166;2;5;;;;8;53;130;;;;;43;3;;;;166;137;106;127;83;87
642;Grote kwekerijen;Zuid-Holland (PV);2002;795;686;4;26;;;;19;56;353;;;;;226;2;;;;686;524;161;109;40;69;203;180;3;2;;;;8;48;134;;;;;57;2;;;;180;150;111;136;89;87
643;Grote kwekerijen;Zuid-Holland (PV);2003;791;696;6;36;;;;11;75;362;;;;;205;1;;;;696;539;157;95;27;69;229;214;6;5;;;;9;64;167;;;;;64;2;;;;214;182;120;161;114;107
644;Grote kwekerijen;Zuid-Holland (PV);2004;939;835;4;38;;;;10;74;502;;;;;200;7;;;;835;635;200;104;27;78;231;215;4;3;;;;7;67;167;;;;;60;2;;;;215;172;142;168;116;118
645;Grote kwekerijen;Zuid-Holland (PV);2005;823;695;20;30;;;;12;69;382;;;;;183;1;;;;695;515;180;128;32;96;237;211;7;4;;;;8;66;171;;;;;52;2;;;;211;169;143;176;116;123
646;Grote kwekerijen;Zuid-Holland (PV);2006;957;833;49;42;13.0;1.0;27.0;10;85;416;102.0;7.0;39.0;267.0;206;26;0.0;0.0;26.0;833;621;212;124;28;96;242;228;8;8;2.0;4.0;3.0;8;72;180;57.0;9.0;11.0;149.0;60;6;0.0;0.0;6.0;228;191;146;171;123;117
647;Grote kwekerijen;Zuid-Holland (PV);2007;1004;892;75;98;18.0;18.0;62.0;24;82;439;127.0;10.0;34.0;268.0;171;4;0.0;0.0;4.0;892;719;173;112;27;85;239;225;15;10;4.0;8.0;3.0;12;74;181;78.0;16.0;10.0;147.0;45;6;0.0;0.0;6.0;225;194;136;158;112;102
648;Grote kwekerijen;Zuid-Holland (PV);2008;1049;946;52;123;13.0;5.0;105.0;20;82;454;124.0;12.0;34.0;283.0;193;22;0.0;0.0;22.0;946;793;153;104;27;77;239;228;10;11;5.0;8.0;6.0;10;71;180;69.0;17.0;11.0;148.0;49;6;0.0;0.0;6.0;228;205;124;154;110;104
649;Grote kwekerijen;Zuid-Holland (PV);2009;1052;925;29;103;15.0;4.0;83.0;17;59;476;136.0;14.0;28.0;298.0;220;21;0.0;0.0;21.0;925;782;143;127;24;104;249;231;7;10;3.0;8.0;5.0;8;59;183;74.0;18.0;9.0;153.0;53;3;0.0;0.0;3.0;231;210;101;162;104;115
650;Grote kwekerijen;Zeeland (PV);2000;118;114;2;15;;;;0;20;52;;;;;14;12;;;;114;113;2;3;3;0;11;10;1;2;;;;0;2;5;;;;;3;1;;;;10;10;2;3;2;1
651;Grote kwekerijen;Zeeland (PV);2001;106;105;2;13;;;;0;20;45;;;;;10;16;;;;105;105;1;1;1;0;7;7;1;1;;;;0;2;3;;;;;3;1;;;;7;7;1;2;1;1
652;Grote kwekerijen;Zeeland (PV);2002;120;120;5;13;;;;0;21;53;;;;;9;18;;;;120;119;1;1;0;1;11;11;2;1;;;;0;3;7;;;;;3;2;;;;11;11;1;2;0;2
653;Grote kwekerijen;Zeeland (PV);2003;65;64;3;22;;;;0;0;7;;;;;31;1;;;;64;64;0;1;0;1;8;8;1;2;;;;0;2;3;;;;;2;1;;;;8;8;0;1;0;1
654;Grote kwekerijen;Zeeland (PV);2004;64;63;3;21;;;;0;0;11;;;;;29;0;;;;63;61;2;1;0;1;9;8;1;2;;;;0;0;5;;;;;1;1;;;;8;7;2;1;0;1
655;Grote kwekerijen;Zeeland (PV);2005;45;45;0;0;;;;0;0;8;;;;;24;13;;;;45;43;2;0;0;0;5;5;0;0;;;;0;0;3;;;;;1;1;;;;5;4;1;0;0;0
656;Grote kwekerijen;Zeeland (PV);2006;34;32;0;0;0.0;0.0;0.0;0;0;6;4.0;0.0;0.0;2.0;8;19;2.0;4.0;14.0;32;32;0;2;2;0;6;5;0;0;0.0;0.0;0.0;0;0;2;1.0;0.0;0.0;1.0;2;2;1.0;2.0;2.0;5;5;0;1;1;0
657;Grote kwekerijen;Zeeland (PV);2007;87;85;1;17;2.0;4.0;11.0;0;1;9;7.0;0.0;0.0;2.0;36;20;0.0;2.0;18.0;85;85;0;1;1;0;13;13;1;2;1.0;2.0;1.0;0;1;4;3.0;0.0;0.0;1.0;8;3;1.0;1.0;3.0;13;12;1;2;2;1
658;Grote kwekerijen;Zeeland (PV);2008;66;65;1;17;2.0;4.0;11.0;0;0;16;12.0;0.0;0.0;4.0;15;16;0.0;0.0;16.0;65;64;1;1;0;1;10;10;1;2;1.0;2.0;1.0;0;0;4;3.0;0.0;0.0;2.0;5;2;1.0;0.0;2.0;10;9;2;2;1;2
659;Grote kwekerijen;Zeeland (PV);2009;70;70;0;17;1.0;16.0;0.0;0;2;17;13.0;3.0;1.0;1.0;17;17;0.0;0.0;17.0;70;69;0;0;0;0;9;9;0;2;1.0;2.0;0.0;0;1;6;4.0;1.0;1.0;1.0;3;1;0.0;0.0;1.0;9;9;1;1;0;1
660;Grote kwekerijen;Noord-Brabant (PV);2000;2836;2765;434;985;;;;51;613;334;;;;;143;205;;;;2765;2573;192;71;27;44;274;269;71;54;;;;12;141;143;;;;;29;7;;;;269;236;117;138;102;78
661;Grote kwekerijen;Noord-Brabant (PV);2001;3002;2926;509;1052;;;;40;686;350;;;;;116;174;;;;2926;2750;177;75;36;40;282;279;68;60;;;;8;148;150;;;;;23;6;;;;279;254;110;143;114;76
662;Grote kwekerijen;Noord-Brabant (PV);2002;3295;3209;483;1213;;;;32;749;373;;;;;162;196;;;;3209;2989;220;86;41;45;299;294;60;64;;;;7;142;150;;;;;38;9;;;;294;264;117;145;115;82
663;Grote kwekerijen;Noord-Brabant (PV);2003;3543;3458;661;1091;;;;21;858;447;;;;;166;214;;;;3458;3261;196;85;36;49;347;342;81;71;;;;5;164;176;;;;;43;10;;;;342;308;128;158;122;84
664;Grote kwekerijen;Noord-Brabant (PV);2004;3960;3871;627;1280;;;;25;1080;460;;;;;159;239;;;;3871;3561;310;89;33;56;355;351;76;61;;;;7;175;170;;;;;38;11;;;;351;311;134;162;124;87
665;Grote kwekerijen;Noord-Brabant (PV);2005;4597;4498;822;1395;;;;38;1186;588;;;;;160;308;;;;4498;4264;234;100;43;57;386;382;88;66;;;;7;176;178;;;;;40;11;;;;382;341;138;169;131;90
666;Grote kwekerijen;Noord-Brabant (PV);2006;4961;4865;944;1535;56.0;430.0;1049.0;70;1056;791;359.0;14.0;18.0;400.0;136;333;36.0;14.0;284.0;4865;4644;221;96;38;58;416;412;105;78;20.0;35.0;54.0;10;180;239;130.0;15.0;3.0;161.0;32;14;5.0;1.0;12.0;412;375;135;161;125;85
667;Grote kwekerijen;Noord-Brabant (PV);2007;5466;5365;1174;1749;80.0;223.0;1446.0;44;1034;875;443.0;16.0;25.0;390.0;179;309;29.0;23.0;257.0;5365;5127;238;101;36;65;460;452;127;80;28.0;37.0;56.0;7;181;257;152.0;14.0;5.0;156.0;40;15;3.0;3.0;12.0;452;412;136;171;127;97
668;Grote kwekerijen;Noord-Brabant (PV);2008;5764;5647;1158;1733;84.0;163.0;1486.0;41;1305;1003;486.0;23.0;23.0;470.0;152;255;31.0;10.0;214.0;5647;5488;159;117;55;62;481;468;117;76;23.0;31.0;55.0;5;190;258;156.0;19.0;2.0;154.0;40;10;2.0;2.0;8.0;468;446;103;165;128;84
669;Grote kwekerijen;Noord-Brabant (PV);2009;6125;6006;1325;1724;97.0;208.0;1420.0;55;1235;1157;548.0;24.0;16.0;568.0;175;335;27.0;39.0;269.0;6006;5794;213;118;45;74;512;497;133;74;24.0;35.0;52.0;5;201;275;170.0;18.0;1.0;177.0;48;14;3.0;2.0;11.0;497;466;103;157;124;87
670;Grote kwekerijen;Limburg (PV);2000;1026;998;142;187;;;;122;133;76;;;;;135;203;;;;998;924;75;28;16;11;94;91;21;17;;;;25;43;41;;;;;24;14;;;;91;79;41;40;30;21
671;Grote kwekerijen;Limburg (PV);2001;1018;992;124;243;;;;99;162;92;;;;;85;187;;;;992;865;126;27;13;14;92;89;17;15;;;;22;41;48;;;;;20;14;;;;89;74;45;40;28;23
672;Grote kwekerijen;Limburg (PV);2002;1196;1172;146;270;;;;104;182;102;;;;;91;278;;;;1172;1087;85;24;16;8;97;95;20;17;;;;21;44;52;;;;;19;17;;;;95;82;46;36;28;18
673;Grote kwekerijen;Limburg (PV);2003;1373;1346;116;321;;;;140;219;129;;;;;109;311;;;;1346;1281;65;27;12;15;118;115;21;20;;;;27;44;58;;;;;27;20;;;;115;104;42;42;30;22
674;Grote kwekerijen;Limburg (PV);2004;1482;1452;108;341;;;;142;256;178;;;;;135;292;;;;1452;1359;93;30;11;19;119;117;20;20;;;;26;42;58;;;;;29;17;;;;117;103;48;45;32;23
675;Grote kwekerijen;Limburg (PV);2005;1683;1655;152;358;;;;191;320;154;;;;;151;329;;;;1655;1567;88;28;12;16;125;124;22;19;;;;29;42;60;;;;;33;19;;;;124;110;52;45;35;22
676;Grote kwekerijen;Limburg (PV);2006;1837;1805;160;394;33.0;34.0;327.0;238;295;261;94.0;7.0;4.0;156.0;143;315;107.0;19.0;189.0;1805;1712;93;32;15;17;149;148;27;17;2.0;9.0;12.0;33;53;86;40.0;6.0;2.0;61.0;29;25;12.0;9.0;16.0;148;134;57;50;37;28
677;Grote kwekerijen;Limburg (PV);2007;1977;1933;194;358;2.0;73.0;283.0;235;393;279;134.0;7.0;10.0;128.0;141;332;107.0;20.0;206.0;1933;1838;96;44;26;18;151;147;26;19;1.0;11.0;13.0;30;52;79;40.0;4.0;2.0;51.0;30;22;11.0;8.0;14.0;147;134;55;51;38;27
678;Grote kwekerijen;Limburg (PV);2008;2033;1996;244;461;12.0;40.0;409.0;198;395;208;92.0;6.0;0.0;110.0;159;331;100.0;38.0;194.0;1996;1909;87;37;17;20;152;145;25;25;5.0;12.0;17.0;27;49;75;35.0;6.0;0.0;45.0;23;20;14.0;7.0;12.0;145;132;48;45;28;29
679;Grote kwekerijen;Limburg (PV);2009;2211;2167;236;448;74.0;65.0;308.0;212;457;279;149.0;8.0;4.0;118.0;154;380;125.0;42.0;213.0;2167;2088;79;44;16;28;164;156;20;25;9.0;11.0;13.0;26;55;81;48.0;5.0;1.0;42.0;27;21;13.0;10.0;13.0;156;145;41;48;28;33
