ID;Taxpayers;Periods;TotalEnvironmentalTaxesAndFees_1;TotalEnvironmentalTaxRevenues_2;TotalEnvironmentalTaxesOnProducts_3;WasteTax_4;FuelTax_5;TaxOnElectricityAndGasUse_6;TapWaterAndGroundwaterTaxes_7;TaxOnPackaging_8;FlightTax_9;TotalMobilityTax_10;ExciseDuties_11;TaxOnPassengerCarsAndMotorcycles_12;MotorVehicleTax_13;ManureSurplusTax_14;TotalEnvironmentalFeesRevenues_15;WasteCollectionFee_16;NoiseTaxCivilAviation_17;FeesOnGroundwaterAndRefuseDumps_18;SewerageCharges_19;FeesOnWaterPollution_20
542;24 Manufacture of basic metals;2009;47.0;38.0;34.0;0.0;0.0;32.0;2.0;0.0;0.0;4.0;2.0;0.0;2.0;;9.0;5.0;;0.0;3.0;1.0
543;24 Manufacture of basic metals;2010;67.0;56.0;51.0;0.0;0.0;42.0;3.0;6.0;;5.0;3.0;0.0;2.0;;11.0;5.0;;0.0;4.0;2.0
544;24 Manufacture of basic metals;2011;74.0;60.0;53.0;0.0;0.0;45.0;2.0;6.0;;7.0;5.0;0.0;2.0;;13.0;7.0;;0.0;4.0;2.0
545;24 Manufacture of basic metals;2012;72.0;58.0;51.0;0.0;0.0;44.0;1.0;6.0;;7.0;5.0;0.0;2.0;;14.0;7.0;;0.0;5.0;2.0
546;25 Manufacture of metal products;1987;20.0;12.0;0.0;;0.0;;;;;12.0;6.0;2.0;4.0;;8.0;7.0;;0.0;0.0;1.0
547;25 Manufacture of metal products;1988;17.0;10.0;0.0;;0.0;;;;;10.0;6.0;2.0;2.0;;7.0;5.0;;0.0;0.0;2.0
548;25 Manufacture of metal products;1989;16.0;11.0;0.0;;0.0;;;;;11.0;5.0;2.0;4.0;;5.0;3.0;;0.0;0.0;2.0
549;25 Manufacture of metal products;1990;23.0;16.0;1.0;;1.0;;;;;15.0;8.0;3.0;4.0;;7.0;5.0;;0.0;0.0;2.0
550;25 Manufacture of metal products;1991;25.0;15.0;0.0;;0.0;;;;;15.0;8.0;3.0;4.0;;10.0;6.0;;0.0;1.0;3.0
551;25 Manufacture of metal products;1992;28.0;18.0;1.0;;1.0;;;;;16.0;9.0;3.0;4.0;;11.0;7.0;;0.0;1.0;3.0
552;25 Manufacture of metal products;1993;28.0;18.0;1.0;;1.0;;;;;17.0;10.0;3.0;4.0;;10.0;6.0;;0.0;1.0;3.0
553;25 Manufacture of metal products;1994;30.0;20.0;1.0;;1.0;;;;;19.0;11.0;4.0;4.0;;10.0;6.0;;0.0;1.0;3.0
554;25 Manufacture of metal products;1995;29.0;19.0;1.0;0.0;1.0;;0.0;;;18.0;10.0;4.0;4.0;;10.0;6.0;;0.0;1.0;3.0
555;25 Manufacture of metal products;1996;27.0;20.0;4.0;1.0;0.0;3.0;0.0;;;16.0;7.0;5.0;4.0;;7.0;3.0;;0.0;1.0;3.0
556;25 Manufacture of metal products;1997;25.0;20.0;8.0;1.0;0.0;7.0;0.0;;;12.0;7.0;5.0;0.0;;5.0;1.0;;0.0;1.0;3.0
557;25 Manufacture of metal products;1998;31.0;26.0;10.0;2.0;1.0;7.0;0.0;;;16.0;8.0;6.0;2.0;;5.0;1.0;;0.0;1.0;3.0
558;25 Manufacture of metal products;1999;37.0;31.0;12.0;2.0;0.0;10.0;0.0;;;19.0;10.0;7.0;2.0;;6.0;2.0;;0.0;1.0;3.0
559;25 Manufacture of metal products;2000;38.0;32.0;12.0;2.0;0.0;9.0;1.0;;;20.0;11.0;7.0;2.0;;6.0;2.0;;0.0;1.0;3.0
560;25 Manufacture of metal products;2001;42.0;36.0;15.0;2.0;2.0;10.0;1.0;;;21.0;11.0;8.0;2.0;;6.0;2.0;;0.0;1.0;3.0
561;25 Manufacture of metal products;2002;39.0;32.0;12.0;0.0;2.0;9.0;1.0;;;21.0;11.0;7.0;3.0;;7.0;3.0;;0.0;1.0;3.0
562;25 Manufacture of metal products;2003;42.0;33.0;12.0;2.0;2.0;7.0;1.0;;;21.0;12.0;6.0;3.0;;9.0;3.0;;0.0;3.0;3.0
563;25 Manufacture of metal products;2004;48.0;40.0;14.0;0.0;0.0;12.0;2.0;;;26.0;14.0;7.0;5.0;;8.0;3.0;;0.0;2.0;3.0
564;25 Manufacture of metal products;2005;60.0;52.0;26.0;0.0;0.0;24.0;2.0;;;26.0;14.0;7.0;5.0;;8.0;3.0;;0.0;2.0;3.0
565;25 Manufacture of metal products;2006;60.0;53.0;27.0;0.0;0.0;27.0;0.0;;;26.0;13.0;8.0;5.0;;7.0;3.0;;0.0;2.0;2.0
566;25 Manufacture of metal products;2007;63.0;52.0;21.0;0.0;0.0;19.0;2.0;;;31.0;15.0;9.0;7.0;;11.0;5.0;;0.0;3.0;3.0
567;25 Manufacture of metal products;2008;75.0;64.0;34.0;0.0;0.0;31.0;1.0;2.0;0.0;30.0;15.0;8.0;7.0;;11.0;5.0;;0.0;3.0;3.0
568;25 Manufacture of metal products;2009;74.0;64.0;34.0;0.0;0.0;29.0;1.0;4.0;0.0;30.0;15.0;5.0;10.0;;10.0;5.0;;0.0;2.0;3.0
569;25 Manufacture of metal products;2010;79.0;69.0;39.0;0.0;0.0;30.0;2.0;7.0;;30.0;14.0;5.0;11.0;;10.0;5.0;;0.0;2.0;3.0
570;25 Manufacture of metal products;2011;74.0;65.0;36.0;0.0;0.0;28.0;1.0;7.0;;30.0;14.0;5.0;11.0;;8.0;3.0;;0.0;2.0;3.0
571;25 Manufacture of metal products;2012;69.0;60.0;34.0;0.0;0.0;26.0;1.0;7.0;;27.0;12.0;4.0;11.0;;9.0;3.0;;0.0;3.0;3.0
572;26-27 Elektrical and electron. Industry;1987;12.0;6.0;0.0;;0.0;;;;;6.0;4.0;0.0;2.0;;6.0;5.0;;0.0;0.0;1.0
573;26-27 Elektrical and electron. Industry;1988;8.0;5.0;0.0;;0.0;;;;;5.0;4.0;0.0;1.0;;3.0;2.0;;0.0;0.0;1.0
574;26-27 Elektrical and electron. Industry;1989;9.0;5.0;0.0;;0.0;;;;;5.0;4.0;0.0;1.0;;4.0;3.0;;0.0;0.0;1.0
575;26-27 Elektrical and electron. Industry;1990;12.0;7.0;0.0;;0.0;;;;;7.0;5.0;0.0;2.0;;5.0;4.0;;0.0;0.0;1.0
576;26-27 Elektrical and electron. Industry;1991;12.0;8.0;3.0;;3.0;;;;;5.0;3.0;0.0;2.0;;4.0;3.0;;0.0;0.0;1.0
577;26-27 Elektrical and electron. Industry;1992;14.0;8.0;0.0;;0.0;;;;;8.0;4.0;0.0;4.0;;6.0;5.0;;0.0;0.0;1.0
578;26-27 Elektrical and electron. Industry;1993;14.0;9.0;1.0;;1.0;;;;;7.0;4.0;0.0;3.0;;5.0;4.0;;0.0;0.0;1.0
579;26-27 Elektrical and electron. Industry;1994;15.0;11.0;1.0;;1.0;;;;;10.0;6.0;1.0;3.0;;4.0;3.0;;0.0;0.0;1.0
580;26-27 Elektrical and electron. Industry;1995;17.0;9.0;2.0;0.0;1.0;;1.0;;;7.0;5.0;1.0;1.0;;9.0;6.0;;0.0;1.0;2.0
581;26-27 Elektrical and electron. Industry;1996;23.0;14.0;4.0;0.0;1.0;3.0;1.0;;;10.0;7.0;1.0;2.0;;10.0;7.0;;0.0;1.0;2.0
582;26-27 Elektrical and electron. Industry;1997;20.0;14.0;8.0;1.0;1.0;5.0;1.0;;;7.0;5.0;1.0;1.0;;6.0;3.0;;0.0;1.0;2.0
583;26-27 Elektrical and electron. Industry;1998;24.0;16.0;6.0;0.0;1.0;4.0;1.0;;;10.0;8.0;1.0;1.0;;9.0;6.0;;0.0;1.0;2.0
584;26-27 Elektrical and electron. Industry;1999;26.0;17.0;9.0;0.0;1.0;8.0;1.0;;;8.0;6.0;1.0;1.0;;9.0;7.0;;0.0;1.0;1.0
585;26-27 Elektrical and electron. Industry;2000;25.0;17.0;9.0;1.0;1.0;7.0;0.0;;;8.0;6.0;1.0;1.0;;9.0;6.0;;0.0;1.0;2.0
586;26-27 Elektrical and electron. Industry;2001;19.0;16.0;9.0;0.0;1.0;8.0;0.0;;;6.0;5.0;1.0;0.0;;3.0;1.0;;0.0;1.0;1.0
587;26-27 Elektrical and electron. Industry;2002;25.0;14.0;8.0;0.0;1.0;7.0;0.0;;;6.0;4.0;1.0;1.0;;11.0;1.0;;0.0;5.0;5.0
588;26-27 Elektrical and electron. Industry;2003;25.0;15.0;8.0;0.0;1.0;5.0;2.0;;;7.0;5.0;1.0;1.0;;10.0;1.0;;0.0;3.0;6.0
589;26-27 Elektrical and electron. Industry;2004;26.0;18.0;13.0;0.0;0.0;11.0;2.0;;;5.0;4.0;1.0;0.0;;8.0;1.0;;0.0;3.0;4.0
590;26-27 Elektrical and electron. Industry;2005;37.0;30.0;21.0;1.0;0.0;19.0;1.0;;;9.0;7.0;1.0;1.0;;7.0;1.0;;0.0;3.0;3.0
591;26-27 Elektrical and electron. Industry;2006;39.0;31.0;23.0;1.0;0.0;21.0;1.0;;;8.0;6.0;1.0;1.0;;8.0;1.0;;0.0;4.0;3.0
592;26-27 Elektrical and electron. Industry;2007;32.0;24.0;16.0;0.0;0.0;15.0;1.0;;;8.0;5.0;1.0;2.0;;8.0;1.0;;0.0;4.0;3.0
593;26-27 Elektrical and electron. Industry;2008;37.0;29.0;21.0;0.0;0.0;16.0;1.0;4.0;0.0;8.0;5.0;1.0;2.0;;8.0;1.0;;0.0;4.0;3.0
594;26-27 Elektrical and electron. Industry;2009;44.0;35.0;24.0;0.0;0.0;15.0;1.0;7.0;1.0;11.0;5.0;1.0;5.0;;9.0;1.0;;0.0;5.0;3.0
595;26-27 Elektrical and electron. Industry;2010;45.0;36.0;22.0;0.0;0.0;16.0;1.0;5.0;;14.0;8.0;1.0;5.0;;9.0;1.0;;0.0;6.0;2.0
596;26-27 Elektrical and electron. Industry;2011;44.0;33.0;21.0;0.0;0.0;14.0;2.0;5.0;;12.0;6.0;1.0;5.0;;11.0;3.0;;0.0;6.0;2.0
597;26-27 Elektrical and electron. Industry;2012;41.0;28.0;18.0;0.0;0.0;13.0;0.0;5.0;;11.0;5.0;1.0;5.0;;13.0;3.0;;0.0;8.0;2.0
598;28 Manufacture of machinery n.e.c.;1987;8.0;5.0;0.0;;0.0;;;;;5.0;2.0;1.0;2.0;;3.0;2.0;;0.0;0.0;1.0
599;28 Manufacture of machinery n.e.c.;1988;11.0;8.0;0.0;;0.0;;;;;8.0;4.0;1.0;3.0;;3.0;2.0;;0.0;0.0;1.0
600;28 Manufacture of machinery n.e.c.;1989;13.0;10.0;0.0;;0.0;;;;;10.0;4.0;1.0;5.0;;3.0;2.0;;0.0;0.0;1.0
601;28 Manufacture of machinery n.e.c.;1990;14.0;11.0;0.0;;0.0;;;;;11.0;4.0;2.0;5.0;;4.0;2.0;;0.0;1.0;1.0
602;28 Manufacture of machinery n.e.c.;1991;16.0;11.0;0.0;;0.0;;;;;11.0;4.0;2.0;5.0;;6.0;4.0;;0.0;1.0;1.0
603;28 Manufacture of machinery n.e.c.;1992;18.0;13.0;0.0;;0.0;;;;;13.0;5.0;2.0;6.0;;5.0;3.0;;0.0;1.0;1.0
604;28 Manufacture of machinery n.e.c.;1993;24.0;15.0;0.0;;0.0;;;;;15.0;6.0;2.0;7.0;;9.0;7.0;;0.0;1.0;1.0
605;28 Manufacture of machinery n.e.c.;1994;22.0;15.0;0.0;;0.0;;;;;15.0;6.0;2.0;7.0;;7.0;5.0;;0.0;1.0;1.0
606;28 Manufacture of machinery n.e.c.;1995;26.0;21.0;4.0;2.0;1.0;;1.0;;;17.0;7.0;3.0;7.0;;6.0;4.0;;0.0;1.0;1.0
607;28 Manufacture of machinery n.e.c.;1996;29.0;23.0;4.0;0.0;1.0;3.0;1.0;;;19.0;9.0;3.0;7.0;;6.0;4.0;;0.0;1.0;1.0
608;28 Manufacture of machinery n.e.c.;1997;24.0;20.0;5.0;0.0;0.0;4.0;1.0;;;14.0;9.0;3.0;2.0;;5.0;3.0;;0.0;1.0;1.0
609;28 Manufacture of machinery n.e.c.;1998;25.0;21.0;5.0;0.0;0.0;4.0;1.0;;;16.0;10.0;4.0;2.0;;4.0;2.0;;0.0;1.0;1.0
610;28 Manufacture of machinery n.e.c.;1999;31.0;26.0;10.0;0.0;1.0;8.0;1.0;;;17.0;9.0;5.0;3.0;;5.0;3.0;;0.0;1.0;1.0
611;28 Manufacture of machinery n.e.c.;2000;35.0;30.0;10.0;1.0;1.0;6.0;2.0;;;20.0;12.0;5.0;3.0;;5.0;3.0;;0.0;1.0;1.0
612;28 Manufacture of machinery n.e.c.;2001;33.0;27.0;11.0;1.0;1.0;7.0;2.0;;;16.0;9.0;5.0;2.0;;6.0;4.0;;0.0;1.0;1.0
613;28 Manufacture of machinery n.e.c.;2002;31.0;24.0;8.0;1.0;1.0;5.0;1.0;;;16.0;11.0;3.0;2.0;;7.0;3.0;;0.0;2.0;2.0
614;28 Manufacture of machinery n.e.c.;2003;30.0;26.0;7.0;0.0;1.0;5.0;1.0;;;19.0;11.0;4.0;4.0;;4.0;2.0;;0.0;1.0;1.0
615;28 Manufacture of machinery n.e.c.;2004;33.0;27.0;8.0;0.0;0.0;7.0;1.0;;;19.0;11.0;4.0;4.0;;6.0;3.0;;0.0;1.0;2.0
616;28 Manufacture of machinery n.e.c.;2005;38.0;34.0;14.0;0.0;0.0;13.0;1.0;;;20.0;12.0;4.0;4.0;;4.0;2.0;;0.0;1.0;1.0
617;28 Manufacture of machinery n.e.c.;2006;44.0;38.0;16.0;0.0;0.0;15.0;1.0;;;22.0;14.0;5.0;3.0;;6.0;2.0;;0.0;2.0;2.0
618;28 Manufacture of machinery n.e.c.;2007;42.0;37.0;15.0;1.0;0.0;13.0;1.0;;;22.0;13.0;5.0;4.0;;5.0;2.0;;0.0;2.0;1.0
619;28 Manufacture of machinery n.e.c.;2008;52.0;47.0;25.0;1.0;0.0;22.0;1.0;1.0;0.0;22.0;13.0;5.0;4.0;;5.0;2.0;;0.0;2.0;1.0
620;28 Manufacture of machinery n.e.c.;2009;46.0;41.0;22.0;0.0;0.0;17.0;1.0;4.0;0.0;19.0;12.0;3.0;4.0;;5.0;2.0;;0.0;2.0;1.0
621;28 Manufacture of machinery n.e.c.;2010;52.0;47.0;26.0;0.0;0.0;19.0;1.0;6.0;;21.0;14.0;3.0;4.0;;5.0;2.0;;0.0;2.0;1.0
622;28 Manufacture of machinery n.e.c.;2011;54.0;47.0;26.0;0.0;0.0;19.0;1.0;6.0;;21.0;14.0;3.0;4.0;;7.0;4.0;;0.0;2.0;1.0
623;28 Manufacture of machinery n.e.c.;2012;55.0;46.0;24.0;0.0;0.0;17.0;1.0;6.0;;22.0;16.0;2.0;4.0;;9.0;5.0;;0.0;3.0;1.0
624;29-30 Transport equipment;1987;13.0;8.0;0.0;;0.0;;;;;8.0;6.0;1.0;1.0;;5.0;5.0;;0.0;0.0;0.0
625;29-30 Transport equipment;1988;10.0;8.0;0.0;;0.0;;;;;8.0;6.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
626;29-30 Transport equipment;1989;10.0;8.0;0.0;;0.0;;;;;8.0;5.0;1.0;2.0;;2.0;2.0;;0.0;0.0;0.0
627;29-30 Transport equipment;1990;10.0;8.0;0.0;;0.0;;;;;8.0;6.0;1.0;1.0;;2.0;2.0;;0.0;0.0;0.0
628;29-30 Transport equipment;1991;14.0;10.0;0.0;;0.0;;;;;10.0;7.0;1.0;2.0;;4.0;4.0;;0.0;0.0;0.0
629;29-30 Transport equipment;1992;11.0;7.0;0.0;;0.0;;;;;7.0;5.0;1.0;1.0;;4.0;4.0;;0.0;0.0;0.0
630;29-30 Transport equipment;1993;14.0;7.0;0.0;;0.0;;;;;7.0;5.0;1.0;1.0;;7.0;7.0;;0.0;0.0;0.0
631;29-30 Transport equipment;1994;14.0;8.0;0.0;;0.0;;;;;8.0;6.0;1.0;1.0;;6.0;6.0;;0.0;0.0;0.0
632;29-30 Transport equipment;1995;16.0;10.0;1.0;1.0;0.0;;0.0;;;9.0;6.0;1.0;2.0;;6.0;5.0;;0.0;0.0;1.0
633;29-30 Transport equipment;1996;13.0;12.0;4.0;1.0;0.0;3.0;1.0;;;7.0;4.0;1.0;2.0;;1.0;1.0;;0.0;0.0;0.0
634;29-30 Transport equipment;1997;13.0;12.0;5.0;0.0;1.0;3.0;0.0;;;8.0;5.0;2.0;1.0;;1.0;0.0;;0.0;0.0;1.0
635;29-30 Transport equipment;1998;15.0;13.0;4.0;0.0;0.0;3.0;0.0;;;9.0;5.0;2.0;2.0;;2.0;1.0;;0.0;0.0;1.0
636;29-30 Transport equipment;1999;16.0;14.0;7.0;0.0;0.0;7.0;0.0;;;7.0;4.0;2.0;1.0;;2.0;1.0;;0.0;0.0;1.0
637;29-30 Transport equipment;2000;17.0;15.0;8.0;1.0;0.0;7.0;0.0;;;7.0;4.0;2.0;1.0;;2.0;1.0;;0.0;0.0;1.0
638;29-30 Transport equipment;2001;17.0;13.0;7.0;1.0;0.0;6.0;0.0;;;5.0;2.0;2.0;1.0;;4.0;1.0;;0.0;2.0;1.0
639;29-30 Transport equipment;2002;23.0;16.0;8.0;0.0;0.0;6.0;2.0;;;8.0;4.0;2.0;2.0;;7.0;3.0;;0.0;2.0;2.0
640;29-30 Transport equipment;2003;17.0;12.0;3.0;0.0;0.0;3.0;0.0;;;9.0;5.0;2.0;2.0;;5.0;3.0;;0.0;1.0;1.0
641;29-30 Transport equipment;2004;17.0;14.0;7.0;1.0;0.0;5.0;1.0;;;7.0;3.0;2.0;2.0;;3.0;1.0;;0.0;0.0;2.0
642;29-30 Transport equipment;2005;19.0;16.0;10.0;0.0;0.0;9.0;1.0;;;6.0;3.0;2.0;1.0;;3.0;1.0;;0.0;0.0;2.0
643;29-30 Transport equipment;2006;23.0;21.0;14.0;0.0;0.0;13.0;1.0;;;7.0;3.0;2.0;2.0;;2.0;1.0;;0.0;0.0;1.0
644;29-30 Transport equipment;2007;22.0;19.0;11.0;0.0;0.0;10.0;1.0;;;8.0;4.0;2.0;2.0;;3.0;2.0;;0.0;0.0;1.0
645;29-30 Transport equipment;2008;30.0;27.0;19.0;0.0;0.0;15.0;1.0;2.0;1.0;8.0;4.0;2.0;2.0;;3.0;2.0;;0.0;0.0;1.0
646;29-30 Transport equipment;2009;31.0;28.0;20.0;0.0;0.0;11.0;1.0;8.0;0.0;8.0;3.0;1.0;4.0;;3.0;2.0;;0.0;0.0;1.0
647;29-30 Transport equipment;2010;39.0;36.0;25.0;0.0;0.0;10.0;1.0;14.0;;11.0;5.0;1.0;5.0;;3.0;2.0;;0.0;0.0;1.0
648;29-30 Transport equipment;2011;42.0;37.0;24.0;0.0;0.0;10.0;1.0;13.0;;12.0;6.0;1.0;5.0;;5.0;4.0;;0.0;0.0;1.0
649;29-30 Transport equipment;2012;37.0;32.0;21.0;-1.0;0.0;9.0;0.0;13.0;;11.0;5.0;1.0;5.0;;5.0;4.0;;0.0;0.0;1.0
650;31-33 Other manufacturing and repair;1987;16.0;12.0;0.0;;0.0;;;;;12.0;7.0;2.0;3.0;;4.0;4.0;;0.0;0.0;0.0
651;31-33 Other manufacturing and repair;1988;14.0;12.0;0.0;;0.0;;;;;12.0;7.0;2.0;3.0;;2.0;2.0;;0.0;0.0;0.0
652;31-33 Other manufacturing and repair;1989;16.0;11.0;0.0;;0.0;;;;;11.0;5.0;2.0;4.0;;4.0;4.0;;0.0;0.0;0.0
653;31-33 Other manufacturing and repair;1990;17.0;11.0;0.0;;0.0;;;;;11.0;6.0;2.0;3.0;;6.0;5.0;;0.0;0.0;0.0
654;31-33 Other manufacturing and repair;1991;14.0;9.0;0.0;;0.0;;;;;9.0;4.0;3.0;2.0;;6.0;5.0;;0.0;0.0;0.0
655;31-33 Other manufacturing and repair;1992;19.0;14.0;1.0;;1.0;;;;;13.0;6.0;3.0;4.0;;5.0;4.0;;0.0;0.0;0.0
656;31-33 Other manufacturing and repair;1993;24.0;16.0;1.0;;1.0;;;;;15.0;8.0;3.0;4.0;;8.0;7.0;;0.0;0.0;0.0
657;31-33 Other manufacturing and repair;1994;20.0;15.0;0.0;;0.0;;;;;15.0;8.0;3.0;4.0;;5.0;4.0;;0.0;0.0;0.0
658;31-33 Other manufacturing and repair;1995;23.0;17.0;1.0;0.0;0.0;;1.0;;;16.0;10.0;4.0;2.0;;6.0;5.0;;0.0;0.0;1.0
659;31-33 Other manufacturing and repair;1996;31.0;25.0;5.0;0.0;1.0;3.0;1.0;;;20.0;14.0;4.0;2.0;;6.0;4.0;;0.0;0.0;2.0
660;31-33 Other manufacturing and repair;1997;27.0;22.0;8.0;0.0;1.0;6.0;1.0;;;14.0;8.0;5.0;1.0;;5.0;3.0;;0.0;1.0;1.0
661;31-33 Other manufacturing and repair;1998;27.0;23.0;7.0;0.0;0.0;6.0;1.0;;;16.0;10.0;6.0;0.0;;4.0;2.0;;0.0;1.0;1.0
662;31-33 Other manufacturing and repair;1999;37.0;30.0;12.0;0.0;0.0;12.0;0.0;;;18.0;10.0;7.0;1.0;;7.0;4.0;;0.0;1.0;2.0
663;31-33 Other manufacturing and repair;2000;41.0;35.0;12.0;1.0;1.0;9.0;1.0;;;23.0;13.0;7.0;3.0;;6.0;4.0;;0.0;1.0;1.0
664;31-33 Other manufacturing and repair;2001;36.0;30.0;10.0;0.0;0.0;8.0;2.0;;;21.0;10.0;8.0;3.0;;6.0;3.0;;0.0;2.0;1.0
665;31-33 Other manufacturing and repair;2002;40.0;32.0;10.0;0.0;1.0;8.0;1.0;;;23.0;14.0;6.0;3.0;;8.0;4.0;;0.0;2.0;2.0
666;31-33 Other manufacturing and repair;2003;39.0;33.0;11.0;0.0;2.0;7.0;2.0;;;22.0;12.0;6.0;4.0;;6.0;3.0;;0.0;2.0;1.0
667;31-33 Other manufacturing and repair;2004;40.0;33.0;10.0;0.0;0.0;9.0;1.0;;;23.0;13.0;7.0;3.0;;7.0;3.0;;0.0;1.0;3.0
668;31-33 Other manufacturing and repair;2005;50.0;43.0;20.0;0.0;0.0;18.0;2.0;;;23.0;13.0;7.0;3.0;;7.0;3.0;;0.0;1.0;3.0
669;31-33 Other manufacturing and repair;2006;55.0;48.0;21.0;1.0;0.0;19.0;1.0;;;27.0;15.0;8.0;4.0;;7.0;3.0;;0.0;2.0;2.0
670;31-33 Other manufacturing and repair;2007;55.0;47.0;18.0;0.0;0.0;17.0;1.0;;;29.0;15.0;9.0;5.0;;8.0;4.0;;0.0;2.0;2.0
671;31-33 Other manufacturing and repair;2008;67.0;59.0;31.0;0.0;0.0;26.0;1.0;4.0;0.0;28.0;15.0;8.0;5.0;;8.0;4.0;;0.0;2.0;2.0
672;31-33 Other manufacturing and repair;2009;66.0;58.0;35.0;0.0;0.0;26.0;1.0;8.0;0.0;23.0;14.0;5.0;4.0;;8.0;4.0;;0.0;2.0;2.0
673;31-33 Other manufacturing and repair;2010;57.0;48.0;24.0;0.0;0.0;23.0;1.0;0.0;;24.0;16.0;5.0;3.0;;9.0;4.0;;0.0;2.0;3.0
674;31-33 Other manufacturing and repair;2011;53.0;44.0;22.0;0.0;0.0;21.0;1.0;0.0;;22.0;14.0;5.0;3.0;;9.0;4.0;;0.0;2.0;3.0
675;31-33 Other manufacturing and repair;2012;53.0;44.0;23.0;0.0;0.0;21.0;2.0;0.0;;21.0;14.0;4.0;3.0;;10.0;4.0;;0.0;3.0;3.0
676;D Electricity and gas supply;1987;8.0;2.0;0.0;;0.0;;;;;2.0;0.0;0.0;2.0;;6.0;4.0;;0.0;0.0;2.0
677;D Electricity and gas supply;1988;50.0;44.0;42.0;;42.0;;;;;2.0;0.0;0.0;2.0;;6.0;4.0;;0.0;0.0;2.0
678;D Electricity and gas supply;1989;88.0;86.0;84.0;;84.0;;;;;2.0;0.0;0.0;2.0;;2.0;0.0;;0.0;0.0;2.0
679;D Electricity and gas supply;1990;153.0;147.0;144.0;;144.0;;;;;3.0;0.0;0.0;3.0;;5.0;4.0;;0.0;0.0;1.0
680;D Electricity and gas supply;1991;223.0;217.0;214.0;;214.0;;;;;3.0;0.0;0.0;3.0;;6.0;4.0;;0.0;0.0;2.0
681;D Electricity and gas supply;1992;343.0;337.0;333.0;;333.0;;;;;4.0;1.0;0.0;3.0;;6.0;4.0;;0.0;0.0;2.0
682;D Electricity and gas supply;1993;346.0;339.0;335.0;;335.0;;;;;4.0;1.0;0.0;3.0;;7.0;4.0;;0.0;0.0;3.0
683;D Electricity and gas supply;1994;318.0;312.0;308.0;;308.0;;;;;3.0;0.0;0.0;3.0;;7.0;4.0;;0.0;0.0;3.0
684;D Electricity and gas supply;1995;330.0;323.0;320.0;0.0;319.0;;1.0;;;3.0;0.0;0.0;3.0;;6.0;4.0;;0.0;0.0;2.0
685;D Electricity and gas supply;1996;357.0;347.0;346.0;0.0;345.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;9.0;7.0;;0.0;0.0;2.0
686;D Electricity and gas supply;1997;334.0;328.0;325.0;0.0;324.0;0.0;1.0;;;2.0;1.0;0.0;1.0;;6.0;4.0;;0.0;0.0;2.0
687;D Electricity and gas supply;1998;331.0;325.0;323.0;0.0;322.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;6.0;4.0;;0.0;0.0;2.0
688;D Electricity and gas supply;1999;306.0;300.0;297.0;0.0;296.0;0.0;1.0;;;2.0;1.0;0.0;1.0;;6.0;4.0;;0.0;0.0;2.0
689;D Electricity and gas supply;2000;293.0;287.0;284.0;0.0;282.0;0.0;2.0;;;3.0;1.0;1.0;1.0;;6.0;4.0;;0.0;0.0;2.0
690;D Electricity and gas supply;2001;295.0;288.0;285.0;0.0;272.0;8.0;5.0;;;3.0;1.0;1.0;1.0;;7.0;4.0;;1.0;0.0;2.0
691;D Electricity and gas supply;2002;232.0;223.0;221.0;0.0;210.0;8.0;3.0;;;2.0;1.0;1.0;0.0;;9.0;5.0;;1.0;0.0;3.0
692;D Electricity and gas supply;2003;250.0;241.0;239.0;0.0;219.0;16.0;4.0;;;2.0;1.0;1.0;0.0;;9.0;5.0;;1.0;0.0;3.0
693;D Electricity and gas supply;2004;70.0;60.0;58.0;0.0;35.0;19.0;4.0;;;2.0;1.0;1.0;0.0;;10.0;6.0;;1.0;0.0;3.0
694;D Electricity and gas supply;2005;36.0;26.0;22.0;1.0;3.0;14.0;4.0;;;4.0;3.0;1.0;0.0;;10.0;6.0;;1.0;0.0;3.0
695;D Electricity and gas supply;2006;38.0;28.0;24.0;1.0;4.0;15.0;4.0;;;4.0;3.0;1.0;0.0;;10.0;6.0;;1.0;0.0;3.0
696;D Electricity and gas supply;2007;36.0;27.0;24.0;0.0;1.0;19.0;4.0;;;3.0;1.0;1.0;1.0;;9.0;6.0;;1.0;0.0;2.0
697;D Electricity and gas supply;2008;47.0;38.0;33.0;1.0;8.0;20.0;4.0;0.0;0.0;5.0;3.0;1.0;1.0;;9.0;6.0;;1.0;0.0;2.0
698;D Electricity and gas supply;2009;37.0;29.0;25.0;0.0;0.0;21.0;4.0;0.0;0.0;4.0;3.0;0.0;1.0;;8.0;6.0;;0.0;0.0;2.0
699;D Electricity and gas supply;2010;38.0;30.0;24.0;0.0;1.0;19.0;4.0;0.0;;6.0;4.0;0.0;2.0;;8.0;6.0;;0.0;0.0;2.0
700;D Electricity and gas supply;2011;93.0;86.0;81.0;0.0;1.0;75.0;5.0;0.0;;5.0;3.0;0.0;2.0;;7.0;5.0;;0.0;0.0;2.0
701;D Electricity and gas supply;2012;69.0;60.0;55.0;0.0;1.0;53.0;1.0;0.0;;5.0;3.0;0.0;2.0;;9.0;7.0;;0.0;0.0;2.0
702;E Water supply and waste management;1987;68.0;22.0;0.0;;0.0;;;;;22.0;15.0;1.0;6.0;;45.0;5.0;;0.0;0.0;40.0
