ID;Bedrijfsafvalstoffen;NuttigeToepassingEnEindverwerking;BedrijfstakkenBranchesSBI2008;Perioden;Bedrijfsafval_1
257;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2004;1182.0
258;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2005;1153.0
259;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2006;1166.0
260;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2007;1167.0
261;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2008;1028.0
262;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2009;922.0
263;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2010;955.0
264;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2011;965.0
265;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2012;844.0
266;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2013;843.0
267;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2014;824.0
268;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2015;833.0
269;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2016;806.0
270;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2017;820.0
271;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2018;834.0
272;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2019;823.0
273;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2020;789.0
274;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17-18 Papier- en grafische industrie;2021;835.0
275;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;1994;746.0
276;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;1996;702.0
277;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;1998;799.0
278;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2000;857.0
279;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2001;837.0
280;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2002;839.0
281;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2003;871.0
282;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2004;862.0
283;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2005;837.0
284;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2006;813.0
285;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2007;807.0
286;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2008;742.0
287;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2009;647.0
288;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2010;709.0
289;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2011;714.0
290;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2012;629.0
291;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2013;631.0
292;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2014;640.0
293;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2015;655.0
294;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2016;661.0
295;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2017;692.0
296;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2018;703.0
297;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2019;698.0
298;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2020;674.0
299;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;17 Papierindustrie;2021;709.0
300;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;1994;288.0
301;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;1996;310.0
302;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;1998;344.0
303;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2000;398.0
304;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2001;371.0
305;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2002;367.0
306;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2003;359.0
307;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2004;320.0
308;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2005;316.0
309;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2006;353.0
310;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2007;360.0
311;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2008;286.0
312;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2009;275.0
313;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2010;246.0
314;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2011;251.0
315;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2012;214.0
316;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2013;213.0
317;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2014;183.0
318;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2015;178.0
319;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2016;145.0
320;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2017;128.0
321;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2018;131.0
322;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2019;124.0
323;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2020;115.0
324;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;18 Grafische industrie;2021;126.0
325;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;1994;3241.0
326;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;1996;3378.0
327;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;1998;3267.0
328;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2000;2329.0
329;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2001;1986.0
330;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2002;1810.0
331;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2003;1815.0
332;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2004;1783.0
333;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2005;1831.0
334;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2006;1861.0
335;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2007;1898.0
336;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2008;1831.0
337;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2009;1465.0
338;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2010;1508.0
339;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2011;1636.0
340;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2012;1517.0
341;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2013;1209.0
342;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2014;1299.0
343;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2015;1239.0
344;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2016;1418.0
345;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2017;1469.0
346;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2018;1227.0
347;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2019;1184.0
348;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2020;1135.0
349;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19-22 Raffinaderijen en chemie;2021;1180.0
350;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;1994;488.0
351;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;1996;472.0
352;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;1998;481.0
353;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2000;483.0
354;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2001;510.0
355;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2002;409.0
356;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2003;446.0
357;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2004;487.0
358;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2005;522.0
359;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2006;447.0
360;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2007;488.0
361;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2008;456.0
362;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2009;474.0
363;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2010;444.0
364;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2011;477.0
365;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2012;473.0
366;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2013;516.0
367;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2014;667.0
368;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2015;603.0
369;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2016;671.0
370;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2017;615.0
371;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2018;519.0
372;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2019;512.0
373;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2020;478.0
374;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;19 Aardolie-industrie;2021;511.0
375;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;1994;2632.0
376;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;1996;2785.0
377;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;1998;2646.0
378;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2000;1687.0
379;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2001;1310.0
380;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2002;1253.0
381;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2003;1225.0
382;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2004;1154.0
383;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2005;1164.0
384;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2006;1215.0
385;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2007;1224.0
386;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2008;1216.0
387;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2009;856.0
388;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2010;912.0
389;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2011;1004.0
390;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2012;932.0
391;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2013;581.0
392;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2014;511.0
393;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2015;511.0
394;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2016;607.0
395;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2017;702.0
396;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2018;569.0
397;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2019;543.0
398;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2020;536.0
399;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20-21 Chemie en farmaceutische industrie;2021;541.0
400;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;1994;
401;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;1996;
402;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;1998;
403;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2000;
404;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2001;
405;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2002;
406;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2003;
407;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2004;
408;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2005;
409;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2006;
410;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2007;
411;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2008;1037.0
412;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2009;686.0
413;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2010;824.0
414;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2011;901.0
415;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2012;849.0
416;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2013;497.0
417;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2014;431.0
418;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2015;427.0
419;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2016;530.0
420;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2017;608.0
421;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2018;508.0
422;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2019;477.0
423;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2020;479.0
424;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;20 Chemische industrie;2021;493.0
425;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;1994;
426;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;1996;
427;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;1998;
428;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2000;
429;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2001;
430;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2002;
431;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2003;
432;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2004;
433;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2005;
434;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2006;
435;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2007;
436;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2008;177.0
437;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2009;169.0
438;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2010;87.0
439;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2011;103.0
440;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2012;83.0
441;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2013;84.0
442;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2014;81.0
443;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2015;84.0
444;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2016;77.0
445;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2017;94.0
446;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2018;61.0
447;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2019;66.0
448;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2020;57.0
449;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;21 Farmaceutische industrie;2021;48.0
450;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;1994;121.0
451;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;1996;122.0
452;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;1998;140.0
453;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2000;159.0
454;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2001;166.0
455;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2002;148.0
456;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2003;144.0
457;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2004;142.0
458;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2005;145.0
459;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2006;199.0
460;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2007;185.0
461;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2008;159.0
462;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2009;135.0
463;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2010;152.0
464;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2011;155.0
465;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2012;112.0
466;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2013;112.0
467;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2014;122.0
468;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2015;125.0
469;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2016;139.0
470;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2017;151.0
471;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2018;139.0
472;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2019;129.0
473;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2020;122.0
474;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;22 Rubber- en kunststofproductindustrie;2021;128.0
475;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;23 Bouwmaterialenindustrie;1994;637.0
476;Totaal naar verwerking;Totaal bedrijfsafvalstoffen;23 Bouwmaterialenindustrie;1996;765.0
