ID;CPI;Periods;IndexFiguresTo1DecimalPlace_1;IndexFiguresIntegers_2;WeightingCoefficients_3
8308;041    Actual rent for housing;1998 February;110.4;;20422
8309;041    Actual rent for housing;1998 March;110.4;;20422
8310;041    Actual rent for housing;1998 April;110.4;;20422
8311;041    Actual rent for housing;1998 May;110.4;;20422
8312;041    Actual rent for housing;1998 June;110.4;;20422
8313;041    Actual rent for housing;1998 July;114.1;;20422
8314;041    Actual rent for housing;1998 August;114.1;;20422
8315;041    Actual rent for housing;1998 September;114.1;;20422
8316;041    Actual rent for housing;1998 October;114.1;;20422
8317;041    Actual rent for housing;1998 November;114.1;;20422
8318;041    Actual rent for housing;1998 December;114.1;;20422
8319;041    Actual rent for housing;1998;112.2;;20422
8320;041    Actual rent for housing;1999 January;114.1;;20422
8321;041    Actual rent for housing;1999 February;114.1;;20422
8322;041    Actual rent for housing;1999 March;114.1;;20422
8323;041    Actual rent for housing;1999 April;114.1;;20422
8324;041    Actual rent for housing;1999 May;114.1;;20422
8325;041    Actual rent for housing;1999 June;114.1;;20422
8326;041    Actual rent for housing;1999 July;117.5;;20422
8327;041    Actual rent for housing;1999 August;117.5;;20422
8328;041    Actual rent for housing;1999 September;117.5;;20422
8329;041    Actual rent for housing;1999 October;117.5;;20422
8330;041    Actual rent for housing;1999 November;117.5;;20422
8331;041    Actual rent for housing;1999 December;117.5;;20422
8332;041    Actual rent for housing;1999;115.8;;20422
8333;041    Actual rent for housing;2000 January;117.5;;20422
8334;041    Actual rent for housing;2000 February;117.5;;20422
8335;041    Actual rent for housing;2000 March;117.5;;20422
8336;041    Actual rent for housing;2000 April;117.5;;20422
8337;041    Actual rent for housing;2000 May;117.5;;20422
8338;041    Actual rent for housing;2000 June;117.5;;20422
8339;041    Actual rent for housing;2000 July;120.5;;20422
8340;041    Actual rent for housing;2000 August;120.5;;20422
8341;041    Actual rent for housing;2000 September;120.5;;20422
8342;041    Actual rent for housing;2000 October;120.5;;20422
8343;041    Actual rent for housing;2000 November;120.5;;20422
8344;041    Actual rent for housing;2000 December;120.5;;20422
8345;041    Actual rent for housing;2000;119.0;;20422
8346;041    Actual rent for housing;2001 January;120.5;;20422
8347;041    Actual rent for housing;2001 February;120.5;;20422
8348;041    Actual rent for housing;2001 March;120.5;;20422
8349;041    Actual rent for housing;2001 April;120.5;;20422
8350;041    Actual rent for housing;2001 May;120.5;;20422
8351;041    Actual rent for housing;2001 June;120.5;;20422
8352;041    Actual rent for housing;2001 July;123.8;;20422
8353;041    Actual rent for housing;2001 August;123.8;;20422
8354;041    Actual rent for housing;2001 September;123.8;;20422
8355;041    Actual rent for housing;2001 October;123.8;;20422
8356;041    Actual rent for housing;2001 November;123.8;;20422
8357;041    Actual rent for housing;2001 December;123.8;;20422
8358;041    Actual rent for housing;2001;122.1;;20422
8359;041    Actual rent for housing;2002 January;123.8;;20422
8360;041    Actual rent for housing;2002 February;123.8;;20422
8361;041    Actual rent for housing;2002 March;123.8;;20422
8362;041    Actual rent for housing;2002 April;123.8;;20422
8363;041    Actual rent for housing;2002 May;123.8;;20422
8364;041    Actual rent for housing;2002 June;123.8;;20422
8365;041    Actual rent for housing;2002 July;127.4;;20422
8366;041    Actual rent for housing;2002 August;127.4;;20422
8367;041    Actual rent for housing;2002 September;127.4;;20422
8368;041    Actual rent for housing;2002 October;127.4;;20422
8369;041    Actual rent for housing;2002 November;127.4;;20422
8370;041    Actual rent for housing;2002 December;127.4;;20422
8371;041    Actual rent for housing;2002;125.6;;20422
8372;04111 Housing rent;1996 January;102.2;102.0;8114
8373;04111 Housing rent;1996 February;;102.0;8114
8374;04111 Housing rent;1996 March;;102.0;8114
8375;04111 Housing rent;1996 April;;102.0;8114
8376;04111 Housing rent;1996 May;;102.0;8114
8377;04111 Housing rent;1996 June;;102.0;8114
8378;04111 Housing rent;1996 July;;106.0;8114
8379;04111 Housing rent;1996 August;;106.0;8114
8380;04111 Housing rent;1996 September;;106.0;8114
8381;04111 Housing rent;1996 October;;106.0;8114
8382;04111 Housing rent;1996 November;;106.0;8114
8383;04111 Housing rent;1996 December;106.3;106.0;8114
8384;04111 Housing rent;1996;104.3;;8114
8385;04111 Housing rent;1997 January;;106.0;8114
8386;04111 Housing rent;1997 February;;106.0;8114
8387;04111 Housing rent;1997 March;;106.0;8114
8388;04111 Housing rent;1997 April;;106.0;8114
8389;04111 Housing rent;1997 May;106.3;;8114
8390;04111 Housing rent;1997 June;106.3;;8114
8391;04111 Housing rent;1997 July;110.4;;8114
8392;04111 Housing rent;1997 August;110.4;;8114
8393;04111 Housing rent;1997 September;110.4;;8114
8394;04111 Housing rent;1997 October;110.4;;8114
8395;04111 Housing rent;1997 November;110.4;;8114
8396;04111 Housing rent;1997 December;110.4;;8114
8397;04111 Housing rent;1997;108.4;;8114
8398;04111 Housing rent;1998 January;110.4;;8114
8399;04111 Housing rent;1998 February;110.4;;8114
8400;04111 Housing rent;1998 March;110.4;;8114
8401;04111 Housing rent;1998 April;110.4;;8114
8402;04111 Housing rent;1998 May;110.4;;8114
8403;04111 Housing rent;1998 June;110.4;;8114
8404;04111 Housing rent;1998 July;114.1;;8114
8405;04111 Housing rent;1998 August;114.1;;8114
8406;04111 Housing rent;1998 September;114.1;;8114
8407;04111 Housing rent;1998 October;114.1;;8114
8408;04111 Housing rent;1998 November;114.1;;8114
8409;04111 Housing rent;1998 December;114.1;;8114
8410;04111 Housing rent;1998;112.3;;8114
8411;04111 Housing rent;1999 January;114.1;;8114
8412;04111 Housing rent;1999 February;114.1;;8114
8413;04111 Housing rent;1999 March;114.1;;8114
8414;04111 Housing rent;1999 April;114.1;;8114
8415;04111 Housing rent;1999 May;114.1;;8114
8416;04111 Housing rent;1999 June;114.1;;8114
8417;04111 Housing rent;1999 July;117.5;;8114
8418;04111 Housing rent;1999 August;117.5;;8114
8419;04111 Housing rent;1999 September;117.5;;8114
8420;04111 Housing rent;1999 October;117.5;;8114
8421;04111 Housing rent;1999 November;117.5;;8114
8422;04111 Housing rent;1999 December;117.5;;8114
8423;04111 Housing rent;1999;115.8;;8114
8424;04111 Housing rent;2000 January;117.5;;8114
8425;04111 Housing rent;2000 February;117.5;;8114
8426;04111 Housing rent;2000 March;117.5;;8114
8427;04111 Housing rent;2000 April;117.5;;8114
8428;04111 Housing rent;2000 May;117.5;;8114
8429;04111 Housing rent;2000 June;117.5;;8114
8430;04111 Housing rent;2000 July;120.5;;8114
8431;04111 Housing rent;2000 August;120.5;;8114
8432;04111 Housing rent;2000 September;120.5;;8114
8433;04111 Housing rent;2000 October;120.5;;8114
8434;04111 Housing rent;2000 November;120.5;;8114
8435;04111 Housing rent;2000 December;120.5;;8114
8436;04111 Housing rent;2000;119.0;;8114
8437;04111 Housing rent;2001 January;120.5;;8114
8438;04111 Housing rent;2001 February;120.5;;8114
8439;04111 Housing rent;2001 March;120.5;;8114
8440;04111 Housing rent;2001 April;120.5;;8114
8441;04111 Housing rent;2001 May;120.5;;8114
8442;04111 Housing rent;2001 June;120.5;;8114
8443;04111 Housing rent;2001 July;123.8;;8114
8444;04111 Housing rent;2001 August;123.8;;8114
8445;04111 Housing rent;2001 September;123.8;;8114
8446;04111 Housing rent;2001 October;123.8;;8114
8447;04111 Housing rent;2001 November;123.8;;8114
8448;04111 Housing rent;2001 December;123.8;;8114
8449;04111 Housing rent;2001;122.2;;8114
8450;04111 Housing rent;2002 January;123.8;;8114
8451;04111 Housing rent;2002 February;123.8;;8114
8452;04111 Housing rent;2002 March;123.8;;8114
8453;04111 Housing rent;2002 April;123.8;;8114
8454;04111 Housing rent;2002 May;123.8;;8114
8455;04111 Housing rent;2002 June;123.8;;8114
8456;04111 Housing rent;2002 July;127.4;;8114
8457;04111 Housing rent;2002 August;127.4;;8114
8458;04111 Housing rent;2002 September;127.4;;8114
8459;04111 Housing rent;2002 October;127.4;;8114
8460;04111 Housing rent;2002 November;127.4;;8114
8461;04111 Housing rent;2002 December;127.4;;8114
8462;04111 Housing rent;2002;125.6;;8114
8463;04112  Imputed rent value;1996 January;102.2;102.0;12195
8464;04112  Imputed rent value;1996 February;;102.0;12195
8465;04112  Imputed rent value;1996 March;;102.0;12195
8466;04112  Imputed rent value;1996 April;;102.0;12195
8467;04112  Imputed rent value;1996 May;;102.0;12195
8468;04112  Imputed rent value;1996 June;;102.0;12195
8469;04112  Imputed rent value;1996 July;;106.0;12195
8470;04112  Imputed rent value;1996 August;;106.0;12195
8471;04112  Imputed rent value;1996 September;;106.0;12195
8472;04112  Imputed rent value;1996 October;;106.0;12195
8473;04112  Imputed rent value;1996 November;;106.0;12195
8474;04112  Imputed rent value;1996 December;106.3;106.0;12195
8475;04112  Imputed rent value;1996;104.3;;12195
8476;04112  Imputed rent value;1997 January;;106.0;12195
8477;04112  Imputed rent value;1997 February;;106.0;12195
8478;04112  Imputed rent value;1997 March;;106.0;12195
8479;04112  Imputed rent value;1997 April;;106.0;12195
8480;04112  Imputed rent value;1997 May;106.3;;12195
8481;04112  Imputed rent value;1997 June;106.3;;12195
8482;04112  Imputed rent value;1997 July;110.4;;12195
8483;04112  Imputed rent value;1997 August;110.4;;12195
8484;04112  Imputed rent value;1997 September;110.4;;12195
8485;04112  Imputed rent value;1997 October;110.4;;12195
8486;04112  Imputed rent value;1997 November;110.4;;12195
8487;04112  Imputed rent value;1997 December;110.4;;12195
8488;04112  Imputed rent value;1997;108.4;;12195
8489;04112  Imputed rent value;1998 January;110.4;;12195
8490;04112  Imputed rent value;1998 February;110.4;;12195
8491;04112  Imputed rent value;1998 March;110.4;;12195
8492;04112  Imputed rent value;1998 April;110.4;;12195
8493;04112  Imputed rent value;1998 May;110.4;;12195
8494;04112  Imputed rent value;1998 June;110.4;;12195
8495;04112  Imputed rent value;1998 July;114.1;;12195
8496;04112  Imputed rent value;1998 August;114.1;;12195
8497;04112  Imputed rent value;1998 September;114.1;;12195
8498;04112  Imputed rent value;1998 October;114.1;;12195
8499;04112  Imputed rent value;1998 November;114.1;;12195
8500;04112  Imputed rent value;1998 December;114.1;;12195
8501;04112  Imputed rent value;1998;112.3;;12195
8502;04112  Imputed rent value;1999 January;114.1;;12195
8503;04112  Imputed rent value;1999 February;114.1;;12195
8504;04112  Imputed rent value;1999 March;114.1;;12195
8505;04112  Imputed rent value;1999 April;114.1;;12195
8506;04112  Imputed rent value;1999 May;114.1;;12195
8507;04112  Imputed rent value;1999 June;114.1;;12195
8508;04112  Imputed rent value;1999 July;117.5;;12195
8509;04112  Imputed rent value;1999 August;117.5;;12195
8510;04112  Imputed rent value;1999 September;117.5;;12195
8511;04112  Imputed rent value;1999 October;117.5;;12195
8512;04112  Imputed rent value;1999 November;117.5;;12195
8513;04112  Imputed rent value;1999 December;117.5;;12195
8514;04112  Imputed rent value;1999;115.8;;12195
8515;04112  Imputed rent value;2000 January;117.5;;12195
8516;04112  Imputed rent value;2000 February;117.5;;12195
8517;04112  Imputed rent value;2000 March;117.5;;12195
8518;04112  Imputed rent value;2000 April;117.5;;12195
8519;04112  Imputed rent value;2000 May;117.5;;12195
8520;04112  Imputed rent value;2000 June;117.5;;12195
8521;04112  Imputed rent value;2000 July;120.5;;12195
8522;04112  Imputed rent value;2000 August;120.5;;12195
8523;04112  Imputed rent value;2000 September;120.5;;12195
8524;04112  Imputed rent value;2000 October;120.5;;12195
8525;04112  Imputed rent value;2000 November;120.5;;12195
8526;04112  Imputed rent value;2000 December;120.5;;12195
8527;04112  Imputed rent value;2000;119.0;;12195
8528;04112  Imputed rent value;2001 January;120.5;;12195
8529;04112  Imputed rent value;2001 February;120.5;;12195
8530;04112  Imputed rent value;2001 March;120.5;;12195
8531;04112  Imputed rent value;2001 April;120.5;;12195
8532;04112  Imputed rent value;2001 May;120.5;;12195
8533;04112  Imputed rent value;2001 June;120.5;;12195
8534;04112  Imputed rent value;2001 July;123.8;;12195
8535;04112  Imputed rent value;2001 August;123.8;;12195
8536;04112  Imputed rent value;2001 September;123.8;;12195
8537;04112  Imputed rent value;2001 October;123.8;;12195
8538;04112  Imputed rent value;2001 November;123.8;;12195
8539;04112  Imputed rent value;2001 December;123.8;;12195
8540;04112  Imputed rent value;2001;122.2;;12195
8541;04112  Imputed rent value;2002 January;123.8;;12195
8542;04112  Imputed rent value;2002 February;123.8;;12195
8543;04112  Imputed rent value;2002 March;123.8;;12195
8544;04112  Imputed rent value;2002 April;123.8;;12195
8545;04112  Imputed rent value;2002 May;123.8;;12195
8546;04112  Imputed rent value;2002 June;123.8;;12195
8547;04112  Imputed rent value;2002 July;127.4;;12195
8548;04112  Imputed rent value;2002 August;127.4;;12195
8549;04112  Imputed rent value;2002 September;127.4;;12195
8550;04112  Imputed rent value;2002 October;127.4;;12195
8551;04112  Imputed rent value;2002 November;127.4;;12195
8552;04112  Imputed rent value;2002 December;127.4;;12195
8553;04112  Imputed rent value;2002;125.6;;12195
8554;04113  Additional costs;1996 January;;101.0;113
8555;04113  Additional costs;1996 February;;101.0;113
8556;04113  Additional costs;1996 March;;101.0;113
8557;04113  Additional costs;1996 April;;101.0;113
8558;04113  Additional costs;1996 May;;101.0;113
8559;04113  Additional costs;1996 June;;101.0;113
8560;04113  Additional costs;1996 July;;104.0;113
8561;04113  Additional costs;1996 August;;104.0;113
8562;04113  Additional costs;1996 September;;104.0;113
8563;04113  Additional costs;1996 October;;104.0;113
8564;04113  Additional costs;1996 November;;104.0;113
8565;04113  Additional costs;1996 December;;104.0;113
8566;04113  Additional costs;1996;;103.0;113
8567;04113  Additional costs;1997 January;;104.0;113
8568;04113  Additional costs;1997 February;;104.0;113
8569;04113  Additional costs;1997 March;;104.0;113
8570;04113  Additional costs;1997 April;;104.0;113
8571;04113  Additional costs;1997 May;;104.0;113
8572;04113  Additional costs;1997 June;;104.0;113
8573;04113  Additional costs;1997 July;;107.0;113
8574;04113  Additional costs;1997 August;;107.0;113
8575;04113  Additional costs;1997 September;;107.0;113
8576;04113  Additional costs;1997 October;;107.0;113
8577;04113  Additional costs;1997 November;;107.0;113
8578;04113  Additional costs;1997 December;;107.0;113
8579;04113  Additional costs;1997;;106.0;113
8580;04113  Additional costs;1998 January;;107.0;113
8581;04113  Additional costs;1998 February;;107.0;113
8582;04113  Additional costs;1998 March;;107.0;113
8583;04113  Additional costs;1998 April;;107.0;113
8584;04113  Additional costs;1998 May;;107.0;113
8585;04113  Additional costs;1998 June;;107.0;113
8586;04113  Additional costs;1998 July;;110.0;113
8587;04113  Additional costs;1998 August;;110.0;113
8588;04113  Additional costs;1998 September;;110.0;113
8589;04113  Additional costs;1998 October;;110.0;113
8590;04113  Additional costs;1998 November;;110.0;113
8591;04113  Additional costs;1998 December;;110.0;113
8592;04113  Additional costs;1998;;109.0;113
8593;04113  Additional costs;1999 January;;110.0;113
8594;04113  Additional costs;1999 February;;110.0;113
8595;04113  Additional costs;1999 March;;110.0;113
8596;04113  Additional costs;1999 April;;110.0;113
8597;04113  Additional costs;1999 May;;110.0;113
8598;04113  Additional costs;1999 June;;110.0;113
8599;04113  Additional costs;1999 July;;113.0;113
8600;04113  Additional costs;1999 August;;113.0;113
8601;04113  Additional costs;1999 September;;113.0;113
8602;04113  Additional costs;1999 October;;113.0;113
8603;04113  Additional costs;1999 November;;113.0;113
8604;04113  Additional costs;1999 December;;113.0;113
8605;04113  Additional costs;1999;;112.0;113
8606;04113  Additional costs;2000 January;;113.0;113
8607;04113  Additional costs;2000 February;;113.0;113
8608;04113  Additional costs;2000 March;;113.0;113
8609;04113  Additional costs;2000 April;;113.0;113
8610;04113  Additional costs;2000 May;;113.0;113
8611;04113  Additional costs;2000 June;;113.0;113
8612;04113  Additional costs;2000 July;;115.0;113
8613;04113  Additional costs;2000 August;;115.0;113
8614;04113  Additional costs;2000 September;;115.0;113
8615;04113  Additional costs;2000 October;;115.0;113
8616;04113  Additional costs;2000 November;;115.0;113
8617;04113  Additional costs;2000 December;;115.0;113
8618;04113  Additional costs;2000;;114.0;113
8619;04113  Additional costs;2001 January;;115.0;113
8620;04113  Additional costs;2001 February;;115.0;113
8621;04113  Additional costs;2001 March;;115.0;113
8622;04113  Additional costs;2001 April;;115.0;113
8623;04113  Additional costs;2001 May;;115.0;113
8624;04113  Additional costs;2001 June;;115.0;113
8625;04113  Additional costs;2001 July;;117.0;113
8626;04113  Additional costs;2001 August;;117.0;113
8627;04113  Additional costs;2001 September;;117.0;113
8628;04113  Additional costs;2001 October;;117.0;113
8629;04113  Additional costs;2001 November;;117.0;113
8630;04113  Additional costs;2001 December;;117.0;113
8631;04113  Additional costs;2001;;116.0;113
8632;04113  Additional costs;2002 January;;117.0;113
8633;04113  Additional costs;2002 February;;117.0;113
8634;04113  Additional costs;2002 March;;117.0;113
8635;04113  Additional costs;2002 April;;117.0;113
8636;04113  Additional costs;2002 May;;117.0;113
8637;04113  Additional costs;2002 June;;117.0;113
8638;04113  Additional costs;2002 July;;120.0;113
8639;04113  Additional costs;2002 August;;120.0;113
8640;04113  Additional costs;2002 September;;120.0;113
8641;04113  Additional costs;2002 October;;120.0;113
8642;04113  Additional costs;2002 November;;120.0;113
8643;04113  Additional costs;2002 December;;120.0;113
8644;04113  Additional costs;2002;;119.0;113
8645;043  Maintenance and repairs dwelling;1996 January;101.2;;1623
8646;043  Maintenance and repairs dwelling;1996 February;101.1;;1623
8647;043  Maintenance and repairs dwelling;1996 March;101.3;;1623
8648;043  Maintenance and repairs dwelling;1996 April;101.5;;1623
8649;043  Maintenance and repairs dwelling;1996 May;101.7;;1623
8650;043  Maintenance and repairs dwelling;1996 June;102.0;;1623
8651;043  Maintenance and repairs dwelling;1996 July;102.1;;1623
8652;043  Maintenance and repairs dwelling;1996 August;102.2;;1623
8653;043  Maintenance and repairs dwelling;1996 September;102.4;;1623
8654;043  Maintenance and repairs dwelling;1996 October;102.4;;1623
8655;043  Maintenance and repairs dwelling;1996 November;102.3;;1623
8656;043  Maintenance and repairs dwelling;1996 December;102.4;;1623
8657;043  Maintenance and repairs dwelling;1996;101.9;;1623
8658;043  Maintenance and repairs dwelling;1997 January;102.6;;1623
8659;043  Maintenance and repairs dwelling;1997 February;102.6;;1623
8660;043  Maintenance and repairs dwelling;1997 March;103.1;;1623
8661;043  Maintenance and repairs dwelling;1997 April;103.2;;1623
8662;043  Maintenance and repairs dwelling;1997 May;103.2;;1623
8663;043  Maintenance and repairs dwelling;1997 June;103.4;;1623
8664;043  Maintenance and repairs dwelling;1997 July;103.6;;1623
8665;043  Maintenance and repairs dwelling;1997 August;103.7;;1623
8666;043  Maintenance and repairs dwelling;1997 September;104.0;;1623
8667;043  Maintenance and repairs dwelling;1997 October;104.1;;1623
8668;043  Maintenance and repairs dwelling;1997 November;104.3;;1623
8669;043  Maintenance and repairs dwelling;1997 December;104.3;;1623
8670;043  Maintenance and repairs dwelling;1997;103.5;;1623
8671;043  Maintenance and repairs dwelling;1998 January;105.3;;1623
8672;043  Maintenance and repairs dwelling;1998 February;105.3;;1623
8673;043  Maintenance and repairs dwelling;1998 March;105.9;;1623
8674;043  Maintenance and repairs dwelling;1998 April;106.2;;1623
8675;043  Maintenance and repairs dwelling;1998 May;106.3;;1623
8676;043  Maintenance and repairs dwelling;1998 June;106.5;;1623
8677;043  Maintenance and repairs dwelling;1998 July;106.6;;1623
8678;043  Maintenance and repairs dwelling;1998 August;106.8;;1623
8679;043  Maintenance and repairs dwelling;1998 September;106.9;;1623
8680;043  Maintenance and repairs dwelling;1998 October;107.1;;1623
8681;043  Maintenance and repairs dwelling;1998 November;107.2;;1623
8682;043  Maintenance and repairs dwelling;1998 December;107.2;;1623
8683;043  Maintenance and repairs dwelling;1998;106.4;;1623
8684;043  Maintenance and repairs dwelling;1999 January;107.7;;1623
8685;043  Maintenance and repairs dwelling;1999 February;107.8;;1623
8686;043  Maintenance and repairs dwelling;1999 March;107.6;;1623
8687;043  Maintenance and repairs dwelling;1999 April;107.6;;1623
8688;043  Maintenance and repairs dwelling;1999 May;108.0;;1623
8689;043  Maintenance and repairs dwelling;1999 June;108.2;;1623
8690;043  Maintenance and repairs dwelling;1999 July;108.2;;1623
8691;043  Maintenance and repairs dwelling;1999 August;108.2;;1623
8692;043  Maintenance and repairs dwelling;1999 September;108.2;;1623
8693;043  Maintenance and repairs dwelling;1999 October;108.9;;1623
8694;043  Maintenance and repairs dwelling;1999 November;109.2;;1623
8695;043  Maintenance and repairs dwelling;1999 December;109.0;;1623
8696;043  Maintenance and repairs dwelling;1999;108.2;;1623
8697;043  Maintenance and repairs dwelling;2000 January;109.7;;1623
8698;043  Maintenance and repairs dwelling;2000 February;109.7;;1623
8699;043  Maintenance and repairs dwelling;2000 March;110.3;;1623
8700;043  Maintenance and repairs dwelling;2000 April;110.6;;1623
8701;043  Maintenance and repairs dwelling;2000 May;110.6;;1623
8702;043  Maintenance and repairs dwelling;2000 June;110.9;;1623
8703;043  Maintenance and repairs dwelling;2000 July;110.8;;1623
8704;043  Maintenance and repairs dwelling;2000 August;111.2;;1623
8705;043  Maintenance and repairs dwelling;2000 September;111.6;;1623
8706;043  Maintenance and repairs dwelling;2000 October;112.4;;1623
8707;043  Maintenance and repairs dwelling;2000 November;112.7;;1623
8708;043  Maintenance and repairs dwelling;2000 December;113.0;;1623
8709;043  Maintenance and repairs dwelling;2000;111.1;;1623
8710;043  Maintenance and repairs dwelling;2001 January;115.9;;1623
8711;043  Maintenance and repairs dwelling;2001 February;116.1;;1623
8712;043  Maintenance and repairs dwelling;2001 March;116.5;;1623
8713;043  Maintenance and repairs dwelling;2001 April;116.7;;1623
8714;043  Maintenance and repairs dwelling;2001 May;117.4;;1623
8715;043  Maintenance and repairs dwelling;2001 June;117.8;;1623
8716;043  Maintenance and repairs dwelling;2001 July;118.1;;1623
8717;043  Maintenance and repairs dwelling;2001 August;118.5;;1623
8718;043  Maintenance and repairs dwelling;2001 September;119.0;;1623
8719;043  Maintenance and repairs dwelling;2001 October;119.2;;1623
8720;043  Maintenance and repairs dwelling;2001 November;119.4;;1623
8721;043  Maintenance and repairs dwelling;2001 December;119.6;;1623
8722;043  Maintenance and repairs dwelling;2001;117.8;;1623
8723;043  Maintenance and repairs dwelling;2002 January;120.5;;1623
8724;043  Maintenance and repairs dwelling;2002 February;121.0;;1623
8725;043  Maintenance and repairs dwelling;2002 March;121.2;;1623
8726;043  Maintenance and repairs dwelling;2002 April;121.8;;1623
8727;043  Maintenance and repairs dwelling;2002 May;122.0;;1623
8728;043  Maintenance and repairs dwelling;2002 June;122.3;;1623
8729;043  Maintenance and repairs dwelling;2002 July;122.5;;1623
8730;043  Maintenance and repairs dwelling;2002 August;122.9;;1623
8731;043  Maintenance and repairs dwelling;2002 September;123.7;;1623
8732;043  Maintenance and repairs dwelling;2002 October;123.9;;1623
8733;043  Maintenance and repairs dwelling;2002 November;123.9;;1623
8734;043  Maintenance and repairs dwelling;2002 December;124.2;;1623
8735;043  Maintenance and repairs dwelling;2002;122.5;;1623
8736;0431   Prod. maint. and repairs dwelling;1996 January;;101.0;1131
8737;0431   Prod. maint. and repairs dwelling;1996 February;;101.0;1131
8738;0431   Prod. maint. and repairs dwelling;1996 March;;101.0;1131
8739;0431   Prod. maint. and repairs dwelling;1996 April;;101.0;1131
8740;0431   Prod. maint. and repairs dwelling;1996 May;;101.0;1131
8741;0431   Prod. maint. and repairs dwelling;1996 June;;102.0;1131
8742;0431   Prod. maint. and repairs dwelling;1996 July;;102.0;1131
8743;0431   Prod. maint. and repairs dwelling;1996 August;;102.0;1131
8744;0431   Prod. maint. and repairs dwelling;1996 September;;102.0;1131
8745;0431   Prod. maint. and repairs dwelling;1996 October;;102.0;1131
8746;0431   Prod. maint. and repairs dwelling;1996 November;;102.0;1131
8747;0431   Prod. maint. and repairs dwelling;1996 December;;102.0;1131
8748;0431   Prod. maint. and repairs dwelling;1996;;102.0;1131
8749;0431   Prod. maint. and repairs dwelling;1997 January;;102.0;1131
8750;0431   Prod. maint. and repairs dwelling;1997 February;;102.0;1131
8751;0431   Prod. maint. and repairs dwelling;1997 March;;103.0;1131
8752;0431   Prod. maint. and repairs dwelling;1997 April;;103.0;1131
8753;0431   Prod. maint. and repairs dwelling;1997 May;;103.0;1131
8754;0431   Prod. maint. and repairs dwelling;1997 June;;103.0;1131
8755;0431   Prod. maint. and repairs dwelling;1997 July;;103.0;1131
8756;0431   Prod. maint. and repairs dwelling;1997 August;;103.0;1131
8757;0431   Prod. maint. and repairs dwelling;1997 September;;104.0;1131
8758;0431   Prod. maint. and repairs dwelling;1997 October;;103.0;1131
8759;0431   Prod. maint. and repairs dwelling;1997 November;;104.0;1131
8760;0431   Prod. maint. and repairs dwelling;1997 December;;104.0;1131
8761;0431   Prod. maint. and repairs dwelling;1997;;103.0;1131
8762;0431   Prod. maint. and repairs dwelling;1998 January;;104.0;1131
8763;0431   Prod. maint. and repairs dwelling;1998 February;;104.0;1131
8764;0431   Prod. maint. and repairs dwelling;1998 March;;105.0;1131
8765;0431   Prod. maint. and repairs dwelling;1998 April;;105.0;1131
8766;0431   Prod. maint. and repairs dwelling;1998 May;;105.0;1131
8767;0431   Prod. maint. and repairs dwelling;1998 June;;106.0;1131
8768;0431   Prod. maint. and repairs dwelling;1998 July;;106.0;1131
8769;0431   Prod. maint. and repairs dwelling;1998 August;;106.0;1131
8770;0431   Prod. maint. and repairs dwelling;1998 September;;106.0;1131
8771;0431   Prod. maint. and repairs dwelling;1998 October;;106.0;1131
8772;0431   Prod. maint. and repairs dwelling;1998 November;;106.0;1131
8773;0431   Prod. maint. and repairs dwelling;1998 December;;106.0;1131
8774;0431   Prod. maint. and repairs dwelling;1998;;106.0;1131
8775;0431   Prod. maint. and repairs dwelling;1999 January;;106.0;1131
8776;0431   Prod. maint. and repairs dwelling;1999 February;;106.0;1131
8777;0431   Prod. maint. and repairs dwelling;1999 March;;106.0;1131
8778;0431   Prod. maint. and repairs dwelling;1999 April;;106.0;1131
8779;0431   Prod. maint. and repairs dwelling;1999 May;;106.0;1131
8780;0431   Prod. maint. and repairs dwelling;1999 June;;107.0;1131
8781;0431   Prod. maint. and repairs dwelling;1999 July;;106.0;1131
8782;0431   Prod. maint. and repairs dwelling;1999 August;;106.0;1131
8783;0431   Prod. maint. and repairs dwelling;1999 September;;107.0;1131
8784;0431   Prod. maint. and repairs dwelling;1999 October;;107.0;1131
8785;0431   Prod. maint. and repairs dwelling;1999 November;;107.0;1131
8786;0431   Prod. maint. and repairs dwelling;1999 December;;107.0;1131
8787;0431   Prod. maint. and repairs dwelling;1999;;106.0;1131
8788;0431   Prod. maint. and repairs dwelling;2000 January;;107.0;1131
8789;0431   Prod. maint. and repairs dwelling;2000 February;;107.0;1131
8790;0431   Prod. maint. and repairs dwelling;2000 March;;107.0;1131
8791;0431   Prod. maint. and repairs dwelling;2000 April;;108.0;1131
8792;0431   Prod. maint. and repairs dwelling;2000 May;;108.0;1131
8793;0431   Prod. maint. and repairs dwelling;2000 June;;108.0;1131
8794;0431   Prod. maint. and repairs dwelling;2000 July;;108.0;1131
8795;0431   Prod. maint. and repairs dwelling;2000 August;;108.0;1131
8796;0431   Prod. maint. and repairs dwelling;2000 September;;109.0;1131
8797;0431   Prod. maint. and repairs dwelling;2000 October;;110.0;1131
8798;0431   Prod. maint. and repairs dwelling;2000 November;;110.0;1131
8799;0431   Prod. maint. and repairs dwelling;2000 December;;111.0;1131
8800;0431   Prod. maint. and repairs dwelling;2000;;108.0;1131
8801;0431   Prod. maint. and repairs dwelling;2001 January;;113.0;1131
8802;0431   Prod. maint. and repairs dwelling;2001 February;;113.0;1131
8803;0431   Prod. maint. and repairs dwelling;2001 March;;113.0;1131
8804;0431   Prod. maint. and repairs dwelling;2001 April;;114.0;1131
8805;0431   Prod. maint. and repairs dwelling;2001 May;;114.0;1131
