ID;LeeftijdMoeder;Perioden;TotaalLevendgeborenen_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKinderen_5;TotaalUitGehuwdeMoeders_6;k_1eKind_7;k_2eKind_8;k_3eKind_9;k_4eOfVolgendeKinderen_10;TotaalUitNietGehuwdeMoeders_11;k_1eKind_12;k_2eKind_13;k_3eKind_14;k_4eOfVolgendeKinderen_15;TotaalDoodgeborenen24_16;k_1eKind_17;k_2eKind_18;k_3eKind_19;k_4eOfVolgendeKinderen_20
2245;48;1985;11;2;2;1;6;11;2;2;1;6;0;0;0;0;0;;;;;
2246;48;1986;14;0;4;0;10;14;0;4;0;10;0;0;0;0;0;;;;;
2247;48;1987;17;3;1;0;13;17;3;1;0;13;0;0;0;0;0;;;;;
2248;48;1988;24;1;1;0;22;24;1;1;0;22;0;0;0;0;0;;;;;
2249;48;1989;21;2;0;2;17;19;0;0;2;17;2;2;0;0;0;;;;;
2250;48;1990;18;1;1;2;14;17;1;0;2;14;1;0;1;0;0;;;;;
2251;48;1991;17;2;0;0;15;16;1;0;0;15;1;1;0;0;0;;;;;
2252;48;1992;15;2;1;1;11;14;1;1;1;11;1;1;0;0;0;;;;;
2253;48;1993;14;3;2;1;8;10;1;1;1;7;4;2;1;0;1;;;;;
2254;48;1994;11;2;0;3;6;10;1;0;3;6;1;1;0;0;0;;;;;
2255;48;1995;13;1;1;1;10;10;1;1;0;8;3;0;0;1;2;1.0;0.0;0.0;0.0;1.0
2256;48;1996;8;4;0;0;4;6;2;0;0;4;2;2;0;0;0;0.0;0.0;0.0;0.0;0.0
2257;48;1997;11;5;2;0;4;8;2;2;0;4;3;3;0;0;0;0.0;0.0;0.0;0.0;0.0
2258;48;1998;14;4;1;1;8;14;4;1;1;8;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2259;48;1999;5;2;0;0;3;3;1;0;0;2;2;1;0;0;1;0.0;0.0;0.0;0.0;0.0
2260;48;2000;5;1;2;0;2;5;1;2;0;2;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2261;48;2001;9;2;0;2;5;8;1;0;2;5;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0
2262;48;2002;8;3;1;1;3;5;1;0;1;3;3;2;1;0;0;0.0;0.0;0.0;0.0;0.0
2263;48;2003;6;1;1;1;3;5;1;1;0;3;1;0;0;1;0;0.0;0.0;0.0;0.0;0.0
2264;48;2004;15;3;2;0;10;13;2;1;0;10;2;1;1;0;0;0.0;0.0;0.0;0.0;0.0
2265;48;2005;11;6;0;2;3;9;5;0;1;3;2;1;0;1;0;0.0;0.0;0.0;0.0;0.0
2266;48;2006;6;1;3;0;2;4;1;2;0;1;2;0;1;0;1;0.0;0.0;0.0;0.0;0.0
2267;48;2007;8;2;0;5;1;4;2;0;1;1;4;0;0;4;0;1.0;0.0;0.0;0.0;1.0
2268;48;2008;10;4;1;2;3;4;0;1;0;3;6;4;0;2;0;0.0;0.0;0.0;0.0;0.0
2269;48;2009;10;4;0;2;4;6;1;0;2;3;4;3;0;0;1;0.0;0.0;0.0;0.0;0.0
2270;48;2010;20;9;1;4;6;13;6;1;0;6;7;3;0;4;0;0.0;0.0;0.0;0.0;0.0
2271;48;2011;10;8;1;0;1;7;6;0;0;1;3;2;1;0;0;0.0;0.0;0.0;0.0;0.0
2272;48;2012;20;10;4;4;2;13;6;2;3;2;7;4;2;1;0;1.0;0.0;1.0;0.0;0.0
2273;48;2013;18;7;5;2;4;13;6;3;1;3;5;1;2;1;1;0.0;0.0;0.0;0.0;0.0
2274;48;2014;18;8;5;0;5;9;3;2;0;4;9;5;3;0;1;0.0;0.0;0.0;0.0;0.0
2275;49;1950;13;0;1;2;10;13;0;1;2;10;0;0;0;0;0;;;;;
2276;49;1951;18;0;1;0;17;18;0;1;0;17;0;0;0;0;0;;;;;
2277;49;1952;13;0;0;3;10;11;0;0;3;8;2;0;0;0;2;;;;;
2278;49;1953;22;1;1;2;18;22;1;1;2;18;0;0;0;0;0;;;;;
2279;49;1954;18;1;0;0;17;18;1;0;0;17;0;0;0;0;0;;;;;
2280;49;1955;14;0;0;1;13;14;0;0;1;13;0;0;0;0;0;;;;;
2281;49;1956;20;1;2;0;17;20;1;2;0;17;0;0;0;0;0;;;;;
2282;49;1957;17;3;1;0;13;17;3;1;0;13;0;0;0;0;0;;;;;
2283;49;1958;13;1;1;0;11;13;1;1;0;11;0;0;0;0;0;;;;;
2284;49;1959;19;0;0;3;16;19;0;0;3;16;0;0;0;0;0;;;;;
2285;49;1960;15;1;3;1;10;15;1;3;1;10;0;0;0;0;0;;;;;
2286;49;1961;11;0;1;2;8;11;0;1;2;8;0;0;0;0;0;;;;;
2287;49;1962;14;0;0;1;13;14;0;0;1;13;0;0;0;0;0;;;;;
2288;49;1963;15;0;1;1;13;15;0;1;1;13;0;0;0;0;0;;;;;
2289;49;1964;15;0;1;1;13;15;0;1;1;13;0;0;0;0;0;;;;;
2290;49;1965;9;0;0;1;8;9;0;0;1;8;0;0;0;0;0;;;;;
2291;49;1966;16;0;0;2;14;16;0;0;2;14;0;0;0;0;0;;;;;
2292;49;1967;19;0;0;0;19;19;0;0;0;19;0;0;0;0;0;;;;;
2293;49;1968;10;0;0;0;10;10;0;0;0;10;0;0;0;0;0;;;;;
2294;49;1969;8;0;0;0;8;8;0;0;0;8;0;0;0;0;0;;;;;
2295;49;1970;9;1;0;1;7;9;1;0;1;7;0;0;0;0;0;;;;;
2296;49;1971;4;0;1;0;3;4;0;1;0;3;0;0;0;0;0;;;;;
2297;49;1972;7;0;0;0;7;7;0;0;0;7;0;0;0;0;0;;;;;
2298;49;1973;7;0;1;0;6;7;0;1;0;6;0;0;0;0;0;;;;;
2299;49;1974;8;1;0;1;6;7;0;0;1;6;1;1;0;0;0;;;;;
2300;49;1975;6;1;2;1;2;6;1;2;1;2;0;0;0;0;0;;;;;
2301;49;1976;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;;;;;
2302;49;1977;7;1;1;0;5;7;1;1;0;5;0;0;0;0;0;;;;;
2303;49;1978;5;2;0;0;3;4;1;0;0;3;1;1;0;0;0;;;;;
2304;49;1979;4;0;3;0;1;4;0;3;0;1;0;0;0;0;0;;;;;
2305;49;1980;14;3;1;1;9;14;3;1;1;9;0;0;0;0;0;;;;;
2306;49;1981;8;0;0;1;7;7;0;0;1;6;1;0;0;0;1;;;;;
2307;49;1982;6;4;2;0;0;4;3;1;0;0;2;1;1;0;0;;;;;
2308;49;1983;10;2;1;1;6;10;2;1;1;6;0;0;0;0;0;;;;;
2309;49;1984;11;3;1;0;7;10;2;1;0;7;1;1;0;0;0;;;;;
2310;49;1985;9;1;1;0;7;9;1;1;0;7;0;0;0;0;0;;;;;
2311;49;1986;14;1;0;0;13;14;1;0;0;13;0;0;0;0;0;;;;;
2312;49;1987;13;2;2;1;8;12;2;1;1;8;1;0;1;0;0;;;;;
2313;49;1988;13;0;0;0;13;13;0;0;0;13;0;0;0;0;0;;;;;
2314;49;1989;21;2;1;0;18;21;2;1;0;18;0;0;0;0;0;;;;;
2315;49;1990;21;1;2;0;18;19;0;1;0;18;2;1;1;0;0;;;;;
2316;49;1991;16;0;0;1;15;16;0;0;1;15;0;0;0;0;0;;;;;
2317;49;1992;15;0;0;0;15;15;0;0;0;15;0;0;0;0;0;;;;;
2318;49;1993;13;1;1;2;9;12;1;1;2;8;1;0;0;0;1;;;;;
2319;49;1994;5;1;1;1;2;4;0;1;1;2;1;1;0;0;0;;;;;
2320;49;1995;6;0;0;0;6;6;0;0;0;6;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2321;49;1996;7;2;2;0;3;7;2;2;0;3;0;0;0;0;0;2.0;1.0;0.0;0.0;1.0
2322;49;1997;3;1;0;0;2;3;1;0;0;2;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2323;49;1998;5;2;1;1;1;3;1;1;0;1;2;1;0;1;0;1.0;0.0;0.0;0.0;1.0
2324;49;1999;4;0;0;1;3;4;0;0;1;3;0;0;0;0;0;2.0;0.0;1.0;0.0;1.0
2325;49;2000;4;1;0;0;3;4;1;0;0;3;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2326;49;2001;4;1;0;0;3;4;1;0;0;3;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2327;49;2002;5;0;1;0;4;5;0;1;0;4;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2328;49;2003;4;3;0;0;1;4;3;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2329;49;2004;5;2;1;1;1;3;1;0;1;1;2;1;1;0;0;0.0;0.0;0.0;0.0;0.0
2330;49;2005;6;2;1;0;3;4;1;0;0;3;2;1;1;0;0;0.0;0.0;0.0;0.0;0.0
2331;49;2006;5;1;1;1;2;3;1;1;1;0;2;0;0;0;2;0.0;0.0;0.0;0.0;0.0
2332;49;2007;3;0;2;1;0;0;0;0;0;0;3;0;2;1;0;0.0;0.0;0.0;0.0;0.0
2333;49;2008;7;5;0;1;1;7;5;0;1;1;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2334;49;2009;10;2;1;2;5;5;1;0;1;3;5;1;1;1;2;0.0;0.0;0.0;0.0;0.0
2335;49;2010;9;6;0;1;2;4;3;0;0;1;5;3;0;1;1;0.0;0.0;0.0;0.0;0.0
2336;49;2011;10;3;1;3;3;7;3;1;1;2;3;0;0;2;1;0.0;0.0;0.0;0.0;0.0
2337;49;2012;18;11;2;0;5;12;9;1;0;2;6;2;1;0;3;0.0;0.0;0.0;0.0;0.0
2338;49;2013;5;5;0;0;0;3;3;0;0;0;2;2;0;0;0;1.0;0.0;1.0;0.0;0.0
2339;49;2014;14;9;2;0;3;13;9;2;0;2;1;0;0;0;1;0.0;0.0;0.0;0.0;0.0
2340;50;1950;6;0;0;1;5;6;0;0;1;5;0;0;0;0;0;;;;;
2341;50;1951;12;0;0;2;10;12;0;0;2;10;0;0;0;0;0;;;;;
2342;50;1952;7;0;0;0;7;7;0;0;0;7;0;0;0;0;0;;;;;
2343;50;1953;5;0;0;2;3;5;0;0;2;3;0;0;0;0;0;;;;;
2344;50;1954;9;0;1;0;8;9;0;1;0;8;0;0;0;0;0;;;;;
2345;50;1955;8;0;1;0;7;8;0;1;0;7;0;0;0;0;0;;;;;
2346;50;1956;11;0;0;3;8;11;0;0;3;8;0;0;0;0;0;;;;;
2347;50;1957;8;0;0;0;8;8;0;0;0;8;0;0;0;0;0;;;;;
2348;50;1958;5;1;0;0;4;5;1;0;0;4;0;0;0;0;0;;;;;
2349;50;1959;5;0;1;0;4;5;0;1;0;4;0;0;0;0;0;;;;;
2350;50;1960;4;0;0;0;4;4;0;0;0;4;0;0;0;0;0;;;;;
2351;50;1961;4;0;0;1;3;4;0;0;1;3;0;0;0;0;0;;;;;
2352;50;1962;8;0;0;1;7;8;0;0;1;7;0;0;0;0;0;;;;;
2353;50;1963;3;0;0;0;3;3;0;0;0;3;0;0;0;0;0;;;;;
2354;50;1964;4;0;0;0;4;4;0;0;0;4;0;0;0;0;0;;;;;
2355;50;1965;3;0;0;0;3;3;0;0;0;3;0;0;0;0;0;;;;;
2356;50;1966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2357;50;1967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;
2358;50;1968;7;5;1;0;1;7;5;1;0;1;0;0;0;0;0;;;;;
2359;50;1969;9;3;1;1;4;8;3;1;0;4;1;0;0;1;0;;;;;
2360;50;1970;4;2;0;2;0;4;2;0;2;0;0;0;0;0;0;;;;;
2361;50;1971;6;4;2;0;0;6;4;2;0;0;0;0;0;0;0;;;;;
2362;50;1972;3;0;1;1;1;3;0;1;1;1;0;0;0;0;0;;;;;
2363;50;1973;7;0;2;1;4;6;0;2;1;3;1;0;0;0;1;;;;;
2364;50;1974;6;1;1;0;4;6;1;1;0;4;0;0;0;0;0;;;;;
2365;50;1975;2;1;1;0;0;2;1;1;0;0;0;0;0;0;0;;;;;
2366;50;1976;6;2;2;1;1;6;2;2;1;1;0;0;0;0;0;;;;;
2367;50;1977;4;0;1;1;2;4;0;1;1;2;0;0;0;0;0;;;;;
2368;50;1978;4;0;3;1;0;4;0;3;1;0;0;0;0;0;0;;;;;
2369;50;1979;4;1;0;0;3;4;1;0;0;3;0;0;0;0;0;;;;;
2370;50;1980;17;3;2;0;12;17;3;2;0;12;0;0;0;0;0;;;;;
2371;50;1981;17;1;3;3;10;17;1;3;3;10;0;0;0;0;0;;;;;
2372;50;1982;19;2;2;2;13;18;2;2;2;12;1;0;0;0;1;;;;;
2373;50;1983;24;3;4;5;12;20;2;4;3;11;4;1;0;2;1;;;;;
2374;50;1984;23;5;8;3;7;22;5;8;3;6;1;0;0;0;1;;;;;
2375;50;1985;26;1;7;4;14;26;1;7;4;14;0;0;0;0;0;;;;;
2376;50;1986;26;4;5;0;17;25;4;4;0;17;1;0;1;0;0;;;;;
2377;50;1987;17;2;2;0;13;17;2;2;0;13;0;0;0;0;0;;;;;
2378;50;1988;26;3;5;2;16;24;3;3;2;16;2;0;2;0;0;;;;;
2379;50;1989;26;5;0;1;20;24;3;0;1;20;2;2;0;0;0;;;;;
2380;50;1990;48;6;2;2;38;43;3;0;2;38;5;3;2;0;0;;;;;
2381;50;1991;36;4;4;2;26;33;2;4;1;26;3;2;0;1;0;;;;;
2382;50;1992;37;3;5;4;25;36;2;5;4;25;1;1;0;0;0;;;;;
2383;50;1993;34;3;4;1;26;31;3;2;0;26;3;0;2;1;0;;;;;
2384;50;1994;30;7;5;2;16;26;3;5;2;16;4;4;0;0;0;;;;;
2385;50;1995;16;2;1;0;13;15;1;1;0;13;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0
2386;50;1996;21;6;1;1;13;19;5;1;1;12;2;1;0;0;1;1.0;0.0;0.0;0.0;1.0
2387;50;1997;7;3;0;0;4;6;2;0;0;4;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0
2388;50;1998;4;1;1;0;2;4;1;1;0;2;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2389;50;1999;9;1;1;0;7;7;0;0;0;7;2;1;1;0;0;0.0;0.0;0.0;0.0;0.0
2390;50;2000;8;2;1;1;4;7;1;1;1;4;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0
2391;50;2001;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0
2392;50;2002;8;2;1;2;3;6;1;0;2;3;2;1;1;0;0;0.0;0.0;0.0;0.0;0.0
2393;50;2003;5;0;2;2;1;3;0;1;2;0;2;0;1;0;1;0.0;0.0;0.0;0.0;0.0
2394;50;2004;2;1;0;0;1;1;0;0;0;1;1;1;0;0;0;0.0;0.0;0.0;0.0;0.0
2395;50;2005;6;4;1;0;1;4;3;1;0;0;2;1;0;0;1;0.0;0.0;0.0;0.0;0.0
2396;50;2006;4;2;0;1;1;2;1;0;0;1;2;1;0;1;0;0.0;0.0;0.0;0.0;0.0
2397;50;2007;13;6;3;0;4;5;2;0;0;3;8;4;3;0;1;0.0;0.0;0.0;0.0;0.0
2398;50;2008;14;5;3;2;4;9;2;1;2;4;5;3;2;0;0;0.0;0.0;0.0;0.0;0.0
2399;50;2009;8;6;1;1;0;2;1;1;0;0;6;5;0;1;0;0.0;0.0;0.0;0.0;0.0
2400;50;2010;14;7;4;0;3;10;6;1;0;3;4;1;3;0;0;0.0;0.0;0.0;0.0;0.0
2401;50;2011;23;14;6;0;3;13;9;2;0;2;10;5;4;0;1;1.0;1.0;0.0;0.0;0.0
2402;50;2012;13;6;3;2;2;7;3;1;2;1;6;3;2;0;1;0.0;0.0;0.0;0.0;0.0
2403;50;2013;12;7;3;2;0;9;5;2;2;0;3;2;1;0;0;1.0;0.0;1.0;0.0;0.0
2404;50;2014;33;15;7;6;5;19;8;5;2;4;14;7;2;4;1;0.0;0.0;0.0;0.0;0.0
2405;Jonger dan 20 jaar;1950;4969;4340;567;57;5;4230;3626;544;55;5;739;714;23;2;0;;;;;
2406;Jonger dan 20 jaar;1951;5260;4587;617;52;4;4592;3936;602;50;4;668;651;15;2;0;;;;;
2407;Jonger dan 20 jaar;1952;5469;4790;626;50;3;4744;4092;602;47;3;725;698;24;3;0;;;;;
2408;Jonger dan 20 jaar;1953;5234;4547;643;44;0;4578;3909;625;44;0;656;638;18;0;0;;;;;
2409;Jonger dan 20 jaar;1954;5120;4427;638;51;4;4494;3820;620;50;4;626;607;18;1;0;;;;;
2410;Jonger dan 20 jaar;1955;5467;4749;668;47;3;4856;4162;645;46;3;611;587;23;1;0;;;;;
2411;Jonger dan 20 jaar;1956;5646;4899;690;54;3;4984;4260;667;54;3;662;639;23;0;0;;;;;
2412;Jonger dan 20 jaar;1957;6013;5233;722;55;3;5278;4522;700;54;2;735;711;22;1;1;;;;;
2413;Jonger dan 20 jaar;1958;6281;5448;766;62;5;5524;4722;740;57;5;757;726;26;5;0;;;;;
2414;Jonger dan 20 jaar;1959;6906;5961;861;75;9;5963;5060;822;72;9;943;901;39;3;0;;;;;
2415;Jonger dan 20 jaar;1960;7306;6234;972;91;9;6403;5369;936;89;9;903;865;36;2;0;;;;;
2416;Jonger dan 20 jaar;1961;8225;7063;1066;88;8;7156;6030;1035;83;8;1069;1033;31;5;0;;;;;
2417;Jonger dan 20 jaar;1962;9156;7866;1165;119;6;8006;6763;1120;117;6;1150;1103;45;2;0;;;;;
2418;Jonger dan 20 jaar;1963;10299;8755;1414;123;7;9076;7578;1371;120;7;1223;1177;43;3;0;;;;;
2419;Jonger dan 20 jaar;1964;11029;9439;1443;137;10;9630;8080;1406;134;10;1399;1359;37;3;0;;;;;
2420;Jonger dan 20 jaar;1965;12109;10428;1536;136;9;10685;9056;1487;133;9;1424;1372;49;3;0;;;;;
2421;Jonger dan 20 jaar;1966;12837;11019;1676;130;12;11305;9560;1610;123;12;1532;1459;66;7;0;;;;;
2422;Jonger dan 20 jaar;1967;12526;10879;1515;124;8;10961;9394;1443;117;7;1565;1485;72;7;1;;;;;
2423;Jonger dan 20 jaar;1968;11825;10301;1429;92;3;10302;8835;1373;91;3;1523;1466;56;1;0;;;;;
2424;Jonger dan 20 jaar;1969;12318;10783;1436;89;10;10587;9114;1377;86;10;1731;1669;59;3;0;;;;;
2425;Jonger dan 20 jaar;1970;12243;10816;1328;86;13;10527;9164;1267;84;12;1716;1652;61;2;1;;;;;
2426;Jonger dan 20 jaar;1971;12168;10719;1355;77;17;10640;9251;1298;75;16;1528;1468;57;2;1;;;;;
2427;Jonger dan 20 jaar;1972;11002;9714;1223;61;4;9583;8347;1175;59;2;1419;1367;48;2;2;;;;;
2428;Jonger dan 20 jaar;1973;9606;8498;1068;36;4;8382;7322;1023;33;4;1224;1176;45;3;0;;;;;
2429;Jonger dan 20 jaar;1974;8581;7564;961;55;1;7430;6460;918;51;1;1151;1104;43;4;0;;;;;
2430;Jonger dan 20 jaar;1975;7230;6326;854;48;2;6115;5267;805;42;1;1115;1059;49;6;1;;;;;
2431;Jonger dan 20 jaar;1976;6598;5724;835;38;1;5416;4621;767;27;1;1182;1103;68;11;0;;;;;
2432;Jonger dan 20 jaar;1977;5980;5274;668;35;3;4780;4129;615;33;3;1200;1145;53;2;0;;;;;
2433;Jonger dan 20 jaar;1978;5637;4955;629;49;4;4380;3765;573;40;2;1257;1190;56;9;2;;;;;
2434;Jonger dan 20 jaar;1979;5387;4683;662;40;2;4115;3488;593;33;1;1272;1195;69;7;1;;;;;
2435;Jonger dan 20 jaar;1980;5631;4936;654;39;2;4200;3592;571;37;0;1431;1344;83;2;2;;;;;
2436;Jonger dan 20 jaar;1981;5549;4846;674;29;0;4125;3512;587;26;0;1424;1334;87;3;0;;;;;
2437;Jonger dan 20 jaar;1982;5006;4313;659;33;1;3451;2856;569;26;0;1555;1457;90;7;1;;;;;
2438;Jonger dan 20 jaar;1983;4666;4020;608;36;2;3043;2511;499;33;0;1623;1509;109;3;2;;;;;
2439;Jonger dan 20 jaar;1984;4457;3881;549;26;1;2882;2423;439;19;1;1575;1458;110;7;0;;;;;
2440;Jonger dan 20 jaar;1985;4116;3598;472;46;0;2575;2175;362;38;0;1541;1423;110;8;0;;;;;
2441;Jonger dan 20 jaar;1986;4051;3570;442;33;6;2445;2083;333;27;2;1606;1487;109;6;4;;;;;
2442;Jonger dan 20 jaar;1987;3985;3512;437;35;1;2437;2050;358;28;1;1548;1462;79;7;0;;;;;
2443;Jonger dan 20 jaar;1988;4187;3671;492;20;4;2518;2117;386;13;2;1669;1554;106;7;2;;;;;
2444;Jonger dan 20 jaar;1989;4243;3803;414;22;4;2564;2233;311;18;2;1679;1570;103;4;2;;;;;
2445;Jonger dan 20 jaar;1990;4377;3922;426;29;0;2642;2291;330;21;0;1735;1631;96;8;0;;;;;
2446;Jonger dan 20 jaar;1991;4131;3683;416;29;3;2444;2115;305;24;0;1687;1568;111;5;3;;;;;
2447;Jonger dan 20 jaar;1992;3682;3267;391;23;1;2184;1872;296;15;1;1498;1395;95;8;0;;;;;
2448;Jonger dan 20 jaar;1993;3347;2977;344;23;3;1950;1673;260;14;3;1397;1304;84;9;0;;;;;
2449;Jonger dan 20 jaar;1994;3139;2795;313;30;1;1710;1476;218;16;0;1429;1319;95;14;1;;;;;
2450;Jonger dan 20 jaar;1995;2635;2307;299;28;1;1226;1018;192;16;0;1409;1289;107;12;1;21.0;20.0;1.0;0.0;0.0
2451;Jonger dan 20 jaar;1996;2511;2274;225;10;2;961;838;117;5;1;1550;1436;108;5;1;23.0;23.0;0.0;0.0;0.0
2452;Jonger dan 20 jaar;1997;2733;2493;227;13;0;1067;946;114;7;0;1666;1547;113;6;0;19.0;19.0;0.0;0.0;0.0
2453;Jonger dan 20 jaar;1998;2832;2591;231;9;1;992;886;102;4;0;1840;1705;129;5;1;32.0;32.0;0.0;0.0;0.0
2454;Jonger dan 20 jaar;1999;3065;2820;232;13;0;939;857;81;1;0;2126;1963;151;12;0;25.0;23.0;2.0;0.0;0.0
2455;Jonger dan 20 jaar;2000;3357;3067;280;9;1;903;813;88;2;0;2454;2254;192;7;1;28.0;26.0;2.0;0.0;0.0
2456;Jonger dan 20 jaar;2001;3569;3247;297;23;2;847;770;72;5;0;2722;2477;225;18;2;34.0;31.0;3.0;0.0;0.0
2457;Jonger dan 20 jaar;2002;3516;3173;315;24;4;758;679;70;6;3;2758;2494;245;18;1;31.0;25.0;6.0;0.0;0.0
2458;Jonger dan 20 jaar;2003;3340;3017;296;21;6;735;651;71;7;6;2605;2366;225;14;0;19.0;7.0;12.0;0.0;0.0
2459;Jonger dan 20 jaar;2004;3004;2686;300;17;1;637;569;65;2;1;2367;2117;235;15;0;10.0;9.0;1.0;0.0;0.0
2460;Jonger dan 20 jaar;2005;2795;2547;233;15;0;534;479;52;3;0;2261;2068;181;12;0;15.0;11.0;4.0;0.0;0.0
2461;Jonger dan 20 jaar;2006;2549;2329;209;11;0;366;328;38;0;0;2183;2001;171;11;0;23.0;23.0;0.0;0.0;0.0
2462;Jonger dan 20 jaar;2007;2543;2359;177;7;0;350;321;28;1;0;2193;2038;149;6;0;20.0;18.0;2.0;0.0;0.0
2463;Jonger dan 20 jaar;2008;2553;2351;195;6;1;308;270;36;1;1;2245;2081;159;5;0;11.0;6.0;5.0;0.0;0.0
2464;Jonger dan 20 jaar;2009;2636;2421;203;9;3;316;263;51;2;0;2320;2158;152;7;3;21.0;20.0;1.0;0.0;0.0
2465;Jonger dan 20 jaar;2010;2536;2339;183;14;0;315;275;35;5;0;2221;2064;148;9;0;11.0;10.0;1.0;0.0;0.0
2466;Jonger dan 20 jaar;2011;2365;2189;167;9;0;303;256;44;3;0;2062;1933;123;6;0;14.0;12.0;2.0;0.0;0.0
2467;Jonger dan 20 jaar;2012;2203;2052;146;5;0;253;221;30;2;0;1950;1831;116;3;0;10.0;10.0;0.0;0.0;0.0
2468;Jonger dan 20 jaar;2013;1901;1784;114;3;0;249;220;28;1;0;1652;1564;86;2;0;3.0;2.0;0.0;1.0;0.0
2469;Jonger dan 20 jaar;2014;1796;1666;127;3;0;204;175;28;1;0;1592;1491;99;2;0;6.0;6.0;0.0;0.0;0.0
2470;20 tot 25 jaar;1950;37176;21652;11003;3505;1016;35953;20627;10859;3469;998;1223;1025;144;36;18;;;;;
2471;20 tot 25 jaar;1951;38496;22915;11002;3451;1128;37326;21947;10843;3422;1114;1170;968;159;29;14;;;;;
2472;20 tot 25 jaar;1952;39722;24428;10577;3396;1321;38645;23545;10433;3360;1307;1077;883;144;36;14;;;;;
2473;20 tot 25 jaar;1953;39081;23951;10793;3242;1095;38019;23038;10683;3214;1084;1062;913;110;28;11;;;;;
2474;20 tot 25 jaar;1954;39615;24145;11076;3266;1128;38544;23263;10941;3232;1108;1071;882;135;34;20;;;;;
2475;20 tot 25 jaar;1955;40180;24627;11031;3367;1155;39219;23808;10930;3338;1143;961;819;101;29;12;;;;;
2476;20 tot 25 jaar;1956;41084;25566;11127;3171;1220;40090;24747;11005;3134;1204;994;819;122;37;16;;;;;
2477;20 tot 25 jaar;1957;42608;26686;11421;3294;1207;41605;25848;11303;3262;1192;1003;838;118;32;15;;;;;
2478;20 tot 25 jaar;1958;44468;28287;11747;3315;1119;43482;27471;11628;3270;1113;986;816;119;45;6;;;;;
2479;20 tot 25 jaar;1959;46760;29663;12643;3267;1187;45659;28770;12488;3226;1175;1101;893;155;41;12;;;;;
2480;20 tot 25 jaar;1960;47668;29766;13272;3480;1150;46579;28854;13157;3433;1135;1089;912;115;47;15;;;;;
2481;20 tot 25 jaar;1961;51375;32314;13998;3832;1231;50211;31369;13839;3786;1217;1164;945;159;46;14;;;;;
2482;20 tot 25 jaar;1962;54042;33927;14994;3847;1274;52799;32882;14844;3813;1260;1243;1045;150;34;14;;;;;
2483;20 tot 25 jaar;1963;57229;35495;16153;4229;1352;55874;34392;15986;4171;1325;1355;1103;167;58;27;;;;;
2484;20 tot 25 jaar;1964;60135;37089;17363;4376;1307;58609;35856;17153;4313;1287;1526;1233;210;63;20;;;;;
2485;20 tot 25 jaar;1965;62193;39215;17431;4365;1182;60599;37916;17232;4291;1160;1594;1299;199;74;22;;;;;
2486;20 tot 25 jaar;1966;65182;41981;18189;4024;988;63531;40639;17968;3964;960;1651;1342;221;60;28;;;;;
2487;20 tot 25 jaar;1967;71661;46614;20211;3913;923;69830;45100;19972;3852;906;1831;1514;239;61;17;;;;;
2488;20 tot 25 jaar;1968;75599;48866;21865;4022;846;73784;47373;21629;3957;825;1815;1493;236;65;21;;;;;
2489;20 tot 25 jaar;1969;81046;51020;24616;4486;924;79034;49369;24366;4409;890;2012;1651;250;77;34;;;;;
2490;20 tot 25 jaar;1970;78881;49353;24619;4163;746;77143;47939;24380;4094;730;1738;1414;239;69;16;;;;;
2491;20 tot 25 jaar;1971;76096;47449;23948;3962;737;74548;46231;23728;3884;705;1548;1218;220;78;32;;;;;
2492;20 tot 25 jaar;1972;69920;44113;22182;3058;567;68596;43069;21983;3000;544;1324;1044;199;58;23;;;;;
2493;20 tot 25 jaar;1973;62031;39275;20006;2384;366;60884;38376;19819;2336;353;1147;899;187;48;13;;;;;
2494;20 tot 25 jaar;1974;58060;37006;18781;1977;296;56843;36067;18575;1920;281;1217;939;206;57;15;;;;;
2495;20 tot 25 jaar;1975;54165;34503;17525;1856;281;52839;33553;17252;1784;250;1326;950;273;72;31;;;;;
2496;20 tot 25 jaar;1976;52827;33258;17377;1915;277;51391;32213;17082;1842;254;1436;1045;295;73;23;;;;;
2497;20 tot 25 jaar;1977;49610;31392;16069;1876;273;47968;30149;15765;1798;256;1642;1243;304;78;17;;;;;
