ID;Geslacht;Leeftijdsklassen;Perioden;TotaleInstroom_1;WWInstroomMetHerkomstBedrijfsleven_2;WWInstroomMetOverigeHerkomst_3;TotaleUitstroom_4;WWUitstroomMetRedenWerkhervatting_5;WWUitstroomMetOverigeRedenen_6
285;Mannen en vrouwen;15 tot 25 jaar;2001 jaarcijfer;27910;26490;1420;26760;16290;10470
286;Mannen en vrouwen;15 tot 25 jaar;2002 januari;3850;3700;150;2260;1320;950
287;Mannen en vrouwen;15 tot 25 jaar;2002 februari;3030;2910;120;2320;1510;800
288;Mannen en vrouwen;15 tot 25 jaar;2002 maart;3240;3120;120;2990;1980;1000
289;Mannen en vrouwen;15 tot 25 jaar;2002 april;3130;3020;110;3090;2090;1010
290;Mannen en vrouwen;15 tot 25 jaar;2002 mei;3330;3160;160;3290;2040;1250
291;Mannen en vrouwen;15 tot 25 jaar;2002 juni;2840;2720;120;2760;1710;1060
292;Mannen en vrouwen;15 tot 25 jaar;2002 juli;2440;2330;120;2490;1390;1100
293;Mannen en vrouwen;15 tot 25 jaar;2002 augustus;2930;2790;150;2500;1390;1110
294;Mannen en vrouwen;15 tot 25 jaar;2002 september;3050;2930;120;2620;1610;1020
295;Mannen en vrouwen;15 tot 25 jaar;2002 oktober;3840;3650;190;3190;1970;1220
296;Mannen en vrouwen;15 tot 25 jaar;2002 november;3950;3720;240;2290;1390;900
297;Mannen en vrouwen;15 tot 25 jaar;2002 december;3440;3210;230;2190;1330;860
298;Mannen en vrouwen;15 tot 25 jaar;2002 jaarcijfer;39070;37240;1830;31990;19720;12260
299;Mannen en vrouwen;15 tot 25 jaar;2003 januari;5560;5250;320;2830;1670;1160
300;Mannen en vrouwen;15 tot 25 jaar;2003 februari;5220;4860;360;3180;2060;1120
301;Mannen en vrouwen;15 tot 25 jaar;2003 maart;5030;4670;360;3900;2540;1360
302;Mannen en vrouwen;15 tot 25 jaar;2003 april;4750;4430;330;4000;2620;1380
303;Mannen en vrouwen;15 tot 25 jaar;2003 mei;5130;4780;350;4780;2890;1890
304;Mannen en vrouwen;15 tot 25 jaar;2003 juni;3940;3640;300;3730;2110;1620
305;Mannen en vrouwen;15 tot 25 jaar;2003 juli;4940;4590;350;4440;2290;2140
306;Mannen en vrouwen;15 tot 25 jaar;2003 augustus;3740;3470;270;2930;1610;1330
307;Mannen en vrouwen;15 tot 25 jaar;2003 september;4390;4130;260;3860;2240;1610
308;Mannen en vrouwen;15 tot 25 jaar;2003 oktober;5610;5270;330;4500;2720;1780
309;Mannen en vrouwen;15 tot 25 jaar;2003 november;4970;4610;360;3500;2100;1410
310;Mannen en vrouwen;15 tot 25 jaar;2003 december;4540;4230;310;3340;1940;1400
311;Mannen en vrouwen;15 tot 25 jaar;2003 jaarcijfer;57830;53930;3900;44980;26790;18190
312;Mannen en vrouwen;15 tot 25 jaar;2004 januari;5570;5340;230;3680;2060;1630
313;Mannen en vrouwen;15 tot 25 jaar;2004 februari;5700;5500;200;4210;2490;1720
314;Mannen en vrouwen;15 tot 25 jaar;2004 maart;5540;5280;260;5020;2990;2040
315;Mannen en vrouwen;15 tot 25 jaar;2004 april;5730;5490;240;5760;3540;2210
316;Mannen en vrouwen;15 tot 25 jaar;2004 mei;3770;3560;200;4570;2690;1870
317;Mannen en vrouwen;15 tot 25 jaar;2004 juni;3930;3730;200;4300;2440;1860
318;Mannen en vrouwen;15 tot 25 jaar;2004 juli;4440;4240;210;5490;2670;2830
319;Mannen en vrouwen;15 tot 25 jaar;2004 augustus;3390;3230;170;3760;1760;2000
320;Mannen en vrouwen;15 tot 25 jaar;2004 september;4040;3830;210;4390;2300;2090
321;Mannen en vrouwen;15 tot 25 jaar;2004 oktober;5460;5220;240;5330;2860;2470
322;Mannen en vrouwen;15 tot 25 jaar;2004 november;4870;4620;260;4210;2310;1900
323;Mannen en vrouwen;15 tot 25 jaar;2004 december;5340;5090;250;4330;2170;2160
324;Mannen en vrouwen;15 tot 25 jaar;2004 jaarcijfer;57790;55130;2660;55050;30280;24770
325;Mannen en vrouwen;15 tot 25 jaar;2005 januari;5720;5490;230;3820;1930;1890
326;Mannen en vrouwen;15 tot 25 jaar;2005 februari;5840;5630;220;4450;2490;1960
327;Mannen en vrouwen;15 tot 25 jaar;2005 maart;5610;5390;220;5680;3130;2550
328;Mannen en vrouwen;15 tot 25 jaar;2005 april;5070;4860;210;5710;3280;2430
329;Mannen en vrouwen;15 tot 25 jaar;2005 mei;3380;3230;150;5020;2750;2260
330;Mannen en vrouwen;15 tot 25 jaar;2005 juni;4110;3910;210;5220;2810;2410
331;Mannen en vrouwen;15 tot 25 jaar;2005 juli;3080;2940;140;4110;2020;2090
332;Mannen en vrouwen;15 tot 25 jaar;2005 augustus;3070;2900;170;3390;1640;1750
333;Mannen en vrouwen;15 tot 25 jaar;2005 september;4410;4200;210;4650;2600;2050
334;Mannen en vrouwen;15 tot 25 jaar;2005 oktober;3640;3470;170;4090;2300;1790
335;Mannen en vrouwen;15 tot 25 jaar;2005 november;3650;3430;210;3670;2010;1670
336;Mannen en vrouwen;15 tot 25 jaar;2005 december;3930;3750;190;3480;1860;1610
337;Mannen en vrouwen;15 tot 25 jaar;2005 jaarcijfer;51510;49200;2310;53280;28810;24460
338;Mannen en vrouwen;15 tot 25 jaar;2006 januari;3630;3480;150;3560;1750;1810
339;Mannen en vrouwen;15 tot 25 jaar;2006 februari;4230;4070;160;3410;1960;1450
340;Mannen en vrouwen;15 tot 25 jaar;2006 maart;4470;4180;290;4520;2630;1900
341;Mannen en vrouwen;15 tot 25 jaar;2006 april;3030;2800;230;3950;2500;1450
342;Mannen en vrouwen;15 tot 25 jaar;2006 mei;2610;2450;160;3610;2110;1490
343;Mannen en vrouwen;15 tot 25 jaar;2006 juni;2570;2410;160;3680;1890;1800
344;Mannen en vrouwen;15 tot 25 jaar;2006 juli;1850;1710;130;2790;1280;1520
345;Mannen en vrouwen;15 tot 25 jaar;2006 augustus;2410;2250;160;2710;1380;1330
346;Mannen en vrouwen;15 tot 25 jaar;2006 september;2270;2100;170;2650;1540;1110
347;Mannen en vrouwen;15 tot 25 jaar;2006 oktober;2440;2250;190;2550;1490;1060
348;Mannen en vrouwen;15 tot 25 jaar;2006 november;2770;2560;220;2720;1530;1190
349;Mannen en vrouwen;15 tot 25 jaar;2006 december;1920;1750;170;1740;970;770
350;Mannen en vrouwen;15 tot 25 jaar;2006 jaarcijfer;34190;32020;2170;37900;21030;16870
351;Mannen en vrouwen;15 tot 25 jaar;2007 januari;2640;2440;200;1960;1040;910
352;Mannen en vrouwen;15 tot 25 jaar;2007 februari;2730;2500;230;2540;1340;1200
353;Mannen en vrouwen;15 tot 25 jaar;2007 maart;2780;2590;190;3410;1780;1630
354;Mannen en vrouwen;15 tot 25 jaar;2007 april;1810;1680;130;2580;1260;1320
355;Mannen en vrouwen;15 tot 25 jaar;2007 mei;1840;1730;110;2490;1110;1370
356;Mannen en vrouwen;15 tot 25 jaar;2007 juni;1440;1330;110;1880;830;1050
357;Mannen en vrouwen;15 tot 25 jaar;2007 juli;1560;1470;90;1760;760;1000
358;Mannen en vrouwen;15 tot 25 jaar;2007 augustus;1940;1820;120;1840;930;910
359;Mannen en vrouwen;15 tot 25 jaar;2007 september;1570;1470;100;1760;970;790
360;Mannen en vrouwen;15 tot 25 jaar;2007 oktober;1730;1590;140;1680;860;820
361;Mannen en vrouwen;15 tot 25 jaar;2007 november;2210;2080;130;1890;940;950
362;Mannen en vrouwen;15 tot 25 jaar;2007 december;1620;1520;100;1360;630;730
363;Mannen en vrouwen;15 tot 25 jaar;2007 jaarcijfer;23860;22230;1640;25140;12440;12700
364;Mannen en vrouwen;15 tot 25 jaar;2008 januari;2730;2540;190;1850;900;960
365;Mannen en vrouwen;15 tot 25 jaar;2008 februari;1930;1800;130;1830;1020;810
366;Mannen en vrouwen;15 tot 25 jaar;2008 maart;1670;1580;90;1910;990;920
367;Mannen en vrouwen;15 tot 25 jaar;2008 april;1790;1680;110;1930;960;970
368;Mannen en vrouwen;15 tot 25 jaar;2008 mei;1560;1450;110;1730;840;890
369;Mannen en vrouwen;15 tot 25 jaar;2008 juni;1250;1180;70;1500;750;750
370;Mannen en vrouwen;15 tot 25 jaar;2008 juli;1680;1590;90;1650;680;970
371;Mannen en vrouwen;15 tot 25 jaar;2008 augustus;1580;1510;70;1380;760;620
372;Mannen en vrouwen;15 tot 25 jaar;2008 september;1450;1380;70;1550;850;700
373;Mannen en vrouwen;15 tot 25 jaar;2008 oktober;2090;2000;100;1720;890;830
374;Mannen en vrouwen;15 tot 25 jaar;2008 november;2060;1970;100;1390;690;700
375;Mannen en vrouwen;15 tot 25 jaar;2008 december;2590;2470;120;1380;630;760
376;Mannen en vrouwen;15 tot 25 jaar;2008 jaarcijfer;22390;21160;1230;19810;9950;9860
377;Mannen en vrouwen;15 tot 25 jaar;2009 januari;3590;3440;140;1930;920;1020
378;Mannen en vrouwen;15 tot 25 jaar;2009 februari;3730;3590;140;2380;1100;1280
379;Mannen en vrouwen;15 tot 25 jaar;2009 maart;3940;3780;160;2930;1210;1720
380;Mannen en vrouwen;15 tot 25 jaar;2009 april;4610;4450;170;3890;1590;2310
381;Mannen en vrouwen;15 tot 25 jaar;2009 mei;3410;3290;120;3070;1130;1940
382;Mannen en vrouwen;15 tot 25 jaar;2009 juni;3750;3640;120;3270;1340;1930
383;Mannen en vrouwen;15 tot 25 jaar;2009 juli;4560;4430;130;4040;1400;2650
384;Mannen en vrouwen;15 tot 25 jaar;2009 augustus;4010;3890;120;3320;1210;2110
385;Mannen en vrouwen;15 tot 25 jaar;2009 september;4410;4290;120;4010;1700;2310
386;Mannen en vrouwen;15 tot 25 jaar;2009 oktober;5300;5120;190;4490;1980;2510
387;Mannen en vrouwen;15 tot 25 jaar;2009 november;4510;4360;150;3690;1420;2270
388;Mannen en vrouwen;15 tot 25 jaar;2009 december;5000;4840;170;4010;1260;2750
389;Mannen en vrouwen;15 tot 25 jaar;2009 jaarcijfer;50820;49110;1710;41030;16240;24790
390;Mannen en vrouwen;15 tot 25 jaar;2010 januari;5750;5550;200;4350;1450;2900
391;Mannen en vrouwen;15 tot 25 jaar;2010 februari;5430;5250;190;4260;1570;2690
392;Mannen en vrouwen;15 tot 25 jaar;2010 maart;5400;5140;260;6710;2930;3790
393;Mannen en vrouwen;15 tot 25 jaar;2010 april;3320;3170;150;4550;1920;2630
394;Mannen en vrouwen;15 tot 25 jaar;2010 mei;2520;2400;120;3770;1390;2380
395;Mannen en vrouwen;15 tot 25 jaar;2010 juni;3310;3160;160;4260;1630;2630
396;Mannen en vrouwen;15 tot 25 jaar;2010 juli;2960;2810;150;3020;1060;1960
397;Mannen en vrouwen;15 tot 25 jaar;2010 augustus;3390;3250;150;2980;1210;1770
398;Mannen en vrouwen;15 tot 25 jaar;2010 september;4060;3880;180;4270;2000;2280
399;Mannen en vrouwen;15 tot 25 jaar;2010 oktober;3300;3150;150;3260;1420;1850
400;Mannen en vrouwen;15 tot 25 jaar;2010 november;3380;3240;140;2940;1350;1590
401;Mannen en vrouwen;15 tot 25 jaar;2010 december;4770;4560;210;3400;1200;2200
402;Mannen en vrouwen;15 tot 25 jaar;2010 jaarcijfer;47590;45540;2050;47770;19110;28650
403;Mannen en vrouwen;15 tot 25 jaar;2011 januari;5240;5030;210;3690;1700;1990
404;Mannen en vrouwen;15 tot 25 jaar;2011 februari;3760;3590;170;3970;1810;2160
405;Mannen en vrouwen;15 tot 25 jaar;2011 maart;4330;4150;180;4980;2360;2620
406;Mannen en vrouwen;15 tot 25 jaar;2011 april;2990;2850;140;3600;1640;1960
407;Mannen en vrouwen;15 tot 25 jaar;2011 mei;2680;2590;100;3080;1410;1680
408;Mannen en vrouwen;15 tot 25 jaar;2011 juni;2950;2830;120;3180;1260;1920
409;Mannen en vrouwen;15 tot 25 jaar;2011 juli;2910;2880;30;2620;970;1650
410;Mannen en vrouwen;15 tot 25 jaar;2011 augustus;3480;3450;30;2790;1230;1550
411;Mannen en vrouwen;15 tot 25 jaar;2011 september;4090;4030;60;3910;1920;1990
412;Mannen en vrouwen;15 tot 25 jaar;2011 oktober;3500;3470;30;2940;1320;1620
413;Mannen en vrouwen;15 tot 25 jaar;2011 november;3710;3670;40;2910;1210;1700
414;Mannen en vrouwen;15 tot 25 jaar;2011 december;5100;5050;50;3370;1140;2220
415;Mannen en vrouwen;15 tot 25 jaar;2011 jaarcijfer;44740;43580;1160;41030;17960;23080
416;Mannen en vrouwen;15 tot 25 jaar;2012 januari;5980;5950;40;3630;1480;2150
417;Mannen en vrouwen;15 tot 25 jaar;2012 februari;5070;5050;30;3900;1480;2410
418;Mannen en vrouwen;15 tot 25 jaar;2012 maart;5900;5860;30;5970;2780;3190
419;Mannen en vrouwen;15 tot 25 jaar;2012 april;4050;4010;40;4510;1960;2550
420;Mannen en vrouwen;15 tot 25 jaar;2012 mei;4210;4170;50;4320;1700;2620
421;Mannen en vrouwen;15 tot 25 jaar;2012 juni;3410;3390;30;3690;1400;2300
422;Mannen en vrouwen;15 tot 25 jaar;2012 juli;4220;4180;40;3430;1110;2320
423;Mannen en vrouwen;15 tot 25 jaar;2012 augustus;5650;5590;60;4660;2000;2660
424;Mannen en vrouwen;15 tot 25 jaar;2012 september;4590;4540;40;4240;1910;2330
425;Mannen en vrouwen;15 tot 25 jaar;2012 oktober;4910;4870;40;4080;1680;2400
426;Mannen en vrouwen;15 tot 25 jaar;2012 november;6680;6640;40;4660;1900;2760
427;Mannen en vrouwen;15 tot 25 jaar;2012 december;5680;5640;40;3740;1080;2660
428;Mannen en vrouwen;15 tot 25 jaar;2012 jaarcijfer;60350;59880;460;50810;20470;30350
429;Mannen en vrouwen;15 tot 25 jaar;2013 januari   ;9070;9030;50;5780;2180;3600
430;Mannen en vrouwen;15 tot 25 jaar;2013 februari  ;6400;6360;40;5420;2120;3300
431;Mannen en vrouwen;15 tot 25 jaar;2013 maart     ;6610;6560;50;6280;2460;3830
432;Mannen en vrouwen;15 tot 25 jaar;2013 april;5660;5620;40;6050;2390;3660
433;Mannen en vrouwen;15 tot 25 jaar;2013 mei;5320;5270;50;6040;2290;3760
434;Mannen en vrouwen;15 tot 25 jaar;2013 juni;4930;4890;40;5020;1830;3190
435;Mannen en vrouwen;15 tot 25 jaar;2013 juli;5940;5880;60;4820;1490;3330
436;Mannen en vrouwen;15 tot 25 jaar;2013 augustus;6510;6450;60;6020;2460;3560
437;Mannen en vrouwen;15 tot 25 jaar;2013 september;5830;5790;50;5450;2270;3180
438;Mannen en vrouwen;15 tot 25 jaar;2013 oktober;7360;7290;60;6190;2410;3780
439;Mannen en vrouwen;15 tot 25 jaar;2013 november;6420;6380;40;4870;1840;3030
440;Mannen en vrouwen;15 tot 25 jaar;2013 december;6530;6490;50;4700;1360;3330
441;Mannen en vrouwen;15 tot 25 jaar;2013 jaarcijfer;76590;76010;580;66650;25100;41550
442;Mannen en vrouwen;15 tot 25 jaar;2014 januari;9650;9590;70;7060;2570;4490
443;Mannen en vrouwen;15 tot 25 jaar;2014 februari;6270;6210;60;6330;2280;4050
444;Mannen en vrouwen;15 tot 25 jaar;2014 maart;5730;5670;60;7010;2600;4420
445;Mannen en vrouwen;15 tot 25 jaar;2014 april;4910;4870;50;6310;2530;3780
446;Mannen en vrouwen;15 tot 25 jaar;2014 mei;5460;5390;60;6500;2510;3990
447;Mannen en vrouwen;15 tot 25 jaar;2014 juni;4190;4150;40;4870;1840;3020
448;Mannen en vrouwen;15 tot 25 jaar;2014 juli;6320;6250;60;5570;1870;3700
449;Mannen en vrouwen;15 tot 25 jaar;2014 augustus;4650;4600;50;4820;2200;2620
450;Mannen en vrouwen;15 tot 25 jaar;2014 september;4820;4780;40;5170;2410;2770
451;Mannen en vrouwen;15 tot 25 jaar;2014 oktober;6260;6210;50;5480;2290;3190
452;Mannen en vrouwen;15 tot 25 jaar;2014 november;5600;5560;40;4230;1720;2520
453;Mannen en vrouwen;15 tot 25 jaar;2014 december;5990;5950;40;4230;1330;2900
454;Mannen en vrouwen;15 tot 25 jaar;2014 jaarcijfer;69840;69230;610;67570;26130;41440
455;Mannen en vrouwen;15 tot 25 jaar;2015 januari;8180;8130;50;5950;2310;3650
456;Mannen en vrouwen;15 tot 25 jaar;2015 februari;5460;5420;40;5440;2090;3350
457;Mannen en vrouwen;15 tot 25 jaar;2015 maart;5050;5000;40;6100;2490;3610
458;Mannen en vrouwen;15 tot 25 jaar;2015 april;4910;4880;30;6550;2650;3900
459;Mannen en vrouwen;15 tot 25 jaar;2015 mei;3500;3470;30;4310;1660;2650
460;Mannen en vrouwen;15 tot 25 jaar;2015 juni;4020;3980;40;4170;1610;2560
461;Mannen en vrouwen;15 tot 25 jaar;2015 juli;6190;6130;60;4810;1570;3240
462;Mannen en vrouwen;15 tot 25 jaar;2015 augustus;3920;3880;40;3220;940;2280
463;Mannen en vrouwen;15 tot 25 jaar;2015 september;4190;4160;30;3320;820;2500
464;Mannen en vrouwen;15 tot 25 jaar;2015 oktober;5300;5270;30;3590;790;2790
465;Mannen en vrouwen;15 tot 25 jaar;2015 november;4600;4560;40;2890;630;2260
466;Mannen en vrouwen;15 tot 25 jaar;2015 december;5960;5930;30;4100;770;3330
467;Mannen en vrouwen;15 tot 25 jaar;2015 jaarcijfer;61280;60820;460;54450;18330;36120
468;Mannen en vrouwen;25 tot 35 jaar;1998 januari;20290;19510;780;14460;9160;5300
469;Mannen en vrouwen;25 tot 35 jaar;1998 februari;16300;15620;680;14730;10630;4110
470;Mannen en vrouwen;25 tot 35 jaar;1998 maart;12310;11720;590;16360;11960;4410
471;Mannen en vrouwen;25 tot 35 jaar;1998 april;11960;11140;830;20330;14840;5490
472;Mannen en vrouwen;25 tot 35 jaar;1998 mei;9490;8800;690;14340;9440;4910
473;Mannen en vrouwen;25 tot 35 jaar;1998 juni;9120;8470;650;12640;7850;4790
474;Mannen en vrouwen;25 tot 35 jaar;1998 juli;10350;9550;800;12850;7310;5540
475;Mannen en vrouwen;25 tot 35 jaar;1998 augustus;10300;9770;540;11250;7310;3940
476;Mannen en vrouwen;25 tot 35 jaar;1998 september;9090;8480;620;11320;7690;3640
477;Mannen en vrouwen;25 tot 35 jaar;1998 oktober;10920;10160;760;13320;8280;5050
478;Mannen en vrouwen;25 tot 35 jaar;1998 november;12830;12200;630;10230;5880;4350
479;Mannen en vrouwen;25 tot 35 jaar;1998 december;13740;13070;670;9560;5060;4500
480;Mannen en vrouwen;25 tot 35 jaar;1998 jaarcijfer;146710;138470;8240;161410;105400;56010
481;Mannen en vrouwen;25 tot 35 jaar;1999 januari;13360;12740;620;11720;6880;4840
482;Mannen en vrouwen;25 tot 35 jaar;1999 februari;10690;10100;580;11710;7900;3810
483;Mannen en vrouwen;25 tot 35 jaar;1999 maart;11570;10770;800;16120;11460;4670
484;Mannen en vrouwen;25 tot 35 jaar;1999 april;7080;6490;590;11660;8300;3360
485;Mannen en vrouwen;25 tot 35 jaar;1999 mei;6330;5810;520;9380;5530;3840
486;Mannen en vrouwen;25 tot 35 jaar;1999 juni;7150;6560;590;9620;5640;3980
487;Mannen en vrouwen;25 tot 35 jaar;1999 juli;7370;6790;580;7570;4070;3500
488;Mannen en vrouwen;25 tot 35 jaar;1999 augustus;5870;5410;470;6490;3780;2710
489;Mannen en vrouwen;25 tot 35 jaar;1999 september;8010;7350;660;9740;6250;3490
490;Mannen en vrouwen;25 tot 35 jaar;1999 oktober;6730;6130;600;8020;4890;3130
491;Mannen en vrouwen;25 tot 35 jaar;1999 november;8100;7520;590;7500;4240;3260
492;Mannen en vrouwen;25 tot 35 jaar;1999 december;7910;7380;530;7420;4080;3340
493;Mannen en vrouwen;25 tot 35 jaar;1999 jaarcijfer;100160;93030;7130;116960;73010;43950
494;Mannen en vrouwen;25 tot 35 jaar;2000 januari;10890;10190;700;7330;4370;2960
495;Mannen en vrouwen;25 tot 35 jaar;2000 februari;8650;8030;620;9080;6070;3010
496;Mannen en vrouwen;25 tot 35 jaar;2000 maart;8380;7640;740;11030;7720;3310
497;Mannen en vrouwen;25 tot 35 jaar;2000 april;5710;5120;590;9010;5870;3140
498;Mannen en vrouwen;25 tot 35 jaar;2000 mei;5410;4940;470;7920;4760;3160
499;Mannen en vrouwen;25 tot 35 jaar;2000 juni;5550;4890;650;7620;4210;3410
500;Mannen en vrouwen;25 tot 35 jaar;2000 juli;6000;5280;720;6270;3070;3210
501;Mannen en vrouwen;25 tot 35 jaar;2000 augustus;5980;5420;560;6320;3550;2770
502;Mannen en vrouwen;25 tot 35 jaar;2000 september;5240;4750;490;6590;4100;2490
503;Mannen en vrouwen;25 tot 35 jaar;2000 oktober;5740;5150;590;6580;3910;2680
504;Mannen en vrouwen;25 tot 35 jaar;2000 november;7890;7120;780;6770;3890;2880
505;Mannen en vrouwen;25 tot 35 jaar;2000 december;5400;5000;400;5020;2620;2400
506;Mannen en vrouwen;25 tot 35 jaar;2000 jaarcijfer;80820;73520;7300;89540;54130;35400
507;Mannen en vrouwen;25 tot 35 jaar;2001 januari;7260;6670;590;5740;3260;2480
508;Mannen en vrouwen;25 tot 35 jaar;2001 februari;6610;6100;510;6490;4090;2410
509;Mannen en vrouwen;25 tot 35 jaar;2001 maart;7690;6920;770;9660;6180;3470
510;Mannen en vrouwen;25 tot 35 jaar;2001 april;5440;4810;630;7370;4800;2570
511;Mannen en vrouwen;25 tot 35 jaar;2001 mei;5780;5180;610;6900;4050;2850
512;Mannen en vrouwen;25 tot 35 jaar;2001 juni;4880;4340;540;5360;2980;2380
513;Mannen en vrouwen;25 tot 35 jaar;2001 juli;4790;4090;700;5480;2810;2670
514;Mannen en vrouwen;25 tot 35 jaar;2001 augustus;5100;4600;510;5210;2860;2350
515;Mannen en vrouwen;25 tot 35 jaar;2001 september;5090;4540;560;5720;3440;2280
516;Mannen en vrouwen;25 tot 35 jaar;2001 oktober;5700;5120;580;5780;3380;2400
517;Mannen en vrouwen;25 tot 35 jaar;2001 november;7550;6890;660;6340;3530;2820
518;Mannen en vrouwen;25 tot 35 jaar;2001 december;4820;4400;420;4690;2370;2320
519;Mannen en vrouwen;25 tot 35 jaar;2001 jaarcijfer;70700;63640;7060;74720;43750;30980
520;Mannen en vrouwen;25 tot 35 jaar;2002 januari;9770;9010;750;6160;3380;2780
521;Mannen en vrouwen;25 tot 35 jaar;2002 februari;7450;6910;540;6240;3890;2350
522;Mannen en vrouwen;25 tot 35 jaar;2002 maart;7640;7010;630;7720;4980;2740
523;Mannen en vrouwen;25 tot 35 jaar;2002 april;7470;6900;580;7830;5190;2640
524;Mannen en vrouwen;25 tot 35 jaar;2002 mei;8370;7680;690;8270;5230;3040
525;Mannen en vrouwen;25 tot 35 jaar;2002 juni;7460;6820;640;6960;4260;2700
526;Mannen en vrouwen;25 tot 35 jaar;2002 juli;6750;6190;560;6470;3720;2760
527;Mannen en vrouwen;25 tot 35 jaar;2002 augustus;7950;7320;640;6900;3970;2930
528;Mannen en vrouwen;25 tot 35 jaar;2002 september;7600;7020;580;7190;4510;2670
529;Mannen en vrouwen;25 tot 35 jaar;2002 oktober;9350;8580;770;8520;5010;3510
530;Mannen en vrouwen;25 tot 35 jaar;2002 november;9220;8460;750;6560;3780;2770
531;Mannen en vrouwen;25 tot 35 jaar;2002 december;7330;6740;600;5700;3250;2450
532;Mannen en vrouwen;25 tot 35 jaar;2002 jaarcijfer;96350;88630;7730;84530;51170;33360
533;Mannen en vrouwen;25 tot 35 jaar;2003 januari;12310;11320;990;7390;4200;3190
534;Mannen en vrouwen;25 tot 35 jaar;2003 februari;11210;10250;960;7790;4870;2920
535;Mannen en vrouwen;25 tot 35 jaar;2003 maart;10450;9550;900;8840;5940;2900
536;Mannen en vrouwen;25 tot 35 jaar;2003 april;9750;8830;920;8690;5720;2980
537;Mannen en vrouwen;25 tot 35 jaar;2003 mei;11180;10180;1000;10350;6470;3880
538;Mannen en vrouwen;25 tot 35 jaar;2003 juni;9050;8230;820;7890;4660;3230
539;Mannen en vrouwen;25 tot 35 jaar;2003 juli;11250;10150;1100;9510;5310;4200
540;Mannen en vrouwen;25 tot 35 jaar;2003 augustus;8310;7590;720;7020;4100;2920
541;Mannen en vrouwen;25 tot 35 jaar;2003 september;9330;8530;810;8840;5600;3250
542;Mannen en vrouwen;25 tot 35 jaar;2003 oktober;11540;10600;940;10120;6130;3990
543;Mannen en vrouwen;25 tot 35 jaar;2003 november;10030;8950;1080;8160;4740;3420
544;Mannen en vrouwen;25 tot 35 jaar;2003 december;9380;8330;1050;7310;4110;3200
545;Mannen en vrouwen;25 tot 35 jaar;2003 jaarcijfer;123790;112500;11290;101920;61850;40070
546;Mannen en vrouwen;25 tot 35 jaar;2004 januari;11970;10890;1090;8340;4800;3530
547;Mannen en vrouwen;25 tot 35 jaar;2004 februari;11510;10530;980;9570;5930;3650
548;Mannen en vrouwen;25 tot 35 jaar;2004 maart;10760;9730;1030;10350;6680;3670
549;Mannen en vrouwen;25 tot 35 jaar;2004 april;11330;10370;960;11790;7860;3930
550;Mannen en vrouwen;25 tot 35 jaar;2004 mei;7890;7100;800;9020;5840;3180
551;Mannen en vrouwen;25 tot 35 jaar;2004 juni;8780;7850;920;8570;5170;3400
