ID;Wegvoertuigen;BrandstofsoortVoertuig;Perioden;TotaalVerkochteWegvoertuigen_1;NieuwVerkochteWegvoertuigen_2;TweedehandsVerkochteWegvoertuigen_3
4706;Personenauto;Full elektric (BEV);2010 mei;11;5;6
4707;Personenauto;Full elektric (BEV);2010 juni;20;5;15
4708;Personenauto;Full elektric (BEV);2010 2e kwartaal;42;21;21
4709;Personenauto;Full elektric (BEV);2010 juli;4;4;0
4710;Personenauto;Full elektric (BEV);2010 augustus;4;3;1
4711;Personenauto;Full elektric (BEV);2010 september;7;5;2
4712;Personenauto;Full elektric (BEV);2010 3e kwartaal;15;12;3
4713;Personenauto;Full elektric (BEV);2010 oktober;9;5;4
4714;Personenauto;Full elektric (BEV);2010 november;19;18;1
4715;Personenauto;Full elektric (BEV);2010 december;15;11;4
4716;Personenauto;Full elektric (BEV);2010 4e kwartaal;43;34;9
4717;Personenauto;Full elektric (BEV);2010;158;122;36
4718;Personenauto;Full elektric (BEV);2011 januari;35;34;1
4719;Personenauto;Full elektric (BEV);2011 februari;16;14;2
4720;Personenauto;Full elektric (BEV);2011 maart;55;55;0
4721;Personenauto;Full elektric (BEV);2011 1e kwartaal;106;103;3
4722;Personenauto;Full elektric (BEV);2011 april;66;64;2
4723;Personenauto;Full elektric (BEV);2011 mei;89;83;6
4724;Personenauto;Full elektric (BEV);2011 juni;42;36;6
4725;Personenauto;Full elektric (BEV);2011 2e kwartaal;197;183;14
4726;Personenauto;Full elektric (BEV);2011 juli;32;26;6
4727;Personenauto;Full elektric (BEV);2011 augustus;69;65;4
4728;Personenauto;Full elektric (BEV);2011 september;83;77;6
4729;Personenauto;Full elektric (BEV);2011 3e kwartaal;184;168;16
4730;Personenauto;Full elektric (BEV);2011 oktober;100;97;3
4731;Personenauto;Full elektric (BEV);2011 november;277;273;4
4732;Personenauto;Full elektric (BEV);2011 december;63;37;26
4733;Personenauto;Full elektric (BEV);2011 4e kwartaal;440;407;33
4734;Personenauto;Full elektric (BEV);2011;927;861;66
4735;Personenauto;Full elektric (BEV);2012 januari;178;166;12
4736;Personenauto;Full elektric (BEV);2012 februari;57;49;8
4737;Personenauto;Full elektric (BEV);2012 maart;91;84;7
4738;Personenauto;Full elektric (BEV);2012 1e kwartaal;326;299;27
4739;Personenauto;Full elektric (BEV);2012 april;49;31;18
4740;Personenauto;Full elektric (BEV);2012 mei;82;69;13
4741;Personenauto;Full elektric (BEV);2012 juni;105;93;12
4742;Personenauto;Full elektric (BEV);2012 2e kwartaal;236;193;43
4743;Personenauto;Full elektric (BEV);2012 juli;51;34;17
4744;Personenauto;Full elektric (BEV);2012 augustus;68;57;11
4745;Personenauto;Full elektric (BEV);2012 september;83;70;13
4746;Personenauto;Full elektric (BEV);2012 3e kwartaal;202;161;41
4747;Personenauto;Full elektric (BEV);2012 oktober;118;107;11
4748;Personenauto;Full elektric (BEV);2012 november;62;43;19
4749;Personenauto;Full elektric (BEV);2012 december;43;25;18
4750;Personenauto;Full elektric (BEV);2012 4e kwartaal;223;175;48
4751;Personenauto;Full elektric (BEV);2012;987;828;159
4752;Personenauto;Full elektric (BEV);2013 januari;51;29;22
4753;Personenauto;Full elektric (BEV);2013 februari;59;20;39
4754;Personenauto;Full elektric (BEV);2013 maart;87;68;19
4755;Personenauto;Full elektric (BEV);2013 1e kwartaal;197;117;80
4756;Personenauto;Full elektric (BEV);2013 april;93;44;49
4757;Personenauto;Full elektric (BEV);2013 mei;90;69;21
4758;Personenauto;Full elektric (BEV);2013 juni;174;125;49
4759;Personenauto;Full elektric (BEV);2013 2e kwartaal;357;238;119
4760;Personenauto;Full elektric (BEV);2013 juli;82;55;27
4761;Personenauto;Full elektric (BEV);2013 augustus;119;93;26
4762;Personenauto;Full elektric (BEV);2013 september;308;253;55
4763;Personenauto;Full elektric (BEV);2013 3e kwartaal;509;401;108
4764;Personenauto;Full elektric (BEV);2013 oktober;207;154;53
4765;Personenauto;Full elektric (BEV);2013 november;638;548;90
4766;Personenauto;Full elektric (BEV);2013 december;1254;1161;93
4767;Personenauto;Full elektric (BEV);2013 4e kwartaal;2099;1863;236
4768;Personenauto;Full elektric (BEV);2013;3162;2619;543
4769;Personenauto;Full elektric (BEV);2014 januari;110;34;76
4770;Personenauto;Full elektric (BEV);2014 februari;87;43;44
4771;Personenauto;Full elektric (BEV);2014 maart;461;407;54
4772;Personenauto;Full elektric (BEV);2014 1e kwartaal;658;484;174
4773;Personenauto;Full elektric (BEV);2014 april;192;139;53
4774;Personenauto;Full elektric (BEV);2014 mei;222;167;55
4775;Personenauto;Full elektric (BEV);2014 juni;324;252;72
4776;Personenauto;Full elektric (BEV);2014 2e kwartaal;738;558;180
4777;Personenauto;Full elektric (BEV);2014 juli;165;93;72
4778;Personenauto;Full elektric (BEV);2014 augustus;267;204;63
4779;Personenauto;Full elektric (BEV);2014 september;482;397;85
4780;Personenauto;Full elektric (BEV);2014 3e kwartaal;914;694;220
4781;Personenauto;Full elektric (BEV);2014 oktober;193;99;94
4782;Personenauto;Full elektric (BEV);2014 november;273;212;61
4783;Personenauto;Full elektric (BEV);2014 december;988;864;124
4784;Personenauto;Full elektric (BEV);2014 4e kwartaal;1454;1175;279
4785;Personenauto;Full elektric (BEV);2014;3764;2911;853
4786;Personenauto;Full elektric (BEV);2015 januari;459;376;83
4787;Personenauto;Full elektric (BEV);2015 februari;194;115;79
4788;Personenauto;Full elektric (BEV);2015 maart;600;521;79
4789;Personenauto;Full elektric (BEV);2015 1e kwartaal;1253;1012;241
4790;Personenauto;Full elektric (BEV);2015 april;224;131;93
4791;Personenauto;Full elektric (BEV);2015 mei;246;179;67
4792;Personenauto;Full elektric (BEV);2015 juni;434;357;77
4793;Personenauto;Full elektric (BEV);2015 2e kwartaal;904;667;237
4794;Personenauto;Full elektric (BEV);2015 juli;286;172;114
4795;Personenauto;Full elektric (BEV);2015 augustus;272;192;80
4796;Personenauto;Full elektric (BEV);2015 september;478;339;139
4797;Personenauto;Full elektric (BEV);2015 3e kwartaal;1036;703;333
4798;Personenauto;Full elektric (BEV);2015 oktober;326;217;109
4799;Personenauto;Full elektric (BEV);2015 november;346;230;116
4800;Personenauto;Full elektric (BEV);2015 december;593;364;229
4801;Personenauto;Full elektric (BEV);2015 4e kwartaal;1265;811;454
4802;Personenauto;Full elektric (BEV);2015;4458;3193;1265
4803;Personenauto;Full elektric (BEV);2016 januari;344;225;119
4804;Personenauto;Full elektric (BEV);2016 februari;336;203;133
4805;Personenauto;Full elektric (BEV);2016 maart;762;620;142
4806;Personenauto;Full elektric (BEV);2016 1e kwartaal;1442;1048;394
4807;Personenauto;Full elektric (BEV);2016 april;386;237;149
4808;Personenauto;Full elektric (BEV);2016 mei;364;151;213
4809;Personenauto;Full elektric (BEV);2016 juni;508;374;134
4810;Personenauto;Full elektric (BEV);2016 2e kwartaal;1258;762;496
4811;Personenauto;Full elektric (BEV);2016 juli;231;107;124
4812;Personenauto;Full elektric (BEV);2016 augustus;420;283;137
4813;Personenauto;Full elektric (BEV);2016 september;768;586;182
4814;Personenauto;Full elektric (BEV);2016 3e kwartaal;1419;976;443
4815;Personenauto;Full elektric (BEV);2016 oktober;401;229;172
4816;Personenauto;Full elektric (BEV);2016 november;516;320;196
4817;Personenauto;Full elektric (BEV);2016 december;929;653;276
4818;Personenauto;Full elektric (BEV);2016 4e kwartaal;1846;1202;644
4819;Personenauto;Full elektric (BEV);2016;5965;3988;1977
4820;Personenauto;Full elektric (BEV);2017 januari;636;472;164
4821;Personenauto;Full elektric (BEV);2017 februari;602;429;173
4822;Personenauto;Full elektric (BEV);2017 maart;1013;766;247
4823;Personenauto;Full elektric (BEV);2017 1e kwartaal;2251;1667;584
4824;Personenauto;Full elektric (BEV);2017 april;490;295;195
4825;Personenauto;Full elektric (BEV);2017 mei;731;488;243
4826;Personenauto;Full elektric (BEV);2017 juni;1107;823;284
4827;Personenauto;Full elektric (BEV);2017 2e kwartaal;2328;1606;722
4828;Personenauto;Full elektric (BEV);2017 juli;610;360;250
4829;Personenauto;Full elektric (BEV);2017 augustus;918;614;304
4830;Personenauto;Full elektric (BEV);2017 september;1416;998;418
4831;Personenauto;Full elektric (BEV);2017 3e kwartaal;2944;1972;972
4832;Personenauto;Full elektric (BEV);2017 oktober;1051;732;319
4833;Personenauto;Full elektric (BEV);2017 november;1404;987;417
4834;Personenauto;Full elektric (BEV);2017 december;1450;994;456
4835;Personenauto;Full elektric (BEV);2017 4e kwartaal;3905;2713;1192
4836;Personenauto;Full elektric (BEV);2017;11428;7958;3470
4837;Personenauto;Full elektric (BEV);2018 januari;1737;1335;402
4838;Personenauto;Full elektric (BEV);2018 februari;1309;927;382
4839;Personenauto;Full elektric (BEV);2018 maart;2108;1665;443
4840;Personenauto;Full elektric (BEV);2018 1e kwartaal;5154;3927;1227
4841;Personenauto;Full elektric (BEV);2018 april;1229;830;399
4842;Personenauto;Full elektric (BEV);2018 mei;1587;1164;423
4843;Personenauto;Full elektric (BEV);2018 juni;2462;2024;438
4844;Personenauto;Full elektric (BEV);2018 2e kwartaal;5278;4018;1260
4845;Personenauto;Full elektric (BEV);2018 juli;1640;1041;599
4846;Personenauto;Full elektric (BEV);2018 augustus;2052;1579;473
4847;Personenauto;Full elektric (BEV);2018 september;3067;2542;525
4848;Personenauto;Full elektric (BEV);2018 3e kwartaal;6759;5162;1597
4849;Personenauto;Full elektric (BEV);2018 oktober;2460;1747;713
4850;Personenauto;Full elektric (BEV);2018 november;3765;3077;688
4851;Personenauto;Full elektric (BEV);2018 december;6909;6054;855
4852;Personenauto;Full elektric (BEV);2018 4e kwartaal;13134;10878;2256
4853;Personenauto;Full elektric (BEV);2018;30325;23985;6340
4854;Personenauto;Full elektric (BEV);2019 januari;3669;2497;1172
4855;Personenauto;Full elektric (BEV);2019 februari;2927;2089;838
4856;Personenauto;Full elektric (BEV);2019 maart;5023;4028;995
4857;Personenauto;Full elektric (BEV);2019 1e kwartaal;11619;8614;3005
4858;Personenauto;Full elektric (BEV);2019 april;2919;2162;757
4859;Personenauto;Full elektric (BEV);2019 mei;3376;2307;1069
4860;Personenauto;Full elektric (BEV);2019 juni;4972;4103;869
4861;Personenauto;Full elektric (BEV);2019 2e kwartaal;11267;8572;2695
4862;Personenauto;Full elektric (BEV);2019 juli;3115;2110;1005
4863;Personenauto;Full elektric (BEV);2019 augustus;3827;2871;956
4864;Personenauto;Full elektric (BEV);2019 september;8687;7643;1044
4865;Personenauto;Full elektric (BEV);2019 3e kwartaal;15629;12624;3005
4866;Personenauto;Full elektric (BEV);2019 oktober;4013;2316;1697
4867;Personenauto;Full elektric (BEV);2019 november;8440;6852;1588
4868;Personenauto;Full elektric (BEV);2019 december;24379;22569;1810
4869;Personenauto;Full elektric (BEV);2019 4e kwartaal;36832;31737;5095
4870;Personenauto;Full elektric (BEV);2019;75347;61547;13800
4871;Personenauto;Full elektric (BEV);2020 januari;4477;1903;2574
4872;Personenauto;Full elektric (BEV);2020 februari;4672;2834;1838
4873;Personenauto;Full elektric (BEV);2020 maart;5710;3935;1775
4874;Personenauto;Full elektric (BEV);2020 1e kwartaal;14859;8672;6187
4875;Personenauto;Full elektric (BEV);2020 april;2850;1558;1292
4876;Personenauto;Full elektric (BEV);2020 mei;2866;1401;1465
4877;Personenauto;Full elektric (BEV);2020 juni;4823;2826;1997
4878;Personenauto;Full elektric (BEV);2020 2e kwartaal;10539;5785;4754
4879;Personenauto;Full elektric (BEV);2020 juli;6193;3870;2323
4880;Personenauto;Full elektric (BEV);2020 augustus;6128;4314;1814
4881;Personenauto;Full elektric (BEV);2020 september;8663;6144;2519
4882;Personenauto;Full elektric (BEV);2020 3e kwartaal;20984;14328;6656
4883;Personenauto;Full elektric (BEV);2020 oktober;9625;7214;2411
4884;Personenauto;Full elektric (BEV);2020 november;10053;7542;2511
4885;Personenauto;Full elektric (BEV);2020 december;32583;29318;3265
4886;Personenauto;Full elektric (BEV);2020 4e kwartaal;52261;44074;8187
4887;Personenauto;Full elektric (BEV);2020;98643;72859;25784
4888;Personenauto;Full elektric (BEV);2021 januari;5194;1146;4048
4889;Personenauto;Full elektric (BEV);2021 februari;4373;1229;3144
4890;Personenauto;Full elektric (BEV);2021 maart;6627;2165;4462
4891;Personenauto;Full elektric (BEV);2021 1e kwartaal;16194;4540;11654
4892;Personenauto;Full elektric (BEV);2021 april;5840;2377;3463
4893;Personenauto;Full elektric (BEV);2021 mei;7049;3336;3713
4894;Personenauto;Full elektric (BEV);2021 juni;10486;5893;4593
4895;Personenauto;Full elektric (BEV);2021 2e kwartaal;23375;11606;11769
4896;Personenauto;Full elektric (BEV);2021 juli;9320;4174;5146
4897;Personenauto;Full elektric (BEV);2021 augustus;9358;4323;5035
4898;Personenauto;Full elektric (BEV);2021 september;10839;5197;5642
4899;Personenauto;Full elektric (BEV);2021 3e kwartaal;29517;13694;15823
4900;Personenauto;Full elektric (BEV);2021 oktober;11131;5611;5520
4901;Personenauto;Full elektric (BEV);2021 november;12829;7561;5268
4902;Personenauto;Full elektric (BEV);2021 december;26104;20646;5458
4903;Personenauto;Full elektric (BEV);2021 4e kwartaal;50064;33818;16246
4904;Personenauto;Full elektric (BEV);2021;119150;63658;55492
4905;Personenauto;Full elektric (BEV);2022 januari;12355;3082;9273
4906;Personenauto;Full elektric (BEV);2022 februari;8928;3649;5279
4907;Personenauto;Full elektric (BEV);2022 maart;12735;5689;7046
4908;Personenauto;Full elektric (BEV);2022 1e kwartaal;34018;12420;21598
4909;Personenauto;Full elektric (BEV);2022 april;10768;4742;6026
4910;Personenauto;Full elektric (BEV);2022 mei;10167;5029;5138
4911;Personenauto;Full elektric (BEV);2022 juni;13251;7308;5943
4912;Personenauto;Full elektric (BEV);2022 2e kwartaal;34186;17079;17107
4913;Personenauto;Full elektric (BEV);2022 juli;10173;4979;5194
4914;Personenauto;Full elektric (BEV);2022 augustus;11558;5766;5792
4915;Personenauto;Full elektric (BEV);2022 september;10709;6063;4646
4916;Personenauto;Full elektric (BEV);2022 3e kwartaal;32440;16808;15632
4917;Personenauto;Full elektric (BEV);2022 oktober;10508;6413;4095
4918;Personenauto;Full elektric (BEV);2022 november;11203;6959;4244
4919;Personenauto;Full elektric (BEV);2022 december;18178;13571;4607
4920;Personenauto;Full elektric (BEV);2022 4e kwartaal;39889;26943;12946
4921;Personenauto;Full elektric (BEV);2022;140533;73250;67283
4922;Personenauto;Full elektric (BEV);2023 januari;12858;5059;7799
4923;Personenauto;Full elektric (BEV);2023 februari;12763;6854;5909
4924;Personenauto;Full elektric (BEV);2023 maart;19706;13200;6506
4925;Personenauto;Full elektric (BEV);2023 1e kwartaal;45327;25113;20214
4926;Personenauto;Full elektric (BEV);2023 april;14348;8299;6049
4927;Personenauto;Full elektric (BEV);2023 mei;17292;10962;6330
4928;Personenauto;Full elektric (BEV);2023 juni;21094;13566;7528
4929;Personenauto;Full elektric (BEV);2023 2e kwartaal;52734;32827;19907
4930;Personenauto;Full elektric (BEV);2023 juli;14989;7539;7450
4931;Personenauto;Full elektric (BEV);2023 augustus;16898;9147;7751
4932;Personenauto;Full elektric (BEV);2023 september;18759;10332;8427
4933;Personenauto;Full elektric (BEV);2023 3e kwartaal;50646;27018;23628
4934;Personenauto;Full elektric (BEV);2023 oktober;17620;8309;9311
4935;Personenauto;Full elektric (BEV);2023 november;18992;9582;9410
4936;Personenauto;Full elektric (BEV);2023 december;20007;11119;8888
4937;Personenauto;Full elektric (BEV);2023 4e kwartaal;56619;29010;27609
4938;Personenauto;Full elektric (BEV);2023;205326;113968;91358
4939;Personenauto;Full elektric (BEV);2024 januari;20509;8702;11807
4940;Personenauto;Full elektric (BEV);2024 februari;18320;8315;10005
4941;Personenauto;Full elektric (BEV);2024 maart;23965;13040;10925
4942;Personenauto;Full elektric (BEV);2024 1e kwartaal;62794;30057;32737
4943;Personenauto;Full elektric (BEV);2024 april;20159;9073;11086
4944;Personenauto;Full elektric (BEV);2024 mei;21433;9665;11768
4945;Personenauto;Full elektric (BEV);2024 juni;22562;11482;11080
4946;Personenauto;Full elektric (BEV);2024 2e kwartaal;64154;30220;33934
4947;Personenauto;Full elektric (BEV);2024 juli;19986;8124;11862
4948;Personenauto;Full elektric (BEV);2024 augustus;19159;9406;9753
4949;Personenauto;Full elektric (BEV);2024 september;24271;12413;11858
4950;Personenauto;Full elektric (BEV);2024 3e kwartaal;63416;29943;33473
4951;Personenauto;Full elektric (BEV);2024 oktober;25345;10961;14384
4952;Personenauto;Full elektric (BEV);2024 november;28049;13593;14456
4953;Personenauto;Full elektric (BEV);2024 december;34929;17393;17536
4954;Personenauto;Full elektric (BEV);2024 4e kwartaal;88323;41947;46376
4955;Personenauto;Full elektric (BEV);2024;278687;132167;146520
4956;Personenauto;Full elektric (BEV);2025 januari;28584;11088;17496
4957;Personenauto;Full elektric (BEV);2025 februari;24249;10156;14093
4958;Personenauto;Full elektric (BEV);2025 maart;24887;11195;13692
4959;Personenauto;Full elektric (BEV);2025 1e kwartaal;77720;32439;45281
4960;Personenauto;Totaal hybrides;2007 januari;199;97;102
4961;Personenauto;Totaal hybrides;2007 februari;115;27;88
4962;Personenauto;Totaal hybrides;2007 maart;366;265;101
4963;Personenauto;Totaal hybrides;2007 1e kwartaal;680;389;291
4964;Personenauto;Totaal hybrides;2007 april;405;311;94
4965;Personenauto;Totaal hybrides;2007 mei;477;371;106
4966;Personenauto;Totaal hybrides;2007 juni;621;496;125
4967;Personenauto;Totaal hybrides;2007 2e kwartaal;1503;1178;325
4968;Personenauto;Totaal hybrides;2007 juli;528;390;138
4969;Personenauto;Totaal hybrides;2007 augustus;478;369;109
4970;Personenauto;Totaal hybrides;2007 september;394;286;108
4971;Personenauto;Totaal hybrides;2007 3e kwartaal;1400;1045;355
4972;Personenauto;Totaal hybrides;2007 oktober;436;261;175
4973;Personenauto;Totaal hybrides;2007 november;343;189;154
4974;Personenauto;Totaal hybrides;2007 december;218;67;151
4975;Personenauto;Totaal hybrides;2007 4e kwartaal;997;517;480
4976;Personenauto;Totaal hybrides;2007;4580;3129;1451
4977;Personenauto;Totaal hybrides;2008 januari;674;481;193
4978;Personenauto;Totaal hybrides;2008 februari;1227;1042;185
4979;Personenauto;Totaal hybrides;2008 maart;1274;1061;213
4980;Personenauto;Totaal hybrides;2008 1e kwartaal;3175;2584;591
4981;Personenauto;Totaal hybrides;2008 april;1194;991;203
4982;Personenauto;Totaal hybrides;2008 mei;1229;1011;218
4983;Personenauto;Totaal hybrides;2008 juni;1603;1352;251
4984;Personenauto;Totaal hybrides;2008 2e kwartaal;4026;3354;672
4985;Personenauto;Totaal hybrides;2008 juli;1586;1303;283
4986;Personenauto;Totaal hybrides;2008 augustus;1694;1433;261
4987;Personenauto;Totaal hybrides;2008 september;1659;1387;272
4988;Personenauto;Totaal hybrides;2008 3e kwartaal;4939;4123;816
4989;Personenauto;Totaal hybrides;2008 oktober;1292;1036;256
4990;Personenauto;Totaal hybrides;2008 november;953;689;264
4991;Personenauto;Totaal hybrides;2008 december;292;51;241
4992;Personenauto;Totaal hybrides;2008 4e kwartaal;2537;1776;761
4993;Personenauto;Totaal hybrides;2008;14677;11837;2840
4994;Personenauto;Totaal hybrides;2009 januari;1955;1686;269
4995;Personenauto;Totaal hybrides;2009 februari;1496;1243;253
4996;Personenauto;Totaal hybrides;2009 maart;1837;1463;374
4997;Personenauto;Totaal hybrides;2009 1e kwartaal;5288;4392;896
4998;Personenauto;Totaal hybrides;2009 april;1718;1395;323
4999;Personenauto;Totaal hybrides;2009 mei;2054;1679;375
5000;Personenauto;Totaal hybrides;2009 juni;1597;1190;407
5001;Personenauto;Totaal hybrides;2009 2e kwartaal;5369;4264;1105
5002;Personenauto;Totaal hybrides;2009 juli;2045;1502;543
5003;Personenauto;Totaal hybrides;2009 augustus;2429;1943;486
5004;Personenauto;Totaal hybrides;2009 september;2392;1867;525
5005;Personenauto;Totaal hybrides;2009 3e kwartaal;6866;5312;1554
5006;Personenauto;Totaal hybrides;2009 oktober;2171;1491;680
5007;Personenauto;Totaal hybrides;2009 november;1394;722;672
5008;Personenauto;Totaal hybrides;2009 december;743;108;635
5009;Personenauto;Totaal hybrides;2009 4e kwartaal;4308;2321;1987
5010;Personenauto;Totaal hybrides;2009;21831;16289;5542
5011;Personenauto;Totaal hybrides;2010 januari;2824;2248;576
5012;Personenauto;Totaal hybrides;2010 februari;1814;1231;583
5013;Personenauto;Totaal hybrides;2010 maart;2310;1620;690
5014;Personenauto;Totaal hybrides;2010 1e kwartaal;6948;5099;1849
5015;Personenauto;Totaal hybrides;2010 april;2270;1571;699
5016;Personenauto;Totaal hybrides;2010 mei;2025;1435;590
5017;Personenauto;Totaal hybrides;2010 juni;2206;1371;835
5018;Personenauto;Totaal hybrides;2010 2e kwartaal;6501;4377;2124
5019;Personenauto;Totaal hybrides;2010 juli;1882;1092;790
5020;Personenauto;Totaal hybrides;2010 augustus;2237;1465;772
5021;Personenauto;Totaal hybrides;2010 september;2472;1667;805
5022;Personenauto;Totaal hybrides;2010 3e kwartaal;6591;4224;2367
5023;Personenauto;Totaal hybrides;2010 oktober;2311;1313;998
5024;Personenauto;Totaal hybrides;2010 november;1748;911;837
5025;Personenauto;Totaal hybrides;2010 december;1223;188;1035
5026;Personenauto;Totaal hybrides;2010 4e kwartaal;5282;2412;2870
5027;Personenauto;Totaal hybrides;2010;25322;16112;9210
5028;Personenauto;Totaal hybrides;2011 januari;2818;1931;887
5029;Personenauto;Totaal hybrides;2011 februari;2447;1498;949
5030;Personenauto;Totaal hybrides;2011 maart;3022;1862;1160
5031;Personenauto;Totaal hybrides;2011 1e kwartaal;8287;5291;2996
5032;Personenauto;Totaal hybrides;2011 april;2893;1759;1134
5033;Personenauto;Totaal hybrides;2011 mei;2254;1117;1137
5034;Personenauto;Totaal hybrides;2011 juni;1917;914;1003
5035;Personenauto;Totaal hybrides;2011 2e kwartaal;7064;3790;3274
5036;Personenauto;Totaal hybrides;2011 juli;2103;1009;1094
5037;Personenauto;Totaal hybrides;2011 augustus;2451;1302;1149
5038;Personenauto;Totaal hybrides;2011 september;2365;1211;1154
5039;Personenauto;Totaal hybrides;2011 3e kwartaal;6919;3522;3397
5040;Personenauto;Totaal hybrides;2011 oktober;1862;768;1094
5041;Personenauto;Totaal hybrides;2011 november;2218;1007;1211
5042;Personenauto;Totaal hybrides;2011 december;1893;494;1399
5043;Personenauto;Totaal hybrides;2011 4e kwartaal;5973;2269;3704
5044;Personenauto;Totaal hybrides;2011;28243;14872;13371
5045;Personenauto;Totaal hybrides;2012 januari;3761;2385;1376
5046;Personenauto;Totaal hybrides;2012 februari;2671;1171;1500
5047;Personenauto;Totaal hybrides;2012 maart;3620;1980;1640
5048;Personenauto;Totaal hybrides;2012 1e kwartaal;10052;5536;4516
5049;Personenauto;Totaal hybrides;2012 april;3353;1607;1746
5050;Personenauto;Totaal hybrides;2012 mei;3623;2092;1531
5051;Personenauto;Totaal hybrides;2012 juni;4389;2599;1790
5052;Personenauto;Totaal hybrides;2012 2e kwartaal;11365;6298;5067
5053;Personenauto;Totaal hybrides;2012 juli;4557;2132;2425
5054;Personenauto;Totaal hybrides;2012 augustus;4941;3102;1839
5055;Personenauto;Totaal hybrides;2012 september;4648;2766;1882
5056;Personenauto;Totaal hybrides;2012 3e kwartaal;14146;8000;6146
5057;Personenauto;Totaal hybrides;2012 oktober;4143;2234;1909
5058;Personenauto;Totaal hybrides;2012 november;4184;2238;1946
5059;Personenauto;Totaal hybrides;2012 december;2955;1202;1753
5060;Personenauto;Totaal hybrides;2012 4e kwartaal;11282;5674;5608
5061;Personenauto;Totaal hybrides;2012;46845;25508;21337
5062;Personenauto;Totaal hybrides;2013 januari;5044;2841;2203
5063;Personenauto;Totaal hybrides;2013 februari;4599;1933;2666
5064;Personenauto;Totaal hybrides;2013 maart;4934;2710;2224
5065;Personenauto;Totaal hybrides;2013 1e kwartaal;14577;7484;7093
5066;Personenauto;Totaal hybrides;2013 april;4171;2052;2119
5067;Personenauto;Totaal hybrides;2013 mei;4382;2090;2292
5068;Personenauto;Totaal hybrides;2013 juni;4136;1965;2171
5069;Personenauto;Totaal hybrides;2013 2e kwartaal;12689;6107;6582
5070;Personenauto;Totaal hybrides;2013 juli;4703;2382;2321
5071;Personenauto;Totaal hybrides;2013 augustus;4996;2701;2295
5072;Personenauto;Totaal hybrides;2013 september;4947;2678;2269
5073;Personenauto;Totaal hybrides;2013 3e kwartaal;14646;7761;6885
5074;Personenauto;Totaal hybrides;2013 oktober;6962;4269;2693
5075;Personenauto;Totaal hybrides;2013 november;9407;6687;2720
5076;Personenauto;Totaal hybrides;2013 december;13828;11018;2810
5077;Personenauto;Totaal hybrides;2013 4e kwartaal;30197;21974;8223
5078;Personenauto;Totaal hybrides;2013;72109;43326;28783
5079;Personenauto;Totaal hybrides;2014 januari;5020;1816;3204
5080;Personenauto;Totaal hybrides;2014 februari;4962;2224;2738
5081;Personenauto;Totaal hybrides;2014 maart;5354;2634;2720
5082;Personenauto;Totaal hybrides;2014 1e kwartaal;15336;6674;8662
5083;Personenauto;Totaal hybrides;2014 april;5976;3103;2873
5084;Personenauto;Totaal hybrides;2014 mei;5757;2919;2838
5085;Personenauto;Totaal hybrides;2014 juni;4976;2256;2720
5086;Personenauto;Totaal hybrides;2014 2e kwartaal;16709;8278;8431
5087;Personenauto;Totaal hybrides;2014 juli;4718;1708;3010
5088;Personenauto;Totaal hybrides;2014 augustus;4264;1753;2511
5089;Personenauto;Totaal hybrides;2014 september;4774;1617;3157
5090;Personenauto;Totaal hybrides;2014 3e kwartaal;13756;5078;8678
5091;Personenauto;Totaal hybrides;2014 oktober;5228;2086;3142
5092;Personenauto;Totaal hybrides;2014 november;5173;2203;2970
5093;Personenauto;Totaal hybrides;2014 december;6003;2408;3595
5094;Personenauto;Totaal hybrides;2014 4e kwartaal;16404;6697;9707
5095;Personenauto;Totaal hybrides;2014;62205;26727;35478
5096;Personenauto;Totaal hybrides;2015 januari;6793;3308;3485
5097;Personenauto;Totaal hybrides;2015 februari;5397;2177;3220
5098;Personenauto;Totaal hybrides;2015 maart;5036;1724;3312
5099;Personenauto;Totaal hybrides;2015 1e kwartaal;17226;7209;10017
5100;Personenauto;Totaal hybrides;2015 april;5168;1803;3365
5101;Personenauto;Totaal hybrides;2015 mei;5198;2256;2942
5102;Personenauto;Totaal hybrides;2015 juni;6695;3354;3341
5103;Personenauto;Totaal hybrides;2015 2e kwartaal;17061;7413;9648
5104;Personenauto;Totaal hybrides;2015 juli;7077;3489;3588
5105;Personenauto;Totaal hybrides;2015 augustus;5808;2676;3132
5106;Personenauto;Totaal hybrides;2015 september;7057;3302;3755
5107;Personenauto;Totaal hybrides;2015 3e kwartaal;19942;9467;10475
5108;Personenauto;Totaal hybrides;2015 oktober;9380;5295;4085
5109;Personenauto;Totaal hybrides;2015 november;10496;6380;4116
5110;Personenauto;Totaal hybrides;2015 december;25554;20455;5099
5111;Personenauto;Totaal hybrides;2015 4e kwartaal;45430;32130;13300
5112;Personenauto;Totaal hybrides;2015;99659;56219;43440
5113;Personenauto;Totaal hybrides;2016 januari;6783;1051;5732
5114;Personenauto;Totaal hybrides;2016 februari;6553;801;5752
5115;Personenauto;Totaal hybrides;2016 maart;7534;1162;6372
5116;Personenauto;Totaal hybrides;2016 1e kwartaal;20870;3014;17856
5117;Personenauto;Totaal hybrides;2016 april;6930;1260;5670
5118;Personenauto;Totaal hybrides;2016 mei;6384;1241;5143
5119;Personenauto;Totaal hybrides;2016 juni;6796;1307;5489
5120;Personenauto;Totaal hybrides;2016 2e kwartaal;20110;3808;16302
5121;Personenauto;Totaal hybrides;2016 juli;6461;1486;4975
