ID;Geslacht;Leeftijd;Onderwijssoort;Migratieachtergrond;RegioS;Perioden;Gediplomeerden_1
216;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Overijssel (PV);2018/'19;13835.0
217;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Overijssel (PV);2019/'20;14658.0
218;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Overijssel (PV);2020/'21;13878.0
219;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Overijssel (PV);2021/'22;12860.0
220;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2000/'01;
221;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2001/'02;
222;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2002/'03;
223;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2003/'04;4388.0
224;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2004/'05;4260.0
225;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2005/'06;4672.0
226;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2006/'07;4613.0
227;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2007/'08;4761.0
228;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2008/'09;4588.0
229;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2009/'10;4644.0
230;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2010/'11;4596.0
231;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2011/'12;4450.0
232;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2012/'13;4595.0
233;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2013/'14;4827.0
234;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2014/'15;4831.0
235;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2015/'16;4946.0
236;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2016/'17;4976.0
237;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2017/'18;5000.0
238;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2018/'19;4875.0
239;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2019/'20;5198.0
240;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2020/'21;4800.0
241;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Flevoland (PV);2021/'22;4489.0
242;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2000/'01;
243;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2001/'02;
244;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2002/'03;
245;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2003/'04;19578.0
246;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2004/'05;19535.0
247;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2005/'06;21210.0
248;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2006/'07;21753.0
249;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2007/'08;21859.0
250;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2008/'09;21607.0
251;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2009/'10;21569.0
252;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2010/'11;21444.0
253;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2011/'12;21044.0
254;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2012/'13;21924.0
255;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2013/'14;22350.0
256;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2014/'15;22895.0
257;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2015/'16;23473.0
258;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2016/'17;24076.0
259;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2017/'18;24214.0
260;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2018/'19;23819.0
261;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2019/'20;24697.0
262;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2020/'21;22828.0
263;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Gelderland (PV);2021/'22;21270.0
264;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2000/'01;
265;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2001/'02;
266;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2002/'03;
267;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2003/'04;10469.0
268;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2004/'05;10397.0
269;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2005/'06;11507.0
270;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2006/'07;11864.0
271;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2007/'08;11956.0
272;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2008/'09;11929.0
273;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2009/'10;11716.0
274;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2010/'11;11718.0
275;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2011/'12;11915.0
276;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2012/'13;12071.0
277;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2013/'14;12848.0
278;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2014/'15;13125.0
279;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2015/'16;13947.0
280;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2016/'17;14316.0
281;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2017/'18;14313.0
282;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2018/'19;14327.0
283;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2019/'20;15782.0
284;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2020/'21;14738.0
285;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Utrecht (PV);2021/'22;14204.0
286;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2000/'01;
287;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2001/'02;
288;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2002/'03;
289;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2003/'04;21092.0
290;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2004/'05;21621.0
291;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2005/'06;24761.0
292;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2006/'07;25033.0
293;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2007/'08;25295.0
294;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2008/'09;24882.0
295;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2009/'10;24752.0
296;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2010/'11;24540.0
297;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2011/'12;24221.0
298;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2012/'13;24955.0
299;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2013/'14;25662.0
300;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2014/'15;26875.0
301;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2015/'16;28088.0
302;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2016/'17;28152.0
303;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2017/'18;28137.0
304;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2018/'19;27564.0
305;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2019/'20;29581.0
306;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2020/'21;27755.0
307;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Holland (PV);2021/'22;26400.0
308;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2000/'01;
309;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2001/'02;
310;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2002/'03;
311;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2003/'04;30608.0
312;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2004/'05;30300.0
313;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2005/'06;34688.0
314;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2006/'07;35611.0
315;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2007/'08;35927.0
316;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2008/'09;35859.0
317;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2009/'10;34414.0
318;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2010/'11;33817.0
319;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2011/'12;33679.0
320;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2012/'13;34881.0
321;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2013/'14;35011.0
322;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2014/'15;36147.0
323;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2015/'16;36832.0
324;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2016/'17;37016.0
325;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2017/'18;37336.0
326;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2018/'19;37102.0
327;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2019/'20;38952.0
328;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2020/'21;36250.0
329;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zuid-Holland (PV);2021/'22;34637.0
330;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2000/'01;
331;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2001/'02;
332;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2002/'03;
333;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2003/'04;3739.0
334;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2004/'05;3375.0
335;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2005/'06;4086.0
336;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2006/'07;4115.0
337;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2007/'08;4256.0
338;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2008/'09;4240.0
339;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2009/'10;4232.0
340;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2010/'11;4048.0
341;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2011/'12;4145.0
342;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2012/'13;4216.0
343;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2013/'14;4161.0
344;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2014/'15;4257.0
345;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2015/'16;4432.0
346;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2016/'17;4255.0
347;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2017/'18;4019.0
348;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2018/'19;3907.0
349;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2019/'20;4081.0
350;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2020/'21;3764.0
351;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Zeeland (PV);2021/'22;3595.0
352;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2000/'01;
353;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2001/'02;
354;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2002/'03;
355;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2003/'04;23634.0
356;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2004/'05;23029.0
357;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2005/'06;25483.0
358;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2006/'07;25830.0
359;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2007/'08;26368.0
360;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2008/'09;26331.0
361;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2009/'10;25626.0
362;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2010/'11;25542.0
363;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2011/'12;25710.0
364;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2012/'13;25657.0
365;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2013/'14;26076.0
366;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2014/'15;27316.0
367;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2015/'16;27649.0
368;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2016/'17;27510.0
369;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2017/'18;26988.0
370;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2018/'19;26777.0
371;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2019/'20;28194.0
372;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2020/'21;25971.0
373;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Noord-Brabant (PV);2021/'22;24479.0
374;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2000/'01;
375;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2001/'02;
376;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2002/'03;
377;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2003/'04;10662.0
378;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2004/'05;10838.0
379;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2005/'06;11753.0
380;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2006/'07;11896.0
381;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2007/'08;11800.0
382;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2008/'09;11642.0
383;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2009/'10;11011.0
384;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2010/'11;11065.0
385;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2011/'12;10711.0
386;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2012/'13;10693.0
387;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2013/'14;10837.0
388;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2014/'15;10865.0
389;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2015/'16;10944.0
390;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2016/'17;10866.0
391;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2017/'18;10461.0
392;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2018/'19;10039.0
393;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2019/'20;10369.0
394;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2020/'21;9658.0
395;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Limburg (PV);2021/'22;8933.0
396;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2000/'01;
397;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2001/'02;
398;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2002/'03;
399;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2003/'04;0.0
400;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2004/'05;4.0
401;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2005/'06;435.0
402;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2006/'07;411.0
403;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2007/'08;408.0
404;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2008/'09;413.0
405;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2009/'10;536.0
406;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2010/'11;397.0
407;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2011/'12;345.0
408;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2012/'13;327.0
409;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2013/'14;350.0
410;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2014/'15;310.0
411;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2015/'16;342.0
412;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2016/'17;355.0
413;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2017/'18;352.0
414;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2018/'19;345.0
415;Totaal mannen en vrouwen;Totaal;Totaal voortgezet onderwijs (vo);Totaal;Niet in te delen (PV);2019/'20;380.0
