ID;Geslacht;Leeftijd;AOWetten;Perioden;TotaalInstroom_1;Werknemers_2;Overheidspersoneel_3;Zelfstandigen_4;Jonggehandicapten_5;OverigeInstromers_6;TotaalUitstroom_7;RedenHerstel_8;Bereiken65JarigeLeeftijd_9;OverigeUitstromers_10
3183;Mannen;Totaal leeftijd;WIA: regeling IVA;2014 december;330;270;0;0;0;60;220;0;120;100
3184;Mannen;Totaal leeftijd;WIA: regeling IVA;2014;4500;3760;0;0;0;740;2840;20;1440;1380
3185;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 januari;410;350;0;0;0;60;160;0;0;150
3186;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 februari;400;340;0;0;0;70;270;0;110;150
3187;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 maart;360;290;0;0;0;70;270;0;140;130
3188;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 april;370;310;0;0;0;50;330;0;220;120
3189;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 mei;350;290;0;0;0;60;300;0;180;120
3190;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 juni;400;350;0;0;0;60;350;0;210;140
3191;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 juli;370;310;0;0;0;70;340;0;190;140
3192;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 augustus;380;320;0;0;0;70;310;0;220;90
3193;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 september;420;360;0;0;0;60;340;10;190;150
3194;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 oktober;420;350;0;0;0;70;360;0;230;140
3195;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 november;400;340;0;0;0;60;330;0;200;130
3196;Mannen;Totaal leeftijd;WIA: regeling IVA;2015 december;350;290;0;0;0;60;270;0;190;70
3197;Mannen;Totaal leeftijd;WIA: regeling IVA;2015;4620;3880;0;0;0;740;3620;10;2080;1530
3198;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 januari;1340;910;0;0;0;430;320;220;20;80
3199;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 februari;1110;730;0;0;0;380;260;170;40;50
3200;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 maart;1040;670;0;0;0;380;270;180;40;60
3201;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 april;1210;760;0;0;0;450;290;190;30;60
3202;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 mei;1030;610;0;0;0;410;240;170;20;50
3203;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 juni;950;600;0;0;0;350;270;180;30;70
3204;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 juli;1200;750;0;0;0;450;290;180;40;80
3205;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 augustus;1050;610;0;0;0;440;220;140;30;50
3206;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 september;1160;730;0;0;0;430;250;160;30;60
3207;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 oktober;1400;840;0;0;0;560;290;210;20;60
3208;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 november;1160;670;0;0;0;490;260;170;30;60
3209;Mannen;Totaal leeftijd;WIA: regeling WGA;2010 december;1120;670;0;0;0;450;260;190;30;50
3210;Mannen;Totaal leeftijd;WIA: regeling WGA;2010;13740;8530;0;0;0;5210;3220;2150;350;720
3211;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 januari;1370;820;0;0;0;550;320;200;50;70
3212;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 februari;1180;710;0;0;0;480;250;140;60;40
3213;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 maart;1100;670;0;0;0;430;310;180;70;60
3214;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 april;1310;810;0;0;0;500;350;200;80;70
3215;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 mei;1240;770;0;0;0;470;320;160;60;100
3216;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 juni;1010;630;0;0;0;380;330;150;70;110
3217;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 juli;1200;770;0;0;0;430;320;150;60;110
3218;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 augustus;1190;770;0;0;0;420;250;130;70;60
3219;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 september;1350;890;0;0;0;470;250;130;60;60
3220;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 oktober;1470;960;0;0;0;510;330;190;60;80
3221;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 november;970;650;0;0;0;320;290;140;70;80
3222;Mannen;Totaal leeftijd;WIA: regeling WGA;2011 december;1330;910;0;0;0;420;290;170;70;60
3223;Mannen;Totaal leeftijd;WIA: regeling WGA;2011;14740;9360;0;0;0;5380;3600;1940;770;880
3224;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 januari;1450;960;0;0;0;480;330;180;70;80
3225;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 februari;1220;860;0;0;0;370;310;150;80;70
3226;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 maart;1120;780;0;0;0;330;310;180;70;60
3227;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 april;1250;870;0;0;0;390;370;180;100;90
3228;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 mei;1040;710;0;0;0;330;410;270;80;60
3229;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 juni*;230;150;0;0;0;80;50;10;0;30
3230;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 juli;1040;700;0;0;0;340;390;190;110;100
3231;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 augustus;1150;800;0;0;0;350;310;170;70;70
3232;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 september;1200;840;0;0;0;370;260;130;70;60
3233;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 oktober;1380;920;0;0;0;470;330;160;80;90
3234;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 november;1240;830;0;0;0;410;360;190;90;80
3235;Mannen;Totaal leeftijd;WIA: regeling WGA;2012 december;1040;690;0;0;0;350;310;150;90;70
3236;Mannen;Totaal leeftijd;WIA: regeling WGA;2012;13350;9110;0;0;0;4240;3720;1960;890;870
3237;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 januari;1400;970;0;0;0;440;300;200;0;110
3238;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 februari;1220;850;0;0;0;370;370;190;90;90
3239;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 maart;1190;810;0;0;0;380;360;170;120;80
3240;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 april;1150;790;0;0;0;370;380;180;100;90
3241;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 mei;1110;770;0;0;0;340;390;220;100;70
3242;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 juni;1020;710;0;0;0;320;410;170;140;90
3243;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 juli;1030;680;0;0;0;360;360;170;100;100
3244;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 augustus;1100;760;0;0;0;340;330;140;110;80
3245;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 september;1300;890;0;0;0;410;360;150;110;90
3246;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 oktober;1330;910;0;0;0;430;390;180;120;100
3247;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 november;1230;830;0;0;0;400;370;170;120;80
3248;Mannen;Totaal leeftijd;WIA: regeling WGA;2013 december;1090;720;0;0;0;370;340;170;100;80
3249;Mannen;Totaal leeftijd;WIA: regeling WGA;2013;14190;9670;0;0;0;4520;4370;2110;1210;1050
3250;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 januari;1320;910;0;0;0;420;340;220;0;120
3251;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 februari;1110;760;0;0;0;360;390;200;100;90
3252;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 maart;1220;840;0;0;0;380;380;170;110;100
3253;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 april;1200;810;0;0;0;380;360;170;100;80
3254;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 mei;1070;710;0;0;0;370;420;200;130;90
3255;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 juni;1090;740;0;0;0;350;380;180;130;80
3256;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 juli;1100;760;0;0;0;340;430;190;130;110
3257;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 augustus;1080;720;0;0;0;360;330;140;130;70
3258;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 september;1350;920;0;0;0;440;420;180;160;90
3259;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 oktober;1330;870;0;0;0;460;390;150;150;90
3260;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 november;1180;780;0;0;0;400;370;160;130;80
3261;Mannen;Totaal leeftijd;WIA: regeling WGA;2014 december;1040;720;0;0;0;330;380;180;130;70
3262;Mannen;Totaal leeftijd;WIA: regeling WGA;2014;14090;9520;0;0;0;4570;4590;2130;1390;1070
3263;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 januari;1260;910;0;0;0;360;260;170;0;90
3264;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 februari;1060;770;0;0;0;290;400;180;120;100
3265;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 maart;1050;800;0;0;0;260;400;160;140;100
3266;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 april;1050;740;0;0;0;300;410;140;190;80
3267;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 mei;960;700;0;0;0;260;440;170;180;90
3268;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 juni;1100;790;0;0;0;310;470;160;210;100
3269;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 juli;960;700;0;0;0;260;470;170;180;120
3270;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 augustus;1090;820;0;0;0;270;440;150;200;90
3271;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 september;1190;870;0;0;0;320;420;140;190;90
3272;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 oktober;1270;920;0;0;0;360;480;160;230;90
3273;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 november;1260;930;0;0;0;330;450;160;200;90
3274;Mannen;Totaal leeftijd;WIA: regeling WGA;2015 december;950;690;0;0;0;260;400;170;180;60
3275;Mannen;Totaal leeftijd;WIA: regeling WGA;2015;13210;9630;0;0;0;3580;5040;1930;2010;1090
3276;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 januari;820;10;0;0;740;70;70;10;0;60
3277;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 februari;670;10;0;0;630;30;60;10;0;50
3278;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 maart;480;10;0;0;410;60;80;10;0;60
3279;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 april;660;10;0;0;350;310;160;10;0;150
3280;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 mei;690;10;0;0;240;450;60;10;0;50
3281;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 juni;750;10;0;0;180;550;90;10;0;80
3282;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 juli;900;10;0;0;200;690;80;10;0;80
3283;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 augustus;570;10;0;0;160;400;60;10;0;50
3284;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 september;560;10;0;0;120;430;60;10;0;50
3285;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 oktober;790;10;0;0;710;70;80;20;0;60
3286;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 november;750;10;0;0;690;60;70;20;0;50
3287;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010 december;820;10;0;0;770;40;60;10;0;50
3288;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2010;8660;140;0;0;5290;3230;990;160;0;830
3289;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 januari;760;10;0;0;690;60;70;10;0;60
3290;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 februari;650;10;0;0;610;30;60;10;0;50
3291;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 maart;640;0;0;0;590;40;60;10;0;50
3292;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 april;730;10;0;0;670;50;90;10;0;70
3293;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 mei;720;10;0;0;660;50;90;10;0;80
3294;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 juni;660;10;0;0;610;40;110;10;0;100
3295;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 juli;780;10;0;0;720;50;110;10;0;100
3296;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 augustus;660;10;0;0;610;40;70;20;0;50
3297;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 september;610;10;0;0;570;30;90;20;0;70
3298;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 oktober;670;10;0;0;620;40;90;10;0;80
3299;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 november;450;0;0;0;420;30;90;10;0;80
3300;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011 december;660;10;0;0;610;30;80;10;0;70
3301;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2011;7950;110;0;0;7360;480;990;140;0;850
3302;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 januari;720;10;0;0;660;60;110;20;0;90
3303;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 februari;680;10;0;0;630;40;90;10;0;80
3304;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 maart;680;10;0;0;640;40;70;10;0;60
3305;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 april;760;10;0;0;720;40;110;10;0;90
3306;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 mei;630;0;0;0;590;40;80;10;0;70
3307;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 juni*;100;0;0;0;100;10;40;0;0;40
3308;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 juli;690;10;0;0;650;30;100;10;0;90
3309;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 augustus;710;10;0;0;680;30;70;10;0;60
3310;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 september;630;10;0;0;600;30;70;10;0;60
3311;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 oktober;730;10;0;0;680;50;90;10;0;80
3312;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 november;640;10;0;0;610;30;80;10;0;80
3313;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012 december;550;0;0;0;510;30;60;10;0;50
3314;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2012;7530;80;0;0;7050;410;970;110;0;860
3315;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 januari;760;10;0;0;700;50;80;10;0;70
3316;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 februari;680;10;0;0;630;40;80;10;0;70
3317;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 maart;740;10;0;0;690;30;100;10;0;100
3318;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 april;640;10;0;0;590;40;90;10;0;80
3319;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 mei;720;10;0;0;680;40;70;10;0;60
3320;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 juni;700;10;0;0;650;50;100;10;0;90
3321;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 juli;840;10;0;0;790;50;110;10;0;100
3322;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 augustus;700;10;0;0;660;30;70;10;0;70
3323;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 september;770;10;0;0;700;60;80;10;0;70
3324;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 oktober;870;10;0;0;840;30;100;10;0;90
3325;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 november;660;10;0;0;610;40;90;10;0;80
3326;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013 december;580;0;0;0;540;30;70;10;0;60
3327;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2013;8670;100;0;0;8080;480;1040;110;0;930
3328;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 januari;760;10;0;0;720;40;90;10;0;90
3329;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 februari;610;10;0;0;570;30;80;10;0;70
3330;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 maart;710;10;0;0;660;40;70;10;0;60
3331;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 april;640;10;0;0;600;30;90;0;0;90
3332;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 mei;680;10;0;0;620;60;70;10;0;70
3333;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 juni;740;10;0;0;700;30;80;10;0;70
3334;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 juli;730;10;0;0;680;40;120;0;0;120
3335;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 augustus;680;10;0;0;630;40;70;0;0;60
3336;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 september;740;10;0;0;690;40;100;10;0;90
3337;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 oktober;740;10;0;0;690;40;90;10;0;80
3338;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 november;710;10;0;0;650;40;80;0;0;80
3339;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014 december;780;10;0;0;730;40;80;0;0;70
3340;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2014;8520;100;0;0;7950;470;1010;70;0;940
3341;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 januari;330;10;0;0;320;10;120;10;0;110
3342;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 februari;180;10;0;0;150;20;110;10;0;100
3343;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 maart;110;10;0;0;90;10;160;10;0;150
3344;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 april;90;10;0;0;70;10;100;10;0;90
3345;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 mei;70;10;0;0;50;20;80;10;0;70
3346;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 juni;80;0;0;0;60;20;110;10;0;100
3347;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 juli;80;10;0;0;60;10;80;10;0;70
3348;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 augustus;60;10;0;0;50;10;80;10;0;70
3349;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 september;60;10;0;0;40;10;100;10;0;90
3350;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 oktober;60;10;0;0;50;10;80;0;0;80
3351;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 november;50;10;0;0;30;10;80;10;0;70
3352;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015 december;50;10;0;0;30;10;60;10;0;50
3353;Mannen;Jonger dan 25 jaar;Totaal AO-wetten;2015;1230;100;0;0;990;140;1150;90;0;1070
3354;Mannen;Jonger dan 25 jaar;WAO;2010 januari;0;0;0;0;0;0;0;0;0;0
3355;Mannen;Jonger dan 25 jaar;WAO;2010 februari;0;0;0;0;0;0;0;0;0;0
3356;Mannen;Jonger dan 25 jaar;WAO;2010 maart;0;0;0;0;0;0;0;0;0;0
3357;Mannen;Jonger dan 25 jaar;WAO;2010 april;0;0;0;0;0;0;0;0;0;0
3358;Mannen;Jonger dan 25 jaar;WAO;2010 mei;0;0;0;0;0;0;0;0;0;0
3359;Mannen;Jonger dan 25 jaar;WAO;2010 juni;0;0;0;0;0;0;0;0;0;0
3360;Mannen;Jonger dan 25 jaar;WAO;2010 juli;0;0;0;0;0;0;0;0;0;0
3361;Mannen;Jonger dan 25 jaar;WAO;2010 augustus;0;0;0;0;0;0;0;0;0;0
3362;Mannen;Jonger dan 25 jaar;WAO;2010 september;0;0;0;0;0;0;0;0;0;0
3363;Mannen;Jonger dan 25 jaar;WAO;2010 oktober;0;0;0;0;0;0;0;0;0;0
3364;Mannen;Jonger dan 25 jaar;WAO;2010 november;0;0;0;0;0;0;0;0;0;0
3365;Mannen;Jonger dan 25 jaar;WAO;2010 december;0;0;0;0;0;0;0;0;0;0
3366;Mannen;Jonger dan 25 jaar;WAO;2010;0;0;0;0;0;0;0;0;0;0
3367;Mannen;Jonger dan 25 jaar;WAO;2011 januari;0;0;0;0;0;0;0;0;0;0
3368;Mannen;Jonger dan 25 jaar;WAO;2011 februari;0;0;0;0;0;0;0;0;0;0
3369;Mannen;Jonger dan 25 jaar;WAO;2011 maart;0;0;0;0;0;0;0;0;0;0
3370;Mannen;Jonger dan 25 jaar;WAO;2011 april;0;0;0;0;0;0;0;0;0;0
3371;Mannen;Jonger dan 25 jaar;WAO;2011 mei;0;0;0;0;0;0;0;0;0;0
3372;Mannen;Jonger dan 25 jaar;WAO;2011 juni;0;0;0;0;0;0;0;0;0;0
3373;Mannen;Jonger dan 25 jaar;WAO;2011 juli;0;0;0;0;0;0;0;0;0;0
3374;Mannen;Jonger dan 25 jaar;WAO;2011 augustus;0;0;0;0;0;0;0;0;0;0
3375;Mannen;Jonger dan 25 jaar;WAO;2011 september;0;0;0;0;0;0;0;0;0;0
3376;Mannen;Jonger dan 25 jaar;WAO;2011 oktober;0;0;0;0;0;0;0;0;0;0
3377;Mannen;Jonger dan 25 jaar;WAO;2011 november;0;0;0;0;0;0;0;0;0;0
3378;Mannen;Jonger dan 25 jaar;WAO;2011 december;0;0;0;0;0;0;0;0;0;0
3379;Mannen;Jonger dan 25 jaar;WAO;2011;0;0;0;0;0;0;0;0;0;0
3380;Mannen;Jonger dan 25 jaar;WAO;2012 januari;0;0;0;0;0;0;0;0;0;0
3381;Mannen;Jonger dan 25 jaar;WAO;2012 februari;0;0;0;0;0;0;0;0;0;0
3382;Mannen;Jonger dan 25 jaar;WAO;2012 maart;0;0;0;0;0;0;0;0;0;0
3383;Mannen;Jonger dan 25 jaar;WAO;2012 april;0;0;0;0;0;0;0;0;0;0
3384;Mannen;Jonger dan 25 jaar;WAO;2012 mei;0;0;0;0;0;0;0;0;0;0
3385;Mannen;Jonger dan 25 jaar;WAO;2012 juni*;0;0;0;0;0;0;0;0;0;0
3386;Mannen;Jonger dan 25 jaar;WAO;2012 juli;0;0;0;0;0;0;0;0;0;0
3387;Mannen;Jonger dan 25 jaar;WAO;2012 augustus;0;0;0;0;0;0;0;0;0;0
3388;Mannen;Jonger dan 25 jaar;WAO;2012 september;0;0;0;0;0;0;0;0;0;0
3389;Mannen;Jonger dan 25 jaar;WAO;2012 oktober;0;0;0;0;0;0;0;0;0;0
3390;Mannen;Jonger dan 25 jaar;WAO;2012 november;0;0;0;0;0;0;0;0;0;0
3391;Mannen;Jonger dan 25 jaar;WAO;2012 december;0;0;0;0;0;0;0;0;0;0
3392;Mannen;Jonger dan 25 jaar;WAO;2012;0;0;0;0;0;0;0;0;0;0
3393;Mannen;Jonger dan 25 jaar;WAO;2013 januari;0;0;0;0;0;0;0;0;0;0
3394;Mannen;Jonger dan 25 jaar;WAO;2013 februari;0;0;0;0;0;0;0;0;0;0
3395;Mannen;Jonger dan 25 jaar;WAO;2013 maart;0;0;0;0;0;0;0;0;0;0
3396;Mannen;Jonger dan 25 jaar;WAO;2013 april;0;0;0;0;0;0;0;0;0;0
3397;Mannen;Jonger dan 25 jaar;WAO;2013 mei;0;0;0;0;0;0;0;0;0;0
3398;Mannen;Jonger dan 25 jaar;WAO;2013 juni;0;0;0;0;0;0;0;0;0;0
3399;Mannen;Jonger dan 25 jaar;WAO;2013 juli;0;0;0;0;0;0;0;0;0;0
3400;Mannen;Jonger dan 25 jaar;WAO;2013 augustus;0;0;0;0;0;0;0;0;0;0
3401;Mannen;Jonger dan 25 jaar;WAO;2013 september;0;0;0;0;0;0;0;0;0;0
3402;Mannen;Jonger dan 25 jaar;WAO;2013 oktober;0;0;0;0;0;0;0;0;0;0
3403;Mannen;Jonger dan 25 jaar;WAO;2013 november;0;0;0;0;0;0;0;0;0;0
3404;Mannen;Jonger dan 25 jaar;WAO;2013 december;0;0;0;0;0;0;0;0;0;0
3405;Mannen;Jonger dan 25 jaar;WAO;2013;0;0;0;0;0;0;0;0;0;0
3406;Mannen;Jonger dan 25 jaar;WAO;2014 januari;0;0;0;0;0;0;0;0;0;0
3407;Mannen;Jonger dan 25 jaar;WAO;2014 februari;0;0;0;0;0;0;0;0;0;0
3408;Mannen;Jonger dan 25 jaar;WAO;2014 maart;0;0;0;0;0;0;0;0;0;0
3409;Mannen;Jonger dan 25 jaar;WAO;2014 april;0;0;0;0;0;0;0;0;0;0
3410;Mannen;Jonger dan 25 jaar;WAO;2014 mei;0;0;0;0;0;0;0;0;0;0
3411;Mannen;Jonger dan 25 jaar;WAO;2014 juni;0;0;0;0;0;0;0;0;0;0
3412;Mannen;Jonger dan 25 jaar;WAO;2014 juli;0;0;0;0;0;0;0;0;0;0
3413;Mannen;Jonger dan 25 jaar;WAO;2014 augustus;0;0;0;0;0;0;0;0;0;0
3414;Mannen;Jonger dan 25 jaar;WAO;2014 september;0;0;0;0;0;0;0;0;0;0
3415;Mannen;Jonger dan 25 jaar;WAO;2014 oktober;0;0;0;0;0;0;0;0;0;0
3416;Mannen;Jonger dan 25 jaar;WAO;2014 november;0;0;0;0;0;0;0;0;0;0
3417;Mannen;Jonger dan 25 jaar;WAO;2014 december;0;0;0;0;0;0;0;0;0;0
3418;Mannen;Jonger dan 25 jaar;WAO;2014;0;0;0;0;0;0;0;0;0;0
3419;Mannen;Jonger dan 25 jaar;WAO;2015 januari;0;0;0;0;0;0;0;0;0;0
3420;Mannen;Jonger dan 25 jaar;WAO;2015 februari;0;0;0;0;0;0;0;0;0;0
3421;Mannen;Jonger dan 25 jaar;WAO;2015 maart;0;0;0;0;0;0;0;0;0;0
3422;Mannen;Jonger dan 25 jaar;WAO;2015 april;0;0;0;0;0;0;0;0;0;0
3423;Mannen;Jonger dan 25 jaar;WAO;2015 mei;0;0;0;0;0;0;0;0;0;0
3424;Mannen;Jonger dan 25 jaar;WAO;2015 juni;0;0;0;0;0;0;0;0;0;0
3425;Mannen;Jonger dan 25 jaar;WAO;2015 juli;0;0;0;0;0;0;0;0;0;0
3426;Mannen;Jonger dan 25 jaar;WAO;2015 augustus;0;0;0;0;0;0;0;0;0;0
3427;Mannen;Jonger dan 25 jaar;WAO;2015 september;0;0;0;0;0;0;0;0;0;0
3428;Mannen;Jonger dan 25 jaar;WAO;2015 oktober;0;0;0;0;0;0;0;0;0;0
3429;Mannen;Jonger dan 25 jaar;WAO;2015 november;0;0;0;0;0;0;0;0;0;0
3430;Mannen;Jonger dan 25 jaar;WAO;2015 december;0;0;0;0;0;0;0;0;0;0
3431;Mannen;Jonger dan 25 jaar;WAO;2015;0;0;0;0;0;0;0;0;0;0
3432;Mannen;Jonger dan 25 jaar;WAZ;2010 januari;0;0;0;0;0;0;0;0;0;0
3433;Mannen;Jonger dan 25 jaar;WAZ;2010 februari;0;0;0;0;0;0;0;0;0;0
3434;Mannen;Jonger dan 25 jaar;WAZ;2010 maart;0;0;0;0;0;0;0;0;0;0
