ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
1125;Totaal hokdierbedrijven;Noord-Nederland (LD);2010;494;23;;;7.0;9;3;4;1.0;28.0;37;0.0;1.0;16.0;71.0;26.0;3.0
1126;Totaal hokdierbedrijven;Noord-Nederland (LD);2011;457;27;;;9.0;11;5;4;0.0;32.0;34;1.0;2.0;19.0;73.0;24.0;3.0
1127;Totaal hokdierbedrijven;Noord-Nederland (LD);2013;429;26;;;7.0;5;2;5;1.0;31.0;31;2.0;2.0;20.0;77.0;20.0;3.0
1128;Totaal hokdierbedrijven;Noord-Nederland (LD);2016;405;29;;;5.0;1;3;2;0.0;25.0;17;1.0;2.0;9.0;83.0;15.0;2.0
1129;Totaal hokdierbedrijven;Noord-Nederland (LD);2020;380;76;59.0;35.0;10.0;4;5;3;0.0;37.0;29;2.0;4.0;66.0;76.0;16.0;8.0
1130;Totaal hokdierbedrijven;Noord-Nederland (LD);2023;356;75;57.0;42.0;11.0;4;4;2;0.0;38.0;31;1.0;4.0;80.0;70.0;18.0;12.0
1131;Totaal hokdierbedrijven;Oost-Nederland (LD);1998;3893;80;;;;79;14;13;;;39;;;;;;
1132;Totaal hokdierbedrijven;Oost-Nederland (LD);1999;3466;65;;;44.0;49;19;14;;;47;;;;;;
1133;Totaal hokdierbedrijven;Oost-Nederland (LD);2003;3161;126;;;146.0;75;21;15;2.0;89.0;686;;;;;;
1134;Totaal hokdierbedrijven;Oost-Nederland (LD);2005;3196;151;;;95.0;61;13;18;3.0;71.0;276;;;;;;
1135;Totaal hokdierbedrijven;Oost-Nederland (LD);2007;3059;110;;;66.0;63;4;16;1.0;42.0;130;;;;;;
1136;Totaal hokdierbedrijven;Oost-Nederland (LD);2008;2915;70;;;49.0;49;11;21;2.0;31.0;53;;;;62.0;30.0;8.0
1137;Totaal hokdierbedrijven;Oost-Nederland (LD);2009;2717;55;;;62.0;48;9;21;2.0;30.0;42;5.0;2.0;;55.0;38.0;7.0
1138;Totaal hokdierbedrijven;Oost-Nederland (LD);2010;2628;86;;;92.0;58;15;20;1.0;77.0;86;10.0;8.0;12.0;70.0;23.0;7.0
1139;Totaal hokdierbedrijven;Oost-Nederland (LD);2011;2463;100;;;101.0;65;21;26;2.0;86.0;100;10.0;12.0;19.0;70.0;24.0;6.0
1140;Totaal hokdierbedrijven;Oost-Nederland (LD);2013;2162;94;;;67.0;39;11;28;2.0;96.0;62;8.0;19.0;28.0;73.0;22.0;5.0
1141;Totaal hokdierbedrijven;Oost-Nederland (LD);2016;1864;86;;;52.0;30;10;15;0.0;63.0;53;4.0;16.0;31.0;74.0;22.0;4.0
1142;Totaal hokdierbedrijven;Oost-Nederland (LD);2020;1625;210;170.0;92.0;60.0;24;31;16;0.0;85.0;85;9.0;41.0;152.0;72.0;17.0;11.0
1143;Totaal hokdierbedrijven;Oost-Nederland (LD);2023;1434;231;186.0;101.0;80.0;36;26;13;0.0;90.0;95;6.0;37.0;272.0;70.0;18.0;12.0
1144;Totaal hokdierbedrijven;West-Nederland (LD);1998;546;13;;;;14;2;3;;;8;;;;;;
1145;Totaal hokdierbedrijven;West-Nederland (LD);1999;496;12;;;19.0;10;5;5;;;9;;;;;;
1146;Totaal hokdierbedrijven;West-Nederland (LD);2003;444;24;;;58.0;10;2;1;1.0;27.0;116;;;;;;
1147;Totaal hokdierbedrijven;West-Nederland (LD);2005;435;25;;;33.0;15;4;5;1.0;18.0;69;;;;;;
1148;Totaal hokdierbedrijven;West-Nederland (LD);2007;402;11;;;22.0;4;1;3;0.0;9.0;30;;;;;;
1149;Totaal hokdierbedrijven;West-Nederland (LD);2008;382;5;;;14.0;6;2;2;0.0;14.0;19;;;;57.0;34.0;9.0
1150;Totaal hokdierbedrijven;West-Nederland (LD);2009;346;7;;;15.0;6;1;1;0.0;9.0;24;0.0;0.0;;63.0;33.0;4.0
1151;Totaal hokdierbedrijven;West-Nederland (LD);2010;351;13;;;27.0;10;5;3;0.0;27.0;30;0.0;2.0;2.0;63.0;31.0;6.0
1152;Totaal hokdierbedrijven;West-Nederland (LD);2011;332;12;;;33.0;13;4;5;1.0;28.0;30;1.0;4.0;2.0;61.0;29.0;10.0
1153;Totaal hokdierbedrijven;West-Nederland (LD);2013;300;15;;;20.0;8;3;4;0.0;18.0;22;1.0;2.0;4.0;66.0;29.0;5.0
1154;Totaal hokdierbedrijven;West-Nederland (LD);2016;268;18;;;22.0;8;0;1;0.0;22.0;13;0.0;4.0;7.0;65.0;29.0;6.0
1155;Totaal hokdierbedrijven;West-Nederland (LD);2020;225;43;32.0;18.0;24.0;6;2;3;0.0;25.0;18;2.0;6.0;21.0;67.0;21.0;12.0
1156;Totaal hokdierbedrijven;West-Nederland (LD);2023;198;44;36.0;18.0;25.0;3;2;3;0.0;16.0;20;0.0;5.0;34.0;68.0;19.0;13.0
1157;Totaal hokdierbedrijven;Zuid-Nederland (LD);1998;4642;92;;;;66;9;3;;;15;;;;;;
1158;Totaal hokdierbedrijven;Zuid-Nederland (LD);1999;4434;71;;;57.0;41;18;13;;;26;;;;;;
1159;Totaal hokdierbedrijven;Zuid-Nederland (LD);2003;3711;131;;;106.0;42;22;8;8.0;83.0;553;;;;;;
1160;Totaal hokdierbedrijven;Zuid-Nederland (LD);2005;3564;131;;;64.0;62;21;12;6.0;54.0;171;;;;;;
1161;Totaal hokdierbedrijven;Zuid-Nederland (LD);2007;3382;61;;;45.0;35;8;11;1.0;21.0;46;;;;;;
1162;Totaal hokdierbedrijven;Zuid-Nederland (LD);2008;3242;51;;;34.0;28;8;17;1.0;14.0;16;;;;68.0;25.0;7.0
1163;Totaal hokdierbedrijven;Zuid-Nederland (LD);2009;3121;51;;;38.0;28;7;15;0.0;13.0;20;3.0;3.0;;66.0;28.0;6.0
1164;Totaal hokdierbedrijven;Zuid-Nederland (LD);2010;3006;76;;;47.0;33;17;21;2.0;48.0;42;7.0;12.0;17.0;66.0;29.0;5.0
1165;Totaal hokdierbedrijven;Zuid-Nederland (LD);2011;2855;86;;;59.0;28;23;23;1.0;53.0;51;4.0;16.0;22.0;67.0;27.0;6.0
1166;Totaal hokdierbedrijven;Zuid-Nederland (LD);2013;2525;74;;;44.0;30;17;16;1.0;46.0;41;7.0;22.0;33.0;75.0;20.0;5.0
1167;Totaal hokdierbedrijven;Zuid-Nederland (LD);2016;2299;70;;;45.0;17;9;14;0.0;35.0;25;5.0;12.0;21.0;75.0;23.0;2.0
1168;Totaal hokdierbedrijven;Zuid-Nederland (LD);2020;1934;159;129.0;65.0;55.0;16;15;14;0.0;52.0;41;5.0;27.0;255.0;81.0;12.0;7.0
1169;Totaal hokdierbedrijven;Zuid-Nederland (LD);2023;1526;168;130.0;69.0;49.0;19;9;10;0.0;62.0;46;3.0;16.0;305.0;80.0;13.0;7.0
1170;Totaal hokdierbedrijven;Groningen (PV);1998;140;1;;;;3;0;0;;;1;;;;;;
1171;Totaal hokdierbedrijven;Groningen (PV);1999;136;2;;;1.0;1;0;1;;;1;;;;;;
1172;Totaal hokdierbedrijven;Groningen (PV);2003;163;10;;;4.0;1;2;1;0.0;17.0;37;;;;;;
1173;Totaal hokdierbedrijven;Groningen (PV);2005;162;10;;;2.0;4;1;1;0.0;11.0;30;;;;;;
1174;Totaal hokdierbedrijven;Groningen (PV);2007;151;10;;;2.0;2;1;1;0.0;10.0;22;;;;;;
1175;Totaal hokdierbedrijven;Groningen (PV);2008;151;7;;;2.0;3;1;1;0.0;9.0;12;;;;70.0;22.0;8.0
1176;Totaal hokdierbedrijven;Groningen (PV);2009;137;3;;;2.0;0;0;1;0.0;10.0;10;1.0;0.0;;53.0;42.0;5.0
1177;Totaal hokdierbedrijven;Groningen (PV);2010;145;8;;;5.0;1;1;1;1.0;14.0;15;0.0;0.0;4.0;73.0;25.0;2.0
1178;Totaal hokdierbedrijven;Groningen (PV);2011;128;9;;;3.0;3;2;1;0.0;11.0;17;1.0;1.0;4.0;78.0;19.0;3.0
1179;Totaal hokdierbedrijven;Groningen (PV);2013;126;11;;;3.0;1;0;1;1.0;14.0;10;1.0;0.0;5.0;72.0;25.0;3.0
1180;Totaal hokdierbedrijven;Groningen (PV);2016;123;11;;;3.0;0;1;1;0.0;11.0;4;0.0;1.0;4.0;74.0;23.0;3.0
1181;Totaal hokdierbedrijven;Groningen (PV);2020;114;23;19.0;7.0;5.0;0;0;1;0.0;11.0;5;1.0;1.0;17.0;82.0;14.0;4.0
1182;Totaal hokdierbedrijven;Groningen (PV);2023;98;16;14.0;5.0;4.0;0;0;0;0.0;10.0;7;0.0;1.0;21.0;74.0;24.0;2.0
1183;Totaal hokdierbedrijven;Fryslân (PV);1998;203;3;;;;4;0;0;;;0;;;;;;
1184;Totaal hokdierbedrijven;Fryslân (PV);1999;192;3;;;1.0;4;1;1;;;0;;;;;;
1185;Totaal hokdierbedrijven;Fryslân (PV);2003;165;2;;;3.0;2;2;0;0.0;6.0;44;;;;;;
1186;Totaal hokdierbedrijven;Fryslân (PV);2005;163;10;;;1.0;8;2;0;1.0;6.0;26;;;;;;
1187;Totaal hokdierbedrijven;Fryslân (PV);2007;160;9;;;2.0;3;1;0;1.0;3.0;11;;;;;;
1188;Totaal hokdierbedrijven;Fryslân (PV);2008;149;3;;;1.0;4;0;0;0.0;3.0;14;;;;74.0;22.0;4.0
1189;Totaal hokdierbedrijven;Fryslân (PV);2009;152;4;;;1.0;4;0;0;0.0;1.0;12;0.0;0.0;;80.0;16.0;4.0
1190;Totaal hokdierbedrijven;Fryslân (PV);2010;142;6;;;1.0;5;0;1;0.0;3.0;16;0.0;0.0;12.0;72.0;24.0;4.0
1191;Totaal hokdierbedrijven;Fryslân (PV);2011;136;9;;;2.0;4;0;1;0.0;4.0;11;0.0;0.0;12.0;74.0;21.0;5.0
1192;Totaal hokdierbedrijven;Fryslân (PV);2013;126;7;;;0.0;1;0;1;0.0;4.0;17;0.0;2.0;12.0;73.0;21.0;6.0
1193;Totaal hokdierbedrijven;Fryslân (PV);2016;124;8;;;0.0;1;0;0;0.0;5.0;13;0.0;0.0;5.0;90.0;10.0;0.0
1194;Totaal hokdierbedrijven;Fryslân (PV);2020;119;18;15.0;8.0;1.0;3;1;0;0.0;6.0;15;0.0;3.0;20.0;76.0;20.0;4.0
1195;Totaal hokdierbedrijven;Fryslân (PV);2023;114;23;15.0;13.0;1.0;2;0;0;0.0;10.0;12;0.0;1.0;23.0;64.0;18.0;18.0
1196;Totaal hokdierbedrijven;Drenthe (PV);1998;240;8;;;;4;2;0;;;1;;;;;;
1197;Totaal hokdierbedrijven;Drenthe (PV);1999;237;4;;;3.0;2;0;1;;;3;;;;;;
1198;Totaal hokdierbedrijven;Drenthe (PV);2003;250;17;;;5.0;3;1;0;0.0;18.0;41;;;;;;
1199;Totaal hokdierbedrijven;Drenthe (PV);2005;240;21;;;2.0;3;2;1;0.0;14.0;16;;;;;;
1200;Totaal hokdierbedrijven;Drenthe (PV);2007;235;16;;;1.0;3;1;0;0.0;8.0;10;;;;;;
1201;Totaal hokdierbedrijven;Drenthe (PV);2008;220;6;;;5.0;2;2;0;0.0;7.0;2;;;;65.0;35.0;0.0
1202;Totaal hokdierbedrijven;Drenthe (PV);2009;210;8;;;2.0;2;1;1;0.0;9.0;4;0.0;0.0;;74.0;26.0;0.0
1203;Totaal hokdierbedrijven;Drenthe (PV);2010;207;9;;;1.0;3;2;2;0.0;11.0;6;0.0;1.0;0.0;69.0;28.0;3.0
1204;Totaal hokdierbedrijven;Drenthe (PV);2011;193;9;;;4.0;4;3;2;0.0;17.0;6;0.0;1.0;3.0;68.0;29.0;3.0
1205;Totaal hokdierbedrijven;Drenthe (PV);2013;177;8;;;4.0;3;2;3;0.0;13.0;4;1.0;0.0;3.0;84.0;16.0;0.0
1206;Totaal hokdierbedrijven;Drenthe (PV);2016;158;10;;;2.0;0;2;1;0.0;9.0;0;1.0;1.0;0.0;86.0;11.0;3.0
1207;Totaal hokdierbedrijven;Drenthe (PV);2020;147;35;25.0;20.0;4.0;1;4;2;0.0;20.0;9;1.0;0.0;29.0;73.0;15.0;12.0
1208;Totaal hokdierbedrijven;Drenthe (PV);2023;144;36;28.0;24.0;6.0;2;4;2;0.0;18.0;12;1.0;2.0;36.0;71.0;15.0;14.0
1209;Totaal hokdierbedrijven;Overijssel (PV);1998;1319;22;;;;27;7;4;;;14;;;;;;
1210;Totaal hokdierbedrijven;Overijssel (PV);1999;1193;19;;;19.0;20;6;3;;;19;;;;;;
1211;Totaal hokdierbedrijven;Overijssel (PV);2003;1294;50;;;67.0;36;8;7;0.0;36.0;295;;;;;;
1212;Totaal hokdierbedrijven;Overijssel (PV);2005;1263;56;;;39.0;29;5;11;0.0;25.0;99;;;;;;
1213;Totaal hokdierbedrijven;Overijssel (PV);2007;1204;41;;;33.0;33;2;7;0.0;16.0;63;;;;;;
1214;Totaal hokdierbedrijven;Overijssel (PV);2008;1151;31;;;19.0;20;4;9;0.0;15.0;17;;;;55.0;36.0;9.0
1215;Totaal hokdierbedrijven;Overijssel (PV);2009;1061;21;;;28.0;21;3;6;0.0;14.0;14;3.0;1.0;;53.0;41.0;6.0
1216;Totaal hokdierbedrijven;Overijssel (PV);2010;1028;29;;;41.0;22;5;8;0.0;32.0;26;3.0;3.0;3.0;72.0;23.0;5.0
1217;Totaal hokdierbedrijven;Overijssel (PV);2011;959;35;;;40.0;27;8;9;1.0;34.0;28;1.0;5.0;7.0;73.0;23.0;4.0
1218;Totaal hokdierbedrijven;Overijssel (PV);2013;845;32;;;26.0;20;2;11;1.0;32.0;17;1.0;7.0;11.0;76.0;21.0;3.0
1219;Totaal hokdierbedrijven;Overijssel (PV);2016;722;26;;;20.0;12;2;4;0.0;28.0;15;1.0;7.0;14.0;78.0;18.0;4.0
1220;Totaal hokdierbedrijven;Overijssel (PV);2020;630;71;57.0;35.0;27.0;12;14;3;0.0;34.0;33;2.0;21.0;73.0;77.0;14.0;9.0
1221;Totaal hokdierbedrijven;Overijssel (PV);2023;558;69;52.0;32.0;30.0;13;9;2;0.0;28.0;25;1.0;13.0;103.0;71.0;19.0;10.0
1222;Totaal hokdierbedrijven;Flevoland (PV);1998;21;1;;;;1;0;0;;;0;;;;;;
1223;Totaal hokdierbedrijven;Flevoland (PV);1999;23;1;;;1.0;0;0;0;;;0;;;;;;
1224;Totaal hokdierbedrijven;Flevoland (PV);2003;37;4;;;1.0;0;0;0;0.0;5.0;10;;;;;;
1225;Totaal hokdierbedrijven;Flevoland (PV);2005;47;3;;;1.0;1;0;0;0.0;3.0;7;;;;;;
1226;Totaal hokdierbedrijven;Flevoland (PV);2007;52;1;;;1.0;1;0;0;0.0;1.0;4;;;;;;
1227;Totaal hokdierbedrijven;Flevoland (PV);2008;50;3;;;3.0;0;1;0;0.0;1.0;1;;;;62.0;38.0;0.0
1228;Totaal hokdierbedrijven;Flevoland (PV);2009;51;1;;;1.0;0;0;0;0.0;0.0;1;0.0;0.0;;50.0;50.0;0.0
1229;Totaal hokdierbedrijven;Flevoland (PV);2010;53;2;;;1.0;1;0;0;0.0;6.0;0;0.0;0.0;3.0;69.0;23.0;8.0
1230;Totaal hokdierbedrijven;Flevoland (PV);2011;53;3;;;3.0;0;2;1;0.0;3.0;0;0.0;0.0;3.0;64.0;36.0;0.0
1231;Totaal hokdierbedrijven;Flevoland (PV);2013;52;2;;;1.0;0;1;0;0.0;3.0;0;0.0;0.0;2.0;92.0;8.0;0.0
1232;Totaal hokdierbedrijven;Flevoland (PV);2016;50;3;;;3.0;0;1;0;0.0;3.0;1;0.0;0.0;6.0;81.0;19.0;0.0
1233;Totaal hokdierbedrijven;Flevoland (PV);2020;55;12;7.0;8.0;1.0;1;2;0;0.0;4.0;0;0.0;1.0;16.0;79.0;17.0;4.0
1234;Totaal hokdierbedrijven;Flevoland (PV);2023;54;13;12.0;4.0;2.0;1;2;0;0.0;3.0;3;0.0;3.0;21.0;81.0;16.0;3.0
1235;Totaal hokdierbedrijven;Gelderland (PV);1998;2553;57;;;;51;7;9;;;25;;;;;;
1236;Totaal hokdierbedrijven;Gelderland (PV);1999;2250;45;;;24.0;29;13;11;;;28;;;;;;
1237;Totaal hokdierbedrijven;Gelderland (PV);2003;1830;72;;;78.0;39;13;8;2.0;48.0;381;;;;;;
1238;Totaal hokdierbedrijven;Gelderland (PV);2005;1886;92;;;55.0;31;8;7;3.0;43.0;170;;;;;;
1239;Totaal hokdierbedrijven;Gelderland (PV);2007;1803;68;;;32.0;29;2;9;1.0;25.0;63;;;;;;
1240;Totaal hokdierbedrijven;Gelderland (PV);2008;1714;36;;;27.0;29;6;12;2.0;15.0;35;;;;66.0;25.0;9.0
1241;Totaal hokdierbedrijven;Gelderland (PV);2009;1605;33;;;33.0;27;6;15;2.0;16.0;27;2.0;1.0;;57.0;35.0;8.0
1242;Totaal hokdierbedrijven;Gelderland (PV);2010;1547;55;;;50.0;35;10;12;1.0;39.0;60;7.0;5.0;6.0;68.0;24.0;8.0
1243;Totaal hokdierbedrijven;Gelderland (PV);2011;1451;62;;;58.0;38;11;16;1.0;49.0;72;9.0;7.0;9.0;68.0;25.0;7.0
1244;Totaal hokdierbedrijven;Gelderland (PV);2013;1265;60;;;40.0;19;8;17;1.0;61.0;45;7.0;12.0;15.0;71.0;23.0;6.0
1245;Totaal hokdierbedrijven;Gelderland (PV);2016;1092;57;;;29.0;18;7;11;0.0;32.0;37;3.0;9.0;11.0;69.0;26.0;5.0
1246;Totaal hokdierbedrijven;Gelderland (PV);2020;940;127;106.0;49.0;32.0;11;15;13;0.0;47.0;52;7.0;19.0;63.0;68.0;19.0;13.0
1247;Totaal hokdierbedrijven;Gelderland (PV);2023;822;149;122.0;65.0;48.0;22;15;11;0.0;59.0;67;5.0;21.0;148.0;69.0;18.0;13.0
1248;Totaal hokdierbedrijven;Utrecht (PV);1998;273;2;;;;7;1;2;;;5;;;;;;
1249;Totaal hokdierbedrijven;Utrecht (PV);1999;248;1;;;10.0;4;0;0;;;5;;;;;;
1250;Totaal hokdierbedrijven;Utrecht (PV);2003;212;6;;;29.0;2;1;0;0.0;13.0;53;;;;;;
1251;Totaal hokdierbedrijven;Utrecht (PV);2005;216;6;;;16.0;4;1;2;0.0;7.0;39;;;;;;
1252;Totaal hokdierbedrijven;Utrecht (PV);2007;192;3;;;12.0;1;1;2;0.0;5.0;16;;;;;;
1253;Totaal hokdierbedrijven;Utrecht (PV);2008;188;3;;;7.0;4;2;1;0.0;7.0;11;;;;64.0;28.0;8.0
1254;Totaal hokdierbedrijven;Utrecht (PV);2009;171;3;;;9.0;3;1;0;0.0;5.0;15;0.0;0.0;;70.0;26.0;4.0
1255;Totaal hokdierbedrijven;Utrecht (PV);2010;176;5;;;14.0;7;2;1;0.0;19.0;16;0.0;0.0;0.0;66.0;26.0;8.0
1256;Totaal hokdierbedrijven;Utrecht (PV);2011;168;3;;;18.0;8;1;2;0.0;16.0;18;0.0;0.0;0.0;63.0;25.0;12.0
1257;Totaal hokdierbedrijven;Utrecht (PV);2013;151;5;;;9.0;5;1;2;0.0;10.0;15;1.0;1.0;2.0;62.0;36.0;2.0
1258;Totaal hokdierbedrijven;Utrecht (PV);2016;130;7;;;14.0;5;0;0;0.0;12.0;7;0.0;0.0;0.0;63.0;32.0;5.0
1259;Totaal hokdierbedrijven;Utrecht (PV);2020;120;20;17.0;5.0;17.0;3;1;1;0.0;11.0;12;2.0;4.0;13.0;75.0;19.0;6.0
1260;Totaal hokdierbedrijven;Utrecht (PV);2023;105;22;18.0;6.0;17.0;2;1;1;0.0;8.0;13;0.0;2.0;18.0;74.0;17.0;9.0
1261;Totaal hokdierbedrijven;Noord-Holland (PV);1998;54;2;;;;0;0;0;;;0;;;;;;
1262;Totaal hokdierbedrijven;Noord-Holland (PV);1999;47;0;;;1.0;0;0;0;;;0;;;;;;
1263;Totaal hokdierbedrijven;Noord-Holland (PV);2003;49;3;;;6.0;1;0;0;0.0;4.0;13;;;;;;
1264;Totaal hokdierbedrijven;Noord-Holland (PV);2005;47;6;;;2.0;3;1;0;0.0;2.0;4;;;;;;
1265;Totaal hokdierbedrijven;Noord-Holland (PV);2007;42;3;;;3.0;2;0;0;0.0;0.0;3;;;;;;
1266;Totaal hokdierbedrijven;Noord-Holland (PV);2008;44;0;;;1.0;1;0;0;0.0;1.0;0;;;;25.0;50.0;25.0
1267;Totaal hokdierbedrijven;Noord-Holland (PV);2009;39;2;;;2.0;1;0;0;0.0;1.0;1;0.0;0.0;;50.0;50.0;0.0
1268;Totaal hokdierbedrijven;Noord-Holland (PV);2010;40;3;;;3.0;1;0;0;0.0;2.0;2;0.0;1.0;2.0;55.0;36.0;9.0
1269;Totaal hokdierbedrijven;Noord-Holland (PV);2011;34;2;;;3.0;1;0;0;0.0;3.0;2;0.0;1.0;1.0;56.0;33.0;11.0
1270;Totaal hokdierbedrijven;Noord-Holland (PV);2013;32;2;;;3.0;2;0;0;0.0;2.0;2;0.0;0.0;1.0;62.0;38.0;0.0
1271;Totaal hokdierbedrijven;Noord-Holland (PV);2016;31;3;;;3.0;2;0;0;0.0;1.0;3;0.0;3.0;6.0;80.0;10.0;10.0
1272;Totaal hokdierbedrijven;Noord-Holland (PV);2020;27;7;3.0;4.0;1.0;2;0;0;0.0;3.0;3;0.0;2.0;4.0;61.0;8.0;31.0
1273;Totaal hokdierbedrijven;Noord-Holland (PV);2023;25;7;5.0;3.0;2.0;1;0;0;0.0;4.0;3;0.0;3.0;7.0;69.0;6.0;25.0
1274;Totaal hokdierbedrijven;Zuid-Holland (PV);1998;154;4;;;;7;0;0;;;2;;;;;;
1275;Totaal hokdierbedrijven;Zuid-Holland (PV);1999;137;10;;;6.0;6;5;5;;;2;;;;;;
1276;Totaal hokdierbedrijven;Zuid-Holland (PV);2003;113;3;;;17.0;4;0;1;1.0;4.0;26;;;;;;
1277;Totaal hokdierbedrijven;Zuid-Holland (PV);2005;103;5;;;11.0;5;0;2;1.0;4.0;14;;;;;;
1278;Totaal hokdierbedrijven;Zuid-Holland (PV);2007;101;2;;;4.0;1;0;0;0.0;1.0;7;;;;;;
1279;Totaal hokdierbedrijven;Zuid-Holland (PV);2008;92;1;;;4.0;1;0;0;0.0;3.0;6;;;;55.0;45.0;0.0
1280;Totaal hokdierbedrijven;Zuid-Holland (PV);2009;81;2;;;3.0;1;0;0;0.0;2.0;6;0.0;0.0;;64.0;36.0;0.0
1281;Totaal hokdierbedrijven;Zuid-Holland (PV);2010;80;3;;;8.0;2;1;0;0.0;4.0;7;0.0;1.0;0.0;62.0;38.0;0.0
1282;Totaal hokdierbedrijven;Zuid-Holland (PV);2011;79;5;;;10.0;3;2;1;1.0;5.0;5;1.0;3.0;1.0;58.0;38.0;4.0
1283;Totaal hokdierbedrijven;Zuid-Holland (PV);2013;71;3;;;6.0;1;1;0;0.0;3.0;3;0.0;1.0;0.0;60.0;33.0;7.0
1284;Totaal hokdierbedrijven;Zuid-Holland (PV);2016;59;3;;;3.0;1;0;0;0.0;5.0;2;0.0;1.0;0.0;50.0;50.0;0.0
1285;Totaal hokdierbedrijven;Zuid-Holland (PV);2020;36;4;3.0;2.0;4.0;1;1;1;0.0;3.0;1;0.0;0.0;1.0;39.0;38.0;23.0
1286;Totaal hokdierbedrijven;Zuid-Holland (PV);2023;29;2;2.0;1.0;4.0;0;1;1;0.0;3.0;3;0.0;0.0;5.0;38.0;62.0;0.0
1287;Totaal hokdierbedrijven;Zeeland (PV);1998;65;5;;;;0;1;1;;;1;;;;;;
1288;Totaal hokdierbedrijven;Zeeland (PV);1999;64;1;;;2.0;0;0;0;;;2;;;;;;
1289;Totaal hokdierbedrijven;Zeeland (PV);2003;70;12;;;6.0;3;1;0;0.0;6.0;24;;;;;;
1290;Totaal hokdierbedrijven;Zeeland (PV);2005;69;8;;;4.0;3;2;1;0.0;5.0;12;;;;;;
1291;Totaal hokdierbedrijven;Zeeland (PV);2007;67;3;;;3.0;0;0;1;0.0;3.0;4;;;;;;
1292;Totaal hokdierbedrijven;Zeeland (PV);2008;58;1;;;2.0;0;0;1;0.0;3.0;2;;;;57.0;29.0;14.0
1293;Totaal hokdierbedrijven;Zeeland (PV);2009;55;0;;;1.0;1;0;1;0.0;1.0;2;0.0;0.0;;40.0;40.0;20.0
1294;Totaal hokdierbedrijven;Zeeland (PV);2010;55;2;;;2.0;0;2;2;0.0;2.0;5;0.0;0.0;0.0;58.0;33.0;9.0
1295;Totaal hokdierbedrijven;Zeeland (PV);2011;51;2;;;2.0;1;1;2;0.0;4.0;5;0.0;0.0;0.0;64.0;29.0;7.0
1296;Totaal hokdierbedrijven;Zeeland (PV);2013;46;5;;;2.0;0;1;2;0.0;3.0;2;0.0;0.0;1.0;83.0;6.0;11.0
1297;Totaal hokdierbedrijven;Zeeland (PV);2016;48;5;;;2.0;0;0;1;0.0;4.0;1;0.0;0.0;1.0;75.0;17.0;8.0
1298;Totaal hokdierbedrijven;Zeeland (PV);2020;42;12;9.0;7.0;2.0;0;0;1;0.0;8.0;2;0.0;0.0;3.0;72.0;22.0;6.0
1299;Totaal hokdierbedrijven;Zeeland (PV);2023;39;13;11.0;8.0;2.0;0;0;1;0.0;1.0;1;0.0;0.0;4.0;74.0;5.0;21.0
1300;Totaal hokdierbedrijven;Noord-Brabant (PV);1998;3509;56;;;;55;6;2;;;11;;;;;;
1301;Totaal hokdierbedrijven;Noord-Brabant (PV);1999;3368;45;;;49.0;33;14;9;;;18;;;;;;
1302;Totaal hokdierbedrijven;Noord-Brabant (PV);2003;2811;87;;;89.0;39;15;6;7.0;61.0;383;;;;;;
1303;Totaal hokdierbedrijven;Noord-Brabant (PV);2005;2696;91;;;54.0;54;17;10;5.0;41.0;128;;;;;;
1304;Totaal hokdierbedrijven;Noord-Brabant (PV);2007;2571;41;;;37.0;30;7;10;0.0;16.0;29;;;;;;
1305;Totaal hokdierbedrijven;Noord-Brabant (PV);2008;2457;37;;;28.0;24;6;14;1.0;11.0;11;;;;67.0;26.0;7.0
1306;Totaal hokdierbedrijven;Noord-Brabant (PV);2009;2363;36;;;33.0;24;5;11;0.0;10.0;13;2.0;3.0;;66.0;28.0;6.0
1307;Totaal hokdierbedrijven;Noord-Brabant (PV);2010;2276;51;;;41.0;31;10;14;2.0;38.0;30;6.0;11.0;11.0;64.0;30.0;6.0
1308;Totaal hokdierbedrijven;Noord-Brabant (PV);2011;2166;59;;;53.0;26;19;17;1.0;44.0;37;4.0;15.0;11.0;67.0;27.0;6.0
1309;Totaal hokdierbedrijven;Noord-Brabant (PV);2013;1922;51;;;38.0;28;15;11;1.0;37.0;31;5.0;19.0;19.0;75.0;20.0;5.0
1310;Totaal hokdierbedrijven;Noord-Brabant (PV);2016;1742;46;;;40.0;13;8;10;0.0;27.0;17;5.0;9.0;15.0;76.0;22.0;2.0
1311;Totaal hokdierbedrijven;Noord-Brabant (PV);2020;1446;99;78.0;47.0;43.0;13;13;10;0.0;41.0;29;5.0;23.0;178.0;80.0;12.0;8.0
1312;Totaal hokdierbedrijven;Noord-Brabant (PV);2023;1132;115;82.0;53.0;39.0;16;5;7;0.0;51.0;33;3.0;12.0;240.0;79.0;14.0;7.0
