ID;Geslacht;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
631;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 1996;1872.0;11.0;32.0;43.0;48.0;51.0;52.0;54.0;11.0;32.0;43.0;48.0;51.0;52.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;33.0;38.0;40.0;41.0;42.0;42.0;42.0;76.0;65.0;52.0;29.0;16.0;10.0;7.0;5.0;75.0;65.0;51.0;28.0;16.0;10.0;7.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
632;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 1997;2217.0;15.0;36.0;47.0;52.0;54.0;56.0;57.0;15.0;36.0;47.0;52.0;54.0;56.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;33.0;37.0;38.0;40.0;40.0;40.0;40.0;76.0;64.0;48.0;25.0;14.0;8.0;6.0;4.0;76.0;64.0;48.0;25.0;13.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
633;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 1998;2472.0;14.0;37.0;47.0;52.0;54.0;56.0;56.0;14.0;37.0;47.0;52.0;54.0;56.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;33.0;37.0;39.0;40.0;40.0;40.0;41.0;74.0;64.0;49.0;24.0;13.0;9.0;6.0;4.0;74.0;64.0;49.0;24.0;13.0;9.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
634;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 1999;2515.0;18.0;40.0;50.0;55.0;57.0;58.0;59.0;18.0;40.0;50.0;55.0;57.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;33.0;37.0;37.0;38.0;38.0;38.0;38.0;74.0;64.0;45.0;23.0;12.0;8.0;5.0;4.0;74.0;63.0;45.0;23.0;12.0;7.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
635;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2000;2873.0;18.0;40.0;49.0;54.0;56.0;58.0;59.0;18.0;40.0;49.0;54.0;56.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;32.0;34.0;36.0;37.0;38.0;38.0;38.0;74.0;66.0;48.0;24.0;14.0;8.0;6.0;5.0;74.0;66.0;47.0;24.0;14.0;8.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
636;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2001;3388.0;21.0;45.0;52.0;56.0;58.0;60.0;60.0;21.0;45.0;52.0;56.0;58.0;59.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;32.0;34.0;35.0;36.0;36.0;36.0;36.0;75.0;66.0;45.0;21.0;12.0;8.0;6.0;5.0;75.0;66.0;45.0;21.0;12.0;8.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
637;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2002;3428.0;22.0;44.0;53.0;57.0;59.0;60.0;61.0;22.0;44.0;53.0;57.0;59.0;60.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;29.0;33.0;34.0;35.0;35.0;35.0;35.0;77.0;67.0;45.0;22.0;12.0;8.0;6.0;4.0;77.0;67.0;45.0;22.0;12.0;8.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
638;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2003;3308.0;22.0;44.0;53.0;57.0;59.0;60.0;61.0;22.0;44.0;53.0;57.0;59.0;60.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;31.0;33.0;35.0;36.0;36.0;36.0;37.0;76.0;66.0;44.0;21.0;12.0;7.0;5.0;4.0;76.0;66.0;44.0;21.0;12.0;7.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
639;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2004;3093.0;22.0;43.0;52.0;56.0;58.0;60.0;60.0;22.0;43.0;52.0;56.0;58.0;60.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;31.0;33.0;35.0;36.0;36.0;37.0;37.0;75.0;66.0;45.0;22.0;12.0;8.0;5.0;3.0;75.0;66.0;45.0;22.0;12.0;8.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
640;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2005;3340.0;21.0;43.0;52.0;55.0;57.0;58.0;;21.0;43.0;51.0;55.0;57.0;58.0;;0.0;0.0;0.0;0.0;0.0;0.0;;24.0;33.0;35.0;36.0;37.0;37.0;38.0;39.0;75.0;65.0;44.0;20.0;11.0;7.0;5.0;4.0;75.0;65.0;43.0;20.0;11.0;7.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
641;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2006;3468.0;21.0;43.0;51.0;55.0;57.0;;;21.0;43.0;51.0;55.0;57.0;;;0.0;0.0;0.0;0.0;0.0;;;26.0;32.0;34.0;36.0;37.0;39.0;39.0;;74.0;65.0;44.0;21.0;12.0;6.0;4.0;;74.0;65.0;44.0;21.0;11.0;6.0;4.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
642;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2007;3662.0;21.0;43.0;51.0;55.0;;;;21.0;43.0;51.0;55.0;;;;0.0;0.0;0.0;0.0;;;;26.0;32.0;34.0;35.0;37.0;38.0;;;73.0;65.0;45.0;21.0;11.0;7.0;;;73.0;65.0;44.0;21.0;11.0;7.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;
643;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2008;3531.0;19.0;40.0;48.0;;;;;19.0;40.0;48.0;;;;;0.0;0.0;0.0;;;;;25.0;33.0;35.0;38.0;39.0;;;;74.0;65.0;46.0;22.0;13.0;;;;74.0;65.0;46.0;22.0;13.0;;;;0.0;0.0;0.0;0.0;0.0;;;
644;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2009;3628.0;16.0;37.0;;;;;;16.0;37.0;;;;;;0.0;0.0;;;;;;26.0;34.0;38.0;40.0;;;;;74.0;63.0;46.0;23.0;;;;;74.0;63.0;46.0;23.0;;;;;0.0;0.0;0.0;0.0;;;;
645;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2010;3604.0;15.0;;;;;;;15.0;;;;;;;0.0;;;;;;;28.0;35.0;38.0;;;;;;72.0;62.0;47.0;;;;;;72.0;62.0;47.0;;;;;;0.0;0.0;0.0;;;;;
646;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2011;3029.0;;;;;;;;;;;;;;;;;;;;;;26.0;33.0;;;;;;;74.0;65.0;;;;;;;74.0;65.0;;;;;;;0.0;0.0;;;;;;
647;Totaal mannen en vrouwen;0;MBO;Autochtoon;Deeltijd;Startjaar 2012;2447.0;;;;;;;;;;;;;;;;;;;;;;25.0;;;;;;;;75.0;;;;;;;;74.0;;;;;;;;0.0;;;;;;;
648;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 1995;919.0;6.0;33.0;47.0;54.0;57.0;58.0;59.0;6.0;33.0;47.0;54.0;57.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;21.0;28.0;31.0;33.0;35.0;36.0;37.0;37.0;79.0;71.0;63.0;33.0;18.0;10.0;6.0;5.0;77.0;70.0;62.0;32.0;17.0;9.0;5.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
649;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 1996;1000.0;6.0;30.0;44.0;50.0;54.0;55.0;56.0;6.0;30.0;44.0;50.0;54.0;55.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;32.0;35.0;37.0;38.0;39.0;40.0;40.0;74.0;68.0;59.0;33.0;18.0;11.0;7.0;5.0;74.0;67.0;58.0;32.0;18.0;10.0;6.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
650;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 1997;1094.0;9.0;35.0;48.0;54.0;57.0;58.0;60.0;9.0;35.0;48.0;54.0;57.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;30.0;33.0;34.0;35.0;36.0;36.0;36.0;78.0;69.0;58.0;31.0;17.0;10.0;6.0;6.0;77.0;68.0;57.0;30.0;16.0;10.0;6.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
651;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 1998;1012.0;12.0;38.0;50.0;56.0;58.0;60.0;61.0;12.0;38.0;50.0;55.0;58.0;59.0;60.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;22.0;29.0;31.0;32.0;33.0;35.0;35.0;35.0;78.0;70.0;57.0;31.0;16.0;10.0;7.0;4.0;77.0;69.0;55.0;29.0;15.0;9.0;6.0;4.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0
652;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 1999;1067.0;13.0;36.0;47.0;53.0;55.0;57.0;58.0;13.0;36.0;47.0;53.0;55.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.0;30.0;33.0;36.0;36.0;37.0;37.0;37.0;76.0;69.0;54.0;28.0;17.0;10.0;8.0;6.0;75.0;68.0;53.0;27.0;16.0;10.0;7.0;6.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
653;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2000;1060.0;12.0;38.0;48.0;53.0;56.0;58.0;60.0;12.0;38.0;48.0;53.0;56.0;58.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;30.0;33.0;33.0;34.0;35.0;35.0;35.0;79.0;70.0;55.0;29.0;18.0;12.0;9.0;6.0;78.0;69.0;55.0;28.0;18.0;12.0;9.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
654;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2001;1236.0;15.0;38.0;50.0;56.0;60.0;62.0;63.0;15.0;38.0;50.0;55.0;59.0;61.0;63.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;22.0;27.0;29.0;30.0;32.0;33.0;32.0;33.0;78.0;72.0;56.0;32.0;18.0;12.0;8.0;5.0;77.0;71.0;55.0;31.0;17.0;11.0;7.0;5.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
655;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2002;1212.0;14.0;37.0;50.0;55.0;58.0;60.0;62.0;14.0;37.0;49.0;55.0;58.0;60.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.0;25.0;28.0;30.0;30.0;32.0;33.0;33.0;80.0;73.0;58.0;33.0;20.0;13.0;9.0;7.0;80.0;72.0;57.0;33.0;20.0;13.0;9.0;6.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
656;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2003;1375.0;14.0;38.0;51.0;57.0;60.0;61.0;63.0;14.0;38.0;51.0;56.0;60.0;61.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;21.0;26.0;29.0;30.0;31.0;31.0;32.0;33.0;79.0;73.0;57.0;32.0;18.0;12.0;8.0;6.0;79.0;72.0;57.0;31.0;18.0;12.0;8.0;6.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
657;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2004;1540.0;11.0;36.0;50.0;57.0;61.0;63.0;64.0;11.0;35.0;50.0;57.0;60.0;62.0;63.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;19.0;24.0;27.0;28.0;29.0;29.0;30.0;32.0;81.0;75.0;62.0;37.0;21.0;13.0;9.0;4.0;81.0;74.0;60.0;36.0;20.0;13.0;8.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
658;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2005;1627.0;11.0;35.0;49.0;54.0;58.0;60.0;;11.0;35.0;48.0;54.0;57.0;59.0;;0.0;0.0;0.0;0.0;0.0;1.0;;19.0;26.0;30.0;31.0;32.0;33.0;34.0;35.0;81.0;73.0;60.0;35.0;20.0;13.0;8.0;5.0;80.0;72.0;58.0;33.0;19.0;12.0;7.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
659;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2006;1831.0;10.0;33.0;45.0;51.0;54.0;;;10.0;33.0;44.0;51.0;53.0;;;0.0;0.0;0.0;1.0;1.0;;;21.0;28.0;31.0;33.0;33.0;36.0;36.0;;79.0;71.0;59.0;35.0;22.0;13.0;10.0;;79.0;70.0;58.0;33.0;21.0;13.0;9.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;
660;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2007;1714.0;9.0;30.0;43.0;49.0;;;;9.0;30.0;43.0;48.0;;;;0.0;0.0;0.0;1.0;;;;23.0;29.0;31.0;33.0;35.0;36.0;;;77.0;70.0;60.0;37.0;22.0;15.0;;;77.0;69.0;59.0;36.0;22.0;15.0;;;1.0;1.0;1.0;1.0;0.0;0.0;;
661;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2008;1801.0;8.0;28.0;41.0;;;;;8.0;28.0;41.0;;;;;0.0;0.0;1.0;;;;;21.0;28.0;32.0;33.0;35.0;;;;79.0;71.0;61.0;38.0;24.0;;;;79.0;70.0;59.0;38.0;24.0;;;;1.0;1.0;1.0;1.0;0.0;;;
662;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2009;1823.0;7.0;25.0;;;;;;7.0;24.0;;;;;;0.0;0.0;;;;;;20.0;30.0;33.0;36.0;;;;;80.0;70.0;60.0;40.0;;;;;79.0;68.0;59.0;39.0;;;;;1.0;1.0;2.0;1.0;;;;
663;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2010;1843.0;5.0;;;;;;;5.0;;;;;;;0.0;;;;;;;23.0;29.0;32.0;;;;;;77.0;70.0;63.0;;;;;;77.0;69.0;62.0;;;;;;1.0;1.0;1.0;;;;;
664;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2011;1699.0;;;;;;;;;;;;;;;;;;;;;;23.0;30.0;;;;;;;77.0;70.0;;;;;;;76.0;69.0;;;;;;;1.0;1.0;;;;;;
665;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Totaal opleidingsvorm;Startjaar 2012;1577.0;;;;;;;;;;;;;;;;;;;;;;23.0;;;;;;;;77.0;;;;;;;;76.0;;;;;;;;1.0;;;;;;;
666;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 1995;780.0;6.0;35.0;49.0;56.0;59.0;61.0;62.0;6.0;35.0;49.0;56.0;59.0;60.0;61.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;19.0;26.0;29.0;32.0;33.0;34.0;34.0;35.0;80.0;73.0;65.0;33.0;17.0;10.0;6.0;4.0;79.0;71.0;64.0;32.0;16.0;9.0;5.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0
667;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 1996;852.0;7.0;31.0;46.0;52.0;56.0;57.0;58.0;7.0;31.0;46.0;52.0;56.0;57.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;29.0;33.0;35.0;36.0;36.0;37.0;38.0;75.0;70.0;60.0;34.0;18.0;12.0;7.0;5.0;74.0;69.0;60.0;33.0;18.0;11.0;6.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
668;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 1997;902.0;9.0;36.0;50.0;57.0;60.0;61.0;62.0;9.0;36.0;50.0;57.0;60.0;61.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;21.0;27.0;30.0;31.0;32.0;33.0;34.0;34.0;79.0;72.0;61.0;33.0;17.0;10.0;6.0;5.0;78.0;71.0;60.0;32.0;17.0;9.0;5.0;5.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
669;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 1998;822.0;13.0;41.0;55.0;60.0;63.0;64.0;65.0;13.0;41.0;55.0;60.0;62.0;63.0;64.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;20.0;26.0;28.0;28.0;30.0;31.0;31.0;32.0;80.0;74.0;59.0;31.0;15.0;9.0;6.0;4.0;79.0;72.0;57.0;29.0;14.0;8.0;6.0;4.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0
670;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 1999;868.0;12.0;36.0;48.0;54.0;57.0;59.0;60.0;12.0;36.0;48.0;54.0;56.0;58.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;29.0;32.0;34.0;35.0;35.0;35.0;36.0;76.0;70.0;56.0;30.0;17.0;11.0;8.0;5.0;76.0;69.0;55.0;29.0;17.0;10.0;7.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0
671;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2000;833.0;13.0;41.0;51.0;56.0;59.0;61.0;63.0;13.0;41.0;51.0;56.0;59.0;61.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;27.0;30.0;30.0;31.0;32.0;32.0;33.0;80.0;72.0;57.0;29.0;18.0;12.0;9.0;6.0;80.0;72.0;57.0;28.0;18.0;11.0;8.0;6.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0
672;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2001;951.0;13.0;38.0;52.0;58.0;62.0;64.0;66.0;13.0;38.0;52.0;58.0;62.0;63.0;65.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;20.0;25.0;26.0;27.0;29.0;30.0;30.0;31.0;80.0;75.0;61.0;35.0;19.0;12.0;8.0;5.0;79.0;74.0;59.0;33.0;18.0;11.0;7.0;4.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0
673;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2002;949.0;12.0;37.0;51.0;57.0;60.0;62.0;64.0;12.0;37.0;50.0;56.0;60.0;61.0;63.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;19.0;24.0;26.0;27.0;28.0;30.0;30.0;31.0;81.0;75.0;62.0;35.0;21.0;14.0;9.0;7.0;80.0;74.0;60.0;34.0;21.0;13.0;9.0;6.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
674;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2003;1088.0;12.0;38.0;52.0;59.0;62.0;64.0;65.0;12.0;38.0;52.0;58.0;62.0;63.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;18.0;23.0;26.0;27.0;28.0;28.0;29.0;30.0;81.0;76.0;62.0;35.0;20.0;13.0;9.0;6.0;81.0;75.0;61.0;34.0;19.0;13.0;9.0;6.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
675;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2004;1317.0;10.0;35.0;51.0;59.0;62.0;65.0;66.0;10.0;35.0;50.0;58.0;61.0;64.0;64.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;18.0;22.0;26.0;26.0;27.0;28.0;29.0;31.0;82.0;77.0;64.0;39.0;22.0;14.0;9.0;5.0;82.0;76.0;63.0;38.0;21.0;13.0;9.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0
676;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2005;1377.0;10.0;34.0;50.0;56.0;60.0;62.0;;10.0;34.0;49.0;55.0;59.0;61.0;;0.0;0.0;0.0;0.0;1.0;1.0;;17.0;24.0;27.0;28.0;29.0;30.0;31.0;33.0;83.0;76.0;64.0;38.0;21.0;15.0;9.0;6.0;82.0;75.0;62.0;36.0;20.0;14.0;8.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
677;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2006;1525.0;9.0;33.0;45.0;52.0;55.0;;;9.0;32.0;44.0;51.0;54.0;;;0.0;0.0;1.0;1.0;1.0;;;19.0;27.0;30.0;31.0;31.0;34.0;34.0;;81.0;73.0;62.0;37.0;24.0;14.0;11.0;;80.0;71.0;60.0;35.0;23.0;14.0;10.0;;1.0;2.0;2.0;1.0;1.0;1.0;1.0;
678;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2007;1445.0;8.0;30.0;43.0;49.0;;;;8.0;30.0;43.0;48.0;;;;0.0;0.0;0.0;1.0;;;;21.0;27.0;30.0;32.0;33.0;35.0;;;79.0;72.0;62.0;39.0;24.0;17.0;;;78.0;71.0;61.0;38.0;23.0;16.0;;;1.0;1.0;1.0;1.0;1.0;0.0;;
679;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2008;1501.0;7.0;28.0;41.0;;;;;7.0;28.0;40.0;;;;;0.0;0.0;1.0;;;;;19.0;26.0;30.0;31.0;33.0;;;;81.0;74.0;64.0;41.0;26.0;;;;81.0;73.0;62.0;40.0;26.0;;;;1.0;1.0;1.0;1.0;1.0;;;
680;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2009;1549.0;5.0;24.0;;;;;;5.0;23.0;;;;;;0.0;0.0;;;;;;19.0;28.0;31.0;34.0;;;;;81.0;72.0;64.0;42.0;;;;;80.0;70.0;62.0;41.0;;;;;1.0;2.0;2.0;1.0;;;;
681;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2010;1560.0;4.0;;;;;;;4.0;;;;;;;0.0;;;;;;;21.0;27.0;31.0;;;;;;79.0;72.0;65.0;;;;;;78.0;71.0;64.0;;;;;;1.0;1.0;1.0;;;;;
682;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2011;1444.0;;;;;;;;;;;;;;;;;;;;;;23.0;30.0;;;;;;;77.0;70.0;;;;;;;77.0;69.0;;;;;;;1.0;1.0;;;;;;
683;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Voltijd;Startjaar 2012;1416.0;;;;;;;;;;;;;;;;;;;;;;22.0;;;;;;;;78.0;;;;;;;;77.0;;;;;;;;1.0;;;;;;;
684;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Deeltijd;Startjaar 1995;139.0;8.0;24.0;35.0;41.0;43.0;45.0;45.0;8.0;24.0;35.0;41.0;43.0;45.0;45.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;38.0;41.0;44.0;46.0;50.0;50.0;48.0;70.0;60.0;51.0;32.0;19.0;9.0;6.0;7.0;70.0;59.0;51.0;32.0;19.0;9.0;6.0;7.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
685;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Deeltijd;Startjaar 1996;148.0;3.0;23.0;32.0;39.0;42.0;43.0;43.0;3.0;23.0;32.0;39.0;42.0;43.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;45.0;49.0;51.0;51.0;53.0;53.0;52.0;70.0;55.0;48.0;26.0;18.0;8.0;5.0;5.0;70.0;55.0;48.0;26.0;18.0;8.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
686;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Deeltijd;Startjaar 1997;192.0;11.0;29.0;36.0;40.0;45.0;45.0;46.0;11.0;29.0;36.0;40.0;45.0;45.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.0;41.0;45.0;48.0;49.0;49.0;47.0;46.0;72.0;56.0;44.0;23.0;15.0;11.0;8.0;8.0;72.0;56.0;44.0;23.0;15.0;11.0;7.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0
687;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Deeltijd;Startjaar 1998;190.0;8.0;25.0;33.0;37.0;41.0;44.0;46.0;8.0;25.0;32.0;36.0;40.0;43.0;45.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;32.0;43.0;45.0;45.0;47.0;51.0;52.0;52.0;68.0;56.0;47.0;29.0;21.0;13.0;8.0;5.0;68.0;55.0;46.0;28.0;19.0;12.0;7.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
688;Totaal mannen en vrouwen;0;MBO;Westerse allochtoon;Deeltijd;Startjaar 1999;199.0;18.0;38.0;44.0;48.0;49.0;50.0;52.0;18.0;38.0;44.0;48.0;49.0;50.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.0;34.0;39.0;41.0;42.0;44.0;44.0;41.0;71.0;61.0;43.0;21.0;14.0;8.0;7.0;9.0;71.0;61.0;43.0;21.0;14.0;8.0;7.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
