ID;SectorBranchesSIC2008;Regions;Periods;OutputBasicPrices_1;IntermediateConsumption_2;GrossValueAdded_3;CompensationOfEmployees_4;GrossOperatingSurplus_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;TotalLabourInput_8;LabourInputOfEmployees_9
9305;C Manufacturing;Noord-Drenthe (CR);2004;998;644;355;182;174;2;3;4.7;4.3
9306;C Manufacturing;Noord-Drenthe (CR);2005;1014;660;354;173;181;2;3;4.4;4.0
9307;C Manufacturing;Noord-Drenthe (CR);2006;890;568;322;168;155;2;2;4.0;3.6
9308;C Manufacturing;Noord-Drenthe (CR);2007;959;616;343;164;180;2;2;4.0;3.7
9309;C Manufacturing;Noord-Drenthe (CR);2008;1027;698;329;182;148;2;3;4.1;3.7
9310;C Manufacturing;Noord-Drenthe (CR);2009;924;647;277;179;101;2;5;4.0;3.4
9311;C Manufacturing;Noord-Drenthe (CR);2010;971;690;281;164;118;2;4;3.7;3.3
9312;C Manufacturing;Noord-Drenthe (CR);2011;1257;923;334;189;145;4;3;4.0;3.6
9313;C Manufacturing;Noord-Drenthe (CR);2012;1265;918;347;205;141;4;3;4.3;3.9
9314;C Manufacturing;Noord-Drenthe (CR);2013;1238;929;309;190;119;3;3;3.9;3.5
9315;C Manufacturing;Noord-Drenthe (CR);2014;1316;983;333;196;137;3;2;3.8;3.4
9316;C Manufacturing;Noord-Drenthe (CR);2015;1405;1044;361;203;157;3;3;3.9;3.5
9317;C Manufacturing;Noord-Drenthe (CR);2016;1464;1097;366;213;155;3;4;4.0;3.6
9318;C Manufacturing;Noord-Drenthe (CR);2017;1539;1163;376;220;157;3;4;4.1;3.7
9319;C Manufacturing;Noord-Drenthe (CR);2018;1637;1219;418;237;182;4;4;4.3;3.9
9320;C Manufacturing;Noord-Drenthe (CR);2019;1718;1267;451;254;199;4;5;4.5;4.1
9321;C Manufacturing;Noord-Drenthe (CR);2020;1716;1254;463;259;212;4;12;4.4;4.0
9322;C Manufacturing;Noord-Drenthe (CR);2021;1836;1344;492;273;226;4;11;4.6;4.0
9323;C Manufacturing;Noord-Drenthe (CR);2022;2207;1661;546;275;274;5;7;4.6;4.0
9324;C Manufacturing;Zuidoost-Drenthe (CR);1995;1654;1097;558;301;256;4;3;9.5;8.9
9325;C Manufacturing;Zuidoost-Drenthe (CR);1996;1831;1292;539;303;237;4;4;9.4;8.9
9326;C Manufacturing;Zuidoost-Drenthe (CR);1997;1881;1316;565;317;251;3;5;9.7;9.1
9327;C Manufacturing;Zuidoost-Drenthe (CR);1998;1847;1239;608;329;283;3;6;10.2;9.5
9328;C Manufacturing;Zuidoost-Drenthe (CR);1999;2052;1437;615;351;267;4;7;10.4;9.8
9329;C Manufacturing;Zuidoost-Drenthe (CR);2000;2301;1724;577;375;205;4;7;10.4;9.9
9330;C Manufacturing;Zuidoost-Drenthe (CR);2001;2287;1683;604;362;245;4;7;10.0;9.4
9331;C Manufacturing;Zuidoost-Drenthe (CR);2002;2226;1546;681;374;311;4;9;9.9;9.4
9332;C Manufacturing;Zuidoost-Drenthe (CR);2003;2212;1538;674;369;308;4;7;9.2;8.7
9333;C Manufacturing;Zuidoost-Drenthe (CR);2004;2380;1753;626;362;267;4;8;8.8;8.2
9334;C Manufacturing;Zuidoost-Drenthe (CR);2005;2288;1617;670;346;327;4;7;8.3;7.7
9335;C Manufacturing;Zuidoost-Drenthe (CR);2006;2617;1840;777;372;408;4;8;9.0;8.5
9336;C Manufacturing;Zuidoost-Drenthe (CR);2007;2841;2013;828;393;438;4;8;8.6;8.1
9337;C Manufacturing;Zuidoost-Drenthe (CR);2008;2842;2061;781;447;337;5;9;8.9;8.4
9338;C Manufacturing;Zuidoost-Drenthe (CR);2009;2197;1490;707;422;293;5;13;8.0;7.5
9339;C Manufacturing;Zuidoost-Drenthe (CR);2010;2448;1771;677;365;317;5;10;7.2;6.8
9340;C Manufacturing;Zuidoost-Drenthe (CR);2011;2776;2055;721;384;341;6;10;7.3;6.9
9341;C Manufacturing;Zuidoost-Drenthe (CR);2012;2643;2008;635;364;274;6;8;6.7;6.3
9342;C Manufacturing;Zuidoost-Drenthe (CR);2013;2713;2041;671;412;262;5;8;7.1;6.7
9343;C Manufacturing;Zuidoost-Drenthe (CR);2014;2633;1914;719;423;298;5;7;6.9;6.5
9344;C Manufacturing;Zuidoost-Drenthe (CR);2015;2574;1873;702;396;309;4;8;6.8;6.3
9345;C Manufacturing;Zuidoost-Drenthe (CR);2016;2601;1814;786;413;380;4;11;6.9;6.4
9346;C Manufacturing;Zuidoost-Drenthe (CR);2017;2983;2137;847;416;437;4;11;6.8;6.4
9347;C Manufacturing;Zuidoost-Drenthe (CR);2018;3116;2247;869;419;455;5;10;6.8;6.4
9348;C Manufacturing;Zuidoost-Drenthe (CR);2019;3027;2204;822;461;366;4;9;7.0;6.6
9349;C Manufacturing;Zuidoost-Drenthe (CR);2020;2903;2111;793;481;328;5;21;7.1;6.7
9350;C Manufacturing;Zuidoost-Drenthe (CR);2021;3302;2409;893;463;443;5;17;6.9;6.5
9351;C Manufacturing;Zuidoost-Drenthe (CR);2022;3718;2854;864;467;401;6;10;7.0;6.5
9352;C Manufacturing;Zuidwest-Drenthe (CR);1995;1352;937;415;238;174;6;3;8.0;7.5
9353;C Manufacturing;Zuidwest-Drenthe (CR);1996;1356;940;416;238;175;5;3;7.9;7.4
9354;C Manufacturing;Zuidwest-Drenthe (CR);1997;1476;1073;402;248;154;4;4;8.0;7.5
9355;C Manufacturing;Zuidwest-Drenthe (CR);1998;1408;978;430;244;187;4;5;7.8;7.3
9356;C Manufacturing;Zuidwest-Drenthe (CR);1999;1181;779;403;229;174;4;4;7.0;6.6
9357;C Manufacturing;Zuidwest-Drenthe (CR);2000;1260;859;401;239;162;4;4;6.9;6.5
9358;C Manufacturing;Zuidwest-Drenthe (CR);2001;1319;888;431;256;174;5;4;6.9;6.6
9359;C Manufacturing;Zuidwest-Drenthe (CR);2002;1290;852;439;264;175;5;5;6.8;6.4
9360;C Manufacturing;Zuidwest-Drenthe (CR);2003;1271;835;436;253;183;4;4;6.4;6.0
9361;C Manufacturing;Zuidwest-Drenthe (CR);2004;1456;1004;451;273;178;5;5;6.5;6.2
9362;C Manufacturing;Zuidwest-Drenthe (CR);2005;1825;1305;520;289;230;6;6;7.0;6.7
9363;C Manufacturing;Zuidwest-Drenthe (CR);2006;1835;1273;562;290;272;6;5;6.6;6.3
9364;C Manufacturing;Zuidwest-Drenthe (CR);2007;1957;1403;554;303;251;6;5;6.5;6.2
9365;C Manufacturing;Zuidwest-Drenthe (CR);2008;1994;1472;522;316;206;7;6;6.6;6.2
9366;C Manufacturing;Zuidwest-Drenthe (CR);2009;1483;1001;481;306;178;7;9;6.0;5.6
9367;C Manufacturing;Zuidwest-Drenthe (CR);2010;1769;1262;507;303;203;8;7;5.9;5.5
9368;C Manufacturing;Zuidwest-Drenthe (CR);2011;1857;1340;517;289;226;8;6;5.5;5.1
9369;C Manufacturing;Zuidwest-Drenthe (CR);2012;2009;1476;533;297;233;8;5;5.4;5.0
9370;C Manufacturing;Zuidwest-Drenthe (CR);2013;2126;1604;522;313;208;6;5;5.6;5.2
9371;C Manufacturing;Zuidwest-Drenthe (CR);2014;2169;1629;540;318;222;5;5;5.5;5.1
9372;C Manufacturing;Zuidwest-Drenthe (CR);2015;2150;1593;556;308;249;4;5;5.3;5.0
9373;C Manufacturing;Zuidwest-Drenthe (CR);2016;2157;1576;581;310;273;4;6;5.2;4.8
9374;C Manufacturing;Zuidwest-Drenthe (CR);2017;2327;1697;630;320;312;4;6;5.4;5.0
9375;C Manufacturing;Zuidwest-Drenthe (CR);2018;2361;1689;671;330;342;5;6;5.3;5.0
9376;C Manufacturing;Zuidwest-Drenthe (CR);2019;2495;1782;713;345;369;5;7;5.5;5.2
9377;C Manufacturing;Zuidwest-Drenthe (CR);2020;2477;1737;740;370;388;6;24;5.7;5.3
9378;C Manufacturing;Zuidwest-Drenthe (CR);2021;2670;1906;764;375;396;6;13;5.7;5.3
9379;C Manufacturing;Zuidwest-Drenthe (CR);2022;3304;2460;844;393;451;7;7;6.0;5.5
9380;C Manufacturing;Noord-Overijssel (CR);1995;2617;1509;1108;541;565;7;5;18.7;17.7
9381;C Manufacturing;Noord-Overijssel (CR);1996;2739;1593;1146;548;597;7;6;18.5;17.4
9382;C Manufacturing;Noord-Overijssel (CR);1997;3146;1888;1258;581;679;6;9;19.1;18.0
9383;C Manufacturing;Noord-Overijssel (CR);1998;3320;2012;1308;611;703;6;11;19.4;18.2
9384;C Manufacturing;Noord-Overijssel (CR);1999;3273;1940;1333;657;679;7;11;18.9;17.9
9385;C Manufacturing;Noord-Overijssel (CR);2000;3548;2186;1362;698;667;8;11;19.0;18.0
9386;C Manufacturing;Noord-Overijssel (CR);2001;3739;2256;1484;716;771;9;12;18.8;17.9
9387;C Manufacturing;Noord-Overijssel (CR);2002;3703;2319;1384;719;670;10;15;18.1;17.2
9388;C Manufacturing;Noord-Overijssel (CR);2003;3985;2549;1436;759;681;9;13;18.4;17.5
9389;C Manufacturing;Noord-Overijssel (CR);2004;4233;2667;1567;796;776;9;14;18.1;17.2
9390;C Manufacturing;Noord-Overijssel (CR);2005;4491;2790;1701;794;910;11;14;18.2;17.1
9391;C Manufacturing;Noord-Overijssel (CR);2006;4965;3237;1728;831;902;10;15;18.2;17.3
9392;C Manufacturing;Noord-Overijssel (CR);2007;5268;3547;1721;811;915;10;15;17.2;16.4
9393;C Manufacturing;Noord-Overijssel (CR);2008;5404;3218;2186;800;1390;13;17;16.9;16.2
9394;C Manufacturing;Noord-Overijssel (CR);2009;3956;2510;1446;877;582;12;25;17.0;16.1
9395;C Manufacturing;Noord-Overijssel (CR);2010;4584;3233;1350;797;560;13;20;16.5;15.6
9396;C Manufacturing;Noord-Overijssel (CR);2011;5177;3712;1465;826;642;15;18;16.6;15.7
9397;C Manufacturing;Noord-Overijssel (CR);2012;5222;3768;1454;877;577;15;15;16.9;15.9
9398;C Manufacturing;Noord-Overijssel (CR);2013;5271;3802;1469;863;608;11;13;16.5;15.5
9399;C Manufacturing;Noord-Overijssel (CR);2014;5307;3853;1454;836;619;11;12;15.7;14.8
9400;C Manufacturing;Noord-Overijssel (CR);2015;5813;4280;1533;873;664;10;13;16.4;15.4
9401;C Manufacturing;Noord-Overijssel (CR);2016;6226;4602;1624;927;704;10;18;17.0;16.0
9402;C Manufacturing;Noord-Overijssel (CR);2017;6721;4994;1727;954;780;10;18;17.4;16.4
9403;C Manufacturing;Noord-Overijssel (CR);2018;7655;5826;1828;1011;822;12;17;18.1;17.2
9404;C Manufacturing;Noord-Overijssel (CR);2019;8257;6339;1917;1074;848;13;18;18.6;17.7
9405;C Manufacturing;Noord-Overijssel (CR);2020;7715;5813;1903;1109;847;14;67;18.6;17.7
9406;C Manufacturing;Noord-Overijssel (CR);2021;8619;6537;2081;1160;962;15;56;19.2;18.1
9407;C Manufacturing;Noord-Overijssel (CR);2022;10298;8030;2268;1243;1037;18;30;20.0;18.9
9408;C Manufacturing;Zuidwest-Overijssel (CR);1995;1431;965;465;277;186;4;2;8.8;8.3
9409;C Manufacturing;Zuidwest-Overijssel (CR);1996;1507;1015;492;272;219;4;3;8.7;8.1
9410;C Manufacturing;Zuidwest-Overijssel (CR);1997;1620;1131;489;278;211;3;4;8.6;8.0
9411;C Manufacturing;Zuidwest-Overijssel (CR);1998;1555;1029;527;287;241;3;4;8.5;7.9
9412;C Manufacturing;Zuidwest-Overijssel (CR);1999;1621;1066;554;298;256;4;4;8.5;8.0
9413;C Manufacturing;Zuidwest-Overijssel (CR);2000;1829;1245;584;319;266;4;5;8.4;7.9
9414;C Manufacturing;Zuidwest-Overijssel (CR);2001;1985;1356;630;353;277;5;6;9.1;8.6
9415;C Manufacturing;Zuidwest-Overijssel (CR);2002;1882;1233;648;359;290;5;6;9.0;8.6
9416;C Manufacturing;Zuidwest-Overijssel (CR);2003;1870;1220;649;376;273;5;5;8.5;8.1
9417;C Manufacturing;Zuidwest-Overijssel (CR);2004;2029;1295;734;358;377;5;6;8.0;7.6
9418;C Manufacturing;Zuidwest-Overijssel (CR);2005;2011;1340;671;341;330;5;5;7.5;7.2
9419;C Manufacturing;Zuidwest-Overijssel (CR);2006;2228;1521;707;362;345;5;6;8.3;7.9
9420;C Manufacturing;Zuidwest-Overijssel (CR);2007;2174;1475;699;363;336;5;5;7.8;7.4
9421;C Manufacturing;Zuidwest-Overijssel (CR);2008;2335;1665;670;401;269;6;6;8.2;7.8
9422;C Manufacturing;Zuidwest-Overijssel (CR);2009;2267;1560;707;419;292;8;12;8.0;7.7
9423;C Manufacturing;Zuidwest-Overijssel (CR);2010;2341;1637;705;410;296;7;8;7.9;7.6
9424;C Manufacturing;Zuidwest-Overijssel (CR);2011;2582;1819;763;427;335;8;8;7.8;7.5
9425;C Manufacturing;Zuidwest-Overijssel (CR);2012;2566;1815;751;429;320;8;6;7.7;7.4
9426;C Manufacturing;Zuidwest-Overijssel (CR);2013;2614;1887;727;430;297;6;6;7.7;7.4
9427;C Manufacturing;Zuidwest-Overijssel (CR);2014;2656;1886;770;419;350;6;5;7.4;7.0
9428;C Manufacturing;Zuidwest-Overijssel (CR);2015;2634;1836;798;412;387;5;6;7.2;6.8
9429;C Manufacturing;Zuidwest-Overijssel (CR);2016;2740;1888;852;432;422;5;7;7.3;7.0
9430;C Manufacturing;Zuidwest-Overijssel (CR);2017;2866;1974;893;436;459;5;7;7.3;7.0
9431;C Manufacturing;Zuidwest-Overijssel (CR);2018;2985;2049;936;456;481;5;6;7.4;7.1
9432;C Manufacturing;Zuidwest-Overijssel (CR);2019;3066;2136;929;456;474;6;6;7.2;6.9
9433;C Manufacturing;Zuidwest-Overijssel (CR);2020;3041;2064;977;474;518;6;21;7.3;6.9
9434;C Manufacturing;Zuidwest-Overijssel (CR);2021;3454;2413;1041;492;563;6;19;7.5;7.1
9435;C Manufacturing;Zuidwest-Overijssel (CR);2022;4055;2914;1141;513;632;6;11;7.6;7.2
9436;C Manufacturing;Twente (CR);1995;5706;3759;1947;1157;787;16;13;40.0;37.7
9437;C Manufacturing;Twente (CR);1996;6043;4062;1981;1151;829;15;15;39.2;37.0
9438;C Manufacturing;Twente (CR);1997;6510;4507;2003;1205;807;12;21;40.1;37.7
9439;C Manufacturing;Twente (CR);1998;6797;4735;2061;1255;820;12;26;40.2;37.6
9440;C Manufacturing;Twente (CR);1999;6760;4649;2111;1293;827;15;25;39.2;37.1
9441;C Manufacturing;Twente (CR);2000;7630;5403;2227;1391;847;16;26;39.5;37.4
9442;C Manufacturing;Twente (CR);2001;7871;5446;2425;1487;947;19;29;40.6;38.8
9443;C Manufacturing;Twente (CR);2002;7793;5370;2423;1534;903;20;35;40.2;38.5
9444;C Manufacturing;Twente (CR);2003;7723;5188;2535;1531;1014;17;27;38.8;37.1
9445;C Manufacturing;Twente (CR);2004;7744;5243;2501;1486;1027;17;29;36.3;34.7
9446;C Manufacturing;Twente (CR);2005;8142;5478;2663;1474;1199;19;28;35.2;33.4
9447;C Manufacturing;Twente (CR);2006;8319;5548;2771;1477;1305;17;27;33.9;32.2
9448;C Manufacturing;Twente (CR);2007;9357;6265;3092;1572;1531;18;29;34.5;33.0
9449;C Manufacturing;Twente (CR);2008;9885;6867;3018;1689;1341;23;35;35.5;34.2
9450;C Manufacturing;Twente (CR);2009;9479;6405;3074;1782;1329;28;66;35.1;33.7
9451;C Manufacturing;Twente (CR);2010;9752;6723;3030;1704;1345;27;46;34.1;32.7
9452;C Manufacturing;Twente (CR);2011;11033;7768;3264;1746;1530;30;42;33.9;32.5
9453;C Manufacturing;Twente (CR);2012;10595;7420;3175;1794;1388;29;36;33.7;32.3
9454;C Manufacturing;Twente (CR);2013;10776;7619;3156;1805;1360;22;32;33.3;31.9
9455;C Manufacturing;Twente (CR);2014;10954;7709;3244;1868;1384;22;29;32.9;31.6
9456;C Manufacturing;Twente (CR);2015;11217;7786;3431;1836;1608;20;33;33.2;31.8
9457;C Manufacturing;Twente (CR);2016;11376;7835;3541;1885;1679;20;43;33.3;31.8
9458;C Manufacturing;Twente (CR);2017;12423;8656;3767;1938;1851;20;43;33.8;32.4
9459;C Manufacturing;Twente (CR);2018;13118;9229;3889;2029;1881;22;42;34.4;33.0
9460;C Manufacturing;Twente (CR);2019;13485;9416;4069;2118;1975;23;47;35.1;33.7
9461;C Manufacturing;Twente (CR);2020;13142;8987;4155;2186;2058;24;112;35.3;33.9
9462;C Manufacturing;Twente (CR);2021;14899;10542;4357;2240;2195;26;104;35.6;34.0
9463;C Manufacturing;Twente (CR);2022;17883;13199;4684;2341;2374;32;64;36.3;34.6
9464;C Manufacturing;Veluwe (CR);1995;5808;4247;1561;997;554;21;11;34.0;32.0
9465;C Manufacturing;Veluwe (CR);1996;5948;4369;1579;999;574;20;13;33.3;31.4
9466;C Manufacturing;Veluwe (CR);1997;6329;4661;1668;1021;650;16;18;33.3;31.3
9467;C Manufacturing;Veluwe (CR);1998;6552;4789;1764;1070;701;15;22;33.2;31.1
9468;C Manufacturing;Veluwe (CR);1999;6601;4842;1759;1115;647;19;21;32.9;31.2
9469;C Manufacturing;Veluwe (CR);2000;7241;5512;1729;1173;558;20;22;32.6;30.9
9470;C Manufacturing;Veluwe (CR);2001;8154;6074;2080;1250;831;25;26;33.8;31.9
9471;C Manufacturing;Veluwe (CR);2002;7547;5481;2066;1200;870;26;30;32.5;30.7
9472;C Manufacturing;Veluwe (CR);2003;7456;5419;2037;1171;867;22;23;29.4;27.6
9473;C Manufacturing;Veluwe (CR);2004;7932;5753;2179;1175;1008;22;26;28.7;26.9
9474;C Manufacturing;Veluwe (CR);2005;8350;6220;2130;1157;974;25;25;28.5;26.5
9475;C Manufacturing;Veluwe (CR);2006;9191;6833;2358;1221;1141;24;27;28.9;26.9
9476;C Manufacturing;Veluwe (CR);2007;9802;7235;2567;1283;1287;24;27;29.0;27.2
9477;C Manufacturing;Veluwe (CR);2008;10011;7521;2490;1332;1159;30;31;28.0;26.3
9478;C Manufacturing;Veluwe (CR);2009;9196;6880;2316;1369;968;36;56;27.5;25.8
9479;C Manufacturing;Veluwe (CR);2010;9635;7420;2215;1307;913;35;41;26.7;25.0
9480;C Manufacturing;Veluwe (CR);2011;10675;8341;2334;1316;1014;35;32;26.3;24.6
9481;C Manufacturing;Veluwe (CR);2012;11289;8864;2425;1400;1015;37;27;26.9;25.2
9482;C Manufacturing;Veluwe (CR);2013;11586;9147;2439;1404;1032;27;24;26.7;24.9
9483;C Manufacturing;Veluwe (CR);2014;11786;9234;2552;1460;1085;28;21;26.7;24.9
9484;C Manufacturing;Veluwe (CR);2015;12140;9461;2680;1482;1197;26;25;27.2;25.3
9485;C Manufacturing;Veluwe (CR);2016;12624;9791;2832;1582;1255;26;30;28.0;26.1
9486;C Manufacturing;Veluwe (CR);2017;13665;10653;3012;1612;1405;26;31;28.5;26.6
9487;C Manufacturing;Veluwe (CR);2018;14998;11764;3234;1701;1529;33;29;29.3;27.5
9488;C Manufacturing;Veluwe (CR);2019;15790;12343;3447;1798;1647;35;32;30.1;28.3
9489;C Manufacturing;Veluwe (CR);2020;15464;11981;3483;1862;1675;35;88;30.5;28.5
9490;C Manufacturing;Veluwe (CR);2021;16516;12826;3689;1928;1803;38;79;30.8;28.7
9491;C Manufacturing;Veluwe (CR);2022;19630;15699;3932;2022;1915;43;49;31.5;29.2
9492;C Manufacturing;Achterhoek (CR);1995;4008;2651;1357;778;575;12;9;27.5;26.0
9493;C Manufacturing;Achterhoek (CR);1996;4127;2758;1369;784;584;11;10;27.1;25.7
9494;C Manufacturing;Achterhoek (CR);1997;4557;3130;1427;803;630;9;14;27.4;25.8
9495;C Manufacturing;Achterhoek (CR);1998;4682;3180;1502;839;672;9;17;27.6;25.8
9496;C Manufacturing;Achterhoek (CR);1999;4922;3419;1503;878;631;11;18;27.4;26.0
9497;C Manufacturing;Achterhoek (CR);2000;5406;3845;1561;931;637;12;18;27.5;26.0
9498;C Manufacturing;Achterhoek (CR);2001;5637;3978;1659;947;719;14;20;27.0;25.8
9499;C Manufacturing;Achterhoek (CR);2002;5317;3678;1639;963;684;15;23;25.7;24.5
9500;C Manufacturing;Achterhoek (CR);2003;5343;3696;1647;972;681;12;18;25.3;24.1
9501;C Manufacturing;Achterhoek (CR);2004;5485;3824;1660;982;686;13;20;24.8;23.6
9502;C Manufacturing;Achterhoek (CR);2005;5854;4077;1777;1002;780;14;20;25.2;23.8
9503;C Manufacturing;Achterhoek (CR);2006;5882;4148;1734;968;773;12;19;24.0;22.6
9504;C Manufacturing;Achterhoek (CR);2007;6517;4544;1974;1039;941;13;20;24.0;22.8
9505;C Manufacturing;Achterhoek (CR);2008;6953;4961;1992;1180;820;17;24;25.0;23.9
9506;C Manufacturing;Achterhoek (CR);2009;6240;4288;1952;1192;782;20;42;23.9;22.7
9507;C Manufacturing;Achterhoek (CR);2010;6419;4600;1819;1081;748;19;30;22.7;21.5
9508;C Manufacturing;Achterhoek (CR);2011;7423;5386;2037;1151;892;20;26;23.2;22.1
9509;C Manufacturing;Achterhoek (CR);2012;7245;5302;1943;1145;799;21;21;22.5;21.4
9510;C Manufacturing;Achterhoek (CR);2013;7196;5232;1963;1151;815;16;19;22.2;21.1
9511;C Manufacturing;Achterhoek (CR);2014;7527;5435;2092;1204;888;17;17;22.4;21.2
9512;C Manufacturing;Achterhoek (CR);2015;7715;5609;2106;1203;907;16;20;22.6;21.5
9513;C Manufacturing;Achterhoek (CR);2016;8136;5888;2248;1266;993;16;26;23.2;22.0
9514;C Manufacturing;Achterhoek (CR);2017;8512;6162;2350;1288;1072;15;25;23.3;22.1
9515;C Manufacturing;Achterhoek (CR);2018;9330;6786;2544;1379;1173;17;24;24.2;23.1
9516;C Manufacturing;Achterhoek (CR);2019;9656;6959;2697;1453;1253;18;27;24.7;23.6
9517;C Manufacturing;Achterhoek (CR);2020;9569;6804;2765;1508;1316;19;79;25.0;24.0
9518;C Manufacturing;Achterhoek (CR);2021;10619;7690;2929;1570;1404;20;65;25.3;24.1
9519;C Manufacturing;Achterhoek (CR);2022;12539;9394;3144;1638;1523;22;38;25.7;24.5
9520;C Manufacturing;Arnhem/Nijmegen (CR);1995;5328;2877;2450;951;1497;14;12;28.0;26.6
9521;C Manufacturing;Arnhem/Nijmegen (CR);1996;5638;3187;2451;966;1486;14;15;28.0;26.6
9522;C Manufacturing;Arnhem/Nijmegen (CR);1997;6242;3734;2508;1002;1516;11;21;28.6;27.1
9523;C Manufacturing;Arnhem/Nijmegen (CR);1998;6200;3507;2694;1049;1658;11;24;28.7;27.1
9524;C Manufacturing;Arnhem/Nijmegen (CR);1999;6567;3803;2764;1121;1654;14;25;29.2;27.5
9525;C Manufacturing;Arnhem/Nijmegen (CR);2000;7438;4391;3047;1202;1857;15;27;29.3;27.7
9526;C Manufacturing;Arnhem/Nijmegen (CR);2001;7386;4335;3051;1213;1850;17;28;29.3;27.7
9527;C Manufacturing;Arnhem/Nijmegen (CR);2002;7218;4222;2995;1243;1767;18;33;29.2;27.5
9528;C Manufacturing;Arnhem/Nijmegen (CR);2003;7394;4393;3000;1238;1774;16;27;28.0;26.3
9529;C Manufacturing;Arnhem/Nijmegen (CR);2004;7337;4456;2881;1206;1689;15;29;26.6;24.9
9530;C Manufacturing;Arnhem/Nijmegen (CR);2005;7803;4964;2839;1162;1688;17;28;25.6;23.8
9531;C Manufacturing;Arnhem/Nijmegen (CR);2006;8556;5579;2977;1201;1789;16;30;25.4;23.8
9532;C Manufacturing;Arnhem/Nijmegen (CR);2007;8143;5272;2871;1209;1673;15;26;25.0;23.5
9533;C Manufacturing;Arnhem/Nijmegen (CR);2008;7716;5080;2636;1339;1308;17;28;24.9;23.6
9534;C Manufacturing;Arnhem/Nijmegen (CR);2009;6801;4195;2605;1284;1351;19;49;23.9;22.4
9535;C Manufacturing;Arnhem/Nijmegen (CR);2010;7184;4529;2655;1214;1457;19;36;22.7;21.2
9536;C Manufacturing;Arnhem/Nijmegen (CR);2011;7820;5057;2764;1220;1555;20;31;22.0;20.6
9537;C Manufacturing;Arnhem/Nijmegen (CR);2012;7560;5016;2544;1241;1309;19;25;21.7;20.3
9538;C Manufacturing;Arnhem/Nijmegen (CR);2013;7663;5104;2559;1273;1293;16;23;21.3;19.8
9539;C Manufacturing;Arnhem/Nijmegen (CR);2014;7731;5127;2604;1327;1282;16;21;20.8;19.3
9540;C Manufacturing;Arnhem/Nijmegen (CR);2015;8397;5461;2935;1294;1653;14;25;20.6;19.0
9541;C Manufacturing;Arnhem/Nijmegen (CR);2016;8765;5709;3056;1324;1753;13;34;20.7;19.2
9542;C Manufacturing;Arnhem/Nijmegen (CR);2017;10009;6820;3188;1457;1755;13;37;21.0;19.5
9543;C Manufacturing;Arnhem/Nijmegen (CR);2018;11689;7975;3714;1439;2302;14;40;21.8;20.3
9544;C Manufacturing;Arnhem/Nijmegen (CR);2019;12319;8368;3951;1495;2491;15;50;22.6;21.2
9545;C Manufacturing;Arnhem/Nijmegen (CR);2020;12091;8289;3802;1582;2304;16;101;23.3;21.8
9546;C Manufacturing;Arnhem/Nijmegen (CR);2021;13556;9063;4493;1664;2930;18;119;23.3;21.8
9547;C Manufacturing;Arnhem/Nijmegen (CR);2022;16165;10514;5651;1712;4012;25;97;23.8;22.2
9548;C Manufacturing;Zuidwest-Gelderland (CR);1995;1509;937;572;349;220;5;3;11.5;10.8
9549;C Manufacturing;Zuidwest-Gelderland (CR);1996;1568;966;603;355;246;5;4;11.4;10.6
9550;C Manufacturing;Zuidwest-Gelderland (CR);1997;1650;1049;601;352;250;4;5;11.5;10.6
9551;C Manufacturing;Zuidwest-Gelderland (CR);1998;1840;1161;679;382;300;4;7;11.8;10.9
9552;C Manufacturing;Zuidwest-Gelderland (CR);1999;2110;1342;768;431;339;6;8;12.4;11.6
9553;C Manufacturing;Zuidwest-Gelderland (CR);2000;2320;1519;801;454;349;6;8;12.3;11.5
9554;C Manufacturing;Zuidwest-Gelderland (CR);2001;2441;1575;865;477;390;7;9;12.7;11.9
9555;C Manufacturing;Zuidwest-Gelderland (CR);2002;2392;1545;847;488;363;8;11;12.2;11.4
9556;C Manufacturing;Zuidwest-Gelderland (CR);2003;2310;1551;759;461;300;6;8;11.1;10.3
9557;C Manufacturing;Zuidwest-Gelderland (CR);2004;2341;1561;781;460;323;6;9;10.8;10.1
9558;C Manufacturing;Zuidwest-Gelderland (CR);2005;2346;1595;751;437;315;7;8;10.4;9.5
9559;C Manufacturing;Zuidwest-Gelderland (CR);2006;2446;1655;791;434;359;6;8;10.4;9.6
9560;C Manufacturing;Zuidwest-Gelderland (CR);2007;2603;1711;891;452;442;6;8;10.4;9.7
9561;C Manufacturing;Zuidwest-Gelderland (CR);2008;3187;2138;1049;577;474;9;11;12.7;11.9
9562;C Manufacturing;Zuidwest-Gelderland (CR);2009;2559;1659;900;517;391;10;18;10.8;10.0
9563;C Manufacturing;Zuidwest-Gelderland (CR);2010;2646;1830;816;473;346;9;13;10.1;9.4
9564;C Manufacturing;Zuidwest-Gelderland (CR);2011;2827;1945;882;475;409;9;11;9.9;9.1
9565;C Manufacturing;Zuidwest-Gelderland (CR);2012;3130;2243;887;536;351;11;10;10.7;9.9
9566;C Manufacturing;Zuidwest-Gelderland (CR);2013;3121;2270;851;519;333;8;9;10.1;9.3
9567;C Manufacturing;Zuidwest-Gelderland (CR);2014;3139;2251;888;522;366;8;8;9.9;9.1
9568;C Manufacturing;Zuidwest-Gelderland (CR);2015;3212;2310;902;514;389;7;9;10.0;9.2
9569;C Manufacturing;Zuidwest-Gelderland (CR);2016;3285;2356;930;524;408;7;10;10.1;9.2
