ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
460;Total male and female;0 year;Widowed;Caribbean Netherlands;2023;
461;Total male and female;0 year;Widowed;Caribbean Netherlands;2024;
462;Total male and female;0 year;Widowed;Bonaire;2011;
463;Total male and female;0 year;Widowed;Bonaire;2012;
464;Total male and female;0 year;Widowed;Bonaire;2013;
465;Total male and female;0 year;Widowed;Bonaire;2014;
466;Total male and female;0 year;Widowed;Bonaire;2015;
467;Total male and female;0 year;Widowed;Bonaire;2016;
468;Total male and female;0 year;Widowed;Bonaire;2017;
469;Total male and female;0 year;Widowed;Bonaire;2018;
470;Total male and female;0 year;Widowed;Bonaire;2019;
471;Total male and female;0 year;Widowed;Bonaire;2020;
472;Total male and female;0 year;Widowed;Bonaire;2021;
473;Total male and female;0 year;Widowed;Bonaire;2022;
474;Total male and female;0 year;Widowed;Bonaire;2023;
475;Total male and female;0 year;Widowed;Bonaire;2024;
476;Total male and female;0 year;Widowed;St. Eustatius;2011;
477;Total male and female;0 year;Widowed;St. Eustatius;2012;
478;Total male and female;0 year;Widowed;St. Eustatius;2013;
479;Total male and female;0 year;Widowed;St. Eustatius;2014;
480;Total male and female;0 year;Widowed;St. Eustatius;2015;
481;Total male and female;0 year;Widowed;St. Eustatius;2016;
482;Total male and female;0 year;Widowed;St. Eustatius;2017;
483;Total male and female;0 year;Widowed;St. Eustatius;2018;
484;Total male and female;0 year;Widowed;St. Eustatius;2019;
485;Total male and female;0 year;Widowed;St. Eustatius;2020;
486;Total male and female;0 year;Widowed;St. Eustatius;2021;
487;Total male and female;0 year;Widowed;St. Eustatius;2022;
488;Total male and female;0 year;Widowed;St. Eustatius;2023;
489;Total male and female;0 year;Widowed;St. Eustatius;2024;
490;Total male and female;0 year;Widowed;Saba;2011;
491;Total male and female;0 year;Widowed;Saba;2012;
492;Total male and female;0 year;Widowed;Saba;2013;
493;Total male and female;0 year;Widowed;Saba;2014;
494;Total male and female;0 year;Widowed;Saba;2015;
495;Total male and female;0 year;Widowed;Saba;2016;
496;Total male and female;0 year;Widowed;Saba;2017;
497;Total male and female;0 year;Widowed;Saba;2018;
498;Total male and female;0 year;Widowed;Saba;2019;
499;Total male and female;0 year;Widowed;Saba;2020;
500;Total male and female;0 year;Widowed;Saba;2021;
501;Total male and female;0 year;Widowed;Saba;2022;
502;Total male and female;0 year;Widowed;Saba;2023;
503;Total male and female;0 year;Widowed;Saba;2024;
504;Total male and female;0 year;Divorced;Caribbean Netherlands;2011;
505;Total male and female;0 year;Divorced;Caribbean Netherlands;2012;
506;Total male and female;0 year;Divorced;Caribbean Netherlands;2013;
507;Total male and female;0 year;Divorced;Caribbean Netherlands;2014;
508;Total male and female;0 year;Divorced;Caribbean Netherlands;2015;
509;Total male and female;0 year;Divorced;Caribbean Netherlands;2016;
510;Total male and female;0 year;Divorced;Caribbean Netherlands;2017;
511;Total male and female;0 year;Divorced;Caribbean Netherlands;2018;
512;Total male and female;0 year;Divorced;Caribbean Netherlands;2019;
513;Total male and female;0 year;Divorced;Caribbean Netherlands;2020;
514;Total male and female;0 year;Divorced;Caribbean Netherlands;2021;
515;Total male and female;0 year;Divorced;Caribbean Netherlands;2022;
516;Total male and female;0 year;Divorced;Caribbean Netherlands;2023;
517;Total male and female;0 year;Divorced;Caribbean Netherlands;2024;
518;Total male and female;0 year;Divorced;Bonaire;2011;
519;Total male and female;0 year;Divorced;Bonaire;2012;
520;Total male and female;0 year;Divorced;Bonaire;2013;
521;Total male and female;0 year;Divorced;Bonaire;2014;
522;Total male and female;0 year;Divorced;Bonaire;2015;
523;Total male and female;0 year;Divorced;Bonaire;2016;
524;Total male and female;0 year;Divorced;Bonaire;2017;
525;Total male and female;0 year;Divorced;Bonaire;2018;
526;Total male and female;0 year;Divorced;Bonaire;2019;
527;Total male and female;0 year;Divorced;Bonaire;2020;
528;Total male and female;0 year;Divorced;Bonaire;2021;
529;Total male and female;0 year;Divorced;Bonaire;2022;
530;Total male and female;0 year;Divorced;Bonaire;2023;
531;Total male and female;0 year;Divorced;Bonaire;2024;
532;Total male and female;0 year;Divorced;St. Eustatius;2011;
533;Total male and female;0 year;Divorced;St. Eustatius;2012;
534;Total male and female;0 year;Divorced;St. Eustatius;2013;
535;Total male and female;0 year;Divorced;St. Eustatius;2014;
536;Total male and female;0 year;Divorced;St. Eustatius;2015;
537;Total male and female;0 year;Divorced;St. Eustatius;2016;
538;Total male and female;0 year;Divorced;St. Eustatius;2017;
539;Total male and female;0 year;Divorced;St. Eustatius;2018;
540;Total male and female;0 year;Divorced;St. Eustatius;2019;
541;Total male and female;0 year;Divorced;St. Eustatius;2020;
542;Total male and female;0 year;Divorced;St. Eustatius;2021;
543;Total male and female;0 year;Divorced;St. Eustatius;2022;
544;Total male and female;0 year;Divorced;St. Eustatius;2023;
545;Total male and female;0 year;Divorced;St. Eustatius;2024;
546;Total male and female;0 year;Divorced;Saba;2011;
547;Total male and female;0 year;Divorced;Saba;2012;
548;Total male and female;0 year;Divorced;Saba;2013;
549;Total male and female;0 year;Divorced;Saba;2014;
550;Total male and female;0 year;Divorced;Saba;2015;
551;Total male and female;0 year;Divorced;Saba;2016;
552;Total male and female;0 year;Divorced;Saba;2017;
553;Total male and female;0 year;Divorced;Saba;2018;
554;Total male and female;0 year;Divorced;Saba;2019;
555;Total male and female;0 year;Divorced;Saba;2020;
556;Total male and female;0 year;Divorced;Saba;2021;
557;Total male and female;0 year;Divorced;Saba;2022;
558;Total male and female;0 year;Divorced;Saba;2023;
559;Total male and female;0 year;Divorced;Saba;2024;
560;Total male and female;1 year;Total marital status;Caribbean Netherlands;2011;283.0
561;Total male and female;1 year;Total marital status;Caribbean Netherlands;2012;257.0
562;Total male and female;1 year;Total marital status;Caribbean Netherlands;2013;235.0
563;Total male and female;1 year;Total marital status;Caribbean Netherlands;2014;270.0
564;Total male and female;1 year;Total marital status;Caribbean Netherlands;2015;272.0
565;Total male and female;1 year;Total marital status;Caribbean Netherlands;2016;266.0
566;Total male and female;1 year;Total marital status;Caribbean Netherlands;2017;231.0
567;Total male and female;1 year;Total marital status;Caribbean Netherlands;2018;251.0
568;Total male and female;1 year;Total marital status;Caribbean Netherlands;2019;267.0
569;Total male and female;1 year;Total marital status;Caribbean Netherlands;2020;277.0
570;Total male and female;1 year;Total marital status;Caribbean Netherlands;2021;269.0
571;Total male and female;1 year;Total marital status;Caribbean Netherlands;2022;323.0
572;Total male and female;1 year;Total marital status;Caribbean Netherlands;2023;292.0
573;Total male and female;1 year;Total marital status;Caribbean Netherlands;2024;285.0
574;Total male and female;1 year;Total marital status;Bonaire;2011;217.0
575;Total male and female;1 year;Total marital status;Bonaire;2012;195.0
576;Total male and female;1 year;Total marital status;Bonaire;2013;194.0
577;Total male and female;1 year;Total marital status;Bonaire;2014;216.0
578;Total male and female;1 year;Total marital status;Bonaire;2015;213.0
579;Total male and female;1 year;Total marital status;Bonaire;2016;222.0
580;Total male and female;1 year;Total marital status;Bonaire;2017;175.0
581;Total male and female;1 year;Total marital status;Bonaire;2018;199.0
582;Total male and female;1 year;Total marital status;Bonaire;2019;208.0
583;Total male and female;1 year;Total marital status;Bonaire;2020;224.0
584;Total male and female;1 year;Total marital status;Bonaire;2021;224.0
585;Total male and female;1 year;Total marital status;Bonaire;2022;256.0
586;Total male and female;1 year;Total marital status;Bonaire;2023;238.0
587;Total male and female;1 year;Total marital status;Bonaire;2024;229.0
588;Total male and female;1 year;Total marital status;St. Eustatius;2011;43.0
589;Total male and female;1 year;Total marital status;St. Eustatius;2012;44.0
590;Total male and female;1 year;Total marital status;St. Eustatius;2013;32.0
591;Total male and female;1 year;Total marital status;St. Eustatius;2014;33.0
592;Total male and female;1 year;Total marital status;St. Eustatius;2015;42.0
593;Total male and female;1 year;Total marital status;St. Eustatius;2016;29.0
594;Total male and female;1 year;Total marital status;St. Eustatius;2017;34.0
595;Total male and female;1 year;Total marital status;St. Eustatius;2018;32.0
596;Total male and female;1 year;Total marital status;St. Eustatius;2019;32.0
597;Total male and female;1 year;Total marital status;St. Eustatius;2020;37.0
598;Total male and female;1 year;Total marital status;St. Eustatius;2021;31.0
599;Total male and female;1 year;Total marital status;St. Eustatius;2022;52.0
600;Total male and female;1 year;Total marital status;St. Eustatius;2023;39.0
601;Total male and female;1 year;Total marital status;St. Eustatius;2024;34.0
602;Total male and female;1 year;Total marital status;Saba;2011;23.0
603;Total male and female;1 year;Total marital status;Saba;2012;18.0
604;Total male and female;1 year;Total marital status;Saba;2013;9.0
605;Total male and female;1 year;Total marital status;Saba;2014;21.0
606;Total male and female;1 year;Total marital status;Saba;2015;17.0
607;Total male and female;1 year;Total marital status;Saba;2016;15.0
608;Total male and female;1 year;Total marital status;Saba;2017;22.0
609;Total male and female;1 year;Total marital status;Saba;2018;20.0
610;Total male and female;1 year;Total marital status;Saba;2019;27.0
611;Total male and female;1 year;Total marital status;Saba;2020;16.0
612;Total male and female;1 year;Total marital status;Saba;2021;14.0
613;Total male and female;1 year;Total marital status;Saba;2022;15.0
614;Total male and female;1 year;Total marital status;Saba;2023;15.0
615;Total male and female;1 year;Total marital status;Saba;2024;22.0
616;Total male and female;1 year;Never married;Caribbean Netherlands;2011;283.0
617;Total male and female;1 year;Never married;Caribbean Netherlands;2012;257.0
618;Total male and female;1 year;Never married;Caribbean Netherlands;2013;235.0
619;Total male and female;1 year;Never married;Caribbean Netherlands;2014;270.0
620;Total male and female;1 year;Never married;Caribbean Netherlands;2015;272.0
621;Total male and female;1 year;Never married;Caribbean Netherlands;2016;266.0
622;Total male and female;1 year;Never married;Caribbean Netherlands;2017;231.0
623;Total male and female;1 year;Never married;Caribbean Netherlands;2018;251.0
624;Total male and female;1 year;Never married;Caribbean Netherlands;2019;267.0
625;Total male and female;1 year;Never married;Caribbean Netherlands;2020;277.0
626;Total male and female;1 year;Never married;Caribbean Netherlands;2021;269.0
627;Total male and female;1 year;Never married;Caribbean Netherlands;2022;323.0
628;Total male and female;1 year;Never married;Caribbean Netherlands;2023;292.0
629;Total male and female;1 year;Never married;Caribbean Netherlands;2024;285.0
630;Total male and female;1 year;Never married;Bonaire;2011;217.0
631;Total male and female;1 year;Never married;Bonaire;2012;195.0
632;Total male and female;1 year;Never married;Bonaire;2013;194.0
633;Total male and female;1 year;Never married;Bonaire;2014;216.0
634;Total male and female;1 year;Never married;Bonaire;2015;213.0
635;Total male and female;1 year;Never married;Bonaire;2016;222.0
636;Total male and female;1 year;Never married;Bonaire;2017;175.0
637;Total male and female;1 year;Never married;Bonaire;2018;199.0
638;Total male and female;1 year;Never married;Bonaire;2019;208.0
639;Total male and female;1 year;Never married;Bonaire;2020;224.0
640;Total male and female;1 year;Never married;Bonaire;2021;224.0
641;Total male and female;1 year;Never married;Bonaire;2022;256.0
642;Total male and female;1 year;Never married;Bonaire;2023;238.0
643;Total male and female;1 year;Never married;Bonaire;2024;229.0
644;Total male and female;1 year;Never married;St. Eustatius;2011;43.0
645;Total male and female;1 year;Never married;St. Eustatius;2012;44.0
646;Total male and female;1 year;Never married;St. Eustatius;2013;32.0
647;Total male and female;1 year;Never married;St. Eustatius;2014;33.0
648;Total male and female;1 year;Never married;St. Eustatius;2015;42.0
649;Total male and female;1 year;Never married;St. Eustatius;2016;29.0
650;Total male and female;1 year;Never married;St. Eustatius;2017;34.0
651;Total male and female;1 year;Never married;St. Eustatius;2018;32.0
652;Total male and female;1 year;Never married;St. Eustatius;2019;32.0
653;Total male and female;1 year;Never married;St. Eustatius;2020;37.0
654;Total male and female;1 year;Never married;St. Eustatius;2021;31.0
655;Total male and female;1 year;Never married;St. Eustatius;2022;52.0
656;Total male and female;1 year;Never married;St. Eustatius;2023;39.0
657;Total male and female;1 year;Never married;St. Eustatius;2024;34.0
658;Total male and female;1 year;Never married;Saba;2011;23.0
659;Total male and female;1 year;Never married;Saba;2012;18.0
660;Total male and female;1 year;Never married;Saba;2013;9.0
661;Total male and female;1 year;Never married;Saba;2014;21.0
662;Total male and female;1 year;Never married;Saba;2015;17.0
663;Total male and female;1 year;Never married;Saba;2016;15.0
664;Total male and female;1 year;Never married;Saba;2017;22.0
665;Total male and female;1 year;Never married;Saba;2018;20.0
