ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
435;50-52 Handel;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
436;50-52 Handel;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
437;50-52 Handel;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
438;50-52 Handel;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
439;50-52 Handel;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
440;50-52 Handel;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;50-52 Handel;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
442;50-52 Handel;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
443;50-52 Handel;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
444;50-52 Handel;100-499 werknemers;1993;29.0;21.0;8.0;;;;27.0;23.0;26.0;17.0;;;;;;;;;43.0;32.0;11.0;;;34.0;41.0;;;;;;;;;;;;;;;;;42.0;1.3;1.5;330.0;395.0;1436.0;970.0;;17.0;19.0;6.0;41.0;45.0;13.0;;;;;;;;;;;;85.0;80.0;;;35.0;79.0;;;;
445;50-52 Handel;100-499 werknemers;1999;68.0;47.0;21.0;;;;47.0;45.0;50.0;37.0;;;;;;;;;136.0;100.0;36.0;73.0;63.0;90.0;93.0;3223.0;2239.0;985.0;1713.0;1510.0;47.0;;;24.0;2583.0;1861.0;722.0;1514.0;1069.0;80.0;1.5;113.0;3.5;3.6;749.0;775.0;1661.0;833.0;35.0;50.0;49.0;14.0;45.0;43.0;12.0;33.0;;;;;40.0;;;;;;96.0;95.0;;;76.0;85.0;28.0;26.0;62.0;68.0
446;50-52 Handel;100-499 werknemers;2005;43.0;32.0;11.0;6.0;35.0;2.0;32.0;30.0;36.0;20.0;24.0;33.0;14.0;37.0;24.0;27.0;36.0;16.0;;;;;;;;1438.0;1054.0;385.0;513.0;925.0;33.0;32.0;36.0;;;;;;;;;105.0;2.0;2.1;732.0;793.0;2439.0;;73.0;56.0;42.0;8.0;53.0;40.0;7.0;26.0;;;;;24.0;;;;;;95.0;95.0;59.0;89.0;50.0;66.0;21.0;20.0;38.0;58.0
447;50-52 Handel;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
448;50-52 Handel;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;50-52 Handel;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
450;50-52 Handel;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
451;50-52 Handel;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
452;50-52 Handel;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
453;50-52 Handel;500 en meer werknemers;1993;67.0;24.0;43.0;;;;30.0;30.0;26.0;34.0;;;;;;;;;85.0;36.0;49.0;;;39.0;39.0;;;;;;;;;;;;;;;;;63.0;1.8;1.8;287.0;287.0;941.0;743.0;;30.0;23.0;10.0;48.0;37.0;16.0;;;;;;;;;;;;100.0;100.0;;;62.0;80.0;;;;
454;50-52 Handel;500 en meer werknemers;1999;95.0;41.0;54.0;;;;34.0;34.0;35.0;33.0;;;;;;;;;160.0;72.0;88.0;103.0;57.0;57.0;57.0;5005.0;2008.0;2998.0;2997.0;2008.0;53.0;;;31.0;3465.0;1536.0;1929.0;2224.0;1241.0;69.0;1.2;113.0;2.7;2.7;401.0;401.0;1190.0;705.0;22.0;44.0;59.0;9.0;39.0;53.0;8.0;38.0;;;;;70.0;;;;;;100.0;100.0;;;89.0;88.0;33.0;25.0;62.0;81.0
455;50-52 Handel;500 en meer werknemers;2005;107.0;51.0;56.0;39.0;62.0;6.0;31.0;31.0;33.0;29.0;24.0;37.0;31.0;34.0;29.0;24.0;38.0;31.0;;;;;;;;2859.0;1385.0;1475.0;2041.0;818.0;27.0;27.0;27.0;;;;;;;;;124.0;1.8;1.8;354.0;360.0;1157.0;;43.0;58.0;56.0;9.0;47.0;46.0;7.0;20.0;;;;;37.0;;;;;;98.0;95.0;78.0;84.0;58.0;69.0;26.0;16.0;45.0;57.0
456;50-52 Handel;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
457;50-52 Handel;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
458;50-52 Handel;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
459;50-52 Handel;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;50-52 Handel;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
461;50-52 Handel;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
462;50 Autohandel en -reparatie;Totaal bedrijfsgrootte;1993;19.0;17.0;2.0;;;;43.0;31.0;32.0;27.0;;;;;;;;;38.0;34.0;4.0;;;61.0;84.0;;;;;;;;;;;;;;;;;33.0;3.3;4.5;534.0;736.0;1725.0;878.0;;11.0;16.0;6.0;34.0;48.0;18.0;;;;;;;;;;;;70.0;64.0;;;23.0;62.0;;;;
463;50 Autohandel en -reparatie;Totaal bedrijfsgrootte;1999;41.0;36.0;5.0;;;;55.0;53.0;56.0;40.0;;;;;;;;;89.0;81.0;8.0;20.0;69.0;115.0;118.0;1991.0;1813.0;177.0;373.0;1617.0;48.0;;;22.0;1585.0;1474.0;111.0;328.0;1257.0;80.0;1.2;62.0;2.6;2.7;799.0;826.0;1500.0;697.0;31.0;20.0;35.0;7.0;33.0;56.0;11.0;61.0;58.0;3.0;1.0;5.0;38.0;27.0;2.0;18.0;2.0;1.0;92.0;92.0;;;61.0;63.0;15.0;15.0;41.0;50.0
464;50 Autohandel en -reparatie;Totaal bedrijfsgrootte;2005;36.0;31.0;4.0;8.0;25.0;2.0;45.0;40.0;43.0;25.0;44.0;41.0;25.0;48.0;30.0;50.0;46.0;29.0;;;;;;;;1352.0;1257.0;95.0;90.0;1262.0;38.0;40.0;22.0;;;;;;;;;67.0;2.3;2.6;740.0;841.0;1868.0;;49.0;35.0;31.0;1.0;52.0;47.0;1.0;51.0;;;;;27.0;;;;;;75.0;72.0;8.0;72.0;28.0;37.0;3.0;7.0;17.0;28.0
465;50 Autohandel en -reparatie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466;50 Autohandel en -reparatie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;50 Autohandel en -reparatie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;50 Autohandel en -reparatie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;50 Autohandel en -reparatie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
470;50 Autohandel en -reparatie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
471;50 Autohandel en -reparatie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
472;50 Autohandel en -reparatie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
473;50 Autohandel en -reparatie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
474;50 Autohandel en -reparatie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
475;50 Autohandel en -reparatie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;50 Autohandel en -reparatie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
477;50 Autohandel en -reparatie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
478;50 Autohandel en -reparatie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
479;50 Autohandel en -reparatie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
480;50 Autohandel en -reparatie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
481;50 Autohandel en -reparatie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482;50 Autohandel en -reparatie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483;50 Autohandel en -reparatie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484;50 Autohandel en -reparatie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;50 Autohandel en -reparatie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
486;50 Autohandel en -reparatie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487;50 Autohandel en -reparatie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
488;50 Autohandel en -reparatie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489;50 Autohandel en -reparatie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
490;50 Autohandel en -reparatie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491;50 Autohandel en -reparatie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
492;50 Autohandel en -reparatie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
493;50 Autohandel en -reparatie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
494;50 Autohandel en -reparatie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
495;51 Groothandel;Totaal bedrijfsgrootte;1993;47.0;36.0;11.0;;;;28.0;18.0;19.0;17.0;;;;;;;;;69.0;52.0;17.0;;;27.0;42.0;;;;;;;;;;;;;;;;;82.0;1.0;1.4;321.0;494.0;1773.0;1188.0;;41.0;33.0;9.0;50.0;40.0;11.0;;;;;;;;;;;;56.0;44.0;;;22.0;56.0;;;;
496;51 Groothandel;Totaal bedrijfsgrootte;1999;123.0;97.0;26.0;;;;44.0;39.0;42.0;30.0;;;;;;;;;251.0;202.0;50.0;133.0;119.0;80.0;89.0;6138.0;4909.0;1229.0;2926.0;3212.0;50.0;;;24.0;4557.0;3698.0;859.0;2585.0;1972.0;74.0;0.9;228.0;2.1;2.4;725.0;808.0;1852.0;905.0;37.0;108.0;88.0;31.0;48.0;39.0;14.0;21.0;18.0;1.0;0.0;1.0;29.0;13.0;3.0;17.0;0.0;0.0;85.0;79.0;;;51.0;63.0;11.0;14.0;41.0;54.0
497;51 Groothandel;Totaal bedrijfsgrootte;2005;90.0;67.0;23.0;8.0;77.0;5.0;32.0;26.0;27.0;25.0;22.0;29.0;12.0;33.0;30.0;27.0;35.0;16.0;;;;;;;;2433.0;1818.0;615.0;870.0;1563.0;27.0;27.0;27.0;;;;;;;;;212.0;1.4;1.7;624.0;755.0;2360.0;;87.0;117.0;83.0;12.0;55.0;39.0;6.0;12.0;;;;;10.0;;;;;;70.0;66.0;25.0;63.0;23.0;42.0;9.0;6.0;18.0;38.0
498;51 Groothandel;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
499;51 Groothandel;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;51 Groothandel;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;51 Groothandel;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;51 Groothandel;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;51 Groothandel;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
504;51 Groothandel;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
505;51 Groothandel;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
506;51 Groothandel;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
507;51 Groothandel;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;51 Groothandel;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
509;51 Groothandel;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;51 Groothandel;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;51 Groothandel;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;51 Groothandel;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;51 Groothandel;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;51 Groothandel;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;51 Groothandel;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;51 Groothandel;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
517;51 Groothandel;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;51 Groothandel;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;51 Groothandel;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;51 Groothandel;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;51 Groothandel;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
522;51 Groothandel;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;51 Groothandel;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;51 Groothandel;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;51 Groothandel;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;51 Groothandel;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
527;51 Groothandel;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
528;52 Detailhandel;Totaal bedrijfsgrootte;1993;78.0;27.0;51.0;;;;29.0;23.0;20.0;24.0;;;;;;;;;92.0;35.0;57.0;;;27.0;34.0;;;;;;;;;;;;;;;;;52.0;1.1;1.4;152.0;192.0;672.0;572.0;;26.0;20.0;7.0;50.0;38.0;13.0;;;;;;;;;;;;46.0;38.0;;;16.0;30.0;;;;
529;52 Detailhandel;Totaal bedrijfsgrootte;1999;140.0;58.0;82.0;;;;36.0;32.0;36.0;30.0;;;;;;;;;227.0;99.0;128.0;127.0;101.0;53.0;58.0;6691.0;2612.0;4079.0;3357.0;3334.0;48.0;;;29.0;4379.0;1945.0;2434.0;2430.0;1949.0;65.0;1.0;135.0;2.3;2.6;312.0;346.0;966.0;594.0;20.0;56.0;71.0;8.0;41.0;53.0;6.0;24.0;20.0;2.0;1.0;0.0;23.0;10.0;3.0;8.0;3.0;2.0;84.0;70.0;;;55.0;50.0;15.0;12.0;29.0;40.0
530;52 Detailhandel;Totaal bedrijfsgrootte;2005;115.0;47.0;69.0;44.0;66.0;5.0;28.0;24.0;26.0;23.0;19.0;29.0;19.0;30.0;27.0;22.0;35.0;23.0;;;;;;;;3195.0;1391.0;1804.0;2118.0;1078.0;28.0;30.0;26.0;;;;;;;;;112.0;1.4;1.7;233.0;270.0;971.0;;35.0;52.0;52.0;8.0;47.0;46.0;7.0;16.0;;;;;12.0;;;;;;62.0;57.0;19.0;52.0;27.0;34.0;5.0;11.0;17.0;26.0
531;52 Detailhandel;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532;52 Detailhandel;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;52 Detailhandel;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;52 Detailhandel;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
535;52 Detailhandel;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
536;52 Detailhandel;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
