ID;CommodityFlows;OriginDestinationLoadingUnloading;ContinentsAndCountryGroups;CommodityGroups;TransportModes;Containerization;Periods;Estimate_1;LowerBound95ConfidenceInterval_2;UpperBound95ConfidenceInterval_3;ConfidenceInterval_4;ShareInCommodityFlow_5;GrowthIndication_6;Estimate_7;LowerBound95ConfidenceInterval_8;UpperBound95ConfidenceInterval_9;ConfidenceInterval_10;ShareInCommodityFlow_11;GrowthIndication_12
8713;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2016;56880.0;42673.0;71088.0;25.0;0.0;5.0;909523.0;832836.0;986211.0;8.0;0.0;5.0
8714;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2017;82384.0;63788.0;100981.0;23.0;0.0;5.0;1051819.0;974132.0;1129506.0;7.0;0.0;5.0
8715;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2018;8394.0;7459.0;9329.0;11.0;0.0;1.0;1030149.0;951727.0;1108571.0;8.0;0.0;9.0
8716;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2019;161473.0;161428.0;161519.0;0.0;0.0;5.0;1030772.0;1024681.0;1036863.0;1.0;0.0;9.0
8717;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2020;46094.0;44519.0;47669.0;3.0;0.0;1.0;290787.0;161681.0;419892.0;44.0;0.0;1.0
8718;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2021;117933.0;73653.0;162213.0;38.0;0.0;5.0;569008.0;387097.0;750920.0;32.0;0.0;5.0
8719;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2022;132617.0;30301.0;234933.0;77.0;0.0;9.0;809711.0;186810.0;1432611.0;77.0;0.0;9.0
8720;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Inland shipping;Non-containerized goods;2023;116490.0;74041.0;158939.0;36.0;0.0;9.0;647886.0;421657.0;874115.0;35.0;0.0;9.0
8721;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2007;84957.0;65393.0;104521.0;23.0;0.0;;1294746.0;1190902.0;1398591.0;8.0;0.0;
8722;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2008;113075.0;88825.0;137324.0;21.0;0.0;5.0;934834.0;866637.0;1003031.0;7.0;0.0;1.0
8723;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2009;80632.0;60599.0;100664.0;25.0;0.0;1.0;1139787.0;1034548.0;1245026.0;9.0;0.0;5.0
8724;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2010;33762.0;25862.0;41663.0;23.0;0.0;1.0;388143.0;351157.0;425129.0;10.0;0.0;1.0
8725;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2011;43419.0;37030.0;49809.0;15.0;0.0;5.0;379350.0;336724.0;421975.0;11.0;0.0;9.0
8726;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2012;39889.0;31254.0;48523.0;22.0;0.0;9.0;537447.0;494726.0;580168.0;8.0;0.0;5.0
8727;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2013;74344.0;58190.0;90498.0;22.0;0.0;5.0;866514.0;791246.0;941783.0;9.0;0.0;5.0
8728;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2014;48778.0;39101.0;58456.0;20.0;0.0;1.0;578729.0;530305.0;627154.0;8.0;0.0;1.0
8729;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2015;50715.0;40944.0;60487.0;19.0;0.0;9.0;562538.0;522142.0;602933.0;7.0;0.0;9.0
8730;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2016;35074.0;29088.0;41059.0;17.0;0.0;1.0;388723.0;355780.0;421665.0;8.0;0.0;1.0
8731;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2017;40431.0;33353.0;47508.0;18.0;0.0;9.0;484240.0;449496.0;518983.0;7.0;0.0;5.0
8732;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2018;19999.0;18335.0;21664.0;8.0;0.0;1.0;268937.0;242760.0;295114.0;10.0;0.0;1.0
8733;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2019;13095.0;12607.0;13583.0;4.0;0.0;1.0;118144.0;0.0;462465.0;;0.0;9.0
8734;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2020;28604.0;27034.0;30174.0;5.0;0.0;5.0;253485.0;209078.0;297891.0;18.0;0.0;9.0
8735;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2021;15520.0;10950.0;20091.0;29.0;0.0;1.0;111643.0;83444.0;139842.0;25.0;0.0;1.0
8736;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2022;73217.0;59502.0;86931.0;19.0;0.0;5.0;209988.0;170273.0;249702.0;19.0;0.0;5.0
8737;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Total;2023;12103.0;10219.0;13986.0;16.0;0.0;1.0;41008.0;30281.0;51735.0;26.0;0.0;1.0
8738;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2007;1322.0;975.0;1670.0;26.0;0.0;;21696.0;19896.0;23497.0;8.0;0.0;
8739;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2008;8552.0;6018.0;11086.0;30.0;0.0;5.0;70362.0;63323.0;77402.0;10.0;0.0;5.0
8740;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2009;1470.0;1053.0;1887.0;28.0;0.0;1.0;20950.0;18819.0;23081.0;10.0;0.0;1.0
8741;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2010;4.0;0.0;8.0;;0.0;1.0;24.0;0.0;49.0;;0.0;1.0
8742;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2011;351.0;285.0;417.0;19.0;0.0;5.0;3355.0;2722.0;3988.0;19.0;0.0;5.0
8743;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8744;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8745;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2014;224.0;202.0;245.0;10.0;0.0;;2118.0;1913.0;2324.0;10.0;0.0;
8746;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2015;6472.0;4543.0;8402.0;30.0;0.0;5.0;70502.0;63273.0;77731.0;10.0;0.0;5.0
8747;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8748;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2017;158.0;89.0;227.0;44.0;0.0;;2480.0;2205.0;2755.0;11.0;0.0;
8749;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2018;1046.0;637.0;1455.0;39.0;0.0;5.0;10527.0;7042.0;14012.0;33.0;0.0;5.0
8750;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2019;1826.0;1757.0;1895.0;4.0;0.0;5.0;16359.0;8541.0;24176.0;48.0;0.0;9.0
8751;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8752;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8753;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8754;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8755;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2007;83635.0;64074.0;103196.0;23.0;0.0;;1273050.0;1169221.0;1376879.0;8.0;0.0;
8756;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2008;104523.0;80406.0;128639.0;23.0;0.0;9.0;864472.0;796639.0;932304.0;8.0;0.0;1.0
8757;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2009;79162.0;59134.0;99190.0;25.0;0.0;1.0;1118837.0;1013620.0;1224054.0;9.0;0.0;5.0
8758;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2010;33759.0;25858.0;41659.0;23.0;0.0;1.0;388119.0;351133.0;425105.0;10.0;0.0;1.0
8759;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2011;43068.0;36679.0;49458.0;15.0;0.0;5.0;375995.0;333374.0;418616.0;11.0;0.0;9.0
8760;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2012;39889.0;31254.0;48523.0;22.0;0.0;9.0;537447.0;494726.0;580168.0;8.0;0.0;5.0
8761;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2013;74344.0;58190.0;90498.0;22.0;0.0;5.0;866514.0;791246.0;941783.0;9.0;0.0;5.0
8762;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2014;48555.0;38877.0;58232.0;20.0;0.0;1.0;576611.0;528187.0;625035.0;8.0;0.0;1.0
8763;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2015;44243.0;34664.0;53822.0;22.0;0.0;9.0;492036.0;452293.0;531779.0;8.0;0.0;1.0
8764;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2016;35074.0;29088.0;41059.0;17.0;0.0;1.0;388723.0;355780.0;421665.0;8.0;0.0;1.0
8765;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2017;40273.0;33195.0;47350.0;18.0;0.0;9.0;481760.0;447017.0;516502.0;7.0;0.0;5.0
8766;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2018;18953.0;17340.0;20567.0;9.0;0.0;1.0;258410.0;232466.0;284353.0;10.0;0.0;1.0
8767;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2019;11269.0;10786.0;11752.0;4.0;0.0;1.0;101785.0;0.0;446018.0;;0.0;9.0
8768;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2020;28604.0;27034.0;30174.0;5.0;0.0;5.0;253485.0;209078.0;297891.0;18.0;0.0;9.0
8769;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2021;15520.0;10950.0;20091.0;29.0;0.0;1.0;111643.0;83444.0;139842.0;25.0;0.0;1.0
8770;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2022;73217.0;59502.0;86931.0;19.0;0.0;5.0;209988.0;170273.0;249702.0;19.0;0.0;5.0
8771;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Road transport;Non-containerized goods;2023;12103.0;10219.0;13986.0;16.0;0.0;1.0;41008.0;30281.0;51735.0;26.0;0.0;1.0
8772;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2007;3272.0;2227.0;4317.0;32.0;0.0;;43310.0;39060.0;47559.0;10.0;0.0;
8773;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2008;6738.0;4704.0;8772.0;30.0;0.0;5.0;46382.0;41798.0;50967.0;10.0;0.0;9.0
8774;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2009;3819.0;2675.0;4963.0;30.0;0.0;1.0;46171.0;41471.0;50870.0;10.0;0.0;9.0
8775;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2010;483.0;422.0;544.0;13.0;0.0;1.0;5742.0;4873.0;6611.0;15.0;0.0;1.0
8776;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2011;524.0;347.0;700.0;34.0;0.0;9.0;5575.0;3393.0;7757.0;39.0;0.0;9.0
8777;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8778;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2013;3.0;2.0;4.0;38.0;0.0;;36.0;22.0;50.0;38.0;0.0;
8779;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8780;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2015;7.0;6.0;8.0;18.0;0.0;;81.0;66.0;96.0;18.0;0.0;
8781;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8782;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2017;9954.0;6900.0;13009.0;31.0;0.0;;47431.0;42703.0;52158.0;10.0;0.0;
8783;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2018;210.0;100.0;320.0;52.0;0.0;1.0;3692.0;3309.0;4074.0;10.0;0.0;1.0
8784;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2019;2681.0;2669.0;2693.0;0.0;0.0;5.0;33733.0;0.0;68677.0;;0.0;5.0
8785;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8786;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8787;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2022;2066.0;1332.0;2801.0;36.0;0.0;;6561.0;4620.0;8502.0;30.0;0.0;
8788;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Total;2023;898.0;446.0;1349.0;50.0;0.0;1.0;2315.0;1347.0;3283.0;42.0;0.0;1.0
8789;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2007;3272.0;2227.0;4317.0;32.0;0.0;;43310.0;39060.0;47559.0;10.0;0.0;
8790;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2008;6738.0;4704.0;8772.0;30.0;0.0;5.0;46382.0;41798.0;50967.0;10.0;0.0;9.0
8791;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2009;3819.0;2675.0;4963.0;30.0;0.0;1.0;46171.0;41471.0;50870.0;10.0;0.0;9.0
8792;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2010;483.0;422.0;544.0;13.0;0.0;1.0;5742.0;4873.0;6611.0;15.0;0.0;1.0
8793;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2011;497.0;321.0;673.0;35.0;0.0;9.0;5328.0;3147.0;7508.0;41.0;0.0;9.0
8794;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8795;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2013;1.0;1.0;2.0;62.0;0.0;;16.0;6.0;26.0;62.0;0.0;
8796;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8797;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2015;3.0;2.0;4.0;27.0;0.0;;40.0;29.0;51.0;27.0;0.0;
8798;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8799;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8800;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8801;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2019;2681.0;2669.0;2693.0;0.0;0.0;;33733.0;0.0;68677.0;;0.0;
8802;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8803;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8804;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8805;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8806;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8807;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8808;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8809;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8810;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2011;27.0;19.0;34.0;29.0;0.0;;247.0;166.0;329.0;33.0;0.0;
8811;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8812;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2013;2.0;1.0;3.0;46.0;0.0;;20.0;11.0;30.0;48.0;0.0;
8813;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8814;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2015;4.0;3.0;4.0;25.0;0.0;;41.0;31.0;52.0;25.0;0.0;
8815;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8816;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2017;9954.0;6900.0;13009.0;31.0;0.0;;47431.0;42703.0;52158.0;10.0;0.0;
8817;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2018;210.0;100.0;320.0;52.0;0.0;1.0;3692.0;3309.0;4074.0;10.0;0.0;1.0
8818;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8819;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8820;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8821;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2022;2066.0;1332.0;2801.0;36.0;0.0;;6561.0;4620.0;8502.0;30.0;0.0;
8822;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Rail transport;Non-containerized goods;2023;898.0;446.0;1349.0;50.0;0.0;1.0;2315.0;1347.0;3283.0;42.0;0.0;1.0
8823;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8824;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8825;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8826;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8827;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8828;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8829;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8830;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8831;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8832;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8833;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8834;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8835;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8836;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8837;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8838;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8839;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Total;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8840;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2007;;;;;;;;;;;;
8841;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2008;;;;;;;;;;;;
8842;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2009;;;;;;;;;;;;
8843;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2010;;;;;;;;;;;;
8844;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2011;;;;;;;;;;;;
8845;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2012;;;;;;;;;;;;
8846;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2013;;;;;;;;;;;;
