ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
5037;Cap. klasse NL: tot 5 000 i.e.;Eems;2007;2207;387;156;37;6;209;13;435;39;0;7;0;5;477;193;46;7;301;2207;36;4;8;1;10;2;63;3;0;4;0;3;45;5;10;1;11;91.0;97.0;78.0;88.0;91.0;97.0;78.0;88.0;152.0;62.0;89.0;4.5;15.0;769.0;1633.0;533.0
5038;Cap. klasse NL: tot 5 000 i.e.;Eems;2008;111;357;143;31;5;9;0;24;2;0;2;0;3;476;191;42;6;242;111;40;5;6;1;1;0;0;0;0;1;0;1;54;7;7;1;18;89.0;96.0;82.0;80.0;89.0;96.0;82.0;80.0;;;;;;;;
5039;Cap. klasse NL: tot 5 000 i.e.;Eems;2009;588;288;136;29;4;30;3;129;4;0;3;0;4;514;242;51;8;233;588;32;4;4;1;5;1;27;1;0;2;0;2;58;7;7;1;16;89.0;97.0;87.0;88.0;89.0;97.0;87.0;88.0;298.0;140.0;91.0;2.9;1.0;4770.0;9287.0;475.0
5040;Cap. klasse NL: tot 5 000 i.e.;Eems;2010;546;288;126;26;4;33;4;132;9;0;3;0;4;530;231;48;7;226;546;30;4;5;0;4;1;25;1;0;2;0;2;54;8;9;1;19;90.0;97.0;82.0;91.0;90.0;97.0;82.0;91.0;;;;;;;;
5041;Cap. klasse NL: tot 5 000 i.e.;Eems;2011;579;319;146;29;4;42;4;113;7;0;2;0;2;552;252;50;8;227;579;36;9;5;0;2;1;18;0;0;1;0;1;62;16;9;1;22;89.0;94.0;83.0;92.0;89.0;94.0;83.0;92.0;102.0;46.0;108.0;2.5;25.0;452.0;938.0;
5042;Cap. klasse NL: tot 5 000 i.e.;Eems;2012;593;274;120;26;4;36;2;113;5;0;3;0;6;538;236;51;7;243;593;24;3;3;0;5;0;29;1;0;2;0;3;46;5;6;1;9;91.0;98.0;88.0;90.0;91.0;98.0;88.0;90.0;100.0;;;;;;;
5043;Cap. klasse NL: tot 5 000 i.e.;Eems;2013;592;287;130;26;4;31;2;87;5;0;2;0;1;461;209;42;6;215;592;27;3;4;0;2;0;16;0;0;1;0;0;44;5;6;1;12;90.0;97.0;85.0;90.0;90.0;97.0;85.0;90.0;67.0;30.0;114.0;3.9;50.0;381.0;781.0;44.0
5044;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1981;2336;883;321;95;27;104;15;359;92;1;13;0;3;557;208;59;16;169;2336;418;128;54;22;31;6;108;37;0;9;0;1;184;43;29;12;0;66.0;79.0;50.0;24.0;53.0;60.0;43.0;21.0;131.0;41.0;112.0;4.2;21.0;362.0;1038.0;1553.0
5045;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1985;2177;827;286;94;23;98;9;260;62;1;11;0;1;480;163;49;12;190;2177;168;28;46;13;29;4;78;25;0;8;0;1;108;20;25;8;0;76.0;87.0;49.0;37.0;80.0;90.0;51.0;41.0;170.0;58.0;90.0;3.8;39.0;252.0;606.0;350.0
5046;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1990;1091;451;164;52;8;110;8;254;45;1;7;0;3;479;171;49;8;214;1091;76;9;17;4;23;3;72;12;0;4;0;1;66;7;17;3;0;81.0;92.0;63.0;50.0;83.0;95.0;67.0;51.0;159.0;57.0;;3.8;32.0;421.0;1030.0;426.0
5047;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1991;1291;594;199;67;9;110;6;221;36;1;6;0;2;464;160;51;7;223;1291;147;17;27;5;21;2;62;8;0;3;0;1;97;11;21;4;0;80.0;93.0;59.0;53.0;75.0;92.0;60.0;48.0;173.0;60.0;113.0;3.7;37.0;348.0;858.0;345.0
5048;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1992;1416;643;239;78;11;110;7;219;32;0;8;0;2;469;174;55;8;228;1416;55;7;18;3;18;2;60;7;0;5;0;1;51;7;18;3;16;89.0;97.0;67.0;68.0;91.0;97.0;78.0;71.0;;;;;;;;
5049;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1993;1437;580;213;73;9;86;9;175;39;1;11;0;1;446;173;54;7;234;1437;70;7;33;2;13;3;41;6;0;6;0;1;54;6;23;2;0;88.0;97.0;58.0;75.0;88.0;97.0;55.0;77.0;205.0;80.0;127.0;3.9;17.0;469.0;1114.0;337.0
5050;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1994;1263;673;201;71;11;79;4;174;24;1;7;0;2;597;191;63;10;376;1263;99;14;29;3;10;1;42;3;0;3;0;1;94;12;25;3;20;87.0;93.0;58.0;70.0;85.0;93.0;59.0;69.0;;;;;;;;
5051;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1995;1220;476;157;52;8;94;5;197;27;0;5;0;1;476;160;50;8;266;1220;94;13;27;4;9;1;47;3;0;2;0;1;79;10;24;3;18;80.0;92.0;49.0;49.0;80.0;92.0;48.0;48.0;234.0;81.0;147.0;3.4;25.0;248.0;575.0;341.0
5052;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1996;979;514;129;52;8;89;6;177;21;0;5;0;2;699;148;65;11;298;979;59;7;23;3;7;1;39;2;0;2;0;1;68;10;26;3;22;88.0;94.0;57.0;65.0;89.0;94.0;56.0;68.0;;;;;;;;
5053;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1997;1072;550;212;67;9;101;6;218;27;0;5;0;2;605;235;72;10;201;1072;78;23;30;4;8;1;44;3;0;3;0;1;89;20;32;4;23;86.0;91.0;56.0;60.0;86.0;89.0;56.0;54.0;136.0;53.0;137.0;4.0;41.0;281.0;688.0;154.0
5054;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1998;638;427;171;43;8;47;3;82;10;0;3;0;1;626;234;63;11;536;638;47;8;15;2;5;1;20;1;0;1;0;1;70;11;22;2;26;89.0;95.0;65.0;78.0;89.0;95.0;65.0;77.0;;;;;;;;
5055;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;1999;560;293;119;32;4;51;2;94;10;0;2;0;1;581;238;62;9;253;560;29;4;11;1;4;0;20;1;0;1;0;1;59;9;21;2;0;90.0;97.0;67.0;75.0;90.0;97.0;67.0;75.0;276.0;97.0;424.0;3.5;3.0;;;253.0
5056;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2000;792;381;152;33;5;40;2;81;8;0;2;0;1;581;250;47;7;250;792;43;9;13;2;3;0;17;1;0;1;0;0;53;10;17;2;11;89.0;93.0;62.0;70.0;89.0;94.0;62.0;67.0;;;;;;;;
5057;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2001;692;255;95;25;4;41;3;115;11;0;4;0;2;417;155;40;7;187;692;35;5;13;2;4;1;22;1;0;2;0;1;60;9;22;2;17;86.0;95.0;47.0;63.0;86.0;95.0;48.0;61.0;157.0;58.0;;3.8;;;;355.0
5058;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2002;713;351;109;34;7;42;5;154;16;0;6;0;2;482;166;49;9;252;713;35;4;11;2;4;1;30;2;0;3;0;1;53;7;17;2;13;89.0;96.0;65.0;74.0;90.0;96.0;69.0;75.0;;;;;;;;
5059;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2003;527;322;105;28;5;44;3;115;16;0;3;0;2;621;213;56;10;331;527;34;7;11;2;4;1;20;3;0;1;0;1;79;18;24;4;28;83.0;91.0;56.0;53.0;89.0;93.0;61.0;63.0;215.0;84.0;;2.9;;;;522.0
5060;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2004;858;277;108;26;4;32;3;107;10;0;5;0;1;522;223;50;8;228;858;28;4;10;2;2;1;18;1;0;2;0;1;51;8;19;3;0;90.0;96.0;62.0;63.0;90.0;96.0;62.0;58.0;;;;;;;;
5061;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2005;373;223;97;18;3;23;3;89;9;0;2;0;1;723;316;57;11;238;373;13;1;4;1;1;1;13;1;0;1;0;0;41;5;13;4;0;94.0;99.0;77.0;67.0;94.0;99.0;77.0;67.0;130.0;57.0;;;;;;
5062;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2006;466;198;71;18;3;26;3;79;8;0;5;0;1;425;153;39;7;237;466;17;2;4;1;1;1;5;1;0;4;0;1;37;5;8;1;0;91.0;97.0;79.0;80.0;91.0;97.0;79.0;80.0;;;;;;;;
5063;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2007;530;137;54;15;3;29;3;109;10;0;2;0;1;363;142;40;7;156;530;12;1;4;0;2;0;16;1;0;1;0;1;32;2;11;1;6;91.0;98.0;73.0;85.0;91.0;98.0;73.0;85.0;123.0;48.0;;;;;;302.0
5064;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2008;465;154;54;16;3;28;2;116;15;0;2;0;1;388;137;39;6;258;465;13;1;4;1;1;0;4;0;0;1;0;1;32;4;10;1;6;92.0;97.0;75.0;80.0;92.0;97.0;75.0;80.0;;;;;;;;
5065;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2009;386;78;26;7;1;17;1;70;5;0;1;0;1;466;155;39;6;216;386;6;1;1;0;1;0;11;0;0;0;0;0;37;4;8;1;8;92.0;98.0;79.0;84.0;92.0;98.0;79.0;84.0;134.0;45.0;;3.3;;;;
5066;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2010;435;124;49;13;2;18;1;69;5;0;1;0;1;362;143;37;6;172;435;13;1;4;1;1;0;11;0;0;0;0;1;37;4;11;2;7;90.0;97.0;71.0;74.0;90.0;97.0;71.0;74.0;;;;;;;;
5067;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2011;407;138;50;13;2;22;1;107;8;0;2;0;1;457;165;43;7;247;407;10;1;3;0;1;0;17;1;0;1;0;1;34;4;9;1;7;93.0;98.0;80.0;83.0;93.0;98.0;80.0;83.0;118.0;42.0;84.0;3.2;;472.0;1237.0;299.0
5068;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2012;460;148;56;14;2;21;2;87;7;0;1;0;1;329;123;30;5;197;460;17;2;3;0;1;0;15;1;0;1;0;1;37;4;8;1;15;89.0;97.0;75.0;84.0;89.0;97.0;75.0;84.0;122.0;46.0;;;;;;
5069;Cap. klasse NL: tot 5 000 i.e.;Rijn-Noord;2013;426;178;71;14;3;23;1;66;6;0;1;0;2;383;152;31;5;295;426;17;3;4;0;1;0;12;0;0;0;0;1;36;7;9;1;15;91.0;96.0;70.0;84.0;91.0;96.0;70.0;84.0;139.0;55.0;;3.5;;288.0;686.0;
5070;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1981;3387;1479;619;164;45;311;88;1115;245;4;44;1;4;529;220;59;16;171;3387;233;36;75;29;93;35;335;98;2;31;0;2;88;13;28;10;14;81.0;93.0;52.0;34.0;84.0;94.0;54.0;37.0;89.0;45.0;137.0;3.7;34.0;528.0;1134.0;995.0
5071;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1985;2923;1605;669;171;45;375;33;872;176;3;33;1;4;556;230;62;16;191;2923;256;51;80;29;112;13;261;70;1;23;0;2;89;18;28;10;26;83.0;91.0;53.0;32.0;84.0;92.0;53.0;35.0;119.0;53.0;153.0;3.8;34.0;446.0;880.0;408.0
5072;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1990;1506;892;339;84;14;146;11;450;60;1;14;1;2;583;222;56;9;214;1506;83;15;29;5;30;4;127;16;0;9;0;1;52;8;17;3;8;90.0;96.0;67.0;64.0;91.0;96.0;66.0;66.0;138.0;53.0;75.0;4.0;33.0;448.0;1051.0;584.0
5073;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1991;1243;769;305;81;12;162;12;456;54;1;17;0;2;579;231;63;9;223;1243;69;9;26;4;30;4;127;13;0;10;0;1;51;6;18;3;6;91.0;97.0;71.0;65.0;91.0;97.0;68.0;68.0;108.0;55.0;129.0;3.6;24.0;595.0;1265.0;546.0
5074;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1992;1360;765;298;84;12;136;16;523;55;1;17;0;2;549;212;60;9;228;1360;65;7;23;3;23;5;143;11;0;9;0;1;47;5;16;2;6;92.0;98.0;74.0;73.0;92.0;98.0;72.0;73.0;;;;;;;;
5075;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1993;1705;946;314;87;14;156;17;632;48;1;14;0;2;553;182;50;8;234;1705;91;11;31;4;35;9;264;6;0;7;0;1;50;6;17;2;11;90.0;97.0;65.0;70.0;90.0;97.0;64.0;70.0;168.0;52.0;115.0;3.8;27.0;391.0;1080.0;401.0
5076;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1994;1750;933;357;93;14;126;12;511;58;1;12;0;2;506;187;49;8;376;1750;103;12;30;4;10;2;81;6;1;6;0;1;45;5;14;2;10;90.0;97.0;71.0;76.0;89.0;97.0;68.0;73.0;;;;;;;;
5077;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1995;1578;987;379;87;14;116;9;436;44;1;11;0;2;581;222;52;8;266;1578;83;11;23;3;12;2;103;6;0;6;0;1;47;6;13;2;8;91.0;97.0;76.0;75.0;92.0;97.0;74.0;76.0;146.0;63.0;108.0;4.0;29.0;311.0;793.0;338.0
5078;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1996;3919;768;292;68;11;118;8;333;32;1;9;0;2;622;237;55;9;298;3919;84;13;20;3;8;2;58;4;0;4;0;1;61;9;15;3;12;88.0;95.0;72.0;66.0;89.0;96.0;71.0;72.0;;;;;;;;
5079;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1997;1449;750;293;72;12;118;21;340;35;1;10;0;1;565;217;54;9;332;1449;55;9;15;3;6;4;54;5;0;4;0;1;41;6;11;2;10;91.0;97.0;80.0;72.0;93.0;97.0;80.0;75.0;105.0;44.0;120.0;4.3;29.0;440.0;1066.0;387.0
5080;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1998;2003;1030;357;95;17;107;10;490;45;1;13;0;2;559;197;52;9;300;2003;73;8;22;3;11;2;95;3;0;6;0;1;38;4;12;2;5;92.0;98.0;77.0;76.0;93.0;98.0;76.0;82.0;;;;;;;;
5081;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;1999;1645;761;371;90;14;128;10;430;38;1;11;0;2;453;210;52;8;207;1645;51;6;22;2;7;2;90;3;0;5;0;1;30;3;12;2;5;93.0;98.0;75.0;79.0;93.0;98.0;75.0;82.0;140.0;92.0;114.0;4.2;26.0;376.0;966.0;439.0
5082;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2000;1760;1032;370;105;16;131;10;416;40;1;12;0;2;519;187;53;8;221;1760;79;8;24;3;8;2;93;3;0;6;0;1;40;4;12;2;8;92.0;98.0;78.0;74.0;92.0;98.0;77.0;80.0;;;;;;;;
5083;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2001;1620;746;273;76;11;129;12;400;39;0;12;0;2;500;183;52;7;185;1620;57;6;17;3;9;3;62;3;0;5;0;1;37;4;11;2;6;92.0;98.0;77.0;74.0;92.0;98.0;77.0;76.0;112.0;41.0;118.0;4.3;28.0;449.0;1115.0;651.0
5084;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2002;1747;767;281;82;13;114;9;386;32;0;10;0;2;430;158;46;7;154;1747;69;7;18;3;8;2;66;4;0;5;0;1;38;4;9;2;6;91.0;98.0;80.0;73.0;91.0;97.0;79.0;76.0;;;;;;;;
5085;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2003;1099;560;215;61;9;87;6;235;17;0;7;0;2;466;179;51;7;162;1099;48;5;14;2;22;3;82;3;0;4;0;2;41;4;12;2;6;91.0;98.0;78.0;74.0;91.0;98.0;76.0;75.0;166.0;64.0;122.0;3.5;18.0;350.0;849.0;392.0
5086;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2004;1229;489;191;50;7;89;6;270;22;0;9;0;3;372;145;38;5;172;1229;42;4;11;2;5;2;39;4;0;5;0;1;32;3;9;2;5;91.0;98.0;78.0;69.0;91.0;98.0;77.0;71.0;;;;;;;;
5087;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2005;1162;684;255;73;11;88;4;210;18;0;6;0;2;516;191;54;8;209;1162;50;4;13;3;6;1;28;2;0;3;0;1;39;3;10;2;8;92.0;98.0;82.0;71.0;93.0;98.0;82.0;76.0;196.0;73.0;119.0;3.6;17.0;330.0;851.0;402.0
5088;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2006;802;511;187;54;8;62;4;188;16;0;5;0;1;639;234;67;10;256;802;30;3;12;2;2;1;12;2;0;2;0;0;38;4;15;2;9;94.0;98.0;78.0;76.0;94.0;98.0;78.0;78.0;;;;;;;;
5089;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2007;967;456;163;45;7;58;4;220;16;0;7;0;1;447;161;44;7;241;967;44;5;12;1;4;1;42;3;0;4;0;0;42;5;12;1;24;90.0;97.0;73.0;81.0;90.0;97.0;74.0;80.0;226.0;81.0;115.0;3.3;13.0;389.0;1009.0;634.0
5090;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2008;760;533;226;52;8;61;4;181;12;0;4;0;1;643;273;63;10;297;760;35;4;13;1;5;1;25;1;0;2;0;0;43;5;16;2;9;94.0;98.0;75.0;83.0;93.0;98.0;75.0;83.0;;;;;;;;
5091;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2009;764;421;171;42;7;89;7;340;25;0;7;0;1;707;287;70;11;246;764;27;3;10;1;5;1;48;2;0;3;0;1;45;5;17;2;8;94.0;98.0;77.0;81.0;94.0;98.0;76.0;80.0;203.0;83.0;127.0;3.3;12.0;465.0;1097.0;710.0
5092;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2010;713;508;206;46;7;63;4;166;9;0;4;0;1;580;233;56;8;245;713;41;6;14;1;4;0;28;1;0;1;0;0;45;6;16;1;11;92.0;97.0;69.0;83.0;92.0;97.0;69.0;81.0;;;;;;;;
5093;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2011;668;426;168;40;6;60;3;175;9;0;3;0;1;566;219;54;8;241;668;33;5;10;1;4;0;25;1;0;1;0;0;43;6;13;1;11;93.0;97.0;77.0;83.0;92.0;97.0;76.0;83.0;213.0;85.0;127.0;3.3;15.0;261.0;651.0;389.0
5094;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2012;260;200;76;21;3;12;1;53;4;0;1;0;0;768;292;79;12;219;260;14;2;7;1;1;0;4;0;0;0;0;0;54;7;27;2;13;93.0;98.0;65.0;82.0;93.0;98.0;65.0;82.0;;60.0;;;;;;
5095;Cap. klasse NL: tot 5 000 i.e.;Rijn-Oost;2013;236;336;124;37;5;10;1;37;2;0;2;0;0;1426;525;155;20;210;236;16;2;6;0;1;0;4;0;0;0;0;0;70;7;24;2;6;95.0;99.0;85.0;90.0;95.0;99.0;85.0;90.0;;68.0;143.0;3.9;24.0;;;
5096;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1981;2296;1036;412;114;31;127;23;473;119;2;17;1;2;466;184;52;14;161;2296;134;23;40;21;38;9;142;48;1;12;0;1;60;9;19;9;16;85.0;93.0;63.0;40.0;87.0;94.0;65.0;34.0;190.0;81.0;154.0;3.0;24.0;380.0;845.0;1714.0
5097;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1985;2332;1260;496;150;35;171;17;729;167;2;25;1;4;525;206;64;15;190;2332;213;37;67;22;51;7;219;67;1;17;0;2;79;12;25;9;0;85.0;95.0;59.0;41.0;83.0;93.0;55.0;37.0;170.0;79.0;159.0;3.7;16.0;461.0;;395.0
5098;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1990;1584;862;263;88;15;132;13;387;52;1;12;0;3;598;196;61;11;214;1584;151;20;37;7;27;4;109;14;0;7;0;2;91;13;27;4;48;85.0;93.0;56.0;58.0;82.0;92.0;58.0;54.0;303.0;99.0;258.0;3.1;8.0;473.0;1612.0;290.0
5099;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1991;1385;850;276;80;14;85;10;266;31;1;9;0;2;595;195;56;9;223;1385;119;19;33;7;16;3;74;7;0;5;0;1;79;12;22;5;40;86.0;93.0;63.0;58.0;86.0;93.0;59.0;48.0;273.0;85.0;150.0;3.4;13.0;341.0;1005.0;249.0
5100;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1992;1380;738;233;83;14;72;9;273;34;1;7;0;2;575;184;65;11;228;1380;106;10;35;8;12;3;75;7;0;4;0;1;82;8;28;6;31;85.0;95.0;60.0;45.0;86.0;96.0;58.0;44.0;;;;;;;;
5101;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1993;1243;701;221;78;11;114;15;230;43;1;9;1;4;584;188;64;10;234;1243;70;10;27;5;36;6;63;10;0;4;0;1;53;8;22;4;15;90.0;95.0;64.0;59.0;90.0;95.0;65.0;59.0;326.0;100.0;155.0;3.2;15.0;291.0;835.0;200.0
5102;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1994;1225;643;238;91;11;107;9;251;25;1;8;0;2;484;183;66;8;326;1225;66;6;30;5;18;4;73;6;0;4;0;2;51;4;22;4;12;87.0;97.0;64.0;55.0;90.0;98.0;67.0;57.0;;;;;;;;
5103;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5104;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5105;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5106;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5107;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5108;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5109;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5110;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5111;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5112;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5113;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5114;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5115;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5116;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5117;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5118;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5119;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5120;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
5121;Cap. klasse NL: tot 5 000 i.e.;Rijn-Midden;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
