ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
7518;Europe excluding The Netherlands;5 star accommodations;Nederland;2020 4th quarter;15;23
7519;Europe excluding The Netherlands;5 star accommodations;Nederland;2020;214;379
7520;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 January;3;4
7521;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 February;3;4
7522;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 March;3;4
7523;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 1th quarter;9;13
7524;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 April;4;6
7525;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 May;9;14
7526;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 June;12;20
7527;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 2nd quarter;24;40
7528;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 July;20;38
7529;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 August;24;47
7530;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 September;24;45
7531;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 3rd quarter;69;129
7532;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 October;33;63
7533;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 November;25;45
7534;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 December;7;11
7535;Europe excluding The Netherlands;5 star accommodations;Nederland;2021 4th quarter;65;119
7536;Europe excluding The Netherlands;5 star accommodations;Nederland;2021;168;301
7537;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 January;6;11
7538;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 February;16;27
7539;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 March;28;49
7540;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 1th quarter;50;87
7541;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 April;37;71
7542;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 May;35;65
7543;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 June;33;61
7544;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 2nd quarter;105;196
7545;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 July;32;65
7546;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 August;34;68
7547;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 September;28;56
7548;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 3rd quarter;94;190
7549;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 October;34;63
7550;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 November;35;62
7551;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 December;30;55
7552;Europe excluding The Netherlands;5 star accommodations;Nederland;2022 4th quarter;98;180
7553;Europe excluding The Netherlands;5 star accommodations;Nederland;2022;347;653
7554;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 January;31;63
7555;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 February;39;75
7556;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 March;46;83
7557;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 1st quarter;115;221
7558;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 April;52;97
7559;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 May;52;103
7560;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 June;45;86
7561;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 2nd quarter;149;286
7562;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 July;84;144
7563;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 August;53;105
7564;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 September;43;81
7565;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 3rd quarter;180;330
7566;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 October;52;116
7567;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 November;43;81
7568;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 December;39;77
7569;Europe excluding The Netherlands;5 star accommodations;Nederland;2023 4th quarter;134;274
7570;Europe excluding The Netherlands;5 star accommodations;Nederland;2023;578;1111
7571;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 January;33;72
7572;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 February;38;75
7573;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 March;45;91
7574;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 1st quarter;117;238
7575;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 April;48;95
7576;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 May;48;98
7577;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 June;41;81
7578;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 2nd quarter;137;275
7579;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 July;42;85
7580;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 August;40;94
7581;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 September;39;81
7582;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 3rd quarter;121;260
7583;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 October;43;87
7584;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 November;42;79
7585;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 December;40;75
7586;Europe excluding The Netherlands;5 star accommodations;Nederland;2024 4th quarter;125;241
7587;Europe excluding The Netherlands;5 star accommodations;Nederland;2024;499;1011
7588;Europe excluding The Netherlands;5 star accommodations;Nederland;2025 January;42;83
7589;Europe excluding The Netherlands;5 star accommodations;Nederland;2025 February;41;83
7590;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 January;28;50
7591;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 February;29;51
7592;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 March;35;57
7593;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 1st quarter;92;158
7594;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 April;30;54
7595;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 May;33;56
7596;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 June;28;45
7597;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 2nd quarter;91;155
7598;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 July;24;42
7599;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 August;26;49
7600;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 September;26;43
7601;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 3rd quarter;76;134
7602;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 October;35;59
7603;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 November;36;57
7604;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 December;32;49
7605;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017 4th quarter;103;165
7606;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2017;362;612
7607;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 January;33;53
7608;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 February;35;58
7609;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 March;39;61
7610;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 1st quarter;107;173
7611;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 April;33;62
7612;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 May;39;68
7613;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 June;33;55
7614;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 2nd quarter;105;185
7615;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 July;29;49
7616;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 August;31;59
7617;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 September;31;52
7618;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 3rd quarter;92;160
7619;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 October;36;62
7620;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 November;38;63
7621;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 December;32;60
7622;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018 4th quarter;106;185
7623;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2018;409;704
7624;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 January;29;51
7625;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 February;30;52
7626;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 March;38;66
7627;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 1st quarter;97;169
7628;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 April;37;68
7629;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 May;35;61
7630;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 June;29;48
7631;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 2nd quarter;102;178
7632;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 July;27;50
7633;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 August;29;58
7634;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 September;29;51
7635;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 3rd quarter;85;158
7636;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 October;35;62
7637;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 November;35;62
7638;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 December;33;56
7639;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019 4th quarter;103;179
7640;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2019;386;684
7641;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 January;24;41
7642;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 February;26;44
7643;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 March;9;16
7644;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 1st quarter;59;101
7645;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 April;0;0
7646;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 May;0;0
7647;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 June;2;3
7648;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 2nd quarter;3;5
7649;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 July;7;13
7650;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 August;10;18
7651;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 September;6;10
7652;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 3rd quarter;24;41
7653;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 October;3;4
7654;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 November;2;3
7655;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 December;2;3
7656;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020 4th quarter;6;10
7657;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2020;92;157
7658;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 January;1;1
7659;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 February;1;1
7660;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 March;1;1
7661;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 1th quarter;3;4
7662;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 April;1;2
7663;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 May;3;5
7664;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 June;5;8
7665;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 2nd quarter;9;14
7666;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 July;8;14
7667;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 August;11;22
7668;Europe excluding The Netherlands;5 star accommodations;Amsterdam;2021 September;12;21
