ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
8721;Horsmakreel (bevroren aangevoerd);2010 september;5457.0
8722;Horsmakreel (bevroren aangevoerd);2010 oktober;15591.0
8723;Horsmakreel (bevroren aangevoerd);2010 november;18575.0
8724;Horsmakreel (bevroren aangevoerd);2010 december;19726.0
8725;Horsmakreel (bevroren aangevoerd);2010;122991.0
8726;Horsmakreel (bevroren aangevoerd);2011 januari;2645.0
8727;Horsmakreel (bevroren aangevoerd);2011 februari;19467.0
8728;Horsmakreel (bevroren aangevoerd);2011 maart;18653.0
8729;Horsmakreel (bevroren aangevoerd);2011 april;12107.0
8730;Horsmakreel (bevroren aangevoerd);2011 mei;4630.0
8731;Horsmakreel (bevroren aangevoerd);2011 juni;3132.0
8732;Horsmakreel (bevroren aangevoerd);2011 juli;3320.0
8733;Horsmakreel (bevroren aangevoerd);2011 augustus;5294.0
8734;Horsmakreel (bevroren aangevoerd);2011 september;12037.0
8735;Horsmakreel (bevroren aangevoerd);2011 oktober;7719.0
8736;Horsmakreel (bevroren aangevoerd);2011 november;12191.0
8737;Horsmakreel (bevroren aangevoerd);2011 december;12994.0
8738;Horsmakreel (bevroren aangevoerd);2011;114190.0
8739;Horsmakreel (bevroren aangevoerd);2012 januari;17004.0
8740;Horsmakreel (bevroren aangevoerd);2012 februari;17372.0
8741;Horsmakreel (bevroren aangevoerd);2012 maart;6725.0
8742;Horsmakreel (bevroren aangevoerd);2012 april;13050.0
8743;Horsmakreel (bevroren aangevoerd);2012 mei;4941.0
8744;Horsmakreel (bevroren aangevoerd);2012 juni;6626.0
8745;Horsmakreel (bevroren aangevoerd);2012 juli;4571.0
8746;Horsmakreel (bevroren aangevoerd);2012 augustus;0.0
8747;Horsmakreel (bevroren aangevoerd);2012 september;1357.0
8748;Horsmakreel (bevroren aangevoerd);2012 oktober;7566.0
8749;Horsmakreel (bevroren aangevoerd);2012 november;12248.0
8750;Horsmakreel (bevroren aangevoerd);2012 december;8090.0
8751;Horsmakreel (bevroren aangevoerd);2012;99549.0
8752;Horsmakreel (bevroren aangevoerd);2013 januari;1979.0
8753;Horsmakreel (bevroren aangevoerd);2013 februari;17713.0
8754;Horsmakreel (bevroren aangevoerd);2013 maart;6954.0
8755;Horsmakreel (bevroren aangevoerd);2013 april;442.0
8756;Horsmakreel (bevroren aangevoerd);2013 mei;9169.0
8757;Horsmakreel (bevroren aangevoerd);2013 juni;
8758;Horsmakreel (bevroren aangevoerd);2013 juli;
8759;Horsmakreel (bevroren aangevoerd);2013 augustus;0.0
8760;Horsmakreel (bevroren aangevoerd);2013 september;2924.0
8761;Horsmakreel (bevroren aangevoerd);2013 oktober;3409.0
8762;Horsmakreel (bevroren aangevoerd);2013 november;7005.0
8763;Horsmakreel (bevroren aangevoerd);2013 december;12450.0
8764;Horsmakreel (bevroren aangevoerd);2013;62045.0
8765;Horsmakreel (bevroren aangevoerd);2014 januari;2488.0
8766;Horsmakreel (bevroren aangevoerd);2014 februari;2900.0
8767;Horsmakreel (bevroren aangevoerd);2014 maart;5685.0
8768;Horsmakreel (bevroren aangevoerd);2014 april;1014.0
8769;Horsmakreel (bevroren aangevoerd);2014 mei;1662.0
8770;Horsmakreel (bevroren aangevoerd);2014 juni;1109.0
8771;Horsmakreel (bevroren aangevoerd);2014 juli;81.0
8772;Horsmakreel (bevroren aangevoerd);2014 augustus;
8773;Horsmakreel (bevroren aangevoerd);2014 september;32.0
8774;Horsmakreel (bevroren aangevoerd);2014 oktober;422.0
8775;Horsmakreel (bevroren aangevoerd);2014 november;11933.0
8776;Horsmakreel (bevroren aangevoerd);2014 december;5346.0
8777;Horsmakreel (bevroren aangevoerd);2014 ;32672.0
8778;Horsmakreel (bevroren aangevoerd);2015 januari;9297.0
8779;Horsmakreel (bevroren aangevoerd);2015 februari;22396.0
8780;Horsmakreel (bevroren aangevoerd);2015 maart;6737.0
8781;Horsmakreel (bevroren aangevoerd);2015 april;106.0
8782;Horsmakreel (bevroren aangevoerd);2015 mei;1530.0
8783;Horsmakreel (bevroren aangevoerd);2015 juni;1248.0
8784;Horsmakreel (bevroren aangevoerd);2015 juli;847.0
8785;Horsmakreel (bevroren aangevoerd);2015  augustus;24.0
8786;Horsmakreel (bevroren aangevoerd);2015 september;48.0
8787;Horsmakreel (bevroren aangevoerd);2015 oktober;1060.0
8788;Horsmakreel (bevroren aangevoerd);2015 november;7725.0
8789;Horsmakreel (bevroren aangevoerd);2015 december;6069.0
8790;Horsmakreel (bevroren aangevoerd);2015 ;57086.0
8791;Horsmakreel (bevroren aangevoerd);2016  januari;10.0
8792;Horsmakreel (bevroren aangevoerd);2016 februari;13759.0
8793;Horsmakreel (bevroren aangevoerd);2016 maart;3690.0
8794;Horsmakreel (bevroren aangevoerd);2016 april;891.0
8795;Horsmakreel (bevroren aangevoerd);2016 mei;312.0
8796;Horsmakreel (bevroren aangevoerd);2016 juni;1116.0
8797;Horsmakreel (bevroren aangevoerd);2016 juli;935.0
8798;Horsmakreel (bevroren aangevoerd);2016 augustus;1456.0
8799;Horsmakreel (bevroren aangevoerd);2016 september;16.0
8800;Horsmakreel (bevroren aangevoerd);2016 oktober;1364.0
8801;Horsmakreel (bevroren aangevoerd);2016 november;5805.0
8802;Horsmakreel (bevroren aangevoerd);2016 december;4264.0
8803;Horsmakreel (bevroren aangevoerd);2016;33619.0
8804;Horsmakreel (bevroren aangevoerd);2017 januari;1159.0
8805;Horsmakreel (bevroren aangevoerd);2017 februari;10352.0
8806;Horsmakreel (bevroren aangevoerd);2017 maart;3203.0
8807;Horsmakreel (bevroren aangevoerd);2017 april;1287.0
8808;Horsmakreel (bevroren aangevoerd);2017 mei;7836.0
8809;Horsmakreel (bevroren aangevoerd);2017 juni;3713.0
8810;Horsmakreel (bevroren aangevoerd);2017 juli;2346.0
8811;Horsmakreel (bevroren aangevoerd);2017 augustus;2281.0
8812;Horsmakreel (bevroren aangevoerd);2017 september;15.0
8813;Horsmakreel (bevroren aangevoerd);2017 oktober;2835.0
8814;Horsmakreel (bevroren aangevoerd);2017 november;5302.0
8815;Horsmakreel (bevroren aangevoerd);2017 december;2101.0
8816;Horsmakreel (bevroren aangevoerd);2017;42432.0
8817;Horsmakreel (bevroren aangevoerd);2018 januari;4927.0
8818;Horsmakreel (bevroren aangevoerd);2018 februari;13260.0
8819;Horsmakreel (bevroren aangevoerd);2018 maart;3417.0
8820;Horsmakreel (bevroren aangevoerd);2018 april;3244.0
8821;Horsmakreel (bevroren aangevoerd);2018 mei;118.0
8822;Horsmakreel (bevroren aangevoerd);2018 juni;396.0
8823;Horsmakreel (bevroren aangevoerd);2018 juli;1457.0
8824;Horsmakreel (bevroren aangevoerd);2018 augustus;46.0
8825;Horsmakreel (bevroren aangevoerd);2018 september;49.0
8826;Horsmakreel (bevroren aangevoerd);2018 oktober;5880.0
8827;Horsmakreel (bevroren aangevoerd);2018 november;3599.0
8828;Horsmakreel (bevroren aangevoerd);2018 december;1812.0
8829;Horsmakreel (bevroren aangevoerd);2018;38207.0
8830;Horsmakreel (bevroren aangevoerd);2019 januari;1071.0
8831;Horsmakreel (bevroren aangevoerd);2019 februari;11290.0
8832;Horsmakreel (bevroren aangevoerd);2019 maart;4847.0
8833;Horsmakreel (bevroren aangevoerd);2019 april ;475.0
8834;Horsmakreel (bevroren aangevoerd);2019 mei;240.0
8835;Horsmakreel (bevroren aangevoerd);2019 juni;90.0
8836;Horsmakreel (bevroren aangevoerd);2019 juli;8137.0
8837;Horsmakreel (bevroren aangevoerd);2019 augustus;998.0
8838;Horsmakreel (bevroren aangevoerd);2019 september;3996.0
8839;Horsmakreel (bevroren aangevoerd);2019 oktober;1637.0
8840;Horsmakreel (bevroren aangevoerd);2019 november;4272.0
8841;Horsmakreel (bevroren aangevoerd);2019 december;2267.0
8842;Horsmakreel (bevroren aangevoerd);2019;39319.0
8843;Horsmakreel (bevroren aangevoerd);2020 januari;809.0
8844;Horsmakreel (bevroren aangevoerd);2020 februari;5895.0
8845;Horsmakreel (bevroren aangevoerd);2020 maart;2904.0
8846;Horsmakreel (bevroren aangevoerd);2020 april;448.0
8847;Horsmakreel (bevroren aangevoerd);2020 mei;68.0
8848;Horsmakreel (bevroren aangevoerd);2020 juni;489.0
8849;Horsmakreel (bevroren aangevoerd);2020 juli;421.0
8850;Horsmakreel (bevroren aangevoerd);2020 augustus;285.0
8851;Horsmakreel (bevroren aangevoerd);2020 september;1690.0
8852;Horsmakreel (bevroren aangevoerd);2020 oktober;4003.0
8853;Horsmakreel (bevroren aangevoerd);2020 november;2834.0
8854;Horsmakreel (bevroren aangevoerd);2020 december;1465.0
8855;Horsmakreel (bevroren aangevoerd);2020;21311.0
8856;Horsmakreel (bevroren aangevoerd);2021 januari;634.0
8857;Horsmakreel (bevroren aangevoerd);2021 februari;6302.0
8858;Horsmakreel (bevroren aangevoerd);2021 maart;5861.0
8859;Horsmakreel (bevroren aangevoerd);2021 april;143.0
8860;Horsmakreel (bevroren aangevoerd);2021 mei;127.0
8861;Horsmakreel (bevroren aangevoerd);2021 juni;161.0
8862;Horsmakreel (bevroren aangevoerd);2021 juli;955.0
8863;Horsmakreel (bevroren aangevoerd);2021 augustus;2176.0
8864;Horsmakreel (bevroren aangevoerd);2021 september;6011.0
8865;Horsmakreel (bevroren aangevoerd);2021 oktober;11839.0
8866;Horsmakreel (bevroren aangevoerd);2021 november;4900.0
8867;Horsmakreel (bevroren aangevoerd);2021 december;3781.0
8868;Horsmakreel (bevroren aangevoerd);2021 ;42891.0
8869;Horsmakreel (bevroren aangevoerd);2022  januari;8632.0
8870;Horsmakreel (bevroren aangevoerd);2022 februari;4799.0
8871;Horsmakreel (bevroren aangevoerd);2022 maart;541.0
8872;Horsmakreel (bevroren aangevoerd);2022 april;411.0
8873;Horsmakreel (bevroren aangevoerd);2022 mei;81.0
8874;Horsmakreel (bevroren aangevoerd);2022 juni;348.0
8875;Horsmakreel (bevroren aangevoerd);2022 juli;327.0
8876;Horsmakreel (bevroren aangevoerd);2022 augustus;2799.0
8877;Horsmakreel (bevroren aangevoerd);2022 september;1900.0
8878;Horsmakreel (bevroren aangevoerd);2022 oktober;4696.0
8879;Horsmakreel (bevroren aangevoerd);2022 november;8262.0
8880;Horsmakreel (bevroren aangevoerd);2022 december;5403.0
8881;Horsmakreel (bevroren aangevoerd);2022;38197.0
8882;Horsmakreel (bevroren aangevoerd);2023 januari;476.0
8883;Horsmakreel (bevroren aangevoerd);2023 februari;1218.0
8884;Horsmakreel (bevroren aangevoerd);2023 maart;343.0
8885;Horsmakreel (bevroren aangevoerd);2023 april;503.0
8886;Horsmakreel (bevroren aangevoerd);2023 mei;138.0
8887;Horsmakreel (bevroren aangevoerd);2023 juni;1191.0
8888;Horsmakreel (bevroren aangevoerd);2023 juli;944.0
8889;Horsmakreel (bevroren aangevoerd);2023 augustus;551.0
8890;Horsmakreel (bevroren aangevoerd);2023 september;1241.0
8891;Horsmakreel (bevroren aangevoerd);2023 oktober;36.0
8892;Horsmakreel (bevroren aangevoerd);2023 november;6672.0
8893;Horsmakreel (bevroren aangevoerd);2023 december;7293.0
8894;Horsmakreel (bevroren aangevoerd);2023;20607.0
8895;Horsmakreel (bevroren aangevoerd);2024 januari;2766.0
8896;Horsmakreel (bevroren aangevoerd);2024 februari;1798.0
8897;Horsmakreel (bevroren aangevoerd);2024 maart;816.0
8898;Horsmakreel (bevroren aangevoerd);2024 april;1470.0
8899;Horsmakreel (bevroren aangevoerd);2024 mei;1957.0
8900;Horsmakreel (bevroren aangevoerd);2024 juni;1116.0
8901;Horsmakreel (bevroren aangevoerd);2024 juli ;658.0
8902;Horsmakreel (bevroren aangevoerd);2024 augustus;540.0
8903;Horsmakreel (bevroren aangevoerd);2024 september;25.0
8904;Horsmakreel (bevroren aangevoerd);2024 oktober;953.0
8905;Horsmakreel (bevroren aangevoerd);2024 november;1687.0
8906;Horsmakreel (bevroren aangevoerd);2024 december;986.0
8907;Horsmakreel (bevroren aangevoerd);2024 ;14772.0
8908;Horsmakreel (bevroren aangevoerd);2025 januari;2399.0
8909;Horsmakreel (bevroren aangevoerd);2025 februari;8527.0
8910;Makreel (bevroren aangevoerd);1994 januari;11736.0
8911;Makreel (bevroren aangevoerd);1994 februari;16864.0
8912;Makreel (bevroren aangevoerd);1994 maart;24176.0
8913;Makreel (bevroren aangevoerd);1994 april;17501.0
8914;Makreel (bevroren aangevoerd);1994 mei;4595.0
8915;Makreel (bevroren aangevoerd);1994 juni;2019.0
8916;Makreel (bevroren aangevoerd);1994 juli;5271.0
8917;Makreel (bevroren aangevoerd);1994 augustus;786.0
8918;Makreel (bevroren aangevoerd);1994 september;266.0
8919;Makreel (bevroren aangevoerd);1994 oktober;6434.0
8920;Makreel (bevroren aangevoerd);1994 november;7066.0
8921;Makreel (bevroren aangevoerd);1994 december;3594.0
8922;Makreel (bevroren aangevoerd);1994;100308.0
8923;Makreel (bevroren aangevoerd);1995 januari;8163.0
8924;Makreel (bevroren aangevoerd);1995 februari;14757.0
8925;Makreel (bevroren aangevoerd);1995 maart;17988.0
8926;Makreel (bevroren aangevoerd);1995 april;10039.0
8927;Makreel (bevroren aangevoerd);1995 mei;5117.0
8928;Makreel (bevroren aangevoerd);1995 juni;5630.0
8929;Makreel (bevroren aangevoerd);1995 juli;2152.0
8930;Makreel (bevroren aangevoerd);1995 augustus;503.0
8931;Makreel (bevroren aangevoerd);1995 september;560.0
8932;Makreel (bevroren aangevoerd);1995 oktober;2392.0
8933;Makreel (bevroren aangevoerd);1995 november;1566.0
8934;Makreel (bevroren aangevoerd);1995 december;1726.0
8935;Makreel (bevroren aangevoerd);1995;70593.0
8936;Makreel (bevroren aangevoerd);1996 januari;6925.0
8937;Makreel (bevroren aangevoerd);1996 februari;13796.0
8938;Makreel (bevroren aangevoerd);1996 maart;14055.0
8939;Makreel (bevroren aangevoerd);1996 april;8263.0
8940;Makreel (bevroren aangevoerd);1996 mei;3481.0
8941;Makreel (bevroren aangevoerd);1996 juni;1369.0
8942;Makreel (bevroren aangevoerd);1996 juli;69.0
8943;Makreel (bevroren aangevoerd);1996 augustus;400.0
8944;Makreel (bevroren aangevoerd);1996 september;430.0
8945;Makreel (bevroren aangevoerd);1996 oktober;882.0
8946;Makreel (bevroren aangevoerd);1996 november;2389.0
8947;Makreel (bevroren aangevoerd);1996 december;2094.0
8948;Makreel (bevroren aangevoerd);1996;54153.0
8949;Makreel (bevroren aangevoerd);1997 januari;1451.0
8950;Makreel (bevroren aangevoerd);1997 februari;16520.0
8951;Makreel (bevroren aangevoerd);1997 maart;24022.0
8952;Makreel (bevroren aangevoerd);1997 april;5967.0
8953;Makreel (bevroren aangevoerd);1997 mei;2173.0
8954;Makreel (bevroren aangevoerd);1997 juni;1330.0
8955;Makreel (bevroren aangevoerd);1997 juli;93.0
8956;Makreel (bevroren aangevoerd);1997 augustus;60.0
8957;Makreel (bevroren aangevoerd);1997 september;580.0
8958;Makreel (bevroren aangevoerd);1997 oktober;301.0
8959;Makreel (bevroren aangevoerd);1997 november;388.0
8960;Makreel (bevroren aangevoerd);1997 december;905.0
8961;Makreel (bevroren aangevoerd);1997;53790.0
8962;Makreel (bevroren aangevoerd);1998 januari;1011.0
8963;Makreel (bevroren aangevoerd);1998 februari;12947.0
8964;Makreel (bevroren aangevoerd);1998 maart;26590.0
8965;Makreel (bevroren aangevoerd);1998 april;13478.0
8966;Makreel (bevroren aangevoerd);1998 mei;5569.0
8967;Makreel (bevroren aangevoerd);1998 juni;3313.0
8968;Makreel (bevroren aangevoerd);1998 juli;267.0
8969;Makreel (bevroren aangevoerd);1998 augustus;85.0
8970;Makreel (bevroren aangevoerd);1998 september;672.0
8971;Makreel (bevroren aangevoerd);1998 oktober;1860.0
8972;Makreel (bevroren aangevoerd);1998 november;1932.0
8973;Makreel (bevroren aangevoerd);1998 december;2373.0
8974;Makreel (bevroren aangevoerd);1998;70097.0
8975;Makreel (bevroren aangevoerd);1999 januari;1152.0
8976;Makreel (bevroren aangevoerd);1999 februari;15855.0
8977;Makreel (bevroren aangevoerd);1999 maart;21053.0
8978;Makreel (bevroren aangevoerd);1999 april;5753.0
8979;Makreel (bevroren aangevoerd);1999 mei;5216.0
8980;Makreel (bevroren aangevoerd);1999 juni;3850.0
8981;Makreel (bevroren aangevoerd);1999 juli;912.0
8982;Makreel (bevroren aangevoerd);1999 augustus;266.0
8983;Makreel (bevroren aangevoerd);1999 september;71.0
8984;Makreel (bevroren aangevoerd);1999 oktober;5451.0
8985;Makreel (bevroren aangevoerd);1999 november;1941.0
8986;Makreel (bevroren aangevoerd);1999 december;2156.0
8987;Makreel (bevroren aangevoerd);1999;63676.0
8988;Makreel (bevroren aangevoerd);2000 januari;17202.0
8989;Makreel (bevroren aangevoerd);2000 februari;18800.0
8990;Makreel (bevroren aangevoerd);2000 maart;16979.0
8991;Makreel (bevroren aangevoerd);2000 april;4684.0
8992;Makreel (bevroren aangevoerd);2000 mei;1669.0
8993;Makreel (bevroren aangevoerd);2000 juni;3186.0
8994;Makreel (bevroren aangevoerd);2000 juli;2880.0
8995;Makreel (bevroren aangevoerd);2000 augustus;478.0
8996;Makreel (bevroren aangevoerd);2000 september;181.0
8997;Makreel (bevroren aangevoerd);2000 oktober;1622.0
8998;Makreel (bevroren aangevoerd);2000 november;2464.0
8999;Makreel (bevroren aangevoerd);2000 december;1189.0
9000;Makreel (bevroren aangevoerd);2000;71334.0
9001;Makreel (bevroren aangevoerd);2001 januari;13487.0
9002;Makreel (bevroren aangevoerd);2001 februari;16951.0
9003;Makreel (bevroren aangevoerd);2001 maart;16962.0
9004;Makreel (bevroren aangevoerd);2001 april;8540.0
9005;Makreel (bevroren aangevoerd);2001 mei;4606.0
9006;Makreel (bevroren aangevoerd);2001 juni;1999.0
9007;Makreel (bevroren aangevoerd);2001 juli;582.0
9008;Makreel (bevroren aangevoerd);2001 augustus;95.0
9009;Makreel (bevroren aangevoerd);2001 september;1031.0
9010;Makreel (bevroren aangevoerd);2001 oktober;205.0
9011;Makreel (bevroren aangevoerd);2001 november;4015.0
9012;Makreel (bevroren aangevoerd);2001 december;6234.0
9013;Makreel (bevroren aangevoerd);2001;74707.0
9014;Makreel (bevroren aangevoerd);2002 januari;14044.0
9015;Makreel (bevroren aangevoerd);2002 februari;22361.0
9016;Makreel (bevroren aangevoerd);2002 maart;18690.0
9017;Makreel (bevroren aangevoerd);2002 april;8370.0
9018;Makreel (bevroren aangevoerd);2002 mei;4431.0
9019;Makreel (bevroren aangevoerd);2002 juni;766.0
9020;Makreel (bevroren aangevoerd);2002 juli;735.0
9021;Makreel (bevroren aangevoerd);2002 augustus;425.0
9022;Makreel (bevroren aangevoerd);2002 september;495.0
9023;Makreel (bevroren aangevoerd);2002 oktober;3763.0
9024;Makreel (bevroren aangevoerd);2002 november;4006.0
9025;Makreel (bevroren aangevoerd);2002 december;7279.0
9026;Makreel (bevroren aangevoerd);2002;85363.0
9027;Makreel (bevroren aangevoerd);2003 januari;4601.0
9028;Makreel (bevroren aangevoerd);2003 februari;22421.0
9029;Makreel (bevroren aangevoerd);2003 maart;23510.0
9030;Makreel (bevroren aangevoerd);2003 april;7481.0
9031;Makreel (bevroren aangevoerd);2003 mei;3973.0
9032;Makreel (bevroren aangevoerd);2003 juni;499.0
9033;Makreel (bevroren aangevoerd);2003 juli;405.0
9034;Makreel (bevroren aangevoerd);2003 augustus;140.0
9035;Makreel (bevroren aangevoerd);2003 september;197.0
9036;Makreel (bevroren aangevoerd);2003 oktober;3686.0
9037;Makreel (bevroren aangevoerd);2003 november;5872.0
9038;Makreel (bevroren aangevoerd);2003 december;7677.0
9039;Makreel (bevroren aangevoerd);2003;80463.0
9040;Makreel (bevroren aangevoerd);2004 januari;10393.0
9041;Makreel (bevroren aangevoerd);2004 februari;24162.0
9042;Makreel (bevroren aangevoerd);2004 maart;15371.0
9043;Makreel (bevroren aangevoerd);2004 april;11400.0
9044;Makreel (bevroren aangevoerd);2004 mei;4095.0
9045;Makreel (bevroren aangevoerd);2004 juni;717.0
9046;Makreel (bevroren aangevoerd);2004 juli;505.0
9047;Makreel (bevroren aangevoerd);2004 augustus;155.0
9048;Makreel (bevroren aangevoerd);2004 september;154.0
9049;Makreel (bevroren aangevoerd);2004 oktober;1283.0
9050;Makreel (bevroren aangevoerd);2004 november;1230.0
9051;Makreel (bevroren aangevoerd);2004 december;294.0
9052;Makreel (bevroren aangevoerd);2004;69760.0
9053;Makreel (bevroren aangevoerd);2005 januari;1872.0
9054;Makreel (bevroren aangevoerd);2005 februari;23135.0
9055;Makreel (bevroren aangevoerd);2005 maart;14578.0
9056;Makreel (bevroren aangevoerd);2005 april;4532.0
9057;Makreel (bevroren aangevoerd);2005 mei;762.0
9058;Makreel (bevroren aangevoerd);2005 juni;188.0
9059;Makreel (bevroren aangevoerd);2005 juli;155.0
9060;Makreel (bevroren aangevoerd);2005 augustus;47.0
9061;Makreel (bevroren aangevoerd);2005 september;90.0
9062;Makreel (bevroren aangevoerd);2005 oktober;303.0
9063;Makreel (bevroren aangevoerd);2005 november;2383.0
9064;Makreel (bevroren aangevoerd);2005 december;1849.0
9065;Makreel (bevroren aangevoerd);2005;49895.0
9066;Makreel (bevroren aangevoerd);2006 januari;15964.0
9067;Makreel (bevroren aangevoerd);2006 februari;14358.0
9068;Makreel (bevroren aangevoerd);2006 maart;5344.0
9069;Makreel (bevroren aangevoerd);2006 april;3962.0
9070;Makreel (bevroren aangevoerd);2006 mei;528.0
9071;Makreel (bevroren aangevoerd);2006 juni;158.0
