ID;Mestsoorten;HoeveelheidMestEnMineralenInDeMest;Perioden;TotaalGetransporteerdMestaanbod_1;MestafvoerDoorLandbouwbedrijven_2;MestafvoerDoorMestverwerkers_3;MestaanvoerUitHetBuitenland_4;TotaalGetransporteerdeMestafzet_5;MestaanvoerDoorLandbouwbedrijven_6;MestaanvoerDoorMestverwerkers_7;MestafvoerNaarHetBuitenland_8;TotaalMesttransportsaldo_9;SaldoMesttransportMestverwerkers_10;SaldoMesttransportBuitenland_11;Balansverschil_12
1078;Champost en overige compost;Stikstof in getransporteerde mest;2012;6.0;6.0;0.0;0.0;6.3;1.1;0.0;5.2;4.9;0.0;5.2;-0.3
1079;Champost en overige compost;Stikstof in getransporteerde mest;2013;6.0;6.0;0.0;0.0;6.3;1.0;0.0;5.2;4.9;0.0;5.2;-0.3
1080;Champost en overige compost;Fosfaat in getransporteerde mest;1994;;;;;;;;;;;;
1081;Champost en overige compost;Fosfaat in getransporteerde mest;1995;;;;;;;;;;;;
1082;Champost en overige compost;Fosfaat in getransporteerde mest;1996;;;;;;;;;;;;
1083;Champost en overige compost;Fosfaat in getransporteerde mest;1997;;;;;;;;;;;;
1084;Champost en overige compost;Fosfaat in getransporteerde mest;1998;;;;;;;;;;;;
1085;Champost en overige compost;Fosfaat in getransporteerde mest;1999;;;;;;;;;;;;
1086;Champost en overige compost;Fosfaat in getransporteerde mest;2000;;;;;;;;;;;;
1087;Champost en overige compost;Fosfaat in getransporteerde mest;2001;;;;;;;;;;;;
1088;Champost en overige compost;Fosfaat in getransporteerde mest;2002;;;;;;;;;;;;
1089;Champost en overige compost;Fosfaat in getransporteerde mest;2003;;;;;;;;;;;;
1090;Champost en overige compost;Fosfaat in getransporteerde mest;2004;;;;;;;;;;;;
1091;Champost en overige compost;Fosfaat in getransporteerde mest;2005;;;;;;;;;;;;
1092;Champost en overige compost;Fosfaat in getransporteerde mest;2006;2.6;2.6;0.0;0.0;2.8;0.7;0.0;2.2;1.9;0.0;2.2;-0.3
1093;Champost en overige compost;Fosfaat in getransporteerde mest;2007;3.2;3.2;0.0;0.0;3.5;0.6;0.0;3.0;2.6;0.0;3.0;-0.3
1094;Champost en overige compost;Fosfaat in getransporteerde mest;2008;3.8;3.2;0.6;0.0;4.4;0.4;0.0;4.1;2.9;-0.5;4.1;-0.6
1095;Champost en overige compost;Fosfaat in getransporteerde mest;2009;3.4;3.0;0.3;0.0;4.3;0.6;0.0;3.7;2.4;-0.3;3.7;-1.0
1096;Champost en overige compost;Fosfaat in getransporteerde mest;2010;3.2;3.2;0.0;0.0;3.6;0.6;0.0;3.0;2.6;0.0;3.0;-0.4
1097;Champost en overige compost;Fosfaat in getransporteerde mest;2011;3.5;3.5;0.0;0.0;4.0;0.5;0.0;3.5;2.9;0.0;3.5;-0.5
1098;Champost en overige compost;Fosfaat in getransporteerde mest;2012;3.5;3.5;0.0;0.0;4.0;0.7;0.0;3.3;2.9;0.0;3.3;-0.5
1099;Champost en overige compost;Fosfaat in getransporteerde mest;2013;3.6;3.6;0.0;0.0;4.0;0.6;0.0;3.4;2.9;0.0;3.4;-0.4
1100;Champost en overige compost;Kali in getransporteerde mest;1994;;;;;;;;;;;;
1101;Champost en overige compost;Kali in getransporteerde mest;1995;;;;;;;;;;;;
1102;Champost en overige compost;Kali in getransporteerde mest;1996;;;;;;;;;;;;
1103;Champost en overige compost;Kali in getransporteerde mest;1997;;;;;;;;;;;;
1104;Champost en overige compost;Kali in getransporteerde mest;1998;;;;;;;;;;;;
1105;Champost en overige compost;Kali in getransporteerde mest;1999;;;;;;;;;;;;
1106;Champost en overige compost;Kali in getransporteerde mest;2000;;;;;;;;;;;;
1107;Champost en overige compost;Kali in getransporteerde mest;2001;;;;;;;;;;;;
1108;Champost en overige compost;Kali in getransporteerde mest;2002;;;;;;;;;;;;
1109;Champost en overige compost;Kali in getransporteerde mest;2003;;;;;;;;;;;;
1110;Champost en overige compost;Kali in getransporteerde mest;2004;;;;;;;;;;;;
1111;Champost en overige compost;Kali in getransporteerde mest;2005;;;;;;;;;;;;
1112;Champost en overige compost;Kali in getransporteerde mest;2006;5.3;5.3;0.0;0.0;5.5;1.4;0.0;4.1;3.9;0.0;4.1;-0.2
1113;Champost en overige compost;Kali in getransporteerde mest;2007;6.8;6.8;0.0;0.0;6.5;1.2;0.0;5.3;5.6;0.0;5.3;0.3
1114;Champost en overige compost;Kali in getransporteerde mest;2008;7.2;6.9;0.3;0.0;7.0;0.8;0.0;6.2;6.1;-0.3;6.2;0.2
1115;Champost en overige compost;Kali in getransporteerde mest;2009;6.6;6.4;0.2;0.0;6.5;1.3;0.0;5.2;5.1;-0.2;5.2;0.1
1116;Champost en overige compost;Kali in getransporteerde mest;2010;6.9;6.8;0.0;0.0;6.7;1.3;0.0;5.4;5.5;0.0;5.4;0.1
1117;Champost en overige compost;Kali in getransporteerde mest;2011;7.4;7.4;0.0;0.0;7.2;1.1;0.0;6.0;6.2;0.0;6.0;0.2
1118;Champost en overige compost;Kali in getransporteerde mest;2012;7.5;7.5;0.0;0.0;7.3;1.4;0.0;5.9;6.1;0.0;5.9;0.2
1119;Champost en overige compost;Kali in getransporteerde mest;2013;7.5;7.5;0.0;0.0;7.3;1.3;0.0;6.0;6.2;0.0;6.0;0.2
1120;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1121;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1122;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1123;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;1997;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1124;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1125;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1126;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1127;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1128;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1129;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1130;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1131;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1132;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2006;12.6;0.0;12.6;0.0;12.6;0.0;0.0;12.6;0.0;-12.6;12.6;0.0
1133;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2007;22.6;0.0;22.6;0.0;22.6;0.0;0.0;22.6;0.0;-22.6;22.6;0.0
1134;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2008;63.3;0.0;63.3;0.0;42.6;0.0;0.0;42.6;0.0;-63.3;42.6;20.7
1135;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2009;72.7;0.0;72.7;0.0;47.3;0.0;0.0;47.3;0.0;-72.7;47.3;25.5
1136;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2010;31.0;0.0;31.0;0.0;11.9;0.0;0.0;11.9;0.0;-31.0;11.9;19.1
1137;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2011;41.2;0.0;41.2;0.0;16.1;0.0;0.0;16.1;0.0;-41.2;16.1;25.1
1138;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2012;32.5;0.0;32.5;0.0;7.0;0.0;0.0;7.0;0.0;-32.5;7.0;25.5
1139;Overige producten van mestverwerking;Hoeveelheid getransporteerde mest;2013;32.9;0.0;32.9;0.0;8.2;0.0;0.0;8.2;0.0;-32.9;8.2;24.7
1140;Overige producten van mestverwerking;Stikstof in getransporteerde mest;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1141;Overige producten van mestverwerking;Stikstof in getransporteerde mest;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1142;Overige producten van mestverwerking;Stikstof in getransporteerde mest;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1143;Overige producten van mestverwerking;Stikstof in getransporteerde mest;1997;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1144;Overige producten van mestverwerking;Stikstof in getransporteerde mest;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1145;Overige producten van mestverwerking;Stikstof in getransporteerde mest;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1146;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1147;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1148;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1149;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1150;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1151;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1152;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2006;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;-0.1;0.1;0.0
1153;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2007;0.3;0.0;0.3;0.0;0.3;0.0;0.0;0.3;0.0;-0.3;0.3;0.0
1154;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2008;0.5;0.0;0.5;0.0;0.4;0.0;0.0;0.4;0.0;-0.5;0.4;0.2
1155;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2009;0.6;0.0;0.6;0.0;0.4;0.0;0.0;0.4;0.0;-0.6;0.4;0.2
1156;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2010;0.3;0.0;0.3;0.0;0.2;0.0;0.0;0.2;0.0;-0.3;0.2;0.2
1157;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2011;0.5;0.0;0.5;0.0;0.3;0.0;0.0;0.3;0.0;-0.5;0.3;0.2
1158;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2012;0.4;0.0;0.4;0.0;0.1;0.0;0.0;0.1;0.0;-0.4;0.1;0.3
1159;Overige producten van mestverwerking;Stikstof in getransporteerde mest;2013;0.4;0.0;0.4;0.0;0.1;0.0;0.0;0.1;0.0;-0.4;0.1;0.2
1160;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1161;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1162;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1163;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;1997;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1164;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1165;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1166;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1167;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1168;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1169;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1170;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1171;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1172;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2006;0.1;0.0;0.1;0.0;0.1;0.0;0.0;0.1;0.0;-0.1;0.1;0.0
1173;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2007;0.2;0.0;0.2;0.0;0.2;0.0;0.0;0.2;0.0;-0.2;0.2;0.0
1174;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2008;1.0;0.0;1.0;0.0;0.5;0.0;0.0;0.5;0.0;-1.0;0.5;0.5
1175;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2009;1.0;0.0;1.0;0.0;0.5;0.0;0.0;0.5;0.0;-1.0;0.5;0.5
1176;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2010;0.6;0.0;0.6;0.0;0.2;0.0;0.0;0.2;0.0;-0.6;0.2;0.4
1177;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2011;0.8;0.0;0.8;0.0;0.3;0.0;0.0;0.3;0.0;-0.8;0.3;0.5
1178;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2012;0.7;0.0;0.7;0.0;0.2;0.0;0.0;0.2;0.0;-0.7;0.2;0.6
1179;Overige producten van mestverwerking;Fosfaat in getransporteerde mest;2013;0.6;0.0;0.6;0.0;0.2;0.0;0.0;0.2;0.0;-0.6;0.2;0.5
1180;Overige producten van mestverwerking;Kali in getransporteerde mest;1994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1181;Overige producten van mestverwerking;Kali in getransporteerde mest;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1182;Overige producten van mestverwerking;Kali in getransporteerde mest;1996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1183;Overige producten van mestverwerking;Kali in getransporteerde mest;1997;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1184;Overige producten van mestverwerking;Kali in getransporteerde mest;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1185;Overige producten van mestverwerking;Kali in getransporteerde mest;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1186;Overige producten van mestverwerking;Kali in getransporteerde mest;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1187;Overige producten van mestverwerking;Kali in getransporteerde mest;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1188;Overige producten van mestverwerking;Kali in getransporteerde mest;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1189;Overige producten van mestverwerking;Kali in getransporteerde mest;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1190;Overige producten van mestverwerking;Kali in getransporteerde mest;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1191;Overige producten van mestverwerking;Kali in getransporteerde mest;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1192;Overige producten van mestverwerking;Kali in getransporteerde mest;2006;0.2;0.0;0.2;0.0;0.2;0.0;0.0;0.2;0.0;-0.2;0.2;0.0
1193;Overige producten van mestverwerking;Kali in getransporteerde mest;2007;0.2;0.0;0.2;0.0;0.2;0.0;0.0;0.2;0.0;-0.2;0.2;0.0
1194;Overige producten van mestverwerking;Kali in getransporteerde mest;2008;0.6;0.0;0.6;0.0;0.4;0.0;0.0;0.4;0.0;-0.6;0.4;0.2
1195;Overige producten van mestverwerking;Kali in getransporteerde mest;2009;0.6;0.0;0.6;0.0;0.4;0.0;0.0;0.4;0.0;-0.6;0.4;0.2
1196;Overige producten van mestverwerking;Kali in getransporteerde mest;2010;0.3;0.0;0.3;0.0;0.1;0.0;0.0;0.1;0.0;-0.3;0.1;0.2
1197;Overige producten van mestverwerking;Kali in getransporteerde mest;2011;0.3;0.0;0.3;0.0;0.1;0.0;0.0;0.1;0.0;-0.3;0.1;0.2
1198;Overige producten van mestverwerking;Kali in getransporteerde mest;2012;0.3;0.0;0.3;0.0;0.1;0.0;0.0;0.1;0.0;-0.3;0.1;0.2
1199;Overige producten van mestverwerking;Kali in getransporteerde mest;2013;0.3;0.0;0.3;0.0;0.1;0.0;0.0;0.1;0.0;-0.3;0.1;0.2
