ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
763;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2004;1020
764;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2005;1298
765;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2006;1124
766;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2007;808
767;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2008;661
768;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2009;546
769;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2010;487
770;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2011;514
771;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2012;431
772;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2013;451
773;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2014;513
774;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2015;347
775;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2016;316
776;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2017;343
777;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2018;242
778;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2019;303
779;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2020;246
780;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2021;244
781;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2022;244
782;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Italië;2023;219
783;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;1997;590
784;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;1998;688
785;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;1999;752
786;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2000;811
787;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2001;758
788;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2002;830
789;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2003;627
790;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2004;1298
791;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2005;1347
792;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2006;1201
793;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2007;901
794;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2008;854
795;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2009;789
796;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2010;641
797;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2011;923
798;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2012;788
799;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2013;693
800;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2014;686
801;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2015;581
802;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2016;523
803;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2017;499
804;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2018;424
805;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2019;451
806;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2020;353
807;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2021;365
808;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2022;232
809;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Verenigd Koninkrijk;2023;231
810;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;1997;447
811;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;1998;514
812;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;1999;489
813;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2000;497
814;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2001;460
815;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2002;513
816;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2003;404
817;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2004;574
818;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2005;663
819;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2006;553
820;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2007;635
821;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2008;483
822;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2009;377
823;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2010;394
824;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2011;356
825;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2012;204
826;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2013;343
827;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2014;272
828;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2015;316
829;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2016;257
830;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2017;382
831;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2018;310
832;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2019;328
833;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2020;416
834;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2021;397
835;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2022;320
836;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Denemarken;2023;337
837;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;1997;483
838;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;1998;506
839;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;1999;531
840;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2000;547
841;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2001;481
842;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2002;489
843;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2003;467
844;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2004;609
845;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2005;548
846;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2006;721
847;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2007;476
848;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2008;399
849;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2009;295
850;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2010;196
851;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2011;262
852;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2012;186
853;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2013;159
854;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2014;143
855;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2015;154
856;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2016;53
857;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2017;74
858;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2018;167
859;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2019;98
860;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2020;89
861;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2021;128
862;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2022;115
863;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Spanje;2023;118
864;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;1997;589
865;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;1998;591
866;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;1999;612
867;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2000;612
868;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2001;573
869;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2002;627
870;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2003;558
871;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2004;611
872;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2005;590
873;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2006;728
874;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2007;644
875;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2008;545
876;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2009;386
877;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2010;371
878;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2011;414
879;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2012;292
880;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2013;292
881;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2014;354
882;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2015;301
883;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2016;325
884;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2017;308
885;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2018;380
886;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2019;416
887;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2020;341
888;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2021;308
889;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2022;232
890;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zweden;2023;290
891;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;1997;370
892;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;1998;355
893;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;1999;290
894;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2000;269
895;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2001;251
896;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2002;276
897;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2003;302
898;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2004;323
899;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2005;278
900;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2006;180
901;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2007;200
902;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2008;111
903;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2009;84
904;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2010;66
905;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2011;116
906;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2012;148
907;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2013;117
908;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2014;91
909;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2015;132
910;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2016;96
911;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2017;58
912;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2018;149
913;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2019;60
914;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2020;47
915;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2021;52
916;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2022;60
917;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Oostenrijk;2023;75
918;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;1997;425
919;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;1998;407
920;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;1999;398
921;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2000;349
922;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2001;313
923;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2002;411
924;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2003;366
925;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2004;355
926;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2005;552
927;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2006;461
928;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2007;444
929;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2008;351
930;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2009;257
931;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2010;211
932;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2011;163
933;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2012;172
934;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2013;203
935;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2014;178
936;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2015;159
937;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2016;241
938;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2017;138
939;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2018;167
940;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2019;157
941;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2020;127
942;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2021;124
943;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2022;150
944;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Zwitserland;2023;140
945;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;1997;744
946;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;1998;685
947;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;1999;588
948;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2000;469
949;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2001;445
950;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2002;408
951;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2003;359
952;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2004;409
953;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2005;416
954;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2006;405
955;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2007;331
956;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2008;199
957;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2009;274
958;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2010;214
959;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2011;227
960;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2012;187
961;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2013;196
962;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2014;192
963;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2015;237
964;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2016;150
965;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2017;198
966;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2018;252
967;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2019;156
968;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2020;170
969;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2021;220
970;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2022;139
971;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van laden;Overige landen;2023;148
972;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;1997;59155
973;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;1998;60026
974;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;1999;64464
975;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2000;61409
976;Beroeps- en eigen vervoer;Bilateraal vervoer;Land van lossen;Totaal alle landen;2001;60565
