ID;SIC2008;Regions;Periods;InvestmentsInTangibleFixedAssets_1;Land_2;CorporateBuildings_3;NetworkInfrastructure_4;MeansOfTransport_5;ComputerHardwarePeripheralEquipment_6;MachineryAndInstallations_7;OtherTangibleFixedAssets_8
246;B-E Industry (no construction), energy;Noord-Brabant (PV);2015;2340.27;27.08;466.32;240.3;83.75;62.08;1335.5;125.25
247;B-E Industry (no construction), energy;Noord-Brabant (PV);2016;2138.12;29.56;334.77;278.39;87.74;76.04;1206.89;124.72
248;B-E Industry (no construction), energy;Noord-Brabant (PV);2017;2331.21;44.35;400.18;242.46;95.16;79.03;1309.8;160.22
249;B-E Industry (no construction), energy;Noord-Brabant (PV);2018;2569.52;64.69;543.7;225.08;90.04;77.8;1413.29;154.92
250;B-E Industry (no construction), energy;Noord-Brabant (PV);2019;3432.24;52.9;814.59;224.38;99.21;99.11;1831.9;310.17
251;B-E Industry (no construction), energy;Noord-Brabant (PV);2020;2751.37;40.73;505.31;267.7;98.56;93.85;1561.76;183.43
252;B-E Industry (no construction), energy;Noord-Brabant (PV);2021;3464.42;80.93;938.52;235.72;93.14;110.21;1681.76;324.1
253;B-E Industry (no construction), energy;Noord-Brabant (PV);2022;3602.56;63.27;962.4;411.41;106.62;118.32;1642.2;298.29
254;B-E Industry (no construction), energy;Noord-Brabant (PV);2023;3799.45;;;;;;;
255;B-E Industry (no construction), energy;Limburg (PV);2009;804.55;10.14;85.72;89.5;28.62;20.38;525.04;45.14
256;B-E Industry (no construction), energy;Limburg (PV);2010;834.99;15.06;59.68;170.83;21.68;19.24;488.98;59.51
257;B-E Industry (no construction), energy;Limburg (PV);2011;802.08;14.11;68.91;116.07;27.25;19.24;517.79;38.71
258;B-E Industry (no construction), energy;Limburg (PV);2012;1442.78;18.8;86.7;198.67;23.62;26.77;1046.91;41.3
259;B-E Industry (no construction), energy;Limburg (PV);2013;773.26;15.52;94.92;89.91;21.89;18.05;496.13;36.84
260;B-E Industry (no construction), energy;Limburg (PV);2014;848.64;14.28;80.46;127.66;21.95;21.6;530.83;51.86
261;B-E Industry (no construction), energy;Limburg (PV);2015;1078.42;20.24;95.6;183.92;29.5;18.74;689.81;40.62
262;B-E Industry (no construction), energy;Limburg (PV);2016;;;;;;;;
263;B-E Industry (no construction), energy;Limburg (PV);2017;1262.63;34.03;138.86;164.22;33.49;22.28;828.38;41.36
264;B-E Industry (no construction), energy;Limburg (PV);2018;1113.2;20.06;168.39;120.37;34.31;29.5;696.79;43.77
265;B-E Industry (no construction), energy;Limburg (PV);2019;1192.28;21.59;175.17;119.92;33.87;26.59;762.92;52.23
266;B-E Industry (no construction), energy;Limburg (PV);2020;1151.54;15.84;177.65;130.7;30.8;27.1;714.46;54.97
267;B-E Industry (no construction), energy;Limburg (PV);2021;1154.75;24.56;132.1;137.45;27.67;27.97;736.36;68.62
268;B-E Industry (no construction), energy;Limburg (PV);2022;1204.43;22.18;159.91;174.14;27.39;27.6;699.87;93.33
269;B-E Industry (no construction), energy;Limburg (PV);2023;1369.11;;;;;;;
270;B-E Industry (no construction), energy;Unclassifiable (PV);2009;1272.68;0.38;0.58;683.84;0.86;1.33;585.4;0.28
271;B-E Industry (no construction), energy;Unclassifiable (PV);2010;;;;;;;;
272;B-E Industry (no construction), energy;Unclassifiable (PV);2011;;;;;;;;
273;B-E Industry (no construction), energy;Unclassifiable (PV);2012;;;;;;;;
274;B-E Industry (no construction), energy;Unclassifiable (PV);2013;;;;;;;;
275;B-E Industry (no construction), energy;Unclassifiable (PV);2014;;;;;;;;
276;B-E Industry (no construction), energy;Unclassifiable (PV);2015;;;;;;;;
277;B-E Industry (no construction), energy;Unclassifiable (PV);2016;;;;;;;;
278;B-E Industry (no construction), energy;Unclassifiable (PV);2017;;;;;;;;
279;B-E Industry (no construction), energy;Unclassifiable (PV);2018;;;;;;;;
280;B-E Industry (no construction), energy;Unclassifiable (PV);2019;82.85;0.13;0.37;36.76;24.64;0.19;16.07;4.68
281;B-E Industry (no construction), energy;Unclassifiable (PV);2020;233.83;0.0;0.05;3.56;0.0;0.0;230.15;0.08
282;B-E Industry (no construction), energy;Unclassifiable (PV);2021;487.6;0.0;0.0;0.99;0.0;0.0;486.6;0.0
283;B-E Industry (no construction), energy;Unclassifiable (PV);2022;4.23;0.0;0.0;0.0;0.0;0.0;4.22;0.0
284;B-E Industry (no construction), energy;Unclassifiable (PV);2023;72.76;;;;;;;
285;B-F Manufacturing and energy;The Netherlands;2009;14073.01;190.53;1616.1;1896.87;996.98;361.07;8048.45;963.01
286;B-F Manufacturing and energy;The Netherlands;2010;14432.92;201.55;1298.41;2853.15;1237.86;317.52;7506.06;1018.38
287;B-F Manufacturing and energy;The Netherlands;2011;17939.51;220.01;1856.5;4862.01;1553.46;392.22;8053.63;1001.68
288;B-F Manufacturing and energy;The Netherlands;2012;16341.44;221.94;1668.06;1789.98;977.39;379.64;10476.6;827.82
289;B-F Manufacturing and energy;The Netherlands;2013;16039.41;256.31;1448.51;2300.71;1418.78;370.06;9543.14;701.91
290;B-F Manufacturing and energy;The Netherlands;2014;17916.77;193.02;2016.02;2728.46;1244.81;377.47;10529.25;827.74
291;B-F Manufacturing and energy;The Netherlands;2015;18490.0;231.11;1723.05;3629.65;1561.26;385.09;10068.96;890.88
292;B-F Manufacturing and energy;The Netherlands;2016;14628.62;237.33;1752.61;2467.17;1428.32;436.33;7540.2;766.66
293;B-F Manufacturing and energy;The Netherlands;2017;15479.76;344.13;1850.11;2448.37;1431.16;466.86;8097.42;841.72
294;B-F Manufacturing and energy;The Netherlands;2018;18572.42;458.86;2664.84;2480.68;1911.1;435.39;9672.91;948.63
295;B-F Manufacturing and energy;The Netherlands;2019;22384.76;405.38;3068.71;3912.52;3489.34;537.75;9649.54;1321.51
296;B-F Manufacturing and energy;The Netherlands;2020;19433.15;421.8;2927.23;3405.42;1830.75;456.16;9208.83;1182.0
297;B-F Manufacturing and energy;The Netherlands;2021;20329.02;452.37;3352.84;3401.86;1644.15;516.88;9610.85;1349.19
298;B-F Manufacturing and energy;The Netherlands;2022;23233.78;619.41;3608.24;4050.04;2018.12;563.47;10892.46;1480.94
299;B-F Manufacturing and energy;The Netherlands;2023;25354.64;;;;;;;
300;B-F Manufacturing and energy;Noord-Nederland (LD);2009;1591.1;14.47;155.79;283.7;96.66;32.75;927.66;80.07
301;B-F Manufacturing and energy;Noord-Nederland (LD);2010;;;;;;;;
302;B-F Manufacturing and energy;Noord-Nederland (LD);2011;2766.26;13.31;186.46;884.94;97.65;44.71;1440.88;98.33
303;B-F Manufacturing and energy;Noord-Nederland (LD);2012;;;;;;;;
304;B-F Manufacturing and energy;Noord-Nederland (LD);2013;3604.0;8.6;121.13;490.57;77.36;45.26;2783.1;77.99
305;B-F Manufacturing and energy;Noord-Nederland (LD);2014;2363.35;13.73;347.6;783.6;74.21;52.83;1024.26;67.12
306;B-F Manufacturing and energy;Noord-Nederland (LD);2015;3474.19;23.66;170.95;480.36;96.32;66.65;2533.9;102.35
307;B-F Manufacturing and energy;Noord-Nederland (LD);2016;;;;;;;;
308;B-F Manufacturing and energy;Noord-Nederland (LD);2017;;;;;;;;
309;B-F Manufacturing and energy;Noord-Nederland (LD);2018;;;;;;;;
310;B-F Manufacturing and energy;Noord-Nederland (LD);2019;;;;;;;;
311;B-F Manufacturing and energy;Noord-Nederland (LD);2020;1702.85;26.96;226.08;205.55;124.61;32.94;975.68;110.95
312;B-F Manufacturing and energy;Noord-Nederland (LD);2021;;;;;;;;
313;B-F Manufacturing and energy;Noord-Nederland (LD);2022;;;;;;;;
314;B-F Manufacturing and energy;Noord-Nederland (LD);2023;2300.23;;;;;;;
315;B-F Manufacturing and energy;Oost-Nederland (LD);2009;2446.57;54.16;388.92;205.03;224.28;69.34;1280.15;224.68
316;B-F Manufacturing and energy;Oost-Nederland (LD);2010;2722.45;35.68;337.47;426.91;158.01;63.95;1487.9;212.53
317;B-F Manufacturing and energy;Oost-Nederland (LD);2011;2759.83;49.38;520.98;570.31;226.87;82.17;1088.81;221.33
318;B-F Manufacturing and energy;Oost-Nederland (LD);2012;2692.3;63.92;328.24;445.9;210.44;78.65;1410.28;154.87
319;B-F Manufacturing and energy;Oost-Nederland (LD);2013;2331.91;69.37;302.62;539.88;187.39;79.68;1009.71;143.26
320;B-F Manufacturing and energy;Oost-Nederland (LD);2014;;;;;;;;
321;B-F Manufacturing and energy;Oost-Nederland (LD);2015;;;;;;;;
322;B-F Manufacturing and energy;Oost-Nederland (LD);2016;;;;;;;;
323;B-F Manufacturing and energy;Oost-Nederland (LD);2017;;;;;;;;
324;B-F Manufacturing and energy;Oost-Nederland (LD);2018;3995.92;127.32;570.51;945.92;393.9;100.02;1638.4;219.85
325;B-F Manufacturing and energy;Oost-Nederland (LD);2019;3858.91;100.48;620.78;1024.63;349.8;105.49;1412.22;245.5
326;B-F Manufacturing and energy;Oost-Nederland (LD);2020;;;;;;;;
327;B-F Manufacturing and energy;Oost-Nederland (LD);2021;4572.01;103.09;661.95;1109.77;376.02;121.48;1906.31;293.22
328;B-F Manufacturing and energy;Oost-Nederland (LD);2022;;;;;;;;
329;B-F Manufacturing and energy;Oost-Nederland (LD);2023;;;;;;;;
330;B-F Manufacturing and energy;West-Nederland (LD);2009;5437.2;58.16;593.61;443.43;450.34;146.42;3300.92;444.32
331;B-F Manufacturing and energy;West-Nederland (LD);2010;5891.39;106.16;496.37;777.53;696.47;121.29;3208.13;485.44
332;B-F Manufacturing and energy;West-Nederland (LD);2011;6433.27;67.92;549.2;1257.82;752.74;163.97;3178.22;463.39
333;B-F Manufacturing and energy;West-Nederland (LD);2012;6561.09;82.15;647.2;565.05;474.91;160.49;4214.18;417.11
334;B-F Manufacturing and energy;West-Nederland (LD);2013;6570.28;108.31;492.58;880.18;975.4;158.35;3646.02;309.45
335;B-F Manufacturing and energy;West-Nederland (LD);2014;9879.53;58.98;869.94;970.37;814.46;142.59;6626.9;396.3
336;B-F Manufacturing and energy;West-Nederland (LD);2015;7739.81;108.12;596.44;1647.71;933.23;130.83;3904.54;418.93
337;B-F Manufacturing and energy;West-Nederland (LD);2016;6323.22;75.56;575.56;1071.09;784.4;160.27;3348.26;308.08
338;B-F Manufacturing and energy;West-Nederland (LD);2017;6694.83;107.72;623.1;1167.11;656.93;206.87;3590.56;342.55
339;B-F Manufacturing and energy;West-Nederland (LD);2018;8326.24;181.01;961.29;1010.94;1048.53;156.5;4546.97;421.0
340;B-F Manufacturing and energy;West-Nederland (LD);2019;11149.67;173.42;1043.26;2298.01;2668.3;227.57;4167.61;571.5
341;B-F Manufacturing and energy;West-Nederland (LD);2020;8865.37;189.63;1111.21;1827.27;1049.96;182.53;4016.99;487.29
342;B-F Manufacturing and energy;West-Nederland (LD);2021;7617.24;146.43;967.86;1495.06;800.34;190.85;3542.44;473.8
343;B-F Manufacturing and energy;West-Nederland (LD);2022;10476.0;290.52;1108.07;1878.15;1114.15;197.07;5260.68;626.79
344;B-F Manufacturing and energy;West-Nederland (LD);2023;12363.31;;;;;;;
345;B-F Manufacturing and energy;Zuid-Nederland (LD);2009;3322.4;63.33;476.74;280.87;223.72;111.12;1953.27;213.36
346;B-F Manufacturing and energy;Zuid-Nederland (LD);2010;3302.16;44.23;336.12;448.42;305.78;101.54;1856.6;209.46
347;B-F Manufacturing and energy;Zuid-Nederland (LD);2011;4181.14;88.15;597.67;527.59;476.2;101.36;2171.53;218.63
348;B-F Manufacturing and energy;Zuid-Nederland (LD);2012;4539.61;53.61;469.19;403.35;189.98;102.96;3142.4;178.12
349;B-F Manufacturing and energy;Zuid-Nederland (LD);2013;3247.53;70.03;532.18;325.06;178.63;86.67;1884.12;170.84
350;B-F Manufacturing and energy;Zuid-Nederland (LD);2014;3099.23;54.83;390.71;378.63;177.32;101.65;1779.18;216.91
351;B-F Manufacturing and energy;Zuid-Nederland (LD);2015;3806.68;53.96;601.88;428.9;272.28;101.64;2158.11;189.92
352;B-F Manufacturing and energy;Zuid-Nederland (LD);2016;3711.02;74.33;586.34;450.29;261.71;123.74;2002.14;212.47
353;B-F Manufacturing and energy;Zuid-Nederland (LD);2017;4111.56;101.75;620.09;411.12;315.4;120.85;2306.95;235.41
354;B-F Manufacturing and energy;Zuid-Nederland (LD);2018;4281.74;113.91;821.16;350.41;326.36;129.87;2306.12;233.91
355;B-F Manufacturing and energy;Zuid-Nederland (LD);2019;5239.05;113.91;1126.51;347.28;313.99;149.65;2779.86;407.85
356;B-F Manufacturing and energy;Zuid-Nederland (LD);2020;4616.28;102.66;895.37;400.48;323.9;144.75;2470.97;277.95
357;B-F Manufacturing and energy;Zuid-Nederland (LD);2021;5546.6;153.9;1422.03;375.56;335.2;161.32;2641.61;456.8
358;B-F Manufacturing and energy;Zuid-Nederland (LD);2022;5753.1;145.26;1430.84;587.68;361.32;169.73;2599.89;458.16
359;B-F Manufacturing and energy;Zuid-Nederland (LD);2023;6132.93;;;;;;;
360;B-F Manufacturing and energy;Unclassifiable (LD);2009;1275.74;0.4;1.05;683.85;1.97;1.44;586.45;0.58
361;B-F Manufacturing and energy;Unclassifiable (LD);2010;;;;;;;;
362;B-F Manufacturing and energy;Unclassifiable (LD);2011;;;;;;;;
363;B-F Manufacturing and energy;Unclassifiable (LD);2012;;;;;;;;
364;B-F Manufacturing and energy;Unclassifiable (LD);2013;285.68;0.0;0.0;65.02;0.0;0.1;220.19;0.37
365;B-F Manufacturing and energy;Unclassifiable (LD);2014;;;;;;;;
366;B-F Manufacturing and energy;Unclassifiable (LD);2015;;;;;;;;
367;B-F Manufacturing and energy;Unclassifiable (LD);2016;;;;;;;;
368;B-F Manufacturing and energy;Unclassifiable (LD);2017;;;;;;;;
369;B-F Manufacturing and energy;Unclassifiable (LD);2018;;;;;;;;
370;B-F Manufacturing and energy;Unclassifiable (LD);2019;101.63;0.13;3.12;36.76;24.64;8.72;23.58;4.68
371;B-F Manufacturing and energy;Unclassifiable (LD);2020;233.83;0.0;0.05;3.56;0.0;0.0;230.15;0.08
372;B-F Manufacturing and energy;Unclassifiable (LD);2021;487.6;0.0;0.0;0.99;0.0;0.0;486.6;0.0
373;B-F Manufacturing and energy;Unclassifiable (LD);2022;4.23;0.0;0.0;0.0;0.0;0.0;4.22;0.0
374;B-F Manufacturing and energy;Unclassifiable (LD);2023;72.76;;;;;;;
375;B-F Manufacturing and energy;Groningen (PV);2009;820.76;6.49;51.17;155.05;34.53;11.22;533.27;29.02
376;B-F Manufacturing and energy;Groningen (PV);2010;957.38;5.47;43.68;341.78;25.98;9.16;471.68;59.62
377;B-F Manufacturing and energy;Groningen (PV);2011;1141.49;3.25;84.15;377.12;29.91;8.8;596.71;41.56
378;B-F Manufacturing and energy;Groningen (PV);2012;728.63;10.19;59.3;69.68;50.23;11.37;501.38;26.48
379;B-F Manufacturing and energy;Groningen (PV);2013;3026.97;3.91;64.41;441.14;21.33;29.25;2441.33;25.61
380;B-F Manufacturing and energy;Groningen (PV);2014;1383.72;3.13;160.05;719.09;20.85;35.98;425.6;19.03
381;B-F Manufacturing and energy;Groningen (PV);2015;2119.12;7.35;58.43;265.21;24.28;38.57;1693.47;31.81
382;B-F Manufacturing and energy;Groningen (PV);2016;601.92;5.1;71.57;152.87;29.84;24.76;297.45;20.33
383;B-F Manufacturing and energy;Groningen (PV);2017;589.86;6.6;46.73;133.48;41.63;21.36;325.08;14.99
384;B-F Manufacturing and energy;Groningen (PV);2018;657.78;5.85;73.39;91.48;37.83;15.33;413.54;20.36
385;B-F Manufacturing and energy;Groningen (PV);2019;;;;;;;;
386;B-F Manufacturing and energy;Groningen (PV);2020;704.16;4.24;59.01;131.6;33.64;12.75;420.97;41.94
387;B-F Manufacturing and energy;Groningen (PV);2021;;;;;;;;
388;B-F Manufacturing and energy;Groningen (PV);2022;;;;;;;;
389;B-F Manufacturing and energy;Groningen (PV);2023;966.97;;;;;;;
390;B-F Manufacturing and energy;Fryslân (PV);2009;439.99;5.18;62.61;74.97;34.37;11.67;220.32;30.86
391;B-F Manufacturing and energy;Fryslân (PV);2010;543.65;7.43;56.36;229.24;26.22;11.06;187.37;25.97
392;B-F Manufacturing and energy;Fryslân (PV);2011;434.08;8.01;62.24;35.03;40.89;11.16;243.3;33.45
393;B-F Manufacturing and energy;Fryslân (PV);2012;637.5;5.56;90.46;76.09;30.21;11.57;392.19;31.43
394;B-F Manufacturing and energy;Fryslân (PV);2013;287.05;3.24;35.52;28.42;35.92;9.17;147.11;27.68
395;B-F Manufacturing and energy;Fryslân (PV);2014;708.79;3.38;162.21;32.97;31.8;9.15;434.24;35.03
396;B-F Manufacturing and energy;Fryslân (PV);2015;620.19;8.98;86.42;50.15;45.83;18.51;367.58;42.72
397;B-F Manufacturing and energy;Fryslân (PV);2016;;;;;;;;
398;B-F Manufacturing and energy;Fryslân (PV);2017;;;;;;;;
399;B-F Manufacturing and energy;Fryslân (PV);2018;;;;;;;;
400;B-F Manufacturing and energy;Fryslân (PV);2019;;;;;;;;
401;B-F Manufacturing and energy;Fryslân (PV);2020;523.59;12.32;104.63;8.97;57.75;11.36;275.96;52.56
402;B-F Manufacturing and energy;Fryslân (PV);2021;;;;;;;;
403;B-F Manufacturing and energy;Fryslân (PV);2022;;;;;;;;
404;B-F Manufacturing and energy;Fryslân (PV);2023;714.45;;;;;;;
405;B-F Manufacturing and energy;Drenthe (PV);2009;330.35;2.79;42.01;53.68;27.76;9.86;174.07;20.19
406;B-F Manufacturing and energy;Drenthe (PV);2010;;;;;;;;
407;B-F Manufacturing and energy;Drenthe (PV);2011;992.04;2.04;38.76;375.92;26.76;10.64;514.74;23.17
408;B-F Manufacturing and energy;Drenthe (PV);2012;;;;;;;;
409;B-F Manufacturing and energy;Drenthe (PV);2013;289.98;1.46;21.2;21.01;20.11;6.83;194.67;24.71
410;B-F Manufacturing and energy;Drenthe (PV);2014;270.84;7.22;25.34;31.54;21.55;7.7;164.42;13.06
411;B-F Manufacturing and energy;Drenthe (PV);2015;734.87;7.33;26.1;165.0;26.21;9.57;472.85;27.83
412;B-F Manufacturing and energy;Drenthe (PV);2016;565.2;4.24;58.98;116.29;28.89;10.6;324.12;22.09
413;B-F Manufacturing and energy;Drenthe (PV);2017;389.14;9.48;41.93;57.0;33.81;11.34;205.46;30.12
414;B-F Manufacturing and energy;Drenthe (PV);2018;;;;;;;;
415;B-F Manufacturing and energy;Drenthe (PV);2019;;;;;;;;
416;B-F Manufacturing and energy;Drenthe (PV);2020;475.11;10.4;62.44;64.97;33.23;8.82;278.75;16.46
417;B-F Manufacturing and energy;Drenthe (PV);2021;;;;;;;;
418;B-F Manufacturing and energy;Drenthe (PV);2022;;;;;;;;
419;B-F Manufacturing and energy;Drenthe (PV);2023;618.81;;;;;;;
420;B-F Manufacturing and energy;Overijssel (PV);2009;1085.11;14.27;180.68;60.77;77.42;27.28;637.44;87.24
421;B-F Manufacturing and energy;Overijssel (PV);2010;820.8;14.54;109.48;112.72;56.27;23.21;413.85;90.73
422;B-F Manufacturing and energy;Overijssel (PV);2011;855.68;13.75;129.35;56.71;85.7;30.69;465.23;74.25
423;B-F Manufacturing and energy;Overijssel (PV);2012;;;;;;;;
424;B-F Manufacturing and energy;Overijssel (PV);2013;716.55;33.1;120.62;52.9;66.86;32.29;358.34;52.45
425;B-F Manufacturing and energy;Overijssel (PV);2014;783.51;30.3;169.51;35.32;64.8;25.85;393.08;64.65
426;B-F Manufacturing and energy;Overijssel (PV);2015;939.34;14.97;133.87;154.57;94.87;30.47;438.55;72.04
427;B-F Manufacturing and energy;Overijssel (PV);2016;1001.26;25.01;137.36;188.74;96.71;39.43;440.09;73.92
428;B-F Manufacturing and energy;Overijssel (PV);2017;1026.8;26.97;139.77;200.69;106.05;32.42;460.07;60.84
429;B-F Manufacturing and energy;Overijssel (PV);2018;1236.44;31.8;170.92;179.32;160.5;36.68;572.95;84.28
430;B-F Manufacturing and energy;Overijssel (PV);2019;1155.22;27.23;188.37;168.37;118.28;36.52;507.86;108.58
431;B-F Manufacturing and energy;Overijssel (PV);2020;;;;;;;;
432;B-F Manufacturing and energy;Overijssel (PV);2021;1616.07;32.7;236.16;164.88;122.63;31.7;929.25;98.72
433;B-F Manufacturing and energy;Overijssel (PV);2022;;;;;;;;
434;B-F Manufacturing and energy;Overijssel (PV);2023;;;;;;;;
435;B-F Manufacturing and energy;Flevoland (PV);2009;228.27;4.33;38.66;50.78;15.8;6.6;99.19;12.91
436;B-F Manufacturing and energy;Flevoland (PV);2010;815.97;5.37;69.23;109.55;12.77;8.76;574.87;35.43
437;B-F Manufacturing and energy;Flevoland (PV);2011;166.01;9.16;20.49;16.3;18.39;6.31;62.65;32.72
438;B-F Manufacturing and energy;Flevoland (PV);2012;;;;;;;;
439;B-F Manufacturing and energy;Flevoland (PV);2013;152.69;2.03;19.98;13.89;13.52;4.58;70.87;27.82
440;B-F Manufacturing and energy;Flevoland (PV);2014;;;;;;;;
441;B-F Manufacturing and energy;Flevoland (PV);2015;;;;;;;;
442;B-F Manufacturing and energy;Flevoland (PV);2016;;;;;;;;
443;B-F Manufacturing and energy;Flevoland (PV);2017;;;;;;;;
444;B-F Manufacturing and energy;Flevoland (PV);2018;197.48;6.0;42.52;4.8;31.29;6.14;95.8;10.92
445;B-F Manufacturing and energy;Flevoland (PV);2019;268.08;10.68;71.8;6.3;34.05;8.01;120.84;16.39
