ID;Gender;PupilCharacteristics;CaribbeanNetherlands;Periods;ParticipantsEnStudents_1
3074;Female;VO: Practical education;Caribbean Netherlands;2011/'12;
3075;Female;VO: Practical education;Caribbean Netherlands;2012/'13;
3076;Female;VO: Practical education;Caribbean Netherlands;2013/'14;
3077;Female;VO: Practical education;Caribbean Netherlands;2014/'15;38.0
3078;Female;VO: Practical education;Caribbean Netherlands;2015/'16;44.0
3079;Female;VO: Practical education;Caribbean Netherlands;2016/'17;42.0
3080;Female;VO: Practical education;Caribbean Netherlands;2017/'18;51.0
3081;Female;VO: Practical education;Caribbean Netherlands;2018/'19;62.0
3082;Female;VO: Practical education;Caribbean Netherlands;2019/'20;63.0
3083;Female;VO: Practical education;Caribbean Netherlands;2020/'21;71.0
3084;Female;VO: Practical education;Caribbean Netherlands;2021/22;70.0
3085;Female;VO: Practical education;Caribbean Netherlands;2022/'23;66.0
3086;Female;VO: Practical education;Caribbean Netherlands;2023/'24;73.0
3087;Female;VO: Practical education;Caribbean Netherlands;2024/'25;76.0
3088;Female;VO: Practical education;Bonaire;2009/'10;
3089;Female;VO: Practical education;Bonaire;2010/'11;
3090;Female;VO: Practical education;Bonaire;2011/'12;
3091;Female;VO: Practical education;Bonaire;2012/'13;
3092;Female;VO: Practical education;Bonaire;2013/'14;
3093;Female;VO: Practical education;Bonaire;2014/'15;25.0
3094;Female;VO: Practical education;Bonaire;2015/'16;35.0
3095;Female;VO: Practical education;Bonaire;2016/'17;33.0
3096;Female;VO: Practical education;Bonaire;2017/'18;44.0
3097;Female;VO: Practical education;Bonaire;2018/'19;55.0
3098;Female;VO: Practical education;Bonaire;2019/'20;57.0
3099;Female;VO: Practical education;Bonaire;2020/'21;62.0
3100;Female;VO: Practical education;Bonaire;2021/22;62.0
3101;Female;VO: Practical education;Bonaire;2022/'23;61.0
3102;Female;VO: Practical education;Bonaire;2023/'24;63.0
3103;Female;VO: Practical education;Bonaire;2024/'25;66.0
3104;Female;VO: Practical education;St Eustatius;2009/'10;
3105;Female;VO: Practical education;St Eustatius;2010/'11;
3106;Female;VO: Practical education;St Eustatius;2011/'12;
3107;Female;VO: Practical education;St Eustatius;2012/'13;
3108;Female;VO: Practical education;St Eustatius;2013/'14;
3109;Female;VO: Practical education;St Eustatius;2014/'15;10.0
3110;Female;VO: Practical education;St Eustatius;2015/'16;9.0
3111;Female;VO: Practical education;St Eustatius;2016/'17;7.0
3112;Female;VO: Practical education;St Eustatius;2017/'18;3.0
3113;Female;VO: Practical education;St Eustatius;2018/'19;3.0
3114;Female;VO: Practical education;St Eustatius;2019/'20;3.0
3115;Female;VO: Practical education;St Eustatius;2020/'21;4.0
3116;Female;VO: Practical education;St Eustatius;2021/22;4.0
3117;Female;VO: Practical education;St Eustatius;2022/'23;3.0
3118;Female;VO: Practical education;St Eustatius;2023/'24;4.0
3119;Female;VO: Practical education;St Eustatius;2024/'25;3.0
3120;Female;VO: Practical education;Saba;2009/'10;
3121;Female;VO: Practical education;Saba;2010/'11;
3122;Female;VO: Practical education;Saba;2011/'12;
3123;Female;VO: Practical education;Saba;2012/'13;
3124;Female;VO: Practical education;Saba;2013/'14;
3125;Female;VO: Practical education;Saba;2014/'15;3.0
3126;Female;VO: Practical education;Saba;2015/'16;0.0
3127;Female;VO: Practical education;Saba;2016/'17;2.0
3128;Female;VO: Practical education;Saba;2017/'18;4.0
3129;Female;VO: Practical education;Saba;2018/'19;4.0
3130;Female;VO: Practical education;Saba;2019/'20;3.0
3131;Female;VO: Practical education;Saba;2020/'21;5.0
3132;Female;VO: Practical education;Saba;2021/22;4.0
3133;Female;VO: Practical education;Saba;2022/'23;2.0
3134;Female;VO: Practical education;Saba;2023/'24;6.0
3135;Female;VO: Practical education;Saba;2024/'25;7.0
3136;Female;VO: Lower forms ;Caribbean Netherlands;2009/'10;
3137;Female;VO: Lower forms ;Caribbean Netherlands;2010/'11;
3138;Female;VO: Lower forms ;Caribbean Netherlands;2011/'12;
3139;Female;VO: Lower forms ;Caribbean Netherlands;2012/'13;
3140;Female;VO: Lower forms ;Caribbean Netherlands;2013/'14;
3141;Female;VO: Lower forms ;Caribbean Netherlands;2014/'15;300.0
3142;Female;VO: Lower forms ;Caribbean Netherlands;2015/'16;290.0
3143;Female;VO: Lower forms ;Caribbean Netherlands;2016/'17;273.0
3144;Female;VO: Lower forms ;Caribbean Netherlands;2017/'18;277.0
3145;Female;VO: Lower forms ;Caribbean Netherlands;2018/'19;283.0
3146;Female;VO: Lower forms ;Caribbean Netherlands;2019/'20;340.0
3147;Female;VO: Lower forms ;Caribbean Netherlands;2020/'21;314.0
3148;Female;VO: Lower forms ;Caribbean Netherlands;2021/22;336.0
3149;Female;VO: Lower forms ;Caribbean Netherlands;2022/'23;366.0
3150;Female;VO: Lower forms ;Caribbean Netherlands;2023/'24;390.0
3151;Female;VO: Lower forms ;Caribbean Netherlands;2024/'25;389.0
3152;Female;VO: Lower forms ;Bonaire;2009/'10;
3153;Female;VO: Lower forms ;Bonaire;2010/'11;
3154;Female;VO: Lower forms ;Bonaire;2011/'12;
3155;Female;VO: Lower forms ;Bonaire;2012/'13;
3156;Female;VO: Lower forms ;Bonaire;2013/'14;
3157;Female;VO: Lower forms ;Bonaire;2014/'15;234.0
3158;Female;VO: Lower forms ;Bonaire;2015/'16;221.0
3159;Female;VO: Lower forms ;Bonaire;2016/'17;215.0
3160;Female;VO: Lower forms ;Bonaire;2017/'18;205.0
3161;Female;VO: Lower forms ;Bonaire;2018/'19;217.0
3162;Female;VO: Lower forms ;Bonaire;2019/'20;252.0
3163;Female;VO: Lower forms ;Bonaire;2020/'21;237.0
3164;Female;VO: Lower forms ;Bonaire;2021/22;252.0
3165;Female;VO: Lower forms ;Bonaire;2022/'23;274.0
3166;Female;VO: Lower forms ;Bonaire;2023/'24;289.0
3167;Female;VO: Lower forms ;Bonaire;2024/'25;301.0
3168;Female;VO: Lower forms ;St Eustatius;2009/'10;
3169;Female;VO: Lower forms ;St Eustatius;2010/'11;
3170;Female;VO: Lower forms ;St Eustatius;2011/'12;
3171;Female;VO: Lower forms ;St Eustatius;2012/'13;
3172;Female;VO: Lower forms ;St Eustatius;2013/'14;
3173;Female;VO: Lower forms ;St Eustatius;2014/'15;51.0
3174;Female;VO: Lower forms ;St Eustatius;2015/'16;58.0
3175;Female;VO: Lower forms ;St Eustatius;2016/'17;41.0
3176;Female;VO: Lower forms ;St Eustatius;2017/'18;49.0
3177;Female;VO: Lower forms ;St Eustatius;2018/'19;34.0
3178;Female;VO: Lower forms ;St Eustatius;2019/'20;58.0
3179;Female;VO: Lower forms ;St Eustatius;2020/'21;55.0
3180;Female;VO: Lower forms ;St Eustatius;2021/22;65.0
3181;Female;VO: Lower forms ;St Eustatius;2022/'23;68.0
3182;Female;VO: Lower forms ;St Eustatius;2023/'24;69.0
3183;Female;VO: Lower forms ;St Eustatius;2024/'25;55.0
3184;Female;VO: Lower forms ;Saba;2009/'10;
3185;Female;VO: Lower forms ;Saba;2010/'11;
3186;Female;VO: Lower forms ;Saba;2011/'12;
3187;Female;VO: Lower forms ;Saba;2012/'13;
3188;Female;VO: Lower forms ;Saba;2013/'14;
3189;Female;VO: Lower forms ;Saba;2014/'15;15.0
3190;Female;VO: Lower forms ;Saba;2015/'16;11.0
3191;Female;VO: Lower forms ;Saba;2016/'17;17.0
3192;Female;VO: Lower forms ;Saba;2017/'18;23.0
3193;Female;VO: Lower forms ;Saba;2018/'19;32.0
3194;Female;VO: Lower forms ;Saba;2019/'20;30.0
3195;Female;VO: Lower forms ;Saba;2020/'21;22.0
3196;Female;VO: Lower forms ;Saba;2021/22;19.0
3197;Female;VO: Lower forms ;Saba;2022/'23;24.0
3198;Female;VO: Lower forms ;Saba;2023/'24;32.0
3199;Female;VO: Lower forms ;Saba;2024/'25;33.0
3200;Female;VO: General programmes ;Caribbean Netherlands;2009/'10;
3201;Female;VO: General programmes ;Caribbean Netherlands;2010/'11;
3202;Female;VO: General programmes ;Caribbean Netherlands;2011/'12;
3203;Female;VO: General programmes ;Caribbean Netherlands;2012/'13;
3204;Female;VO: General programmes ;Caribbean Netherlands;2013/'14;
3205;Female;VO: General programmes ;Caribbean Netherlands;2014/'15;219.0
3206;Female;VO: General programmes ;Caribbean Netherlands;2015/'16;232.0
3207;Female;VO: General programmes ;Caribbean Netherlands;2016/'17;210.0
3208;Female;VO: General programmes ;Caribbean Netherlands;2017/'18;204.0
3209;Female;VO: General programmes ;Caribbean Netherlands;2018/'19;190.0
3210;Female;VO: General programmes ;Caribbean Netherlands;2019/'20;201.0
3211;Female;VO: General programmes ;Caribbean Netherlands;2020/'21;225.0
3212;Female;VO: General programmes ;Caribbean Netherlands;2021/22;240.0
3213;Female;VO: General programmes ;Caribbean Netherlands;2022/'23;242.0
3214;Female;VO: General programmes ;Caribbean Netherlands;2023/'24;254.0
3215;Female;VO: General programmes ;Caribbean Netherlands;2024/'25;290.0
3216;Female;VO: General programmes ;Bonaire;2009/'10;
3217;Female;VO: General programmes ;Bonaire;2010/'11;
3218;Female;VO: General programmes ;Bonaire;2011/'12;
3219;Female;VO: General programmes ;Bonaire;2012/'13;
3220;Female;VO: General programmes ;Bonaire;2013/'14;
3221;Female;VO: General programmes ;Bonaire;2014/'15;188.0
3222;Female;VO: General programmes ;Bonaire;2015/'16;195.0
3223;Female;VO: General programmes ;Bonaire;2016/'17;173.0
3224;Female;VO: General programmes ;Bonaire;2017/'18;164.0
3225;Female;VO: General programmes ;Bonaire;2018/'19;154.0
3226;Female;VO: General programmes ;Bonaire;2019/'20;168.0
3227;Female;VO: General programmes ;Bonaire;2020/'21;186.0
3228;Female;VO: General programmes ;Bonaire;2021/22;198.0
3229;Female;VO: General programmes ;Bonaire;2022/'23;207.0
3230;Female;VO: General programmes ;Bonaire;2023/'24;226.0
3231;Female;VO: General programmes ;Bonaire;2024/'25;244.0
3232;Female;VO: General programmes ;St Eustatius;2009/'10;
3233;Female;VO: General programmes ;St Eustatius;2010/'11;
3234;Female;VO: General programmes ;St Eustatius;2011/'12;
3235;Female;VO: General programmes ;St Eustatius;2012/'13;
3236;Female;VO: General programmes ;St Eustatius;2013/'14;
3237;Female;VO: General programmes ;St Eustatius;2014/'15;15.0
3238;Female;VO: General programmes ;St Eustatius;2015/'16;14.0
3239;Female;VO: General programmes ;St Eustatius;2016/'17;15.0
3240;Female;VO: General programmes ;St Eustatius;2017/'18;15.0
3241;Female;VO: General programmes ;St Eustatius;2018/'19;23.0
3242;Female;VO: General programmes ;St Eustatius;2019/'20;17.0
3243;Female;VO: General programmes ;St Eustatius;2020/'21;22.0
3244;Female;VO: General programmes ;St Eustatius;2021/22;19.0
3245;Female;VO: General programmes ;St Eustatius;2022/'23;16.0
3246;Female;VO: General programmes ;St Eustatius;2023/'24;20.0
3247;Female;VO: General programmes ;St Eustatius;2024/'25;35.0
3248;Female;VO: General programmes ;Saba;2009/'10;
3249;Female;VO: General programmes ;Saba;2010/'11;
3250;Female;VO: General programmes ;Saba;2011/'12;
3251;Female;VO: General programmes ;Saba;2012/'13;
3252;Female;VO: General programmes ;Saba;2013/'14;
3253;Female;VO: General programmes ;Saba;2014/'15;16.0
3254;Female;VO: General programmes ;Saba;2015/'16;23.0
3255;Female;VO: General programmes ;Saba;2016/'17;22.0
3256;Female;VO: General programmes ;Saba;2017/'18;25.0
3257;Female;VO: General programmes ;Saba;2018/'19;13.0
3258;Female;VO: General programmes ;Saba;2019/'20;16.0
3259;Female;VO: General programmes ;Saba;2020/'21;17.0
3260;Female;VO: General programmes ;Saba;2021/22;23.0
3261;Female;VO: General programmes ;Saba;2022/'23;19.0
3262;Female;VO: General programmes ;Saba;2023/'24;8.0
3263;Female;VO: General programmes ;Saba;2024/'25;11.0
3264;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2009/'10;
3265;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2010/'11;
3266;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2011/'12;
3267;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2012/'13;
3268;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2013/'14;
3269;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2014/'15;161.0
3270;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2015/'16;133.0
3271;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2016/'17;167.0
3272;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2017/'18;161.0
3273;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2018/'19;152.0
3274;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2019/'20;109.0
3275;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2020/'21;99.0
3276;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2021/22;116.0
3277;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2022/'23;107.0
3278;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2023/'24;108.0
3279;Female;VO: Pre-vocational programmes;Caribbean Netherlands;2024/'25;114.0
3280;Female;VO: Pre-vocational programmes;Bonaire;2009/'10;
3281;Female;VO: Pre-vocational programmes;Bonaire;2010/'11;
3282;Female;VO: Pre-vocational programmes;Bonaire;2011/'12;
3283;Female;VO: Pre-vocational programmes;Bonaire;2012/'13;
3284;Female;VO: Pre-vocational programmes;Bonaire;2013/'14;
3285;Female;VO: Pre-vocational programmes;Bonaire;2014/'15;122.0
3286;Female;VO: Pre-vocational programmes;Bonaire;2015/'16;100.0
3287;Female;VO: Pre-vocational programmes;Bonaire;2016/'17;112.0
3288;Female;VO: Pre-vocational programmes;Bonaire;2017/'18;106.0
3289;Female;VO: Pre-vocational programmes;Bonaire;2018/'19;116.0
3290;Female;VO: Pre-vocational programmes;Bonaire;2019/'20;109.0
3291;Female;VO: Pre-vocational programmes;Bonaire;2020/'21;99.0
3292;Female;VO: Pre-vocational programmes;Bonaire;2021/22;116.0
3293;Female;VO: Pre-vocational programmes;Bonaire;2022/'23;107.0
3294;Female;VO: Pre-vocational programmes;Bonaire;2023/'24;108.0
3295;Female;VO: Pre-vocational programmes;Bonaire;2024/'25;114.0
3296;Female;VO: Pre-vocational programmes;St Eustatius;2009/'10;
3297;Female;VO: Pre-vocational programmes;St Eustatius;2010/'11;
3298;Female;VO: Pre-vocational programmes;St Eustatius;2011/'12;
3299;Female;VO: Pre-vocational programmes;St Eustatius;2012/'13;
3300;Female;VO: Pre-vocational programmes;St Eustatius;2013/'14;
3301;Female;VO: Pre-vocational programmes;St Eustatius;2014/'15;39.0
3302;Female;VO: Pre-vocational programmes;St Eustatius;2015/'16;31.0
3303;Female;VO: Pre-vocational programmes;St Eustatius;2016/'17;52.0
3304;Female;VO: Pre-vocational programmes;St Eustatius;2017/'18;54.0
3305;Female;VO: Pre-vocational programmes;St Eustatius;2018/'19;35.0
3306;Female;VO: Pre-vocational programmes;St Eustatius;2019/'20;
3307;Female;VO: Pre-vocational programmes;St Eustatius;2020/'21;
3308;Female;VO: Pre-vocational programmes;St Eustatius;2021/22;
3309;Female;VO: Pre-vocational programmes;St Eustatius;2022/'23;
3310;Female;VO: Pre-vocational programmes;St Eustatius;2023/'24;
3311;Female;VO: Pre-vocational programmes;St Eustatius;2024/'25;
3312;Female;VO: Pre-vocational programmes;Saba;2009/'10;
3313;Female;VO: Pre-vocational programmes;Saba;2010/'11;
3314;Female;VO: Pre-vocational programmes;Saba;2011/'12;
3315;Female;VO: Pre-vocational programmes;Saba;2012/'13;
3316;Female;VO: Pre-vocational programmes;Saba;2013/'14;
3317;Female;VO: Pre-vocational programmes;Saba;2014/'15;0.0
3318;Female;VO: Pre-vocational programmes;Saba;2015/'16;2.0
3319;Female;VO: Pre-vocational programmes;Saba;2016/'17;3.0
3320;Female;VO: Pre-vocational programmes;Saba;2017/'18;1.0
3321;Female;VO: Pre-vocational programmes;Saba;2018/'19;1.0
3322;Female;VO: Pre-vocational programmes;Saba;2019/'20;
3323;Female;VO: Pre-vocational programmes;Saba;2020/'21;
3324;Female;VO: Pre-vocational programmes;Saba;2021/22;
3325;Female;VO: Pre-vocational programmes;Saba;2022/'23;
3326;Female;VO: Pre-vocational programmes;Saba;2023/'24;
3327;Female;VO: Pre-vocational programmes;Saba;2024/'25;
3328;Female;Vocational education - CVQ;Caribbean Netherlands;2009/'10;
3329;Female;Vocational education - CVQ;Caribbean Netherlands;2010/'11;
3330;Female;Vocational education - CVQ;Caribbean Netherlands;2011/'12;
3331;Female;Vocational education - CVQ;Caribbean Netherlands;2012/'13;
3332;Female;Vocational education - CVQ;Caribbean Netherlands;2013/'14;
3333;Female;Vocational education - CVQ;Caribbean Netherlands;2014/'15;
3334;Female;Vocational education - CVQ;Caribbean Netherlands;2015/'16;
3335;Female;Vocational education - CVQ;Caribbean Netherlands;2016/'17;
3336;Female;Vocational education - CVQ;Caribbean Netherlands;2017/'18;
3337;Female;Vocational education - CVQ;Caribbean Netherlands;2018/'19;
3338;Female;Vocational education - CVQ;Caribbean Netherlands;2019/'20;21.0
3339;Female;Vocational education - CVQ;Caribbean Netherlands;2020/'21;31.0
3340;Female;Vocational education - CVQ;Caribbean Netherlands;2021/22;58.0
3341;Female;Vocational education - CVQ;Caribbean Netherlands;2022/'23;49.0
3342;Female;Vocational education - CVQ;Caribbean Netherlands;2023/'24;30.0
3343;Female;Vocational education - CVQ;Caribbean Netherlands;2024/'25;28.0
3344;Female;Vocational education - CVQ;Bonaire;2009/'10;
3345;Female;Vocational education - CVQ;Bonaire;2010/'11;
3346;Female;Vocational education - CVQ;Bonaire;2011/'12;
3347;Female;Vocational education - CVQ;Bonaire;2012/'13;
3348;Female;Vocational education - CVQ;Bonaire;2013/'14;
3349;Female;Vocational education - CVQ;Bonaire;2014/'15;
3350;Female;Vocational education - CVQ;Bonaire;2015/'16;
3351;Female;Vocational education - CVQ;Bonaire;2016/'17;
3352;Female;Vocational education - CVQ;Bonaire;2017/'18;
3353;Female;Vocational education - CVQ;Bonaire;2018/'19;
3354;Female;Vocational education - CVQ;Bonaire;2019/'20;
3355;Female;Vocational education - CVQ;Bonaire;2020/'21;
3356;Female;Vocational education - CVQ;Bonaire;2021/22;
3357;Female;Vocational education - CVQ;Bonaire;2022/'23;
3358;Female;Vocational education - CVQ;Bonaire;2023/'24;
3359;Female;Vocational education - CVQ;Bonaire;2024/'25;
3360;Female;Vocational education - CVQ;St Eustatius;2009/'10;
3361;Female;Vocational education - CVQ;St Eustatius;2010/'11;
3362;Female;Vocational education - CVQ;St Eustatius;2011/'12;
3363;Female;Vocational education - CVQ;St Eustatius;2012/'13;
3364;Female;Vocational education - CVQ;St Eustatius;2013/'14;
3365;Female;Vocational education - CVQ;St Eustatius;2014/'15;
3366;Female;Vocational education - CVQ;St Eustatius;2015/'16;
3367;Female;Vocational education - CVQ;St Eustatius;2016/'17;
3368;Female;Vocational education - CVQ;St Eustatius;2017/'18;
3369;Female;Vocational education - CVQ;St Eustatius;2018/'19;
3370;Female;Vocational education - CVQ;St Eustatius;2019/'20;21.0
3371;Female;Vocational education - CVQ;St Eustatius;2020/'21;29.0
3372;Female;Vocational education - CVQ;St Eustatius;2021/22;42.0
3373;Female;Vocational education - CVQ;St Eustatius;2022/'23;42.0
3374;Female;Vocational education - CVQ;St Eustatius;2023/'24;19.0
3375;Female;Vocational education - CVQ;St Eustatius;2024/'25;23.0
3376;Female;Vocational education - CVQ;Saba;2009/'10;
3377;Female;Vocational education - CVQ;Saba;2010/'11;
3378;Female;Vocational education - CVQ;Saba;2011/'12;
3379;Female;Vocational education - CVQ;Saba;2012/'13;
3380;Female;Vocational education - CVQ;Saba;2013/'14;
3381;Female;Vocational education - CVQ;Saba;2014/'15;
3382;Female;Vocational education - CVQ;Saba;2015/'16;
3383;Female;Vocational education - CVQ;Saba;2016/'17;
3384;Female;Vocational education - CVQ;Saba;2017/'18;
