ID;PositieVanMoedersInHetHuishouden;Persoonskenmerken;Perioden;TotaalMoeders15Tot65Jaar_1;TotaalMoedersWerkzameBeroepsbevolking_2;Werkt12Tot28UurPerWeek_3;Werkt28Tot35UurPerWeek_4;Werkt35UurOfMeerPerWeek_5;WilWerkVanTwaalfUurOfMeerPerWeek_6;WilKanNiet12UurPerWeekWerken_7;ZorgVoorGezinOfHuishouden_8;OverigeRedenen_9
730;Lid van ouderpaar;22;2003;874.0;517.0;376.0;80.0;61.0;76.0;281.0;232.0;49.0
731;Lid van ouderpaar;22;2004;869.0;523.0;376.0;87.0;60.0;85.0;261.0;211.0;50.0
732;Lid van ouderpaar;22;2005;847.0;524.0;374.0;88.0;62.0;93.0;231.0;185.0;46.0
733;Lid van ouderpaar;22;2006;827.0;537.0;373.0;99.0;65.0;82.0;209.0;168.0;41.0
734;Lid van ouderpaar;22;2007;804.0;546.0;375.0;105.0;66.0;68.0;190.0;149.0;41.0
735;Lid van ouderpaar;22;2008;779.0;556.0;370.0;113.0;72.0;55.0;169.0;132.0;36.0
736;Lid van ouderpaar;22;2009;770.0;558.0;361.0;125.0;73.0;58.0;154.0;116.0;38.0
737;Lid van ouderpaar;22;2010;759.0;553.0;356.0;125.0;72.0;64.0;142.0;105.0;37.0
738;Lid van ouderpaar;22;2011;752.0;550.0;344.0;124.0;82.0;58.0;143.0;109.0;34.0
739;Lid van ouderpaar;22;2012;750.0;554.0;333.0;142.0;80.0;68.0;128.0;95.0;33.0
740;Lid van ouderpaar;22;2013;726.0;524.0;302.0;141.0;82.0;78.0;124.0;86.0;38.0
741;Lid van ouderpaar;23;2001;477.0;262.0;184.0;40.0;38.0;48.0;168.0;126.0;41.0
742;Lid van ouderpaar;23;2002;476.0;275.0;196.0;45.0;35.0;45.0;156.0;114.0;42.0
743;Lid van ouderpaar;23;2003;481.0;282.0;202.0;44.0;36.0;50.0;149.0;105.0;43.0
744;Lid van ouderpaar;23;2004;465.0;282.0;203.0;43.0;36.0;52.0;131.0;89.0;42.0
745;Lid van ouderpaar;23;2005;467.0;282.0;204.0;42.0;37.0;59.0;125.0;88.0;37.0
746;Lid van ouderpaar;23;2006;470.0;298.0;212.0;48.0;38.0;58.0;114.0;78.0;36.0
747;Lid van ouderpaar;23;2007;479.0;318.0;223.0;53.0;42.0;51.0;110.0;73.0;37.0
748;Lid van ouderpaar;23;2008;485.0;334.0;231.0;59.0;44.0;46.0;106.0;69.0;37.0
749;Lid van ouderpaar;23;2009;485.0;337.0;229.0;63.0;45.0;46.0;102.0;66.0;36.0
750;Lid van ouderpaar;23;2010;484.0;339.0;229.0;63.0;47.0;49.0;96.0;63.0;33.0
751;Lid van ouderpaar;23;2011;479.0;342.0;232.0;66.0;44.0;44.0;93.0;61.0;32.0
752;Lid van ouderpaar;23;2012;474.0;339.0;224.0;66.0;49.0;47.0;88.0;58.0;30.0
753;Lid van ouderpaar;23;2013;477.0;345.0;223.0;73.0;50.0;55.0;77.0;48.0;29.0
754;Lid van ouderpaar;24;2001;405.0;239.0;150.0;42.0;47.0;32.0;134.0;77.0;58.0
755;Lid van ouderpaar;24;2002;404.0;247.0;157.0;42.0;49.0;32.0;125.0;66.0;59.0
756;Lid van ouderpaar;24;2003;412.0;255.0;162.0;48.0;45.0;35.0;122.0;64.0;58.0
757;Lid van ouderpaar;24;2004;422.0;259.0;169.0;46.0;44.0;41.0;121.0;61.0;60.0
758;Lid van ouderpaar;24;2005;424.0;264.0;175.0;49.0;40.0;45.0;115.0;63.0;52.0
759;Lid van ouderpaar;24;2006;427.0;276.0;175.0;53.0;49.0;44.0;107.0;55.0;52.0
760;Lid van ouderpaar;24;2007;427.0;287.0;180.0;58.0;49.0;40.0;100.0;48.0;52.0
761;Lid van ouderpaar;24;2008;422.0;289.0;180.0;62.0;47.0;36.0;97.0;46.0;51.0
762;Lid van ouderpaar;24;2009;425.0;302.0;188.0;62.0;52.0;34.0;88.0;40.0;48.0
763;Lid van ouderpaar;24;2010;419.0;300.0;183.0;64.0;53.0;37.0;82.0;40.0;43.0
764;Lid van ouderpaar;24;2011;415.0;296.0;182.0;67.0;47.0;35.0;83.0;38.0;46.0
765;Lid van ouderpaar;24;2012;423.0;303.0;186.0;66.0;52.0;39.0;81.0;38.0;43.0
766;Lid van ouderpaar;24;2013;421.0;295.0;177.0;64.0;53.0;50.0;77.0;34.0;43.0
767;Lid van ouderpaar;25;2001;662.0;409.0;267.0;69.0;72.0;50.0;204.0;133.0;70.0
768;Lid van ouderpaar;25;2002;668.0;430.0;280.0;76.0;73.0;49.0;189.0;117.0;72.0
769;Lid van ouderpaar;25;2003;677.0;435.0;279.0;84.0;72.0;59.0;184.0;108.0;75.0
770;Lid van ouderpaar;25;2004;651.0;424.0;270.0;85.0;69.0;62.0;165.0;92.0;73.0
771;Lid van ouderpaar;25;2005;656.0;434.0;281.0;87.0;65.0;70.0;153.0;87.0;66.0
772;Lid van ouderpaar;25;2006;644.0;438.0;276.0;91.0;71.0;65.0;141.0;77.0;64.0
773;Lid van ouderpaar;25;2007;647.0;453.0;280.0;101.0;73.0;57.0;136.0;71.0;66.0
774;Lid van ouderpaar;25;2008;630.0;462.0;273.0;108.0;80.0;48.0;120.0;61.0;59.0
775;Lid van ouderpaar;25;2009;635.0;466.0;276.0;108.0;81.0;51.0;119.0;56.0;63.0
776;Lid van ouderpaar;25;2010;625.0;457.0;262.0;110.0;86.0;57.0;111.0;55.0;56.0
777;Lid van ouderpaar;25;2011;598.0;446.0;250.0;109.0;86.0;50.0;103.0;50.0;54.0
778;Lid van ouderpaar;25;2012;612.0;457.0;247.0;122.0;87.0;58.0;98.0;48.0;50.0
779;Lid van ouderpaar;25;2013;602.0;433.0;232.0;117.0;85.0;70.0;98.0;42.0;56.0
780;Lid van ouderpaar;26;2001;774.0;432.0;318.0;62.0;52.0;68.0;273.0;217.0;56.0
781;Lid van ouderpaar;26;2002;792.0;458.0;344.0;65.0;49.0;67.0;267.0;208.0;59.0
782;Lid van ouderpaar;26;2003;788.0;478.0;356.0;69.0;53.0;75.0;235.0;180.0;55.0
783;Lid van ouderpaar;26;2004;804.0;498.0;370.0;72.0;55.0;84.0;222.0;166.0;56.0
784;Lid van ouderpaar;26;2005;781.0;490.0;366.0;69.0;55.0;88.0;203.0;152.0;51.0
785;Lid van ouderpaar;26;2006;782.0;517.0;373.0;84.0;61.0;83.0;182.0;134.0;48.0
786;Lid van ouderpaar;26;2007;773.0;538.0;381.0;92.0;65.0;72.0;163.0;118.0;45.0
787;Lid van ouderpaar;26;2008;765.0;546.0;385.0;99.0;61.0;64.0;156.0;109.0;47.0
788;Lid van ouderpaar;26;2009;760.0;557.0;383.0;110.0;65.0;62.0;141.0;98.0;43.0
789;Lid van ouderpaar;26;2010;747.0;556.0;379.0;111.0;66.0;64.0;127.0;87.0;41.0
790;Lid van ouderpaar;26;2011;760.0;572.0;385.0;120.0;67.0;61.0;128.0;86.0;42.0
791;Lid van ouderpaar;26;2012;753.0;565.0;376.0;120.0;70.0;67.0;120.0;80.0;40.0
792;Lid van ouderpaar;26;2013;740.0;557.0;355.0;126.0;76.0;78.0;105.0;68.0;37.0
793;Lid van ouderpaar;27;2001;308.0;141.0;105.0;17.0;20.0;26.0;140.0;120.0;20.0
794;Lid van ouderpaar;27;2002;302.0;140.0;102.0;20.0;18.0;29.0;133.0;113.0;20.0
795;Lid van ouderpaar;27;2003;302.0;142.0;105.0;20.0;17.0;28.0;133.0;113.0;20.0
796;Lid van ouderpaar;27;2004;301.0;142.0;108.0;19.0;16.0;33.0;126.0;104.0;23.0
797;Lid van ouderpaar;27;2005;300.0;147.0;106.0;22.0;19.0;39.0;114.0;96.0;18.0
798;Lid van ouderpaar;27;2006;297.0;155.0;110.0;26.0;19.0;35.0;107.0;90.0;16.0
799;Lid van ouderpaar;27;2007;290.0;160.0;118.0;24.0;19.0;30.0;100.0;81.0;19.0
800;Lid van ouderpaar;27;2008;292.0;171.0;122.0;27.0;22.0;25.0;96.0;78.0;18.0
801;Lid van ouderpaar;27;2009;285.0;174.0;119.0;32.0;23.0;27.0;84.0;69.0;15.0
802;Lid van ouderpaar;27;2010;290.0;179.0;126.0;32.0;21.0;28.0;82.0;66.0;16.0
803;Lid van ouderpaar;27;2011;288.0;171.0;122.0;29.0;20.0;28.0;89.0;72.0;17.0
804;Lid van ouderpaar;27;2012;282.0;174.0;119.0;32.0;24.0;29.0;79.0;64.0;16.0
805;Lid van ouderpaar;27;2013;283.0;174.0;115.0;36.0;24.0;34.0;75.0;59.0;16.0
806;Lid van ouderpaar;Burgerlijke staat: gehuwd;2001;1580.0;869.0;624.0;125.0;121.0;133.0;578.0;442.0;136.0
807;Lid van ouderpaar;Burgerlijke staat: gehuwd;2002;1577.0;899.0;648.0;135.0;117.0;131.0;547.0;409.0;138.0
808;Lid van ouderpaar;Burgerlijke staat: gehuwd;2003;1564.0;910.0;655.0;140.0;115.0;141.0;513.0;376.0;137.0
809;Lid van ouderpaar;Burgerlijke staat: gehuwd;2004;1536.0;909.0;655.0;141.0;113.0;154.0;474.0;336.0;138.0
810;Lid van ouderpaar;Burgerlijke staat: gehuwd;2005;1511.0;911.0;655.0;142.0;114.0;170.0;430.0;310.0;120.0
811;Lid van ouderpaar;Burgerlijke staat: gehuwd;2006;1490.0;937.0;655.0;159.0;123.0;161.0;393.0;277.0;116.0
812;Lid van ouderpaar;Burgerlijke staat: gehuwd;2007;1463.0;961.0;664.0;170.0;127.0;137.0;364.0;248.0;117.0
813;Lid van ouderpaar;Burgerlijke staat: gehuwd;2008;1433.0;977.0;665.0;184.0;128.0;118.0;339.0;228.0;110.0
814;Lid van ouderpaar;Burgerlijke staat: gehuwd;2009;1418.0;995.0;664.0;195.0;135.0;115.0;308.0;202.0;106.0
815;Lid van ouderpaar;Burgerlijke staat: gehuwd;2010;1389.0;978.0;647.0;198.0;133.0;125.0;286.0;189.0;97.0
816;Lid van ouderpaar;Burgerlijke staat: gehuwd;2011;1374.0;974.0;638.0;202.0;134.0;116.0;283.0;187.0;96.0
817;Lid van ouderpaar;Burgerlijke staat: gehuwd;2012;1367.0;973.0;619.0;210.0;143.0;128.0;267.0;174.0;92.0
818;Lid van ouderpaar;Burgerlijke staat: gehuwd;2013;1353.0;953.0;589.0;218.0;147.0;151.0;248.0;155.0;92.0
819;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2001;130.0;91.0;55.0;18.0;17.0;8.0;32.0;24.0;7.0
820;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2002;147.0;103.0;65.0;21.0;17.0;12.0;32.0;24.0;8.0
821;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2003;163.0;117.0;70.0;28.0;19.0;16.0;30.0;21.0;9.0
822;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2004;171.0;124.0;76.0;29.0;19.0;18.0;29.0;20.0;9.0
823;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2005;182.0;130.0;81.0;31.0;18.0;21.0;32.0;21.0;11.0
824;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2006;194.0;147.0;88.0;36.0;23.0;17.0;30.0;21.0;9.0
825;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2007;208.0;161.0;98.0;39.0;24.0;18.0;29.0;19.0;10.0
826;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2008;211.0;170.0;99.0;43.0;28.0;15.0;26.0;16.0;10.0
827;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2009;221.0;174.0;98.0;47.0;28.0;19.0;29.0;17.0;11.0
828;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2010;234.0;185.0;105.0;47.0;33.0;20.0;29.0;17.0;12.0
829;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2011;237.0;189.0;107.0;49.0;33.0;18.0;31.0;19.0;12.0
830;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2012;246.0;199.0;110.0;56.0;33.0;21.0;26.0;15.0;12.0
831;Lid van ouderpaar;Burgerlijke staat: nooit gehuwd;2013;240.0;188.0;100.0;54.0;33.0;27.0;25.0;12.0;13.0
832;Lid van ouderpaar;Burgerlijke staat: gescheiden;2001;32.0;21.0;11.0;5.0;6.0;4.0;7.0;4.0;3.0
833;Lid van ouderpaar;Burgerlijke staat: gescheiden;2002;38.0;25.0;14.0;6.0;6.0;3.0;9.0;5.0;4.0
834;Lid van ouderpaar;Burgerlijke staat: gescheiden;2003;38.0;27.0;14.0;5.0;7.0;5.0;7.0;3.0;4.0
835;Lid van ouderpaar;Burgerlijke staat: gescheiden;2004;45.0;30.0;16.0;6.0;7.0;6.0;9.0;5.0;4.0
836;Lid van ouderpaar;Burgerlijke staat: gescheiden;2005;42.0;29.0;17.0;6.0;6.0;5.0;8.0;4.0;4.0
837;Lid van ouderpaar;Burgerlijke staat: gescheiden;2006;38.0;26.0;15.0;6.0;5.0;5.0;7.0;3.0;3.0
838;Lid van ouderpaar;Burgerlijke staat: gescheiden;2007;37.0;28.0;16.0;6.0;5.0;4.0;6.0;3.0;3.0
839;Lid van ouderpaar;Burgerlijke staat: gescheiden;2008;41.0;31.0;16.0;8.0;7.0;4.0;7.0;3.0;4.0
840;Lid van ouderpaar;Burgerlijke staat: gescheiden;2009;39.0;27.0;14.0;8.0;6.0;5.0;7.0;3.0;4.0
841;Lid van ouderpaar;Burgerlijke staat: gescheiden;2010;37.0;28.0;15.0;7.0;6.0;4.0;4.0;;3.0
842;Lid van ouderpaar;Burgerlijke staat: gescheiden;2011;34.0;24.0;12.0;7.0;6.0;4.0;5.0;2.0;4.0
843;Lid van ouderpaar;Burgerlijke staat: gescheiden;2012;32.0;23.0;12.0;7.0;4.0;4.0;5.0;2.0;2.0
844;Lid van ouderpaar;Burgerlijke staat: gescheiden;2013;31.0;22.0;12.0;6.0;4.0;5.0;5.0;;3.0
845;Lid van ouderpaar;Burgerlijke staat: verweduwd;2001;;;;;;;;;
846;Lid van ouderpaar;Burgerlijke staat: verweduwd;2002;;;;;;;;;
847;Lid van ouderpaar;Burgerlijke staat: verweduwd;2003;2.0;;;;;;;;
848;Lid van ouderpaar;Burgerlijke staat: verweduwd;2004;3.0;;;;;;;;
849;Lid van ouderpaar;Burgerlijke staat: verweduwd;2005;2.0;;;;;;;;
850;Lid van ouderpaar;Burgerlijke staat: verweduwd;2006;2.0;;;;;;;;
851;Lid van ouderpaar;Burgerlijke staat: verweduwd;2007;2.0;;;;;;;;
852;Lid van ouderpaar;Burgerlijke staat: verweduwd;2008;2.0;;;;;;;;
853;Lid van ouderpaar;Burgerlijke staat: verweduwd;2009;2.0;;;;;;;;
854;Lid van ouderpaar;Burgerlijke staat: verweduwd;2010;2.0;;;;;;;;
855;Lid van ouderpaar;Burgerlijke staat: verweduwd;2011;2.0;;;;;;;;
856;Lid van ouderpaar;Burgerlijke staat: verweduwd;2012;2.0;;;;;;;;
857;Lid van ouderpaar;Burgerlijke staat: verweduwd;2013;;;;;;;;;
