ID;KenmerkenVanHuishoudens;AanvullendPensioen;Perioden;AantalHuishoudens_1;BrutoInkomen_2;BesteedbaarInkomen_3;GestandaardiseerdInkomen_4;AOWInkomen_5;PensioenInclAOW_6;AantalHuishoudens_7;Percentage_8;BedragPerOntvangendHuishouden_9;AantalHuishoudens_10;Percentage_11;BedragPerOntvangendHuishouden_12;AantalHuishoudens_13;Percentage_14;BedragPerOntvangendHuishouden_15;AantalHuishoudens_16;Percentage_17;BedragPerOntvangendHuishouden_18;AantalHuishoudens_19;Percentage_20;BedragPerOntvangendHuishouden_21;AantalHuishoudens_22;Percentage_23;BedragPerOntvangendHuishouden_24
265;8;Totaal huishoudens;1991;158;40.2;26.9;15.9;9.8;13.8;111;70.2;5.8;115;73.0;4.2;141;89.7;25.3;12;7.7;0.8;71;45.4;1.3;154;97.9;27.0
266;8;Totaal huishoudens;1992;154;41.6;27.9;16.5;10.0;14.3;110;71.3;6.0;115;74.6;4.5;139;90.0;25.8;11;7.0;0.8;73;47.0;1.3;151;97.9;27.9
267;8;Totaal huishoudens;1993;148;41.9;28.0;16.7;10.1;14.8;108;72.9;6.4;109;73.6;4.0;134;90.2;25.9;9;6.3;0.9;70;47.1;1.6;145;97.5;27.8
268;8;Totaal huishoudens;1994;141;42.1;28.7;17.1;9.9;15.0;104;73.5;6.9;105;74.1;3.8;127;90.4;26.0;8;5.8;0.8;67;47.3;1.7;138;97.8;27.8
269;8;Totaal huishoudens;1995;137;42.8;29.5;17.7;10.0;15.1;102;74.9;6.9;103;75.3;3.6;123;89.6;26.8;7;5.1;0.8;67;49.2;1.8;133;97.1;28.5
270;8;Totaal huishoudens;1996;134;43.6;30.1;18.0;10.3;15.5;100;74.9;7.0;101;75.5;3.4;120;90.0;27.3;8;5.9;0.9;66;49.3;1.8;130;97.5;28.7
271;8;Totaal huishoudens;1997;126;44.1;30.8;18.4;10.6;15.9;94;74.2;7.1;99;78.6;3.2;115;91.1;27.0;7;5.5;0.9;65;51.4;2.2;123;97.6;28.9
272;8;Totaal huishoudens;1998;127;45.8;31.9;19.1;11.0;16.4;95;74.8;7.2;99;78.0;2.8;115;90.6;28.8;6;4.5;1.1;66;51.9;2.1;124;97.4;30.2
273;8;Totaal huishoudens;1999;127;47.3;32.4;19.6;11.3;16.9;94;74.1;7.6;98;77.3;3.1;114;90.3;29.6;6;5.1;1.1;65;51.3;2.2;123;97.2;31.2
274;8;Totaal huishoudens;2000;116;50.9;35.1;20.8;11.7;17.7;87;75.2;8.0;88;76.1;2.6;107;91.9;32.6;6;4.8;1.3;60;51.3;2.4;113;97.3;34.1
275;8;Met aanvullend pensioen;1990;115;37.7;25.4;15.1;9.6;14.8;115;100.0;5.2;82;71.6;2.7;104;90.3;22.6;7;5.7;0.7;49;43.0;1.2;112;97.6;23.5
276;8;Met aanvullend pensioen;1991;111;39.7;26.6;15.9;9.9;15.7;111;100.0;5.8;78;71.0;3.3;97;88.1;23.9;7;6.7;0.7;48;43.6;1.3;108;97.7;24.6
277;8;Met aanvullend pensioen;1992;110;41.5;27.8;16.6;10.2;16.2;110;100.0;6.0;80;72.8;3.6;98;88.8;24.9;7;6.1;0.7;50;45.2;1.2;108;97.6;25.9
278;8;Met aanvullend pensioen;1993;108;42.2;28.1;16.9;10.2;16.6;108;100.0;6.4;77;71.2;3.3;96;89.0;25.3;6;5.6;0.8;48;44.5;1.5;105;97.0;26.4
279;8;Met aanvullend pensioen;1994;104;42.3;28.7;17.3;10.0;16.9;104;100.0;6.9;75;72.4;3.1;92;88.8;25.2;5;5.2;0.8;47;45.5;1.7;101;97.3;26.1
280;8;Met aanvullend pensioen;1995;102;42.4;29.1;17.6;10.1;17.0;102;100.0;6.9;76;74.3;2.9;91;88.4;25.4;4;4.1;0.9;48;47.2;1.8;99;96.6;26.3
281;8;Met aanvullend pensioen;1996;100;43.6;30.1;18.3;10.4;17.4;100;100.0;7.0;75;74.8;2.7;89;88.8;26.2;5;5.0;0.9;48;47.8;1.8;97;97.0;27.0
282;8;Met aanvullend pensioen;1997;94;44.3;30.9;18.7;10.8;17.9;94;100.0;7.1;72;77.3;2.6;84;90.2;25.8;4;3.9;0.9;47;50.5;2.2;91;97.3;27.1
283;8;Met aanvullend pensioen;1998;95;45.9;32.0;19.3;11.1;18.3;95;100.0;7.2;73;76.9;2.3;85;89.7;27.6;4;3.7;1.0;49;51.3;2.0;93;97.2;28.4
284;8;Met aanvullend pensioen;1999;94;47.9;33.2;20.2;11.6;19.1;94;100.0;7.6;72;76.2;2.6;83;88.8;28.9;4;4.0;1.2;48;51.4;2.1;91;96.6;29.8
285;8;Met aanvullend pensioen;2000;87;51.8;35.7;21.4;11.9;19.9;87;100.0;8.0;66;75.9;2.2;79;90.6;32.0;3;3.8;1.2;44;50.9;2.3;84;96.9;32.9
286;8;Zonder aanvullend pensioen;1990;48;39.6;26.9;15.4;9.0;9.0;0;0.0;;37;77.9;4.9;45;93.8;27.6;4;8.9;0.9;24;49.5;1.5;47;98.9;30.9
287;8;Zonder aanvullend pensioen;1991;47;41.4;27.7;15.9;9.3;9.3;0;0.0;;37;77.8;6.0;44;93.5;28.5;5;10.0;0.9;23;49.4;1.4;46;98.5;32.6
288;8;Zonder aanvullend pensioen;1992;44;41.8;28.3;16.3;9.6;9.6;0;0.0;;35;79.1;6.6;41;93.1;28.1;4;9.4;0.9;23;51.6;1.6;44;98.5;32.8
289;8;Zonder aanvullend pensioen;1993;40;41.1;27.6;16.0;9.8;9.8;0;0.0;;32;80.1;5.8;37;93.5;27.5;3;8.1;1.0;22;53.9;1.6;40;98.9;31.6
290;8;Zonder aanvullend pensioen;1994;37;41.6;28.7;16.6;9.6;9.6;0;0.0;;29;78.9;5.5;35;94.6;28.0;3;7.4;0.9;19;52.2;1.9;37;99.1;32.2
291;8;Zonder aanvullend pensioen;1995;34;43.9;30.9;17.8;9.7;9.7;0;0.0;;27;78.3;5.7;32;93.0;30.9;3;8.2;0.8;19;55.3;1.7;34;98.5;34.7
292;8;Zonder aanvullend pensioen;1996;34;43.5;30.0;17.2;9.9;9.9;0;0.0;;26;77.5;5.3;31;93.8;30.2;3;8.7;0.9;18;53.9;2.0;33;99.1;33.9
293;8;Zonder aanvullend pensioen;1997;33;43.6;30.4;17.4;10.1;10.1;0;0.0;;27;82.3;4.8;30;93.6;30.2;3;10.0;0.9;18;54.0;2.2;32;98.6;34.0
294;8;Zonder aanvullend pensioen;1998;32;45.5;31.4;18.3;10.6;10.6;0;0.0;;26;81.3;4.3;30;93.2;32.3;2;7.0;1.1;17;53.8;2.2;31;98.0;35.6
295;8;Zonder aanvullend pensioen;1999;33;45.3;30.2;17.8;10.6;10.6;0;0.0;;26;80.4;4.5;31;94.4;31.5;3;8.1;1.0;17;51.0;2.6;32;98.7;35.2
296;8;Zonder aanvullend pensioen;2000;29;48.2;33.4;19.2;10.9;10.9;0;0.0;;22;76.8;3.7;27;95.6;34.6;2;7.6;1.4;15;52.5;2.6;28;98.7;37.9
297;9;Totaal huishoudens;1990;113;38.4;25.5;15.3;8.3;11.9;79;69.7;5.1;81;72.1;3.0;108;96.3;24.7;8;7.0;0.8;51;45.2;1.2;111;98.9;26.9
298;9;Totaal huishoudens;1991;109;40.4;26.5;15.9;8.5;12.5;75;68.9;5.8;78;71.1;3.7;105;96.0;25.8;10;8.7;0.8;49;44.6;1.2;108;98.6;28.3
299;9;Totaal huishoudens;1992;107;41.3;27.2;16.4;8.7;12.7;74;69.7;5.7;78;73.3;3.7;103;96.2;26.2;8;7.8;0.8;49;45.8;1.2;106;98.9;28.9
300;9;Totaal huishoudens;1993;104;41.5;27.2;16.5;8.8;13.3;75;71.8;6.2;75;72.4;3.1;100;96.2;26.4;8;7.2;0.9;48;46.3;1.3;103;98.8;28.6
301;9;Totaal huishoudens;1994;99;42.1;28.1;17.1;8.6;13.5;71;72.3;6.7;72;72.6;3.0;95;96.1;26.7;6;6.1;0.9;46;46.7;1.5;98;99.2;28.8
302;9;Totaal huishoudens;1995;96;42.8;28.9;17.7;8.7;13.5;71;73.8;6.6;71;74.2;2.9;90;94.7;27.7;6;6.1;0.9;46;48.7;1.6;94;98.5;29.7
303;9;Totaal huishoudens;1996;94;43.6;29.6;18.0;8.9;14.0;69;73.6;6.9;71;75.1;2.8;90;95.4;28.0;6;6.7;0.9;45;48.0;1.7;93;99.1;29.9
304;9;Totaal huishoudens;1997;90;43.7;29.9;18.3;9.3;14.2;65;72.6;6.8;71;78.6;2.8;86;95.7;27.4;6;6.4;1.0;46;50.6;2.0;89;99.2;29.7
305;9;Totaal huishoudens;1998;90;45.7;31.3;19.2;9.5;14.6;66;73.4;6.9;70;77.6;2.3;87;96.0;29.5;5;5.4;1.1;46;51.1;1.9;90;99.2;31.4
306;9;Totaal huishoudens;1999;92;47.0;31.8;19.6;9.8;15.0;67;72.6;7.2;70;76.3;2.5;88;95.1;30.5;6;6.2;1.1;46;50.0;2.0;91;99.2;32.2
307;9;Totaal huishoudens;2000;83;50.4;34.2;20.8;10.1;15.6;60;72.8;7.5;63;76.1;2.0;80;96.4;33.2;4;5.3;1.3;42;51.3;2.3;82;99.5;35.0
308;9;Met aanvullend pensioen;1990;79;37.8;25.0;15.2;8.5;13.6;79;100.0;5.1;55;70.2;2.3;75;95.6;23.2;4;5.6;0.7;34;43.0;1.1;77;98.6;24.6
309;9;Met aanvullend pensioen;1991;75;39.9;26.2;15.9;8.7;14.4;75;100.0;5.8;52;69.1;2.8;72;95.2;24.3;6;7.4;0.7;32;42.9;1.1;74;98.5;25.9
310;9;Met aanvullend pensioen;1992;74;41.6;27.3;16.6;8.9;14.6;74;100.0;5.7;54;71.9;2.9;71;95.5;25.4;5;6.5;0.7;33;44.3;1.0;74;98.9;27.2
311;9;Met aanvullend pensioen;1993;75;42.4;27.7;17.0;8.9;15.1;75;100.0;6.2;52;70.0;2.6;71;95.3;26.1;5;6.0;0.8;33;43.8;1.3;74;98.4;27.7
312;9;Met aanvullend pensioen;1994;71;42.6;28.3;17.4;8.7;15.4;71;100.0;6.7;51;71.2;2.4;68;95.0;26.1;3;4.9;0.9;32;45.0;1.5;71;98.9;27.5
313;9;Met aanvullend pensioen;1995;71;42.5;28.5;17.7;8.7;15.3;71;100.0;6.6;52;73.7;2.4;66;93.8;26.2;3;4.7;0.9;33;47.0;1.6;69;98.3;27.6
314;9;Met aanvullend pensioen;1996;69;43.7;29.6;18.4;9.0;15.9;69;100.0;6.9;52;74.8;2.2;65;94.2;26.9;4;5.4;0.9;32;46.7;1.6;69;98.9;28.1
315;9;Met aanvullend pensioen;1997;65;43.8;30.1;18.7;9.4;16.2;65;100.0;6.8;51;77.7;2.1;62;94.8;26.2;3;4.3;1.0;32;49.4;2.0;65;99.2;27.8
316;9;Met aanvullend pensioen;1998;66;45.8;31.5;19.5;9.6;16.5;66;100.0;6.9;51;76.4;1.7;63;95.4;28.3;3;4.1;1.1;33;50.0;1.8;66;99.2;29.5
317;9;Met aanvullend pensioen;1999;67;47.9;32.8;20.4;10.0;17.2;67;100.0;7.2;50;75.3;2.0;63;93.9;30.0;3;4.7;1.2;33;50.1;1.9;66;98.9;31.0
318;9;Met aanvullend pensioen;2000;60;51.8;34.9;21.5;10.3;17.8;60;100.0;7.5;46;76.3;1.7;58;96.1;32.8;2;3.9;1.2;31;51.5;2.2;60;99.5;34.1
319;9;Zonder aanvullend pensioen;1990;34;39.8;26.6;15.6;7.9;7.9;0;0.0;;26;76.4;4.5;33;97.7;28.3;3;10.2;0.9;17;50.4;1.5;34;99.4;32.1
320;9;Zonder aanvullend pensioen;1991;34;41.4;27.1;15.9;8.1;8.1;0;0.0;;26;75.3;5.5;33;97.8;29.0;4;11.5;0.9;16;48.4;1.4;34;98.8;33.7
321;9;Zonder aanvullend pensioen;1992;32;40.6;26.8;15.8;8.3;8.3;0;0.0;;25;76.4;5.4;32;97.8;28.0;4;10.9;0.9;16;49.3;1.4;32;99.0;32.6
322;9;Zonder aanvullend pensioen;1993;29;39.4;26.0;15.4;8.5;8.5;0;0.0;;23;78.4;4.2;29;98.4;27.2;3;10.2;1.0;15;52.7;1.4;29;99.8;30.9
323;9;Zonder aanvullend pensioen;1994;27;40.7;27.7;16.4;8.4;8.4;0;0.0;;21;76.5;4.5;27;98.9;28.3;3;9.3;0.9;14;50.8;1.6;27;99.8;32.4
324;9;Zonder aanvullend pensioen;1995;25;43.4;30.1;17.7;8.5;8.5;0;0.0;;19;75.5;4.4;24;97.2;31.6;3;10.0;0.9;13;53.4;1.5;25;99.1;35.3
325;9;Zonder aanvullend pensioen;1996;25;43.3;29.4;17.1;8.7;8.7;0;0.0;;19;75.8;4.2;25;98.7;30.8;3;10.5;0.9;13;51.5;1.8;25;99.6;34.7
326;9;Zonder aanvullend pensioen;1997;25;43.4;29.6;17.2;8.9;8.9;0;0.0;;20;81.2;4.3;24;98.0;30.3;3;12.2;1.0;13;53.9;2.0;25;99.2;34.8
327;9;Zonder aanvullend pensioen;1998;24;45.3;30.6;18.3;9.2;9.2;0;0.0;;20;80.9;3.7;23;97.5;32.7;2;8.9;1.1;13;54.2;2.0;24;99.3;36.4
328;9;Zonder aanvullend pensioen;1999;25;44.6;29.2;17.7;9.3;9.3;0;0.0;;20;79.0;3.6;25;98.5;31.7;3;10.2;0.9;13;49.9;2.4;25;100.0;35.3
329;9;Zonder aanvullend pensioen;2000;22;46.9;32.3;19.1;9.7;9.7;0;0.0;;17;75.6;3.0;22;97.4;34.4;2;8.9;1.3;11;50.9;2.5;22;99.5;37.3
330;10;Totaal huishoudens;1990;50;37.8;26.6;15.0;12.1;15.9;36;72.3;5.3;38;76.6;4.3;40;80.2;22.4;3;5.9;0.8;22;44.1;1.6;48;96.1;22.9
331;10;Totaal huishoudens;1991;48;39.8;27.8;15.8;12.6;16.9;35;73.2;5.8;37;77.4;5.2;36;75.4;24.0;3;5.3;0.9;23;47.2;1.6;46;96.4;23.8
332;10;Totaal huishoudens;1992;48;42.3;29.6;16.8;13.0;17.8;36;74.8;6.4;37;77.6;6.2;36;76.1;24.7;2;5.2;0.8;24;49.7;1.7;46;95.6;25.6
333;10;Totaal huishoudens;1993;44;42.8;29.7;17.0;13.2;18.4;33;75.5;6.8;34;76.5;6.0;34;76.1;24.6;2;4.2;0.9;22;49.0;2.0;42;94.5;25.8
334;10;Totaal huishoudens;1994;42;42.3;30.2;17.2;12.9;18.5;32;76.4;7.3;33;77.4;5.4;33;77.1;23.9;2;5.0;0.8;21;48.8;2.2;40;94.5;25.2
335;10;Totaal huishoudens;1995;41;42.9;30.9;17.6;13.1;18.9;32;77.4;7.4;32;78.0;5.0;32;77.7;24.4;1;2.8;0.7;21;50.6;2.2;39;93.8;25.6
336;10;Totaal huishoudens;1996;39;43.5;31.4;17.9;13.5;19.3;31;77.9;7.4;30;76.4;4.8;30;77.2;25.2;2;3.9;0.8;21;52.6;2.2;37;93.7;25.9
337;10;Totaal huishoudens;1997;36;45.2;32.9;18.6;14.0;20.0;28;78.1;7.7;28;78.4;4.2;29;79.5;25.7;1;3.1;0.7;19;53.4;2.6;34;93.7;26.8
338;10;Totaal huishoudens;1998;37;46.2;33.4;18.9;14.6;20.8;29;78.3;7.9;29;79.0;4.1;29;77.3;26.9;1;2.4;0.9;20;53.9;2.5;34;93.0;27.3
339;10;Totaal huishoudens;1999;35;48.0;34.1;19.3;15.2;21.8;27;78.2;8.5;28;79.9;4.8;27;77.3;26.9;1;2.0;0.9;19;54.9;2.7;32;91.7;28.5
340;10;Totaal huishoudens;2000;33;52.1;37.5;20.8;15.5;22.9;27;81.2;9.1;25;76.1;3.8;27;80.5;30.9;1;3.5;1.2;17;51.4;2.6;31;91.9;31.8
341;10;Met aanvullend pensioen;1990;36;37.4;26.1;15.0;12.1;17.4;36;100.0;5.3;27;74.7;3.6;28;78.7;21.0;2;6.0;0.7;15;43.0;1.5;34;95.4;20.9
342;10;Met aanvullend pensioen;1991;35;39.2;27.3;15.8;12.7;18.5;35;100.0;5.8;26;74.9;4.4;26;72.8;22.8;2;5.0;0.8;16;45.3;1.6;34;96.0;21.6
343;10;Met aanvullend pensioen;1992;36;41.3;28.7;16.6;13.0;19.5;36;100.0;6.4;27;74.6;4.8;27;74.7;23.3;2;5.3;0.8;17;47.1;1.6;34;95.1;22.9
344;10;Met aanvullend pensioen;1993;33;41.8;29.0;16.8;13.2;20.0;33;100.0;6.8;25;73.9;4.7;25;74.8;23.3;2;4.8;0.9;15;46.3;2.0;31;93.8;23.3
345;10;Met aanvullend pensioen;1994;32;41.9;29.7;17.2;12.9;20.2;32;100.0;7.3;24;75.0;4.5;24;75.2;22.8;2;5.9;0.7;15;46.6;2.2;30;93.7;23.1
346;10;Met aanvullend pensioen;1995;32;42.2;30.3;17.5;13.1;20.5;32;100.0;7.4;24;75.8;3.8;24;76.5;23.1;1;2.6;0.7;15;47.8;2.1;30;92.9;23.3
347;10;Met aanvullend pensioen;1996;31;43.3;31.3;18.1;13.5;20.9;31;100.0;7.4;23;74.8;3.7;23;76.5;24.3;1;4.0;0.8;15;50.3;2.1;28;92.7;24.1
348;10;Met aanvullend pensioen;1997;28;45.4;32.9;18.8;14.0;21.7;28;100.0;7.7;21;76.3;3.5;22;79.5;24.6;1;3.1;0.7;15;53.2;2.6;26;93.0;25.5
349;10;Met aanvullend pensioen;1998;29;46.3;33.3;19.0;14.6;22.5;29;100.0;7.9;23;78.1;3.4;22;76.5;25.8;1;2.8;0.9;16;54.2;2.4;27;92.6;25.6
350;10;Met aanvullend pensioen;1999;27;48.0;34.3;19.7;15.3;23.8;27;100.0;8.5;21;78.4;4.0;21;76.4;25.8;1;2.2;0.8;15;54.8;2.6;25;90.9;26.7
351;10;Met aanvullend pensioen;2000;27;51.8;37.5;21.2;15.6;24.7;27;100.0;9.1;20;75.0;3.3;21;78.5;29.7;1;3.7;1.1;13;49.7;2.5;25;90.9;29.8
352;10;Zonder aanvullend pensioen;1990;14;39.0;27.7;14.8;11.8;11.8;0;0.0;;11;81.6;5.8;12;84.1;25.7;1;5.5;1.0;7;47.2;1.7;14;97.7;27.8
353;10;Zonder aanvullend pensioen;1991;13;41.5;29.2;15.9;12.5;12.5;0;0.0;;11;84.2;7.1;11;82.2;26.9;1;6.0;1.0;7;52.2;1.6;13;97.7;29.7
354;10;Zonder aanvullend pensioen;1992;12;45.2;32.0;17.5;13.0;13.0;0;0.0;;10;86.5;9.5;10;80.4;28.4;1;5.1;0.8;7;57.6;2.0;12;97.1;33.2
355;10;Zonder aanvullend pensioen;1993;11;45.6;32.0;17.6;13.3;13.3;0;0.0;;9;84.7;9.7;9;80.2;28.5;0;2.5;;6;57.2;2.2;10;96.6;33.5
356;10;Zonder aanvullend pensioen;1994;10;43.8;31.7;17.3;13.0;13.0;0;0.0;;9;85.3;8.0;8;83.0;27.2;0;2.0;;6;55.8;2.4;10;97.2;31.8
357;10;Zonder aanvullend pensioen;1995;9;45.3;33.0;18.2;13.1;13.1;0;0.0;;8;85.6;8.6;8;81.6;28.6;0;3.3;;6;60.3;2.3;9;96.9;33.1
358;10;Zonder aanvullend pensioen;1996;9;44.3;31.7;17.4;13.4;13.4;0;0.0;;7;82.1;8.3;7;79.8;28.2;0;3.6;;5;60.8;2.5;9;97.5;31.7
359;10;Zonder aanvullend pensioen;1997;8;44.4;32.8;17.9;14.0;14.0;0;0.0;;7;85.8;6.2;6;79.7;29.6;0;3.2;;4;54.4;2.7;8;96.5;31.5
360;10;Zonder aanvullend pensioen;1998;8;46.0;33.8;18.4;14.7;14.7;0;0.0;;7;82.6;6.3;6;80.2;30.7;0;1.2;;4;52.7;2.8;8;94.4;33.2
361;10;Zonder aanvullend pensioen;1999;8;47.7;33.3;18.1;14.9;14.9;0;0.0;;6;85.2;7.4;6;80.6;30.7;0;1.3;;4;54.9;3.0;7;94.4;34.7
362;10;Zonder aanvullend pensioen;2000;6;53.3;37.5;19.4;15.0;15.0;0;0.0;;5;81.1;6.0;6;89.1;35.5;0;2.6;;4;58.5;3.0;6;95.8;39.9
363;11;Totaal huishoudens;1990;152;10.3;8.4;8.3;7.5;9.4;91;59.9;3.1;30;19.9;3.9;12;7.7;0.4;10;6.5;0.6;4;2.4;1.8;42;27.9;3.2
364;11;Totaal huishoudens;1991;150;10.8;8.9;8.7;7.9;9.8;91;60.5;3.2;30;20.0;4.2;9;5.9;1.2;12;8.0;0.6;4;2.6;1.8;42;28.2;3.6
365;11;Totaal huishoudens;1992;144;10.9;9.0;8.9;8.1;10.0;90;62.6;3.1;28;19.2;3.8;6;4.1;1.7;8;5.7;0.5;2;1.3;3.2;37;25.8;3.4
366;11;Totaal huishoudens;1993;140;11.0;9.1;8.9;8.3;10.3;89;63.3;3.2;25;17.9;3.4;8;5.4;1.1;8;6.0;0.7;2;1.6;1.6;36;25.3;2.9
367;11;Totaal huishoudens;1994;139;11.0;9.3;9.1;8.2;10.3;90;64.6;3.3;30;21.2;2.4;8;6.1;1.6;8;5.7;0.6;3;2.1;1.7;39;28.0;2.4
368;11;Totaal huishoudens;1995;135;11.6;9.8;9.6;8.3;10.6;90;66.1;3.6;29;21.1;3.1;7;5.0;3.2;9;6.9;0.7;3;2.3;2.6;39;28.7;3.2
369;11;Totaal huishoudens;1996;131;12.1;10.1;9.9;8.6;11.1;87;66.9;3.7;29;21.8;3.1;6;4.4;4.2;11;8.3;0.6;4;3.3;2.2;40;30.3;3.3
370;11;Totaal huishoudens;1997;127;12.4;10.3;10.1;8.9;11.5;84;66.0;3.8;28;22.2;2.9;6;4.7;4.1;11;8.3;0.7;3;2.3;2.6;39;30.8;3.1
371;11;Totaal huishoudens;1998;118;13.1;11.0;10.8;9.4;11.9;76;64.6;3.9;28;24.1;2.8;9;7.8;4.5;9;7.6;0.7;3;2.7;1.7;40;34.3;3.3
372;11;Totaal huishoudens;1999;121;13.4;11.1;10.9;9.7;12.2;78;64.9;3.8;26;21.2;3.0;9;7.6;5.2;10;8.0;0.8;2;2.0;2.4;37;31.0;3.7
373;11;Totaal huishoudens;2000;115;14.2;11.9;11.6;10.0;13.2;81;70.2;4.6;27;23.7;3.0;6;4.9;2.6;10;8.7;0.8;4;3.0;3.7;38;32.7;3.2
374;11;Met aanvullend pensioen;1990;91;11.6;9.4;9.3;7.6;10.7;91;100.0;3.1;21;22.5;3.4;7;7.6;0.8;7;7.2;0.6;2;2.5;2.0;29;31.6;2.9
375;11;Met aanvullend pensioen;1991;91;12.2;9.8;9.6;7.9;11.2;91;100.0;3.2;19;21.4;3.6;5;5.0;2.1;8;8.8;0.6;2;2.3;2.1;28;30.7;3.2
376;11;Met aanvullend pensioen;1992;90;12.1;9.9;9.7;8.1;11.3;90;100.0;3.1;18;19.9;3.6;4;4.4;1.8;6;6.8;0.5;1;1.1;;25;27.3;3.2
377;11;Met aanvullend pensioen;1993;89;12.1;9.9;9.7;8.3;11.5;89;100.0;3.2;16;17.9;2.9;4;5.0;0.7;6;7.0;0.7;1;1.3;;23;26.2;2.3
378;11;Met aanvullend pensioen;1994;90;12.2;10.2;10.0;8.2;11.5;90;100.0;3.3;19;20.6;2.5;5;5.4;1.9;6;6.6;0.5;2;1.7;1.3;25;27.5;2.4
379;11;Met aanvullend pensioen;1995;90;12.7;10.6;10.4;8.3;11.9;90;100.0;3.6;19;21.5;2.9;4;4.9;2.8;6;6.4;0.6;2;2.6;2.7;25;28.2;3.1
380;11;Met aanvullend pensioen;1996;87;13.3;11.1;10.8;8.6;12.3;87;100.0;3.7;20;23.3;3.0;4;4.0;3.5;8;8.9;0.6;3;3.3;2.1;28;31.8;3.0
381;11;Met aanvullend pensioen;1997;84;13.7;11.3;11.1;9.0;12.8;84;100.0;3.8;19;23.2;2.8;4;4.8;3.2;7;8.2;0.6;2;2.5;2.3;27;32.2;2.8
382;11;Met aanvullend pensioen;1998;76;14.3;12.0;11.7;9.4;13.3;76;100.0;3.9;19;25.0;2.3;4;5.9;4.5;6;7.6;0.7;3;3.4;1.9;26;34.1;2.8
383;11;Met aanvullend pensioen;1999;78;14.5;12.0;11.7;9.8;13.6;78;100.0;3.8;16;20.2;2.2;5;6.5;4.7;7;9.4;0.8;1;1.5;2.4;24;30.7;2.8
384;11;Met aanvullend pensioen;2000;81;15.4;12.8;12.5;10.0;14.6;81;100.0;4.6;19;23.0;2.5;4;4.4;2.2;8;9.8;0.8;3;3.4;4.0;27;32.9;2.7
385;11;Zonder aanvullend pensioen;1990;61;8.2;6.9;6.8;7.4;7.4;0;0.0;;10;16.0;4.8;5;7.8;-0.2;3;5.4;0.6;1;2.1;1.5;14;22.4;3.7
386;11;Zonder aanvullend pensioen;1991;59;8.8;7.4;7.3;7.8;7.8;0;0.0;;11;17.9;5.4;4;7.3;0.2;4;6.8;0.5;2;3.0;1.5;15;24.5;4.3
387;11;Zonder aanvullend pensioen;1992;54;8.9;7.5;7.4;8.0;8.0;0;0.0;;10;18.1;4.3;2;3.6;1.7;2;3.8;0.5;1;1.7;;12;23.3;3.8
388;11;Zonder aanvullend pensioen;1993;51;9.1;7.7;7.7;8.2;8.2;0;0.0;;9;17.8;4.3;3;6.1;1.7;2;4.3;0.7;1;2.1;;12;23.8;3.9
389;11;Zonder aanvullend pensioen;1994;49;8.8;7.6;7.5;8.1;8.1;0;0.0;;11;22.3;2.2;4;7.5;1.2;2;4.2;0.7;1;2.8;;14;29.0;2.3
390;11;Zonder aanvullend pensioen;1995;46;9.2;8.1;8.0;8.3;8.3;0;0.0;;9;20.4;3.4;2;5.3;3.9;4;8.1;0.7;1;1.7;;14;29.6;3.3
391;11;Zonder aanvullend pensioen;1996;43;9.6;8.2;8.1;8.5;8.5;0;0.0;;8;18.8;3.4;2;5.3;5.3;3;7.1;0.5;1;3.2;;12;27.2;3.8
392;11;Zonder aanvullend pensioen;1997;43;9.9;8.3;8.2;8.8;8.8;0;0.0;;9;20.4;3.0;2;4.3;6.1;4;8.4;0.9;1;2.1;;12;28.0;3.7
393;11;Zonder aanvullend pensioen;1998;42;10.8;9.1;9.1;9.3;9.3;0;0.0;;9;22.5;3.9;5;11.4;4.6;3;7.5;0.7;1;1.4;;15;34.8;4.2
394;11;Zonder aanvullend pensioen;1999;42;11.3;9.5;9.4;9.6;9.6;0;0.0;;10;23.1;4.2;4;9.6;5.8;2;5.4;1.0;1;3.1;2.4;13;31.5;5.3
395;11;Zonder aanvullend pensioen;2000;34;11.3;9.6;9.5;9.9;9.9;0;0.0;;9;25.3;4.2;2;6.1;3.4;2;6.0;1.0;1;2.3;;11;32.4;4.3
396;12;Totaal huishoudens;1990;147;10.1;8.2;8.2;7.4;9.2;87;59.4;3.1;29;19.6;3.8;11;7.8;0.4;9;6.1;0.6;3;2.0;1.7;40;27.4;3.1
397;12;Totaal huishoudens;1991;143;10.6;8.6;8.6;7.7;9.6;85;59.4;3.2;28;19.3;4.3;8;5.7;1.0;11;7.4;0.6;3;2.4;1.8;39;27.1;3.6
398;12;Totaal huishoudens;1992;138;10.7;8.8;8.8;8.0;9.9;86;62.1;3.1;26;19.1;3.7;5;4.0;1.8;8;5.6;0.5;2;1.3;3.1;35;25.6;3.3
399;12;Totaal huishoudens;1993;134;10.8;8.9;8.9;8.1;10.1;84;62.5;3.1;24;17.6;3.3;7;5.4;1.2;7;5.5;0.7;2;1.5;1.6;33;24.6;2.9
400;12;Totaal huishoudens;1994;132;10.7;9.1;9.1;8.0;10.1;85;63.8;3.3;28;21.1;2.2;8;5.9;1.5;7;5.4;0.6;3;2.2;1.6;36;27.5;2.2
401;12;Totaal huishoudens;1995;130;11.3;9.6;9.6;8.1;10.5;85;65.6;3.6;27;21.1;2.9;6;4.7;3.2;8;6.5;0.7;3;2.3;2.6;37;28.2;3.0
