ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
9353;45 Autohandel en -reparatie;2010 december;9;4;5
9354;45 Autohandel en -reparatie;2010 4e kwartaal;42;10;32
9355;45 Autohandel en -reparatie;2010;181;40;141
9356;45 Autohandel en -reparatie;2011 januari;11;2;9
9357;45 Autohandel en -reparatie;2011 februari;21;1;20
9358;45 Autohandel en -reparatie;2011 maart;10;2;8
9359;45 Autohandel en -reparatie;2011 1e kwartaal;42;5;37
9360;45 Autohandel en -reparatie;2011 april;9;3;6
9361;45 Autohandel en -reparatie;2011 mei;13;1;12
9362;45 Autohandel en -reparatie;2011 juni;16;3;13
9363;45 Autohandel en -reparatie;2011 2e kwartaal;38;7;31
9364;45 Autohandel en -reparatie;2011 juli;7;2;5
9365;45 Autohandel en -reparatie;2011 augustus;22;2;20
9366;45 Autohandel en -reparatie;2011 september;17;4;13
9367;45 Autohandel en -reparatie;2011 3e kwartaal;46;8;38
9368;45 Autohandel en -reparatie;2011 oktober;18;6;12
9369;45 Autohandel en -reparatie;2011 november;12;3;9
9370;45 Autohandel en -reparatie;2011 december;16;3;13
9371;45 Autohandel en -reparatie;2011 4e kwartaal;46;12;34
9372;45 Autohandel en -reparatie;2011;172;32;140
9373;45 Autohandel en -reparatie;2012  januari;24;2;22
9374;45 Autohandel en -reparatie;2012 februari;12;5;7
9375;45 Autohandel en -reparatie;2012 maart;15;4;11
9376;45 Autohandel en -reparatie;2012 1e kwartaal;51;11;40
9377;45 Autohandel en -reparatie;2012 april;13;4;9
9378;45 Autohandel en -reparatie;2012 mei;14;1;13
9379;45 Autohandel en -reparatie;2012  juni;18;4;14
9380;45 Autohandel en -reparatie;2012 2e kwartaal;45;9;36
9381;45 Autohandel en -reparatie;2012 juli;19;5;14
9382;45 Autohandel en -reparatie;2012 augustus;11;2;9
9383;45 Autohandel en -reparatie;2012 september;14;7;7
9384;45 Autohandel en -reparatie;2012 3e kwartaal;44;14;30
9385;45 Autohandel en -reparatie;2012 oktober;29;7;22
9386;45 Autohandel en -reparatie;2012 november;26;7;19
9387;45 Autohandel en -reparatie;2012 december;10;2;8
9388;45 Autohandel en -reparatie;2012 4e kwartaal;65;16;49
9389;45 Autohandel en -reparatie;2012;205;50;155
9390;45 Autohandel en -reparatie;2013 januari;15;2;13
9391;45 Autohandel en -reparatie;2013 februari;23;7;16
9392;45 Autohandel en -reparatie;2013 maart;21;3;18
9393;45 Autohandel en -reparatie;2013 1e kwartaal;59;12;47
9394;45 Autohandel en -reparatie;2013 april;11;4;7
9395;45 Autohandel en -reparatie;2013 mei;32;6;26
9396;45 Autohandel en -reparatie;2013 juni;17;5;12
9397;45 Autohandel en -reparatie;2013 2e kwartaal;60;15;45
9398;45 Autohandel en -reparatie;2013 juli;27;3;24
9399;45 Autohandel en -reparatie;2013 augustus;25;4;21
9400;45 Autohandel en -reparatie;2013 september;11;1;10
9401;45 Autohandel en -reparatie;2013 3e kwartaal;63;8;55
9402;45 Autohandel en -reparatie;2013 oktober;21;3;18
9403;45 Autohandel en -reparatie;2013 november;20;7;13
9404;45 Autohandel en -reparatie;2013 december;15;2;13
9405;45 Autohandel en -reparatie;2013 4e kwartaal;56;12;44
9406;45 Autohandel en -reparatie;2013;238;47;191
9407;45 Autohandel en -reparatie;2014 januari;17;3;14
9408;45 Autohandel en -reparatie;2014 februari;11;0;11
9409;45 Autohandel en -reparatie;2014 maart;19;5;14
9410;45 Autohandel en -reparatie;2014 1e kwartaal;47;8;39
9411;45 Autohandel en -reparatie;2014 april;13;1;12
9412;46 Groothandel en handelsbemiddeling;1993 januari;64;20;44
9413;46 Groothandel en handelsbemiddeling;1993 februari;50;12;38
9414;46 Groothandel en handelsbemiddeling;1993 maart;107;30;77
9415;46 Groothandel en handelsbemiddeling;1993 1e kwartaal;221;62;159
9416;46 Groothandel en handelsbemiddeling;1993 april;80;28;52
9417;46 Groothandel en handelsbemiddeling;1993 mei;78;20;58
9418;46 Groothandel en handelsbemiddeling;1993 juni;75;27;48
9419;46 Groothandel en handelsbemiddeling;1993 2e kwartaal;233;75;158
9420;46 Groothandel en handelsbemiddeling;1993 juli;77;22;55
9421;46 Groothandel en handelsbemiddeling;1993 augustus;91;29;62
9422;46 Groothandel en handelsbemiddeling;1993 september;92;32;60
9423;46 Groothandel en handelsbemiddeling;1993 3e kwartaal;260;83;177
9424;46 Groothandel en handelsbemiddeling;1993 oktober;71;29;42
9425;46 Groothandel en handelsbemiddeling;1993 november;85;31;54
9426;46 Groothandel en handelsbemiddeling;1993 december;76;22;54
9427;46 Groothandel en handelsbemiddeling;1993 4e kwartaal;232;82;150
9428;46 Groothandel en handelsbemiddeling;1993;946;302;644
9429;46 Groothandel en handelsbemiddeling;1994 januari;72;22;50
9430;46 Groothandel en handelsbemiddeling;1994 februari;82;27;55
9431;46 Groothandel en handelsbemiddeling;1994 maart;85;21;64
9432;46 Groothandel en handelsbemiddeling;1994 1e kwartaal;239;70;169
9433;46 Groothandel en handelsbemiddeling;1994 april;71;24;47
9434;46 Groothandel en handelsbemiddeling;1994 mei;64;18;46
9435;46 Groothandel en handelsbemiddeling;1994 juni;73;20;53
9436;46 Groothandel en handelsbemiddeling;1994 2e kwartaal;208;62;146
9437;46 Groothandel en handelsbemiddeling;1994 juli;67;19;48
9438;46 Groothandel en handelsbemiddeling;1994 augustus;70;24;46
9439;46 Groothandel en handelsbemiddeling;1994 september;74;23;51
9440;46 Groothandel en handelsbemiddeling;1994 3e kwartaal;211;66;145
9441;46 Groothandel en handelsbemiddeling;1994 oktober;72;28;44
9442;46 Groothandel en handelsbemiddeling;1994 november;90;26;64
9443;46 Groothandel en handelsbemiddeling;1994 december;71;28;43
9444;46 Groothandel en handelsbemiddeling;1994 4e kwartaal;233;82;151
9445;46 Groothandel en handelsbemiddeling;1994;891;280;611
9446;46 Groothandel en handelsbemiddeling;1995 januari;63;23;40
9447;46 Groothandel en handelsbemiddeling;1995 februari;54;14;40
9448;46 Groothandel en handelsbemiddeling;1995 maart;65;21;44
9449;46 Groothandel en handelsbemiddeling;1995 1e kwartaal;182;58;124
9450;46 Groothandel en handelsbemiddeling;1995 april;68;23;45
9451;46 Groothandel en handelsbemiddeling;1995 mei;56;15;41
9452;46 Groothandel en handelsbemiddeling;1995 juni;65;19;46
9453;46 Groothandel en handelsbemiddeling;1995 2e kwartaal;189;57;132
9454;46 Groothandel en handelsbemiddeling;1995 juli;60;18;42
9455;46 Groothandel en handelsbemiddeling;1995 augustus;63;22;41
9456;46 Groothandel en handelsbemiddeling;1995 september;75;21;54
9457;46 Groothandel en handelsbemiddeling;1995 3e kwartaal;198;61;137
9458;46 Groothandel en handelsbemiddeling;1995 oktober;80;28;52
9459;46 Groothandel en handelsbemiddeling;1995 november;86;26;60
9460;46 Groothandel en handelsbemiddeling;1995 december;53;13;40
9461;46 Groothandel en handelsbemiddeling;1995 4e kwartaal;219;67;152
9462;46 Groothandel en handelsbemiddeling;1995;788;243;545
9463;46 Groothandel en handelsbemiddeling;1996 januari;75;30;45
9464;46 Groothandel en handelsbemiddeling;1996 februari;64;20;44
9465;46 Groothandel en handelsbemiddeling;1996 maart;63;19;44
9466;46 Groothandel en handelsbemiddeling;1996 1e kwartaal;202;69;133
9467;46 Groothandel en handelsbemiddeling;1996 april;57;16;41
9468;46 Groothandel en handelsbemiddeling;1996 mei;60;18;42
9469;46 Groothandel en handelsbemiddeling;1996 juni;70;25;45
9470;46 Groothandel en handelsbemiddeling;1996 2e kwartaal;187;59;128
9471;46 Groothandel en handelsbemiddeling;1996 juli;66;19;47
9472;46 Groothandel en handelsbemiddeling;1996 augustus;53;14;39
9473;46 Groothandel en handelsbemiddeling;1996 september;67;18;49
9474;46 Groothandel en handelsbemiddeling;1996 3e kwartaal;186;51;135
9475;46 Groothandel en handelsbemiddeling;1996 oktober;75;16;59
9476;46 Groothandel en handelsbemiddeling;1996 november;52;25;27
9477;46 Groothandel en handelsbemiddeling;1996 december;52;16;36
9478;46 Groothandel en handelsbemiddeling;1996 4e kwartaal;179;57;122
9479;46 Groothandel en handelsbemiddeling;1996;754;236;518
9480;46 Groothandel en handelsbemiddeling;1997 januari;64;20;44
9481;46 Groothandel en handelsbemiddeling;1997 februari;62;24;38
9482;46 Groothandel en handelsbemiddeling;1997 maart;43;8;35
9483;46 Groothandel en handelsbemiddeling;1997 1e kwartaal;169;52;117
9484;46 Groothandel en handelsbemiddeling;1997 april;67;21;46
9485;46 Groothandel en handelsbemiddeling;1997 mei;57;17;40
9486;46 Groothandel en handelsbemiddeling;1997 juni;55;11;44
9487;46 Groothandel en handelsbemiddeling;1997 2e kwartaal;179;49;130
9488;46 Groothandel en handelsbemiddeling;1997 juli;72;20;52
9489;46 Groothandel en handelsbemiddeling;1997 augustus;47;14;33
9490;46 Groothandel en handelsbemiddeling;1997 september;61;21;40
9491;46 Groothandel en handelsbemiddeling;1997 3e kwartaal;180;55;125
9492;46 Groothandel en handelsbemiddeling;1997 oktober;72;19;53
9493;46 Groothandel en handelsbemiddeling;1997 november;59;16;43
9494;46 Groothandel en handelsbemiddeling;1997 december;55;11;44
9495;46 Groothandel en handelsbemiddeling;1997 4e kwartaal;186;46;140
9496;46 Groothandel en handelsbemiddeling;1997;714;202;512
9497;46 Groothandel en handelsbemiddeling;1998 januari;53;17;36
9498;46 Groothandel en handelsbemiddeling;1998 februari;58;17;41
9499;46 Groothandel en handelsbemiddeling;1998 maart;73;27;46
9500;46 Groothandel en handelsbemiddeling;1998 1e kwartaal;184;61;123
9501;46 Groothandel en handelsbemiddeling;1998 april;57;20;37
9502;46 Groothandel en handelsbemiddeling;1998 mei;50;16;34
9503;46 Groothandel en handelsbemiddeling;1998 juni;45;12;33
9504;46 Groothandel en handelsbemiddeling;1998 2e kwartaal;152;48;104
9505;46 Groothandel en handelsbemiddeling;1998 juli;55;21;34
9506;46 Groothandel en handelsbemiddeling;1998 augustus;37;12;25
9507;46 Groothandel en handelsbemiddeling;1998 september;64;21;43
9508;46 Groothandel en handelsbemiddeling;1998 3e kwartaal;156;54;102
9509;46 Groothandel en handelsbemiddeling;1998 oktober;58;17;41
9510;46 Groothandel en handelsbemiddeling;1998 november;41;10;31
9511;46 Groothandel en handelsbemiddeling;1998 december;54;4;50
9512;46 Groothandel en handelsbemiddeling;1998 4e kwartaal;153;31;122
9513;46 Groothandel en handelsbemiddeling;1998;645;194;451
9514;46 Groothandel en handelsbemiddeling;1999 januari;43;6;37
9515;46 Groothandel en handelsbemiddeling;1999 februari;48;8;40
9516;46 Groothandel en handelsbemiddeling;1999 maart;65;15;50
9517;46 Groothandel en handelsbemiddeling;1999 1e kwartaal;156;29;127
9518;46 Groothandel en handelsbemiddeling;1999 april;52;5;47
9519;46 Groothandel en handelsbemiddeling;1999 mei;49;12;37
9520;46 Groothandel en handelsbemiddeling;1999 juni;60;11;49
9521;46 Groothandel en handelsbemiddeling;1999 2e kwartaal;161;28;133
9522;46 Groothandel en handelsbemiddeling;1999 juli;40;13;27
9523;46 Groothandel en handelsbemiddeling;1999 augustus;47;9;38
9524;46 Groothandel en handelsbemiddeling;1999 september;45;10;35
9525;46 Groothandel en handelsbemiddeling;1999 3e kwartaal;132;32;100
9526;46 Groothandel en handelsbemiddeling;1999 oktober;37;10;27
9527;46 Groothandel en handelsbemiddeling;1999 november;59;8;51
9528;46 Groothandel en handelsbemiddeling;1999 december;42;9;33
9529;46 Groothandel en handelsbemiddeling;1999 4e kwartaal;138;27;111
9530;46 Groothandel en handelsbemiddeling;1999;587;116;471
9531;46 Groothandel en handelsbemiddeling;2000 januari;31;11;20
9532;46 Groothandel en handelsbemiddeling;2000 februari;44;9;35
9533;46 Groothandel en handelsbemiddeling;2000 maart;46;9;37
9534;46 Groothandel en handelsbemiddeling;2000 1e kwartaal;121;29;92
9535;46 Groothandel en handelsbemiddeling;2000 april;30;8;22
9536;46 Groothandel en handelsbemiddeling;2000 mei;53;6;47
9537;46 Groothandel en handelsbemiddeling;2000 juni;50;8;42
9538;46 Groothandel en handelsbemiddeling;2000 2e kwartaal;133;22;111
9539;46 Groothandel en handelsbemiddeling;2000 juli;44;3;41
9540;46 Groothandel en handelsbemiddeling;2000 augustus;56;11;45
9541;46 Groothandel en handelsbemiddeling;2000 september;51;10;41
9542;46 Groothandel en handelsbemiddeling;2000 3e kwartaal;151;24;127
9543;46 Groothandel en handelsbemiddeling;2000 oktober;68;5;63
9544;46 Groothandel en handelsbemiddeling;2000 november;55;11;44
9545;46 Groothandel en handelsbemiddeling;2000 december;40;5;35
9546;46 Groothandel en handelsbemiddeling;2000 4e kwartaal;163;21;142
9547;46 Groothandel en handelsbemiddeling;2000;568;96;472
9548;46 Groothandel en handelsbemiddeling;2001 januari;65;15;50
9549;46 Groothandel en handelsbemiddeling;2001 februari;50;7;43
9550;46 Groothandel en handelsbemiddeling;2001 maart;39;7;32
9551;46 Groothandel en handelsbemiddeling;2001 1e kwartaal;154;29;125
9552;46 Groothandel en handelsbemiddeling;2001 april;54;11;43
9553;46 Groothandel en handelsbemiddeling;2001 mei;58;10;48
9554;46 Groothandel en handelsbemiddeling;2001 juni;48;6;42
9555;46 Groothandel en handelsbemiddeling;2001 2e kwartaal;160;27;133
9556;46 Groothandel en handelsbemiddeling;2001 juli;46;11;35
9557;46 Groothandel en handelsbemiddeling;2001 augustus;55;14;41
9558;46 Groothandel en handelsbemiddeling;2001 september;50;5;45
9559;46 Groothandel en handelsbemiddeling;2001 3e kwartaal;151;30;121
9560;46 Groothandel en handelsbemiddeling;2001 oktober;57;10;47
9561;46 Groothandel en handelsbemiddeling;2001 november;44;6;38
9562;46 Groothandel en handelsbemiddeling;2001 december;50;5;45
9563;46 Groothandel en handelsbemiddeling;2001 4e kwartaal;151;21;130
9564;46 Groothandel en handelsbemiddeling;2001;616;107;509
9565;46 Groothandel en handelsbemiddeling;2002 januari;68;12;56
9566;46 Groothandel en handelsbemiddeling;2002 februari;58;8;50
9567;46 Groothandel en handelsbemiddeling;2002 maart;62;12;50
9568;46 Groothandel en handelsbemiddeling;2002 1e kwartaal;188;32;156
9569;46 Groothandel en handelsbemiddeling;2002 april;42;6;36
9570;46 Groothandel en handelsbemiddeling;2002 mei;63;6;57
9571;46 Groothandel en handelsbemiddeling;2002 juni;58;8;50
9572;46 Groothandel en handelsbemiddeling;2002 2e kwartaal;163;20;143
9573;46 Groothandel en handelsbemiddeling;2002 juli;69;5;64
9574;46 Groothandel en handelsbemiddeling;2002 augustus;42;10;32
9575;46 Groothandel en handelsbemiddeling;2002 september;44;3;41
9576;46 Groothandel en handelsbemiddeling;2002 3e kwartaal;155;18;137
9577;46 Groothandel en handelsbemiddeling;2002 oktober;60;6;54
9578;46 Groothandel en handelsbemiddeling;2002 november;42;3;39
9579;46 Groothandel en handelsbemiddeling;2002 december;50;5;45
9580;46 Groothandel en handelsbemiddeling;2002 4e kwartaal;152;14;138
9581;46 Groothandel en handelsbemiddeling;2002;658;84;574
9582;46 Groothandel en handelsbemiddeling;2003 januari;66;8;58
9583;46 Groothandel en handelsbemiddeling;2003 februari;57;9;48
9584;46 Groothandel en handelsbemiddeling;2003 maart;65;11;54
9585;46 Groothandel en handelsbemiddeling;2003 1e kwartaal;188;28;160
9586;46 Groothandel en handelsbemiddeling;2003 april;61;9;52
9587;46 Groothandel en handelsbemiddeling;2003 mei;57;6;51
9588;46 Groothandel en handelsbemiddeling;2003 juni;68;11;57
9589;46 Groothandel en handelsbemiddeling;2003 2e kwartaal;186;26;160
9590;46 Groothandel en handelsbemiddeling;2003 juli;62;9;53
9591;46 Groothandel en handelsbemiddeling;2003 augustus;45;11;34
9592;46 Groothandel en handelsbemiddeling;2003 september;75;6;69
9593;46 Groothandel en handelsbemiddeling;2003 3e kwartaal;182;26;156
9594;46 Groothandel en handelsbemiddeling;2003 oktober;59;6;53
9595;46 Groothandel en handelsbemiddeling;2003 november;61;10;51
9596;46 Groothandel en handelsbemiddeling;2003 december;55;8;47
9597;46 Groothandel en handelsbemiddeling;2003 4e kwartaal;175;24;151
9598;46 Groothandel en handelsbemiddeling;2003;731;104;627
9599;46 Groothandel en handelsbemiddeling;2004 januari;68;11;57
9600;46 Groothandel en handelsbemiddeling;2004 februari;63;8;55
9601;46 Groothandel en handelsbemiddeling;2004 maart;91;15;76
9602;46 Groothandel en handelsbemiddeling;2004 1e kwartaal;222;34;188
9603;46 Groothandel en handelsbemiddeling;2004 april;55;11;44
9604;46 Groothandel en handelsbemiddeling;2004 mei;64;14;50
9605;46 Groothandel en handelsbemiddeling;2004 juni;83;12;71
9606;46 Groothandel en handelsbemiddeling;2004 2e kwartaal;202;37;165
9607;46 Groothandel en handelsbemiddeling;2004 juli;78;10;68
9608;46 Groothandel en handelsbemiddeling;2004 augustus;67;10;57
9609;46 Groothandel en handelsbemiddeling;2004 september;77;9;68
9610;46 Groothandel en handelsbemiddeling;2004 3e kwartaal;222;29;193
9611;46 Groothandel en handelsbemiddeling;2004 oktober;61;8;53
9612;46 Groothandel en handelsbemiddeling;2004 november;94;14;80
9613;46 Groothandel en handelsbemiddeling;2004 december;58;6;52
9614;46 Groothandel en handelsbemiddeling;2004 4e kwartaal;213;28;185
9615;46 Groothandel en handelsbemiddeling;2004;859;128;731
9616;46 Groothandel en handelsbemiddeling;2005 januari;61;14;47
9617;46 Groothandel en handelsbemiddeling;2005 februari;86;9;77
9618;46 Groothandel en handelsbemiddeling;2005 maart;74;13;61
9619;46 Groothandel en handelsbemiddeling;2005 1e kwartaal;221;36;185
9620;46 Groothandel en handelsbemiddeling;2005 april;53;9;44
9621;46 Groothandel en handelsbemiddeling;2005 mei;67;4;63
9622;46 Groothandel en handelsbemiddeling;2005 juni;75;15;60
9623;46 Groothandel en handelsbemiddeling;2005 2e kwartaal;195;28;167
9624;46 Groothandel en handelsbemiddeling;2005 juli;59;11;48
9625;46 Groothandel en handelsbemiddeling;2005 augustus;75;18;57
9626;46 Groothandel en handelsbemiddeling;2005 september;61;13;48
9627;46 Groothandel en handelsbemiddeling;2005 3e kwartaal;195;42;153
9628;46 Groothandel en handelsbemiddeling;2005 oktober;63;10;53
9629;46 Groothandel en handelsbemiddeling;2005 november;80;12;68
9630;46 Groothandel en handelsbemiddeling;2005 december;60;15;45
9631;46 Groothandel en handelsbemiddeling;2005 4e kwartaal;203;37;166
9632;46 Groothandel en handelsbemiddeling;2005;814;143;671
9633;46 Groothandel en handelsbemiddeling;2006 januari;78;9;69
9634;46 Groothandel en handelsbemiddeling;2006 februari;76;18;58
9635;46 Groothandel en handelsbemiddeling;2006 maart;60;14;46
9636;46 Groothandel en handelsbemiddeling;2006 1e kwartaal;214;41;173
9637;46 Groothandel en handelsbemiddeling;2006 april;72;14;58
9638;46 Groothandel en handelsbemiddeling;2006 mei;55;11;44
9639;46 Groothandel en handelsbemiddeling;2006 juni;61;7;54
9640;46 Groothandel en handelsbemiddeling;2006 2e kwartaal;188;32;156
9641;46 Groothandel en handelsbemiddeling;2006 juli;49;8;41
9642;46 Groothandel en handelsbemiddeling;2006 augustus;61;14;47
9643;46 Groothandel en handelsbemiddeling;2006 september;56;9;47
9644;46 Groothandel en handelsbemiddeling;2006 3e kwartaal;166;31;135
9645;46 Groothandel en handelsbemiddeling;2006 oktober;61;12;49
9646;46 Groothandel en handelsbemiddeling;2006 november;57;10;47
9647;46 Groothandel en handelsbemiddeling;2006 december;49;14;35
9648;46 Groothandel en handelsbemiddeling;2006 4e kwartaal;167;36;131
9649;46 Groothandel en handelsbemiddeling;2006;735;140;595
9650;46 Groothandel en handelsbemiddeling;2007 januari;50;11;39
9651;46 Groothandel en handelsbemiddeling;2007 februari;42;7;35
9652;46 Groothandel en handelsbemiddeling;2007 maart;43;5;38
9653;46 Groothandel en handelsbemiddeling;2007 1e kwartaal;135;23;112
9654;46 Groothandel en handelsbemiddeling;2007 april;47;8;39
9655;46 Groothandel en handelsbemiddeling;2007 mei;59;9;50
9656;46 Groothandel en handelsbemiddeling;2007 juni;46;7;39
9657;46 Groothandel en handelsbemiddeling;2007 2e kwartaal;152;24;128
9658;46 Groothandel en handelsbemiddeling;2007 juli;61;5;56
9659;46 Groothandel en handelsbemiddeling;2007 augustus;55;10;45
9660;46 Groothandel en handelsbemiddeling;2007 september;35;5;30
9661;46 Groothandel en handelsbemiddeling;2007 3e kwartaal;151;20;131
9662;46 Groothandel en handelsbemiddeling;2007 oktober;58;6;52
9663;46 Groothandel en handelsbemiddeling;2007 november;45;8;37
9664;46 Groothandel en handelsbemiddeling;2007 december;56;8;48
9665;46 Groothandel en handelsbemiddeling;2007 4e kwartaal;159;22;137
9666;46 Groothandel en handelsbemiddeling;2007;597;89;508
9667;46 Groothandel en handelsbemiddeling;2008 januari;44;5;39
9668;46 Groothandel en handelsbemiddeling;2008 februari;54;2;52
9669;46 Groothandel en handelsbemiddeling;2008 maart;49;8;41
9670;46 Groothandel en handelsbemiddeling;2008 1e kwartaal;147;15;132
9671;46 Groothandel en handelsbemiddeling;2008 april;45;9;36
9672;46 Groothandel en handelsbemiddeling;2008 mei;34;6;28
9673;46 Groothandel en handelsbemiddeling;2008 juni;53;8;45
