ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
8534;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Huize Klim-op";9
8535;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; ov.";6657
8536;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Groot-Hazenbroek";604
8537;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Kieviet";803
8538;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bewoonde oorden; Rijksdorp";171
8539;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Deileroord (met Remise)";442
8540;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Oud-Wassenaar";447
8541;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bewoonde oorden; Maaldrift";290
8542;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Nieuw-Wassenaar";1487
8543;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Raaphorstlaan, Jacobusst.";68
8544;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Raaphorstlaan, ov.";228
8545;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bewoonde oorden; Kerkehout";821
8546;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Persijn (met Langenhorst)";236
8547;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Waalsdorperlaan, Mar.kaz.";24
8548;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; bo; Waalsdorperlaan, ov.";349
8549;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; vh; Nabij Raaphorst";15
8550;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; vh; Nabij Meiendel";25
8551;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; vh; Nabij Klingendaal";33
8552;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; vh; Nabij Oosterbeek";6
8553;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; verspr. huizen; Nabij Duinrel";27
8554;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; vh; Nabij Eikenhorst";28
8555;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; verspr. huizen; Nabij De Pan";45
8556;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; oh, Mil. Barakkenk. Waalsdorp";3
8557;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wassenaar; ov. verspr. huizen, ov.";184
8558;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; totaal";4419
8559;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; bo; St. Juliagest.";11
8560;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; bo; ""St. Huize St. Jan""";58
8561;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; bew. oorden; Wateringen, ov.";3157
8562;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; bo; Kwintsheul (ged.)";733
8563;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; bew. oorden; Strijp (ged.)";96
8564;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; vh; Langs de Zwet";59
8565;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wateringen; overige verspreide huizen";305
8566;Totaal mannen en vrouwen;Totaal alle woonvormen;"Westmaas; totaal";927
8567;Totaal mannen en vrouwen;Totaal alle woonvormen;"Westmaas; bewoonde oorden; Westmaas";617
8568;Totaal mannen en vrouwen;Totaal alle woonvormen;"Westmaas; bewoonde oorden; Groep";250
8569;Totaal mannen en vrouwen;Totaal alle woonvormen;"Westmaas; verspreide huizen";60
8570;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; totaal";7650
8571;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bo; Alg. Ziekenh.";8
8572;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bo; St. Franciscusst.";20
8573;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bo; Pensionaat ""St. Joseph""";175
8574;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bew. oorden; Woerden, Klooster";34
8575;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bo; Oudeliedenhuis";10
8576;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bewoonde oorden; Woerden, ov.";6882
8577;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; bew. oorden; Kromwijk (ged.)";78
8578;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; vh; Buurtschap Breeveld";120
8579;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; vh; Buurtschap Geestdorp";250
8580;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woerden; overige verspreide huizen";73
8581;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; totaal";2524
8582;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bo; (gd), N.H. wees- en armh.";14
8583;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bo; (ged.), ov.";1232
8584;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bewoonde oorden; Ofwegen";69
8585;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bewoonde oorden; Hoogmade";627
8586;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bewoonde oorden; Noordeinde";94
8587;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bo; Roelofarendsveen (ged.)";154
8588;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bo; Rijpwetering (ged.)";47
8589;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; bo; Woudschendijk (ged.)";73
8590;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; vh; In den Vierambachtspolder";32
8591;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; vh; I/d Oudendijkschenpolder";24
8592;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; vh; In den Doespolder";39
8593;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; vh; In den Roodenpolder";30
8594;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; vh; In den Frederikspolder";0
8595;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; vh; In den Veenderpolder";43
8596;Totaal mannen en vrouwen;Totaal alle woonvormen;"Woubrugge; overige verspreide huizen";46
8597;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wijngaarden; totaal";407
8598;Totaal mannen en vrouwen;Totaal alle woonvormen;"Wijngaarden; Wijngaarden (gedeeltelijk)";407
8599;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; totaal";1093
8600;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; bewoonde oorden; Zevenhoven";691
8601;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; bewoonde oorden; Hoef (ged.)";51
8602;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; bew. oorden; Noorden (ged.)";92
8603;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; bo; Nieuwveen (ged.)";12
8604;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; vh; L/d Krommemijdrecht";23
8605;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; vh; Langs den Kousweg";42
8606;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhoven; overige verspreide huizen";182
8607;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; totaal";2822
8608;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; bew. oorden; Zevenhuizen";1097
8609;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; bewoonde oorden; Groeneweg";214
8610;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; bew. oorden; Oudeverlaat";126
8611;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Bermweg";22
8612;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Bierhoogtweg";68
8613;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Breedeweg";216
8614;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; L/d Burg. Klinkhamerweg";50
8615;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Capelscheweg";18
8616;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Groeneweg";5
8617;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Knibbelweg";122
8618;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Middelweg";10
8619;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; L/d Moerkapelsche zijde";13
8620;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs het Noordeinde";271
8621;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Ld Noordelijken dwarsw.";20
8622;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs den Onderweg";25
8623;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs de Rottekade";115
8624;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; L/d Tweemanspolder";43
8625;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs de Vlietkade";92
8626;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; L/d Wollefoppenweg";142
8627;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zevenhuizen; vh; Langs het Zuideinde";153
8628;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoetermeer; totaal";1734
8629;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoetermeer; bo; St. Nicolaaszorg";8
8630;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoetermeer; bew. oorden; Zoetermeer, ov.";1464
8631;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoetermeer; vh; Zoetermeerschepolder";86
8632;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoetermeer; overige verspreide huizen";176
8633;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; totaal";4035
8634;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bo; Zoeterwoude";915
8635;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bo; Zuidbuurt, RK.Zusterkl.";9
8636;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bew. oorden; Zuidbuurt, ov.";224
8637;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bewoonde oorden; Westeinde";144
8638;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bewoonde oorden; Weipoort";601
8639;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bew. oorden; Gelderswoude";108
8640;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bo; H Rijnd.,""De G. Herder""";224
8641;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bo; Hooge Rijndijk, ov.";1227
8642;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bo; Vrouwenweg, Kruish.kl.";35
8643;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; bo; Vrouwenweg, ov.";205
8644;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; vh; Langs den Vliet";142
8645;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zoeterwoude; overige verspreide huizen";201
8646;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); totaal";2507
8647;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); bo; Zuid-Beijerland";1166
8648;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); bo; Zwartsl. (gd.)";190
8649;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); bo; Zuidzijde (ged.)";60
8650;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); bo; Nieuwendijk (gd)";239
8651;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); bo; Hitsertschekade";70
8652;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); bo; Tiengemeten (gd)";63
8653;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); vh; L/d Moffendijk";118
8654;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); vh; L/d Schenkeldijk";223
8655;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); vh; Z-Beijerl.dijk";113
8656;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); vh; Op Tiengemeten";67
8657;Totaal mannen en vrouwen;Totaal alle woonvormen;"Beijerland (Zuid-); ov. verspr. huizen";198
8658;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; totaal";1996
8659;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; bewoonde oorden; Zuidland";1553
8660;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Nabij het stoomgemaal";15
8661;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Droogendijk";22
8662;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Zuidoordschedijk";12
8663;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Zeedijk";19
8664;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; L/d Koekendorpscheweg";23
8665;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Schoutsweg";19
8666;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Lageweg";29
8667;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Ramshilscheweg";17
8668;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Dwarsweg";24
8669;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Kerkweg";68
8670;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Langeweg";91
8671;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; vh; Langs den Gooidijk";68
8672;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zuidland; overige verspreide huizen";36
8673;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwartewaal; totaal";587
8674;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwartewaal; bewoonde oorden; Zwartewaal";529
8675;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwartewaal; verspreide huizen";58
8676;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; totaal";12139
8677;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bo; ""Rustoord""";40
8678;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bo; Julia-gest.";27
8679;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bo; ov.";10521
8680;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bew. oorden; Groote Lindt";919
8681;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bew. oorden; Achter-Lindt";226
8682;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bo; Heer-Oudelandsambacht";65
8683;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; bewoonde oorden; Kijfhoek";76
8684;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; vh; pld. Heer-Oudelandsamb.";106
8685;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; vh; In den polder Kijfhoek";20
8686;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zwijndrecht; overige verspreide huizen";139
8687;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; totaal";2116
8688;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; bo; Zuster-Kl.";8
8689;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; bo; Marech.kaz.";8
8690;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; bew. oorden; Aardenburg, ov.";1511
8691;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; bewoonde oorden; Draaibrug";229
8692;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; bew. oorden; Polderstraat";69
8693;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aardenburg; verspreide huizen";291
8694;Totaal mannen en vrouwen;Totaal alle woonvormen;"Arnemuiden; totaal";2285
8695;Totaal mannen en vrouwen;Totaal alle woonvormen;"Arnemuiden; bewoonde oorden; Arnemuiden";1932
8696;Totaal mannen en vrouwen;Totaal alle woonvormen;"Arnemuiden; bew. oorden; Kleverskerke";63
8697;Totaal mannen en vrouwen;Totaal alle woonvormen;"Arnemuiden; verspreide huizen";290
8698;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; totaal";6060
8699;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bo; (Kom), Diac. oude mn. & vr.h.";10
8700;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bo; (Kom), Marech.kaz.";12
8701;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Axel (Kom), ov.";3570
8702;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Drieschouwen";122
8703;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Spui (ged.)";289
8704;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Margaret";260
8705;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Vaartwijk";87
8706;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Schapenbout";164
8707;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Sluiskil (ged.)";200
8708;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Sassing";292
8709;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Kijkuit";185
8710;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bewoonde oorden; Steenovens (ged.)";84
8711;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; bew. oorden; Zwartenhoek (ged.)";11
8712;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; verspreide huizen; Rondeputten";96
8713;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; verspreide huizen; Kanaal";164
8714;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; verspreide huizen; Panhuizen";15
8715;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; verspreide huizen; Watervliet";37
8716;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; verspreide huizen; Fort";76
8717;Totaal mannen en vrouwen;Totaal alle woonvormen;"Axel; overige verspreide huizen";386
8718;Totaal mannen en vrouwen;Totaal alle woonvormen;"Baarland; totaal";771
8719;Totaal mannen en vrouwen;Totaal alle woonvormen;"Baarland; bewoonde oorden; Baarland";469
8720;Totaal mannen en vrouwen;Totaal alle woonvormen;"Baarland; bewoonde oorden; Bakendorp";60
8721;Totaal mannen en vrouwen;Totaal alle woonvormen;"Baarland; bewoonde oorden; Westdorp";24
8722;Totaal mannen en vrouwen;Totaal alle woonvormen;"Baarland; verspreide huizen";218
8723;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; totaal";2336
8724;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bewoonde oorden; Biervliet";1100
8725;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bewoonde oorden; Driewegen";196
8726;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bewoonde oorden; Nieuwland";273
8727;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bo; Nieuwlandschemolen";18
8728;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bew. oorden; Groeneboomgaard";16
8729;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bew. oorden; Koninginnehaven";23
8730;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; bewoonde oorden; Kapitaledam";27
8731;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; vh; St. Pieterspolder";73
8732;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; verspr. huizen; Helenapolder";51
8733;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; verspr. huizen; Oranjepolder";120
8734;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; verspr. huizen; Paulinapolder";75
8735;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; vh; Angelinapolder";42
8736;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; vh; Wilhelminapolder";31
8737;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; vh; Elisabethpolder";43
8738;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; verspr. huizen; Benkelspolder";63
8739;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; vh; Koninginnepolder";43
8740;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; vh; Passageulepolder";79
8741;Totaal mannen en vrouwen;Totaal alle woonvormen;"Biervliet; overige verspreide huizen";63
8742;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; totaal";3003
8743;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; bo; Marech.kaz.";15
8744;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; bewoonde oorden; Breskens, ov.";2540
8745;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; bewoonde oorden; Polderjte";42
8746;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; bewoonde oorden; Nieuwe Sluis";55
8747;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; bewoonde oorden; Zandertje";130
8748;Totaal mannen en vrouwen;Totaal alle woonvormen;"Breskens; verspreide huizen";220
8749;Totaal mannen en vrouwen;Totaal alle woonvormen;"Brouwershaven; totaal";1234
8750;Totaal mannen en vrouwen;Totaal alle woonvormen;"Brouwershaven; bo; Brouwershaven";1172
8751;Totaal mannen en vrouwen;Totaal alle woonvormen;"Brouwershaven; verspreide huizen";62
8752;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bruinisse; totaal";2415
8753;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bruinisse; bewoonde oorden; Bruinisse";2085
8754;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bruinisse; bewoonde oorden; Zijpe";68
8755;Totaal mannen en vrouwen;Totaal alle woonvormen;"Bruinisse; verspreide huizen";262
8756;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; totaal";933
8757;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; bewoonde oorden; Cadzand";496
8758;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; vh; In den Vierhonderdpolder";63
8759;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; vh; In den Oudelandschenpolder";84
8760;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; vh; In den Kievittepolder";99
8761;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; vh; In den Strijdersgatpolder";76
8762;Totaal mannen en vrouwen;Totaal alle woonvormen;"Cadzand; vh; In den Tienhonderdpolder";115
8763;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; totaal";3685
8764;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Clinge";1712
8765;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bo; Nieuwnamen, Marech.kaz.";10
8766;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Nieuwnamen, ov.";1194
8767;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Kapelbrug";255
8768;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Emmadorp";126
8769;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Prosperdorp";47
8770;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Statenboom";27
8771;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; bewoonde oorden; Halfeind";20
8772;Totaal mannen en vrouwen;Totaal alle woonvormen;"Clinge; verspreide huizen";294
8773;Totaal mannen en vrouwen;Totaal alle woonvormen;"Domburg; totaal";1289
8774;Totaal mannen en vrouwen;Totaal alle woonvormen;"Domburg; bewoonde oorden; Domburg (ged.)";1100
8775;Totaal mannen en vrouwen;Totaal alle woonvormen;"Domburg; verspreide huizen";189
8776;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; totaal";609
8777;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; bewoonde oorden; Driewegen";227
8778;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; bewoonde oorden; Schoondijke";213
8779;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; verspr. huizen; Nieuwstraat";38
8780;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; verspreide huizen; Paulushoek";36
8781;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; verspreide huizen; Oosthoek";21
8782;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; verspreide huizen; Platteweg";16
8783;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; verspreide huizen; Baandijk";13
8784;Totaal mannen en vrouwen;Totaal alle woonvormen;"Driewegen; overige verspreide huizen";45
8785;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ellewoutsdijk; totaal";578
8786;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ellewoutsdijk; bo; Ellewoutsdijk";393
8787;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ellewoutsdijk; vh; Groep Everinge";78
8788;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ellewoutsdijk; vh; Groep Koekoek";32
8789;Totaal mannen en vrouwen;Totaal alle woonvormen;"Ellewoutsdijk; overige verspreide huizen";75
8790;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; totaal";9124
8791;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bew. oorden; Goes, (ged.) Gasthuis";24
8792;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bo; R.K. Ziekenverpl. ""St. Joanna""";26
8793;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bo; Gasth. (Ziekenafdeeling)";28
8794;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bo; Internaat Vakschool v. Meisjes";5
8795;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bo; St. Jacobusschool";15
8796;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bo; Het Oude Mannen- en Vrouwenh.";35
