ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsuitgaven_1
392;Totaal overheidsuitgaven;Rijksoverheid;2023 1e kwartaal;84443
393;Totaal overheidsuitgaven;Rijksoverheid;2023 2e kwartaal;73807
394;Totaal overheidsuitgaven;Rijksoverheid;2023 3e kwartaal;70563
395;Totaal overheidsuitgaven;Rijksoverheid;2023 4e kwartaal;77712
396;Totaal overheidsuitgaven;Rijksoverheid;2023;306525
397;Totaal overheidsuitgaven;Rijksoverheid;2024 1e kwartaal;73830
398;Totaal overheidsuitgaven;Rijksoverheid;2024 2e kwartaal;83652
399;Totaal overheidsuitgaven;Rijksoverheid;2024 3e kwartaal;79520
400;Totaal overheidsuitgaven;Rijksoverheid;2024 4e kwartaal;88637
401;Totaal overheidsuitgaven;Rijksoverheid;2024;325639
402;Totaal overheidsuitgaven;Overige centrale overheid;1995;10624
403;Totaal overheidsuitgaven;Overige centrale overheid;1996;11127
404;Totaal overheidsuitgaven;Overige centrale overheid;1997;11628
405;Totaal overheidsuitgaven;Overige centrale overheid;1998;12395
406;Totaal overheidsuitgaven;Overige centrale overheid;1999 1e kwartaal;3349
407;Totaal overheidsuitgaven;Overige centrale overheid;1999 2e kwartaal;3505
408;Totaal overheidsuitgaven;Overige centrale overheid;1999 3e kwartaal;3336
409;Totaal overheidsuitgaven;Overige centrale overheid;1999 4e kwartaal;3493
410;Totaal overheidsuitgaven;Overige centrale overheid;1999;13683
411;Totaal overheidsuitgaven;Overige centrale overheid;2000 1e kwartaal;3503
412;Totaal overheidsuitgaven;Overige centrale overheid;2000 2e kwartaal;3702
413;Totaal overheidsuitgaven;Overige centrale overheid;2000 3e kwartaal;3522
414;Totaal overheidsuitgaven;Overige centrale overheid;2000 4e kwartaal;3699
415;Totaal overheidsuitgaven;Overige centrale overheid;2000;14426
416;Totaal overheidsuitgaven;Overige centrale overheid;2001 1e kwartaal;3961
417;Totaal overheidsuitgaven;Overige centrale overheid;2001 2e kwartaal;4166
418;Totaal overheidsuitgaven;Overige centrale overheid;2001 3e kwartaal;3951
419;Totaal overheidsuitgaven;Overige centrale overheid;2001 4e kwartaal;4137
420;Totaal overheidsuitgaven;Overige centrale overheid;2001;16215
421;Totaal overheidsuitgaven;Overige centrale overheid;2002 1e kwartaal;4102
422;Totaal overheidsuitgaven;Overige centrale overheid;2002 2e kwartaal;4327
423;Totaal overheidsuitgaven;Overige centrale overheid;2002 3e kwartaal;4091
424;Totaal overheidsuitgaven;Overige centrale overheid;2002 4e kwartaal;4297
425;Totaal overheidsuitgaven;Overige centrale overheid;2002;16817
426;Totaal overheidsuitgaven;Overige centrale overheid;2003 1e kwartaal;4065
427;Totaal overheidsuitgaven;Overige centrale overheid;2003 2e kwartaal;4262
428;Totaal overheidsuitgaven;Overige centrale overheid;2003 3e kwartaal;4049
429;Totaal overheidsuitgaven;Overige centrale overheid;2003 4e kwartaal;4255
430;Totaal overheidsuitgaven;Overige centrale overheid;2003;16631
431;Totaal overheidsuitgaven;Overige centrale overheid;2004 1e kwartaal;4047
432;Totaal overheidsuitgaven;Overige centrale overheid;2004 2e kwartaal;4267
433;Totaal overheidsuitgaven;Overige centrale overheid;2004 3e kwartaal;4046
434;Totaal overheidsuitgaven;Overige centrale overheid;2004 4e kwartaal;4256
435;Totaal overheidsuitgaven;Overige centrale overheid;2004;16616
436;Totaal overheidsuitgaven;Overige centrale overheid;2005 1e kwartaal;4056
437;Totaal overheidsuitgaven;Overige centrale overheid;2005 2e kwartaal;4284
438;Totaal overheidsuitgaven;Overige centrale overheid;2005 3e kwartaal;4063
439;Totaal overheidsuitgaven;Overige centrale overheid;2005 4e kwartaal;4276
440;Totaal overheidsuitgaven;Overige centrale overheid;2005;16679
441;Totaal overheidsuitgaven;Overige centrale overheid;2006 1e kwartaal;4087
442;Totaal overheidsuitgaven;Overige centrale overheid;2006 2e kwartaal;4302
443;Totaal overheidsuitgaven;Overige centrale overheid;2006 3e kwartaal;4093
444;Totaal overheidsuitgaven;Overige centrale overheid;2006 4e kwartaal;4307
445;Totaal overheidsuitgaven;Overige centrale overheid;2006;16789
446;Totaal overheidsuitgaven;Overige centrale overheid;2007 1e kwartaal;4072
447;Totaal overheidsuitgaven;Overige centrale overheid;2007 2e kwartaal;4307
448;Totaal overheidsuitgaven;Overige centrale overheid;2007 3e kwartaal;4084
449;Totaal overheidsuitgaven;Overige centrale overheid;2007 4e kwartaal;4296
450;Totaal overheidsuitgaven;Overige centrale overheid;2007;16759
451;Totaal overheidsuitgaven;Overige centrale overheid;2008 1e kwartaal;4361
452;Totaal overheidsuitgaven;Overige centrale overheid;2008 2e kwartaal;4688
453;Totaal overheidsuitgaven;Overige centrale overheid;2008 3e kwartaal;4381
454;Totaal overheidsuitgaven;Overige centrale overheid;2008 4e kwartaal;4704
455;Totaal overheidsuitgaven;Overige centrale overheid;2008;18134
456;Totaal overheidsuitgaven;Overige centrale overheid;2009 1e kwartaal;4512
457;Totaal overheidsuitgaven;Overige centrale overheid;2009 2e kwartaal;4787
458;Totaal overheidsuitgaven;Overige centrale overheid;2009 3e kwartaal;4497
459;Totaal overheidsuitgaven;Overige centrale overheid;2009 4e kwartaal;4807
460;Totaal overheidsuitgaven;Overige centrale overheid;2009;18603
461;Totaal overheidsuitgaven;Overige centrale overheid;2010 1e kwartaal;4619
462;Totaal overheidsuitgaven;Overige centrale overheid;2010 2e kwartaal;4908
463;Totaal overheidsuitgaven;Overige centrale overheid;2010 3e kwartaal;4614
464;Totaal overheidsuitgaven;Overige centrale overheid;2010 4e kwartaal;4901
465;Totaal overheidsuitgaven;Overige centrale overheid;2010;19042
466;Totaal overheidsuitgaven;Overige centrale overheid;2011 1e kwartaal;4744
467;Totaal overheidsuitgaven;Overige centrale overheid;2011 2e kwartaal;4980
468;Totaal overheidsuitgaven;Overige centrale overheid;2011 3e kwartaal;4647
469;Totaal overheidsuitgaven;Overige centrale overheid;2011 4e kwartaal;4773
470;Totaal overheidsuitgaven;Overige centrale overheid;2011;19144
471;Totaal overheidsuitgaven;Overige centrale overheid;2012 1e kwartaal;4675
472;Totaal overheidsuitgaven;Overige centrale overheid;2012 2e kwartaal;4827
473;Totaal overheidsuitgaven;Overige centrale overheid;2012 3e kwartaal;4581
474;Totaal overheidsuitgaven;Overige centrale overheid;2012 4e kwartaal;5234
475;Totaal overheidsuitgaven;Overige centrale overheid;2012;19317
476;Totaal overheidsuitgaven;Overige centrale overheid;2013 1e kwartaal;6027
477;Totaal overheidsuitgaven;Overige centrale overheid;2013 2e kwartaal;6465
478;Totaal overheidsuitgaven;Overige centrale overheid;2013 3e kwartaal;5993
479;Totaal overheidsuitgaven;Overige centrale overheid;2013 4e kwartaal;6519
480;Totaal overheidsuitgaven;Overige centrale overheid;2013;25004
481;Totaal overheidsuitgaven;Overige centrale overheid;2014 1e kwartaal;6149
482;Totaal overheidsuitgaven;Overige centrale overheid;2014 2e kwartaal;6542
483;Totaal overheidsuitgaven;Overige centrale overheid;2014 3e kwartaal;6152
484;Totaal overheidsuitgaven;Overige centrale overheid;2014 4e kwartaal;6768
485;Totaal overheidsuitgaven;Overige centrale overheid;2014;25611
486;Totaal overheidsuitgaven;Overige centrale overheid;2015 1e kwartaal;6118
487;Totaal overheidsuitgaven;Overige centrale overheid;2015 2e kwartaal;6573
488;Totaal overheidsuitgaven;Overige centrale overheid;2015 3e kwartaal;6081
489;Totaal overheidsuitgaven;Overige centrale overheid;2015 4e kwartaal;6954
490;Totaal overheidsuitgaven;Overige centrale overheid;2015;25726
491;Totaal overheidsuitgaven;Overige centrale overheid;2016 1e kwartaal;6353
492;Totaal overheidsuitgaven;Overige centrale overheid;2016 2e kwartaal;6903
493;Totaal overheidsuitgaven;Overige centrale overheid;2016 3e kwartaal;6328
494;Totaal overheidsuitgaven;Overige centrale overheid;2016 4e kwartaal;6823
495;Totaal overheidsuitgaven;Overige centrale overheid;2016;26407
496;Totaal overheidsuitgaven;Overige centrale overheid;2017 1e kwartaal;6419
497;Totaal overheidsuitgaven;Overige centrale overheid;2017 2e kwartaal;6913
498;Totaal overheidsuitgaven;Overige centrale overheid;2017 3e kwartaal;6385
499;Totaal overheidsuitgaven;Overige centrale overheid;2017 4e kwartaal;6930
500;Totaal overheidsuitgaven;Overige centrale overheid;2017;26647
501;Totaal overheidsuitgaven;Overige centrale overheid;2018 1e kwartaal;6752
502;Totaal overheidsuitgaven;Overige centrale overheid;2018 2e kwartaal;7138
503;Totaal overheidsuitgaven;Overige centrale overheid;2018 3e kwartaal;6611
504;Totaal overheidsuitgaven;Overige centrale overheid;2018 4e kwartaal;7221
505;Totaal overheidsuitgaven;Overige centrale overheid;2018;27722
506;Totaal overheidsuitgaven;Overige centrale overheid;2019 1e kwartaal;7170
507;Totaal overheidsuitgaven;Overige centrale overheid;2019 2e kwartaal;7507
508;Totaal overheidsuitgaven;Overige centrale overheid;2019 3e kwartaal;7017
509;Totaal overheidsuitgaven;Overige centrale overheid;2019 4e kwartaal;7627
510;Totaal overheidsuitgaven;Overige centrale overheid;2019;29321
511;Totaal overheidsuitgaven;Overige centrale overheid;2020 1e kwartaal;7198
512;Totaal overheidsuitgaven;Overige centrale overheid;2020 2e kwartaal;7929
513;Totaal overheidsuitgaven;Overige centrale overheid;2020 3e kwartaal;7251
514;Totaal overheidsuitgaven;Overige centrale overheid;2020 4e kwartaal;8070
515;Totaal overheidsuitgaven;Overige centrale overheid;2020;30448
516;Totaal overheidsuitgaven;Overige centrale overheid;2021 1e kwartaal;7562
517;Totaal overheidsuitgaven;Overige centrale overheid;2021 2e kwartaal;8426
518;Totaal overheidsuitgaven;Overige centrale overheid;2021 3e kwartaal;7976
519;Totaal overheidsuitgaven;Overige centrale overheid;2021 4e kwartaal;8799
520;Totaal overheidsuitgaven;Overige centrale overheid;2021;32763
521;Totaal overheidsuitgaven;Overige centrale overheid;2022 1e kwartaal;8128
522;Totaal overheidsuitgaven;Overige centrale overheid;2022 2e kwartaal;9146
523;Totaal overheidsuitgaven;Overige centrale overheid;2022 3e kwartaal;8912
524;Totaal overheidsuitgaven;Overige centrale overheid;2022 4e kwartaal;9797
525;Totaal overheidsuitgaven;Overige centrale overheid;2022;35983
526;Totaal overheidsuitgaven;Overige centrale overheid;2023 1e kwartaal;9809
527;Totaal overheidsuitgaven;Overige centrale overheid;2023 2e kwartaal;10011
528;Totaal overheidsuitgaven;Overige centrale overheid;2023 3e kwartaal;9735
529;Totaal overheidsuitgaven;Overige centrale overheid;2023 4e kwartaal;10494
530;Totaal overheidsuitgaven;Overige centrale overheid;2023;40049
531;Totaal overheidsuitgaven;Overige centrale overheid;2024 1e kwartaal;10263
532;Totaal overheidsuitgaven;Overige centrale overheid;2024 2e kwartaal;11296
533;Totaal overheidsuitgaven;Overige centrale overheid;2024 3e kwartaal;10713
534;Totaal overheidsuitgaven;Overige centrale overheid;2024 4e kwartaal;11664
535;Totaal overheidsuitgaven;Overige centrale overheid;2024;43936
536;Totaal overheidsuitgaven;Lokale overheid;1995;69990
537;Totaal overheidsuitgaven;Lokale overheid;1996;52750
538;Totaal overheidsuitgaven;Lokale overheid;1997;53556
539;Totaal overheidsuitgaven;Lokale overheid;1998;56436
540;Totaal overheidsuitgaven;Lokale overheid;1999 1e kwartaal;13523
541;Totaal overheidsuitgaven;Lokale overheid;1999 2e kwartaal;15898
542;Totaal overheidsuitgaven;Lokale overheid;1999 3e kwartaal;14109
543;Totaal overheidsuitgaven;Lokale overheid;1999 4e kwartaal;16234
544;Totaal overheidsuitgaven;Lokale overheid;1999;59764
545;Totaal overheidsuitgaven;Lokale overheid;2000 1e kwartaal;14609
546;Totaal overheidsuitgaven;Lokale overheid;2000 2e kwartaal;16870
547;Totaal overheidsuitgaven;Lokale overheid;2000 3e kwartaal;14864
548;Totaal overheidsuitgaven;Lokale overheid;2000 4e kwartaal;17593
549;Totaal overheidsuitgaven;Lokale overheid;2000;63936
550;Totaal overheidsuitgaven;Lokale overheid;2001 1e kwartaal;15868
551;Totaal overheidsuitgaven;Lokale overheid;2001 2e kwartaal;17925
552;Totaal overheidsuitgaven;Lokale overheid;2001 3e kwartaal;15937
553;Totaal overheidsuitgaven;Lokale overheid;2001 4e kwartaal;18418
554;Totaal overheidsuitgaven;Lokale overheid;2001;68148
555;Totaal overheidsuitgaven;Lokale overheid;2002 1e kwartaal;17098
556;Totaal overheidsuitgaven;Lokale overheid;2002 2e kwartaal;19316
557;Totaal overheidsuitgaven;Lokale overheid;2002 3e kwartaal;17168
558;Totaal overheidsuitgaven;Lokale overheid;2002 4e kwartaal;19953
559;Totaal overheidsuitgaven;Lokale overheid;2002;73535
560;Totaal overheidsuitgaven;Lokale overheid;2003 1e kwartaal;18215
561;Totaal overheidsuitgaven;Lokale overheid;2003 2e kwartaal;20509
562;Totaal overheidsuitgaven;Lokale overheid;2003 3e kwartaal;18750
563;Totaal overheidsuitgaven;Lokale overheid;2003 4e kwartaal;21356
564;Totaal overheidsuitgaven;Lokale overheid;2003;78830
565;Totaal overheidsuitgaven;Lokale overheid;2004 1e kwartaal;18408
566;Totaal overheidsuitgaven;Lokale overheid;2004 2e kwartaal;20505
567;Totaal overheidsuitgaven;Lokale overheid;2004 3e kwartaal;18479
568;Totaal overheidsuitgaven;Lokale overheid;2004 4e kwartaal;21206
569;Totaal overheidsuitgaven;Lokale overheid;2004;78598
570;Totaal overheidsuitgaven;Lokale overheid;2005 1e kwartaal;17757
571;Totaal overheidsuitgaven;Lokale overheid;2005 2e kwartaal;20872
572;Totaal overheidsuitgaven;Lokale overheid;2005 3e kwartaal;18520
573;Totaal overheidsuitgaven;Lokale overheid;2005 4e kwartaal;22808
574;Totaal overheidsuitgaven;Lokale overheid;2005;79957
575;Totaal overheidsuitgaven;Lokale overheid;2006 1e kwartaal;19096
576;Totaal overheidsuitgaven;Lokale overheid;2006 2e kwartaal;21151
577;Totaal overheidsuitgaven;Lokale overheid;2006 3e kwartaal;19384
578;Totaal overheidsuitgaven;Lokale overheid;2006 4e kwartaal;22007
579;Totaal overheidsuitgaven;Lokale overheid;2006;81638
580;Totaal overheidsuitgaven;Lokale overheid;2007 1e kwartaal;20493
581;Totaal overheidsuitgaven;Lokale overheid;2007 2e kwartaal;22944
582;Totaal overheidsuitgaven;Lokale overheid;2007 3e kwartaal;20405
583;Totaal overheidsuitgaven;Lokale overheid;2007 4e kwartaal;23505
584;Totaal overheidsuitgaven;Lokale overheid;2007;87347
585;Totaal overheidsuitgaven;Lokale overheid;2008 1e kwartaal;22085
586;Totaal overheidsuitgaven;Lokale overheid;2008 2e kwartaal;24676
587;Totaal overheidsuitgaven;Lokale overheid;2008 3e kwartaal;21458
588;Totaal overheidsuitgaven;Lokale overheid;2008 4e kwartaal;25063
589;Totaal overheidsuitgaven;Lokale overheid;2008;93282
590;Totaal overheidsuitgaven;Lokale overheid;2009 1e kwartaal;23289
591;Totaal overheidsuitgaven;Lokale overheid;2009 2e kwartaal;25993
592;Totaal overheidsuitgaven;Lokale overheid;2009 3e kwartaal;24303
593;Totaal overheidsuitgaven;Lokale overheid;2009 4e kwartaal;26166
594;Totaal overheidsuitgaven;Lokale overheid;2009;99751
595;Totaal overheidsuitgaven;Lokale overheid;2010 1e kwartaal;23493
596;Totaal overheidsuitgaven;Lokale overheid;2010 2e kwartaal;26583
597;Totaal overheidsuitgaven;Lokale overheid;2010 3e kwartaal;23790
598;Totaal overheidsuitgaven;Lokale overheid;2010 4e kwartaal;26744
599;Totaal overheidsuitgaven;Lokale overheid;2010;100610
600;Totaal overheidsuitgaven;Lokale overheid;2011 1e kwartaal;22834
601;Totaal overheidsuitgaven;Lokale overheid;2011 2e kwartaal;25809
602;Totaal overheidsuitgaven;Lokale overheid;2011 3e kwartaal;23551
603;Totaal overheidsuitgaven;Lokale overheid;2011 4e kwartaal;25940
604;Totaal overheidsuitgaven;Lokale overheid;2011;98134
605;Totaal overheidsuitgaven;Lokale overheid;2012 1e kwartaal;22491
606;Totaal overheidsuitgaven;Lokale overheid;2012 2e kwartaal;25347
607;Totaal overheidsuitgaven;Lokale overheid;2012 3e kwartaal;22889
608;Totaal overheidsuitgaven;Lokale overheid;2012 4e kwartaal;24874
609;Totaal overheidsuitgaven;Lokale overheid;2012;95601
610;Totaal overheidsuitgaven;Lokale overheid;2013 1e kwartaal;21327
611;Totaal overheidsuitgaven;Lokale overheid;2013 2e kwartaal;23765
612;Totaal overheidsuitgaven;Lokale overheid;2013 3e kwartaal;21819
613;Totaal overheidsuitgaven;Lokale overheid;2013 4e kwartaal;24105
614;Totaal overheidsuitgaven;Lokale overheid;2013;91016
615;Totaal overheidsuitgaven;Lokale overheid;2014 1e kwartaal;21186
616;Totaal overheidsuitgaven;Lokale overheid;2014 2e kwartaal;24222
617;Totaal overheidsuitgaven;Lokale overheid;2014 3e kwartaal;21765
618;Totaal overheidsuitgaven;Lokale overheid;2014 4e kwartaal;23481
619;Totaal overheidsuitgaven;Lokale overheid;2014;90654
620;Totaal overheidsuitgaven;Lokale overheid;2015 1e kwartaal;23118
621;Totaal overheidsuitgaven;Lokale overheid;2015 2e kwartaal;25445
622;Totaal overheidsuitgaven;Lokale overheid;2015 3e kwartaal;23225
623;Totaal overheidsuitgaven;Lokale overheid;2015 4e kwartaal;24884
624;Totaal overheidsuitgaven;Lokale overheid;2015;96672
625;Totaal overheidsuitgaven;Lokale overheid;2016 1e kwartaal;23040
626;Totaal overheidsuitgaven;Lokale overheid;2016 2e kwartaal;25311
627;Totaal overheidsuitgaven;Lokale overheid;2016 3e kwartaal;23167
628;Totaal overheidsuitgaven;Lokale overheid;2016 4e kwartaal;24699
629;Totaal overheidsuitgaven;Lokale overheid;2016;96217
630;Totaal overheidsuitgaven;Lokale overheid;2017 1e kwartaal;23368
631;Totaal overheidsuitgaven;Lokale overheid;2017 2e kwartaal;25774
632;Totaal overheidsuitgaven;Lokale overheid;2017 3e kwartaal;23207
633;Totaal overheidsuitgaven;Lokale overheid;2017 4e kwartaal;25098
634;Totaal overheidsuitgaven;Lokale overheid;2017;97447
635;Totaal overheidsuitgaven;Lokale overheid;2018 1e kwartaal;24004
636;Totaal overheidsuitgaven;Lokale overheid;2018 2e kwartaal;26152
637;Totaal overheidsuitgaven;Lokale overheid;2018 3e kwartaal;24245
638;Totaal overheidsuitgaven;Lokale overheid;2018 4e kwartaal;26742
639;Totaal overheidsuitgaven;Lokale overheid;2018;101143
640;Totaal overheidsuitgaven;Lokale overheid;2019 1e kwartaal;25125
641;Totaal overheidsuitgaven;Lokale overheid;2019 2e kwartaal;27554
642;Totaal overheidsuitgaven;Lokale overheid;2019 3e kwartaal;25393
643;Totaal overheidsuitgaven;Lokale overheid;2019 4e kwartaal;27124
644;Totaal overheidsuitgaven;Lokale overheid;2019;105196
645;Totaal overheidsuitgaven;Lokale overheid;2020 1e kwartaal;26391
646;Totaal overheidsuitgaven;Lokale overheid;2020 2e kwartaal;29694
647;Totaal overheidsuitgaven;Lokale overheid;2020 3e kwartaal;26753
648;Totaal overheidsuitgaven;Lokale overheid;2020 4e kwartaal;28888
649;Totaal overheidsuitgaven;Lokale overheid;2020;111726
650;Totaal overheidsuitgaven;Lokale overheid;2021 1e kwartaal;27184
651;Totaal overheidsuitgaven;Lokale overheid;2021 2e kwartaal;30757
652;Totaal overheidsuitgaven;Lokale overheid;2021 3e kwartaal;28132
653;Totaal overheidsuitgaven;Lokale overheid;2021 4e kwartaal;30267
654;Totaal overheidsuitgaven;Lokale overheid;2021;116340
655;Totaal overheidsuitgaven;Lokale overheid;2022 1e kwartaal;28808
656;Totaal overheidsuitgaven;Lokale overheid;2022 2e kwartaal;31892
657;Totaal overheidsuitgaven;Lokale overheid;2022 3e kwartaal;30369
658;Totaal overheidsuitgaven;Lokale overheid;2022 4e kwartaal;33549
659;Totaal overheidsuitgaven;Lokale overheid;2022;124618
660;Totaal overheidsuitgaven;Lokale overheid;2023 1e kwartaal;30945
661;Totaal overheidsuitgaven;Lokale overheid;2023 2e kwartaal;34153
662;Totaal overheidsuitgaven;Lokale overheid;2023 3e kwartaal;33002
663;Totaal overheidsuitgaven;Lokale overheid;2023 4e kwartaal;37427
664;Totaal overheidsuitgaven;Lokale overheid;2023;135527
665;Totaal overheidsuitgaven;Lokale overheid;2024 1e kwartaal;34219
666;Totaal overheidsuitgaven;Lokale overheid;2024 2e kwartaal;37512
667;Totaal overheidsuitgaven;Lokale overheid;2024 3e kwartaal;35531
668;Totaal overheidsuitgaven;Lokale overheid;2024 4e kwartaal;39834
669;Totaal overheidsuitgaven;Lokale overheid;2024;147096
670;Totaal overheidsuitgaven;Gemeenten;1995;47848
671;Totaal overheidsuitgaven;Gemeenten;1996;30067
672;Totaal overheidsuitgaven;Gemeenten;1997;30656
673;Totaal overheidsuitgaven;Gemeenten;1998;31775
674;Totaal overheidsuitgaven;Gemeenten;1999 1e kwartaal;7728
675;Totaal overheidsuitgaven;Gemeenten;1999 2e kwartaal;8682
676;Totaal overheidsuitgaven;Gemeenten;1999 3e kwartaal;8058
677;Totaal overheidsuitgaven;Gemeenten;1999 4e kwartaal;9052
678;Totaal overheidsuitgaven;Gemeenten;1999;33520
679;Totaal overheidsuitgaven;Gemeenten;2000 1e kwartaal;8425
680;Totaal overheidsuitgaven;Gemeenten;2000 2e kwartaal;9385
681;Totaal overheidsuitgaven;Gemeenten;2000 3e kwartaal;8460
682;Totaal overheidsuitgaven;Gemeenten;2000 4e kwartaal;10010
683;Totaal overheidsuitgaven;Gemeenten;2000;36280
684;Totaal overheidsuitgaven;Gemeenten;2001 1e kwartaal;9316
685;Totaal overheidsuitgaven;Gemeenten;2001 2e kwartaal;9984
