ID;GWW;Perioden;Inputprijsindex_1;OntwikkelingTOV1JaarEerder_2
1258;4212a.12 Transfer en Stations;2023 maart;119.4;4.6
1259;4212a.12 Transfer en Stations;2023 april;119.8;2.0
1260;4212a.12 Transfer en Stations;2023 mei;119.5;0.8
1261;4212a.12 Transfer en Stations;2023 juni;119.1;1.7
1262;4212a.12 Transfer en Stations;2023 juli;119.2;0.6
1263;4212a.12 Transfer en Stations;2023 augustus;118.6;0.2
1264;4212a.12 Transfer en Stations;2023 september;118.6;-0.4
1265;4212a.12 Transfer en Stations;2023 oktober;118.2;-0.3
1266;4212a.12 Transfer en Stations;2023 november;117.8;-0.4
1267;4212a.12 Transfer en Stations;2023 december;118.1;0.7
1268;4212a.12 Transfer en Stations;2024 januari;120.1;1.3
1269;4212a.12 Transfer en Stations;2024 februari;120.1;1.3
1270;4212a.12 Transfer en Stations;2024 maart;120.0;0.5
1271;4212a.12 Transfer en Stations;2024 april;119.8;0.0
1272;4212a.12 Transfer en Stations;2024 mei;119.4;-0.1
1273;4212a.12 Transfer en Stations;2024 juni;119.9;0.7
1274;4212a.12 Transfer en Stations;2024 juli;123.2;3.3
1275;4212a.12 Transfer en Stations;2024 augustus;123.3;4.0
1276;4212a.12 Transfer en Stations;2024 september;123.5;4.1
1277;4212a.12 Transfer en Stations;2024 oktober;123.1;4.1
1278;4212a.12 Transfer en Stations;2024 november;123.5;4.8
1279;4212a.12 Transfer en Stations;2024 december;123.5;4.5
1280;4212a.12 Transfer en Stations;2025 januari;124.3;3.5
1281;4212b Spoorwegen Exploitatie/onderhoud;2020 januari;100.0;
1282;4212b Spoorwegen Exploitatie/onderhoud;2020 februari;99.7;
1283;4212b Spoorwegen Exploitatie/onderhoud;2020 maart;99.4;
1284;4212b Spoorwegen Exploitatie/onderhoud;2020 april;99.2;
1285;4212b Spoorwegen Exploitatie/onderhoud;2020 mei;99.1;
1286;4212b Spoorwegen Exploitatie/onderhoud;2020 juni;99.4;
1287;4212b Spoorwegen Exploitatie/onderhoud;2020 juli;100.0;
1288;4212b Spoorwegen Exploitatie/onderhoud;2020 augustus;100.2;
1289;4212b Spoorwegen Exploitatie/onderhoud;2020 september;100.5;
1290;4212b Spoorwegen Exploitatie/onderhoud;2020 oktober;100.6;
1291;4212b Spoorwegen Exploitatie/onderhoud;2020 november;100.7;
1292;4212b Spoorwegen Exploitatie/onderhoud;2020 december;101.4;
1293;4212b Spoorwegen Exploitatie/onderhoud;2021 januari;102.8;2.9
1294;4212b Spoorwegen Exploitatie/onderhoud;2021 februari;103.0;3.3
1295;4212b Spoorwegen Exploitatie/onderhoud;2021 maart;103.3;3.9
1296;4212b Spoorwegen Exploitatie/onderhoud;2021 april;103.9;4.7
1297;4212b Spoorwegen Exploitatie/onderhoud;2021 mei;104.6;5.5
1298;4212b Spoorwegen Exploitatie/onderhoud;2021 juni;105.8;6.4
1299;4212b Spoorwegen Exploitatie/onderhoud;2021 juli;107.5;7.5
1300;4212b Spoorwegen Exploitatie/onderhoud;2021 augustus;107.5;7.3
1301;4212b Spoorwegen Exploitatie/onderhoud;2021 september;109.4;8.9
1302;4212b Spoorwegen Exploitatie/onderhoud;2021 oktober;111.6;11.0
1303;4212b Spoorwegen Exploitatie/onderhoud;2021 november;112.9;12.2
1304;4212b Spoorwegen Exploitatie/onderhoud;2021 december;115.5;14.0
1305;4212b Spoorwegen Exploitatie/onderhoud;2022 januari;118.5;15.3
1306;4212b Spoorwegen Exploitatie/onderhoud;2022 februari;118.2;14.8
1307;4212b Spoorwegen Exploitatie/onderhoud;2022 maart;121.6;17.7
1308;4212b Spoorwegen Exploitatie/onderhoud;2022 april;122.7;18.1
1309;4212b Spoorwegen Exploitatie/onderhoud;2022 mei;122.9;17.5
1310;4212b Spoorwegen Exploitatie/onderhoud;2022 juni;123.1;16.4
1311;4212b Spoorwegen Exploitatie/onderhoud;2022 juli;127.1;18.3
1312;4212b Spoorwegen Exploitatie/onderhoud;2022 augustus;131.5;22.4
1313;4212b Spoorwegen Exploitatie/onderhoud;2022 september;129.9;18.7
1314;4212b Spoorwegen Exploitatie/onderhoud;2022 oktober;127.4;14.1
1315;4212b Spoorwegen Exploitatie/onderhoud;2022 november;126.7;12.2
1316;4212b Spoorwegen Exploitatie/onderhoud;2022 december;128.7;11.4
1317;4212b Spoorwegen Exploitatie/onderhoud;2023 januari;129.5;9.3
1318;4212b Spoorwegen Exploitatie/onderhoud;2023 februari;129.8;9.8
1319;4212b Spoorwegen Exploitatie/onderhoud;2023 maart;128.5;5.7
1320;4212b Spoorwegen Exploitatie/onderhoud;2023 april;125.5;2.3
1321;4212b Spoorwegen Exploitatie/onderhoud;2023 mei;124.6;1.4
1322;4212b Spoorwegen Exploitatie/onderhoud;2023 juni;125.2;1.7
1323;4212b Spoorwegen Exploitatie/onderhoud;2023 juli;123.7;-2.7
1324;4212b Spoorwegen Exploitatie/onderhoud;2023 augustus;124.0;-5.7
1325;4212b Spoorwegen Exploitatie/onderhoud;2023 september;124.5;-4.2
1326;4212b Spoorwegen Exploitatie/onderhoud;2023 oktober;124.6;-2.2
1327;4212b Spoorwegen Exploitatie/onderhoud;2023 november;125.3;-1.1
1328;4212b Spoorwegen Exploitatie/onderhoud;2023 december;124.5;-3.2
1329;4212b Spoorwegen Exploitatie/onderhoud;2024 januari;124.8;-3.7
1330;4212b Spoorwegen Exploitatie/onderhoud;2024 februari;124.5;-4.1
1331;4212b Spoorwegen Exploitatie/onderhoud;2024 maart;124.3;-3.3
1332;4212b Spoorwegen Exploitatie/onderhoud;2024 april;123.8;-1.3
1333;4212b Spoorwegen Exploitatie/onderhoud;2024 mei;123.7;-0.8
1334;4212b Spoorwegen Exploitatie/onderhoud;2024 juni;124.2;-0.8
1335;4212b Spoorwegen Exploitatie/onderhoud;2024 juli;126.1;2.0
1336;4212b Spoorwegen Exploitatie/onderhoud;2024 augustus;126.5;2.0
1337;4212b Spoorwegen Exploitatie/onderhoud;2024 september;126.7;1.8
1338;4212b Spoorwegen Exploitatie/onderhoud;2024 oktober;127.5;2.3
1339;4212b Spoorwegen Exploitatie/onderhoud;2024 november;128.8;2.8
1340;4212b Spoorwegen Exploitatie/onderhoud;2024 december;128.7;3.4
1341;4212b Spoorwegen Exploitatie/onderhoud;2025 januari;130.7;4.8
1342;"4213 Bruggen en tunnels; bouw van bru.";2020 januari;100.3;
1343;"4213 Bruggen en tunnels; bouw van bru.";2020 februari;100.1;
1344;"4213 Bruggen en tunnels; bouw van bru.";2020 maart;99.8;
1345;"4213 Bruggen en tunnels; bouw van bru.";2020 april;99.5;
1346;"4213 Bruggen en tunnels; bouw van bru.";2020 mei;99.0;
1347;"4213 Bruggen en tunnels; bouw van bru.";2020 juni;98.9;
1348;"4213 Bruggen en tunnels; bouw van bru.";2020 juli;99.8;
1349;"4213 Bruggen en tunnels; bouw van bru.";2020 augustus;100.0;
1350;"4213 Bruggen en tunnels; bouw van bru.";2020 september;99.9;
1351;"4213 Bruggen en tunnels; bouw van bru.";2020 oktober;100.0;
1352;"4213 Bruggen en tunnels; bouw van bru.";2020 november;100.5;
1353;"4213 Bruggen en tunnels; bouw van bru.";2020 december;102.1;
1354;"4213 Bruggen en tunnels; bouw van bru.";2021 januari;104.3;3.9
1355;"4213 Bruggen en tunnels; bouw van bru.";2021 februari;105.0;4.9
1356;"4213 Bruggen en tunnels; bouw van bru.";2021 maart;105.2;5.5
1357;"4213 Bruggen en tunnels; bouw van bru.";2021 april;106.2;6.7
1358;"4213 Bruggen en tunnels; bouw van bru.";2021 mei;108.2;9.3
1359;"4213 Bruggen en tunnels; bouw van bru.";2021 juni;110.2;11.4
1360;"4213 Bruggen en tunnels; bouw van bru.";2021 juli;112.4;12.6
1361;"4213 Bruggen en tunnels; bouw van bru.";2021 augustus;113.1;13.1
1362;"4213 Bruggen en tunnels; bouw van bru.";2021 september;112.9;13.0
1363;"4213 Bruggen en tunnels; bouw van bru.";2021 oktober;114.0;14.0
1364;"4213 Bruggen en tunnels; bouw van bru.";2021 november;114.1;13.5
1365;"4213 Bruggen en tunnels; bouw van bru.";2021 december;114.5;12.1
1366;"4213 Bruggen en tunnels; bouw van bru.";2022 januari;118.0;13.2
1367;"4213 Bruggen en tunnels; bouw van bru.";2022 februari;119.3;13.6
1368;"4213 Bruggen en tunnels; bouw van bru.";2022 maart;125.1;18.8
1369;"4213 Bruggen en tunnels; bouw van bru.";2022 april;130.0;22.4
1370;"4213 Bruggen en tunnels; bouw van bru.";2022 mei;131.0;21.0
1371;"4213 Bruggen en tunnels; bouw van bru.";2022 juni;128.0;16.1
1372;"4213 Bruggen en tunnels; bouw van bru.";2022 juli;128.5;14.3
1373;"4213 Bruggen en tunnels; bouw van bru.";2022 augustus;127.8;13.0
1374;"4213 Bruggen en tunnels; bouw van bru.";2022 september;128.0;13.4
1375;"4213 Bruggen en tunnels; bouw van bru.";2022 oktober;127.3;11.7
1376;"4213 Bruggen en tunnels; bouw van bru.";2022 november;125.6;10.1
1377;"4213 Bruggen en tunnels; bouw van bru.";2022 december;123.8;8.1
1378;"4213 Bruggen en tunnels; bouw van bru.";2023 januari;126.7;7.4
1379;"4213 Bruggen en tunnels; bouw van bru.";2023 februari;126.0;5.6
1380;"4213 Bruggen en tunnels; bouw van bru.";2023 maart;126.9;1.5
1381;"4213 Bruggen en tunnels; bouw van bru.";2023 april;126.7;-2.5
1382;"4213 Bruggen en tunnels; bouw van bru.";2023 mei;126.3;-3.5
1383;"4213 Bruggen en tunnels; bouw van bru.";2023 juni;125.6;-1.9
1384;"4213 Bruggen en tunnels; bouw van bru.";2023 juli;125.1;-2.7
1385;"4213 Bruggen en tunnels; bouw van bru.";2023 augustus;124.7;-2.4
1386;"4213 Bruggen en tunnels; bouw van bru.";2023 september;124.6;-2.7
1387;"4213 Bruggen en tunnels; bouw van bru.";2023 oktober;124.5;-2.2
1388;"4213 Bruggen en tunnels; bouw van bru.";2023 november;124.1;-1.2
1389;"4213 Bruggen en tunnels; bouw van bru.";2023 december;124.6;0.7
1390;"4213 Bruggen en tunnels; bouw van bru.";2024 januari;126.0;-0.5
1391;"4213 Bruggen en tunnels; bouw van bru.";2024 februari;125.9;-0.1
1392;"4213 Bruggen en tunnels; bouw van bru.";2024 maart;126.1;-0.6
1393;"4213 Bruggen en tunnels; bouw van bru.";2024 april;125.9;-0.6
1394;"4213 Bruggen en tunnels; bouw van bru.";2024 mei;125.2;-0.9
1395;"4213 Bruggen en tunnels; bouw van bru.";2024 juni;125.7;0.0
1396;"4213 Bruggen en tunnels; bouw van bru.";2024 juli;128.1;2.4
1397;"4213 Bruggen en tunnels; bouw van bru.";2024 augustus;128.1;2.7
1398;"4213 Bruggen en tunnels; bouw van bru.";2024 september;127.6;2.4
1399;"4213 Bruggen en tunnels; bouw van bru.";2024 oktober;127.3;2.3
1400;"4213 Bruggen en tunnels; bouw van bru.";2024 november;127.5;2.8
1401;"4213 Bruggen en tunnels; bouw van bru.";2024 december;127.7;2.4
1402;"4213 Bruggen en tunnels; bouw van bru.";2025 januari;128.8;2.2
1403;4221 Civieltechnische werken en bouw.;2020 januari;99.3;
1404;4221 Civieltechnische werken en bouw.;2020 februari;99.9;
1405;4221 Civieltechnische werken en bouw.;2020 maart;98.3;
1406;4221 Civieltechnische werken en bouw.;2020 april;99.2;
1407;4221 Civieltechnische werken en bouw.;2020 mei;100.9;
1408;4221 Civieltechnische werken en bouw.;2020 juni;101.4;
1409;4221 Civieltechnische werken en bouw.;2020 juli;99.7;
1410;4221 Civieltechnische werken en bouw.;2020 augustus;99.9;
1411;4221 Civieltechnische werken en bouw.;2020 september;100.3;
1412;4221 Civieltechnische werken en bouw.;2020 oktober;100.4;
1413;4221 Civieltechnische werken en bouw.;2020 november;99.8;
1414;4221 Civieltechnische werken en bouw.;2020 december;100.9;
1415;4221 Civieltechnische werken en bouw.;2021 januari;101.3;2.0
1416;4221 Civieltechnische werken en bouw.;2021 februari;102.6;2.7
1417;4221 Civieltechnische werken en bouw.;2021 maart;102.7;4.5
1418;4221 Civieltechnische werken en bouw.;2021 april;105.5;6.4
1419;4221 Civieltechnische werken en bouw.;2021 mei;105.4;4.5
1420;4221 Civieltechnische werken en bouw.;2021 juni;103.0;1.6
1421;4221 Civieltechnische werken en bouw.;2021 juli;107.5;7.8
1422;4221 Civieltechnische werken en bouw.;2021 augustus;106.8;6.9
1423;4221 Civieltechnische werken en bouw.;2021 september;107.0;6.6
1424;4221 Civieltechnische werken en bouw.;2021 oktober;104.1;3.7
1425;4221 Civieltechnische werken en bouw.;2021 november;106.3;6.4
1426;4221 Civieltechnische werken en bouw.;2021 december;105.8;4.9
1427;4221 Civieltechnische werken en bouw.;2022 januari;110.5;9.1
1428;4221 Civieltechnische werken en bouw.;2022 februari;117.3;14.4
1429;4221 Civieltechnische werken en bouw.;2022 maart;117.3;14.3
1430;4221 Civieltechnische werken en bouw.;2022 april;119.8;13.6
1431;4221 Civieltechnische werken en bouw.;2022 mei;118.9;12.8
1432;4221 Civieltechnische werken en bouw.;2022 juni;121.0;17.4
1433;4221 Civieltechnische werken en bouw.;2022 juli;118.9;10.6
1434;4221 Civieltechnische werken en bouw.;2022 augustus;120.7;13.0
1435;4221 Civieltechnische werken en bouw.;2022 september;123.4;15.4
1436;4221 Civieltechnische werken en bouw.;2022 oktober;127.1;22.1
1437;4221 Civieltechnische werken en bouw.;2022 november;125.5;18.1
1438;4221 Civieltechnische werken en bouw.;2022 december;125.1;18.2
1439;4221 Civieltechnische werken en bouw.;2023 januari;124.0;12.2
1440;4221 Civieltechnische werken en bouw.;2023 februari;127.9;9.1
1441;4221 Civieltechnische werken en bouw.;2023 maart;127.0;8.2
1442;4221 Civieltechnische werken en bouw.;2023 april;127.1;6.1
1443;4221 Civieltechnische werken en bouw.;2023 mei;127.1;6.9
1444;4221 Civieltechnische werken en bouw.;2023 juni;131.5;8.7
1445;4221 Civieltechnische werken en bouw.;2023 juli;131.9;10.9
1446;4221 Civieltechnische werken en bouw.;2023 augustus;132.5;9.7
1447;4221 Civieltechnische werken en bouw.;2023 september;131.1;6.2
1448;4221 Civieltechnische werken en bouw.;2023 oktober;131.5;3.5
1449;4221 Civieltechnische werken en bouw.;2023 november;131.2;4.6
1450;4221 Civieltechnische werken en bouw.;2023 december;131.1;4.8
1451;4221 Civieltechnische werken en bouw.;2024 januari;132.7;7.1
1452;4221 Civieltechnische werken en bouw.;2024 februari;134.9;5.4
1453;4221 Civieltechnische werken en bouw.;2024 maart;131.5;3.6
1454;4221 Civieltechnische werken en bouw.;2024 april;133.4;5.0
1455;4221 Civieltechnische werken en bouw.;2024 mei;133.2;4.9
1456;4221 Civieltechnische werken en bouw.;2024 juni;132.7;0.9
1457;4221 Civieltechnische werken en bouw.;2024 juli;136.3;3.3
1458;4221 Civieltechnische werken en bouw.;2024 augustus;137.7;4.0
1459;4221 Civieltechnische werken en bouw.;2024 september;136.0;3.8
1460;4221 Civieltechnische werken en bouw.;2024 oktober;137.0;4.2
1461;4221 Civieltechnische werken en bouw.;2024 november;134.6;2.5
1462;4221 Civieltechnische werken en bouw.;2024 december;134.7;2.7
1463;4221 Civieltechnische werken en bouw.;2025 januari;137.2;3.4
1464;4291 Waterbouwkundige werken en bouw.;2020 januari;101.5;
1465;4291 Waterbouwkundige werken en bouw.;2020 februari;101.2;
1466;4291 Waterbouwkundige werken en bouw.;2020 maart;99.7;
1467;4291 Waterbouwkundige werken en bouw.;2020 april;98.9;
1468;4291 Waterbouwkundige werken en bouw.;2020 mei;98.6;
1469;4291 Waterbouwkundige werken en bouw.;2020 juni;99.2;
1470;4291 Waterbouwkundige werken en bouw.;2020 juli;100.8;
1471;4291 Waterbouwkundige werken en bouw.;2020 augustus;100.6;
1472;4291 Waterbouwkundige werken en bouw.;2020 september;99.2;
1473;4291 Waterbouwkundige werken en bouw.;2020 oktober;100.1;
1474;4291 Waterbouwkundige werken en bouw.;2020 november;99.9;
1475;4291 Waterbouwkundige werken en bouw.;2020 december;100.4;
1476;4291 Waterbouwkundige werken en bouw.;2021 januari;104.5;3.0
1477;4291 Waterbouwkundige werken en bouw.;2021 februari;105.1;3.8
1478;4291 Waterbouwkundige werken en bouw.;2021 maart;106.3;6.7
1479;4291 Waterbouwkundige werken en bouw.;2021 april;103.4;4.6
1480;4291 Waterbouwkundige werken en bouw.;2021 mei;107.1;8.7
1481;4291 Waterbouwkundige werken en bouw.;2021 juni;107.4;8.3
1482;4291 Waterbouwkundige werken en bouw.;2021 juli;106.8;5.9
1483;4291 Waterbouwkundige werken en bouw.;2021 augustus;108.1;7.4
1484;4291 Waterbouwkundige werken en bouw.;2021 september;108.2;9.0
1485;4291 Waterbouwkundige werken en bouw.;2021 oktober;109.6;9.5
1486;4291 Waterbouwkundige werken en bouw.;2021 november;111.5;11.6
1487;4291 Waterbouwkundige werken en bouw.;2021 december;112.0;11.6
1488;4291 Waterbouwkundige werken en bouw.;2022 januari;114.8;9.9
1489;4291 Waterbouwkundige werken en bouw.;2022 februari;117.4;11.7
1490;4291 Waterbouwkundige werken en bouw.;2022 maart;121.4;14.1
1491;4291 Waterbouwkundige werken en bouw.;2022 april;125.4;21.3
1492;4291 Waterbouwkundige werken en bouw.;2022 mei;125.8;17.4
1493;4291 Waterbouwkundige werken en bouw.;2022 juni;127.9;19.0
1494;4291 Waterbouwkundige werken en bouw.;2022 juli;127.4;19.3
1495;4291 Waterbouwkundige werken en bouw.;2022 augustus;129.1;19.5
1496;4291 Waterbouwkundige werken en bouw.;2022 september;127.8;18.1
1497;4291 Waterbouwkundige werken en bouw.;2022 oktober;128.0;16.8
1498;4291 Waterbouwkundige werken en bouw.;2022 november;126.2;13.2
1499;4291 Waterbouwkundige werken en bouw.;2022 december;125.2;11.7
1500;4291 Waterbouwkundige werken en bouw.;2023 januari;127.0;10.6
1501;4291 Waterbouwkundige werken en bouw.;2023 februari;125.8;7.1
1502;4291 Waterbouwkundige werken en bouw.;2023 maart;126.9;4.6
1503;4291 Waterbouwkundige werken en bouw.;2023 april;129.8;3.5
1504;4291 Waterbouwkundige werken en bouw.;2023 mei;130.8;4.0
1505;4291 Waterbouwkundige werken en bouw.;2023 juni;129.9;1.6
1506;4291 Waterbouwkundige werken en bouw.;2023 juli;133.8;5.0
1507;4291 Waterbouwkundige werken en bouw.;2023 augustus;135.2;4.7
1508;4291 Waterbouwkundige werken en bouw.;2023 september;137.7;7.7
1509;4291 Waterbouwkundige werken en bouw.;2023 oktober;137.6;7.5
1510;4291 Waterbouwkundige werken en bouw.;2023 november;135.7;7.5
1511;4291 Waterbouwkundige werken en bouw.;2023 december;134.8;7.7
1512;4291 Waterbouwkundige werken en bouw.;2024 januari;139.7;10.0
1513;4291 Waterbouwkundige werken en bouw.;2024 februari;140.2;11.4
1514;4291 Waterbouwkundige werken en bouw.;2024 maart;140.6;10.8
1515;4291 Waterbouwkundige werken en bouw.;2024 april;140.7;8.4
1516;4291 Waterbouwkundige werken en bouw.;2024 mei;140.6;7.5
1517;4291 Waterbouwkundige werken en bouw.;2024 juni;140.1;7.8
1518;4291 Waterbouwkundige werken en bouw.;2024 juli;141.8;6.0
1519;4291 Waterbouwkundige werken en bouw.;2024 augustus;141.2;4.4
1520;4291 Waterbouwkundige werken en bouw.;2024 september;140.0;1.7
1521;4291 Waterbouwkundige werken en bouw.;2024 oktober;141.0;2.5
1522;4291 Waterbouwkundige werken en bouw.;2024 november;142.1;4.7
1523;4291 Waterbouwkundige werken en bouw.;2024 december;141.7;5.1
1524;4291 Waterbouwkundige werken en bouw.;2025 januari;142.5;2.0
1525;4312 Bouwrijp maken van terreinen;2020 januari;103.2;
1526;4312 Bouwrijp maken van terreinen;2020 februari;102.3;
1527;4312 Bouwrijp maken van terreinen;2020 maart;99.5;
1528;4312 Bouwrijp maken van terreinen;2020 april;99.7;
1529;4312 Bouwrijp maken van terreinen;2020 mei;99.1;
1530;4312 Bouwrijp maken van terreinen;2020 juni;99.6;
1531;4312 Bouwrijp maken van terreinen;2020 juli;100.3;
1532;4312 Bouwrijp maken van terreinen;2020 augustus;99.9;
1533;4312 Bouwrijp maken van terreinen;2020 september;97.7;
1534;4312 Bouwrijp maken van terreinen;2020 oktober;99.2;
1535;4312 Bouwrijp maken van terreinen;2020 november;99.3;
1536;4312 Bouwrijp maken van terreinen;2020 december;100.2;
1537;4312 Bouwrijp maken van terreinen;2021 januari;104.8;1.5
1538;4312 Bouwrijp maken van terreinen;2021 februari;105.8;3.4
1539;4312 Bouwrijp maken van terreinen;2021 maart;106.7;7.2
1540;4312 Bouwrijp maken van terreinen;2021 april;102.7;3.1
1541;4312 Bouwrijp maken van terreinen;2021 mei;107.9;8.9
1542;4312 Bouwrijp maken van terreinen;2021 juni;108.3;8.7
1543;4312 Bouwrijp maken van terreinen;2021 juli;107.3;6.9
1544;4312 Bouwrijp maken van terreinen;2021 augustus;108.8;8.9
1545;4312 Bouwrijp maken van terreinen;2021 september;109.3;11.9
1546;4312 Bouwrijp maken van terreinen;2021 oktober;111.8;12.7
1547;4312 Bouwrijp maken van terreinen;2021 november;113.4;14.1
1548;4312 Bouwrijp maken van terreinen;2021 december;114.4;14.2
1549;4312 Bouwrijp maken van terreinen;2022 januari;117.1;11.8
1550;4312 Bouwrijp maken van terreinen;2022 februari;120.6;14.0
1551;4312 Bouwrijp maken van terreinen;2022 maart;129.1;21.0
1552;4312 Bouwrijp maken van terreinen;2022 april;129.9;26.5
1553;4312 Bouwrijp maken van terreinen;2022 mei;131.2;21.6
1554;4312 Bouwrijp maken van terreinen;2022 juni;135.5;25.1
1555;4312 Bouwrijp maken van terreinen;2022 juli;134.5;25.4
1556;4312 Bouwrijp maken van terreinen;2022 augustus;137.0;25.9
1557;4312 Bouwrijp maken van terreinen;2022 september;134.6;23.1
1558;4312 Bouwrijp maken van terreinen;2022 oktober;138.3;23.7
1559;4312 Bouwrijp maken van terreinen;2022 november;134.3;18.4
1560;4312 Bouwrijp maken van terreinen;2022 december;130.6;14.2
1561;4312 Bouwrijp maken van terreinen;2023 januari;131.9;12.6
1562;4312 Bouwrijp maken van terreinen;2023 februari;128.1;6.2
1563;4312 Bouwrijp maken van terreinen;2023 maart;128.7;-0.3
1564;4312 Bouwrijp maken van terreinen;2023 april;130.5;0.5
1565;4312 Bouwrijp maken van terreinen;2023 mei;130.1;-0.8
1566;4312 Bouwrijp maken van terreinen;2023 juni;129.7;-4.2
1567;4312 Bouwrijp maken van terreinen;2023 juli;133.4;-0.8
1568;4312 Bouwrijp maken van terreinen;2023 augustus;137.2;0.1
1569;4312 Bouwrijp maken van terreinen;2023 september;139.8;3.9
1570;4312 Bouwrijp maken van terreinen;2023 oktober;139.2;0.6
1571;4312 Bouwrijp maken van terreinen;2023 november;137.3;2.2
1572;4312 Bouwrijp maken van terreinen;2023 december;136.3;4.4
1573;4312 Bouwrijp maken van terreinen;2024 januari;141.8;7.5
1574;4312 Bouwrijp maken van terreinen;2024 februari;143.3;11.9
1575;4312 Bouwrijp maken van terreinen;2024 maart;143.6;11.6
1576;4312 Bouwrijp maken van terreinen;2024 april;143.6;10.1
1577;4312 Bouwrijp maken van terreinen;2024 mei;141.8;8.9
1578;4312 Bouwrijp maken van terreinen;2024 juni;140.9;8.6
1579;4312 Bouwrijp maken van terreinen;2024 juli;143.1;7.2
1580;4312 Bouwrijp maken van terreinen;2024 augustus;141.4;3.0
1581;4312 Bouwrijp maken van terreinen;2024 september;139.6;-0.1
1582;4312 Bouwrijp maken van terreinen;2024 oktober;142.1;2.1
1583;4312 Bouwrijp maken van terreinen;2024 november;142.9;4.1
1584;4312 Bouwrijp maken van terreinen;2024 december;142.7;4.6
1585;4312 Bouwrijp maken van terreinen;2025 januari;143.8;1.4
1586;4321 Elektrische installatie;2020 januari;101.2;
1587;4321 Elektrische installatie;2020 februari;101.0;
1588;4321 Elektrische installatie;2020 maart;100.2;
1589;4321 Elektrische installatie;2020 april;100.1;
1590;4321 Elektrische installatie;2020 mei;100.1;
1591;4321 Elektrische installatie;2020 juni;99.8;
1592;4321 Elektrische installatie;2020 juli;100.0;
1593;4321 Elektrische installatie;2020 augustus;100.0;
1594;4321 Elektrische installatie;2020 september;99.7;
1595;4321 Elektrische installatie;2020 oktober;99.2;
1596;4321 Elektrische installatie;2020 november;99.2;
1597;4321 Elektrische installatie;2020 december;99.5;
1598;4321 Elektrische installatie;2021 januari;100.6;-0.6
1599;4321 Elektrische installatie;2021 februari;101.2;0.2
1600;4321 Elektrische installatie;2021 maart;102.1;1.9
1601;4321 Elektrische installatie;2021 april;103.4;3.3
1602;4321 Elektrische installatie;2021 mei;104.7;4.6
1603;4321 Elektrische installatie;2021 juni;106.0;6.3
1604;4321 Elektrische installatie;2021 juli;108.0;8.1
1605;4321 Elektrische installatie;2021 augustus;108.1;8.1
1606;4321 Elektrische installatie;2021 september;109.2;9.5
1607;4321 Elektrische installatie;2021 oktober;111.5;12.3
1608;4321 Elektrische installatie;2021 november;112.0;12.9
1609;4321 Elektrische installatie;2021 december;112.4;12.9
1610;4321 Elektrische installatie;2022 januari;114.4;13.7
1611;4321 Elektrische installatie;2022 februari;116.0;14.6
1612;4321 Elektrische installatie;2022 maart;118.7;16.3
1613;4321 Elektrische installatie;2022 april;122.3;18.2
1614;4321 Elektrische installatie;2022 mei;124.7;19.1
1615;4321 Elektrische installatie;2022 juni;124.6;17.5
1616;4321 Elektrische installatie;2022 juli;125.6;16.3
1617;4321 Elektrische installatie;2022 augustus;125.1;15.7
1618;4321 Elektrische installatie;2022 september;125.6;15.0
1619;4321 Elektrische installatie;2022 oktober;124.5;11.7
1620;4321 Elektrische installatie;2022 november;124.3;11.0
1621;4321 Elektrische installatie;2022 december;122.3;8.8
1622;4321 Elektrische installatie;2023 januari;122.4;7.0
1623;4321 Elektrische installatie;2023 februari;121.9;5.1
1624;4321 Elektrische installatie;2023 maart;122.0;2.7
1625;4321 Elektrische installatie;2023 april;121.4;-0.7
1626;4321 Elektrische installatie;2023 mei;119.9;-3.8
1627;4321 Elektrische installatie;2023 juni;119.5;-4.1
1628;4321 Elektrische installatie;2023 juli;118.7;-5.5
1629;4321 Elektrische installatie;2023 augustus;118.3;-5.4
1630;4321 Elektrische installatie;2023 september;119.0;-5.3
1631;4321 Elektrische installatie;2023 oktober;118.2;-5.1
1632;4321 Elektrische installatie;2023 november;117.2;-5.7
1633;4321 Elektrische installatie;2023 december;117.3;-4.0
1634;4321 Elektrische installatie;2024 januari;119.2;-2.7
1635;4321 Elektrische installatie;2024 februari;119.4;-2.0
1636;4321 Elektrische installatie;2024 maart;119.6;-2.0
1637;4321 Elektrische installatie;2024 april;119.9;-1.3
1638;4321 Elektrische installatie;2024 mei;119.8;-0.1
1639;4321 Elektrische installatie;2024 juni;119.9;0.4
1640;4321 Elektrische installatie;2024 juli;121.5;2.3
1641;4321 Elektrische installatie;2024 augustus;121.0;2.3
1642;4321 Elektrische installatie;2024 september;120.0;0.8
1643;4321 Elektrische installatie;2024 oktober;120.4;1.9
1644;4321 Elektrische installatie;2024 november;120.9;3.1
1645;4321 Elektrische installatie;2024 december;120.8;3.0
1646;4321 Elektrische installatie;2025 januari;121.7;2.1
