ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged15YearsAndOlder_1;TotalLabourForceAccToInternatDef_2;EmpLabourForceAccToInternatDef_3;UnempLabourForceAccToInternatDef_4;PeopleNotIncludedInTheLabourForce_5;GrossLabourParticipation_6;NetLabourParticipation_7;UnemploymentAsAPercentage_8;TotalEmployees_9;EmployeesPermanentJobs_10;EmployeesFlexibleJobs_11;SelfEmployed_12;FamilyWorkers_13;k_0119HrsPerWeek_14;k_2034HrsPerWeek_15;k_35HrsPerWeek_16;WorkingHoursUnknown_17;AverageWorkingHours_18;Military_19;LegislatorsSeniorOfficialsManagers_20;ScientistsScholars_21;TechniciansSkilledWorkers_22;OfficeWorkers_23;ServiceShopAndMarketSalesWorkers_24;SkilledWorkersAgricultureAndFishery_25;Craftsmen_26;FactoryWorkersMachineOperatorsEtc_27;ElementaryOccupations_28;NotClassifiable_29
380;Total sex;42;2004;1094.0;867.0;803.0;64.0;227.0;79.3;73.4;7.4;767.0;486.0;281.0;33.0;3.0;259.0;134.0;405.0;5.0;27.8;9.0;26.0;39.0;96.0;111.0;187.0;28.0;114.0;60.0;125.0;7.0
381;Total sex;42;2005;1119.0;885.0;822.0;62.0;234.0;79.1;73.5;7.0;783.0;474.0;310.0;35.0;4.0;268.0;143.0;405.0;6.0;27.6;8.0;25.0;40.0;99.0;108.0;198.0;28.0;114.0;59.0;135.0;9.0
382;Total sex;42;2006;1088.0;849.0;799.0;50.0;239.0;78.0;73.4;5.9;763.0;436.0;327.0;32.0;3.0;263.0;138.0;391.0;8.0;27.5;11.0;23.0;40.0;94.0;106.0;199.0;27.0;110.0;50.0;130.0;10.0
383;Total sex;42;2007;1095.0;868.0;823.0;44.0;227.0;79.3;75.2;5.1;784.0;428.0;357.0;35.0;4.0;273.0;144.0;398.0;8.0;27.4;9.0;26.0;43.0;99.0;104.0;214.0;29.0;107.0;54.0;127.0;12.0
384;Total sex;42;2008;1101.0;876.0;832.0;44.0;225.0;79.6;75.6;5.0;794.0;427.0;367.0;35.0;2.0;277.0;158.0;390.0;8.0;27.2;9.0;24.0;46.0;110.0;106.0;214.0;24.0;109.0;52.0;125.0;12.0
385;Total sex;42;2009;1113.0;874.0;816.0;58.0;239.0;78.5;73.3;6.7;778.0;417.0;361.0;34.0;4.0;289.0;165.0;353.0;8.0;26.3;9.0;22.0;45.0;106.0;109.0;219.0;24.0;104.0;42.0;122.0;13.0
386;Total sex;42;2010;1109.0;846.0;782.0;64.0;264.0;76.2;70.5;7.6;745.0;369.0;377.0;33.0;4.0;298.0;162.0;312.0;10.0;25.3;9.0;23.0;45.0;98.0;99.0;214.0;25.0;90.0;42.0;123.0;14.0
387;Total sex;42;2011;1123.0;849.0;792.0;57.0;273.0;75.7;70.6;6.7;757.0;368.0;388.0;33.0;3.0;295.0;168.0;314.0;15.0;25.2;8.0;23.0;44.0;100.0;103.0;222.0;26.0;87.0;41.0;127.0;12.0
388;Total sex;42;2012;1159.0;889.0;813.0;76.0;270.0;76.7;70.1;8.6;772.0;341.0;432.0;36.0;4.0;314.0;180.0;300.0;19.0;24.5;;;;;;;;;;;
389;Total sex;42;2013;1161.0;885.0;791.0;94.0;275.0;76.3;68.2;10.6;746.0;294.0;452.0;43.0;3.0;327.0;175.0;269.0;20.0;23.5;;;;;;;;;;;
390;Total sex;43;2000;536.0;290.0;256.0;34.0;246.0;54.1;47.7;11.7;246.0;95.0;151.0;8.0;2.0;214.0;21.0;21.0;;11.8;;;;4.0;31.0;64.0;15.0;16.0;6.0;90.0;29.0
391;Total sex;43;2001 before revision;549.0;301.0;272.0;29.0;248.0;54.9;49.6;9.5;262.0;108.0;154.0;10.0;;222.0;25.0;25.0;;12.3;;;;5.0;36.0;66.0;17.0;16.0;8.0;119.0;3.0
392;Total sex;43;2001 after revision;552.0;327.0;302.0;24.0;225.0;59.2;54.8;7.4;290.0;116.0;173.0;11.0;2.0;251.0;27.0;24.0;;11.7;;;;4.0;36.0;74.0;15.0;17.0;7.0;115.0;32.0
393;Total sex;43;2002;565.0;323.0;295.0;28.0;242.0;57.2;52.3;8.6;282.0;113.0;169.0;11.0;2.0;245.0;28.0;20.0;2.0;11.4;;;;6.0;32.0;77.0;17.0;16.0;6.0;132.0;7.0
394;Total sex;43;2003;573.0;295.0;259.0;36.0;278.0;51.4;45.2;12.2;245.0;95.0;150.0;12.0;2.0;214.0;26.0;16.0;2.0;11.2;;;;3.0;29.0;67.0;18.0;14.0;5.0;118.0;3.0
395;Total sex;43;2004;576.0;279.0;243.0;36.0;297.0;48.5;42.1;13.1;232.0;85.0;148.0;9.0;;201.0;24.0;15.0;4.0;10.8;;;;3.0;24.0;70.0;14.0;13.0;4.0;111.0;
396;Total sex;43;2005;582.0;286.0;244.0;42.0;296.0;49.2;41.9;14.8;232.0;77.0;155.0;10.0;2.0;207.0;21.0;12.0;4.0;10.2;;;;4.0;25.0;61.0;16.0;13.0;4.0;116.0;2.0
397;Total sex;43;2006;590.0;301.0;263.0;38.0;289.0;51.0;44.5;12.7;251.0;79.0;172.0;10.0;2.0;227.0;20.0;13.0;3.0;9.8;;;;5.0;26.0;63.0;16.0;13.0;4.0;131.0;2.0
398;Total sex;43;2007;597.0;325.0;287.0;38.0;272.0;54.4;48.1;11.6;276.0;84.0;192.0;8.0;3.0;247.0;21.0;14.0;5.0;10.1;;;;6.0;32.0;74.0;14.0;12.0;4.0;140.0;2.0
399;Total sex;43;2008;596.0;337.0;303.0;34.0;260.0;56.5;50.8;10.1;291.0;88.0;203.0;9.0;2.0;260.0;25.0;13.0;5.0;10.3;;;;7.0;34.0;81.0;14.0;16.0;5.0;140.0;3.0
400;Total sex;43;2009;593.0;329.0;293.0;37.0;264.0;55.5;49.3;11.1;281.0;79.0;202.0;10.0;2.0;256.0;21.0;12.0;4.0;9.8;;;;6.0;33.0;80.0;14.0;15.0;3.0;135.0;2.0
401;Total sex;43;2010;588.0;317.0;275.0;43.0;270.0;54.0;46.7;13.4;262.0;68.0;194.0;11.0;2.0;242.0;19.0;8.0;5.0;9.2;;;;5.0;34.0;72.0;13.0;11.0;3.0;131.0;3.0
402;Total sex;43;2011;580.0;313.0;272.0;41.0;267.0;54.0;47.0;13.0;262.0;65.0;197.0;8.0;2.0;240.0;18.0;8.0;6.0;9.0;;;;6.0;31.0;75.0;12.0;9.0;3.0;132.0;2.0
403;Total sex;43;2012;577.0;319.0;270.0;49.0;258.0;55.4;46.9;15.3;260.0;60.0;200.0;9.0;2.0;239.0;17.0;7.0;7.0;8.9;;;;;;;;;;;
404;Total sex;43;2013;582.0;323.0;269.0;54.0;259.0;55.5;46.2;16.8;256.0;52.0;204.0;12.0;;238.0;16.0;7.0;8.0;8.5;;;;;;;;;;;
405;Total sex;4140;2000;187.0;106.0;101.0;5.0;81.0;56.6;54.0;4.6;93.0;64.0;29.0;8.0;;21.0;17.0;63.0;;32.1;;7.0;10.0;14.0;15.0;17.0;2.0;11.0;6.0;13.0;5.0
406;Total sex;4140;2001 before revision;213.0;118.0;114.0;4.0;95.0;55.3;53.4;3.4;102.0;71.0;31.0;11.0;;26.0;19.0;69.0;;31.3;;11.0;12.0;16.0;11.0;16.0;5.0;14.0;7.0;18.0;3.0
407;Total sex;4140;2001 after revision;140.0;78.0;75.0;3.0;62.0;55.4;53.2;4.1;67.0;45.0;22.0;8.0;;20.0;12.0;43.0;;29.7;;7.0;6.0;9.0;9.0;13.0;3.0;9.0;4.0;12.0;4.0
408;Total sex;4140;2002;178.0;107.0;101.0;6.0;71.0;60.0;56.8;5.5;91.0;61.0;30.0;10.0;;28.0;18.0;55.0;;30.0;;9.0;12.0;16.0;11.0;18.0;3.0;10.0;6.0;13.0;2.0
409;Total sex;4140;2003;192.0;119.0;111.0;9.0;72.0;62.3;57.8;7.2;101.0;68.0;33.0;10.0;;25.0;26.0;59.0;;30.6;;10.0;12.0;17.0;15.0;21.0;3.0;10.0;7.0;13.0;3.0
410;Total sex;4140;2004;216.0;135.0;124.0;12.0;81.0;62.5;57.1;8.7;112.0;70.0;42.0;11.0;;31.0;24.0;67.0;;29.7;;8.0;13.0;19.0;19.0;23.0;3.0;10.0;8.0;17.0;2.0
411;Total sex;4140;2005;209.0;130.0;116.0;14.0;79.0;62.4;55.8;10.5;107.0;70.0;37.0;9.0;;27.0;24.0;64.0;;30.4;;8.0;15.0;18.0;15.0;22.0;3.0;9.0;7.0;17.0;2.0
412;Total sex;4140;2006;228.0;144.0;135.0;9.0;84.0;63.0;59.3;5.9;122.0;77.0;45.0;13.0;;33.0;25.0;76.0;;30.3;;9.0;17.0;19.0;18.0;26.0;2.0;13.0;10.0;18.0;3.0
413;Total sex;4140;2007;224.0;147.0;140.0;7.0;77.0;65.8;62.4;5.1;127.0;74.0;53.0;13.0;;36.0;26.0;77.0;;30.2;;9.0;19.0;20.0;17.0;29.0;2.0;13.0;8.0;19.0;3.0
414;Total sex;4140;2008;220.0;143.0;138.0;6.0;77.0;65.1;62.6;3.9;126.0;75.0;51.0;11.0;;33.0;29.0;74.0;;30.0;;9.0;20.0;24.0;17.0;28.0;2.0;12.0;8.0;16.0;2.0
415;Total sex;4140;2009;235.0;160.0;151.0;10.0;74.0;68.3;64.3;5.9;138.0;81.0;57.0;12.0;;37.0;35.0;78.0;;29.8;;11.0;26.0;25.0;17.0;32.0;3.0;11.0;8.0;14.0;3.0
416;Total sex;4140;2010;231.0;153.0;142.0;11.0;78.0;66.4;61.7;7.1;130.0;74.0;56.0;12.0;;37.0;33.0;71.0;;29.3;;7.0;26.0;24.0;17.0;29.0;3.0;10.0;9.0;14.0;3.0
417;Total sex;4140;2011;254.0;167.0;154.0;13.0;87.0;65.7;60.6;7.7;136.0;74.0;62.0;17.0;;42.0;36.0;74.0;2.0;29.0;;10.0;27.0;25.0;19.0;31.0;2.0;10.0;9.0;17.0;3.0
418;Total sex;4140;2012;256.0;173.0;158.0;15.0;83.0;67.7;61.8;8.7;139.0;75.0;64.0;18.0;;42.0;36.0;78.0;3.0;29.1;;;;;;;;;;;
419;Total sex;4140;2013;268.0;185.0;169.0;16.0;82.0;69.3;63.2;8.8;146.0;79.0;67.0;23.0;;43.0;43.0;80.0;3.0;29.0;;;;;;;;;;;
420;Total sex;38;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;Total sex;38;2001 before revision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
422;Total sex;38;2001 after revision;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;Total sex;38;2002;22.0;17.0;16.0;;5.0;76.0;72.2;;14.0;11.0;3.0;2.0;;3.0;3.0;10.0;;31.7;;;4.0;3.0;2.0;2.0;;2.0;;2.0;
424;Total sex;38;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
425;Total sex;38;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;Total sex;38;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
427;Total sex;38;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
428;Total sex;38;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
429;Total sex;38;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
430;Total sex;38;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431;Total sex;38;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
432;Total sex;38;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
433;Total sex;38;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
434;Total sex;38;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
435;Total sex;Pre-primary education;2000;231.0;50.0;46.0;5.0;180.0;21.8;19.9;9.0;42.0;31.0;11.0;3.0;;8.0;9.0;29.0;;33.1;;3.0;;;3.0;4.0;4.0;5.0;8.0;15.0;2.0
436;Total sex;Pre-primary education;2001 before revision;244.0;59.0;55.0;3.0;185.0;24.1;22.7;5.6;50.0;38.0;12.0;3.0;2.0;10.0;11.0;34.0;;32.0;;3.0;;2.0;;6.0;3.0;8.0;8.0;22.0;2.0
437;Total sex;Pre-primary education;2001 after revision;229.0;56.0;53.0;2.0;174.0;24.2;23.2;4.4;48.0;35.0;12.0;4.0;;11.0;9.0;33.0;;32.3;;4.0;;2.0;3.0;5.0;4.0;8.0;7.0;20.0;2.0
438;Total sex;Pre-primary education;2002;219.0;52.0;49.0;3.0;167.0;23.8;22.4;5.5;42.0;35.0;7.0;6.0;;8.0;9.0;32.0;;33.1;;5.0;;;;3.0;2.0;8.0;6.0;20.0;2.0
439;Total sex;Pre-primary education;2003;216.0;47.0;42.0;5.0;170.0;21.6;19.3;10.8;37.0;30.0;7.0;5.0;;7.0;9.0;26.0;;32.9;;4.0;;;;4.0;2.0;6.0;9.0;14.0;
440;Total sex;Pre-primary education;2004;208.0;43.0;38.0;5.0;165.0;20.7;18.3;11.5;35.0;29.0;6.0;3.0;;6.0;8.0;24.0;;33.0;;2.0;;;;2.0;2.0;4.0;10.0;15.0;
441;Total sex;Pre-primary education;2005;193.0;36.0;32.0;4.0;157.0;18.5;16.5;10.5;29.0;23.0;5.0;3.0;;7.0;8.0;18.0;;30.9;;;;;;4.0;2.0;2.0;6.0;14.0;
442;Total sex;Pre-primary education;2006;178.0;35.0;32.0;3.0;143.0;19.7;18.0;8.7;29.0;23.0;5.0;3.0;;6.0;7.0;19.0;;32.2;;2.0;;;;3.0;2.0;3.0;6.0;14.0;
443;Total sex;Pre-primary education;2007;167.0;34.0;32.0;2.0;134.0;20.2;18.9;6.5;29.0;22.0;7.0;2.0;;4.0;8.0;19.0;;34.0;;2.0;;;;3.0;;4.0;7.0;12.0;
444;Total sex;Pre-primary education;2008;195.0;51.0;47.0;4.0;143.0;26.3;24.2;7.8;42.0;31.0;11.0;4.0;;6.0;9.0;31.0;;33.8;;3.0;;2.0;2.0;6.0;;6.0;8.0;18.0;
445;Total sex;Pre-primary education;2009;206.0;60.0;55.0;4.0;146.0;29.1;26.9;7.4;49.0;37.0;12.0;6.0;;9.0;12.0;34.0;;33.4;;5.0;;2.0;3.0;7.0;3.0;8.0;7.0;19.0;
446;Total sex;Pre-primary education;2010;204.0;56.0;52.0;4.0;148.0;27.6;25.6;7.3;44.0;33.0;11.0;8.0;;7.0;12.0;32.0;;33.8;;4.0;;;3.0;6.0;3.0;7.0;8.0;18.0;
447;Total sex;Pre-primary education;2011;202.0;58.0;52.0;5.0;144.0;28.6;26.0;9.1;43.0;34.0;9.0;9.0;;7.0;12.0;33.0;;33.2;;5.0;;3.0;3.0;5.0;2.0;7.0;8.0;16.0;
448;Total sex;Pre-primary education;2012;195.0;56.0;51.0;6.0;138.0;28.9;26.1;9.8;43.0;32.0;11.0;7.0;;8.0;12.0;30.0;;32.4;;;;;;;;;;;
449;Total sex;Pre-primary education;2013;180.0;59.0;51.0;8.0;121.0;32.9;28.3;14.0;45.0;32.0;14.0;5.0;;10.0;14.0;27.0;;30.8;;;;;;;;;;;
450;Total sex;Primary education;2000;1558.0;594.0;551.0;43.0;965.0;38.1;35.3;7.3;498.0;372.0;126.0;47.0;6.0;165.0;90.0;296.0;;29.2;;42.0;4.0;20.0;53.0;78.0;24.0;79.0;82.0;141.0;28.0
451;Total sex;Primary education;2001 before revision;1535.0;570.0;530.0;40.0;965.0;37.2;34.5;7.0;483.0;355.0;128.0;45.0;3.0;167.0;89.0;274.0;;28.5;;41.0;6.0;15.0;48.0;78.0;24.0;74.0;78.0;159.0;9.0
452;Total sex;Primary education;2001 after revision;1710.0;637.0;602.0;34.0;1073.0;37.2;35.2;5.3;541.0;396.0;144.0;57.0;5.0;212.0;96.0;293.0;;27.4;;46.0;5.0;19.0;57.0;88.0;24.0;83.0;81.0;167.0;31.0
453;Total sex;Primary education;2002;1666.0;621.0;582.0;40.0;1045.0;37.3;34.9;6.4;522.0;385.0;137.0;55.0;4.0;199.0;102.0;279.0;2.0;27.2;;42.0;5.0;22.0;52.0;85.0;22.0;79.0;85.0;178.0;11.0
454;Total sex;Primary education;2003;1582.0;565.0;518.0;47.0;1016.0;35.7;32.8;8.3;462.0;343.0;119.0;51.0;5.0;167.0;93.0;255.0;3.0;27.6;;41.0;5.0;21.0;46.0;72.0;22.0;70.0;75.0;160.0;7.0
455;Total sex;Primary education;2004;1425.0;489.0;437.0;52.0;936.0;34.3;30.6;10.7;389.0;292.0;98.0;44.0;3.0;134.0;87.0;213.0;2.0;27.9;;30.0;3.0;15.0;40.0;67.0;18.0;55.0;67.0;138.0;3.0
456;Total sex;Primary education;2005;1346.0;458.0;405.0;53.0;888.0;34.0;30.1;11.5;360.0;270.0;90.0;43.0;3.0;129.0;76.0;199.0;2.0;27.9;;24.0;2.0;16.0;38.0;62.0;17.0;53.0;61.0;127.0;4.0
457;Total sex;Primary education;2006;1280.0;446.0;397.0;48.0;835.0;34.8;31.0;10.8;347.0;248.0;99.0;48.0;3.0;127.0;75.0;194.0;2.0;28.0;;28.0;2.0;14.0;33.0;59.0;18.0;55.0;55.0;127.0;5.0
458;Total sex;Primary education;2007;1235.0;439.0;401.0;38.0;796.0;35.6;32.5;8.6;354.0;248.0;106.0;45.0;3.0;127.0;73.0;200.0;2.0;28.2;;26.0;3.0;15.0;32.0;59.0;14.0;57.0;57.0;133.0;6.0
459;Total sex;Primary education;2008;1221.0;438.0;406.0;32.0;783.0;35.9;33.3;7.4;357.0;246.0;111.0;46.0;3.0;137.0;77.0;191.0;2.0;27.4;;27.0;4.0;14.0;33.0;64.0;17.0;54.0;54.0;132.0;6.0
460;Total sex;Primary education;2009;1199.0;433.0;397.0;36.0;765.0;36.2;33.1;8.4;347.0;240.0;107.0;46.0;4.0;132.0;78.0;185.0;2.0;27.3;;26.0;4.0;16.0;32.0;65.0;16.0;52.0;55.0;126.0;6.0
461;Total sex;Primary education;2010;1210.0;432.0;386.0;45.0;779.0;35.7;31.9;10.5;337.0;232.0;106.0;46.0;3.0;126.0;84.0;173.0;3.0;27.1;;28.0;5.0;17.0;32.0;61.0;13.0;48.0;51.0;125.0;7.0
462;Total sex;Primary education;2011;1227.0;453.0;410.0;42.0;774.0;36.9;33.4;9.3;355.0;247.0;108.0;52.0;4.0;130.0;91.0;185.0;4.0;27.5;;29.0;10.0;22.0;38.0;65.0;16.0;49.0;52.0;122.0;8.0
463;Total sex;Primary education;2012;1203.0;442.0;392.0;50.0;761.0;36.7;32.6;11.4;339.0;228.0;111.0;49.0;4.0;128.0;91.0;168.0;5.0;26.8;;;;;;;;;;;
464;Total sex;Primary education;2013;1308.0;492.0;422.0;70.0;817.0;37.6;32.3;14.2;367.0;227.0;140.0;53.0;2.0;158.0;90.0;168.0;6.0;25.1;;;;;;;;;;;
465;Total sex;Lower secondary education;2000;3526.0;1839.0;1766.0;73.0;1687.0;52.1;50.1;4.0;1575.0;1224.0;351.0;172.0;19.0;454.0;326.0;985.0;;30.4;8.0;170.0;29.0;135.0;246.0;298.0;58.0;273.0;205.0;281.0;63.0
466;Total sex;Lower secondary education;2001 before revision;3559.0;1900.0;1829.0;71.0;1659.0;53.4;51.4;3.8;1645.0;1296.0;349.0;172.0;12.0;469.0;367.0;992.0;;30.0;11.0;165.0;31.0;150.0;274.0;320.0;45.0;291.0;206.0;308.0;28.0
467;Total sex;Lower secondary education;2001 after revision;3514.0;1900.0;1840.0;60.0;1614.0;54.1;52.4;3.1;1639.0;1287.0;352.0;184.0;17.0;490.0;359.0;988.0;3.0;29.9;11.0;171.0;32.0;147.0;270.0;311.0;47.0;295.0;199.0;294.0;63.0
468;Total sex;Lower secondary education;2002;3485.0;1898.0;1826.0;72.0;1587.0;54.5;52.4;3.8;1626.0;1268.0;358.0;184.0;15.0;500.0;377.0;943.0;6.0;29.3;10.0;160.0;32.0;142.0;277.0;322.0;47.0;289.0;199.0;315.0;32.0
469;Total sex;Lower secondary education;2003;3474.0;1823.0;1724.0;98.0;1652.0;52.5;49.6;5.4;1534.0;1194.0;340.0;178.0;13.0;473.0;365.0;880.0;6.0;29.3;8.0;160.0;30.0;136.0;253.0;314.0;50.0;252.0;189.0;308.0;24.0
470;Total sex;Lower secondary education;2004;3432.0;1796.0;1678.0;118.0;1636.0;52.3;48.9;6.5;1488.0;1150.0;338.0;177.0;13.0;481.0;353.0;837.0;8.0;28.9;8.0;131.0;26.0;134.0;257.0;327.0;48.0;248.0;192.0;293.0;14.0
471;Total sex;Lower secondary education;2005;3442.0;1783.0;1656.0;127.0;1660.0;51.8;48.1;7.1;1454.0;1093.0;360.0;189.0;13.0;495.0;341.0;811.0;9.0;28.6;8.0;125.0;26.0;124.0;254.0;321.0;46.0;244.0;185.0;310.0;12.0
472;Total sex;Lower secondary education;2006;3435.0;1763.0;1662.0;101.0;1672.0;51.3;48.4;5.7;1457.0;1062.0;394.0;192.0;13.0;499.0;340.0;814.0;9.0;28.7;8.0;132.0;26.0;114.0;242.0;327.0;45.0;235.0;187.0;329.0;17.0
473;Total sex;Lower secondary education;2007;3405.0;1774.0;1684.0;90.0;1631.0;52.1;49.5;5.1;1480.0;1034.0;445.0;189.0;15.0;524.0;357.0;791.0;11.0;28.2;6.0;126.0;25.0;119.0;250.0;340.0;46.0;232.0;175.0;343.0;21.0
474;Total sex;Lower secondary education;2008;3438.0;1825.0;1743.0;81.0;1614.0;53.1;50.7;4.4;1528.0;1057.0;472.0;202.0;13.0;520.0;382.0;831.0;10.0;28.5;8.0;129.0;27.0;126.0;252.0;347.0;43.0;253.0;189.0;348.0;21.0
475;Total sex;Lower secondary education;2009;3424.0;1797.0;1703.0;94.0;1627.0;52.5;49.7;5.2;1494.0;1030.0;464.0;198.0;11.0;510.0;392.0;791.0;10.0;28.2;8.0;131.0;24.0;121.0;245.0;355.0;43.0;244.0;173.0;339.0;21.0
476;Total sex;Lower secondary education;2010;3369.0;1735.0;1623.0;112.0;1633.0;51.5;48.2;6.5;1415.0;972.0;443.0;194.0;14.0;495.0;372.0;744.0;12.0;28.1;8.0;130.0;29.0;115.0;229.0;329.0;45.0;215.0;172.0;325.0;26.0
477;Total sex;Lower secondary education;2011;3400.0;1761.0;1652.0;109.0;1639.0;51.8;48.6;6.2;1440.0;992.0;448.0;197.0;15.0;491.0;381.0;765.0;15.0;28.2;7.0;133.0;36.0;137.0;233.0;332.0;45.0;213.0;173.0;315.0;28.0
478;Total sex;Lower secondary education;2012;3372.0;1748.0;1615.0;133.0;1624.0;51.8;47.9;7.6;1402.0;949.0;453.0;201.0;12.0;497.0;376.0;725.0;18.0;27.7;;;;;;;;;;;
479;Total sex;Lower secondary education;2013;3013.0;1541.0;1403.0;139.0;1472.0;51.2;46.6;9.0;1213.0;795.0;418.0;178.0;12.0;442.0;350.0;593.0;17.0;27.0;;;;;;;;;;;
480;Total sex;Upper secondary education;2000;4391.0;3161.0;3084.0;77.0;1231.0;72.0;70.2;2.4;2704.0;2228.0;476.0;355.0;24.0;573.0;640.0;1869.0;;32.8;20.0;419.0;203.0;694.0;466.0;483.0;46.0;344.0;160.0;171.0;79.0
481;Total sex;Upper secondary education;2001 before revision;4472.0;3206.0;3139.0;67.0;1266.0;71.7;70.2;2.1;2775.0;2317.0;458.0;344.0;21.0;576.0;657.0;1905.0;2.0;32.7;23.0;415.0;212.0;734.0;482.0;485.0;45.0;360.0;176.0;173.0;35.0
482;Total sex;Upper secondary education;2001 after revision;4322.0;3172.0;3108.0;64.0;1150.0;73.4;71.9;2.0;2715.0;2246.0;469.0;370.0;23.0;616.0;644.0;1844.0;5.0;32.5;19.0;418.0;202.0;700.0;483.0;471.0;46.0;357.0;167.0;170.0;75.0
483;Total sex;Upper secondary education;2002;4433.0;3241.0;3162.0;79.0;1191.0;73.1;71.3;2.4;2745.0;2265.0;480.0;395.0;22.0;640.0;692.0;1822.0;9.0;32.0;18.0;415.0;211.0;733.0;474.0;499.0;48.0;368.0;178.0;182.0;37.0
484;Total sex;Upper secondary education;2003;4532.0;3249.0;3135.0;114.0;1283.0;71.7;69.2;3.5;2714.0;2261.0;453.0;397.0;23.0;615.0;722.0;1788.0;10.0;32.0;17.0;410.0;199.0;733.0;460.0;493.0;46.0;368.0;179.0;193.0;37.0
485;Total sex;Upper secondary education;2004;4553.0;3247.0;3099.0;148.0;1306.0;71.3;68.1;4.6;2676.0;2215.0;460.0;404.0;19.0;634.0;729.0;1726.0;10.0;31.8;15.0;341.0;194.0;729.0;472.0;532.0;47.0;366.0;184.0;196.0;23.0
486;Total sex;Upper secondary education;2005;4643.0;3339.0;3179.0;160.0;1304.0;71.9;68.5;4.8;2744.0;2246.0;498.0;412.0;22.0;650.0;770.0;1748.0;11.0;31.7;17.0;315.0;183.0;736.0;496.0;563.0;50.0;392.0;188.0;219.0;19.0
487;Total sex;Upper secondary education;2006;4723.0;3378.0;3243.0;135.0;1346.0;71.5;68.7;4.0;2795.0;2255.0;540.0;426.0;22.0;660.0;796.0;1774.0;13.0;31.7;19.0;337.0;187.0;728.0;501.0;582.0;48.0;393.0;186.0;231.0;31.0
488;Total sex;Upper secondary education;2007;4771.0;3450.0;3336.0;113.0;1322.0;72.3;69.9;3.3;2867.0;2246.0;621.0;447.0;22.0;666.0;836.0;1816.0;18.0;31.7;20.0;360.0;193.0;756.0;501.0;613.0;50.0;389.0;194.0;226.0;33.0
489;Total sex;Upper secondary education;2008;4694.0;3420.0;3329.0;91.0;1274.0;72.9;70.9;2.7;2865.0;2233.0;633.0;445.0;18.0;654.0;885.0;1775.0;14.0;31.6;20.0;348.0;203.0;776.0;506.0;622.0;46.0;377.0;187.0;210.0;33.0
490;Total sex;Upper secondary education;2009;4708.0;3444.0;3326.0;117.0;1264.0;73.1;70.7;3.4;2856.0;2225.0;631.0;452.0;18.0;666.0;915.0;1730.0;16.0;31.3;18.0;350.0;209.0;782.0;498.0;639.0;50.0;364.0;177.0;202.0;38.0
491;Total sex;Upper secondary education;2010;4724.0;3409.0;3271.0;139.0;1315.0;72.2;69.2;4.1;2801.0;2166.0;634.0;450.0;19.0;660.0;937.0;1655.0;19.0;31.0;17.0;341.0;216.0;784.0;469.0;621.0;49.0;352.0;175.0;207.0;39.0
492;Total sex;Upper secondary education;2011;4775.0;3411.0;3272.0;139.0;1364.0;71.4;68.5;4.1;2811.0;2155.0;656.0;441.0;21.0;639.0;957.0;1651.0;25.0;31.0;17.0;336.0;242.0;786.0;473.0;621.0;49.0;323.0;178.0;209.0;39.0
493;Total sex;Upper secondary education;2012;4851.0;3485.0;3310.0;175.0;1365.0;71.9;68.2;5.0;2838.0;2135.0;703.0;454.0;18.0;654.0;985.0;1643.0;28.0;30.8;;;;;;;;;;;
494;Total sex;Upper secondary education;2013;5319.0;3737.0;3486.0;252.0;1582.0;70.3;65.5;6.7;2935.0;2182.0;753.0;531.0;20.0;691.0;1038.0;1721.0;35.0;30.6;;;;;;;;;;;
495;Total sex;Post-secondary non-tertiary education ;2000;472.0;350.0;344.0;6.0;123.0;74.0;72.7;1.7;306.0;275.0;31.0;35.0;2.0;53.0;93.0;198.0;;32.5;;57.0;31.0;136.0;45.0;29.0;3.0;20.0;10.0;7.0;5.0
496;Total sex;Post-secondary non-tertiary education ;2001 before revision;476.0;353.0;346.0;7.0;124.0;74.1;72.7;1.9;314.0;285.0;29.0;29.0;3.0;51.0;101.0;194.0;;32.1;;55.0;36.0;137.0;50.0;29.0;;21.0;6.0;8.0;3.0
497;Total sex;Post-secondary non-tertiary education ;2001 after revision;455.0;344.0;338.0;6.0;111.0;75.6;74.4;1.7;301.0;272.0;30.0;34.0;3.0;53.0;96.0;189.0;;32.2;;55.0;33.0;130.0;48.0;28.0;2.0;19.0;7.0;8.0;6.0
