ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
9064;Education excluding accommodation;10,000 to 19,999 inhabitants;2023;16;51;-35;19;61;-43
9065;Education excluding accommodation;20,000 to 49,999 inhabitants;2017;91;314;-223;15;52;-37
9066;Education excluding accommodation;20,000 to 49,999 inhabitants;2018;88;306;-218;15;51;-36
9067;Education excluding accommodation;20,000 to 49,999 inhabitants;2019;112;328;-216;18;54;-36
9068;Education excluding accommodation;20,000 to 49,999 inhabitants;2020;127;339;-212;21;57;-35
9069;Education excluding accommodation;20,000 to 49,999 inhabitants;2021;149;366;-217;25;60;-36
9070;Education excluding accommodation;20,000 to 49,999 inhabitants;2022;189;413;-224;32;69;-38
9071;Education excluding accommodation;20,000 to 49,999 inhabitants;2023;172;426;-254;29;71;-42
9072;Education excluding accommodation;50,000 to 99,999 inhabitants;2017;102;214;-112;31;65;-34
9073;Education excluding accommodation;50,000 to 99,999 inhabitants;2018;106;218;-112;32;65;-33
9074;Education excluding accommodation;50,000 to 99,999 inhabitants;2019;122;235;-113;33;64;-31
9075;Education excluding accommodation;50,000 to 99,999 inhabitants;2020;130;248;-118;35;66;-31
9076;Education excluding accommodation;50,000 to 99,999 inhabitants;2021;147;267;-120;39;71;-32
9077;Education excluding accommodation;50,000 to 99,999 inhabitants;2022;192;323;-131;48;81;-33
9078;Education excluding accommodation;50,000 to 99,999 inhabitants;2023;198;347;-149;48;83;-36
9079;Education excluding accommodation;100,000 to 149,999 inhabitants;2017;100;155;-55;62;96;-34
9080;Education excluding accommodation;100,000 to 149,999 inhabitants;2018;103;161;-58;63;99;-36
9081;Education excluding accommodation;100,000 to 149,999 inhabitants;2019;98;149;-51;65;99;-34
9082;Education excluding accommodation;100,000 to 149,999 inhabitants;2020;103;159;-55;64;99;-35
9083;Education excluding accommodation;100,000 to 149,999 inhabitants;2021;113;172;-59;70;107;-36
9084;Education excluding accommodation;100,000 to 149,999 inhabitants;2022;93;154;-61;58;95;-38
9085;Education excluding accommodation;100,000 to 149,999 inhabitants;2023;96;165;-69;59;101;-42
9086;Education excluding accommodation;150,000 to 249,999 inhabitants;2017;135;229;-93;59;100;-41
9087;Education excluding accommodation;150,000 to 249,999 inhabitants;2018;127;212;-85;55;92;-37
9088;Education excluding accommodation;150,000 to 249,999 inhabitants;2019;132;222;-91;52;89;-36
9089;Education excluding accommodation;150,000 to 249,999 inhabitants;2020;138;236;-98;54;93;-39
9090;Education excluding accommodation;150,000 to 249,999 inhabitants;2021;138;239;-101;54;94;-40
9091;Education excluding accommodation;150,000 to 249,999 inhabitants;2022;162;269;-108;63;105;-42
9092;Education excluding accommodation;150,000 to 249,999 inhabitants;2023;170;294;-124;65;113;-48
9093;Education excluding accommodation;250,000 inhabitants or more;2017;200;405;-205;85;173;-88
9094;Education excluding accommodation;250,000 inhabitants or more;2018;221;411;-190;93;173;-80
9095;Education excluding accommodation;250,000 inhabitants or more;2019;201;424;-224;84;177;-93
9096;Education excluding accommodation;250,000 inhabitants or more;2020;195;438;-243;80;181;-100
9097;Education excluding accommodation;250,000 inhabitants or more;2021;209;460;-250;86;189;-103
9098;Education excluding accommodation;250,000 inhabitants or more;2022;221;474;-253;89;192;-102
9099;Education excluding accommodation;250,000 inhabitants or more;2023;216;490;-274;86;195;-109
9100;Educational accommodation;The Netherlands;2017;176;1410;-1234;10;83;-72
9101;Educational accommodation;The Netherlands;2018;136;1288;-1152;8;75;-67
9102;Educational accommodation;The Netherlands;2019;138;1298;-1161;8;75;-67
9103;Educational accommodation;The Netherlands;2020;135;1358;-1223;8;78;-70
9104;Educational accommodation;The Netherlands;2021;185;1333;-1148;11;76;-66
9105;Educational accommodation;The Netherlands;2022;169;1346;-1177;10;77;-67
9106;Educational accommodation;The Netherlands;2023;168;1418;-1250;9;80;-70
9107;Educational accommodation;Noord-Nederland (LD);2017;14;128;-114;8;74;-66
9108;Educational accommodation;Noord-Nederland (LD);2018;11;130;-119;6;75;-69
9109;Educational accommodation;Noord-Nederland (LD);2019;21;140;-119;12;81;-69
9110;Educational accommodation;Noord-Nederland (LD);2020;21;146;-125;12;85;-73
9111;Educational accommodation;Noord-Nederland (LD);2021;31;144;-113;18;83;-65
9112;Educational accommodation;Noord-Nederland (LD);2022;15;136;-121;8;78;-70
9113;Educational accommodation;Noord-Nederland (LD);2023;20;145;-126;11;83;-71
9114;Educational accommodation;Oost-Nederland (LD);2017;26;281;-254;7;78;-71
9115;Educational accommodation;Oost-Nederland (LD);2018;25;269;-244;7;74;-67
9116;Educational accommodation;Oost-Nederland (LD);2019;25;283;-258;7;78;-71
9117;Educational accommodation;Oost-Nederland (LD);2020;25;264;-239;7;72;-65
9118;Educational accommodation;Oost-Nederland (LD);2021;44;279;-235;12;76;-64
9119;Educational accommodation;Oost-Nederland (LD);2022;36;279;-243;10;75;-65
9120;Educational accommodation;Oost-Nederland (LD);2023;36;285;-249;10;76;-66
9121;Educational accommodation;West-Nederland (LD);2017;87;730;-643;11;90;-79
9122;Educational accommodation;West-Nederland (LD);2018;51;656;-605;6;80;-74
9123;Educational accommodation;West-Nederland (LD);2019;60;641;-581;7;78;-70
9124;Educational accommodation;West-Nederland (LD);2020;52;716;-664;6;86;-80
9125;Educational accommodation;West-Nederland (LD);2021;67;672;-605;8;80;-72
9126;Educational accommodation;West-Nederland (LD);2022;65;679;-613;8;81;-73
9127;Educational accommodation;West-Nederland (LD);2023;77;731;-655;9;86;-77
9128;Educational accommodation;Zuid-Nederland (LD);2017;49;271;-222;13;75;-61
9129;Educational accommodation;Zuid-Nederland (LD);2018;50;234;-184;14;64;-50
9130;Educational accommodation;Zuid-Nederland (LD);2019;31;234;-202;9;64;-55
9131;Educational accommodation;Zuid-Nederland (LD);2020;37;232;-195;10;63;-53
9132;Educational accommodation;Zuid-Nederland (LD);2021;43;237;-195;12;64;-53
9133;Educational accommodation;Zuid-Nederland (LD);2022;53;252;-199;14;68;-54
9134;Educational accommodation;Zuid-Nederland (LD);2023;36;256;-220;10;68;-59
9135;Educational accommodation;Groningen (PV);2017;5;41;-35;9;70;-61
9136;Educational accommodation;Groningen (PV);2018;4;45;-41;7;77;-70
9137;Educational accommodation;Groningen (PV);2019;14;47;-33;23;80;-57
9138;Educational accommodation;Groningen (PV);2020;10;46;-36;17;79;-62
9139;Educational accommodation;Groningen (PV);2021;20;56;-36;34;95;-61
9140;Educational accommodation;Groningen (PV);2022;6;50;-44;10;84;-74
9141;Educational accommodation;Groningen (PV);2023;10;57;-47;16;95;-78
9142;Educational accommodation;Fryslân (PV);2017;4;53;-49;6;82;-76
9143;Educational accommodation;Fryslân (PV);2018;4;49;-45;6;76;-70
9144;Educational accommodation;Fryslân (PV);2019;4;56;-51;7;86;-79
9145;Educational accommodation;Fryslân (PV);2020;7;56;-49;11;86;-75
9146;Educational accommodation;Fryslân (PV);2021;5;49;-44;8;75;-67
9147;Educational accommodation;Fryslân (PV);2022;6;50;-44;9;77;-68
9148;Educational accommodation;Fryslân (PV);2023;7;51;-44;10;77;-67
9149;Educational accommodation;Drenthe (PV);2017;5;34;-30;9;69;-60
9150;Educational accommodation;Drenthe (PV);2018;2;36;-33;5;72;-68
9151;Educational accommodation;Drenthe (PV);2019;3;38;-35;6;77;-70
9152;Educational accommodation;Drenthe (PV);2020;4;45;-40;9;91;-82
9153;Educational accommodation;Drenthe (PV);2021;6;39;-33;13;80;-67
9154;Educational accommodation;Drenthe (PV);2022;3;36;-33;6;72;-66
9155;Educational accommodation;Drenthe (PV);2023;3;38;-34;7;75;-68
9156;Educational accommodation;Overijssel (PV);2017;3;77;-74;3;67;-65
9157;Educational accommodation;Overijssel (PV);2018;3;77;-74;3;67;-64
9158;Educational accommodation;Overijssel (PV);2019;4;81;-77;4;70;-66
9159;Educational accommodation;Overijssel (PV);2020;4;74;-70;3;64;-61
9160;Educational accommodation;Overijssel (PV);2021;7;79;-73;6;68;-62
9161;Educational accommodation;Overijssel (PV);2022;7;79;-72;6;67;-61
9162;Educational accommodation;Overijssel (PV);2023;5;77;-73;4;65;-61
9163;Educational accommodation;Flevoland (PV);2017;8;44;-36;20;108;-88
9164;Educational accommodation;Flevoland (PV);2018;8;41;-33;20;100;-80
9165;Educational accommodation;Flevoland (PV);2019;9;42;-33;21;101;-80
9166;Educational accommodation;Flevoland (PV);2020;8;41;-32;20;96;-76
9167;Educational accommodation;Flevoland (PV);2021;10;42;-32;23;98;-75
9168;Educational accommodation;Flevoland (PV);2022;11;50;-39;24;115;-90
9169;Educational accommodation;Flevoland (PV);2023;13;54;-41;29;121;-92
9170;Educational accommodation;Gelderland (PV);2017;15;159;-144;7;78;-70
9171;Educational accommodation;Gelderland (PV);2018;13;151;-138;6;73;-67
9172;Educational accommodation;Gelderland (PV);2019;12;160;-148;6;77;-72
9173;Educational accommodation;Gelderland (PV);2020;12;149;-136;6;71;-65
9174;Educational accommodation;Gelderland (PV);2021;28;158;-130;13;75;-62
9175;Educational accommodation;Gelderland (PV);2022;19;151;-132;9;71;-62
9176;Educational accommodation;Gelderland (PV);2023;18;154;-136;9;72;-64
9177;Educational accommodation;Utrecht (PV);2017;12;120;-108;9;94;-84
9178;Educational accommodation;Utrecht (PV);2018;9;103;-93;7;79;-72
9179;Educational accommodation;Utrecht (PV);2019;11;103;-93;8;77;-69
9180;Educational accommodation;Utrecht (PV);2020;10;107;-97;8;79;-72
9181;Educational accommodation;Utrecht (PV);2021;19;117;-98;14;86;-72
9182;Educational accommodation;Utrecht (PV);2022;13;120;-107;10;88;-78
9183;Educational accommodation;Utrecht (PV);2023;18;130;-112;13;94;-81
9184;Educational accommodation;Noord-Holland (PV);2017;26;288;-262;9;103;-93
9185;Educational accommodation;Noord-Holland (PV);2018;16;246;-230;6;87;-81
9186;Educational accommodation;Noord-Holland (PV);2019;18;235;-217;6;82;-76
9187;Educational accommodation;Noord-Holland (PV);2020;16;250;-234;6;87;-81
9188;Educational accommodation;Noord-Holland (PV);2021;19;253;-234;6;88;-81
9189;Educational accommodation;Noord-Holland (PV);2022;23;250;-227;8;86;-78
9190;Educational accommodation;Noord-Holland (PV);2023;25;267;-242;8;90;-82
9191;Educational accommodation;Zuid-Holland (PV);2017;47;298;-251;13;82;-69
9192;Educational accommodation;Zuid-Holland (PV);2018;24;283;-259;7;77;-70
9193;Educational accommodation;Zuid-Holland (PV);2019;29;277;-247;8;75;-67
9194;Educational accommodation;Zuid-Holland (PV);2020;23;335;-311;6;90;-84
9195;Educational accommodation;Zuid-Holland (PV);2021;28;278;-249;8;74;-67
9196;Educational accommodation;Zuid-Holland (PV);2022;27;282;-255;7;75;-68
9197;Educational accommodation;Zuid-Holland (PV);2023;31;308;-277;8;81;-73
9198;Educational accommodation;Zeeland (PV);2017;1;24;-22;4;62;-58
9199;Educational accommodation;Zeeland (PV);2018;2;24;-22;4;62;-58
9200;Educational accommodation;Zeeland (PV);2019;2;26;-24;5;69;-64
9201;Educational accommodation;Zeeland (PV);2020;2;23;-22;5;61;-56
9202;Educational accommodation;Zeeland (PV);2021;2;25;-24;5;66;-61
9203;Educational accommodation;Zeeland (PV);2022;2;26;-24;5;68;-63
9204;Educational accommodation;Zeeland (PV);2023;3;26;-23;9;68;-59
9205;Educational accommodation;Noord-Brabant (PV);2017;45;208;-163;18;83;-65
9206;Educational accommodation;Noord-Brabant (PV);2018;43;179;-136;17;71;-54
9207;Educational accommodation;Noord-Brabant (PV);2019;27;177;-150;11;70;-59
9208;Educational accommodation;Noord-Brabant (PV);2020;30;176;-146;12;69;-57
9209;Educational accommodation;Noord-Brabant (PV);2021;36;178;-142;14;69;-55
9210;Educational accommodation;Noord-Brabant (PV);2022;44;192;-148;17;74;-57
9211;Educational accommodation;Noord-Brabant (PV);2023;28;194;-166;11;74;-63
9212;Educational accommodation;Limburg (PV);2017;4;64;-60;3;57;-54
9213;Educational accommodation;Limburg (PV);2018;7;55;-48;6;49;-43
9214;Educational accommodation;Limburg (PV);2019;4;57;-52;4;51;-47
9215;Educational accommodation;Limburg (PV);2020;7;56;-49;7;51;-44
9216;Educational accommodation;Limburg (PV);2021;7;60;-53;6;54;-47
9217;Educational accommodation;Limburg (PV);2022;9;61;-52;8;54;-46
9218;Educational accommodation;Limburg (PV);2023;8;62;-54;7;55;-48
9219;Educational accommodation;Oost-Groningen (CR);2017;0;9;-9;3;62;-59
9220;Educational accommodation;Oost-Groningen (CR);2018;1;9;-9;7;70;-64
9221;Educational accommodation;Oost-Groningen (CR);2019;1;10;-9;8;73;-65
9222;Educational accommodation;Oost-Groningen (CR);2020;1;9;-8;10;66;-56
9223;Educational accommodation;Oost-Groningen (CR);2021;1;9;-8;7;69;-62
9224;Educational accommodation;Oost-Groningen (CR);2022;2;10;-8;12;74;-62
9225;Educational accommodation;Oost-Groningen (CR);2023;2;12;-10;14;88;-74
9226;Educational accommodation;Delfzijl en omgeving (CR);2017;4;5;-1;78;105;-27
9227;Educational accommodation;Delfzijl en omgeving (CR);2018;1;10;-9;24;209;-185
9228;Educational accommodation;Delfzijl en omgeving (CR);2019;4;4;-1;77;93;-16
9229;Educational accommodation;Delfzijl en omgeving (CR);2020;4;6;-3;78;141;-62
9230;Educational accommodation;Delfzijl en omgeving (CR);2021;11;14;-3;243;312;-69
9231;Educational accommodation;Delfzijl en omgeving (CR);2022;0;6;-6;10;137;-127
9232;Educational accommodation;Delfzijl en omgeving (CR);2023;2;13;-11;36;275;-239
9233;Educational accommodation;Overig Groningen (CR);2017;1;27;-25;3;69;-65
9234;Educational accommodation;Overig Groningen (CR);2018;2;26;-24;6;65;-59
9235;Educational accommodation;Overig Groningen (CR);2019;9;33;-24;22;82;-60
9236;Educational accommodation;Overig Groningen (CR);2020;5;31;-26;12;76;-64
9237;Educational accommodation;Overig Groningen (CR);2021;8;32;-24;19;79;-60
9238;Educational accommodation;Overig Groningen (CR);2022;4;33;-30;9;81;-73
9239;Educational accommodation;Overig Groningen (CR);2023;6;32;-26;15;77;-62
9240;Educational accommodation;Noord-Friesland (CR);2017;1;22;-21;4;69;-65
9241;Educational accommodation;Noord-Friesland (CR);2018;2;23;-21;6;72;-67
9242;Educational accommodation;Noord-Friesland (CR);2019;3;28;-26;8;88;-80
9243;Educational accommodation;Noord-Friesland (CR);2020;5;28;-23;15;87;-73
9244;Educational accommodation;Noord-Friesland (CR);2021;3;24;-21;10;75;-65
9245;Educational accommodation;Noord-Friesland (CR);2022;4;24;-21;11;75;-64
9246;Educational accommodation;Noord-Friesland (CR);2023;4;23;-20;11;72;-61
9247;Educational accommodation;Zuidwest-Friesland (CR);2017;1;11;-10;10;82;-72
9248;Educational accommodation;Zuidwest-Friesland (CR);2018;1;9;-8;5;64;-59
9249;Educational accommodation;Zuidwest-Friesland (CR);2019;1;9;-8;5;63;-58
9250;Educational accommodation;Zuidwest-Friesland (CR);2020;1;9;-8;6;60;-55
9251;Educational accommodation;Zuidwest-Friesland (CR);2021;1;8;-7;6;57;-51
9252;Educational accommodation;Zuidwest-Friesland (CR);2022;1;9;-8;10;65;-54
9253;Educational accommodation;Zuidwest-Friesland (CR);2023;2;9;-8;12;66;-54
9254;Educational accommodation;Zuidoost-Friesland (CR);2017;1;20;-18;7;105;-98
9255;Educational accommodation;Zuidoost-Friesland (CR);2018;1;17;-16;8;91;-83
9256;Educational accommodation;Zuidoost-Friesland (CR);2019;1;19;-17;6;100;-93
9257;Educational accommodation;Zuidoost-Friesland (CR);2020;1;19;-18;7;102;-95
9258;Educational accommodation;Zuidoost-Friesland (CR);2021;1;17;-16;5;89;-84
9259;Educational accommodation;Zuidoost-Friesland (CR);2022;1;17;-16;5;90;-85
9260;Educational accommodation;Zuidoost-Friesland (CR);2023;1;18;-17;7;96;-88
9261;Educational accommodation;Noord-Drenthe (CR);2017;3;15;-13;15;80;-65
9262;Educational accommodation;Noord-Drenthe (CR);2018;1;17;-16;7;88;-81
9263;Educational accommodation;Noord-Drenthe (CR);2019;2;17;-15;10;90;-81
9264;Educational accommodation;Noord-Drenthe (CR);2020;2;17;-16;8;89;-81
9265;Educational accommodation;Noord-Drenthe (CR);2021;2;16;-14;9;84;-75
9266;Educational accommodation;Noord-Drenthe (CR);2022;1;17;-16;8;88;-80
9267;Educational accommodation;Noord-Drenthe (CR);2023;2;18;-17;10;94;-85
9268;Educational accommodation;Zuidoost-Drenthe (CR);2017;1;8;-7;5;50;-45
9269;Educational accommodation;Zuidoost-Drenthe (CR);2018;0;7;-7;1;43;-42
9270;Educational accommodation;Zuidoost-Drenthe (CR);2019;1;9;-9;3;56;-53
9271;Educational accommodation;Zuidoost-Drenthe (CR);2020;0;15;-15;1;89;-87
9272;Educational accommodation;Zuidoost-Drenthe (CR);2021;4;12;-8;21;69;-48
9273;Educational accommodation;Zuidoost-Drenthe (CR);2022;0;7;-7;3;44;-42
9274;Educational accommodation;Zuidoost-Drenthe (CR);2023;0;7;-7;2;44;-42
9275;Educational accommodation;Zuidwest-Drenthe (CR);2017;1;10;-10;7;80;-73
9276;Educational accommodation;Zuidwest-Drenthe (CR);2018;1;12;-11;5;87;-82
9277;Educational accommodation;Zuidwest-Drenthe (CR);2019;1;11;-10;6;83;-77
9278;Educational accommodation;Zuidwest-Drenthe (CR);2020;2;13;-10;18;95;-77
9279;Educational accommodation;Zuidwest-Drenthe (CR);2021;1;12;-11;7;86;-80
9280;Educational accommodation;Zuidwest-Drenthe (CR);2022;1;11;-10;8;85;-77
9281;Educational accommodation;Zuidwest-Drenthe (CR);2023;1;12;-11;9;87;-79
9282;Educational accommodation;Noord-Overijssel (CR);2017;1;27;-27;2;75;-73
9283;Educational accommodation;Noord-Overijssel (CR);2018;1;28;-28;1;76;-75
9284;Educational accommodation;Noord-Overijssel (CR);2019;1;28;-27;2;74;-73
9285;Educational accommodation;Noord-Overijssel (CR);2020;1;27;-26;1;71;-70
9286;Educational accommodation;Noord-Overijssel (CR);2021;2;28;-26;4;74;-70
9287;Educational accommodation;Noord-Overijssel (CR);2022;2;31;-28;6;81;-75
9288;Educational accommodation;Noord-Overijssel (CR);2023;1;28;-27;3;72;-70
9289;Educational accommodation;Zuidwest-Overijssel (CR);2017;0;12;-12;2;79;-77
9290;Educational accommodation;Zuidwest-Overijssel (CR);2018;0;11;-11;2;73;-71
9291;Educational accommodation;Zuidwest-Overijssel (CR);2019;0;11;-10;2;70;-67
9292;Educational accommodation;Zuidwest-Overijssel (CR);2020;0;11;-10;2;69;-67
9293;Educational accommodation;Zuidwest-Overijssel (CR);2021;0;10;-10;2;66;-64
9294;Educational accommodation;Zuidwest-Overijssel (CR);2022;0;12;-11;3;74;-71
9295;Educational accommodation;Zuidwest-Overijssel (CR);2023;1;11;-10;5;70;-65
9296;Educational accommodation;Twente (CR);2017;2;38;-36;3;60;-57
9297;Educational accommodation;Twente (CR);2018;3;38;-35;4;60;-56
9298;Educational accommodation;Twente (CR);2019;3;42;-39;5;67;-62
9299;Educational accommodation;Twente (CR);2020;3;37;-34;5;58;-54
9300;Educational accommodation;Twente (CR);2021;5;41;-37;7;65;-58
9301;Educational accommodation;Twente (CR);2022;4;36;-32;7;57;-50
9302;Educational accommodation;Twente (CR);2023;3;38;-35;5;60;-55
9303;Educational accommodation;Veluwe (CR);2017;4;50;-46;6;73;-68
9304;Educational accommodation;Veluwe (CR);2018;3;48;-46;4;71;-67
9305;Educational accommodation;Veluwe (CR);2019;3;47;-44;4;68;-63
9306;Educational accommodation;Veluwe (CR);2020;3;55;-52;4;79;-75
9307;Educational accommodation;Veluwe (CR);2021;13;56;-43;18;80;-62
9308;Educational accommodation;Veluwe (CR);2022;7;50;-43;10;71;-61
9309;Educational accommodation;Veluwe (CR);2023;4;46;-42;6;64;-58
9310;Educational accommodation;Achterhoek (CR);2017;3;27;-24;8;68;-60
9311;Educational accommodation;Achterhoek (CR);2018;2;24;-21;5;59;-54
9312;Educational accommodation;Achterhoek (CR);2019;1;24;-22;3;59;-56
9313;Educational accommodation;Achterhoek (CR);2020;1;23;-21;3;56;-53
9314;Educational accommodation;Achterhoek (CR);2021;3;25;-22;8;63;-55
9315;Educational accommodation;Achterhoek (CR);2022;3;25;-22;7;61;-54
9316;Educational accommodation;Achterhoek (CR);2023;3;25;-22;7;61;-55
9317;Educational accommodation;Arnhem/Nijmegen (CR);2017;7;66;-59;9;90;-81
9318;Educational accommodation;Arnhem/Nijmegen (CR);2018;6;62;-56;8;85;-77
9319;Educational accommodation;Arnhem/Nijmegen (CR);2019;6;74;-68;8;101;-93
9320;Educational accommodation;Arnhem/Nijmegen (CR);2020;6;56;-50;8;76;-68
9321;Educational accommodation;Arnhem/Nijmegen (CR);2021;10;61;-52;13;82;-69
9322;Educational accommodation;Arnhem/Nijmegen (CR);2022;7;61;-53;10;81;-71
9323;Educational accommodation;Arnhem/Nijmegen (CR);2023;9;66;-57;12;88;-75
9324;Educational accommodation;Zuidwest-Gelderland (CR);2017;2;17;-15;7;70;-63
9325;Educational accommodation;Zuidwest-Gelderland (CR);2018;2;16;-14;8;68;-60
9326;Educational accommodation;Zuidwest-Gelderland (CR);2019;2;16;-14;8;65;-57
9327;Educational accommodation;Zuidwest-Gelderland (CR);2020;2;15;-13;10;61;-51
9328;Educational accommodation;Zuidwest-Gelderland (CR);2021;2;16;-14;9;64;-54
9329;Educational accommodation;Zuidwest-Gelderland (CR);2022;2;15;-13;6;59;-53
9330;Educational accommodation;Zuidwest-Gelderland (CR);2023;3;17;-15;10;67;-57
9331;Educational accommodation;Utrecht (CR);2017;12;120;-108;9;94;-84
9332;Educational accommodation;Utrecht (CR);2018;9;103;-93;7;79;-72
9333;Educational accommodation;Utrecht (CR);2019;11;103;-93;8;77;-69
9334;Educational accommodation;Utrecht (CR);2020;10;107;-97;8;79;-72
9335;Educational accommodation;Utrecht (CR);2021;19;117;-98;14;86;-72
9336;Educational accommodation;Utrecht (CR);2022;13;120;-107;10;88;-78
9337;Educational accommodation;Utrecht (CR);2023;18;130;-112;13;94;-81
9338;Educational accommodation;Kop van Noord-Holland (CR);2017;4;26;-22;10;70;-60
9339;Educational accommodation;Kop van Noord-Holland (CR);2018;3;24;-22;7;64;-57
9340;Educational accommodation;Kop van Noord-Holland (CR);2019;2;22;-20;6;59;-54
9341;Educational accommodation;Kop van Noord-Holland (CR);2020;2;27;-25;6;72;-67
9342;Educational accommodation;Kop van Noord-Holland (CR);2021;2;29;-27;6;76;-70
9343;Educational accommodation;Kop van Noord-Holland (CR);2022;2;24;-22;6;63;-57
9344;Educational accommodation;Kop van Noord-Holland (CR);2023;2;24;-22;6;63;-57
9345;Educational accommodation;Alkmaar en omgeving (CR);2017;10;23;-13;42;96;-55
9346;Educational accommodation;Alkmaar en omgeving (CR);2018;2;17;-15;8;69;-60
9347;Educational accommodation;Alkmaar en omgeving (CR);2019;2;16;-14;9;64;-55
9348;Educational accommodation;Alkmaar en omgeving (CR);2020;4;19;-15;15;77;-62
9349;Educational accommodation;Alkmaar en omgeving (CR);2021;3;18;-15;13;71;-58
9350;Educational accommodation;Alkmaar en omgeving (CR);2022;3;21;-18;11;82;-71
9351;Educational accommodation;Alkmaar en omgeving (CR);2023;3;20;-17;13;79;-65
9352;Educational accommodation;IJmond (CR);2017;0;15;-15;0;77;-77
9353;Educational accommodation;IJmond (CR);2018;0;14;-13;1;69;-68
9354;Educational accommodation;IJmond (CR);2019;0;13;-13;1;68;-67
9355;Educational accommodation;IJmond (CR);2020;0;13;-13;1;67;-66
9356;Educational accommodation;IJmond (CR);2021;0;13;-13;1;63;-63
9357;Educational accommodation;IJmond (CR);2022;1;13;-12;4;64;-60
9358;Educational accommodation;IJmond (CR);2023;0;13;-12;2;63;-61
9359;Educational accommodation;Agglomeratie Haarlem (CR);2017;1;24;-23;6;106;-99
9360;Educational accommodation;Agglomeratie Haarlem (CR);2018;2;22;-20;7;93;-86
9361;Educational accommodation;Agglomeratie Haarlem (CR);2019;2;21;-19;9;91;-82
9362;Educational accommodation;Agglomeratie Haarlem (CR);2020;2;20;-18;7;86;-79
9363;Educational accommodation;Agglomeratie Haarlem (CR);2021;3;20;-17;12;86;-74
9364;Educational accommodation;Agglomeratie Haarlem (CR);2022;3;20;-17;12;85;-73
9365;Educational accommodation;Agglomeratie Haarlem (CR);2023;3;21;-18;13;89;-76
9366;Educational accommodation;Zaanstreek (CR);2017;1;16;-15;8;96;-88
9367;Educational accommodation;Zaanstreek (CR);2018;0;15;-15;2;89;-87
9368;Educational accommodation;Zaanstreek (CR);2019;0;15;-14;1;85;-83
9369;Educational accommodation;Zaanstreek (CR);2020;1;18;-17;4;104;-100
9370;Educational accommodation;Zaanstreek (CR);2021;1;15;-15;3;88;-85
9371;Educational accommodation;Zaanstreek (CR);2022;1;15;-14;5;84;-80
9372;Educational accommodation;Zaanstreek (CR);2023;1;17;-15;7;94;-88
9373;Educational accommodation;Groot-Amsterdam (CR);2017;8;167;-159;6;124;-118
9374;Educational accommodation;Groot-Amsterdam (CR);2018;8;139;-131;6;103;-97
9375;Educational accommodation;Groot-Amsterdam (CR);2019;9;131;-122;6;95;-89
9376;Educational accommodation;Groot-Amsterdam (CR);2020;6;136;-129;5;97;-93
9377;Educational accommodation;Groot-Amsterdam (CR);2021;7;140;-132;5;100;-95
9378;Educational accommodation;Groot-Amsterdam (CR);2022;11;140;-129;7;98;-90
9379;Educational accommodation;Groot-Amsterdam (CR);2023;12;152;-140;8;104;-96
9380;Educational accommodation;Het Gooi en Vechtstreek (CR);2017;1;16;-14;6;64;-58
9381;Educational accommodation;Het Gooi en Vechtstreek (CR);2018;1;15;-14;6;60;-54
9382;Educational accommodation;Het Gooi en Vechtstreek (CR);2019;3;17;-15;10;67;-58
9383;Educational accommodation;Het Gooi en Vechtstreek (CR);2020;2;17;-15;7;66;-59
9384;Educational accommodation;Het Gooi en Vechtstreek (CR);2021;2;19;-16;9;73;-63
9385;Educational accommodation;Het Gooi en Vechtstreek (CR);2022;3;19;-16;15;80;-66
9386;Educational accommodation;Het Gooi en Vechtstreek (CR);2023;2;20;-18;10;82;-72
9387;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2017;1;27;-26;3;65;-62
9388;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2018;7;33;-27;15;78;-62
9389;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2019;1;28;-26;3;65;-62
9390;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2020;2;27;-26;4;64;-60
9391;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2021;2;28;-26;5;66;-61
9392;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2022;5;32;-27;12;75;-63
9393;Educational accommodation;Agglomeratie Leiden en Bollenstreek (CR);2023;3;31;-28;6;69;-63
9394;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2017;3;68;-65;3;80;-77
9395;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2018;3;62;-59;3;72;-69
9396;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2019;3;62;-59;4;71;-67
9397;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2020;3;54;-50;4;61;-57
9398;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2021;6;68;-62;7;76;-70
9399;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2022;5;64;-59;5;71;-66
9400;Educational accommodation;Agglomeratie 's-Gravenhage (CR);2023;9;68;-59;10;75;-65
9401;Educational accommodation;Delft en Westland (CR);2017;5;16;-11;22;70;-48
9402;Educational accommodation;Delft en Westland (CR);2018;2;17;-15;7;74;-66
9403;Educational accommodation;Delft en Westland (CR);2019;2;18;-17;7;80;-73
9404;Educational accommodation;Delft en Westland (CR);2020;2;19;-17;9;81;-72
