ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
281;Totaal;Wijk 04 Ter Apel;2015;                                        ;         ;        ;;;;;
282;Totaal;Wijk 05 Ter Wisch;1e halfjaar 2015;                                        ;         ;        ;;;;;
283;Totaal;Wijk 05 Ter Wisch;2e halfjaar 2015;                                        ;         ;        ;;;;;
284;Totaal;Wijk 05 Ter Wisch;2015;                                        ;         ;        ;;;;;
285;Totaal;Wijk 06 de Maten;1e halfjaar 2015;                                        ;         ;        ;;;;;
286;Totaal;Wijk 06 de Maten;2e halfjaar 2015;                                        ;         ;        ;;;;;
287;Totaal;Wijk 06 de Maten;2015;                                        ;         ;        ;;;;;
288;Totaal;Zeewolde;1e halfjaar 2015;Zeewolde                                ;Gemeente ;GM0050  ;;1540.0;1275.0;70.0;140.0
289;Totaal;Zeewolde;2e halfjaar 2015;Zeewolde                                ;Gemeente ;GM0050  ;;1595.0;1325.0;70.0;145.0
290;Totaal;Zeewolde;2015;Zeewolde                                ;Gemeente ;GM0050  ;;1730.0;1415.0;75.0;150.0
291;Totaal;Wijk 00;1e halfjaar 2015;Zeewolde                                ;Wijk     ;WK005000;1.0;1540.0;1275.0;70.0;140.0
292;Totaal;Wijk 00;2e halfjaar 2015;Zeewolde                                ;Wijk     ;WK005000;1.0;1595.0;1325.0;70.0;145.0
293;Totaal;Wijk 00;2015;Zeewolde                                ;Wijk     ;WK005000;1.0;1730.0;1415.0;75.0;150.0
294;Totaal;Winsum;1e halfjaar 2015;                                        ;         ;        ;;;;;
295;Totaal;Winsum;2e halfjaar 2015;                                        ;         ;        ;;;;;
296;Totaal;Winsum;2015;                                        ;         ;        ;;;;;
297;Totaal;Wijk 00;1e halfjaar 2015;                                        ;         ;        ;;;;;
298;Totaal;Wijk 00;2e halfjaar 2015;                                        ;         ;        ;;;;;
299;Totaal;Wijk 00;2015;                                        ;         ;        ;;;;;
300;Totaal;Wijk 01;1e halfjaar 2015;                                        ;         ;        ;;;;;
301;Totaal;Wijk 01;2e halfjaar 2015;                                        ;         ;        ;;;;;
302;Totaal;Wijk 01;2015;                                        ;         ;        ;;;;;
303;Totaal;Wijk 02;1e halfjaar 2015;                                        ;         ;        ;;;;;
304;Totaal;Wijk 02;2e halfjaar 2015;                                        ;         ;        ;;;;;
305;Totaal;Wijk 02;2015;                                        ;         ;        ;;;;;
306;Totaal;Wijk 03;1e halfjaar 2015;                                        ;         ;        ;;;;;
307;Totaal;Wijk 03;2e halfjaar 2015;                                        ;         ;        ;;;;;
308;Totaal;Wijk 03;2015;                                        ;         ;        ;;;;;
309;Totaal;Zuidhorn;1e halfjaar 2015;Zuidhorn                                ;Gemeente ;GM0056  ;;1220.0;1030.0;65.0;135.0
310;Totaal;Zuidhorn;2e halfjaar 2015;Zuidhorn                                ;Gemeente ;GM0056  ;;1220.0;1030.0;65.0;135.0
311;Totaal;Zuidhorn;2015;Zuidhorn                                ;Gemeente ;GM0056  ;;1335.0;1120.0;70.0;145.0
312;Totaal;Wijk 00;1e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005600;1.0;610.0;525.0;60.0;130.0
313;Totaal;Wijk 00;2e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005600;1.0;615.0;520.0;60.0;130.0
314;Totaal;Wijk 00;2015;Zuidhorn                                ;Wijk     ;WK005600;1.0;670.0;570.0;70.0;145.0
315;Totaal;Wijk 01;1e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005601;1.0;280.0;240.0;70.0;140.0
316;Totaal;Wijk 01;2e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005601;1.0;270.0;230.0;70.0;140.0
317;Totaal;Wijk 01;2015;Zuidhorn                                ;Wijk     ;WK005601;1.0;300.0;255.0;75.0;150.0
318;Totaal;Wijk 02;1e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005602;1.0;135.0;110.0;65.0;130.0
319;Totaal;Wijk 02;2e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005602;1.0;145.0;120.0;65.0;140.0
320;Totaal;Wijk 02;2015;Zuidhorn                                ;Wijk     ;WK005602;1.0;150.0;125.0;70.0;150.0
321;Totaal;Wijk 03;1e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005603;1.0;195.0;160.0;65.0;130.0
322;Totaal;Wijk 03;2e halfjaar 2015;Zuidhorn                                ;Wijk     ;WK005603;1.0;190.0;160.0;65.0;130.0
323;Totaal;Wijk 03;2015;Zuidhorn                                ;Wijk     ;WK005603;1.0;215.0;175.0;75.0;140.0
324;Totaal;Dongeradeel;1e halfjaar 2015;                                        ;         ;        ;;;;;
325;Totaal;Dongeradeel;2e halfjaar 2015;                                        ;         ;        ;;;;;
326;Totaal;Dongeradeel;2015;                                        ;         ;        ;;;;;
327;Totaal;Dokkum;1e halfjaar 2015;                                        ;         ;        ;;;;;
328;Totaal;Dokkum;2e halfjaar 2015;                                        ;         ;        ;;;;;
329;Totaal;Dokkum;2015;                                        ;         ;        ;;;;;
330;Totaal;Metslawier;1e halfjaar 2015;                                        ;         ;        ;;;;;
331;Totaal;Metslawier;2e halfjaar 2015;                                        ;         ;        ;;;;;
332;Totaal;Metslawier;2015;                                        ;         ;        ;;;;;
333;Totaal;Ee - Zuidoost;1e halfjaar 2015;                                        ;         ;        ;;;;;
334;Totaal;Ee - Zuidoost;2e halfjaar 2015;                                        ;         ;        ;;;;;
335;Totaal;Ee - Zuidoost;2015;                                        ;         ;        ;;;;;
336;Totaal;Anjum - Noordoost;1e halfjaar 2015;                                        ;         ;        ;;;;;
337;Totaal;Anjum - Noordoost;2e halfjaar 2015;                                        ;         ;        ;;;;;
338;Totaal;Anjum - Noordoost;2015;                                        ;         ;        ;;;;;
339;Totaal;Oosternijkerk - Noordwest;1e halfjaar 2015;                                        ;         ;        ;;;;;
340;Totaal;Oosternijkerk - Noordwest;2e halfjaar 2015;                                        ;         ;        ;;;;;
341;Totaal;Oosternijkerk - Noordwest;2015;                                        ;         ;        ;;;;;
342;Totaal;Ternaard;1e halfjaar 2015;                                        ;         ;        ;;;;;
343;Totaal;Ternaard;2e halfjaar 2015;                                        ;         ;        ;;;;;
344;Totaal;Ternaard;2015;                                        ;         ;        ;;;;;
345;Totaal;Holwerd;1e halfjaar 2015;                                        ;         ;        ;;;;;
346;Totaal;Holwerd;2e halfjaar 2015;                                        ;         ;        ;;;;;
347;Totaal;Holwerd;2015;                                        ;         ;        ;;;;;
348;Totaal;Hantum;1e halfjaar 2015;                                        ;         ;        ;;;;;
349;Totaal;Hantum;2e halfjaar 2015;                                        ;         ;        ;;;;;
350;Totaal;Hantum;2015;                                        ;         ;        ;;;;;
351;Totaal;Achtkarspelen;1e halfjaar 2015;Achtkarspelen                           ;Gemeente ;GM0059  ;;2955.0;2465.0;105.0;210.0
352;Totaal;Achtkarspelen;2e halfjaar 2015;Achtkarspelen                           ;Gemeente ;GM0059  ;;3045.0;2515.0;110.0;210.0
353;Totaal;Achtkarspelen;2015;Achtkarspelen                           ;Gemeente ;GM0059  ;;3310.0;2690.0;115.0;225.0
354;Totaal;Wijk 00 Noord;1e halfjaar 2015;Achtkarspelen                           ;Wijk     ;WK005900;1.0;1290.0;1055.0;105.0;210.0
355;Totaal;Wijk 00 Noord;2e halfjaar 2015;Achtkarspelen                           ;Wijk     ;WK005900;1.0;1345.0;1100.0;110.0;215.0
356;Totaal;Wijk 00 Noord;2015;Achtkarspelen                           ;Wijk     ;WK005900;1.0;1480.0;1175.0;120.0;230.0
357;Totaal;Wijk 01 Centrum;1e halfjaar 2015;Achtkarspelen                           ;Wijk     ;WK005901;1.0;270.0;235.0;80.0;175.0
358;Totaal;Wijk 01 Centrum;2e halfjaar 2015;Achtkarspelen                           ;Wijk     ;WK005901;1.0;275.0;235.0;85.0;180.0
359;Totaal;Wijk 01 Centrum;2015;Achtkarspelen                           ;Wijk     ;WK005901;1.0;295.0;255.0;90.0;190.0
360;Totaal;Wijk 02 Zuid;1e halfjaar 2015;Achtkarspelen                           ;Wijk     ;WK005902;1.0;1400.0;1180.0;110.0;215.0
361;Totaal;Wijk 02 Zuid;2e halfjaar 2015;Achtkarspelen                           ;Wijk     ;WK005902;1.0;1425.0;1180.0;110.0;215.0
362;Totaal;Wijk 02 Zuid;2015;Achtkarspelen                           ;Wijk     ;WK005902;1.0;1535.0;1255.0;120.0;230.0
363;Totaal;Ameland;1e halfjaar 2015;Ameland                                 ;Gemeente ;GM0060  ;;180.0;165.0;50.0;100.0
364;Totaal;Ameland;2e halfjaar 2015;Ameland                                 ;Gemeente ;GM0060  ;;205.0;180.0;55.0;105.0
365;Totaal;Ameland;2015;Ameland                                 ;Gemeente ;GM0060  ;;210.0;180.0;55.0;110.0
366;Totaal;Wijk 00;1e halfjaar 2015;Ameland                                 ;Wijk     ;WK006000;1.0;180.0;165.0;50.0;100.0
367;Totaal;Wijk 00;2e halfjaar 2015;Ameland                                 ;Wijk     ;WK006000;1.0;205.0;180.0;55.0;105.0
368;Totaal;Wijk 00;2015;Ameland                                 ;Wijk     ;WK006000;1.0;210.0;180.0;55.0;110.0
369;Totaal;het Bildt;1e halfjaar 2015;het Bildt                               ;Gemeente ;GM0063  ;;1170.0;970.0;110.0;210.0
370;Totaal;het Bildt;2e halfjaar 2015;het Bildt                               ;Gemeente ;GM0063  ;;1155.0;965.0;110.0;205.0
371;Totaal;het Bildt;2015;het Bildt                               ;Gemeente ;GM0063  ;;1270.0;1040.0;120.0;220.0
372;Totaal;Wijk 00 West;1e halfjaar 2015;het Bildt                               ;Wijk     ;WK006300;1.0;855.0;700.0;120.0;225.0
373;Totaal;Wijk 00 West;2e halfjaar 2015;het Bildt                               ;Wijk     ;WK006300;1.0;850.0;700.0;120.0;220.0
374;Totaal;Wijk 00 West;2015;het Bildt                               ;Wijk     ;WK006300;1.0;930.0;745.0;130.0;235.0
375;Totaal;Wijk 01 Oost;1e halfjaar 2015;het Bildt                               ;Wijk     ;WK006301;1.0;125.0;110.0;75.0;155.0
376;Totaal;Wijk 01 Oost;2e halfjaar 2015;het Bildt                               ;Wijk     ;WK006301;1.0;120.0;105.0;70.0;145.0
377;Totaal;Wijk 01 Oost;2015;het Bildt                               ;Wijk     ;WK006301;1.0;135.0;120.0;80.0;170.0
378;Totaal;Wijk 02 Zuid;1e halfjaar 2015;het Bildt                               ;Wijk     ;WK006302;1.0;190.0;160.0;105.0;205.0
379;Totaal;Wijk 02 Zuid;2e halfjaar 2015;het Bildt                               ;Wijk     ;WK006302;1.0;185.0;160.0;105.0;200.0
380;Totaal;Wijk 02 Zuid;2015;het Bildt                               ;Wijk     ;WK006302;1.0;205.0;170.0;115.0;215.0
381;Totaal;Franekeradeel;1e halfjaar 2015;Franekeradeel                           ;Gemeente ;GM0070  ;;2375.0;1975.0;115.0;215.0
382;Totaal;Franekeradeel;2e halfjaar 2015;Franekeradeel                           ;Gemeente ;GM0070  ;;2320.0;1925.0;115.0;210.0
383;Totaal;Franekeradeel;2015;Franekeradeel                           ;Gemeente ;GM0070  ;;2530.0;2065.0;125.0;220.0
384;Totaal;Wijk 00 Franeker;1e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007000;1.0;1365.0;1140.0;145.0;245.0
385;Totaal;Wijk 00 Franeker;2e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007000;1.0;1355.0;1135.0;140.0;240.0
386;Totaal;Wijk 00 Franeker;2015;Franekeradeel                           ;Wijk     ;WK007000;1.0;1475.0;1205.0;155.0;255.0
387;Totaal;Wijk 01 Noord;1e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007001;1.0;245.0;210.0;100.0;195.0
388;Totaal;Wijk 01 Noord;2e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007001;1.0;215.0;185.0;90.0;175.0
389;Totaal;Wijk 01 Noord;2015;Franekeradeel                           ;Wijk     ;WK007001;1.0;240.0;205.0;100.0;195.0
390;Totaal;Wijk 02 Noordoost;1e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007002;1.0;75.0;65.0;75.0;150.0
391;Totaal;Wijk 02 Noordoost;2e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007002;1.0;65.0;60.0;65.0;135.0
392;Totaal;Wijk 02 Noordoost;2015;Franekeradeel                           ;Wijk     ;WK007002;1.0;75.0;65.0;75.0;150.0
393;Totaal;Wijk 03 Zuid;1e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007003;1.0;170.0;150.0;85.0;170.0
394;Totaal;Wijk 03 Zuid;2e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007003;1.0;170.0;145.0;85.0;170.0
395;Totaal;Wijk 03 Zuid;2015;Franekeradeel                           ;Wijk     ;WK007003;1.0;195.0;165.0;95.0;185.0
396;Totaal;Wijk 04 West;1e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007004;1.0;230.0;190.0;110.0;205.0
397;Totaal;Wijk 04 West;2e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007004;1.0;225.0;190.0;105.0;200.0
398;Totaal;Wijk 04 West;2015;Franekeradeel                           ;Wijk     ;WK007004;1.0;235.0;200.0;110.0;210.0
399;Totaal;Wijk 05 Franeker Zuidoost;1e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007005;1.0;290.0;215.0;85.0;175.0
400;Totaal;Wijk 05 Franeker Zuidoost;2e halfjaar 2015;Franekeradeel                           ;Wijk     ;WK007005;1.0;295.0;215.0;85.0;175.0
401;Totaal;Wijk 05 Franeker Zuidoost;2015;Franekeradeel                           ;Wijk     ;WK007005;1.0;310.0;225.0;90.0;180.0
402;Totaal;Harlingen;1e halfjaar 2015;Harlingen                               ;Gemeente ;GM0072  ;;2055.0;1750.0;130.0;230.0
403;Totaal;Harlingen;2e halfjaar 2015;Harlingen                               ;Gemeente ;GM0072  ;;2020.0;1720.0;125.0;225.0
