ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
2685;3 bewoonde vertrekken;Sliedrecht, Wijk A;29;87;1;86;170;WS 16;6;11;9;3;0;0;WS 68
2686;3 bewoonde vertrekken;Sliedrecht, Wijk B;43;129;4;125;222;WS 16;14;18;7;3;1;0;WS 68
2687;3 bewoonde vertrekken;Sliedrecht, Wijk C;44;132;9;123;223;WS 16;12;21;7;4;0;0;WS 68
2688;3 bewoonde vertrekken;Sliedrecht, Wijk D;17;51;0;51;93;WS 16;3;9;3;2;0;0;WS 68
2689;3 bewoonde vertrekken;Sliedrecht, Wijk E;2;6;0;6;16;WS 16;0;1;0;1;0;0;WS 68
2690;3 bewoonde vertrekken;Sliedrecht, Wijk F;4;12;0;12;20;WS 16;2;1;0;1;0;0;WS 68
2691;3 bewoonde vertrekken;Slochteren, Totaal;157;471;18;453;870;WS 46;36;65;46;9;1;0;WS 94
2692;3 bewoonde vertrekken;Slochteren, Wijk A;36;108;12;96;192;WS 46;9;15;8;4;0;0;WS 94
2693;3 bewoonde vertrekken;Slochteren, Wijk B;16;48;0;48;88;WS 46;3;7;6;0;0;0;WS 94
2694;3 bewoonde vertrekken;Slochteren, Wijk C;40;120;1;119;220;WS 46;11;15;12;1;1;0;WS 94
2695;3 bewoonde vertrekken;Slochteren, Wijk D;28;84;0;84;152;WS 46;6;12;10;0;0;0;WS 94
2696;3 bewoonde vertrekken;Slochteren, Wijk E;18;54;1;53;101;WS 46;4;7;6;1;0;0;WS 94
2697;3 bewoonde vertrekken;Slochteren, Wijk F;7;21;0;21;32;WS 46;2;4;1;0;0;0;WS 94
2698;3 bewoonde vertrekken;Slochteren, Wijk G;12;36;4;32;85;WS 46;1;5;3;3;0;0;WS 94
2699;3 bewoonde vertrekken;Smallingerland, Totaal;128;384;7;377;675;WS 34;41;50;25;9;3;0;WS 84
2700;3 bewoonde vertrekken;Smallingerland, Wijk Nijega;4;12;0;12;26;WS 34;0;3;1;0;0;0;WS 84
2701;3 bewoonde vertrekken;Smallingerland, Wijk Boombergum;7;21;0;21;53;WS 34;1;2;2;1;1;0;WS 84
2702;3 bewoonde vertrekken;Smallingerland, Wijk Opeinde;9;27;2;25;53;WS 34;3;3;1;1;1;0;WS 84
2703;3 bewoonde vertrekken;Smallingerland, Wijk Oudega;21;63;1;62;125;WS 34;4;7;8;2;0;0;WS 84
2704;3 bewoonde vertrekken;Smallingerland, Wijk Kortehemmen;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 84
2705;3 bewoonde vertrekken;Smallingerland, Wijk Dragten;87;261;4;257;418;WS 34;33;35;13;5;1;0;WS 84
2706;3 bewoonde vertrekken;Sneek, Totaal;252;756;76;680;1128;WS 34;101;103;39;9;0;0;WS 84
2707;3 bewoonde vertrekken;Sneek, Wijk 1;14;42;3;39;64;WS 34;4;8;2;0;0;0;WS 84
2708;3 bewoonde vertrekken;Sneek, Wijk 2;22;66;10;56;89;WS 34;11;7;3;1;0;0;WS 84
2709;3 bewoonde vertrekken;Sneek, Wijk 3;12;36;5;31;60;WS 34;6;2;2;2;0;0;WS 84
2710;3 bewoonde vertrekken;Sneek, Wijk 4;14;42;6;36;55;WS 34;7;6;1;0;0;0;WS 84
2711;3 bewoonde vertrekken;Sneek, Wijk 5;10;30;1;29;43;WS 34;4;4;2;0;0;0;WS 84
2712;3 bewoonde vertrekken;Sneek, Wijk 6;10;30;4;26;39;WS 34;5;5;0;0;0;0;WS 84
2713;3 bewoonde vertrekken;Sneek, Wijk 7;17;51;9;42;64;WS 34;10;6;0;1;0;0;WS 84
2714;3 bewoonde vertrekken;Sneek, Wijk 8;8;24;0;24;38;WS 34;2;5;1;0;0;0;WS 84
2715;3 bewoonde vertrekken;Sneek, Wijk 9;7;21;1;20;49;WS 34;1;1;4;1;0;0;WS 84
2716;3 bewoonde vertrekken;Sneek, Wijk 10;8;24;1;23;31;WS 34;3;4;1;0;0;0;WS 84
2717;3 bewoonde vertrekken;Sneek, Wijk 11;16;48;9;39;66;WS 34;8;5;2;1;0;0;WS 84
2718;3 bewoonde vertrekken;Sneek, Wijk 12;1;3;0;3;2;WS 34;1;0;0;0;0;0;WS 84
2719;3 bewoonde vertrekken;Sneek, Wijk 13;2;6;1;5;7;WS 34;1;1;0;0;0;0;WS 84
2720;3 bewoonde vertrekken;Sneek, Wijk 14;9;27;0;27;53;WS 34;3;1;5;0;0;0;WS 84
2721;3 bewoonde vertrekken;Sneek, Wijk 15;10;30;4;26;47;WS 34;2;7;0;1;0;0;WS 84
2722;3 bewoonde vertrekken;Sneek, Wijk 16;28;84;6;78;145;WS 34;8;12;6;2;0;0;WS 84
2723;3 bewoonde vertrekken;Sneek, Wijk 17;29;87;6;81;126;WS 34;11;14;4;0;0;0;WS 84
2724;3 bewoonde vertrekken;Sneek, Wijk 18;16;48;2;46;67;WS 34;6;9;1;0;0;0;WS 84
2725;3 bewoonde vertrekken;Sneek, Wijk 19;7;21;4;17;32;WS 34;3;1;3;0;0;0;WS 84
2726;3 bewoonde vertrekken;Sneek, Wijk 20;12;36;4;32;51;WS 34;5;5;2;0;0;0;WS 84
2727;3 bewoonde vertrekken;Tiel, Totaal;609;1827;324;1503;2839;WS  8;215;271;106;17;0;0;WS 62
2728;3 bewoonde vertrekken;Tiel, Wijk A;21;63;14;49;79;WS  8;11;7;3;0;0;0;WS 62
2729;3 bewoonde vertrekken;Tiel, Wijk B;27;81;16;65;120;WS  8;11;11;5;0;0;0;WS 62
2730;3 bewoonde vertrekken;Tiel, Wijk C;24;72;12;60;99;WS  8;11;9;3;1;0;0;WS 62
2731;3 bewoonde vertrekken;Tiel, Wijk D;19;57;6;51;67;WS  8;10;7;2;0;0;0;WS 62
2732;3 bewoonde vertrekken;Tiel, Wijk E;38;144;23;91;174;WS  8;10;21;7;0;0;0;WS 62
2733;3 bewoonde vertrekken;Tiel, Wijk F;29;87;12;75;152;WS  8;5;17;5;2;0;0;WS 62
2734;3 bewoonde vertrekken;Tiel, Wijk G;84;252;23;229;358;WS  8;37;32;12;3;0;0;WS 62
2735;3 bewoonde vertrekken;Tiel, Wijk H;127;381;74;307;632;WS  8;43;52;28;4;0;0;WS 62
2736;3 bewoonde vertrekken;Tiel, Wijk I;79;237;62;175;369;WS  8;26;43;6;4;0;0;WS 62
2737;3 bewoonde vertrekken;Tiel, Wijk K;90;270;37;233;421;WS  8;31;42;17;0;0;0;WS 62
2738;3 bewoonde vertrekken;Tiel, Wijk L;71;213;45;168;368;WS  8;20;30;18;3;0;0;WS 62
2739;3 bewoonde vertrekken;Tietjerksteradeel, Totaal;195;585;28;557;980;WS 36;56;97;34;8;0;0;WS 84
2740;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Giekerk;15;45;7;38;92;WS 36;1;8;5;1;0;0;WS 84
2741;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Oudkerk;13;39;2;37;72;WS 36;4;6;1;2;0;0;WS 84
2742;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Wijns;9;27;0;27;48;WS 36;1;6;2;0;0;0;WS 84
2743;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Eernewoude;4;12;0;12;14;WS 36;3;1;0;0;0;0;WS 84
2744;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Garijp;12;36;0;36;53;WS 36;4;7;1;0;0;0;WS 84
2745;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Suameer;10;30;10;20;53;WS 36;3;4;3;0;0;0;WS 84
2746;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Oostermeer;20;60;2;58;108;WS 36;3;13;3;1;0;0;WS 84
2747;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Eestrum;4;12;0;12;25;WS 36;0;3;1;0;0;0;WS 84
2748;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Bergum;58;174;7;167;251;WS 36;22;30;6;0;0;0;WS 84
2749;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Hardegarijp;16;48;0;48;71;WS 36;7;5;4;0;0;0;WS 84
2750;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Suawoude;9;27;0;27;48;WS 36;3;3;2;1;0;0;WS 84
2751;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Tietjerk;9;27;0;27;57;WS 36;1;4;3;1;0;0;WS 84
2752;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Rijperkerk;4;12;0;12;32;WS 36;0;1;2;1;0;0;WS 84
2753;3 bewoonde vertrekken;Tietjerksteradeel, Wijk Oenkerk;12;36;0;36;56;WS 36;4;6;1;1;0;0;WS 84
2754;3 bewoonde vertrekken;Tilburg, Totaal;2560;7680;215;7465;13039;WS  2;800;1050;571;136;3;0;WS 56
2755;3 bewoonde vertrekken;Tilburg, Wijk A;207;621;23;598;1067;WS  2;70;78;43;16;0;0;WS 56
2756;3 bewoonde vertrekken;Tilburg, Wijk B;370;1110;28;1082;1884;WS  2;117;146;88;19;0;0;WS 56
2757;3 bewoonde vertrekken;Tilburg, Wijk C;74;222;9;213;429;WS  2;17;28;19;10;0;0;WS 56
2758;3 bewoonde vertrekken;Tilburg, Wijk D;122;366;13;353;657;WS  2;33;54;26;8;1;0;WS 56
2759;3 bewoonde vertrekken;Tilburg, Wijk E;65;195;10;185;426;WS  2;6;27;25;6;1;0;WS 56
2760;3 bewoonde vertrekken;Tilburg, Wijk F;159;477;13;464;780;WS  2;54;65;34;6;0;0;WS 56
2761;3 bewoonde vertrekken;Tilburg, Wijk G;43;129;1;128;239;WS  2;11;17;10;5;0;0;WS 56
2762;3 bewoonde vertrekken;Tilburg, Wijk H;162;486;6;480;812;WS  2;59;55;41;6;1;0;WS 56
2763;3 bewoonde vertrekken;Tilburg, Wijk I;126;378;0;378;684;WS  2;30;57;30;9;0;0;WS 56
2764;3 bewoonde vertrekken;Tilburg, Wijk K;306;918;44;874;1545;WS  2;95;132;63;16;0;0;WS 56
2765;3 bewoonde vertrekken;Tilburg, Wijk L;128;384;5;379;642;WS  2;38;58;28;4;0;0;WS 56
2766;3 bewoonde vertrekken;Tilburg, Wijk M;278;834;29;805;1348;WS  2;94;112;62;10;0;0;WS 56
2767;3 bewoonde vertrekken;Tilburg, Wijk N;244;732;23;709;1209;WS  2;82;99;53;10;0;0;WS 56
2768;3 bewoonde vertrekken;Tilburg, Wijk O;276;828;11;817;1317;WS  2;94;122;49;11;0;0;WS 56
2769;3 bewoonde vertrekken;Utrecht (gem.), Totaal;4548;13644;1428;12216;21260;WS 26;1701;1874;802;167;4;0;WS 78
2770;3 bewoonde vertrekken;Utrecht, Wijk I;597;1791;293;1498;2413;WS 26;302;209;72;14;0;0;WS 78
2771;3 bewoonde vertrekken;Utrecht, Wijk II;455;1365;189;1176;2127;WS 26;175;177;75;26;2;0;WS 78
2772;3 bewoonde vertrekken;Utrecht, Wijk III;1214;3642;301;3341;5790;WS 26;453;489;235;37;0;0;WS 78
2773;3 bewoonde vertrekken;Utrecht, Wijk IV;1213;3639;378;3261;5650;WS 26;435;528;200;49;1;0;WS 78
2774;3 bewoonde vertrekken;Utrecht, Wijk V;279;837;89;748;1367;WS 26;91;124;50;13;1;0;WS 78
2775;3 bewoonde vertrekken;Utrecht, Wijk VI;790;2370;178;2192;3913;WS 26;245;347;170;28;0;0;WS 78
2776;3 bewoonde vertrekken;Veendam, Totaal;270;810;22;788;1317;WS 46;79;124;61;6;0;0;WS 94
2777;3 bewoonde vertrekken;Veendam, Wijk A;11;33;0;33;54;WS 46;4;5;1;1;0;0;WS 94
2778;3 bewoonde vertrekken;Veendam, Wijk B;19;57;0;57;89;WS 46;5;9;5;0;0;0;WS 94
2779;3 bewoonde vertrekken;Veendam, Wijk C;33;99;1;98;161;WS 46;9;16;7;1;0;0;WS 94
2780;3 bewoonde vertrekken;Veendam, Wijk D;21;63;2;61;84;WS 46;12;6;3;0;0;0;WS 94
2781;3 bewoonde vertrekken;Veendam, Wijk E;2;6;1;5;9;WS 46;1;1;0;0;0;0;WS 94
2782;3 bewoonde vertrekken;Veendam, Wijk F;16;48;0;48;59;WS 46;7;7;2;0;0;0;WS 94
2783;3 bewoonde vertrekken;Veendam, Wijk G;4;12;1;11;22;WS 46;0;3;1;0;0;0;WS 94
2784;3 bewoonde vertrekken;Veendam, Wijk H;7;21;0;21;29;WS 46;2;5;0;0;0;0;WS 94
2785;3 bewoonde vertrekken;Veendam, Wijk I;8;24;1;23;34;WS 46;2;5;1;0;0;0;WS 94
2786;3 bewoonde vertrekken;Veendam, Wijk K;7;21;1;20;30;WS 46;3;3;0;1;0;0;WS 94
2787;3 bewoonde vertrekken;Veendam, Wijk L;21;63;0;63;105;WS 46;4;12;4;1;0;0;WS 94
2788;3 bewoonde vertrekken;Veendam, Wijk M;19;57;2;55;83;WS 46;8;7;4;0;0;0;WS 94
2789;3 bewoonde vertrekken;Veendam, Wijk N;5;15;0;15;17;WS 46;3;2;0;0;0;0;WS 94
2790;3 bewoonde vertrekken;Veendam, Wijk O;44;132;3;129;218;WS 46;12;22;10;0;0;0;WS 94
2791;3 bewoonde vertrekken;Veendam, Wijk P;6;18;0;18;35;WS 46;0;4;2;0;0;0;WS 94
2792;3 bewoonde vertrekken;Veendam, Wijk R;27;81;6;75;166;WS 46;3;11;12;1;0;0;WS 94
2793;3 bewoonde vertrekken;Veendam, Wijk S;0;0;0;0;0;WS 46;0;0;0;0;0;0;WS 94
2794;3 bewoonde vertrekken;Veendam, Wijk T;1;3;0;3;7;WS 46;0;0;1;0;0;0;WS 94
2795;3 bewoonde vertrekken;Veendam, Wijk U;18;54;3;51;104;WS 46;4;6;8;0;0;0;WS 94
2796;3 bewoonde vertrekken;Veendam, Wijk V;1;3;1;2;11;WS 46;0;0;0;1;0;0;WS 94
2797;3 bewoonde vertrekken;Velzen, Totaal;454;1362;67;1295;2367;WS 24;141;178;100;34;1;0;WS 74
2798;3 bewoonde vertrekken;Velzen, Wijk A;11;33;1;32;38;WS 22;6;4;1;0;0;0;WS 74
2799;3 bewoonde vertrekken;Velzen, Wijk B;1;3;0;3;7;WS 22;0;0;1;0;0;0;WS 74
2800;3 bewoonde vertrekken;Velzen, Wijk C;243;729;18;711;1247;WS 22;77;99;50;16;1;0;WS 74
2801;3 bewoonde vertrekken;Velzen, Wijk D;5;15;2;13;27;WS 22;1;2;2;0;0;0;WS 74
2802;3 bewoonde vertrekken;Velzen, Wijk E;42;126;23;103;248;WS 22;10;14;13;5;0;0;WS 74
2803;3 bewoonde vertrekken;Velzen, Wijk F;12;36;0;36;62;WS 22;4;5;2;1;0;0;WS 74
2804;3 bewoonde vertrekken;Velzen, Wijk G;44;132;6;126;232;WS 24;13;17;11;3;0;0;WS 74
2805;3 bewoonde vertrekken;Velzen, Wijk H;16;48;3;45;94;WS 24;5;4;5;2;0;0;WS 74
2806;3 bewoonde vertrekken;Velzen, Wijk I;10;30;0;30;57;WS 24;2;4;3;1;0;0;WS 74
2807;3 bewoonde vertrekken;Velzen, Wijk K;36;108;7;101;195;WS 24;9;16;8;3;0;0;WS 74
2808;3 bewoonde vertrekken;Velzen, Wijk L;34;102;7;95;160;WS 24;14;13;4;3;0;0;WS 74
2809;3 bewoonde vertrekken;Velzen, Wijk M;0;0;0;0;0;WS 24;0;0;0;0;0;0;WS 74
2810;3 bewoonde vertrekken;Venlo, Totaal;586;1758;101;1657;4640;WS 50;226;247;100;12;1;0;WS 98
2811;3 bewoonde vertrekken;Venlo, Wijk A;138;414;27;387;659;WS 50;50;60;25;3;0;0;WS 98
2812;3 bewoonde vertrekken;Venlo, Wijk B;62;186;11;175;251;WS 50;23;27;11;1;0;0;WS 98
2813;3 bewoonde vertrekken;Venlo, Wijk C;83;249;17;232;329;WS 50;47;25;9;2;0;0;WS 98
2814;3 bewoonde vertrekken;Venlo, Wijk D;102;306;21;285;511;WS 50;33;44;19;5;1;0;WS 98
2815;3 bewoonde vertrekken;Venlo, Wijk E;4;12;2;10;21;WS 50;1;2;1;0;0;0;WS 98
2816;3 bewoonde vertrekken;Venlo, Wijk F;74;222;8;214;336;WS 50;20;38;16;0;0;0;WS 98
2817;3 bewoonde vertrekken;Venlo, Wijk G;123;369;15;354;533;WS 50;52;51;19;1;0;0;WS 98
2818;3 bewoonde vertrekken;Vlaardingen, Totaal;666;1998;349;1649;3670;WS 16;181;257;178;47;3;0;WS 68
2819;3 bewoonde vertrekken;Vlissingen, Totaal;651;1953;330;1623;3090;WS 26;247;252;119;31;2;0;WS 76
2820;3 bewoonde vertrekken;Vlissingen, Wijk A;31;93;14;79;172;WS 26;9;11;10;1;0;0;WS 76
2821;3 bewoonde vertrekken;Vlissingen, Wijk B;17;51;8;43;71;WS 26;7;7;3;0;0;0;WS 76
2822;3 bewoonde vertrekken;Vlissingen, Wijk C;27;81;15;66;152;WS 26;6;14;2;5;0;0;WS 76
2823;3 bewoonde vertrekken;Vlissingen, Wijk D;24;72;11;61;106;WS 26;10;9;4;1;0;0;WS 76
2824;3 bewoonde vertrekken;Vlissingen, Wijk E;41;123;23;100;212;WS 26;13;15;11;2;0;0;WS 76
2825;3 bewoonde vertrekken;Vlissingen, Wijk F;43;129;22;107;162;WS 26;24;13;6;0;0;0;WS 76
2826;3 bewoonde vertrekken;Vlissingen, Wijk G;35;105;14;91;165;WS 26;15;12;6;2;0;0;WS 76
2827;3 bewoonde vertrekken;Vlissingen, Wijk H;57;171;23;148;257;WS 26;24;22;8;2;1;0;WS 76
2828;3 bewoonde vertrekken;Vlissingen, Wijk I;43;129;16;116;178;WS 26;19;19;5;0;0;0;WS 76
2829;3 bewoonde vertrekken;Vlissingen, Wijk K;62;186;36;150;355;WS 26;14;23;20;5;0;0;WS 76
2830;3 bewoonde vertrekken;Vlissingen, Wijk L;30;90;19;71;109;WS 26;16;11;3;0;0;0;WS 76
2831;3 bewoonde vertrekken;Vlissingen, Wijk M;30;90;12;78;187;WS 26;6;13;5;6;0;0;WS 76
2832;3 bewoonde vertrekken;Vlissingen, Wijk N;53;159;38;121;233;WS 26;22;22;7;2;0;0;WS 76
2833;3 bewoonde vertrekken;Vlissingen, Wijk O;83;249;52;197;256;WS 26;40;29;12;2;0;0;WS 76
2834;3 bewoonde vertrekken;Vlissingen, Wijk Z;34;102;10;92;170;WS 26;10;14;9;1;0;0;WS 76
2835;3 bewoonde vertrekken;Vlissingen, Wijk MM;41;123;18;105;205;WS 26;12;18;8;2;1;0;WS 76
2836;3 bewoonde vertrekken;Voorst, Totaal;312;936;75;861;1666;WS 10;68;152;73;19;0;0;WS 64
2837;3 bewoonde vertrekken;Voorst, Wijk A Voorst;22;66;1;65;90;WS 10;6;15;1;0;0;0;WS 62
2838;3 bewoonde vertrekken;Voorst, Wijk B Voorst;13;39;2;37;79;WS 10;2;6;3;2;0;0;WS 62
2839;3 bewoonde vertrekken;Voorst, Wijk C Voorst;5;15;1;14;23;WS 10;1;3;1;0;0;0;WS 62
2840;3 bewoonde vertrekken;Voorst, Wijk D Voorst;7;21;0;21;38;WS 10;0;5;2;0;0;0;WS 62
2841;3 bewoonde vertrekken;Voorst, Wijk E Voorst;16;48;7;41;93;WS 10;2;9;4;1;0;0;WS 62
2842;3 bewoonde vertrekken;Voorst, Wijk F Voorst;10;30;4;26;38;WS 10;5;4;1;0;0;0;WS 62
2843;3 bewoonde vertrekken;Voorst, Wijk A Wilp;16;48;9;39;100;WS 10;1;7;7;1;0;0;WS 62
2844;3 bewoonde vertrekken;Voorst, Wijk B Wilp;1;3;1;2;10;WS 10;0;0;0;1;0;0;WS 62
2845;3 bewoonde vertrekken;Voorst, Wijk C Wilp;9;27;2;25;61;WS 10;0;5;3;1;0;0;WS 62
2846;3 bewoonde vertrekken;Voorst, Wijk D Wilp;18;54;5;49;78;WS 10;7;7;4;0;0;0;WS 62
2847;3 bewoonde vertrekken;Voorst, Wijk E Wilp;20;60;2;58;115;WS 10;4;9;4;3;0;0;WS 62
2848;3 bewoonde vertrekken;Voorst, Wijk A Twello;46;138;15;123;227;WS 10;13;21;10;2;0;0;WS 62
2849;3 bewoonde vertrekken;Voorst, Wijk B Twello;13;39;4;35;52;WS 10;4;9;0;0;0;0;WS 62
2850;3 bewoonde vertrekken;Voorst, Wijk C Twello;23;69;11;58;119;WS 10;5;12;4;2;0;0;WS 62
2851;3 bewoonde vertrekken;Voorst, Wijk D Twello;13;39;7;32;87;WS 10;2;3;6;2;0;0;WS 62
2852;3 bewoonde vertrekken;Voorst, Wijk A Terwolde;7;21;0;21;47;WS 10;1;2;3;1;0;0;WS 62
2853;3 bewoonde vertrekken;Voorst, Wijk B Terwolde;9;27;0;27;50;WS 10;0;6;3;0;0;0;WS 62
2854;3 bewoonde vertrekken;Voorst, Wijk C Terwolde;7;21;0;21;34;WS 10;1;4;2;0;0;0;WS 62
2855;3 bewoonde vertrekken;Voorst, Wijk D Terwolde;19;57;1;56;97;WS 10;5;11;2;1;0;0;WS 64
2856;3 bewoonde vertrekken;Voorst, Wijk E Terwolde;27;81;1;80;168;WS 10;4;13;9;1;0;0;WS 64
2857;3 bewoonde vertrekken;Voorst, Wijk A Nijbroek;3;9;2;7;20;WS 10;1;0;1;1;0;0;WS 64
2858;3 bewoonde vertrekken;Voorst, Wijk B Nijbroek;8;24;0;24;40;WS 10;4;1;3;0;0;0;WS 64
2859;3 bewoonde vertrekken;Voorst, Wijk C Nijbroek;0;0;0;0;0;WS 10;0;0;0;0;0;0;WS 64
2860;3 bewoonde vertrekken;Weststellingwerf, Totaal;177;531;15;516;887;WS 36;50;86;35;6;0;0;WS 86
2861;3 bewoonde vertrekken;Weststellingwerf, Wijk Sonnega;2;6;0;6;8;WS 36;1;1;0;0;0;0;WS 86
2862;3 bewoonde vertrekken;Weststellingwerf, Wijk Scherpenzeel;8;24;3;21;31;WS 36;3;4;1;0;0;0;WS 86
2863;3 bewoonde vertrekken;Weststellingwerf, Wijk Boyl;7;21;1;20;49;WS 36;0;4;2;1;0;0;WS 86
2864;3 bewoonde vertrekken;Weststellingwerf, Wijk Blesdijke;8;24;1;23;42;WS 36;1;5;2;0;0;0;WS 86
2865;3 bewoonde vertrekken;Weststellingwerf, Wijk Idzard;2;6;0;6;11;WS 36;0;1;1;0;0;0;WS 86
2866;3 bewoonde vertrekken;Weststellingwerf, Wijk Noordwolde A;13;39;1;38;72;WS 36;2;7;4;0;0;0;WS 86
2867;3 bewoonde vertrekken;Weststellingwerf, Wijk Noordwolde B;7;21;1;20;35;WS 36;2;4;1;0;0;0;WS 86
2868;3 bewoonde vertrekken;Weststellingwerf, Wijk Nijtrijne;3;9;0;9;20;WS 36;1;0;1;1;0;0;WS 86
2869;3 bewoonde vertrekken;Weststellingwerf, Wijk Oldetrijne;8;24;0;24;39;WS 36;2;4;2;0;0;0;WS 86
2870;3 bewoonde vertrekken;Weststellingwerf, Wijk Oldeholtwolde;4;12;0;12;31;WS 36;0;2;0;2;0;0;WS 86
2871;3 bewoonde vertrekken;Weststellingwerf, Wijk Nijholtwolde;3;9;0;9;18;WS 36;0;2;1;0;0;0;WS 86
2872;3 bewoonde vertrekken;Weststellingwerf, Wijk Oldelamer;4;12;0;12;17;WS 36;2;1;1;0;0;0;WS 86
2873;3 bewoonde vertrekken;Weststellingwerf, Wijk Nijlamer;7;21;0;21;39;WS 36;0;6;1;0;0;0;WS 86
2874;3 bewoonde vertrekken;Weststellingwerf, Wijk Nijholtspade;3;9;0;9;14;WS 36;1;2;0;0;0;0;WS 86
2875;3 bewoonde vertrekken;Weststellingwerf, Wijk Vinkega;4;12;0;12;24;WS 36;0;4;0;0;0;0;WS 86
2876;3 bewoonde vertrekken;Weststellingwerf, Wijk Wolvega;61;183;5;178;273;WS 36;25;25;9;2;0;0;WS 86
2877;3 bewoonde vertrekken;Weststellingwerf, Wijk Spanga;1;3;0;3;7;WS 36;0;0;1;0;0;0;WS 86
2878;3 bewoonde vertrekken;Weststellingwerf, Wijk Spanga L;2;6;0;6;11;WS 36;1;0;1;0;0;0;WS 86
2879;3 bewoonde vertrekken;Weststellingwerf, Wijk Spanga S;0;0;0;0;0;WS 36;0;0;0;0;0;0;WS 86
2880;3 bewoonde vertrekken;Weststellingwerf, Wijk Peperga;6;18;0;18;29;WS 36;1;4;1;0;0;0;WS 86
2881;3 bewoonde vertrekken;Weststellingwerf, Wijk Munnekeburen;11;33;3;30;54;WS 36;4;5;2;0;0;0;WS 86
2882;3 bewoonde vertrekken;Weststellingwerf, Wijk Oldeholtspade;6;18;0;18;29;WS 36;2;2;2;0;0;0;WS 86
2883;3 bewoonde vertrekken;Weststellingwerf, Wijk Steggerda;7;21;0;21;34;WS 36;2;3;2;0;0;0;WS 86
2884;3 bewoonde vertrekken;Wijmbritseradeel, Totaal;321;963;49;914;1736;WS 40;77;144;84;14;2;0;WS 88
2885;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Oppenhuizen;14;42;3;39;83;WS 38;2;6;5;1;0;0;WS 88
2886;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Uitwellingerga;6;18;3;15;31;WS 38;1;3;2;0;0;0;WS 88
2887;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Jutrijp;9;27;2;25;48;WS 38;2;4;2;1;0;0;WS 88
2888;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Hommerts;14;42;2;40;70;WS 38;5;5;4;0;0;0;WS 88
2889;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Smallebrugge;1;3;0;3;7;WS 38;0;0;1;0;0;0;WS 88
2890;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Woudsend;33;99;7;92;148;WS 38;14;13;5;1;0;0;WS 88
2891;3 bewoonde vertrekken;Wijmbritseradeel, Wijk IJpecolsga;6;18;1;17;40;WS 38;0;3;3;0;0;0;WS 88
2892;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Indijk;4;12;1;11;27;WS 38;0;3;0;1;0;0;WS 88
2893;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Heeg;32;96;5;91;151;WS 38;11;14;6;1;0;0;WS 88
2894;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Gaastmeer;9;27;2;25;59;WS 38;2;2;4;1;0;0;WS 88
2895;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Nijhuizum;6;18;0;18;45;WS 38;0;3;2;1;0;0;WS 88
2896;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Sandfirden;4;12;0;12;26;WS 38;1;1;1;1;0;0;WS 88
2897;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Oudega;16;48;3;45;75;WS 38;5;8;3;0;0;0;WS 88
2898;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Idzega;7;21;5;16;49;WS 38;1;2;3;1;0;0;WS 88
2899;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Oosthem;10;30;1;29;61;WS 38;1;4;5;0;0;0;WS 88
2900;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Abbega;9;27;0;27;59;WS 38;1;3;5;0;0;0;WS 88
2901;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Westhem;16;48;2;46;63;WS 40;6;9;1;0;0;0;WS 88
2902;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Wolsum;12;36;3;33;79;WS 40;1;5;6;0;0;0;WS 88
2903;3 bewoonde vertrekken;Wijmbritseradeel, Wijk Nijland;22;66;0;66;109;WS 40;4;12;6;0;0;0;WS 88
