ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
1542;Overige graasdierbedrijven;Limburg;2000;523;439;84;3491;604.0;471;132.0;508.0;375;132.0;96;2983;43;21;27;9;514;804;1356;310;1102;45;27;21;7;197;343;446;117;;1495;72;;672;28;632;279;;;393;29;2822;1089;54;912;369;46;1102;456;-191;-14;-86;-6;1076;13579;9157;2227;2195
1543;Overige graasdierbedrijven;Limburg;2001;514;426;89;3479;609.0;468;141.0;512.0;371;141.0;97;2967;42;21;29;7;468;781;1386;332;1112;43;32;19;6;171;404;405;132;;1437;73;;608;27;645;283;;;325;24;2840;1082;53;931;356;47;1106;457;-175;-13;-102;-8;1053;13460;9129;2032;2299
1544;Overige graasdierbedrijven;Limburg;2002;516;430;86;3379;597.0;449;148.0;504.0;356;148.0;93;2874;48;21;24;7;635;822;1141;276;1082;49;29;16;7;231;397;337;117;;1422;74;;593;26;582;253;;;340;25;2881;1106;59;901;355;41;937;393;-36;-3;-38;-3;1042;13803;9251;2091;2462
1545;Overige graasdierbedrijven;Limburg;2003;468;383;86;3165;584.0;432;152.0;501.0;349;152.0;83;2664;51;18;23;7;637;668;1017;342;1057;50;25;19;7;210;324;367;156;;1186;70;;440;30;676;311;;;129;10;2628;1010;61;835;322;39;915;407;-81;-6;-85;-7;1000;12655;8364;2107;2185
1546;Overige graasdierbedrijven;Limburg;2004;438;353;84;2751;443.0;345;98.0;374.0;277;98.0;69;2377;55;18;20;8;662;554;905;256;918;51;24;17;7;231;291;293;102;;1133;72;;442;28;535;227;;;216;18;2455;941;64;814;307;36;768;317;45;4;-11;-1;974;11707;7955;1914;1838
1547;Overige graasdierbedrijven;Limburg;2005;466;373;93;2950;471.0;322;149.0;396.0;247;149.0;75;2554;51;18;22;10;682;580;1006;286;998;46;26;19;9;225;306;348;119;;1162;67;;437;33;641;273;;;163;13;2636;1015;59;904;336;41;863;359;42;3;-23;-2;987;12529;8778;2204;1546
1548;Overige graasdierbedrijven;Limburg;2006;405;318;87;2562;412.0;273;138.0;345.0;207;138.0;66;2216;56;19;18;7;696;573;704;242;873;52;27;15;7;233;304;237;99;2637.0;1237;70;981.0;535;30;562;239;419.0;35.0;296;25;2637;980;67;976;352;33;605;258;370;31;94;8;923;12002;8673;1961;1368
1549;Overige graasdierbedrijven;Limburg;2007;417;327;90;2660;420.0;281;139.0;357.0;218;139.0;63;2303;56;17;18;9;730;464;762;346;934;49;26;16;9;248;272;264;149;2708.0;1218;67;1081.0;520;33;689;305;392.0;32.0;215;18;2708;1002;65;1076;375;35;732;324;345;28;51;4;931;12227;8938;1915;1375
1550;Overige graasdierbedrijven;Limburg;2008;401;306;95;2589;422.0;278;144.0;362.0;218;144.0;60;2227;59;17;17;8;680;494;772;281;893;55;23;14;7;245;256;260;131;2676.0;1165;70;1085.0;506;30;651;293;434.0;36.0;213;18;2676;993;69;1084;395;31;687;309;397;33;85;7;910;12165;8764;2073;1328
1551;Overige graasdierbedrijven;Limburg;2009;412;314;98;2632;435.0;282;153.0;375.0;222;153.0;60;2257;58;15;17;9;637;427;847;347;906;54;22;15;8;209;257;278;162;2457.0;1082;69;946.0;449;31;758;334;188.0;17.0;114;10;2457;921;67;940;349;33;794;351;146;13;-2;0;897;11312;8061;2109;1143
1552;Overige graasdierbedrijven;Concentratiegebied Oost;1994;2819;2601;218;16994;;2102;;;1750;;352;15245;39;15;35;12;1396;1574;8522;3752;5418;46;22;22;10;612;909;2518;1379;;9002;79;;5328;21;3973;1744;;;3584;75;10711;3983;49;3360;1407;51;7975;3216;-4614;-96;-1810;-38;6401;47962;36834;9754;1374
1553;Overige graasdierbedrijven;Concentratiegebied Oost;1995;2781;2560;221;17110;;2128;;;1776;;353;15334;39;15;34;12;1385;1726;8199;4024;5323;47;22;21;10;640;905;2361;1417;;6774;75;;3563;25;5035;2111;;;1452;30;10760;3998;50;3376;1427;50;8012;3151;-4635;-96;-1724;-36;6247;48105;37067;9359;1679
1554;Overige graasdierbedrijven;Concentratiegebied Oost;1996;2749;2519;230;16888;;2097;;;1722;;375;15166;39;14;34;12;1537;1566;8013;4049;4797;51;20;19;10;703;866;2027;1201;;7396;75;;4462;25;4826;1863;;;2599;46;12918;4783;50;5551;2284;50;7827;2817;-2277;-40;-533;-9;6135;56845;45734;9211;1900
1555;Overige graasdierbedrijven;Concentratiegebied Oost;1997;2708;2474;234;16043;;2045;;;1702;;343;14342;40;15;32;13;1456;1597;7454;3835;4825;50;20;19;11;657;823;1985;1360;;6123;74;;3278;26;4785;1980;;;1299;27;10628;3938;50;3632;1552;50;7405;2863;-3773;-80;-1311;-28;5830;47357;36563;9105;1689
1556;Overige graasdierbedrijven;Concentratiegebied Oost;1998;2702;2452;250;15954;;1886;;;1558;;328;14396;39;16;32;12;1477;1739;7456;3723;5494;48;22;19;11;650;912;2052;1880;;5660;72;;2781;28;5336;2615;;;166;3;10934;4044;51;3757;1566;49;7369;3368;-3612;-74;-1803;-37;5783;48500;37806;8745;1948
1557;Overige graasdierbedrijven;Concentratiegebied Oost;1999;2705;2440;265;15161;2751.0;2288;463.0;2454.0;1990;463.0;297;12707;46;17;25;11;1880;1945;5499;3383;5517;48;23;18;12;687;935;1996;1898;;5565;72;;2685;28;4957;2636;;;48;1;10742;3976;58;3983;1526;42;6223;3201;-2239;-47;-1675;-35;5772;47691;37158;8626;1907
1558;Overige graasdierbedrijven;Concentratiegebied Oost;2000;3156;2834;322;18447;3288.0;2693;595.0;2902.0;2307;595.0;386;15545;40;19;29;11;1998;2507;7001;4040;6183;43;27;19;11;771;1298;2315;1799;;6931;71;;3425;29;5696;2677;;;748;12;14106;5202;55;5621;2150;45;7295;3328;-1674;-27;-1178;-19;6490;61857;49693;9185;2979
1559;Overige graasdierbedrijven;Concentratiegebied Oost;2001;3003;2669;335;18092;3229.0;2616;614.0;2836.0;2222;614.0;394;15256;42;19;29;10;2103;2540;7067;3545;6052;44;28;19;10;791;1374;2278;1608;;6499;71;;2941;29;5360;2494;;;447;7;13643;5037;56;4974;1900;44;6834;3096;-1860;-31;-1196;-20;6758;60251;47395;9339;3517
1560;Overige graasdierbedrijven;Concentratiegebied Oost;2002;3013;2676;337;17706;3221.0;2567;653.0;2849.0;2195;653.0;372;14857;45;21;24;9;2491;3018;6372;2976;5934;48;27;16;9;946;1430;2198;1360;;6635;74;;2976;26;4777;2275;;;701;11;14377;5312;61;5241;2013;39;6026;2801;-784;-12;-788;-12;6668;63522;50008;10321;3192
1561;Overige graasdierbedrijven;Concentratiegebied Oost;2003;2999;2641;359;17846;3349.0;2650;699.0;2993.0;2295;699.0;355;14852;45;21;23;10;2503;2931;5900;3518;6247;45;29;17;10;866;1481;2180;1720;;5690;68;;2205;32;5658;2761;;;-557;-9;13709;5089;60;4967;1836;40;6446;3109;-1479;-24;-1273;-21;6435;60902;47832;10140;2930
1562;Overige graasdierbedrijven;Concentratiegebied Oost;2004;2892;2538;354;16192;2604.0;2166;438.0;2294.0;1856;438.0;310;13899;50;20;20;10;2873;2751;5323;2951;5652;47;27;16;10;958;1436;1923;1336;;5906;71;;2445;29;4764;2191;;;253;4;13509;5032;64;5006;1833;36;5636;2559;-630;-10;-726;-12;6435;60404;46932;10885;2587
1563;Overige graasdierbedrijven;Concentratiegebied Oost;2005;3029;2648;380;16847;2688.0;2005;684.0;2358.0;1674;684.0;330;14489;48;20;21;11;2749;2783;5640;3317;5923;45;28;16;10;919;1498;2026;1481;;5596;68;;2139;32;5379;2467;;;-328;-5;13492;4994;62;4837;1743;38;6111;2771;-1275;-21;-1028;-17;6341;59755;46968;10526;2261
1564;Overige graasdierbedrijven;Concentratiegebied Oost;2006;3092;2717;375;17309;2755.0;2063;692.0;2418.0;1727;692.0;337;14890;51;21;19;10;3111;2892;5378;3509;6254;47;29;15;9;1035;1532;2007;1679;14370.0;6554;69;5367.0;2785;31;5906;2799;-540.0;-9.0;-15;0;14370;5238;66;5336;1861;34;6178;2925;-842;-13;-1064;-17;6366;62535;49532;10750;2253
1565;Overige graasdierbedrijven;Concentratiegebied Oost;2007;3038;2657;381;17351;2655.0;1995;661.0;2333.0;1673;661.0;322;15018;52;20;18;10;3256;2910;5346;3506;6240;47;29;14;10;1069;1585;1971;1615;14651.0;6430;68;5505.0;2634;32;5940;2722;-435.0;-7.0;-88;-1;14651;5343;66;5470;1890;34;6197;2844;-727;-11;-953;-15;6290;63728;50636;10818;2273
1566;Overige graasdierbedrijven;Concentratiegebied Oost;2008;3092;2722;371;17383;2682.0;2011;671.0;2374.0;1704;671.0;308;15008;52;21;18;9;3307;2901;5071;3730;6035;50;28;14;9;1117;1482;1874;1562;14546.0;6151;69;5477.0;2519;31;6007;2649;-530.0;-8.0;-131;-2;14546;5305;67;5461;1952;33;6202;2740;-741;-12;-788;-12;6250;63605;49624;11737;2244
1567;Overige graasdierbedrijven;Concentratiegebied Oost;2009;3071;2704;366;17199;2652.0;1982;671.0;2356.0;1685;671.0;296;14843;52;20;18;10;3192;2819;5050;3783;5998;51;26;14;9;1102;1403;1923;1571;14635.0;6152;69;5730.0;2611;31;6016;2692;-285.0;-4.0;-81;-1;14635;5316;67;5715;2056;33;6225;2792;-509;-8;-736;-12;6167;63532;50140;11353;2039
1568;Overige graasdierbedrijven;Concentratiegebied Zuid;1994;2053;1857;196;13781;;1675;;;1387;;287;12393;28;15;44;14;604;1110;7361;3319;4275;34;25;31;10;292;690;2323;969;;5551;74;;2664;26;3453;1387;;;1277;41;6387;2443;36;1332;562;64;7387;2748;-6055;-195;-2186;-71;3590;31001;19416;8802;2783
1569;Overige graasdierbedrijven;Concentratiegebied Zuid;1995;1953;1752;202;13187;;1606;;;1327;;280;11860;29;15;43;13;714;1102;7040;3003;3992;36;24;30;10;362;670;2095;865;;4175;68;;1711;32;3929;1528;;;182;6;6351;2435;38;1333;573;62;6883;2496;-5550;-179;-1923;-62;3505;30924;19324;8212;3387
1570;Overige graasdierbedrijven;Concentratiegebied Zuid;1996;1894;1681;213;12898;;1568;;;1276;;292;11622;28;16;42;14;651;1137;6673;3161;3618;39;24;27;10;388;593;1878;759;;3761;68;;1579;32;3939;1436;;;143;5;6100;2355;37;1310;594;63;6856;2311;-5546;-185;-1717;-57;3378;29979;18529;7945;3506
1571;Overige graasdierbedrijven;Concentratiegebied Zuid;1997;1853;1630;224;12361;;1515;;;1234;;281;11127;30;15;41;13;732;1005;6289;3101;3567;39;24;27;10;368;632;1763;804;;3746;68;;1581;32;3827;1402;;;179;6;6089;2342;39;1451;634;61;6531;2247;-5080;-170;-1614;-54;3270;29906;18271;7860;3775
1572;Overige graasdierbedrijven;Concentratiegebied Zuid;1998;1880;1644;237;12308;;1374;;;1112;;262;11196;31;16;40;13;716;1172;6167;3141;3956;38;25;26;11;363;652;1833;1108;;3475;65;;1316;35;4301;1797;;;-481;-16;6292;2389;40;1486;618;60;6474;2526;-4988;-164;-1908;-63;3334;30408;18833;7619;3956
1573;Overige graasdierbedrijven;Concentratiegebied Zuid;1999;1840;1611;229;11580;2213.0;1730;483.0;1980.0;1497;483.0;233;9600;37;17;35;11;922;1203;5128;2348;3953;37;25;28;10;343;629;1902;1078;;3414;64;;1269;36;3765;1808;;;-539;-18;6169;2352;47;1657;634;53;5260;2402;-3603;-121;-1768;-59;3335;29834;18735;7426;3674
1574;Overige graasdierbedrijven;Concentratiegebied Zuid;2000;2016;1754;263;12768;2404.0;1853;551.0;2131.0;1579;551.0;273;10637;34;18;36;12;1057;1538;5939;2103;4182;35;26;28;10;397;800;2094;890;;3883;62;;1444;38;3859;1743;;;-299;-8;7346;2800;44;2046;803;56;5512;2378;-3466;-98;-1575;-44;3609;35468;22384;7788;5295
1575;Overige graasdierbedrijven;Concentratiegebied Zuid;2001;2010;1730;280;13056;2471.0;1873;598.0;2184.0;1586;598.0;287;10873;34;18;36;11;1062;1681;6158;1971;4298;35;27;28;9;401;906;2169;822;;3904;61;;1351;39;3858;1744;;;-394;-11;7614;2900;44;2042;787;56;5505;2378;-3464;-94;-1592;-43;3703;36719;23226;8156;5336
1576;Overige graasdierbedrijven;Concentratiegebied Zuid;2002;1909;1641;268;11978;2330.0;1716;614.0;2081.0;1467;614.0;249;9897;38;19;33;10;1258;1817;5362;1461;3972;39;26;26;9;463;939;1928;642;;3868;63;;1395;37;3205;1499;;;-104;-3;7778;2985;48;2214;867;52;4544;2031;-2330;-62;-1164;-31;3530;37666;24152;8378;5136
1577;Overige graasdierbedrijven;Concentratiegebied Zuid;2003;1860;1577;283;11955;2414.0;1742;672.0;2180.0;1508;672.0;234;9775;39;17;33;11;1195;1693;5196;1691;4109;38;26;27;10;408;875;2014;813;;3288;58;;970;42;3749;1791;;;-821;-23;7243;2778;49;1961;730;51;4731;2192;-2770;-79;-1462;-42;3378;35086;22444;8153;4489
1578;Overige graasdierbedrijven;Concentratiegebied Zuid;2004;1784;1500;285;10757;1808.0;1414;394.0;1604.0;1211;394.0;203;9153;41;18;29;11;1346;1604;4682;1521;3675;39;26;26;10;460;872;1716;627;;3258;60;;1039;40;3314;1456;;;-417;-12;7006;2680;51;1978;723;49;4287;1840;-2308;-68;-1116;-33;3290;33782;21757;7958;4067
1579;Overige graasdierbedrijven;Concentratiegebied Zuid;2005;1754;1464;290;10563;1750.0;1244;506.0;1549.0;1043;506.0;202;9014;40;17;29;13;1373;1496;4435;1710;3634;36;26;25;12;460;843;1633;698;;3081;56;;976;44;3509;1530;;;-554;-17;6966;2655;48;2071;745;52;4305;1841;-2234;-67;-1096;-33;3228;33446;21618;8348;3480
1580;Overige graasdierbedrijven;Concentratiegebied Zuid;2006;1693;1421;272;10188;1684.0;1204;481.0;1498.0;1017;481.0;186;8690;44;18;27;11;1349;1550;4242;1548;3583;40;27;23;10;450;848;1650;635;6960.0;3270;57;2048.0;1093;43;3792;1685;-1744.0;-54.0;-591;-18;6960;2569;54;2035;711;46;3989;1773;-1955;-61;-1063;-33;3054;32261;21114;8067;3080
1581;Overige graasdierbedrijven;Concentratiegebied Zuid;2007;1622;1349;272;9965;1623.0;1146;477.0;1451.0;975;477.0;171;8514;45;17;26;12;1403;1399;3966;1747;3565;38;27;24;11;437;854;1557;716;6913.0;3139;56;2132.0;1016;44;3785;1681;-1652.0;-52.0;-664;-21;6913;2548;53;2115;713;47;3995;1779;-1880;-59;-1066;-33;2976;31997;20939;7935;3123
1582;Overige graasdierbedrijven;Concentratiegebied Zuid;2008;1609;1323;286;9744;1627.0;1132;495.0;1467.0;972;495.0;159;8276;46;17;26;11;1381;1303;3818;1775;3412;41;27;22;10;476;764;1495;677;6628.0;2927;57;2073.0;956;43;3769;1654;-1696.0;-55.0;-699;-23;6628;2449;55;2066;729;45;3950;1739;-1884;-61;-1010;-33;2886;30957;19728;8349;2879
1583;Overige graasdierbedrijven;Concentratiegebied Zuid;2009;1616;1320;296;9865;1665.0;1142;523.0;1508.0;985;523.0;157;8357;45;17;26;12;1247;1252;3956;1902;3461;41;26;22;11;407;780;1509;764;6268.0;2791;57;1872.0;868;43;4006;1760;-2134.0;-72.0;-891;-30;6268;2331;54;1850;663;46;4194;1850;-2344;-79;-1187;-40;2848;29553;18579;8225;2749
1584;Overige graasdierbedrijven;Niet-concentratiegebied;1994;3985;3375;610;31532;;3346;;;2143;;1204;29389;43;20;33;4;4837;6232;16009;2311;8554;56;27;13;3;2382;2966;2613;594;;25845;93;;18103;7;2203;813;;;17290;130;31807;11603;61;10766;4752;39;8392;2753;2373;18;1999;15;13032;133404;119961;6887;6556
1585;Overige graasdierbedrijven;Niet-concentratiegebied;1995;3815;3211;605;30123;;3199;;;2047;;1152;28076;44;21;31;4;4659;6134;14958;2325;8031;58;26;12;3;2334;2802;2234;661;;18809;90;;11834;10;2939;1056;;;10778;84;30787;11209;62;10717;4737;38;8047;2581;2670;21;2157;17;12411;128791;116047;6547;6197
1586;Overige graasdierbedrijven;Niet-concentratiegebied;1996;3827;3204;623;30508;;3220;;;1984;;1236;28524;44;19;33;5;4866;5840;15062;2756;7281;63;23;10;3;2604;2453;1629;596;;18781;90;;12484;10;3049;985;;;11500;81;33757;12327;61;13541;6023;39;8332;2384;5209;37;3639;26;12140;141802;127295;7331;7176
1587;Overige graasdierbedrijven;Niet-concentratiegebied;1997;3589;2974;615;28774;;3079;;;1962;;1117;26813;47;19;29;5;5178;5883;13359;2392;7275;64;22;11;3;2571;2392;1696;616;;17658;89;;11377;11;2887;994;;;10383;78;31776;11595;64;12323;5474;36;7403;2274;4920;37;3200;24;11778;133260;119973;7254;6033
1588;Overige graasdierbedrijven;Niet-concentratiegebied;1998;3560;2921;639;28091;;2735;;;1653;;1082;26439;48;20;28;4;5615;6084;12516;2224;7825;61;24;11;3;2597;2606;1844;777;;16192;87;;9652;13;3248;1284;;;8367;61;32541;11888;66;12873;5552;34;6860;2387;6013;44;3166;23;11679;136643;122988;7077;6578
1589;Overige graasdierbedrijven;Niet-concentratiegebied;1999;3686;3015;671;26665;4315.0;3315;1001.0;3333.0;2333;1001.0;982;23332;56;21;20;4;6995;6313;8188;1836;8259;60;25;11;3;2682;2752;1964;861;;17029;87;;10218;13;3102;1447;;;8770;61;34361;12520;74;15828;6139;26;5069;2191;10759;75;3947;27;11726;143586;130169;7483;5933
1590;Overige graasdierbedrijven;Niet-concentratiegebied;2000;4258;3529;729;30728;4879.0;3742;1137.0;3757.0;2620;1137.0;1122;26971;52;21;22;5;7459;7497;9699;2316;9243;57;27;12;4;2974;3252;2137;880;;18103;85;;10356;15;3591;1497;;;8860;56;38267;13905;71;16929;6597;29;5862;2318;11067;69;4279;27;12392;159288;144927;7677;6684
1591;Overige graasdierbedrijven;Niet-concentratiegebied;2001;4282;3553;729;31044;4994.0;3799;1195.0;3882.0;2687;1195.0;1112;27163;52;21;22;5;7486;7636;9853;2187;9428;56;28;12;4;2869;3591;2126;841;;18075;84;;10175;16;3655;1529;;;8647;52;39628;14440;70;18060;6967;30;5874;2339;12186;74;4628;28;12292;165764;149812;7745;8208
1592;Overige graasdierbedrijven;Niet-concentratiegebied;2002;4362;3617;744;30783;5046.0;3782;1264.0;3977.0;2713;1264.0;1069;26806;56;20;18;5;8489;7442;8530;2345;9427;60;25;10;5;3220;3244;2052;911;;17783;84;;9920;16;3742;1564;;;8356;50;40080;14626;74;18491;7134;26;5526;2237;12965;77;4896;29;11999;168064;151392;9091;7581
1593;Overige graasdierbedrijven;Niet-concentratiegebied;2003;4197;3445;752;29475;4909.0;3668;1242.0;3895.0;2653;1242.0;1015;25580;57;21;17;5;8634;7436;7395;2116;9365;60;26;9;5;3186;3304;1973;902;;15671;81;;8084;19;3960;1779;;;6306;37;40119;14651;75;19218;7230;25;5032;2188;14186;84;5042;30;11563;168160;152046;8960;7154
1594;Overige graasdierbedrijven;Niet-concentratiegebied;2004;4167;3403;763;25978;3932.0;3136;796.0;3105.0;2310;796.0;827;22872;66;17;12;5;9672;6072;5355;1773;8654;64;23;9;5;3411;2919;1595;728;;16679;84;;9355;16;3094;1329;;;8025;48;40184;14669;80;21073;7567;20;4002;1692;17071;101;5876;35;11427;168420;152114;9336;6970
1595;Overige graasdierbedrijven;Niet-concentratiegebied;2005;4268;3482;786;26522;3966.0;2725;1241.0;3107.0;1867;1241.0;859;23415;65;17;12;6;9675;6077;5678;1985;8903;62;24;9;6;3381;3087;1634;800;;15504;82;;8086;18;3522;1486;;;6601;40;39015;14237;78;19619;6994;22;4307;1792;15312;94;5202;32;11189;163226;148119;9042;6065
1596;Overige graasdierbedrijven;Niet-concentratiegebied;2006;4316;3525;790;26507;3970.0;2735;1236.0;3111.0;1875;1236.0;859;23395;67;17;11;4;10487;5963;5187;1759;9040;63;24;8;4;3599;3122;1585;733;39509.0;17739;83;19661.0;9830;17;3558;1552;16103.0;98.0;8278;50;39509;14364;81;19624;6922;19;3842;1678;15782;96;5244;32;11145;164819;149174;9046;6600
1597;Overige graasdierbedrijven;Niet-concentratiegebied;2007;4467;3649;818;27427;3967.0;2792;1175.0;3116.0;1942;1175.0;850;24311;67;17;11;5;10998;6113;5407;1793;9545;61;25;9;5;3759;3183;1773;829;40651.0;17495;82;20085.0;9295;18;3858;1708;16226.0;96.0;7587;45;40651;14780;80;20026;6992;20;4159;1846;15866;93;5146;30;11246;169815;153030;9924;6860
1598;Overige graasdierbedrijven;Niet-concentratiegebied;2008;4371;3563;808;26924;3933.0;2741;1192.0;3117.0;1925;1192.0;815;23806;68;17;11;5;10884;5733;5456;1733;9051;65;22;8;4;3803;2832;1679;737;40564.0;16702;82;20486.0;8965;18;3847;1641;16639.0;98.0;7324;43;40564;14734;81;20448;7331;19;4058;1739;16390;97;5591;33;11405;169731;151683;10682;7366
1599;Overige graasdierbedrijven;Niet-concentratiegebied;2009;4374;3620;754;26026;3764.0;2614;1149.0;2973.0;1824;1149.0;791;23053;68;16;11;5;10415;5588;5074;1976;8671;66;20;8;5;3628;2630;1606;808;38277.0;15812;82;19107.0;8535;18;4001;1707;15105.0;94.0;6828;42;38277;13935;81;19062;6973;19;4212;1806;14850;92;5167;32;11204;160807;142894;10905;7009
1600;Hokdierbedrijven totaal;Nederland;1994;18036;16807;1229;198614;;29888;;;29278;;611;169336;1;1;31;67;140;431;34643;134122;87667;0;1;32;66;6;167;17128;70365;;16501;6;;414;94;132801;71580;;;-71166;-730;18693;7271;0;36;12;100;152920;81200;-152884;-1569;-81188;-833;14924;97424;47534;30333;19557
1601;Hokdierbedrijven totaal;Nederland;1995;17793;16522;1271;196977;;29529;;;28916;;613;168062;1;1;31;67;118;489;34497;132957;80469;0;2;33;65;11;227;17242;62989;;12583;4;;174;96;136906;68060;;;-67886;-700;18639;7254;1;58;20;99;151270;74123;-151212;-1558;-74103;-764;14402;97029;47744;27503;21782
1602;Hokdierbedrijven totaal;Nederland;1996;17836;16549;1287;195646;;29354;;;28709;;644;166937;1;1;31;67;116;494;33986;132341;78015;0;2;34;64;12;250;16886;60868;;11662;3;;132;97;136197;66486;;;-66354;-694;18341;7113;1;48;18;99;150282;72083;-150234;-1572;-72065;-754;13905;95567;45967;25645;23954
1603;Hokdierbedrijven totaal;Nederland;1997;16998;15663;1336;189090;;30468;;;29840;;628;159249;1;2;33;64;152;600;37277;121220;76312;0;2;36;61;13;313;18184;57802;;12293;3;;169;97;127994;64187;;;-64018;-635;19279;7496;1;65;24;99;141848;69880;-141783;-1407;-69856;-693;14061;100776;48322;28109;24345
1604;Hokdierbedrijven totaal;Nederland;1998;16612;15069;1543;179626;;27275;;;26771;;504;152855;1;1;34;64;180;507;35354;116814;74739;0;2;36;62;22;276;17239;57202;;10809;3;;123;97;126200;64052;;;-63929;-664;18370;7184;1;88;31;99;136417;68408;-136329;-1417;-68377;-711;13096;96234;46983;24486;24764
1605;Hokdierbedrijven totaal;Nederland;1999;16521;14929;1592;183333;53893.0;44026;9867.0;53437.0;43570;9867.0;456;129896;1;2;36;60;272;855;35264;93504;75753;1;2;35;62;25;320;16641;58768;;10643;3;;128;97;106612;65237;;;-65109;-686;17953;7048;1;98;34;99;114559;69110;-114461;-1206;-69076;-728;11929;94927;45073;24335;25519
1606;Hokdierbedrijven totaal;Nederland;2000;16105;14587;1519;168749;49368.0;40199;9170.0;48954.0;39785;9170.0;414;119795;1;2;38;58;242;842;34268;84443;72746;0;2;36;62;27;279;16086;56354;;9830;2;;108;98;98782;63025;;;-62917;-684;17274;6788;1;105;35;99;105314;66318;-105209;-1144;-66283;-721;10863;91938;42383;18728;30827
1607;Hokdierbedrijven totaal;Nederland;2001;15211;13674;1538;155509;45496.0;36909;8587.0;45121.0;36535;8587.0;375;110388;2;3;37;58;245;936;31684;77523;63981;1;2;36;61;21;333;14943;48685;;9068;3;;107;97;90923;55020;;;-54913;-632;16111;6346;1;114;41;99;96926;57992;-96811;-1114;-57952;-667;9730;86911;37712;16539;32660
1608;Hokdierbedrijven totaal;Nederland;2002;13738;12240;1498;144286;42735.0;34055;8680.0;42451.0;33771;8680.0;284;101835;2;3;38;57;335;1325;29503;70672;60196;1;3;36;60;16;466;14347;45367;;8525;3;;95;97;84120;51766;;;-51671;-608;15742;6222;1;124;33;99;88900;54241;-88776;-1044;-54208;-638;9081;85009;37389;16722;30898
1609;Hokdierbedrijven totaal;Nederland;2003;11438;10568;870;117393;33138.0;27057;6082.0;32953.0;26871;6082.0;185;84439;2;2;35;61;169;755;21552;61964;49148;1;2;33;64;11;222;10512;38402;;5887;2;;52;98;72437;43313;;;-43261;-692;11409;4528;2;100;33;98;75225;44777;-75125;-1202;-44743;-716;7287;62512;25900;12569;24043
1610;Hokdierbedrijven totaal;Nederland;2004;11952;10819;1133;126423;32171.0;25509;6662.0;32001.0;25339;6662.0;170;94422;1;2;34;63;160;735;22020;71508;52763;0;2;33;65;6;221;10853;41683;;6087;1;;37;99;81764;46713;;;-46676;-722;11821;4693;1;53;17;99;84751;48242;-84699;-1311;-48225;-746;7275;64610;27197;13628;23785
1611;Hokdierbedrijven totaal;Nederland;2005;12861;11590;1271;143247;33024.0;27909;5115.0;32813.0;27698;5115.0;211;110434;1;2;34;63;187;885;25240;84122;61119;0;2;33;65;5;287;12309;48518;;6573;1;;24;99;96425;54570;;;-54546;-745;13485;5349;1;43;14;99;99259;55986;-99215;-1355;-55973;-765;7594;73198;31909;17113;24176
1612;Hokdierbedrijven totaal;Nederland;2006;12698;11444;1254;143615;33535.0;28285;5250.0;33349.0;28099;5250.0;185;110265;1;2;33;64;200;952;23896;85217;62295;0;2;32;67;2;261;11572;50460;13328.0;6769;1;58.0;32;99;97723;56145;-97665.0;-1384.0;-56113;-795;13328;5159;1;47;12;99;99425;57210;-99378;-1408;-57197;-810;7276;70576;30804;16166;23606
