ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
2174;422 Construction of utility projects;10 or more persons employed;2012 4th quarter;162.0;11.9
2175;422 Construction of utility projects;10 or more persons employed;2012;124.0;6.9
2176;429 Other civil engineering;All enterprises;2005 January;50.0;9.7
2177;429 Other civil engineering;All enterprises;2005 February;85.0;3.4
2178;429 Other civil engineering;All enterprises;2005 March;148.0;-0.1
2179;429 Other civil engineering;All enterprises;2005 1st quarter;94.0;2.5
2180;429 Other civil engineering;All enterprises;2005 April;109.0;9.8
2181;429 Other civil engineering;All enterprises;2005 May;97.0;6.5
2182;429 Other civil engineering;All enterprises;2005 June;98.0;15.0
2183;429 Other civil engineering;All enterprises;2005 2nd quarter;102.0;10.3
2184;429 Other civil engineering;All enterprises;2005 July;98.0;17.0
2185;429 Other civil engineering;All enterprises;2005 August;46.0;21.6
2186;429 Other civil engineering;All enterprises;2005 September;119.0;7.7
2187;429 Other civil engineering;All enterprises;2005 3rd quarter;87.0;13.3
2188;429 Other civil engineering;All enterprises;2005 October;120.0;4.8
2189;429 Other civil engineering;All enterprises;2005 November;119.0;10.2
2190;429 Other civil engineering;All enterprises;2005 December;111.0;-1.8
2191;429 Other civil engineering;All enterprises;2005 4th quarter;117.0;4.3
2192;429 Other civil engineering;All enterprises;2005;100.0;7.2
2193;429 Other civil engineering;All enterprises;2006 January;46.0;-8.0
2194;429 Other civil engineering;All enterprises;2006 February;91.0;6.4
2195;429 Other civil engineering;All enterprises;2006 March;172.0;16.2
2196;429 Other civil engineering;All enterprises;2006 1st quarter;103.0;9.0
2197;429 Other civil engineering;All enterprises;2006 April;109.0;-0.1
2198;429 Other civil engineering;All enterprises;2006 May;117.0;20.2
2199;429 Other civil engineering;All enterprises;2006 June;105.0;6.3
2200;429 Other civil engineering;All enterprises;2006 2nd quarter;110.0;8.5
2201;429 Other civil engineering;All enterprises;2006 July;103.0;5.1
2202;429 Other civil engineering;All enterprises;2006 August;54.0;17.6
2203;429 Other civil engineering;All enterprises;2006 September;134.0;13.4
2204;429 Other civil engineering;All enterprises;2006 3rd quarter;97.0;11.0
2205;429 Other civil engineering;All enterprises;2006 October;135.0;12.2
2206;429 Other civil engineering;All enterprises;2006 November;134.0;12.4
2207;429 Other civil engineering;All enterprises;2006 December;126.0;13.6
2208;429 Other civil engineering;All enterprises;2006 4th quarter;131.0;12.7
2209;429 Other civil engineering;All enterprises;2006;110.0;10.4
2210;429 Other civil engineering;All enterprises;2007 January;57.0;24.1
2211;429 Other civil engineering;All enterprises;2007 February;106.0;16.4
2212;429 Other civil engineering;All enterprises;2007 March;190.0;10.3
2213;429 Other civil engineering;All enterprises;2007 1st quarter;118.0;14.1
2214;429 Other civil engineering;All enterprises;2007 April;115.0;5.9
2215;429 Other civil engineering;All enterprises;2007 May;123.0;5.5
2216;429 Other civil engineering;All enterprises;2007 June;109.0;4.3
2217;429 Other civil engineering;All enterprises;2007 2nd quarter;116.0;5.3
2218;429 Other civil engineering;All enterprises;2007 July;100.0;-3.1
2219;429 Other civil engineering;All enterprises;2007 August;60.0;11.7
2220;429 Other civil engineering;All enterprises;2007 September;129.0;-4.0
2221;429 Other civil engineering;All enterprises;2007 3rd quarter;96.0;-0.8
2222;429 Other civil engineering;All enterprises;2007 October;142.0;5.3
2223;429 Other civil engineering;All enterprises;2007 November;132.0;-1.1
2224;429 Other civil engineering;All enterprises;2007 December;130.0;2.9
2225;429 Other civil engineering;All enterprises;2007 4th quarter;135.0;2.4
2226;429 Other civil engineering;All enterprises;2007;116.0;5.1
2227;429 Other civil engineering;All enterprises;2008 January;58.0;1.9
2228;429 Other civil engineering;All enterprises;2008 February;113.0;6.6
2229;429 Other civil engineering;All enterprises;2008 March;202.0;6.7
2230;429 Other civil engineering;All enterprises;2008 1st quarter;124.0;5.9
2231;429 Other civil engineering;All enterprises;2008 April;137.0;19.3
2232;429 Other civil engineering;All enterprises;2008 May;123.0;-0.3
2233;429 Other civil engineering;All enterprises;2008 June;119.0;8.9
2234;429 Other civil engineering;All enterprises;2008 2nd quarter;126.0;9.1
2235;429 Other civil engineering;All enterprises;2008 July;107.0;6.8
2236;429 Other civil engineering;All enterprises;2008 August;63.0;5.6
2237;429 Other civil engineering;All enterprises;2008 September;140.0;8.2
2238;429 Other civil engineering;All enterprises;2008 3rd quarter;103.0;7.2
2239;429 Other civil engineering;All enterprises;2008 October;144.0;1.7
2240;429 Other civil engineering;All enterprises;2008 November;128.0;-3.0
2241;429 Other civil engineering;All enterprises;2008 December;128.0;-1.2
2242;429 Other civil engineering;All enterprises;2008 4th quarter;134.0;-0.8
2243;429 Other civil engineering;All enterprises;2008;122.0;5.0
2244;429 Other civil engineering;All enterprises;2009 January;89.0;53.2
2245;429 Other civil engineering;All enterprises;2009 February;76.0;-32.3
2246;429 Other civil engineering;All enterprises;2009 March;186.0;-8.3
2247;429 Other civil engineering;All enterprises;2009 1st quarter;117.0;-5.9
2248;429 Other civil engineering;All enterprises;2009 April;109.0;-20.7
2249;429 Other civil engineering;All enterprises;2009 May;121.0;-1.8
2250;429 Other civil engineering;All enterprises;2009 June;128.0;7.5
2251;429 Other civil engineering;All enterprises;2009 2nd quarter;119.0;-5.7
2252;429 Other civil engineering;All enterprises;2009 July;130.0;21.8
2253;429 Other civil engineering;All enterprises;2009 August;103.0;63.5
2254;429 Other civil engineering;All enterprises;2009 September;95.0;-32.2
2255;429 Other civil engineering;All enterprises;2009 3rd quarter;109.0;6.0
2256;429 Other civil engineering;All enterprises;2009 October;131.0;-8.9
2257;429 Other civil engineering;All enterprises;2009 November;129.0;0.6
2258;429 Other civil engineering;All enterprises;2009 December;156.0;21.8
2259;429 Other civil engineering;All enterprises;2009 4th quarter;139.0;4.0
2260;429 Other civil engineering;All enterprises;2009;121.0;-0.7
2261;429 Other civil engineering;All enterprises;2010 January;81.0;-9.1
2262;429 Other civil engineering;All enterprises;2010 February;107.0;40.2
2263;429 Other civil engineering;All enterprises;2010 March;179.0;-3.9
2264;429 Other civil engineering;All enterprises;2010 1st quarter;122.0;4.3
2265;429 Other civil engineering;All enterprises;2010 April;157.0;44.3
2266;429 Other civil engineering;All enterprises;2010 May;147.0;21.4
2267;429 Other civil engineering;All enterprises;2010 June;165.0;29.4
2268;429 Other civil engineering;All enterprises;2010 2nd quarter;156.0;31.3
2269;429 Other civil engineering;All enterprises;2010 July;150.0;15.1
2270;429 Other civil engineering;All enterprises;2010 August;109.0;5.3
2271;429 Other civil engineering;All enterprises;2010 September;124.0;31.1
2272;429 Other civil engineering;All enterprises;2010 3rd quarter;128.0;16.6
2273;429 Other civil engineering;All enterprises;2010 October;160.0;21.8
2274;429 Other civil engineering;All enterprises;2010 November;160.0;24.2
2275;429 Other civil engineering;All enterprises;2010 December;168.0;8.0
2276;429 Other civil engineering;All enterprises;2010 4rd quarter;163.0;17.4
2277;429 Other civil engineering;All enterprises;2010;142.0;17.5
2278;429 Other civil engineering;All enterprises;2011 January;114.0;39.9
2279;429 Other civil engineering;All enterprises;2011 February;114.0;6.5
2280;429 Other civil engineering;All enterprises;2011 March;126.0;-29.6
2281;429 Other civil engineering;All enterprises;2011 1st quarter;118.0;-3.7
2282;429 Other civil engineering;All enterprises;2011 April;142.0;-9.4
2283;429 Other civil engineering;All enterprises;2011 May;144.0;-1.6
2284;429 Other civil engineering;All enterprises;2011 June;141.0;-14.9
2285;429 Other civil engineering;All enterprises;2011 2nd quarter;142.0;-8.9
2286;429 Other civil engineering;All enterprises;2011 July;134.0;-10.6
2287;429 Other civil engineering;All enterprises;2011 August;113.0;3.4
2288;429 Other civil engineering;All enterprises;2011 September;143.0;15.2
2289;429 Other civil engineering;All enterprises;2011 3rd quarter;130.0;1.8
2290;429 Other civil engineering;All enterprises;2011 October;131.0;-18.2
2291;429 Other civil engineering;All enterprises;2011 November;149.0;-6.9
2292;429 Other civil engineering;All enterprises;2011 December;202.0;19.7
2293;429 Other civil engineering;All enterprises;2011 4rd quarter;161.0;-1.4
2294;429 Other civil engineering;All enterprises;2011;138.0;-3.3
2295;429 Other civil engineering;All enterprises;2012 January;95.0;-16.9
2296;429 Other civil engineering;All enterprises;2012 February;106.0;-6.4
2297;429 Other civil engineering;All enterprises;2012 March;93.0;-25.9
2298;429 Other civil engineering;All enterprises;2012 1st quarter;98.0;-16.7
2299;429 Other civil engineering;All enterprises;2012 April;153.0;7.5
2300;429 Other civil engineering;All enterprises;2012 May;170.0;17.6
2301;429 Other civil engineering;All enterprises;2012 June;172.0;22.4
2302;429 Other civil engineering;All enterprises;2012 2nd quarter;165.0;15.9
2303;429 Other civil engineering;All enterprises;2012 July;150.0;12.0
2304;429 Other civil engineering;All enterprises;2012 August;102.0;-9.4
2305;429 Other civil engineering;All enterprises;2012 September;150.0;4.8
2306;429 Other civil engineering;All enterprises;2012 3rd quarter;134.0;3.2
2307;429 Other civil engineering;All enterprises;2012 October;;
2308;429 Other civil engineering;All enterprises;2012 November;;
2309;429 Other civil engineering;All enterprises;2012 December;;
2310;429 Other civil engineering;All enterprises;2012 4th quarter;;
2311;429 Other civil engineering;All enterprises;2012;;
2312;429 Other civil engineering;10 or more persons employed;2005 January;50.0;10.0
2313;429 Other civil engineering;10 or more persons employed;2005 February;86.0;3.6
2314;429 Other civil engineering;10 or more persons employed;2005 March;150.0;-0.1
2315;429 Other civil engineering;10 or more persons employed;2005 1st quarter;95.0;2.7
2316;429 Other civil engineering;10 or more persons employed;2005 April;109.0;9.8
2317;429 Other civil engineering;10 or more persons employed;2005 May;97.0;6.6
2318;429 Other civil engineering;10 or more persons employed;2005 June;98.0;14.9
2319;429 Other civil engineering;10 or more persons employed;2005 2nd quarter;101.0;10.3
2320;429 Other civil engineering;10 or more persons employed;2005 July;98.0;17.1
2321;429 Other civil engineering;10 or more persons employed;2005 August;45.0;21.8
