ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
543;Total male and female;Total;Central African;2018;17.0
544;Total male and female;Total;Central African;2019;23.0
545;Total male and female;Total;Central African;2020;30.0
546;Total male and female;Total;Central African;2021;26.0
547;Total male and female;Total;Central African;2022;29.0
548;Total male and female;Total;Central African;2023;27.0
549;Total male and female;Total;Central African;2024;21.0
550;Total male and female;Total;Chadian;2014;11.0
551;Total male and female;Total;Chadian;2015;11.0
552;Total male and female;Total;Chadian;2016;12.0
553;Total male and female;Total;Chadian;2017;16.0
554;Total male and female;Total;Chadian;2018;15.0
555;Total male and female;Total;Chadian;2019;24.0
556;Total male and female;Total;Chadian;2020;29.0
557;Total male and female;Total;Chadian;2021;23.0
558;Total male and female;Total;Chadian;2022;25.0
559;Total male and female;Total;Chadian;2023;29.0
560;Total male and female;Total;Chadian;2024;35.0
561;Total male and female;Total;Chilean;2014;907.0
562;Total male and female;Total;Chilean;2015;925.0
563;Total male and female;Total;Chilean;2016;969.0
564;Total male and female;Total;Chilean;2017;1052.0
565;Total male and female;Total;Chilean;2018;1132.0
566;Total male and female;Total;Chilean;2019;1203.0
567;Total male and female;Total;Chilean;2020;1282.0
568;Total male and female;Total;Chilean;2021;1237.0
569;Total male and female;Total;Chilean;2022;1374.0
570;Total male and female;Total;Chilean;2023;1504.0
571;Total male and female;Total;Chilean;2024;1597.0
572;Total male and female;Total;Chinese;2014;27192.0
573;Total male and female;Total;Chinese;2015;28220.0
574;Total male and female;Total;Chinese;2016;29746.0
575;Total male and female;Total;Chinese;2017;31437.0
576;Total male and female;Total;Chinese;2018;33860.0
577;Total male and female;Total;Chinese;2019;36491.0
578;Total male and female;Total;Chinese;2020;39352.0
579;Total male and female;Total;Chinese;2021;38851.0
580;Total male and female;Total;Chinese;2022;40896.0
581;Total male and female;Total;Chinese;2023;43656.0
582;Total male and female;Total;Chinese;2024;47369.0
583;Total male and female;Total;Colombian;2014;2206.0
584;Total male and female;Total;Colombian;2015;2144.0
585;Total male and female;Total;Colombian;2016;2142.0
586;Total male and female;Total;Colombian;2017;2230.0
587;Total male and female;Total;Colombian;2018;2325.0
588;Total male and female;Total;Colombian;2019;2619.0
589;Total male and female;Total;Colombian;2020;3060.0
590;Total male and female;Total;Colombian;2021;3139.0
591;Total male and female;Total;Colombian;2022;3597.0
592;Total male and female;Total;Colombian;2023;4035.0
593;Total male and female;Total;Colombian;2024;4655.0
594;Total male and female;Total;Comoran;2014;0.0
595;Total male and female;Total;Comoran;2015;0.0
596;Total male and female;Total;Comoran;2016;0.0
597;Total male and female;Total;Comoran;2017;1.0
598;Total male and female;Total;Comoran;2018;2.0
599;Total male and female;Total;Comoran;2019;1.0
600;Total male and female;Total;Comoran;2020;4.0
601;Total male and female;Total;Comoran;2021;2.0
602;Total male and female;Total;Comoran;2022;2.0
603;Total male and female;Total;Comoran;2023;4.0
604;Total male and female;Total;Comoran;2024;1.0
605;Total male and female;Total;Congolese;2014;534.0
606;Total male and female;Total;Congolese;2015;479.0
607;Total male and female;Total;Congolese;2016;542.0
608;Total male and female;Total;Congolese;2017;501.0
609;Total male and female;Total;Congolese;2018;502.0
610;Total male and female;Total;Congolese;2019;505.0
611;Total male and female;Total;Congolese;2020;496.0
612;Total male and female;Total;Congolese;2021;446.0
613;Total male and female;Total;Congolese;2022;416.0
614;Total male and female;Total;Congolese;2023;362.0
615;Total male and female;Total;Congolese;2024;334.0
616;Total male and female;Total;Congolese (Democratic Republic);2014;809.0
617;Total male and female;Total;Congolese (Democratic Republic);2015;692.0
618;Total male and female;Total;Congolese (Democratic Republic);2016;727.0
619;Total male and female;Total;Congolese (Democratic Republic);2017;804.0
620;Total male and female;Total;Congolese (Democratic Republic);2018;826.0
621;Total male and female;Total;Congolese (Democratic Republic);2019;988.0
622;Total male and female;Total;Congolese (Democratic Republic);2020;1134.0
623;Total male and female;Total;Congolese (Democratic Republic);2021;1139.0
624;Total male and female;Total;Congolese (Democratic Republic);2022;1139.0
625;Total male and female;Total;Congolese (Democratic Republic);2023;1316.0
626;Total male and female;Total;Congolese (Democratic Republic);2024;1415.0
627;Total male and female;Total;Costa Rican;2014;189.0
628;Total male and female;Total;Costa Rican;2015;208.0
629;Total male and female;Total;Costa Rican;2016;225.0
630;Total male and female;Total;Costa Rican;2017;244.0
631;Total male and female;Total;Costa Rican;2018;271.0
632;Total male and female;Total;Costa Rican;2019;317.0
633;Total male and female;Total;Costa Rican;2020;369.0
634;Total male and female;Total;Costa Rican;2021;383.0
635;Total male and female;Total;Costa Rican;2022;417.0
636;Total male and female;Total;Costa Rican;2023;501.0
637;Total male and female;Total;Costa Rican;2024;535.0
638;Total male and female;Total;Croatian;2014;1764.0
639;Total male and female;Total;Croatian;2015;2017.0
640;Total male and female;Total;Croatian;2016;2220.0
641;Total male and female;Total;Croatian;2017;2414.0
642;Total male and female;Total;Croatian;2018;2638.0
643;Total male and female;Total;Croatian;2019;3024.0
644;Total male and female;Total;Croatian;2020;3811.0
645;Total male and female;Total;Croatian;2021;4426.0
646;Total male and female;Total;Croatian;2022;5292.0
647;Total male and female;Total;Croatian;2023;6199.0
648;Total male and female;Total;Croatian;2024;6862.0
649;Total male and female;Total;Cuban;2014;458.0
650;Total male and female;Total;Cuban;2015;425.0
651;Total male and female;Total;Cuban;2016;412.0
652;Total male and female;Total;Cuban;2017;374.0
653;Total male and female;Total;Cuban;2018;367.0
654;Total male and female;Total;Cuban;2019;433.0
655;Total male and female;Total;Cuban;2020;461.0
656;Total male and female;Total;Cuban;2021;489.0
657;Total male and female;Total;Cuban;2022;513.0
658;Total male and female;Total;Cuban;2023;523.0
659;Total male and female;Total;Cuban;2024;539.0
660;Total male and female;Total;Cypriot;2014;319.0
661;Total male and female;Total;Cypriot;2015;356.0
662;Total male and female;Total;Cypriot;2016;421.0
663;Total male and female;Total;Cypriot;2017;519.0
664;Total male and female;Total;Cypriot;2018;676.0
665;Total male and female;Total;Cypriot;2019;843.0
666;Total male and female;Total;Cypriot;2020;1040.0
667;Total male and female;Total;Cypriot;2021;1128.0
668;Total male and female;Total;Cypriot;2022;1515.0
669;Total male and female;Total;Cypriot;2023;1938.0
670;Total male and female;Total;Cypriot;2024;2313.0
671;Total male and female;Total;Czech;2014;3170.0
672;Total male and female;Total;Czech;2015;3396.0
673;Total male and female;Total;Czech;2016;3525.0
674;Total male and female;Total;Czech;2017;3672.0
675;Total male and female;Total;Czech;2018;3897.0
676;Total male and female;Total;Czech;2019;4144.0
677;Total male and female;Total;Czech;2020;4464.0
678;Total male and female;Total;Czech;2021;4597.0
679;Total male and female;Total;Czech;2022;5053.0
680;Total male and female;Total;Czech;2023;5479.0
681;Total male and female;Total;Czech;2024;5822.0
682;Total male and female;Total;Czechslovak;2014;7.0
683;Total male and female;Total;Czechslovak;2015;3.0
684;Total male and female;Total;Czechslovak;2016;2.0
685;Total male and female;Total;Czechslovak;2017;2.0
686;Total male and female;Total;Czechslovak;2018;2.0
687;Total male and female;Total;Czechslovak;2019;2.0
688;Total male and female;Total;Czechslovak;2020;0.0
689;Total male and female;Total;Czechslovak;2021;0.0
690;Total male and female;Total;Czechslovak;2022;0.0
691;Total male and female;Total;Czechslovak;2023;0.0
692;Total male and female;Total;Czechslovak;2024;0.0
693;Total male and female;Total;(former) Czechoslovakia;2014;7118.0
694;Total male and female;Total;(former) Czechoslovakia;2015;7788.0
695;Total male and female;Total;(former) Czechoslovakia;2016;8281.0
696;Total male and female;Total;(former) Czechoslovakia;2017;8801.0
697;Total male and female;Total;(former) Czechoslovakia;2018;9598.0
698;Total male and female;Total;(former) Czechoslovakia;2019;10435.0
699;Total male and female;Total;(former) Czechoslovakia;2020;11320.0
700;Total male and female;Total;(former) Czechoslovakia;2021;11892.0
701;Total male and female;Total;(former) Czechoslovakia;2022;13244.0
702;Total male and female;Total;(former) Czechoslovakia;2023;14446.0
703;Total male and female;Total;(former) Czechoslovakia;2024;15442.0
704;Total male and female;Total;Danish;2014;2832.0
705;Total male and female;Total;Danish;2015;2960.0
706;Total male and female;Total;Danish;2016;2987.0
707;Total male and female;Total;Danish;2017;3149.0
708;Total male and female;Total;Danish;2018;3290.0
709;Total male and female;Total;Danish;2019;3370.0
710;Total male and female;Total;Danish;2020;3502.0
711;Total male and female;Total;Danish;2021;3431.0
712;Total male and female;Total;Danish;2022;3577.0
713;Total male and female;Total;Danish;2023;3568.0
714;Total male and female;Total;Danish;2024;3703.0
715;Total male and female;Total;Djiboutian;2014;12.0
716;Total male and female;Total;Djiboutian;2015;14.0
717;Total male and female;Total;Djiboutian;2016;17.0
718;Total male and female;Total;Djiboutian;2017;18.0
719;Total male and female;Total;Djiboutian;2018;20.0
720;Total male and female;Total;Djiboutian;2019;23.0
721;Total male and female;Total;Djiboutian;2020;30.0
722;Total male and female;Total;Djiboutian;2021;32.0
723;Total male and female;Total;Djiboutian;2022;42.0
724;Total male and female;Total;Djiboutian;2023;42.0
725;Total male and female;Total;Djiboutian;2024;48.0
726;Total male and female;Total;Dominican;2014;11.0
727;Total male and female;Total;Dominican;2015;10.0
728;Total male and female;Total;Dominican;2016;10.0
729;Total male and female;Total;Dominican;2017;9.0
730;Total male and female;Total;Dominican;2018;7.0
731;Total male and female;Total;Dominican;2019;8.0
732;Total male and female;Total;Dominican;2020;9.0
733;Total male and female;Total;Dominican;2021;10.0
734;Total male and female;Total;Dominican;2022;12.0
735;Total male and female;Total;Dominican;2023;15.0
736;Total male and female;Total;Dominican;2024;18.0
737;Total male and female;Total;Dominican (from Republic);2014;1053.0
738;Total male and female;Total;Dominican (from Republic);2015;1000.0
739;Total male and female;Total;Dominican (from Republic);2016;961.0
740;Total male and female;Total;Dominican (from Republic);2017;927.0
741;Total male and female;Total;Dominican (from Republic);2018;877.0
742;Total male and female;Total;Dominican (from Republic);2019;926.0
743;Total male and female;Total;Dominican (from Republic);2020;979.0
744;Total male and female;Total;Dominican (from Republic);2021;995.0
745;Total male and female;Total;Dominican (from Republic);2022;1043.0
746;Total male and female;Total;Dominican (from Republic);2023;1072.0
747;Total male and female;Total;Dominican (from Republic);2024;1106.0
748;Total male and female;Total;Ecuadorian;2014;639.0
749;Total male and female;Total;Ecuadorian;2015;648.0
750;Total male and female;Total;Ecuadorian;2016;665.0
751;Total male and female;Total;Ecuadorian;2017;671.0
752;Total male and female;Total;Ecuadorian;2018;655.0
753;Total male and female;Total;Ecuadorian;2019;742.0
754;Total male and female;Total;Ecuadorian;2020;798.0
755;Total male and female;Total;Ecuadorian;2021;718.0
756;Total male and female;Total;Ecuadorian;2022;759.0
757;Total male and female;Total;Ecuadorian;2023;790.0
758;Total male and female;Total;Ecuadorian;2024;814.0
759;Total male and female;Total;Egyptian;2014;2556.0
760;Total male and female;Total;Egyptian;2015;2632.0
761;Total male and female;Total;Egyptian;2016;2687.0
762;Total male and female;Total;Egyptian;2017;2891.0
763;Total male and female;Total;Egyptian;2018;3293.0
764;Total male and female;Total;Egyptian;2019;3836.0
765;Total male and female;Total;Egyptian;2020;4498.0
766;Total male and female;Total;Egyptian;2021;4701.0
767;Total male and female;Total;Egyptian;2022;5217.0
768;Total male and female;Total;Egyptian;2023;6062.0
769;Total male and female;Total;Egyptian;2024;6449.0
770;Total male and female;Total;Equatorial Guinean;2014;2.0
771;Total male and female;Total;Equatorial Guinean;2015;5.0
772;Total male and female;Total;Equatorial Guinean;2016;5.0
773;Total male and female;Total;Equatorial Guinean;2017;5.0
774;Total male and female;Total;Equatorial Guinean;2018;5.0
775;Total male and female;Total;Equatorial Guinean;2019;5.0
776;Total male and female;Total;Equatorial Guinean;2020;5.0
777;Total male and female;Total;Equatorial Guinean;2021;5.0
778;Total male and female;Total;Equatorial Guinean;2022;5.0
779;Total male and female;Total;Equatorial Guinean;2023;4.0
780;Total male and female;Total;Equatorial Guinean;2024;5.0
781;Total male and female;Total;Eritrean;2014;369.0
782;Total male and female;Total;Eritrean;2015;3230.0
783;Total male and female;Total;Eritrean;2016;9077.0
784;Total male and female;Total;Eritrean;2017;15658.0
785;Total male and female;Total;Eritrean;2018;20967.0
786;Total male and female;Total;Eritrean;2019;26049.0
787;Total male and female;Total;Eritrean;2020;30351.0
788;Total male and female;Total;Eritrean;2021;30005.0
789;Total male and female;Total;Eritrean;2022;25262.0
790;Total male and female;Total;Eritrean;2023;21517.0
791;Total male and female;Total;Eritrean;2024;18472.0
792;Total male and female;Total;Estonian;2014;971.0
793;Total male and female;Total;Estonian;2015;1065.0
