ID;Dimensions;Periods;Total_1;GrossDomesticProduct_2;Total_3;ImportsOfGoods_4;ImportsOfServices_5;Total_6;Total_7;Total_8;ConsumptionByHouseholds_9;ConsumptionByGeneralGovernment_10;Total_11;ByEnterprisesAndHouseholds_12;ByGovernment_13;ChangesInInventories_14;Total_15;ExportsOfGoods_16;ExportsOfServices_17;Total_18;AFAgricultureAndIndustry_19;AAgricultureForestryAndFishing_20;Total_21;BMiningAndQuarrying_22;Total_23;k_1012ManufactureOfFoodAndBeverages_24;k_1315ManOfTextileLeatherproducts_25;k_1618ManOfWoodPaperPrinting_26;k_19ManufactureOfCokeAndPetroleum_27;k_2021ManOfChemicalsPharmaceuticals_28;k_2223ManOfRubberPlasticsMinerals_29;k_2425ManOfBasicMetalsAndProducts_30;k_2627ManOfElectricElectronicProd_31;k_28ManOfOtherMachineryAndEquipment_32;k_2930ManOfTransportEquipment_33;k_3133ManOfOtherProductsAndRepair_34;DElectricityAndGasSupply_35;EWaterSupplyAndWasteManagement_36;FConstruction_37;GNCommercialServices_38;Total_39;GWholesaleAndRetailTrade_40;HTransportationAndStorage_41;IAccommodationAndFoodServing_42;JInformationAndCommunication_43;KFinancialInstitutions_44;LRentingBuyingSellingRealEstate_45;Total_46;MSpecialisedBusinessServices_47;Total_48;k_77RentingAndLeasingOfTangibleGoods_49;k_78EmploymentActivities_50;k_79TravelAgenciesTourOperatorsEtc_51;k_8082SecurityAndOtherServices_52;OUNoncommercialServices_53;Total_54;Total_55;OPublicAdministrationAndServices_56;PEducation_57;QHealthAndSocialWorkActivities_58;RUCultureRecreationOtherServices_59;TaxesLessSubsidiesOnProducts_60;TaxesOnProducts_61;SubsidiesOnProducts_62;DifferenceImputedAndPaidVAT_63;GrossDomesticProduct_64;CompensationOfEmployees_65;OperatingSurplusNet_66;TaxesLessSubsidies_67;TaxesOnProductionAndImports_68;Subsidies_69;NetDomesticProduct_70;ConsumptionOfFixedCapital_71;GrossDomesticProduct_72;GrossDomesticProduct_73;NetPrimaryIncomeAbroad_74;PrimaryIncomeAbroadReceived_75;PrimaryIncomeAbroadPaid_76;GrossNationalIncome_77;NetCurrentTransfersAbroad_78;CurrentTransfersAbroadReceived_79;CurrentTransfersAbroadPaid_80;GrossDisposableNationalIncome_81;FinalConsumptionExpenditure_82;AdjustmentForEquityPensionFunds_83;GrossNationalSaving_84;GrossFixedCapitalFormation_85;SurplusOfTheNationOnIncome_86;NetExportsOfGoods_87;NetExportsOfServices_88;NetPrimaryIncomeAbroad_89;NetCurrentTransfersAbroad_90;AdjustmentForEquityPensionFunds_91;SurplusOfNationOnCurrentTransaction_92;NetCapitalTransfersAbroad_93;CapitalTransfersAbroadReceived_94;CapitalTransfersAbroadPaid_95;NationalNetLendingOrNetBorrowing_96;TotalConsumptionExpenditure_97;Total_98;Total_99;Total_100;Food_101;BeveragesAndTobacco_102;Total_103;ClothingAndFootwear_104;VehiclesAndParts_105;HomeFurnishingAndOtherDurableGoods_106;Total_107;EnergyAndWater_108;MotorFuelAndOtherGoods_109;Total_110;Housing_111;HotelsAndRestaurantsServices_112;RecreationalAndCulturalServices_113;TransportAndCommunicationServices_114;MedicalServicesAndWelfare_115;FinancialAndBusinessServices_116;OtherServices_117;DomesticConsumption_118;ConsumptionByResidentsAbroad_119;ConsumptionForeignerInTheNetherlands_120;Total_121;IndividualConsumptionByGovernment_122;CollectiveConsumptionByGovernment_123;TotalConsumptionExpenditure_124;ActualIndividualConsumption_125;ActualCollectiveFinalConsumption_126;TotalGrossFixedCapitalFormation_127;Total_128;Dwellings_129;Total_130;NonResidentialBuildings_131;CivilEngineeringWorks_132;TransportEquipment_133;Total_134;MachineryAndEquipment_135;Computers_136;CultivatedAssetsTreesAndLivestock_137;Total_138;OtherTangibleFixedAssets_139;IntangibleFixedAssets_140;TransfersCostsOfGround_141;SalesOfExistingFixedAssets_142;TotalGrossFixedCapitalFormation_143;Total_144;AAgricultureForestryAndFishing_145;BFIndustryAndEnergy_146;GNCommercialServices_147;OUNoncommercialServices_148;SalesOfExistingFixedAssets_149;TotalExports_150;ProductsOfAgricultureAndFishing_151;CrudeOilGasAndOtherMinerals_152;FoodBeveragesAndTobaccoProducts_153;TextilesWearingApparelAndLeather_154;PaperPrintedMatterAndRecordedMedia_155;CokePetroleumProductsAndOtherFuel_156;ChemicalProductsAndManMadeFibres_157;RubberEnPlasticProducts_158;BasicMetalsAndMetalProducts_159;MachineryAndEquipmentIE_160;ElectricalMachineryOpticalEquipment_161;TransportEquipment_162;OtherManufacturedProductsIE_163;TransportAndCommunicationServices_164;FinancialAndBusinessServices_165;OtherProducts_166;ConsumptionForeignerInTheNetherlands_167;ExportsOfUsedFixedCapitalGoods_168;CifFobAdjustment_169;Total_170;ExportsOfGoodsFromProduction_171;ReExports_172;ExportsOfUsedFixedCapitalGoods_173;Total_174;ConsumptionForeignerInTheNetherlands_175;OtherExportsOfServices_176;CifFobAdjustment_177;Total_178;ProductsOfAgricultureAndFishing_179;CrudeOilGasAndOtherMinerals_180;FoodBeveragesAndTobaccoProducts_181;TextilesWearingApparelAndLeather_182;PaperPrintedMatterAndRecordedMedia_183;CokePetroleumProductsAndOtherFuel_184;ChemicalProductsAndManMadeFibres_185;RubberEnPlasticProducts_186;BasicMetalsAndMetalProducts_187;MachineryAndEquipmentIE_188;ElectricalMachineryOpticalEquipment_189;TransportEquipment_190;OtherManufacturedProductsIE_191;OtherProducts_192;ConsumptionByResidentsAbroad_193;CifFobAdjustment_194;Total_195;ImportOfGoodsCif_196;CifFobAdjustmentAndReclassification_197;Total_198;ImportsOfServicesCif_199;CifFobReclassification_200;TotalTaxesOnProductionAndImports_201;TaxesOnProducts_202;OtherTaxesOnProduction_203;TotalSubsidies_204;SubsidiesOnProducts_205;OtherSubsidiesOnProduction_206
84;Prices of 2005;2004;800773;503111;297647;227671;69954;800773;463416;368982;247856;121125;93553;77624;15931;898;337223;265575;71644;446904;117892;8872;84552;15222;60113;11493.0;1090.0;4794.0;3298.0;10746.0;3849.0;7232.0;2775.0;4841.0;2937.0;7070.0;5877;4005;24487;224786;87083;56452.0;22264.0;8375.0;22424;34053;33132;48133;27465.0;20678.0;4506.0;9455.0;972.0;5749.0;104276;93069;54526.0;32784.0;21742.0;38552.0;11209;55756.0;59881.0;4122.0;452.0;503111;;;56812.0;65231.0;8404.0;428777.0;74332.0;503111;503111;;;;;;;;;368982;;;94448;;;;;;;;;;;;368982;247856;114134.0;33655.0;21023.0;12634.0;46372.0;12759.0;9668.0;23951.0;34122.0;10066.0;24071.0;132584.0;40521.0;12513.0;8285.0;18262.0;13079.0;25000.0;14913.0;246731.0;10454.0;9330.0;121125;67475;53654;368982;315329;53654;93553;95475;29665;24949;14949.0;10006.0;10304;15935;12138.0;3830.0;378;14257;5510.0;7500.0;1247.0;1922;93553;95475;3279;12646;59692;19857;1922;337223;16185.0;11422.0;30830.0;7712.0;6117.0;22144.0;45906.0;6288.0;17513.0;15574.0;60936.0;13704.0;6004.0;20581.0;35029.0;14258.0;9330.0;633.0;-2217.0;265575;151819.0;113708.0;633.0;71644;9330.0;64525.0;-2217.0;297647;9916.0;25142.0;15837.0;9906.0;6504.0;9758.0;30380.0;6184.0;17072.0;13799.0;58355.0;17712.0;9708.0;59579.0;10454.0;-2217.0;227671;234731.0;7060.0;69954;65104.0;4842.0;65231.0;59881.0;5352.0;8404.0;4122.0;4313.0
85;Prices of 2005;2005 1st quarter;200716;125995;74721;57898;16823;200716;113866;90580;61906;28674;23296;19415;3881;-10;86850;68606;18244;111861;30582;2070;22320;4445;15089;2836.0;253.0;1177.0;815.0;2588.0;911.0;1923.0;809.0;1244.0;754.0;1779.0;1766;1020;6192;56356;21692;14101.0;5600.0;1991.0;5715;8843;8170;11936;6862.0;5074.0;1094.0;2318.0;232.0;1430.0;24923;21929;12560.0;7594.0;4966.0;9369.0;2994;12803.0;13794.0;991.0;;125995;;;13349.0;15128.0;1779.0;107398.0;18597.0;125995;125995;;;;;;;;;90580;;;23286;;;;;;;;;;;;90580;61906;28812.0;8216.0;5290.0;2926.0;11433.0;2862.0;2748.0;5823.0;9163.0;3424.0;5739.0;33268.0;10370.0;2926.0;2008.0;4519.0;3388.0;6399.0;3658.0;62080.0;1831.0;2005.0;28674;16503;12171;90580;78409;12171;23296;23813;7495;6173;3500.0;2673.0;2626;3807;2962.0;845.0;166;3546;1374.0;1859.0;313.0;517;23296;23813;857;3167;14950;4839;517;86850;4187.0;3547.0;7579.0;2194.0;1497.0;5607.0;11826.0;1626.0;4464.0;3708.0;16023.0;3384.0;1439.0;5264.0;9032.0;3825.0;2005.0;213.0;-570.0;68606;37797.0;30596.0;213.0;18244;2005.0;16809.0;-570.0;74721;2742.0;6375.0;3853.0;2742.0;1600.0;2393.0;7836.0;1523.0;4313.0;3360.0;14808.0;4616.0;2361.0;14938.0;1831.0;-570.0;57898;59728.0;1830.0;16823;15563.0;1260.0;15128.0;13794.0;1334.0;1779.0;991.0;788.0
86;Prices of 2005;2005 2nd quarter;207944;130116;77828;59290;18538;207944;119168;94832;62678;32154;25503;21379;4124;-1167;88776;69682;19094;115802;29702;2039;20802;2444;15720;2919.0;284.0;1249.0;858.0;2738.0;1061.0;1887.0;745.0;1229.0;779.0;1971.0;1685;953;6861;57807;22585;14689.0;5681.0;2215.0;5940;8648;8182;12452;7101.0;5351.0;1133.0;2489.0;258.0;1471.0;28293;25642;15267.0;9123.0;6144.0;10375.0;2651;13834.0;14890.0;1056.0;;130116;;;14448.0;16337.0;1889.0;111300.0;18816.0;130116;130116;;;;;;;;;94832;;;24336;;;;;;;;;;;;94832;62678;28366.0;8271.0;5126.0;3145.0;11730.0;3235.0;2576.0;5919.0;8365.0;2077.0;6288.0;33993.0;10268.0;3293.0;2109.0;4827.0;3398.0;6361.0;3737.0;62359.0;2685.0;2366.0;32154;18081;14073;94832;80759;14073;25503;26061;8198;6881;4066.0;2815.0;2303;4197;3151.0;1046.0;273;4209;1510.0;2280.0;419.0;558;25503;26061;1056;3484;16259;5262;558;88776;4616.0;2468.0;8065.0;1766.0;1536.0;5350.0;12282.0;1618.0;4512.0;4182.0;16284.0;3794.0;1543.0;5292.0;9336.0;4137.0;2366.0;212.0;-583.0;69682;38431.0;31039.0;212.0;19094;2366.0;17311.0;-583.0;77828;2672.0;6889.0;4204.0;2239.0;1628.0;2182.0;8309.0;1636.0;4320.0;3614.0;15277.0;4485.0;2554.0;15717.0;2685.0;-583.0;59290;61170.0;1880.0;18538;17241.0;1297.0;16337.0;14890.0;1447.0;1889.0;1056.0;833.0
87;Prices of 2005;2005 3rd quarter;203214;124380;78834;59365;19469;203214;114532;91871;62916;28955;22677;18523;4154;-16;88682;69592;19090;110646;27508;2349;19493;1795;14999;3021.0;254.0;1209.0;821.0;2833.0;942.0;1790.0;643.0;1202.0;632.0;1652.0;1701;998;5666;58023;22587;14634.0;5804.0;2149.0;5720;8724;8424;12568;6761.0;5807.0;1148.0;2959.0;265.0;1435.0;25115;22135;12543.0;7549.0;4994.0;9592.0;2980;13863.0;14879.0;1016.0;;124380;;;14404.0;16242.0;1838.0;105345.0;19035.0;124380;124380;;;;;;;;;91871;;;22661;;;;;;;;;;;;91871;62916;27657.0;8300.0;5137.0;3163.0;11747.0;3371.0;2312.0;6064.0;7610.0;1613.0;5997.0;33851.0;10269.0;3198.0;2188.0;4997.0;3249.0;6415.0;3535.0;61508.0;4001.0;2593.0;28955;16739;12216;91871;79655;12216;22677;23153;7352;5765;3308.0;2457.0;2419;4156;3073.0;1083.0;-97;3558;1349.0;1882.0;327.0;476;22677;23153;584;3169;14664;4736;476;88682;4179.0;2051.0;7955.0;2374.0;1554.0;5518.0;12476.0;1584.0;4458.0;3892.0;17247.0;3143.0;1542.0;5652.0;9197.0;3708.0;2593.0;153.0;-594.0;69592;37331.0;32108.0;153.0;19090;2593.0;17091.0;-594.0;78834;2278.0;6265.0;4059.0;3015.0;1648.0;2599.0;8356.0;1511.0;4115.0;3409.0;16828.0;3756.0;2283.0;15305.0;4001.0;-594.0;59365;61321.0;1956.0;19469;18107.0;1362.0;16242.0;14879.0;1363.0;1838.0;1016.0;822.0
88;Prices of 2005;2005 4th quarter;215221;132916;82305;64604;17701;215221;122076;94745;62843;31902;25540;20815;4725;1791;93145;73987;19158;117873;31111;2368;22198;3848;15597;3161.0;306.0;1275.0;836.0;2654.0;1038.0;1851.0;727.0;1196.0;764.0;1789.0;1781;972;6545;60068;23684;15611.0;5958.0;2115.0;5997;8878;8436;13073;7255.0;5818.0;1167.0;2915.0;208.0;1528.0;26694;23939;13890.0;8274.0;5616.0;10049.0;2755;16087.0;17130.0;1043.0;;132916;;;16600.0;18585.0;1985.0;113655.0;19261.0;132916;132916;;;;;;;;;94745;;;27331;;;;;;;;;;;;94745;62843;29753.0;8824.0;5563.0;3261.0;12013.0;3541.0;1918.0;6554.0;8916.0;2781.0;6135.0;33791.0;10233.0;3123.0;2047.0;4652.0;3426.0;6677.0;3633.0;63544.0;1648.0;2349.0;31902;17344;14558;94745;80187;14558;25540;26143;8100;6693;3809.0;2884.0;2768;4788;3428.0;1360.0;-2;3796;1423.0;1931.0;442.0;603;25540;26143;765;3655;16363;5360;603;93145;3801.0;3276.0;8161.0;1919.0;1634.0;6000.0;11986.0;1596.0;4474.0;4186.0;20183.0;3316.0;1668.0;5550.0;9459.0;3981.0;2349.0;227.0;-621.0;73987;38741.0;35019.0;227.0;19158;2349.0;17430.0;-621.0;82305;2637.0;6741.0;4441.0;2411.0;1661.0;2731.0;8624.0;1605.0;4497.0;3746.0;19264.0;4408.0;2675.0;15837.0;1648.0;-621.0;64604;66682.0;2078.0;17701;16244.0;1457.0;18585.0;17130.0;1455.0;1985.0;1043.0;942.0
89;Prices of 2005;2005;827095;513407;313688;241157;72531;827095;469642;372028;250343;121685;97016;80132;16884;598;357453;281867;75586;456182;118903;8826;84813;12532;61405;11937.0;1097.0;4910.0;3330.0;10813.0;3952.0;7451.0;2924.0;4871.0;2929.0;7191.0;6933;3943;25264;232254;90548;59035.0;23043.0;8470.0;23372;35093;33212;50029;27979.0;22050.0;4542.0;10681.0;963.0;5864.0;105025;93645;54260.0;32540.0;21720.0;39385.0;11380;56587.0;60693.0;4106.0;638.0;513407;;;58801.0;66292.0;7491.0;437698.0;75709.0;513407;513407;;;;;;;;;372028;;;97614;;;;;;;;;;;;372028;250343;114588.0;33611.0;21116.0;12495.0;46923.0;13009.0;9554.0;24360.0;34054.0;9895.0;24159.0;134903.0;41140.0;12540.0;8352.0;18995.0;13461.0;25852.0;14563.0;249491.0;10165.0;9313.0;121685;68667;53018;372028;319010;53018;97016;99170;31145;25512;14683.0;10829.0;10116;16948;12614.0;4334.0;340;15109;5656.0;7952.0;1501.0;2154;97016;99170;3262;13475;62236;20197;2154;357453;16783.0;11342.0;31760.0;8253.0;6221.0;22475.0;48570.0;6424.0;17908.0;15968.0;69737.0;13637.0;6192.0;21758.0;37024.0;15651.0;9313.0;805.0;-2368.0;281867;152300.0;128762.0;805.0;75586;9313.0;68641.0;-2368.0;313688;10329.0;26270.0;16557.0;10407.0;6537.0;9905.0;33125.0;6275.0;17245.0;14129.0;66177.0;17265.0;9873.0;61797.0;10165.0;-2368.0;241157;248901.0;7744.0;72531;67155.0;5376.0;66292.0;60693.0;5599.0;7491.0;4106.0;3385.0
90;Prices of 2005;2006 1st quarter;213345;130711;82634;64665;17969;213345;118467;93178;61714;31464;24425;20413;4012;864;94878;75770;19108;115646;31678;1999;23258;5078;15409;2868.0;272.0;1234.0;795.0;2733.0;994.0;1952.0;819.0;1260.0;726.0;1756.0;1811;960;6421;58887;22968;15165.0;5786.0;2017.0;5973;9317;7995;12634;7066.0;5568.0;1122.0;2715.0;232.0;1499.0;25081;22338;12480.0;7590.0;4890.0;9858.0;2743;14963.0;15958.0;995.0;;130711;;;15502.0;17304.0;1802.0;111752.0;18959.0;130711;130711;;;;;;;;;93178;;;25289;;;;;;;;;;;;93178;61714;29886.0;8409.0;5411.0;2998.0;12250.0;2963.0;2950.0;6337.0;9227.0;3680.0;5547.0;32098.0;10452.0;2991.0;2100.0;4669.0;1786.0;6471.0;3629.0;61984.0;1773.0;2043.0;31464;18778;12686;93178;80492;12686;24425;24960;8178;6347;3588.0;2759.0;2733;4237;3264.0;973.0;144;3321;1362.0;1630.0;329.0;535;24425;24960;876;3485;15617;4982;535;94878;4525.0;4069.0;7873.0;2412.0;1602.0;5609.0;12612.0;1698.0;5302.0;4233.0;19337.0;3375.0;1595.0;5317.0;9821.0;3933.0;2043.0;207.0;-685.0;75770;39566.0;35997.0;207.0;19108;2043.0;17750.0;-685.0;82634;2982.0;6469.0;4163.0;2976.0;1593.0;2666.0;8536.0;1609.0;5180.0;3789.0;18148.0;4898.0;2593.0;15947.0;1773.0;-685.0;64665;66910.0;2245.0;17969;16409.0;1560.0;17304.0;15958.0;1346.0;1802.0;995.0;807.0
91;Prices of 2005;2006 2nd quarter;219085;134608;84477;65484;18993;219085;123995;97941;62773;35168;26934;22586;4348;-880;95090;75617;19473;119522;30044;2041;21160;2322;16166;2954.0;279.0;1267.0;761.0;3053.0;1104.0;1954.0;751.0;1294.0;761.0;1988.0;1626;1046;6843;61151;24048;15906.0;5867.0;2275.0;6309;9364;8201;13229;7300.0;5929.0;1139.0;2994.0;249.0;1547.0;28327;25279;15197.0;9037.0;6160.0;10082.0;3048;14878.0;15913.0;1035.0;;134608;;;15509.0;17374.0;1865.0;115425.0;19183.0;134608;134608;;;;;;;;;97941;;;26054;;;;;;;;;;;;97941;62773;29693.0;8666.0;5392.0;3274.0;12683.0;3485.0;2645.0;6553.0;8344.0;2081.0;6263.0;32962.0;10349.0;3384.0;2204.0;4970.0;1787.0;6522.0;3746.0;62655.0;2598.0;2480.0;35168;20460;14708;97941;83233;14708;26934;27492;8522;6961;4058.0;2903.0;2685;4727;3455.0;1272.0;248;4349;1555.0;2374.0;420.0;558;26934;27492;1046;3816;17083;5547;558;95090;4549.0;2507.0;8362.0;1975.0;1615.0;5631.0;13134.0;1672.0;5437.0;4649.0;18867.0;4073.0;1721.0;5255.0;9674.0;3954.0;2480.0;224.0;-689.0;75617;39594.0;35799.0;224.0;19473;2480.0;17682.0;-689.0;84477;2563.0;6491.0;4352.0;2568.0;1679.0;2896.0;8969.0;1689.0;5375.0;4274.0;17892.0;4987.0;2797.0;16036.0;2598.0;-689.0;65484;67735.0;2251.0;18993;17431.0;1562.0;17374.0;15913.0;1461.0;1865.0;1035.0;830.0
92;Prices of 2005;2006 3rd quarter;212827;128180;84647;64551;20096;212827;118703;94201;62696;31505;24322;20069;4253;180;94124;74539;19585;114288;27757;2362;19545;1461;15464;3153.0;261.0;1150.0;835.0;2927.0;987.0;1841.0;643.0;1285.0;669.0;1713.0;1620;1000;5850;61124;23811;15644.0;5939.0;2228.0;5972;9335;8479;13527;7174.0;6353.0;1150.0;3381.0;271.0;1551.0;25407;22503;12614.0;7633.0;4981.0;9889.0;2904;13699.0;14793.0;1094.0;;128180;;;14278.0;16154.0;1876.0;108774.0;19406.0;128180;128180;;;;;;;;;94201;;;24502;;;;;;;;;;;;94201;62696;28415.0;8502.0;5267.0;3235.0;12343.0;3607.0;2364.0;6372.0;7570.0;1554.0;6016.0;33084.0;10283.0;3281.0;2292.0;5221.0;1748.0;6671.0;3588.0;61499.0;4019.0;2822.0;31505;19014;12491;94201;81710;12491;24322;24805;7743;5892;3376.0;2516.0;2471;4777;3507.0;1270.0;-88;4010;1457.0;2209.0;344.0;483;24322;24805;627;3631;15624;4923;483;94124;4290.0;2157.0;8414.0;2593.0;1512.0;5966.0;12691.0;1646.0;5101.0;4429.0;19005.0;3439.0;1684.0;5531.0;9484.0;3872.0;2822.0;168.0;-680.0;74539;38563.0;35808.0;168.0;19585;2822.0;17443.0;-680.0;84647;2291.0;6511.0;4298.0;3267.0;1662.0;3224.0;8602.0;1584.0;5002.0;4059.0;18233.0;4312.0;2582.0;15692.0;4019.0;-680.0;64551;66797.0;2246.0;20096;18530.0;1566.0;16154.0;14793.0;1361.0;1876.0;1094.0;782.0
93;Prices of 2005;2006 4th quarter;226963;137334;89629;70656;18973;226963;127612;97452;62299;35153;28594;23639;4955;1566;99351;80499;18852;121920;31632;2345;22541;3340;16488;3211.0;313.0;1339.0;813.0;2740.0;1137.0;1940.0;792.0;1448.0;808.0;1947.0;1700;1013;6746;62988;25103;16796.0;6128.0;2179.0;6467;8956;8559;13903;7525.0;6378.0;1180.0;3367.0;216.0;1615.0;27300;24384;13965.0;8354.0;5611.0;10419.0;2916;15253.0;16286.0;1033.0;;137334;;;15660.0;17762.0;2102.0;117698.0;19636.0;137334;137334;;;;;;;;;97452;;;30160;;;;;;;;;;;;97452;62299;29876.0;8887.0;5613.0;3274.0;12538.0;3691.0;1978.0;6869.0;8451.0;2550.0;5901.0;33093.0;10232.0;3198.0;2152.0;4922.0;1858.0;7010.0;3721.0;62969.0;1793.0;2463.0;35153;20146;15007;97452;82445;15007;28594;29187;8506;6902;3963.0;2939.0;3374;5527;3997.0;1530.0;-2;4880;1530.0;2914.0;436.0;593;28594;29187;815;4155;18432;5785;593;99351;3862.0;2929.0;8580.0;2087.0;1711.0;6539.0;12695.0;1718.0;5447.0;4941.0;22648.0;3761.0;1892.0;5447.0;9207.0;3910.0;2463.0;244.0;-730.0;80499;40716.0;39539.0;244.0;18852;2463.0;17119.0;-730.0;89629;2651.0;6847.0;4741.0;2628.0;1750.0;2994.0;9067.0;1714.0;5517.0;4535.0;21359.0;5034.0;2896.0;16819.0;1793.0;-730.0;70656;73063.0;2407.0;18973;17296.0;1677.0;17762.0;16286.0;1476.0;2102.0;1033.0;1069.0
94;Prices of 2005;2006;872220;530833;341387;265356;76031;872220;488777;382772;249482;133290;104275;86707;17568;1730;383443;306425;77018;471376;121111;8747;86504;12201;63527;12186.0;1125.0;4990.0;3204.0;11453.0;4222.0;7687.0;3005.0;5287.0;2964.0;7404.0;6757;4019;25860;244150;95930;63511.0;23720.0;8699.0;24721;36972;33234;53293;29065.0;24228.0;4591.0;12457.0;968.0;6212.0;106115;94504;54256.0;32614.0;21642.0;40248.0;11611;58793.0;62950.0;4157.0;664.0;530833;;;60949.0;68594.0;7645.0;453649.0;77184.0;530833;530833;;;;;;;;;382772;;;106005;;;;;;;;;;;;382772;249482;117870.0;34464.0;21683.0;12781.0;49814.0;13746.0;9937.0;26131.0;33592.0;9865.0;23727.0;131237.0;41316.0;12854.0;8748.0;19782.0;7179.0;26674.0;14684.0;249107.0;10183.0;9808.0;133290;78398;54892;382772;327880;54892;104275;106444;32949;26102;14985.0;11117.0;11263;19268;14223.0;5045.0;302;16560;5904.0;9127.0;1529.0;2169;104275;106444;3364;15087;66756;21237;2169;383443;17226.0;11662.0;33229.0;9067.0;6440.0;23745.0;51132.0;6734.0;21287.0;18252.0;79857.0;14648.0;6892.0;21550.0;38186.0;15669.0;9808.0;843.0;-2784.0;306425;158439.0;147143.0;843.0;77018;9808.0;69994.0;-2784.0;341387;10487.0;26318.0;17554.0;11439.0;6684.0;11780.0;35174.0;6596.0;21074.0;16657.0;75632.0;19231.0;10868.0;64494.0;10183.0;-2784.0;265356;274505.0;9149.0;76031;69666.0;6365.0;68594.0;62950.0;5644.0;7645.0;4157.0;3488.0
95;Prices of 2005;2007 1st quarter;222497;134869;87618;69262;18338;222497;122206;95132;62517;32620;26941;22637;4303;136;100281;80648;19615;119178;31936;2145;22858;3833;16761;2959.0;301.0;1260.0;788.0;2970.0;1066.0;2138.0;945.0;1504.0;856.0;1945.0;1659;993;6940;61826;24450;16316.0;6015.0;2125.0;6320;9468;8042;13544;7380.0;6164.0;1177.0;3144.0;252.0;1588.0;25473;22585;12560.0;7651.0;4909.0;10025.0;2890;15558.0;16540.0;980.0;;134869;;;16314.0;17914.0;1592.0;115429.0;19439.0;134869;134869;;;;;;;;;95132;;;27076;;;;;;;;;;;;95132;62517;30368.0;8649.0;5537.0;3112.0;13082.0;3268.0;3004.0;6811.0;8680.0;3050.0;5668.0;32510.0;10436.0;3104.0;2116.0;4833.0;1657.0;6629.0;3736.0;62877.0;1717.0;2076.0;32620;19474;13146;95132;81989;13146;26941;27478;8926;6975;4021.0;2954.0;2737;5075;3967.0;1101.0;168;3611;1535.0;1707.0;369.0;537;26941;27478;1052;3915;17059;5452;537;100281;4321.0;3178.0;8310.0;2496.0;1581.0;5706.0;14067.0;1808.0;6283.0;5264.0;20460.0;4163.0;1731.0;5510.0;10122.0;3951.0;2076.0;212.0;-698.0;80648;41429.0;39049.0;212.0;19615;2076.0;18236.0;-698.0;87618;2793.0;6394.0;4257.0;3084.0;1637.0;3135.0;9846.0;1708.0;6087.0;4469.0;18846.0;5181.0;2808.0;16309.0;1717.0;-698.0;69262;71511.0;2249.0;18338;16788.0;1551.0;17914.0;16540.0;1374.0;1592.0;980.0;612.0
96;Prices of 2005;2007 2nd quarter;227651;138802;88835;69778;19033;227651;127188;99459;63222;36240;28209;23671;4538;-481;100452;79756;20699;123384;30670;2114;21248;1976;16982;3098.0;311.0;1336.0;848.0;3046.0;1168.0;2119.0;834.0;1300.0;854.0;2085.0;1410;1042;7306;64149;25439;16893.0;6162.0;2386.0;6708;9543;8308;14145;7558.0;6587.0;1211.0;3496.0;258.0;1619.0;28596;25552;15306.0;9127.0;6179.0;10246.0;3044;15304.0;16384.0;1081.0;;138802;;;16086.0;17861.0;1771.0;119133.0;19669.0;138802;138802;;;;;;;;;99459;;;27733;;;;;;;;;;;;99459;63222;30079.0;8858.0;5503.0;3356.0;13229.0;3574.0;2679.0;6979.0;8013.0;1733.0;6303.0;33200.0;10392.0;3530.0;2308.0;5204.0;1560.0;6457.0;3761.0;63278.0;2734.0;2793.0;36240;21126;15114;99459;84346;15114;28209;28820;9194;7484;4534.0;2948.0;2723;5170;3694.0;1486.0;279;3971;1731.0;1812.0;432.0;611;28209;28820;1205;4047;17772;5796;611;100452;4297.0;2359.0;8514.0;2046.0;1654.0;5882.0;14248.0;1772.0;6104.0;5267.0;20279.0;4249.0;1747.0;5477.0;10369.0;3924.0;2793.0;259.0;-700.0;79756;40471.0;39092.0;259.0;20699;2793.0;18602.0;-700.0;88835;2672.0;6658.0;4336.0;2654.0;1700.0;3009.0;10192.0;1795.0;5859.0;4868.0;19135.0;5189.0;2876.0;15877.0;2734.0;-700.0;69778;72048.0;2270.0;19033;17462.0;1571.0;17861.0;16384.0;1476.0;1771.0;1081.0;690.0
