ID;Geslacht;Regeling;VorigeNationaliteit;Perioden;Nationaliteitswijzigingen_1
284;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Nieuw-Zeelands;2022;11.0
285;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Nieuw-Zeelands;2023;19.0
286;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Nigerees;2022;7.0
287;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Nigerees;2023;6.0
288;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Nigeriaans;2022;256.0
289;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Nigeriaans;2023;330.0
290;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Noord-Koreaans;2022;2.0
291;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Noord-Koreaans;2023;2.0
292;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Noors;2022;11.0
293;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Noors;2023;15.0
294;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Oekraïens;2022;630.0
295;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Oekraïens;2023;887.0
296;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Oezbeeks;2022;24.0
297;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Oezbeeks;2023;34.0
298;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Omaans;2022;4.0
299;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Omaans;2023;0.0
300;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Oostenrijks;2022;12.0
301;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Oostenrijks;2023;13.0
302;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Pakistaans;2022;447.0
303;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Pakistaans;2023;733.0
304;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Palause;2022;0.0
305;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Palause;2023;0.0
306;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Panamees;2022;2.0
307;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Panamees;2023;7.0
308;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Papoea-Nieuw-Guinees;2022;0.0
309;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Papoea-Nieuw-Guinees;2023;0.0
310;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Paraguayaans;2022;4.0
311;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Paraguayaans;2023;3.0
312;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Peruaans;2022;76.0
313;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Peruaans;2023;112.0
314;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Pools;2022;605.0
315;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Pools;2023;630.0
316;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Portugees;2022;82.0
317;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Portugees;2023;101.0
318;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Qatarees;2022;0.0
319;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Qatarees;2023;0.0
320;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Roemeens;2022;271.0
321;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Roemeens;2023;396.0
322;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Russisch;2022;1090.0
323;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Russisch;2023;1817.0
324;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Rwandees;2022;30.0
325;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Rwandees;2023;15.0
326;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger Saint Kitts en Nevis;2022;0.0
327;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger Saint Kitts en Nevis;2023;1.0
328;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Saint Luciaans;2022;0.0
329;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Saint Luciaans;2023;1.0
330;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Salomonseilands;2022;0.0
331;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Salomonseilands;2023;0.0
332;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Salvadoraans;2022;18.0
333;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Salvadoraans;2023;24.0
334;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Samoaans;2022;0.0
335;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Samoaans;2023;0.0
336;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;San Marinees;2022;0.0
337;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;San Marinees;2023;0.0
338;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Saoedi-Arabisch;2022;2.0
339;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Saoedi-Arabisch;2023;6.0
340;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van São Tomé en Principe;2022;0.0
341;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van São Tomé en Principe;2023;1.0
342;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Senegalees;2022;19.0
343;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Senegalees;2023;37.0
344;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Servisch;2022;282.0
345;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Servisch;2023;306.0
346;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van Servië en Montenegro;2022;0.0
347;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van Servië en Montenegro;2023;0.0
348;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Seychels;2022;0.0
349;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Seychels;2023;0.0
350;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Sierra Leoons;2022;115.0
351;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Sierra Leoons;2023;97.0
352;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Singaporees;2022;9.0
353;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Singaporees;2023;14.0
354;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger Sint Vincent en Grenadines;2022;0.0
355;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger Sint Vincent en Grenadines;2023;1.0
356;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Sloveens;2022;6.0
357;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Sloveens;2023;8.0
358;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Slowaaks;2022;48.0
359;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Slowaaks;2023;60.0
360;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Soedanees;2022;201.0
361;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Soedanees;2023;201.0
362;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Somalisch;2022;418.0
363;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Somalisch;2023;400.0
364;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van de Sovjet-Unie;2022;0.0
365;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van de Sovjet-Unie;2023;0.0
366;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;(voormalige) Sovjet-Unie;2022;2488.0
367;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;(voormalige) Sovjet-Unie;2023;3666.0
368;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Spaans;2022;125.0
369;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Spaans;2023;230.0
370;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Sri Lankaans;2022;130.0
371;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Sri Lankaans;2023;164.0
372;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Surinaams;2022;674.0
373;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Surinaams;2023;961.0
374;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Swazisch;2022;
375;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Swazisch;2023;
376;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Syrisch;2022;14678.0
377;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Syrisch;2023;11243.0
378;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tadzjieks;2022;8.0
379;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tadzjieks;2023;7.0
380;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Taiwanees;2022;180.0
381;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Taiwanees;2023;266.0
382;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tanzaniaans;2022;8.0
383;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tanzaniaans;2023;35.0
384;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Thais;2022;382.0
385;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Thais;2023;550.0
386;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van Timor Leste;2022;0.0
387;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van Timor Leste;2023;0.0
388;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Togolees;2022;28.0
389;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Togolees;2023;19.0
390;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tongaans;2022;0.0
391;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tongaans;2023;0.0
392;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van Trinidad en Tobago;2022;11.0
393;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger van Trinidad en Tobago;2023;10.0
394;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tsjadisch;2022;0.0
395;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tsjadisch;2023;1.0
396;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tsjechisch;2022;33.0
397;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tsjechisch;2023;41.0
398;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tsjecho-Slowaaks;2022;0.0
399;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tsjecho-Slowaaks;2023;0.0
400;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;(voormalig) Tsjecho-slowakije;2022;81.0
401;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;(voormalig) Tsjecho-slowakije;2023;101.0
402;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tunesisch;2022;137.0
403;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tunesisch;2023;193.0
404;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Turkmeens;2022;2.0
405;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Turkmeens;2023;5.0
406;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Turks;2022;3228.0
407;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Turks;2023;4543.0
408;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tuvaluaans;2022;0.0
409;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Tuvaluaans;2023;0.0
410;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Ugandees;2022;152.0
411;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Ugandees;2023;157.0
412;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Uruguayaans;2022;10.0
413;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Uruguayaans;2023;9.0
414;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Vanuatuaans;2022;0.0
415;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Vanuatuaans;2023;0.0
416;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Vaticaans;2022;0.0
417;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Vaticaans;2023;0.0
418;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Venezolaans;2022;104.0
419;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Venezolaans;2023;135.0
420;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger Verenigde Arabische Emiraten;2022;0.0
421;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Burger Verenigde Arabische Emiraten;2023;1.0
422;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Vietnamees;2022;287.0
423;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Vietnamees;2023;422.0
424;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zambiaans;2022;19.0
425;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zambiaans;2023;15.0
426;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zimbabwaans;2022;17.0
427;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zimbabwaans;2023;33.0
428;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zuid-Afrikaans;2022;429.0
429;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zuid-Afrikaans;2023;781.0
430;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zuid-Koreaans;2022;36.0
431;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zuid-Koreaans;2023;43.0
432;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zuid-Soedanees;2022;2.0
433;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zuid-Soedanees;2023;10.0
434;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zweeds;2022;27.0
435;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zweeds;2023;33.0
436;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zwitsers;2022;14.0
437;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Zwitsers;2023;11.0
438;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Staatloos / onbekend;2022;5420.0
439;Totaal mannen en vrouwen;Totaal verkrijging Nederlanderschap;Staatloos / onbekend;2023;3880.0
440;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Totaal;2022;369.0
441;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Totaal;2023;318.0
442;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Behandeld als Nederlander;2022;0.0
443;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Behandeld als Nederlander;2023;0.0
444;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Totaal niet-Nederlandse nationaliteit;2022;369.0
445;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Totaal niet-Nederlandse nationaliteit;2023;318.0
446;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Afrika;2022;113.0
447;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Afrika;2023;74.0
448;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Amerika;2022;18.0
449;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Amerika;2023;26.0
450;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Azië;2022;30.0
451;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Azië;2023;26.0
452;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Europa (exclusief Nederlands);2022;109.0
453;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Europa (exclusief Nederlands);2023;104.0
454;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Buiten-Europa;2022;163.0
455;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Buiten-Europa;2023;126.0
456;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Oceanië;2022;2.0
457;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Oceanië;2023;0.0
458;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Europese Unie (exclusief Nederlands);2022;93.0
459;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Europese Unie (exclusief Nederlands);2023;88.0
460;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Midden- en Oost-Europese nat. in de EU;2022;55.0
461;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Midden- en Oost-Europese nat. in de EU;2023;46.0
462;Totaal mannen en vrouwen;Nederlanderschap door erkenning;GIPS-Nationaliteiten in de EU;2022;19.0
463;Totaal mannen en vrouwen;Nederlanderschap door erkenning;GIPS-Nationaliteiten in de EU;2023;19.0
464;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Afrika (exclusief Marokkaans);2022;105.0
465;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Afrika (exclusief Marokkaans);2023;70.0
466;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Azië (exclusief Indonesisch en Turks);2022;26.0
467;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Azië (exclusief Indonesisch en Turks);2023;24.0
468;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Amerika en Oceanië (exclusief Surinaams);2022;9.0
469;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Amerika en Oceanië (exclusief Surinaams);2023;8.0
470;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Afghaans;2022;0.0
471;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Afghaans;2023;7.0
472;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Albanees;2022;1.0
473;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Albanees;2023;1.0
474;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Algerijns;2022;0.0
475;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Algerijns;2023;0.0
476;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Amerikaans;2022;1.0
477;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Amerikaans;2023;3.0
478;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Andorrees;2022;0.0
479;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Andorrees;2023;0.0
480;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Angolees;2022;2.0
481;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Angolees;2023;0.0
482;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Burger van Antigua en Barbuda;2022;0.0
483;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Burger van Antigua en Barbuda;2023;0.0
484;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Argentijns;2022;0.0
485;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Argentijns;2023;0.0
486;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Armeens;2022;0.0
487;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Armeens;2023;0.0
488;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Australisch;2022;2.0
489;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Australisch;2023;0.0
490;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Azerbeidzjaans;2022;0.0
491;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Azerbeidzjaans;2023;0.0
492;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bahamaans;2022;0.0
493;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bahamaans;2023;0.0
494;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bahreins;2022;0.0
495;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bahreins;2023;0.0
496;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Barbadaans;2022;0.0
497;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Barbadaans;2023;0.0
498;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Belarussisch;2022;0.0
499;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Belarussisch;2023;0.0
500;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Belgisch;2022;4.0
501;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Belgisch;2023;7.0
502;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Belizaans;2022;0.0
503;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Belizaans;2023;0.0
504;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bengalees;2022;0.0
505;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bengalees;2023;0.0
506;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Benins;2022;0.0
507;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Benins;2023;1.0
508;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bhutaans;2022;0.0
509;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Bhutaans;2023;0.0
510;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Boliviaans;2022;0.0
511;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Boliviaans;2023;0.0
512;Totaal mannen en vrouwen;Nederlanderschap door erkenning;Burger van Bosnië-Herzegovina;2022;0.0
