ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
3018;General payments and other payments Ge..;Gelderland (PV);2020;3581;1;3581;1717;0;1716
3019;General payments and other payments Ge..;Gelderland (PV);2021;3687;0;3686;1758;0;1758
3020;General payments and other payments Ge..;Gelderland (PV);2022;3945;-1;3946;1869;-1;1870
3021;General payments and other payments Ge..;Gelderland (PV);2023;4376;1;4375;2051;0;2050
3022;General payments and other payments Ge..;Gelderland (PV);2024;4787;2;4786;2228;1;2227
3023;General payments and other payments Ge..;Gelderland (PV);2025;5089;4;5085;2355;2;2353
3024;General payments and other payments Ge..;Utrecht (PV);2017;1781;1;1780;1386;0;1386
3025;General payments and other payments Ge..;Utrecht (PV);2018;1867;1;1865;1441;1;1440
3026;General payments and other payments Ge..;Utrecht (PV);2019;2062;1;2061;1536;0;1536
3027;General payments and other payments Ge..;Utrecht (PV);2020;2176;1;2175;1606;1;1605
3028;General payments and other payments Ge..;Utrecht (PV);2021;2305;1;2304;1693;1;1693
3029;General payments and other payments Ge..;Utrecht (PV);2022;2432;0;2431;1775;0;1775
3030;General payments and other payments Ge..;Utrecht (PV);2023;2750;1;2749;1981;0;1981
3031;General payments and other payments Ge..;Utrecht (PV);2024;3006;0;3006;2147;0;2147
3032;General payments and other payments Ge..;Utrecht (PV);2025;3130;0;3130;2222;0;2222
3033;General payments and other payments Ge..;Noord-Holland (PV);2017;4542;1;4541;1614;0;1614
3034;General payments and other payments Ge..;Noord-Holland (PV);2018;4770;0;4770;1684;0;1683
3035;General payments and other payments Ge..;Noord-Holland (PV);2019;5057;0;5056;1772;0;1772
3036;General payments and other payments Ge..;Noord-Holland (PV);2020;5274;0;5274;1832;0;1831
3037;General payments and other payments Ge..;Noord-Holland (PV);2021;5463;1;5463;1892;0;1892
3038;General payments and other payments Ge..;Noord-Holland (PV);2022;5790;1;5789;1989;0;1989
3039;General payments and other payments Ge..;Noord-Holland (PV);2023;6579;1;6578;2225;0;2225
3040;General payments and other payments Ge..;Noord-Holland (PV);2024;7127;1;7126;2391;0;2391
3041;General payments and other payments Ge..;Noord-Holland (PV);2025;7495;0;7495;2504;0;2504
3042;General payments and other payments Ge..;Zuid-Holland (PV);2017;6029;1;6028;1650;0;1650
3043;General payments and other payments Ge..;Zuid-Holland (PV);2018;6342;1;6341;1723;0;1723
3044;General payments and other payments Ge..;Zuid-Holland (PV);2019;6710;2;6709;1826;1;1826
3045;General payments and other payments Ge..;Zuid-Holland (PV);2020;7087;1;7086;1911;0;1911
3046;General payments and other payments Ge..;Zuid-Holland (PV);2021;7301;1;7300;1959;0;1959
3047;General payments and other payments Ge..;Zuid-Holland (PV);2022;7756;1;7754;2066;0;2066
3048;General payments and other payments Ge..;Zuid-Holland (PV);2023;8697;3;8693;2286;1;2285
3049;General payments and other payments Ge..;Zuid-Holland (PV);2024;9438;4;9433;2457;1;2456
3050;General payments and other payments Ge..;Zuid-Holland (PV);2025;9945;3;9942;2574;1;2574
3051;General payments and other payments Ge..;Zeeland (PV);2017;592;0;592;1552;0;1552
3052;General payments and other payments Ge..;Zeeland (PV);2018;620;0;620;1621;0;1621
3053;General payments and other payments Ge..;Zeeland (PV);2019;653;0;653;1705;1;1704
3054;General payments and other payments Ge..;Zeeland (PV);2020;692;0;692;1805;1;1805
3055;General payments and other payments Ge..;Zeeland (PV);2021;716;0;716;1857;0;1857
3056;General payments and other payments Ge..;Zeeland (PV);2022;761;0;761;1967;0;1968
3057;General payments and other payments Ge..;Zeeland (PV);2023;848;0;848;2168;0;2168
3058;General payments and other payments Ge..;Zeeland (PV);2024;930;0;930;2375;0;2375
3059;General payments and other payments Ge..;Zeeland (PV);2025;994;0;994;2529;0;2529
3060;General payments and other payments Ge..;Noord-Brabant (PV);2017;3680;2;3678;1464;1;1463
3061;General payments and other payments Ge..;Noord-Brabant (PV);2018;3853;0;3852;1524;0;1523
3062;General payments and other payments Ge..;Noord-Brabant (PV);2019;4067;0;4067;1598;0;1598
3063;General payments and other payments Ge..;Noord-Brabant (PV);2020;4268;1;4268;1665;0;1665
3064;General payments and other payments Ge..;Noord-Brabant (PV);2021;4379;0;4378;1701;0;1701
3065;General payments and other payments Ge..;Noord-Brabant (PV);2022;4757;1;4756;1835;0;1834
3066;General payments and other payments Ge..;Noord-Brabant (PV);2023;5284;1;5283;2012;0;2012
3067;General payments and other payments Ge..;Noord-Brabant (PV);2024;5795;2;5793;2191;1;2190
3068;General payments and other payments Ge..;Noord-Brabant (PV);2025;6173;0;6173;2317;0;2317
3069;General payments and other payments Ge..;Limburg (PV);2017;1854;3;1852;1659;2;1657
3070;General payments and other payments Ge..;Limburg (PV);2018;1920;1;1919;1718;1;1718
3071;General payments and other payments Ge..;Limburg (PV);2019;2008;0;2007;1799;0;1799
3072;General payments and other payments Ge..;Limburg (PV);2020;2093;1;2092;1873;1;1873
3073;General payments and other payments Ge..;Limburg (PV);2021;2145;1;2144;1923;1;1922
3074;General payments and other payments Ge..;Limburg (PV);2022;2298;1;2297;2055;1;2054
3075;General payments and other payments Ge..;Limburg (PV);2023;2553;0;2553;2263;0;2263
3076;General payments and other payments Ge..;Limburg (PV);2024;2776;3;2773;2450;2;2447
3077;General payments and other payments Ge..;Limburg (PV);2025;2951;8;2943;2599;7;2592
3078;General payments and other payments Ge..;Oost-Groningen (CR);2017;304;0;304;2059;0;2059
3079;General payments and other payments Ge..;Oost-Groningen (CR);2018;294;0;294;2182;0;2181
3080;General payments and other payments Ge..;Oost-Groningen (CR);2019;304;0;304;2257;0;2257
3081;General payments and other payments Ge..;Oost-Groningen (CR);2020;314;0;314;2323;0;2323
3082;General payments and other payments Ge..;Oost-Groningen (CR);2021;325;0;325;2393;0;2392
3083;General payments and other payments Ge..;Oost-Groningen (CR);2022;347;0;347;2538;0;2538
3084;General payments and other payments Ge..;Oost-Groningen (CR);2023;377;0;377;2739;0;2739
3085;General payments and other payments Ge..;Oost-Groningen (CR);2024;407;0;407;2951;0;2951
3086;General payments and other payments Ge..;Oost-Groningen (CR);2025;426;0;426;3056;0;3056
3087;General payments and other payments Ge..;Delfzijl en omgeving (CR);2017;87;0;87;1860;0;1860
3088;General payments and other payments Ge..;Delfzijl en omgeving (CR);2018;92;0;92;1989;0;1989
3089;General payments and other payments Ge..;Delfzijl en omgeving (CR);2019;99;0;99;2145;0;2145
3090;General payments and other payments Ge..;Delfzijl en omgeving (CR);2020;98;0;98;2148;0;2148
3091;General payments and other payments Ge..;Delfzijl en omgeving (CR);2021;100;0;100;2203;0;2203
3092;General payments and other payments Ge..;Delfzijl en omgeving (CR);2022;107;0;107;2365;0;2365
3093;General payments and other payments Ge..;Delfzijl en omgeving (CR);2023;117;0;117;2569;0;2569
3094;General payments and other payments Ge..;Delfzijl en omgeving (CR);2024;126;0;126;2803;0;2803
3095;General payments and other payments Ge..;Delfzijl en omgeving (CR);2025;131;0;131;2930;0;2930
3096;General payments and other payments Ge..;Overig Groningen (CR);2017;723;0;723;1858;0;1858
3097;General payments and other payments Ge..;Overig Groningen (CR);2018;794;0;794;1975;0;1975
3098;General payments and other payments Ge..;Overig Groningen (CR);2019;846;0;846;2099;0;2099
3099;General payments and other payments Ge..;Overig Groningen (CR);2020;864;0;864;2134;0;2134
3100;General payments and other payments Ge..;Overig Groningen (CR);2021;882;0;882;2175;0;2175
3101;General payments and other payments Ge..;Overig Groningen (CR);2022;942;0;942;2308;0;2308
3102;General payments and other payments Ge..;Overig Groningen (CR);2023;1044;0;1044;2527;0;2527
3103;General payments and other payments Ge..;Overig Groningen (CR);2024;1139;0;1139;2723;0;2723
3104;General payments and other payments Ge..;Overig Groningen (CR);2025;1214;0;1214;2895;0;2895
3105;General payments and other payments Ge..;Noord-Friesland (CR);2017;603;0;603;1858;0;1858
3106;General payments and other payments Ge..;Noord-Friesland (CR);2018;629;0;629;1973;1;1972
3107;General payments and other payments Ge..;Noord-Friesland (CR);2019;663;0;662;2075;1;2074
3108;General payments and other payments Ge..;Noord-Friesland (CR);2020;685;0;685;2138;0;2137
3109;General payments and other payments Ge..;Noord-Friesland (CR);2021;698;1;697;2171;2;2169
3110;General payments and other payments Ge..;Noord-Friesland (CR);2022;750;1;749;2319;2;2317
3111;General payments and other payments Ge..;Noord-Friesland (CR);2023;804;0;804;2463;0;2463
3112;General payments and other payments Ge..;Noord-Friesland (CR);2024;880;1;879;2676;2;2675
3113;General payments and other payments Ge..;Noord-Friesland (CR);2025;939;0;939;2846;0;2846
3114;General payments and other payments Ge..;Zuidwest-Friesland (CR);2017;197;0;197;1451;0;1451
3115;General payments and other payments Ge..;Zuidwest-Friesland (CR);2018;214;0;214;1515;0;1515
3116;General payments and other payments Ge..;Zuidwest-Friesland (CR);2019;229;0;229;1620;0;1620
3117;General payments and other payments Ge..;Zuidwest-Friesland (CR);2020;238;0;238;1682;0;1682
3118;General payments and other payments Ge..;Zuidwest-Friesland (CR);2021;246;0;246;1735;0;1735
3119;General payments and other payments Ge..;Zuidwest-Friesland (CR);2022;269;0;269;1893;0;1893
3120;General payments and other payments Ge..;Zuidwest-Friesland (CR);2023;295;0;295;2066;0;2066
3121;General payments and other payments Ge..;Zuidwest-Friesland (CR);2024;322;0;322;2262;0;2262
3122;General payments and other payments Ge..;Zuidwest-Friesland (CR);2025;345;0;345;2418;0;2418
3123;General payments and other payments Ge..;Zuidoost-Friesland (CR);2017;294;0;294;1576;0;1576
3124;General payments and other payments Ge..;Zuidoost-Friesland (CR);2018;309;0;309;1650;0;1650
3125;General payments and other payments Ge..;Zuidoost-Friesland (CR);2019;325;0;325;1738;1;1737
3126;General payments and other payments Ge..;Zuidoost-Friesland (CR);2020;338;0;338;1802;1;1801
3127;General payments and other payments Ge..;Zuidoost-Friesland (CR);2021;351;0;351;1866;1;1865
3128;General payments and other payments Ge..;Zuidoost-Friesland (CR);2022;382;0;381;2021;2;2019
3129;General payments and other payments Ge..;Zuidoost-Friesland (CR);2023;414;0;414;2179;1;2178
3130;General payments and other payments Ge..;Zuidoost-Friesland (CR);2024;455;0;455;2387;1;2386
3131;General payments and other payments Ge..;Zuidoost-Friesland (CR);2025;484;1;483;2528;4;2524
3132;General payments and other payments Ge..;Noord-Drenthe (CR);2017;319;0;318;1656;2;1654
3133;General payments and other payments Ge..;Noord-Drenthe (CR);2018;322;1;321;1675;3;1672
3134;General payments and other payments Ge..;Noord-Drenthe (CR);2019;329;1;329;1718;3;1715
3135;General payments and other payments Ge..;Noord-Drenthe (CR);2020;362;1;362;1884;3;1882
3136;General payments and other payments Ge..;Noord-Drenthe (CR);2021;368;1;368;1910;3;1907
3137;General payments and other payments Ge..;Noord-Drenthe (CR);2022;393;0;393;2032;1;2031
3138;General payments and other payments Ge..;Noord-Drenthe (CR);2023;439;0;439;2247;2;2246
3139;General payments and other payments Ge..;Noord-Drenthe (CR);2024;470;1;469;2398;3;2395
3140;General payments and other payments Ge..;Noord-Drenthe (CR);2025;495;1;495;2513;3;2510
3141;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2017;303;1;302;1805;7;1798
3142;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2018;318;0;318;1894;1;1893
3143;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2019;336;0;336;1998;0;1998
3144;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2020;351;0;351;2091;0;2091
3145;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2021;354;0;354;2107;0;2107
3146;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2022;386;0;386;2282;1;2281
3147;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2023;415;1;414;2435;3;2432
3148;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2024;452;1;451;2639;4;2636
3149;General payments and other payments Ge..;Zuidoost-Drenthe (CR);2025;479;0;479;2791;0;2791
3150;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2017;201;0;201;1535;0;1535
3151;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2018;206;0;206;1562;0;1562
3152;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2019;244;0;244;1841;0;1841
3153;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2020;236;0;236;1770;0;1770
3154;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2021;247;0;247;1842;0;1842
3155;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2022;268;0;268;1982;0;1982
3156;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2023;297;0;297;2179;0;2179
3157;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2024;325;0;324;2370;3;2367
3158;General payments and other payments Ge..;Zuidwest-Drenthe (CR);2025;343;0;343;2491;1;2490
3159;General payments and other payments Ge..;Noord-Overijssel (CR);2017;585;0;586;1597;-1;1599
3160;General payments and other payments Ge..;Noord-Overijssel (CR);2018;610;0;610;1653;1;1653
3161;General payments and other payments Ge..;Noord-Overijssel (CR);2019;650;1;649;1748;2;1747
3162;General payments and other payments Ge..;Noord-Overijssel (CR);2020;688;0;687;1835;1;1835
3163;General payments and other payments Ge..;Noord-Overijssel (CR);2021;696;0;695;1844;1;1843
3164;General payments and other payments Ge..;Noord-Overijssel (CR);2022;757;0;757;1994;0;1994
3165;General payments and other payments Ge..;Noord-Overijssel (CR);2023;843;0;843;2187;0;2186
3166;General payments and other payments Ge..;Noord-Overijssel (CR);2024;930;0;930;2398;0;2398
3167;General payments and other payments Ge..;Noord-Overijssel (CR);2025;985;0;984;2523;1;2522
3168;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2017;246;0;246;1594;0;1594
3169;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2018;259;0;259;1671;0;1671
3170;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2019;273;0;273;1758;0;1758
3171;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2020;284;0;284;1810;0;1810
3172;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2021;292;0;292;1851;0;1851
3173;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2022;307;0;307;1941;0;1941
3174;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2023;351;0;351;2196;0;2196
3175;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2024;382;0;382;2375;0;2375
3176;General payments and other payments Ge..;Zuidwest-Overijssel (CR);2025;403;0;403;2488;0;2488
3177;General payments and other payments Ge..;Twente (CR);2017;1021;2;1019;1628;3;1625
3178;General payments and other payments Ge..;Twente (CR);2018;1062;0;1062;1691;0;1691
3179;General payments and other payments Ge..;Twente (CR);2019;1116;0;1116;1774;0;1774
3180;General payments and other payments Ge..;Twente (CR);2020;1165;0;1165;1846;0;1845
3181;General payments and other payments Ge..;Twente (CR);2021;1197;0;1197;1894;0;1894
3182;General payments and other payments Ge..;Twente (CR);2022;1271;2;1269;2005;3;2002
3183;General payments and other payments Ge..;Twente (CR);2023;1394;0;1394;2181;0;2181
3184;General payments and other payments Ge..;Twente (CR);2024;1517;1;1516;2367;2;2365
3185;General payments and other payments Ge..;Twente (CR);2025;1612;2;1610;2504;2;2501
3186;General payments and other payments Ge..;Veluwe (CR);2017;932;0;931;1375;0;1374
3187;General payments and other payments Ge..;Veluwe (CR);2018;996;0;995;1457;0;1457
3188;General payments and other payments Ge..;Veluwe (CR);2019;1065;0;1065;1546;0;1546
3189;General payments and other payments Ge..;Veluwe (CR);2020;1123;0;1123;1615;1;1614
3190;General payments and other payments Ge..;Veluwe (CR);2021;1158;0;1158;1652;1;1651
3191;General payments and other payments Ge..;Veluwe (CR);2022;1231;1;1230;1741;1;1740
3192;General payments and other payments Ge..;Veluwe (CR);2023;1378;0;1377;1925;1;1924
3193;General payments and other payments Ge..;Veluwe (CR);2024;1509;1;1507;2088;2;2087
3194;General payments and other payments Ge..;Veluwe (CR);2025;1607;0;1607;2211;1;2210
3195;General payments and other payments Ge..;Achterhoek (CR);2017;604;0;604;1511;0;1510
3196;General payments and other payments Ge..;Achterhoek (CR);2018;630;0;630;1572;0;1572
3197;General payments and other payments Ge..;Achterhoek (CR);2019;663;0;663;1655;0;1655
3198;General payments and other payments Ge..;Achterhoek (CR);2020;690;0;690;1720;0;1720
3199;General payments and other payments Ge..;Achterhoek (CR);2021;710;0;710;1766;0;1766
3200;General payments and other payments Ge..;Achterhoek (CR);2022;749;0;749;1858;0;1858
3201;General payments and other payments Ge..;Achterhoek (CR);2023;834;0;834;2053;0;2053
3202;General payments and other payments Ge..;Achterhoek (CR);2024;907;0;907;2229;0;2229
3203;General payments and other payments Ge..;Achterhoek (CR);2025;971;4;967;2379;9;2370
3204;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2017;1224;0;1224;1675;0;1675
3205;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2018;1282;0;1282;1744;0;1744
3206;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2019;1358;0;1358;1839;0;1839
3207;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2020;1418;0;1418;1909;0;1909
3208;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2021;1452;0;1452;1950;0;1950
3209;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2022;1570;0;1569;2095;0;2095
3210;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2023;1718;0;1718;2270;0;2270
3211;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2024;1883;0;1883;2464;1;2464
3212;General payments and other payments Ge..;Arnhem/Nijmegen (CR);2025;1991;0;1991;2588;0;2588
3213;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2017;297;0;297;1237;0;1237
3214;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2018;315;0;315;1306;0;1306
3215;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2019;334;0;334;1371;0;1370
3216;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2020;350;0;350;1419;0;1419
3217;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2021;366;0;366;1473;0;1472
3218;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2022;395;-2;397;1575;-9;1583
3219;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2023;445;0;445;1749;1;1748
3220;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2024;489;0;489;1913;1;1912
3221;General payments and other payments Ge..;Zuidwest-Gelderland (CR);2025;521;0;521;2024;0;2024
3222;General payments and other payments Ge..;Utrecht (CR);2017;1781;1;1780;1386;0;1386
3223;General payments and other payments Ge..;Utrecht (CR);2018;1867;1;1865;1441;1;1440
3224;General payments and other payments Ge..;Utrecht (CR);2019;2062;1;2061;1536;0;1536
3225;General payments and other payments Ge..;Utrecht (CR);2020;2176;1;2175;1606;1;1605
3226;General payments and other payments Ge..;Utrecht (CR);2021;2305;1;2304;1693;1;1693
3227;General payments and other payments Ge..;Utrecht (CR);2022;2432;0;2431;1775;0;1775
3228;General payments and other payments Ge..;Utrecht (CR);2023;2750;1;2749;1981;0;1981
3229;General payments and other payments Ge..;Utrecht (CR);2024;3006;0;3006;2147;0;2147
3230;General payments and other payments Ge..;Utrecht (CR);2025;3130;0;3130;2222;0;2222
3231;General payments and other payments Ge..;Kop van Noord-Holland (CR);2017;524;0;524;1404;0;1404
3232;General payments and other payments Ge..;Kop van Noord-Holland (CR);2018;551;0;551;1471;0;1471
3233;General payments and other payments Ge..;Kop van Noord-Holland (CR);2019;583;0;583;1550;0;1550
3234;General payments and other payments Ge..;Kop van Noord-Holland (CR);2020;617;0;617;1632;0;1632
3235;General payments and other payments Ge..;Kop van Noord-Holland (CR);2021;635;0;635;1675;0;1675
3236;General payments and other payments Ge..;Kop van Noord-Holland (CR);2022;691;0;690;1812;0;1812
3237;General payments and other payments Ge..;Kop van Noord-Holland (CR);2023;764;0;764;1979;0;1979
3238;General payments and other payments Ge..;Kop van Noord-Holland (CR);2024;834;0;834;2159;0;2158
