ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
5108;Spijkenisse;612;Spijkenisse                ;91;Voorne-Putten en Rozenburg                        ;28;ZH. ;ja ;ja 
5109;910;105;Anloo                      ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;ja ;nee
5110;Spijkerboor;880;Wormerland                 ;58;Zaanstreek                                        ;27;NH. ;ja ;nee
5111;Spik, Straat en Thuserhof;957;Roermond                   ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;nee;nee
5112;Spitsbergen;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
5113;Sponturfwijk;143;Avereest                   ;21;Noordoost-Overijssel                              ;23;O.  ;nee;nee
5114;Spoolde;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
5115;Spoorbuurt;366;Anna Paulowna              ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;nee;nee
5116;Spoordonk;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
5117;Sprang;867;Waalwijk                   ;106;Langstraat                                        ;30;NB. ;nee;nee
5118;Sprang-Capelle;867;Waalwijk                   ;106;Langstraat                                        ;30;NB. ;ja ;nee
5119;Sprangsevaart;867;Waalwijk                   ;106;Langstraat                                        ;30;NB. ;nee;nee
5120;Sprokkelbosch;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
5121;Spronk, De;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
5122;Sprundel;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
5123;Spui (ged.);715;Terneuzen                  ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;ja ;nee
5124;Spui (ged.);650;Axel                       ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
5125;Spurk;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
5126;Spurkt;929;Kessel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5127;Staalduinen;519;'s-Gravenzande             ;81;Westland                                          ;28;ZH. ;nee;nee
5128;Staartsche Duinen;873;Woensdrecht                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
5129;Stad Delden;179;Stad Delden                ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;ja 
5130;Stad aan 't Haringvliet;559;Middelharnis               ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
5131;Stad van Gerwen;820;Nuenen c.a.                ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
5132;Stadbroek;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
5133;Stadse Dijk;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;nee;nee
5134;245;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;ja 
5135;Stadsveld;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
5136;344;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
5137;Stalberg;983;Venlo                      ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
5138;Stampersgat;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
5139;Standdaarbuiten;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;nee
5140;Stapel;135;de Wijk                    ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
5141;Staphorst;180;Staphorst                  ;20;IJssel-, Vechtdelta                               ;23;O.  ;ja ;ja 
5142;Starnmeer;365;Graft-De Rijp              ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
5143;Starnmeerpolder;880;Wormerland                 ;58;Zaanstreek                                        ;27;NH. ;nee;nee
5144;Startenhuizen;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
5145;Starting;360;Akersloot                  ;55;Noord-Kennemerland                                ;27;NH. ;nee;nee
5146;Statendam;779;Geertruidenberg            ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
5147;Stationsbuurt;703;Reimerswaal                ;97;Noord- en Zuid-Beveland                           ;29;Z.  ;nee;nee
5148;Stavenisse;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;ja ;nee
5149;Staverden;233;Ermelo                     ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
5150;894;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
5151;Stede Broec;532;Stede Broec                ;54;Midden- en Oostelijk West-Friesland               ;27;NH. ;nee;ja 
5152;207;24;Loppersum                  ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
5153;Steeg;964;Sevenum                    ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
5154;Steeg, De;275;Rheden                     ;36;Overige gemeenten zuidelijke Veluwezoom           ;25;Gld.;ja ;nee
5155;Steegsbroek;984;Venray                     ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
5156;Steelhoven;826;Oosterhout                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
5157;Steenbergen;125;Roden                      ;14;Noorddrents randgebied                            ;22;D.  ;ja ;nee
5158;Steenbergen;851;Steenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;ja 
5159;297;40;Slochteren                 ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
5160;Steenderen;280;Steenderen                 ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;ja ;ja 
5161;Steenenkamer;285;Voorst                     ;34;Overige gemeenten oostelijke Veluwezoom           ;25;Gld.;ja ;nee
5162;Steenenkruis;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;nee;nee
5163;Steenoven;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5164;Steenoven;826;Oosterhout                 ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
5165;Steenovens;650;Axel                       ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen               ;29;Z.  ;nee;nee
5166;Steenplaats;617;Strijen                    ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
5167;Steensel;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;ja ;nee
5168;Steenwijk;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;ja 
5169;Steenwijkerwold;181;Steenwijk                  ;19;Noordwest-Overijssel                              ;23;O.  ;ja ;nee
5170;966;109;Coevorden                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
5171;Stegen;743;Asten                      ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
5172;Stegeren;175;Ommen                      ;21;Noordoost-Overijssel                              ;23;O.  ;ja ;nee
5173;875;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
5174;Steijl;976;Tegelen                    ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;ja ;nee
5175;Stein;971;Stein                      ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;ja 
5176;Stein;623;Vlist                      ;75;Krimpenerwaard                                    ;28;ZH. ;nee;nee
5177;Steinenburg;310;De Bilt                    ;44;Utrechtse Heuvelrug                               ;26;U.  ;nee;nee
5178;Stekkenberg;241;Groesbeek                  ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
5179;Stellendam;511;Goedereede                 ;92;Goeree en Overflakkee                             ;28;ZH. ;ja ;nee
5180;246;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
5181;Sterksel;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;ja ;nee
5182;Stevenfenne;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
5183;Stevensbeek;1702;Sint Anthonis              ;119;Land van Cuijk                                    ;30;NB. ;ja ;nee
5184;Stevensweert;933;Maasbracht                 ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
5185;Stichting Rekken;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;nee;nee
5186;973;110;Dalen                      ;17;Drentse zandgronden                               ;22;D.  ;ja ;nee
5187;713;81;Leeuwarderadeel            ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
5188;Stipdonk;847;Someren                    ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
5189;Stiphout;794;Helmond                    ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
5190;Stippelberg;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
5191;Stitswerd;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;ja ;nee
5192;345;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
5193;Stogger;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5194;Stokhem;913;Gulpen                     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
5195;Stokkelaarsbrug;305;Abcoude                    ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
5196;Stokkelen;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
5197;Stokkum;169;Markelo                    ;24;Overige gemeenten in Twente                       ;23;O.  ;nee;nee
5198;Stokkum;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;ja ;nee
5199;Stokt;898;Broekhuizen                ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
5200;Stolpen;476;Zijpe                      ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;nee;nee
5201;Stolpervlotbrug;476;Zijpe                      ;52;Overige gemeenten Kop van Noord-Holland           ;27;NH. ;nee;nee
5202;Stolwijk;623;Vlist                      ;75;Krimpenerwaard                                    ;28;ZH. ;ja ;nee
5203;Stolwijkersluis (ged.);513;Gouda                      ;74;Gouda en omstreken                                ;28;ZH. ;nee;nee
5204;Stolwijkersluis (ged.);623;Vlist                      ;75;Krimpenerwaard                                    ;28;ZH. ;nee;nee
5205;Stompetoren;458;Schermer                   ;56;Noordhollands Middengewest                        ;27;NH. ;ja ;nee
5206;Stompwijk;548;Leidschendam               ;80;Randgebied 's-Gravenhage                          ;28;ZH. ;nee;nee
5207;Stoof;1655;Halderberge                ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
5208;Stootshorn;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
5209;Stormpolder;542;Krimpen aan den IJssel     ;88;Oostelijk randgebied Rotterdam                    ;28;ZH. ;nee;nee
5210;Stougjesdijk;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
5211;Stoutenburg;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;ja ;nee
5212;Stox;918;Helden                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5213;Strabeek;994;Valkenburg aan de Geul     ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
5214;Strabrecht;1658;Heeze-Leende               ;117;Valkenswaard en oostelijke randgemeenten          ;30;NB. ;nee;nee
5215;Stramproy;973;Stramproy                  ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;ja ;ja 
5216;Straten;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
5217;Strateris;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
5218;Stratum;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
5219;Streefkerk;694;Liesveld                   ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
5220;Streek;116;Gieten                     ;16;Overige gemeenten Drentse Veenkolonien            ;22;D.  ;nee;nee
5221;Streek, De;1651;Eemsmond                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
5222;Streukel;193;Zwolle                     ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
5223;Strevelshoek;597;Ridderkerk                 ;87;Oostelijk IJsselmonde                             ;28;ZH. ;nee;nee
5224;Strijbeek;1723;Alphen-Chaam               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
5225;Strijen;617;Strijen                    ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;ja 
5226;Strijenham;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;nee;nee
5227;Strijensas;617;Strijen                    ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
5228;Strijp;772;Eindhoven                  ;113;Eindhoven                                         ;30;NB. ;nee;nee
5229;Strijp;603;Rijswijk                   ;80;Randgebied 's-Gravenhage                          ;28;ZH. ;nee;nee
5230;Strijp;1659;Laarbeek                   ;115;Industriegebied Helmond                           ;30;NB. ;nee;nee
