ID;Melkvee;GrootveeEenheid;RegioS;Perioden;AlleDieren_1;WeidendeDieren_2;AlleDieren_3;WeidendeDieren_4;BedrijvenZonderWeidegang_5;DierenZonderWeidegang_6;BedrijvenMetWeidegang_7;DierenMetWeidegang_8;UrenBijDagEnNachtWeiden_9;UrenBijBeperktWeiden_10;DagEnNachtWeiden_11;OverdagWeiden_12
122;Rundvee melkveehouderij (totaal);Totaal;Noord-Holland (PV);2020;;;;;3.0;14.0;97.0;86.0;;;;
123;Rundvee melkveehouderij (totaal);Totaal;Noord-Holland (PV);2021;;;;;4.0;14.0;96.0;86.0;;;;
124;Rundvee melkveehouderij (totaal);Totaal;Noord-Holland (PV);2022;;;;;4.0;14.0;96.0;86.0;;;;
125;Rundvee melkveehouderij (totaal);Totaal;Noord-Holland (PV);2023;;;;;5.0;14.0;95.0;86.0;;;;
126;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2010;;;;;;;;;;;;
127;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2011;;;;;3.0;14.0;97.0;86.0;;;;
128;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2012;;;;;4.0;15.0;96.0;85.0;;;;
129;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2013;;;;;;;;;;;;
130;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2014;;;;;;;;;;;;
131;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2015;;;;;;;;;;;;
132;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2016;;;;;5.0;19.0;95.0;81.0;;;;
133;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2017;;;;;5.0;16.0;95.0;84.0;;;;
134;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2018;;;;;4.0;16.0;96.0;84.0;;;;
135;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2019;;;;;4.0;16.0;96.0;84.0;;;;
136;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2020;;;;;4.0;16.0;96.0;84.0;;;;
137;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2021;;;;;4.0;16.0;96.0;84.0;;;;
138;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2022;;;;;4.0;16.0;96.0;84.0;;;;
139;Rundvee melkveehouderij (totaal);Totaal;Zuid-Holland (PV);2023;;;;;5.0;17.0;95.0;83.0;;;;
140;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2010;;;;;;;;;;;;
141;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2011;;;;;19.0;42.0;81.0;58.0;;;;
142;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2012;;;;;19.0;42.0;81.0;58.0;;;;
143;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2013;;;;;;;;;;;;
144;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2014;;;;;;;;;;;;
145;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2015;;;;;;;;;;;;
146;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2016;;;;;19.0;50.0;81.0;50.0;;;;
147;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2017;;;;;20.0;49.0;80.0;51.0;;;;
148;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2018;;;;;19.0;45.0;81.0;55.0;;;;
149;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2019;;;;;18.0;45.0;82.0;55.0;;;;
150;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2020;;;;;20.0;45.0;80.0;55.0;;;;
151;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2021;;;;;18.0;44.0;82.0;56.0;;;;
152;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2022;;;;;18.0;43.0;82.0;57.0;;;;
153;Rundvee melkveehouderij (totaal);Totaal;Zeeland (PV);2023;;;;;20.0;45.0;80.0;55.0;;;;
154;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2010;;;;;;;;;;;;
155;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2011;;;;;27.0;51.0;73.0;49.0;;;;
156;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2012;;;;;29.0;53.0;71.0;47.0;;;;
157;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2013;;;;;;;;;;;;
158;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2014;;;;;;;;;;;;
159;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2015;;;;;;;;;;;;
160;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2016;;;;;34.0;60.0;66.0;40.0;;;;
161;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2017;;;;;34.0;58.0;66.0;42.0;;;;
162;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2018;;;;;31.0;55.0;69.0;45.0;;;;
163;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2019;;;;;30.0;53.0;70.0;47.0;;;;
164;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2020;;;;;29.0;53.0;71.0;47.0;;;;
165;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2021;;;;;29.0;52.0;71.0;48.0;;;;
166;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2022;;;;;29.0;53.0;71.0;47.0;;;;
167;Rundvee melkveehouderij (totaal);Totaal;Noord-Brabant (PV);2023;;;;;32.0;55.0;68.0;45.0;;;;
168;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2010;;;;;;;;;;;;
169;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2011;;;;;15.0;39.0;85.0;61.0;;;;
170;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2012;;;;;15.0;41.0;85.0;59.0;;;;
171;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2013;;;;;;;;;;;;
172;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2014;;;;;;;;;;;;
173;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2015;;;;;;;;;;;;
174;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2016;;;;;21.0;50.0;79.0;50.0;;;;
175;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2017;;;;;21.0;51.0;79.0;49.0;;;;
176;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2018;;;;;19.0;50.0;81.0;50.0;;;;
177;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2019;;;;;19.0;50.0;81.0;50.0;;;;
178;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2020;;;;;19.0;50.0;81.0;50.0;;;;
179;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2021;;;;;19.0;51.0;81.0;49.0;;;;
180;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2022;;;;;20.0;50.0;80.0;50.0;;;;
181;Rundvee melkveehouderij (totaal);Totaal;Limburg (PV);2023;;;;;20.0;49.0;80.0;51.0;;;;
182;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2010;;;;;;;;;;;;
183;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2011;;;;;11.0;19.0;89.0;81.0;;;;
184;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2012;;;;;12.0;20.0;88.0;80.0;;;;
185;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2013;;;;;;;;;;;;
186;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2014;;;;;;;;;;;;
187;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2015;;;;;;;;;;;;
188;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2016;;;;;15.0;25.0;85.0;75.0;;;;
189;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2017;;;;;18.0;27.0;82.0;73.0;;;;
190;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2018;;;;;16.0;24.0;84.0;76.0;;;;
191;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2019;;;;;16.0;25.0;84.0;75.0;;;;
192;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2020;;;;;17.0;26.0;83.0;74.0;;;;
193;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2021;;;;;18.0;27.0;82.0;73.0;;;;
194;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2022;;;;;19.0;28.0;81.0;72.0;;;;
195;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Nederland;2023;;;;;21.0;30.0;79.0;70.0;;;;
196;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2010;;;;;;;;;;;;
197;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2011;;;;;8.0;12.0;92.0;88.0;;;;
198;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2012;;;;;11.0;18.0;89.0;82.0;;;;
199;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2013;;;;;;;;;;;;
200;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2014;;;;;;;;;;;;
201;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2015;;;;;;;;;;;;
202;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2016;;;;;10.0;19.0;90.0;81.0;;;;
203;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2017;;;;;14.0;21.0;86.0;79.0;;;;
204;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2018;;;;;15.0;22.0;85.0;78.0;;;;
205;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2019;;;;;13.0;18.0;87.0;82.0;;;;
206;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2020;;;;;15.0;19.0;85.0;81.0;;;;
207;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2021;;;;;20.0;30.0;80.0;70.0;;;;
208;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2022;;;;;11.0;18.0;89.0;82.0;;;;
209;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Groningen (PV);2023;;;;;16.0;26.0;84.0;74.0;;;;
210;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2010;;;;;;;;;;;;
211;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2011;;;;;14.0;21.0;86.0;79.0;;;;
212;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2012;;;;;16.0;25.0;84.0;75.0;;;;
213;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2013;;;;;;;;;;;;
214;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2014;;;;;;;;;;;;
215;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2015;;;;;;;;;;;;
216;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2016;;;;;20.0;33.0;80.0;67.0;;;;
217;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2017;;;;;22.0;35.0;78.0;65.0;;;;
218;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2018;;;;;20.0;30.0;80.0;70.0;;;;
219;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2019;;;;;21.0;34.0;79.0;66.0;;;;
220;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2020;;;;;22.0;31.0;78.0;69.0;;;;
221;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2021;;;;;20.0;31.0;80.0;69.0;;;;
222;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2022;;;;;28.0;37.0;72.0;63.0;;;;
223;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Fryslân (PV);2023;;;;;27.0;37.0;73.0;63.0;;;;
224;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2010;;;;;;;;;;;;
225;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2011;;;;;12.0;20.0;88.0;80.0;;;;
226;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2012;;;;;11.0;16.0;89.0;84.0;;;;
227;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2013;;;;;;;;;;;;
228;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2014;;;;;;;;;;;;
229;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2015;;;;;;;;;;;;
230;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2016;;;;;17.0;25.0;83.0;75.0;;;;
231;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2017;;;;;20.0;31.0;80.0;69.0;;;;
232;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2018;;;;;21.0;27.0;79.0;73.0;;;;
233;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2019;;;;;18.0;25.0;82.0;75.0;;;;
234;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2020;;;;;15.0;21.0;85.0;79.0;;;;
235;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2021;;;;;19.0;27.0;81.0;73.0;;;;
236;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2022;;;;;21.0;29.0;79.0;71.0;;;;
237;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Drenthe (PV);2023;;;;;26.0;37.0;74.0;63.0;;;;
238;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2010;;;;;;;;;;;;
239;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2011;;;;;10.0;17.0;90.0;83.0;;;;
240;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2012;;;;;12.0;19.0;88.0;81.0;;;;
241;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2013;;;;;;;;;;;;
242;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2014;;;;;;;;;;;;
243;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2015;;;;;;;;;;;;
244;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2016;;;;;15.0;21.0;85.0;79.0;;;;
245;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2017;;;;;17.0;23.0;83.0;77.0;;;;
246;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2018;;;;;14.0;21.0;86.0;79.0;;;;
247;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2019;;;;;14.0;21.0;86.0;79.0;;;;
248;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2020;;;;;15.0;23.0;85.0;77.0;;;;
249;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2021;;;;;16.0;24.0;84.0;76.0;;;;
250;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2022;;;;;19.0;28.0;81.0;72.0;;;;
251;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Overijssel (PV);2023;;;;;22.0;30.0;78.0;70.0;;;;
252;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2010;;;;;;;;;;;;
253;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2011;;;;;50.0;60.0;50.0;40.0;;;;
254;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2012;;;;;55.0;60.0;45.0;40.0;;;;
255;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2013;;;;;;;;;;;;
256;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2014;;;;;;;;;;;;
257;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2015;;;;;;;;;;;;
258;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2016;;;;;53.0;63.0;47.0;37.0;;;;
259;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2017;;;;;64.0;66.0;36.0;34.0;;;;
260;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2018;;;;;65.0;71.0;35.0;29.0;;;;
261;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2019;;;;;71.0;80.0;29.0;20.0;;;;
262;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2020;;;;;75.0;85.0;25.0;15.0;;;;
263;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2021;;;;;64.0;74.0;36.0;26.0;;;;
264;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2022;;;;;67.0;75.0;33.0;25.0;;;;
265;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Flevoland (PV);2023;;;;;75.0;81.0;25.0;19.0;;;;
266;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2010;;;;;;;;;;;;
267;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2011;;;;;11.0;18.0;89.0;82.0;;;;
268;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2012;;;;;10.0;18.0;90.0;82.0;;;;
269;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2013;;;;;;;;;;;;
270;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2014;;;;;;;;;;;;
271;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2015;;;;;;;;;;;;
272;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2016;;;;;13.0;22.0;87.0;78.0;;;;
273;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2017;;;;;15.0;24.0;85.0;76.0;;;;
274;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2018;;;;;14.0;24.0;86.0;76.0;;;;
275;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2019;;;;;14.0;26.0;86.0;74.0;;;;
276;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2020;;;;;15.0;26.0;85.0;74.0;;;;
277;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2021;;;;;16.0;27.0;84.0;73.0;;;;
278;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2022;;;;;17.0;27.0;83.0;73.0;;;;
279;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Gelderland (PV);2023;;;;;18.0;27.0;82.0;73.0;;;;
280;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2010;;;;;;;;;;;;
281;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2011;;;;;4.0;8.0;96.0;92.0;;;;
282;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2012;;;;;5.0;8.0;95.0;92.0;;;;
283;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2013;;;;;;;;;;;;
284;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2014;;;;;;;;;;;;
285;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2015;;;;;;;;;;;;
286;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2016;;;;;8.0;15.0;92.0;85.0;;;;
287;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2017;;;;;11.0;16.0;89.0;84.0;;;;
288;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2018;;;;;7.0;13.0;93.0;87.0;;;;
289;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2019;;;;;8.0;15.0;92.0;85.0;;;;
290;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2020;;;;;8.0;16.0;92.0;84.0;;;;
291;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2021;;;;;7.0;15.0;93.0;85.0;;;;
292;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2022;;;;;10.0;16.0;90.0;84.0;;;;
293;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Utrecht (PV);2023;;;;;9.0;16.0;91.0;84.0;;;;
294;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;
295;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2011;;;;;3.0;9.0;97.0;91.0;;;;
296;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2012;;;;;4.0;7.0;96.0;93.0;;;;
297;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;
298;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;
299;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;
300;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2016;;;;;9.0;12.0;91.0;88.0;;;;
301;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2017;;;;;9.0;10.0;91.0;90.0;;;;
302;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2018;;;;;7.0;10.0;93.0;90.0;;;;
303;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2019;;;;;7.0;9.0;93.0;91.0;;;;
304;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2020;;;;;3.0;9.0;97.0;91.0;;;;
305;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2021;;;;;7.0;11.0;93.0;89.0;;;;
306;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2022;;;;;6.0;11.0;94.0;89.0;;;;
307;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Holland (PV);2023;;;;;10.0;12.0;90.0;88.0;;;;
308;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;
309;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2011;;;;;3.0;7.0;97.0;93.0;;;;
310;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2012;;;;;3.0;6.0;97.0;94.0;;;;
311;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;
312;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;
313;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;
314;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2016;;;;;4.0;9.0;96.0;91.0;;;;
315;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2017;;;;;7.0;11.0;93.0;89.0;;;;
316;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2018;;;;;4.0;7.0;96.0;93.0;;;;
317;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2019;;;;;5.0;9.0;95.0;91.0;;;;
318;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2020;;;;;5.0;11.0;95.0;89.0;;;;
319;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2021;;;;;5.0;9.0;95.0;91.0;;;;
320;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2022;;;;;5.0;9.0;95.0;91.0;;;;
321;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zuid-Holland (PV);2023;;;;;7.0;10.0;93.0;90.0;;;;
322;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2010;;;;;;;;;;;;
323;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2011;;;;;11.0;25.0;89.0;75.0;;;;
324;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2012;;;;;10.0;14.0;90.0;86.0;;;;
325;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2013;;;;;;;;;;;;
326;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2014;;;;;;;;;;;;
327;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2015;;;;;;;;;;;;
328;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2016;;;;;8.0;20.0;92.0;80.0;;;;
329;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2017;;;;;6.0;11.0;94.0;89.0;;;;
330;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2018;;;;;8.0;10.0;92.0;90.0;;;;
331;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2019;;;;;11.0;24.0;89.0;76.0;;;;
332;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2020;;;;;17.0;31.0;83.0;69.0;;;;
333;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2021;;;;;13.0;20.0;88.0;80.0;;;;
334;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2022;;;;;4.0;18.0;96.0;82.0;;;;
335;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Zeeland (PV);2023;;;;;13.0;21.0;87.0;79.0;;;;
336;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2010;;;;;;;;;;;;
337;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2011;;;;;24.0;39.0;76.0;61.0;;;;
338;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2012;;;;;26.0;40.0;74.0;60.0;;;;
339;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2013;;;;;;;;;;;;
340;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2014;;;;;;;;;;;;
341;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2015;;;;;;;;;;;;
342;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2016;;;;;32.0;50.0;68.0;50.0;;;;
343;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2017;;;;;37.0;52.0;63.0;48.0;;;;
344;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2018;;;;;37.0;49.0;63.0;51.0;;;;
345;Rundvee melkveehouderij (totaal);0 tot 50 GVE;Noord-Brabant (PV);2019;;;;;36.0;47.0;64.0;53.0;;;;
