ID;Sex;Age31December;Periods;Deaths_1
8289;Total male and female;65 to 79 years;2015 week 48;863
8290;Total male and female;65 to 79 years;2015 week 49;834
8291;Total male and female;65 to 79 years;2015 week 50;889
8292;Total male and female;65 to 79 years;2015 week 51;899
8293;Total male and female;65 to 79 years;2015 week 52;769
8294;Total male and female;65 to 79 years;2015 week 53 (4 days);497
8295;Total male and female;65 to 79 years;2015;43665
8296;Total male and female;65 to 79 years;2016 week 0 (3 days);382
8297;Total male and female;65 to 79 years;2016 week 1;920
8298;Total male and female;65 to 79 years;2016 week 2;863
8299;Total male and female;65 to 79 years;2016 week 3;882
8300;Total male and female;65 to 79 years;2016 week 4;874
8301;Total male and female;65 to 79 years;2016 week 5;946
8302;Total male and female;65 to 79 years;2016 week 6;907
8303;Total male and female;65 to 79 years;2016 week 7;893
8304;Total male and female;65 to 79 years;2016 week 8;936
8305;Total male and female;65 to 79 years;2016 week 9;925
8306;Total male and female;65 to 79 years;2016 week 10;896
8307;Total male and female;65 to 79 years;2016 week 11;884
8308;Total male and female;65 to 79 years;2016 week 12;896
8309;Total male and female;65 to 79 years;2016 week 13;924
8310;Total male and female;65 to 79 years;2016 week 14;866
8311;Total male and female;65 to 79 years;2016 week 15;829
8312;Total male and female;65 to 79 years;2016 week 16;824
8313;Total male and female;65 to 79 years;2016 week 17;763
8314;Total male and female;65 to 79 years;2016 week 18;821
8315;Total male and female;65 to 79 years;2016 week 19;888
8316;Total male and female;65 to 79 years;2016 week 20;779
8317;Total male and female;65 to 79 years;2016 week 21;764
8318;Total male and female;65 to 79 years;2016 week 22;821
8319;Total male and female;65 to 79 years;2016 week 23;757
8320;Total male and female;65 to 79 years;2016 week 24;771
8321;Total male and female;65 to 79 years;2016 week 25;769
8322;Total male and female;65 to 79 years;2016 week 26;821
8323;Total male and female;65 to 79 years;2016 week 27;804
8324;Total male and female;65 to 79 years;2016 week 28;743
8325;Total male and female;65 to 79 years;2016 week 29;842
8326;Total male and female;65 to 79 years;2016 week 30;765
8327;Total male and female;65 to 79 years;2016 week 31;758
8328;Total male and female;65 to 79 years;2016 week 32;775
8329;Total male and female;65 to 79 years;2016 week 33;779
8330;Total male and female;65 to 79 years;2016 week 34;857
8331;Total male and female;65 to 79 years;2016 week 35;791
8332;Total male and female;65 to 79 years;2016 week 36;782
8333;Total male and female;65 to 79 years;2016 week 37;825
8334;Total male and female;65 to 79 years;2016 week 38;810
8335;Total male and female;65 to 79 years;2016 week 39;817
8336;Total male and female;65 to 79 years;2016 week 40;836
8337;Total male and female;65 to 79 years;2016 week 41;938
8338;Total male and female;65 to 79 years;2016 week 42;833
8339;Total male and female;65 to 79 years;2016 week 43;844
8340;Total male and female;65 to 79 years;2016 week 44;809
8341;Total male and female;65 to 79 years;2016 week 45;880
8342;Total male and female;65 to 79 years;2016 week 46;866
8343;Total male and female;65 to 79 years;2016 week 47;876
8344;Total male and female;65 to 79 years;2016 week 48;869
8345;Total male and female;65 to 79 years;2016 week 49;935
8346;Total male and female;65 to 79 years;2016 week 50;944
8347;Total male and female;65 to 79 years;2016 week 51;942
8348;Total male and female;65 to 79 years;2016 week 52 (6 days);840
8349;Total male and female;65 to 79 years;2016;44361
8350;Total male and female;65 to 79 years;2017 week 0 (1 day);128
8351;Total male and female;65 to 79 years;2017 week 1;929
8352;Total male and female;65 to 79 years;2017 week 2;993
8353;Total male and female;65 to 79 years;2017 week 3;894
8354;Total male and female;65 to 79 years;2017 week 4;956
8355;Total male and female;65 to 79 years;2017 week 5;1038
8356;Total male and female;65 to 79 years;2017 week 6;929
8357;Total male and female;65 to 79 years;2017 week 7;877
8358;Total male and female;65 to 79 years;2017 week 8;914
8359;Total male and female;65 to 79 years;2017 week 9;828
8360;Total male and female;65 to 79 years;2017 week 10;886
8361;Total male and female;65 to 79 years;2017 week 11;795
8362;Total male and female;65 to 79 years;2017 week 12;818
8363;Total male and female;65 to 79 years;2017 week 13;866
8364;Total male and female;65 to 79 years;2017 week 14;800
8365;Total male and female;65 to 79 years;2017 week 15;866
8366;Total male and female;65 to 79 years;2017 week 16;815
8367;Total male and female;65 to 79 years;2017 week 17;821
8368;Total male and female;65 to 79 years;2017 week 18;840
8369;Total male and female;65 to 79 years;2017 week 19;853
8370;Total male and female;65 to 79 years;2017 week 20;848
8371;Total male and female;65 to 79 years;2017 week 21;830
8372;Total male and female;65 to 79 years;2017 week 22;840
8373;Total male and female;65 to 79 years;2017 week 23;749
8374;Total male and female;65 to 79 years;2017 week 24;794
8375;Total male and female;65 to 79 years;2017 week 25;803
8376;Total male and female;65 to 79 years;2017 week 26;785
8377;Total male and female;65 to 79 years;2017 week 27;816
8378;Total male and female;65 to 79 years;2017 week 28;758
8379;Total male and female;65 to 79 years;2017 week 29;832
8380;Total male and female;65 to 79 years;2017 week 30;819
8381;Total male and female;65 to 79 years;2017 week 31;775
8382;Total male and female;65 to 79 years;2017 week 32;838
8383;Total male and female;65 to 79 years;2017 week 33;795
8384;Total male and female;65 to 79 years;2017 week 34;763
8385;Total male and female;65 to 79 years;2017 week 35;790
8386;Total male and female;65 to 79 years;2017 week 36;846
8387;Total male and female;65 to 79 years;2017 week 37;864
8388;Total male and female;65 to 79 years;2017 week 38;854
8389;Total male and female;65 to 79 years;2017 week 39;823
8390;Total male and female;65 to 79 years;2017 week 40;793
8391;Total male and female;65 to 79 years;2017 week 41;877
8392;Total male and female;65 to 79 years;2017 week 42;832
8393;Total male and female;65 to 79 years;2017 week 43;791
8394;Total male and female;65 to 79 years;2017 week 44;798
8395;Total male and female;65 to 79 years;2017 week 45;795
8396;Total male and female;65 to 79 years;2017 week 46;911
8397;Total male and female;65 to 79 years;2017 week 47;912
8398;Total male and female;65 to 79 years;2017 week 48;880
8399;Total male and female;65 to 79 years;2017 week 49;899
8400;Total male and female;65 to 79 years;2017 week 50;1017
8401;Total male and female;65 to 79 years;2017 week 51;918
8402;Total male and female;65 to 79 years;2017 week 52;934
8403;Total male and female;65 to 79 years;2017;44425
8404;Total male and female;65 to 79 years;2018 week 1;932
8405;Total male and female;65 to 79 years;2018 week 2;926
8406;Total male and female;65 to 79 years;2018 week 3;983
8407;Total male and female;65 to 79 years;2018 week 4;936
8408;Total male and female;65 to 79 years;2018 week 5;921
8409;Total male and female;65 to 79 years;2018 week 6;970
8410;Total male and female;65 to 79 years;2018 week 7;1070
8411;Total male and female;65 to 79 years;2018 week 8;1047
8412;Total male and female;65 to 79 years;2018 week 9;1111
8413;Total male and female;65 to 79 years;2018 week 10;1114
8414;Total male and female;65 to 79 years;2018 week 11;1045
8415;Total male and female;65 to 79 years;2018 week 12;947
8416;Total male and female;65 to 79 years;2018 week 13;897
8417;Total male and female;65 to 79 years;2018 week 14;902
8418;Total male and female;65 to 79 years;2018 week 15;846
8419;Total male and female;65 to 79 years;2018 week 16;874
8420;Total male and female;65 to 79 years;2018 week 17;829
8421;Total male and female;65 to 79 years;2018 week 18;767
8422;Total male and female;65 to 79 years;2018 week 19;758
8423;Total male and female;65 to 79 years;2018 week 20;825
8424;Total male and female;65 to 79 years;2018 week 21;797
8425;Total male and female;65 to 79 years;2018 week 22;857
8426;Total male and female;65 to 79 years;2018 week 23;825
8427;Total male and female;65 to 79 years;2018 week 24;797
8428;Total male and female;65 to 79 years;2018 week 25;803
8429;Total male and female;65 to 79 years;2018 week 26;784
8430;Total male and female;65 to 79 years;2018 week 27;838
8431;Total male and female;65 to 79 years;2018 week 28;805
8432;Total male and female;65 to 79 years;2018 week 29;810
8433;Total male and female;65 to 79 years;2018 week 30;824
8434;Total male and female;65 to 79 years;2018 week 31;867
8435;Total male and female;65 to 79 years;2018 week 32;827
8436;Total male and female;65 to 79 years;2018 week 33;785
8437;Total male and female;65 to 79 years;2018 week 34;813
8438;Total male and female;65 to 79 years;2018 week 35;808
8439;Total male and female;65 to 79 years;2018 week 36;811
8440;Total male and female;65 to 79 years;2018 week 37;819
8441;Total male and female;65 to 79 years;2018 week 38;868
8442;Total male and female;65 to 79 years;2018 week 39;804
8443;Total male and female;65 to 79 years;2018 week 40;873
8444;Total male and female;65 to 79 years;2018 week 41;832
8445;Total male and female;65 to 79 years;2018 week 42;831
8446;Total male and female;65 to 79 years;2018 week 43;857
8447;Total male and female;65 to 79 years;2018 week 44;920
8448;Total male and female;65 to 79 years;2018 week 45;907
8449;Total male and female;65 to 79 years;2018 week 46;825
8450;Total male and female;65 to 79 years;2018 week 47;928
8451;Total male and female;65 to 79 years;2018 week 48;916
8452;Total male and female;65 to 79 years;2018 week 49;905
8453;Total male and female;65 to 79 years;2018 week 50;960
8454;Total male and female;65 to 79 years;2018 week 51;928
8455;Total male and female;65 to 79 years;2018 week 52;909
8456;Total male and female;65 to 79 years;2018 week 53 (1 day);142
8457;Total male and female;65 to 79 years;2018;45975
8458;Total male and female;65 to 79 years;2019 week 1 (6 days);715
8459;Total male and female;65 to 79 years;2019 week 2;864
8460;Total male and female;65 to 79 years;2019 week 3;928
8461;Total male and female;65 to 79 years;2019 week 4;931
8462;Total male and female;65 to 79 years;2019 week 5;944
8463;Total male and female;65 to 79 years;2019 week 6;983
8464;Total male and female;65 to 79 years;2019 week 7;915
8465;Total male and female;65 to 79 years;2019 week 8;939
8466;Total male and female;65 to 79 years;2019 week 9;877
8467;Total male and female;65 to 79 years;2019 week 10;938
8468;Total male and female;65 to 79 years;2019 week 11;979
8469;Total male and female;65 to 79 years;2019 week 12;860
8470;Total male and female;65 to 79 years;2019 week 13;893
8471;Total male and female;65 to 79 years;2019 week 14;847
8472;Total male and female;65 to 79 years;2019 week 15;889
8473;Total male and female;65 to 79 years;2019 week 16;899
8474;Total male and female;65 to 79 years;2019 week 17;859
8475;Total male and female;65 to 79 years;2019 week 18;869
8476;Total male and female;65 to 79 years;2019 week 19;821
8477;Total male and female;65 to 79 years;2019 week 20;811
8478;Total male and female;65 to 79 years;2019 week 21;810
8479;Total male and female;65 to 79 years;2019 week 22;846
8480;Total male and female;65 to 79 years;2019 week 23;805
8481;Total male and female;65 to 79 years;2019 week 24;818
8482;Total male and female;65 to 79 years;2019 week 25;865
8483;Total male and female;65 to 79 years;2019 week 26;857
8484;Total male and female;65 to 79 years;2019 week 27;866
8485;Total male and female;65 to 79 years;2019 week 28;841
8486;Total male and female;65 to 79 years;2019 week 29;816
8487;Total male and female;65 to 79 years;2019 week 30;879
8488;Total male and female;65 to 79 years;2019 week 31;857
8489;Total male and female;65 to 79 years;2019 week 32;783
8490;Total male and female;65 to 79 years;2019 week 33;837
8491;Total male and female;65 to 79 years;2019 week 34;814
8492;Total male and female;65 to 79 years;2019 week 35;905
8493;Total male and female;65 to 79 years;2019 week 36;782
8494;Total male and female;65 to 79 years;2019 week 37;847
8495;Total male and female;65 to 79 years;2019 week 38;817
8496;Total male and female;65 to 79 years;2019 week 39;861
8497;Total male and female;65 to 79 years;2019 week 40;815
8498;Total male and female;65 to 79 years;2019 week 41;945
8499;Total male and female;65 to 79 years;2019 week 42;912
8500;Total male and female;65 to 79 years;2019 week 43;935
8501;Total male and female;65 to 79 years;2019 week 44;884
8502;Total male and female;65 to 79 years;2019 week 45;852
8503;Total male and female;65 to 79 years;2019 week 46;922
8504;Total male and female;65 to 79 years;2019 week 47;925
8505;Total male and female;65 to 79 years;2019 week 48;944
8506;Total male and female;65 to 79 years;2019 week 49;918
8507;Total male and female;65 to 79 years;2019 week 50;1021
8508;Total male and female;65 to 79 years;2019 week 51;1000
8509;Total male and female;65 to 79 years;2019 week 52;936
8510;Total male and female;65 to 79 years;2019 week 53 (2 days);264
8511;Total male and female;65 to 79 years;2019;45940
8512;Total male and female;65 to 79 years;2020 week 1 (5 days);632
8513;Total male and female;65 to 79 years;2020 week 2;966
8514;Total male and female;65 to 79 years;2020 week 3;912
8515;Total male and female;65 to 79 years;2020 week 4;936
8516;Total male and female;65 to 79 years;2020 week 5;923
8517;Total male and female;65 to 79 years;2020 week 6;982
8518;Total male and female;65 to 79 years;2020 week 7;938
8519;Total male and female;65 to 79 years;2020 week 8;870
8520;Total male and female;65 to 79 years;2020 week 9;911
8521;Total male and female;65 to 79 years;2020 week 10;889
8522;Total male and female;65 to 79 years;2020 week 11;948
8523;Total male and female;65 to 79 years;2020 week 12;1080
8524;Total male and female;65 to 79 years;2020 week 13;1402
8525;Total male and female;65 to 79 years;2020 week 14;1503
8526;Total male and female;65 to 79 years;2020 week 15;1435
8527;Total male and female;65 to 79 years;2020 week 16;1234
8528;Total male and female;65 to 79 years;2020 week 17;1155
8529;Total male and female;65 to 79 years;2020 week 18;1001
8530;Total male and female;65 to 79 years;2020 week 19;915
8531;Total male and female;65 to 79 years;2020 week 20;835
8532;Total male and female;65 to 79 years;2020 week 21;805
8533;Total male and female;65 to 79 years;2020 week 22;858
8534;Total male and female;65 to 79 years;2020 week 23;835
8535;Total male and female;65 to 79 years;2020 week 24;834
8536;Total male and female;65 to 79 years;2020 week 25;855
8537;Total male and female;65 to 79 years;2020 week 26;827
8538;Total male and female;65 to 79 years;2020 week 27;809
8539;Total male and female;65 to 79 years;2020 week 28;812
8540;Total male and female;65 to 79 years;2020 week 29;775
8541;Total male and female;65 to 79 years;2020 week 30;823
8542;Total male and female;65 to 79 years;2020 week 31;841
8543;Total male and female;65 to 79 years;2020 week 32;819
8544;Total male and female;65 to 79 years;2020 week 33;928
8545;Total male and female;65 to 79 years;2020 week 34;863
8546;Total male and female;65 to 79 years;2020 week 35;865
8547;Total male and female;65 to 79 years;2020 week 36;828
8548;Total male and female;65 to 79 years;2020 week 37;898
8549;Total male and female;65 to 79 years;2020 week 38;845
8550;Total male and female;65 to 79 years;2020 week 39;880
8551;Total male and female;65 to 79 years;2020 week 40;918
8552;Total male and female;65 to 79 years;2020 week 41;990
8553;Total male and female;65 to 79 years;2020 week 42;987
8554;Total male and female;65 to 79 years;2020 week 43;1080
8555;Total male and female;65 to 79 years;2020 week 44;1166
8556;Total male and female;65 to 79 years;2020 week 45;1111
8557;Total male and female;65 to 79 years;2020 week 46;1059
8558;Total male and female;65 to 79 years;2020 week 47;1083
8559;Total male and female;65 to 79 years;2020 week 48;1083
8560;Total male and female;65 to 79 years;2020 week 49;1112
8561;Total male and female;65 to 79 years;2020 week 50;1103
8562;Total male and female;65 to 79 years;2020 week 51;1188
8563;Total male and female;65 to 79 years;2020 week 52;1146
8564;Total male and female;65 to 79 years;2020 week 53 (4 days);766
8565;Total male and female;65 to 79 years;2020;51259
8566;Total male and female;65 to 79 years;2021 week 0 (3 days);515
8567;Total male and female;65 to 79 years;2021 week 1;1179
8568;Total male and female;65 to 79 years;2021 week 2;1109
8569;Total male and female;65 to 79 years;2021 week 3;1087
8570;Total male and female;65 to 79 years;2021 week 4;1106
8571;Total male and female;65 to 79 years;2021 week 5;1101
8572;Total male and female;65 to 79 years;2021 week 6;1098
8573;Total male and female;65 to 79 years;2021 week 7;1039
8574;Total male and female;65 to 79 years;2021 week 8;984
8575;Total male and female;65 to 79 years;2021 week 9;968
8576;Total male and female;65 to 79 years;2021 week 10;989
8577;Total male and female;65 to 79 years;2021 week 11;986
8578;Total male and female;65 to 79 years;2021 week 12;1008
8579;Total male and female;65 to 79 years;2021 week 13;1040
8580;Total male and female;65 to 79 years;2021 week 14;1047
8581;Total male and female;65 to 79 years;2021 week 15;1079
8582;Total male and female;65 to 79 years;2021 week 16;1019
8583;Total male and female;65 to 79 years;2021 week 17;1046
8584;Total male and female;65 to 79 years;2021 week 18;1025
8585;Total male and female;65 to 79 years;2021 week 19;936
8586;Total male and female;65 to 79 years;2021 week 20;1027
8587;Total male and female;65 to 79 years;2021 week 21;867
8588;Total male and female;65 to 79 years;2021 week 22;947
8589;Total male and female;65 to 79 years;2021 week 23;929
8590;Total male and female;65 to 79 years;2021 week 24;897
8591;Total male and female;65 to 79 years;2021 week 25;849
8592;Total male and female;65 to 79 years;2021 week 26;864
8593;Total male and female;65 to 79 years;2021 week 27;895
8594;Total male and female;65 to 79 years;2021 week 28;900
8595;Total male and female;65 to 79 years;2021 week 29;909
8596;Total male and female;65 to 79 years;2021 week 30;945
8597;Total male and female;65 to 79 years;2021 week 31;921
8598;Total male and female;65 to 79 years;2021 week 32;885
8599;Total male and female;65 to 79 years;2021 week 33;919
8600;Total male and female;65 to 79 years;2021 week 34;945
8601;Total male and female;65 to 79 years;2021 week 35;886
8602;Total male and female;65 to 79 years;2021 week 36;1022
8603;Total male and female;65 to 79 years;2021 week 37;932
8604;Total male and female;65 to 79 years;2021 week 38;926
8605;Total male and female;65 to 79 years;2021 week 39;986
8606;Total male and female;65 to 79 years;2021 week 40;1005
8607;Total male and female;65 to 79 years;2021 week 41;971
8608;Total male and female;65 to 79 years;2021 week 42;1007
8609;Total male and female;65 to 79 years;2021 week 43;1045
8610;Total male and female;65 to 79 years;2021 week 44;1137
8611;Total male and female;65 to 79 years;2021 week 45;1189
8612;Total male and female;65 to 79 years;2021 week 46;1221
8613;Total male and female;65 to 79 years;2021 week 47;1270
8614;Total male and female;65 to 79 years;2021 week 48;1334
8615;Total male and female;65 to 79 years;2021 week 49;1315
8616;Total male and female;65 to 79 years;2021 week 50;1248
8617;Total male and female;65 to 79 years;2021 week 51;1155
8618;Total male and female;65 to 79 years;2021 week 52 (5 days);873
8619;Total male and female;65 to 79 years;2021;53582
8620;Total male and female;65 to 79 years;2022 week 0 (2 days);284
8621;Total male and female;65 to 79 years;2022 week 1;1087
8622;Total male and female;65 to 79 years;2022 week 2;960
8623;Total male and female;65 to 79 years;2022 week 3;1010
8624;Total male and female;65 to 79 years;2022 week 4;981
8625;Total male and female;65 to 79 years;2022 week 5;992
8626;Total male and female;65 to 79 years;2022 week 6;999
8627;Total male and female;65 to 79 years;2022 week 7;1042
8628;Total male and female;65 to 79 years;2022 week 8;1034
8629;Total male and female;65 to 79 years;2022 week 9;959
8630;Total male and female;65 to 79 years;2022 week 10;1003
8631;Total male and female;65 to 79 years;2022 week 11;1120
8632;Total male and female;65 to 79 years;2022 week 12;1081
8633;Total male and female;65 to 79 years;2022 week 13;1038
8634;Total male and female;65 to 79 years;2022 week 14;1069
8635;Total male and female;65 to 79 years;2022 week 15;1022
8636;Total male and female;65 to 79 years;2022 week 16;933
8637;Total male and female;65 to 79 years;2022 week 17;931
8638;Total male and female;65 to 79 years;2022 week 18;974
8639;Total male and female;65 to 79 years;2022 week 19;1020
8640;Total male and female;65 to 79 years;2022 week 20;936
8641;Total male and female;65 to 79 years;2022 week 21;916
8642;Total male and female;65 to 79 years;2022 week 22;944
8643;Total male and female;65 to 79 years;2022 week 23;954
8644;Total male and female;65 to 79 years;2022 week 24;957
8645;Total male and female;65 to 79 years;2022 week 25;1013
8646;Total male and female;65 to 79 years;2022 week 26;918
8647;Total male and female;65 to 79 years;2022 week 27;911
8648;Total male and female;65 to 79 years;2022 week 28;951
8649;Total male and female;65 to 79 years;2022 week 29;983
8650;Total male and female;65 to 79 years;2022 week 30;959
8651;Total male and female;65 to 79 years;2022 week 31;920
8652;Total male and female;65 to 79 years;2022 week 32;940
8653;Total male and female;65 to 79 years;2022 week 33;955
8654;Total male and female;65 to 79 years;2022 week 34;954
8655;Total male and female;65 to 79 years;2022 week 35;952
8656;Total male and female;65 to 79 years;2022 week 36;994
8657;Total male and female;65 to 79 years;2022 week 37;933
8658;Total male and female;65 to 79 years;2022 week 38;958
8659;Total male and female;65 to 79 years;2022 week 39;1062
8660;Total male and female;65 to 79 years;2022 week 40;1046
8661;Total male and female;65 to 79 years;2022 week 41;1029
8662;Total male and female;65 to 79 years;2022 week 42;1071
8663;Total male and female;65 to 79 years;2022 week 43;1070
8664;Total male and female;65 to 79 years;2022 week 44;1044
8665;Total male and female;65 to 79 years;2022 week 45;1031
8666;Total male and female;65 to 79 years;2022 week 46;1052
8667;Total male and female;65 to 79 years;2022 week 47;1060
8668;Total male and female;65 to 79 years;2022 week 48;1131
8669;Total male and female;65 to 79 years;2022 week 49;1133
8670;Total male and female;65 to 79 years;2022 week 50;1242
8671;Total male and female;65 to 79 years;2022 week 51;1284
8672;Total male and female;65 to 79 years;2022 week 52 (6 days);1141
8673;Total male and female;65 to 79 years;2022;52983
8674;Total male and female;65 to 79 years;2023 week 0 (1 day);142
8675;Total male and female;65 to 79 years;2023 week 1;1181
8676;Total male and female;65 to 79 years;2023 week 2;1167
8677;Total male and female;65 to 79 years;2023 week 3;1109
8678;Total male and female;65 to 79 years;2023 week 4;1027
8679;Total male and female;65 to 79 years;2023 week 5;1101
8680;Total male and female;65 to 79 years;2023 week 6;1023
8681;Total male and female;65 to 79 years;2023 week 7;1075
8682;Total male and female;65 to 79 years;2023 week 8;1032
8683;Total male and female;65 to 79 years;2023 week 9;1023
8684;Total male and female;65 to 79 years;2023 week 10;1106
8685;Total male and female;65 to 79 years;2023 week 11;1106
8686;Total male and female;65 to 79 years;2023 week 12;1093
8687;Total male and female;65 to 79 years;2023 week 13;982
8688;Total male and female;65 to 79 years;2023 week 14;977
8689;Total male and female;65 to 79 years;2023 week 15;920
8690;Total male and female;65 to 79 years;2023 week 16;985
8691;Total male and female;65 to 79 years;2023 week 17;884
8692;Total male and female;65 to 79 years;2023 week 18;928
8693;Total male and female;65 to 79 years;2023 week 19;983
8694;Total male and female;65 to 79 years;2023 week 20;914
8695;Total male and female;65 to 79 years;2023 week 21;957
8696;Total male and female;65 to 79 years;2023 week 22;932
8697;Total male and female;65 to 79 years;2023 week 23;955
8698;Total male and female;65 to 79 years;2023 week 24;1000
8699;Total male and female;65 to 79 years;2023 week 25;957
8700;Total male and female;65 to 79 years;2023 week 26;919
8701;Total male and female;65 to 79 years;2023 week 27;909
8702;Total male and female;65 to 79 years;2023 week 28;944
8703;Total male and female;65 to 79 years;2023 week 29;927
8704;Total male and female;65 to 79 years;2023 week 30;981
8705;Total male and female;65 to 79 years;2023 week 31;940
8706;Total male and female;65 to 79 years;2023 week 32;938
8707;Total male and female;65 to 79 years;2023 week 33;919
8708;Total male and female;65 to 79 years;2023 week 34;927
8709;Total male and female;65 to 79 years;2023 week 35;891
8710;Total male and female;65 to 79 years;2023 week 36;989
8711;Total male and female;65 to 79 years;2023 week 37;933
8712;Total male and female;65 to 79 years;2023 week 38;945
8713;Total male and female;65 to 79 years;2023 week 39;1008
8714;Total male and female;65 to 79 years;2023 week 40;1014
8715;Total male and female;65 to 79 years;2023 week 41;1037
8716;Total male and female;65 to 79 years;2023 week 42;977
8717;Total male and female;65 to 79 years;2023 week 43;1090
8718;Total male and female;65 to 79 years;2023 week 44;1097
8719;Total male and female;65 to 79 years;2023 week 45;1122
8720;Total male and female;65 to 79 years;2023 week 46;1088
8721;Total male and female;65 to 79 years;2023 week 47;1084
8722;Total male and female;65 to 79 years;2023 week 48;1165
8723;Total male and female;65 to 79 years;2023 week 49;1089
8724;Total male and female;65 to 79 years;2023 week 50;1096
8725;Total male and female;65 to 79 years;2023 week 51;1205
8726;Total male and female;65 to 79 years;2023 week 52;1135
8727;Total male and female;65 to 79 years;2023;52928
8728;Total male and female;65 to 79 years;2024 week 1;1094
8729;Total male and female;65 to 79 years;2024 week 2;1071
8730;Total male and female;65 to 79 years;2024 week 3;1126
8731;Total male and female;65 to 79 years;2024 week 4;1171
8732;Total male and female;65 to 79 years;2024 week 5;1211
8733;Total male and female;65 to 79 years;2024 week 6;1135
8734;Total male and female;65 to 79 years;2024 week 7;1149
8735;Total male and female;65 to 79 years;2024 week 8;1037
8736;Total male and female;65 to 79 years;2024 week 9;1087
8737;Total male and female;65 to 79 years;2024 week 10;1058
8738;Total male and female;65 to 79 years;2024 week 11;1004
8739;Total male and female;65 to 79 years;2024 week 12;976
8740;Total male and female;65 to 79 years;2024 week 13;1022
8741;Total male and female;65 to 79 years;2024 week 14;1040
8742;Total male and female;65 to 79 years;2024 week 15;1075
8743;Total male and female;65 to 79 years;2024 week 16;967
8744;Total male and female;65 to 79 years;2024 week 17;1041
8745;Total male and female;65 to 79 years;2024 week 18;990
8746;Total male and female;65 to 79 years;2024 week 19;923
8747;Total male and female;65 to 79 years;2024 week 20;992
8748;Total male and female;65 to 79 years;2024 week 21;989
8749;Total male and female;65 to 79 years;2024 week 22;963
8750;Total male and female;65 to 79 years;2024 week 23;913
8751;Total male and female;65 to 79 years;2024 week 24;988
8752;Total male and female;65 to 79 years;2024 week 25;978
8753;Total male and female;65 to 79 years;2024 week 26;980
8754;Total male and female;65 to 79 years;2024 week 27;976
8755;Total male and female;65 to 79 years;2024 week 28;942
8756;Total male and female;65 to 79 years;2024 week 29;931
8757;Total male and female;65 to 79 years;2024 week 30;877
8758;Total male and female;65 to 79 years;2024 week 31;936
8759;Total male and female;65 to 79 years;2024 week 32;942
8760;Total male and female;65 to 79 years;2024 week 33;987
8761;Total male and female;65 to 79 years;2024 week 34;939
8762;Total male and female;65 to 79 years;2024 week 35;928
8763;Total male and female;65 to 79 years;2024 week 36;987
8764;Total male and female;65 to 79 years;2024 week 37;944
8765;Total male and female;65 to 79 years;2024 week 38;998
8766;Total male and female;65 to 79 years;2024 week 39;1019
8767;Total male and female;65 to 79 years;2024 week 40;1076
8768;Total male and female;65 to 79 years;2024 week 41;1053
8769;Total male and female;65 to 79 years;2024 week 42;1065
8770;Total male and female;65 to 79 years;2024 week 43;977
8771;Total male and female;65 to 79 years;2024 week 44;1018
8772;Total male and female;65 to 79 years;2024 week 45;1027
8773;Total male and female;65 to 79 years;2024 week 46;1037
8774;Total male and female;65 to 79 years;2024 week 47;1048
8775;Total male and female;65 to 79 years;2024 week 48;1081
8776;Total male and female;65 to 79 years;2024 week 49;1055
8777;Total male and female;65 to 79 years;2024 week 50;1011
8778;Total male and female;65 to 79 years;2024 week 51;1122
8779;Total male and female;65 to 79 years;2024 week 52;1013
8780;Total male and female;65 to 79 years;2024 week 53;313
8781;Total male and female;65 to 79 years;2024;53282
8782;Total male and female;65 to 79 years;2025 week 1 (5 days);782
8783;Total male and female;65 to 79 years;2025 week 2;1157
8784;Total male and female;65 to 79 years;2025 week 3;1101
8785;Total male and female;65 to 79 years;2025 week 4;1148
8786;Total male and female;65 to 79 years;2025 week 5;1106
8787;Total male and female;65 to 79 years;2025 week 6;1174
8788;Total male and female;65 to 79 years;2025 week 7;1215
8789;Total male and female;65 to 79 years;2025 week 8;1159
8790;Total male and female;65 to 79 years;2025 week 9;1175
8791;Total male and female;65 to 79 years;2025 week 10;1127
8792;Total male and female;65 to 79 years;2025 week 11;1072
8793;Total male and female;65 to 79 years;2025 week 12;1096
8794;Total male and female;65 to 79 years;2025 week 13;971
8795;Total male and female;65 to 79 years;2025 week 14;994
8796;Total male and female;80 years or older;1971 week 0 (3 days);400
8797;Total male and female;80 years or older;1971 week 1;862
8798;Total male and female;80 years or older;1971 week 2;894
8799;Total male and female;80 years or older;1971 week 3;813
8800;Total male and female;80 years or older;1971 week 4;757
8801;Total male and female;80 years or older;1971 week 5;741
8802;Total male and female;80 years or older;1971 week 6;702
8803;Total male and female;80 years or older;1971 week 7;693
8804;Total male and female;80 years or older;1971 week 8;695
8805;Total male and female;80 years or older;1971 week 9;683
8806;Total male and female;80 years or older;1971 week 10;742
8807;Total male and female;80 years or older;1971 week 11;726
8808;Total male and female;80 years or older;1971 week 12;685
8809;Total male and female;80 years or older;1971 week 13;721
8810;Total male and female;80 years or older;1971 week 14;729
8811;Total male and female;80 years or older;1971 week 15;716
8812;Total male and female;80 years or older;1971 week 16;732
8813;Total male and female;80 years or older;1971 week 17;660
8814;Total male and female;80 years or older;1971 week 18;702
8815;Total male and female;80 years or older;1971 week 19;708
8816;Total male and female;80 years or older;1971 week 20;662
8817;Total male and female;80 years or older;1971 week 21;571
8818;Total male and female;80 years or older;1971 week 22;672
8819;Total male and female;80 years or older;1971 week 23;643
8820;Total male and female;80 years or older;1971 week 24;580
