ID;Consignment;Countries;CPA2008;Periods;ImportOfGoodsAccordingToOwnership_1
7110;"Imports of goods; ownership prin.; total";China;239 Other non-metallic mineral products;2021;92.0
7111;"Imports of goods; ownership prin.; total";China;239 Other non-metallic mineral products;2022;108.0
7112;"Imports of goods; ownership prin.; total";China;24 Basic metals;2015;288.0
7113;"Imports of goods; ownership prin.; total";China;24 Basic metals;2016;304.0
7114;"Imports of goods; ownership prin.; total";China;24 Basic metals;2017;329.0
7115;"Imports of goods; ownership prin.; total";China;24 Basic metals;2018;369.0
7116;"Imports of goods; ownership prin.; total";China;24 Basic metals;2019;396.0
7117;"Imports of goods; ownership prin.; total";China;24 Basic metals;2020;308.0
7118;"Imports of goods; ownership prin.; total";China;24 Basic metals;2021;426.0
7119;"Imports of goods; ownership prin.; total";China;24 Basic metals;2022;784.0
7120;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2015;170.0
7121;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2016;161.0
7122;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2017;145.0
7123;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2018;175.0
7124;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2019;184.0
7125;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2020;143.0
7126;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2021;164.0
7127;"Imports of goods; ownership prin.; total";China;241 Basic iron and steel and..;2022;320.0
7128;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2015;
7129;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2016;
7130;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2017;
7131;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2018;
7132;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2019;
7133;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2020;
7134;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2021;
7135;"Imports of goods; ownership prin.; total";China;242 Tubes, pipes, hollow profiles..;2022;
7136;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2015;
7137;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2016;
7138;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2017;
7139;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2018;
7140;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2019;
7141;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2020;
7142;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2021;
7143;"Imports of goods; ownership prin.; total";China;243 Other products of the first..;2022;
7144;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2015;118.0
7145;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2016;143.0
7146;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2017;184.0
7147;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2018;195.0
7148;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2019;211.0
7149;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2020;165.0
7150;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2021;262.0
7151;"Imports of goods; ownership prin.; total";China;244 Basic precious and other..;2022;464.0
7152;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2015;
7153;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2016;
7154;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2017;
7155;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2018;
7156;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2019;
7157;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2020;
7158;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2021;
7159;"Imports of goods; ownership prin.; total";China;245 Casting services of metals;2022;
7160;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2015;1023.0
7161;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2016;1132.0
7162;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2017;1247.0
7163;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2018;1320.0
7164;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2019;1444.0
7165;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2020;1436.0
7166;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2021;2111.0
7167;"Imports of goods; ownership prin.; total";China;25 Fabricated metal products, except..;2022;2344.0
7168;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2015;86.0
7169;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2016;81.0
7170;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2017;109.0
7171;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2018;124.0
7172;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2019;129.0
7173;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2020;125.0
7174;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2021;222.0
7175;"Imports of goods; ownership prin.; total";China;251 Structural metal products;2022;205.0
7176;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2015;938.0
7177;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2016;1052.0
7178;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2017;1137.0
7179;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2018;1195.0
7180;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2019;1315.0
7181;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2020;1311.0
7182;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2021;1888.0
7183;"Imports of goods; ownership prin.; total";China;259 Other fabricated metal products;2022;2140.0
7184;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2015;14780.0
7185;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2016;14670.0
7186;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2017;16068.0
7187;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2018;16963.0
7188;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2019;16926.0
7189;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2020;17829.0
7190;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2021;18744.0
7191;"Imports of goods; ownership prin.; total";China;26 Computer, electronic and optical..;2022;20677.0
7192;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2015;376.0
7193;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2016;402.0
7194;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2017;239.0
7195;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2018;316.0
7196;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2019;740.0
7197;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2020;1195.0
7198;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2021;2267.0
7199;"Imports of goods; ownership prin.; total";China;261 Electronic components and boards;2022;3130.0
7200;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2015;7590.0
7201;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2016;7663.0
7202;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2017;8692.0
7203;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2018;8353.0
7204;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2019;8249.0
7205;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2020;8742.0
7206;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2021;8315.0
7207;"Imports of goods; ownership prin.; total";China;262 Computers and peripheral equipment;2022;8310.0
7208;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2015;4477.0
7209;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2016;4272.0
7210;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2017;5096.0
7211;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2018;6225.0
7212;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2019;5772.0
7213;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2020;5657.0
7214;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2021;5396.0
7215;"Imports of goods; ownership prin.; total";China;263 Communication equipment;2022;5905.0
7216;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2015;1363.0
7217;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2016;1394.0
7218;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2017;1192.0
7219;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2018;1299.0
7220;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2019;1307.0
7221;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2020;1345.0
7222;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2021;1735.0
7223;"Imports of goods; ownership prin.; total";China;264 Consumer electronics;2022;1839.0
7224;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2015;580.0
7225;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2016;567.0
7226;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2017;486.0
7227;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2018;417.0
7228;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2019;490.0
7229;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2020;529.0
7230;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2021;533.0
7231;"Imports of goods; ownership prin.; total";China;265 Measuring, testing and navigating..;2022;672.0
7232;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2015;105.0
7233;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2016;104.0
7234;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2017;133.0
7235;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2018;186.0
7236;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2019;216.0
7237;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2020;227.0
7238;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2021;339.0
7239;"Imports of goods; ownership prin.; total";China;266 Irradiation, electromedical and..;2022;372.0
7240;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2015;289.0
7241;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2016;267.0
7242;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2017;230.0
7243;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2018;169.0
7244;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2019;152.0
7245;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2020;133.0
7246;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2021;159.0
7247;"Imports of goods; ownership prin.; total";China;267 Optical instruments and..;2022;449.0
7248;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2015;2674.0
7249;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2016;2715.0
7250;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2017;3157.0
7251;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2018;3814.0
7252;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2019;4377.0
7253;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2020;4300.0
7254;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2021;6173.0
7255;"Imports of goods; ownership prin.; total";China;27 Electrical equipment;2022;7874.0
7256;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2015;694.0
7257;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2016;698.0
7258;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2017;760.0
7259;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2018;949.0
7260;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2019;1140.0
7261;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2020;1210.0
7262;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2021;1677.0
7263;"Imports of goods; ownership prin.; total";China;275 Domestic appliances;2022;1637.0
7264;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2015;1980.0
7265;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2016;2017.0
7266;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2017;2397.0
7267;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2018;2865.0
7268;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2019;3237.0
7269;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2020;3090.0
7270;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2021;4495.0
7271;"Imports of goods; ownership prin.; total";China;279 Other electrical equipment;2022;6237.0
7272;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2015;2307.0
7273;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2016;2323.0
7274;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2017;2482.0
7275;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2018;2600.0
7276;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2019;2689.0
7277;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2020;2748.0
7278;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2021;3811.0
7279;"Imports of goods; ownership prin.; total";China;28 Machinery and equipment n.e.c.;2022;3947.0
7280;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2015;265.0
7281;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2016;281.0
7282;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2017;322.0
7283;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2018;311.0
7284;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2019;372.0
7285;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2020;369.0
7286;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2021;534.0
7287;"Imports of goods; ownership prin.; total";China;29 Motor vehicles, trailers and..;2022;450.0
7288;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2015;2.0
7289;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2016;3.0
7290;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2017;3.0
7291;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2018;4.0
7292;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2019;28.0
7293;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2020;63.0
7294;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2021;74.0
7295;"Imports of goods; ownership prin.; total";China;291 Motor vehicles;2022;54.0
7296;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2015;263.0
7297;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2016;278.0
7298;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2017;318.0
7299;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2018;306.0
7300;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2019;343.0
7301;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2020;306.0
7302;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2021;460.0
7303;"Imports of goods; ownership prin.; total";China;293 Parts and accessories for motor..;2022;397.0
7304;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2015;389.0
7305;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2016;431.0
7306;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2017;482.0
7307;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2018;479.0
7308;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2019;642.0
7309;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2020;621.0
7310;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2021;842.0
7311;"Imports of goods; ownership prin.; total";China;30 Other transport equipment;2022;983.0
7312;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2015;27.0
7313;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2016;25.0
7314;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2017;18.0
7315;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2018;16.0
7316;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2019;71.0
7317;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2020;56.0
7318;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2021;54.0
7319;"Imports of goods; ownership prin.; total";China;301 Ships and boats;2022;66.0
7320;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2015;23.0
7321;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2016;
7322;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2017;40.0
7323;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2018;
7324;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2019;
7325;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2020;
7326;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2021;
7327;"Imports of goods; ownership prin.; total";China;303 Air and spacecraft and related..;2022;85.0
7328;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2015;338.0
7329;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2016;364.0
7330;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2017;424.0
7331;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2018;456.0
7332;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2019;486.0
7333;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2020;488.0
7334;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2021;640.0
7335;"Imports of goods; ownership prin.; total";China;309 Transport equipment n.e.c.;2022;833.0
7336;"Imports of goods; ownership prin.; total";China;31 Furniture;2015;631.0
7337;"Imports of goods; ownership prin.; total";China;31 Furniture;2016;663.0
7338;"Imports of goods; ownership prin.; total";China;31 Furniture;2017;740.0
7339;"Imports of goods; ownership prin.; total";China;31 Furniture;2018;802.0
7340;"Imports of goods; ownership prin.; total";China;31 Furniture;2019;911.0
7341;"Imports of goods; ownership prin.; total";China;31 Furniture;2020;1067.0
7342;"Imports of goods; ownership prin.; total";China;31 Furniture;2021;1491.0
7343;"Imports of goods; ownership prin.; total";China;31 Furniture;2022;1443.0
7344;"Imports of goods; ownership prin.; total";China;310 Furniture;2015;631.0
7345;"Imports of goods; ownership prin.; total";China;310 Furniture;2016;663.0
7346;"Imports of goods; ownership prin.; total";China;310 Furniture;2017;740.0
7347;"Imports of goods; ownership prin.; total";China;310 Furniture;2018;802.0
7348;"Imports of goods; ownership prin.; total";China;310 Furniture;2019;911.0
7349;"Imports of goods; ownership prin.; total";China;310 Furniture;2020;1067.0
7350;"Imports of goods; ownership prin.; total";China;310 Furniture;2021;1491.0
7351;"Imports of goods; ownership prin.; total";China;310 Furniture;2022;1443.0
7352;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2015;1449.0
7353;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2016;1482.0
7354;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2017;1544.0
7355;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2018;1713.0
7356;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2019;1948.0
7357;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2020;2045.0
7358;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2021;2759.0
7359;"Imports of goods; ownership prin.; total";China;32 Other manufactured goods;2022;3113.0
7360;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2015;
7361;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2016;
7362;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2017;
7363;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2018;
7364;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2019;
7365;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2020;
7366;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2021;
7367;"Imports of goods; ownership prin.; total";China;33 Repair and installation services..;2022;
7368;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2015;
7369;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2016;
7370;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2017;
7371;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2018;
7372;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2019;
7373;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2020;
7374;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2021;
7375;"Imports of goods; ownership prin.; total";China;D Electricity and gas supply;2022;
7376;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2015;
7377;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2016;
7378;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2017;
7379;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2018;
7380;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2019;
7381;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2020;
7382;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2021;
7383;"Imports of goods; ownership prin.; total";China;35 Electricity, gas, steam and air..;2022;
7384;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2015;
7385;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2016;
7386;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2017;
7387;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2018;
7388;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2019;
7389;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2020;
7390;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2021;
7391;"Imports of goods; ownership prin.; total";China;351 Electricity, transmission and..;2022;
7392;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2015;
7393;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2016;
7394;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2017;
7395;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2018;
7396;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2019;
7397;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2020;
7398;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2021;
7399;"Imports of goods; ownership prin.; total";China;"352 Manufactured gas; distribution..";2022;
7400;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2015;2.0
7401;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2016;2.0
7402;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2017;3.0
7403;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2018;7.0
7404;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2019;2.0
7405;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2020;3.0
7406;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2021;2.0
7407;"Imports of goods; ownership prin.; total";China;E Water supply and waste management;2022;5.0
7408;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2015;
7409;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2016;
7410;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2017;
7411;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2018;
7412;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2019;
7413;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2020;
7414;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2021;
7415;"Imports of goods; ownership prin.; total";China;"36 Natural water; water treatment and..";2022;
7416;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2015;
7417;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2016;
7418;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2017;
7419;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2018;
7420;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2019;
7421;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2020;
7422;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2021;
7423;"Imports of goods; ownership prin.; total";China;"360 Natural water; water treatment..";2022;
7424;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2015;2.0
7425;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2016;2.0
7426;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2017;3.0
7427;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2018;7.0
7428;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2019;2.0
7429;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2020;3.0
7430;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2021;2.0
7431;"Imports of goods; ownership prin.; total";China;38 Waste collection, treatment and..;2022;5.0
7432;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2015;2.0
7433;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2016;2.0
7434;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2017;3.0
7435;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2018;7.0
7436;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2019;2.0
7437;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2020;3.0
7438;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2021;2.0
7439;"Imports of goods; ownership prin.; total";China;"381 Waste; waste collection services";2022;5.0
7440;"Imports of goods; ownership prin.; total";China;J Information and communication;2015;70.0
7441;"Imports of goods; ownership prin.; total";China;J Information and communication;2016;60.0
7442;"Imports of goods; ownership prin.; total";China;J Information and communication;2017;80.0
7443;"Imports of goods; ownership prin.; total";China;J Information and communication;2018;77.0
7444;"Imports of goods; ownership prin.; total";China;J Information and communication;2019;75.0
7445;"Imports of goods; ownership prin.; total";China;J Information and communication;2020;73.0
7446;"Imports of goods; ownership prin.; total";China;J Information and communication;2021;101.0
7447;"Imports of goods; ownership prin.; total";China;J Information and communication;2022;131.0
7448;"Imports of goods; ownership prin.; total";China;58 Publishing services;2015;68.0
7449;"Imports of goods; ownership prin.; total";China;58 Publishing services;2016;59.0
7450;"Imports of goods; ownership prin.; total";China;58 Publishing services;2017;79.0
7451;"Imports of goods; ownership prin.; total";China;58 Publishing services;2018;77.0
7452;"Imports of goods; ownership prin.; total";China;58 Publishing services;2019;74.0
7453;"Imports of goods; ownership prin.; total";China;58 Publishing services;2020;71.0
