ID;Geslacht;Leeftijd;Regio;AantalBewoners_1
4465;Totaal mannen en vrouwen;7-9 jaar;Assen;1299
4466;Totaal mannen en vrouwen;7-9 jaar;Assendelft;370
4467;Totaal mannen en vrouwen;7-9 jaar;Asten;447
4468;Totaal mannen en vrouwen;7-9 jaar;Avenhorn;99
4469;Totaal mannen en vrouwen;7-9 jaar;Avereest;647
4470;Totaal mannen en vrouwen;7-9 jaar;Axel;397
4471;Totaal mannen en vrouwen;7-9 jaar;Baarderadeel;306
4472;Totaal mannen en vrouwen;7-9 jaar;Baarland;52
4473;Totaal mannen en vrouwen;7-9 jaar;Baarle-Nassau;220
4474;Totaal mannen en vrouwen;7-9 jaar;Baarn;719
4475;Totaal mannen en vrouwen;7-9 jaar;Baexem;46
4476;Totaal mannen en vrouwen;7-9 jaar;Baflo;153
4477;Totaal mannen en vrouwen;7-9 jaar;Bakel en Milheeze;253
4478;Totaal mannen en vrouwen;7-9 jaar;Barendrecht;341
4479;Totaal mannen en vrouwen;7-9 jaar;Barneveld;1000
4480;Totaal mannen en vrouwen;7-9 jaar;Barradeel;509
4481;Totaal mannen en vrouwen;7-9 jaar;Barsingerhorn;114
4482;Totaal mannen en vrouwen;7-9 jaar;Barwoutswaarder;69
4483;Totaal mannen en vrouwen;7-9 jaar;Batenburg;33
4484;Totaal mannen en vrouwen;7-9 jaar;Bathmen;113
4485;Totaal mannen en vrouwen;7-9 jaar;Bedum;356
4486;Totaal mannen en vrouwen;7-9 jaar;Beegden;49
4487;Totaal mannen en vrouwen;7-9 jaar;Beek (L.);340
4488;Totaal mannen en vrouwen;7-9 jaar;Beek en Donk;247
4489;Totaal mannen en vrouwen;7-9 jaar;Beemster;303
4490;Totaal mannen en vrouwen;7-9 jaar;Beers;65
4491;Totaal mannen en vrouwen;7-9 jaar;Beerta;255
4492;Totaal mannen en vrouwen;7-9 jaar;Beesd;195
4493;Totaal mannen en vrouwen;7-9 jaar;Beesel;314
4494;Totaal mannen en vrouwen;7-9 jaar;Beets;38
4495;Totaal mannen en vrouwen;7-9 jaar;Beijerland (Nieuw-);120
4496;Totaal mannen en vrouwen;7-9 jaar;Beijerland (Oud-);414
4497;Totaal mannen en vrouwen;7-9 jaar;Beijerland (Zuid-);168
4498;Totaal mannen en vrouwen;7-9 jaar;Beilen;596
4499;Totaal mannen en vrouwen;7-9 jaar;Belfeld;140
4500;Totaal mannen en vrouwen;7-9 jaar;Bellingwolde;440
4501;Totaal mannen en vrouwen;7-9 jaar;Bemelen;15
4502;Totaal mannen en vrouwen;7-9 jaar;Bemmel;496
4503;Totaal mannen en vrouwen;7-9 jaar;Bennebroek;89
4504;Totaal mannen en vrouwen;7-9 jaar;Benschop;142
4505;Totaal mannen en vrouwen;7-9 jaar;Benthuizen;75
4506;Totaal mannen en vrouwen;7-9 jaar;Berg en Terblijt;160
4507;Totaal mannen en vrouwen;7-9 jaar;Bergambacht;236
4508;Totaal mannen en vrouwen;7-9 jaar;Bergeijk;224
4509;Totaal mannen en vrouwen;7-9 jaar;Bergen (L.);569
4510;Totaal mannen en vrouwen;7-9 jaar;Bergen (NH.);340
4511;Totaal mannen en vrouwen;7-9 jaar;Bergen op Zoom;1437
4512;Totaal mannen en vrouwen;7-9 jaar;Bergh;807
4513;Totaal mannen en vrouwen;7-9 jaar;Bergharen;116
4514;Totaal mannen en vrouwen;7-9 jaar;Berghem;232
4515;Totaal mannen en vrouwen;7-9 jaar;Bergschenhoek;153
4516;Totaal mannen en vrouwen;7-9 jaar;Berkel en Rodenrijs;332
4517;Totaal mannen en vrouwen;7-9 jaar;Berkel-Enschot;133
4518;Totaal mannen en vrouwen;7-9 jaar;Berkenwoude;58
4519;Totaal mannen en vrouwen;7-9 jaar;Berkhout;197
4520;Totaal mannen en vrouwen;7-9 jaar;Berlicum;247
4521;Totaal mannen en vrouwen;7-9 jaar;Best;344
4522;Totaal mannen en vrouwen;7-9 jaar;Beugen en Rijkevoort;169
4523;Totaal mannen en vrouwen;7-9 jaar;Beuningen;266
4524;Totaal mannen en vrouwen;7-9 jaar;Beusichem;85
4525;Totaal mannen en vrouwen;7-9 jaar;Beverwijk;668
4526;Totaal mannen en vrouwen;7-9 jaar;Bierum;332
4527;Totaal mannen en vrouwen;7-9 jaar;Biervliet;134
4528;Totaal mannen en vrouwen;7-9 jaar;Biggekerke;40
4529;Totaal mannen en vrouwen;7-9 jaar;Bildt ('t);445
4530;Totaal mannen en vrouwen;7-9 jaar;Bilt (de);677
4531;Totaal mannen en vrouwen;7-9 jaar;Bingelrade;44
4532;Totaal mannen en vrouwen;7-9 jaar;Bladel en Netersel;198
4533;Totaal mannen en vrouwen;7-9 jaar;Blankenham;27
4534;Totaal mannen en vrouwen;7-9 jaar;Blaricum;150
4535;Totaal mannen en vrouwen;7-9 jaar;Bleiswijk;169
4536;Totaal mannen en vrouwen;7-9 jaar;Bleskensgraaf en Hofwege;54
4537;Totaal mannen en vrouwen;7-9 jaar;Bloemendaal;643
4538;Totaal mannen en vrouwen;7-9 jaar;Blokker;141
4539;Totaal mannen en vrouwen;7-9 jaar;Blokzijl;45
4540;Totaal mannen en vrouwen;7-9 jaar;Bocholtz;258
4541;Totaal mannen en vrouwen;7-9 jaar;Bodegraven;388
4542;Totaal mannen en vrouwen;7-9 jaar;Boekel;219
4543;Totaal mannen en vrouwen;7-9 jaar;Bolsward;407
4544;Totaal mannen en vrouwen;7-9 jaar;Bommel (den);125
4545;Totaal mannen en vrouwen;7-9 jaar;Borculo;300
4546;Totaal mannen en vrouwen;7-9 jaar;Borger;724
4547;Totaal mannen en vrouwen;7-9 jaar;Borgharen;80
4548;Totaal mannen en vrouwen;7-9 jaar;Borkel en Schaft;61
4549;Totaal mannen en vrouwen;7-9 jaar;Born;193
4550;Totaal mannen en vrouwen;7-9 jaar;Borne;627
4551;Totaal mannen en vrouwen;7-9 jaar;Borsselen;117
4552;Totaal mannen en vrouwen;7-9 jaar;Boschkapelle;76
4553;Totaal mannen en vrouwen;7-9 jaar;Boskoop;451
4554;Totaal mannen en vrouwen;7-9 jaar;Bovenkarspel;203
4555;Totaal mannen en vrouwen;7-9 jaar;Boxmeer;233
4556;Totaal mannen en vrouwen;7-9 jaar;Boxtel;837
4557;Totaal mannen en vrouwen;7-9 jaar;Brakel;106
4558;Totaal mannen en vrouwen;7-9 jaar;Brandwijk;52
4559;Totaal mannen en vrouwen;7-9 jaar;Breda;2865
4560;Totaal mannen en vrouwen;7-9 jaar;Breskens;172
4561;Totaal mannen en vrouwen;7-9 jaar;Breukelen-Nijenrode;204
4562;Totaal mannen en vrouwen;7-9 jaar;Breukelen-Sint Pieters;46
4563;Totaal mannen en vrouwen;7-9 jaar;Brielle;223
4564;Totaal mannen en vrouwen;7-9 jaar;Broek in Waterland;98
4565;Totaal mannen en vrouwen;7-9 jaar;Broek op Langedijk;155
4566;Totaal mannen en vrouwen;7-9 jaar;Broekhuizen;81
4567;Totaal mannen en vrouwen;7-9 jaar;Broeksittard;65
4568;Totaal mannen en vrouwen;7-9 jaar;Brouwershaven;73
4569;Totaal mannen en vrouwen;7-9 jaar;Bruinisse;107
4570;Totaal mannen en vrouwen;7-9 jaar;Brummen;557
4571;Totaal mannen en vrouwen;7-9 jaar;Brunssum;1474
4572;Totaal mannen en vrouwen;7-9 jaar;Budel;416
4573;Totaal mannen en vrouwen;7-9 jaar;Buggenum;41
4574;Totaal mannen en vrouwen;7-9 jaar;Bunde;105
4575;Totaal mannen en vrouwen;7-9 jaar;Bunnik;112
4576;Totaal mannen en vrouwen;7-9 jaar;Bunschoten;413
4577;Totaal mannen en vrouwen;7-9 jaar;Buren;107
4578;Totaal mannen en vrouwen;7-9 jaar;Burgh;36
4579;Totaal mannen en vrouwen;7-9 jaar;Bussum;1512
4580;Totaal mannen en vrouwen;7-9 jaar;Buurmalsen;112
4581;Totaal mannen en vrouwen;7-9 jaar;Cadier en Keer;60
4582;Totaal mannen en vrouwen;7-9 jaar;Cadzand;48
4583;Totaal mannen en vrouwen;7-9 jaar;Callantsoog;69
4584;Totaal mannen en vrouwen;7-9 jaar;Capelle aan den IJssel;565
4585;Totaal mannen en vrouwen;7-9 jaar;Castricum;350
4586;Totaal mannen en vrouwen;7-9 jaar;Chaam;181
4587;Totaal mannen en vrouwen;7-9 jaar;Clinge;246
4588;Totaal mannen en vrouwen;7-9 jaar;Coevorden;481
4589;Totaal mannen en vrouwen;7-9 jaar;Colijnsplaat;101
4590;Totaal mannen en vrouwen;7-9 jaar;Cothen;56
4591;Totaal mannen en vrouwen;7-9 jaar;Cromvoirt;49
4592;Totaal mannen en vrouwen;7-9 jaar;Cuijk en Sint Agatha;264
4593;Totaal mannen en vrouwen;7-9 jaar;Culemborg;567
4594;Totaal mannen en vrouwen;7-9 jaar;Dalen;260
4595;Totaal mannen en vrouwen;7-9 jaar;Dalfsen;510
4596;Totaal mannen en vrouwen;7-9 jaar;Dantumadeel;936
4597;Totaal mannen en vrouwen;7-9 jaar;Deil;119
4598;Totaal mannen en vrouwen;7-9 jaar;Delden (Ambt-);274
4599;Totaal mannen en vrouwen;7-9 jaar;Delden (Stad-);194
4600;Totaal mannen en vrouwen;7-9 jaar;Delft;3175
4601;Totaal mannen en vrouwen;7-9 jaar;Delfzijl;607
4602;Totaal mannen en vrouwen;7-9 jaar;Denekamp;504
4603;Totaal mannen en vrouwen;7-9 jaar;Deurne;858
4604;Totaal mannen en vrouwen;7-9 jaar;Deventer;2064
4605;Totaal mannen en vrouwen;7-9 jaar;Didam;466
4606;Totaal mannen en vrouwen;7-9 jaar;Diemen;259
4607;Totaal mannen en vrouwen;7-9 jaar;Diepenheim;107
4608;Totaal mannen en vrouwen;7-9 jaar;Diepenveen;444
4609;Totaal mannen en vrouwen;7-9 jaar;Diessen;95
4610;Totaal mannen en vrouwen;7-9 jaar;Diever;147
4611;Totaal mannen en vrouwen;7-9 jaar;Dinteloord en Prinsenland;313
4612;Totaal mannen en vrouwen;7-9 jaar;Dinther;136
4613;Totaal mannen en vrouwen;7-9 jaar;Dinxperlo;253
4614;Totaal mannen en vrouwen;7-9 jaar;Dirksland;124
4615;Totaal mannen en vrouwen;7-9 jaar;Dodewaard;154
4616;Totaal mannen en vrouwen;7-9 jaar;Doesburg;324
4617;Totaal mannen en vrouwen;7-9 jaar;Doetinchem;965
4618;Totaal mannen en vrouwen;7-9 jaar;Dokkum;288
4619;Totaal mannen en vrouwen;7-9 jaar;Domburg;52
4620;Totaal mannen en vrouwen;7-9 jaar;Dommelen;52
4621;Totaal mannen en vrouwen;7-9 jaar;Dongen;624
4622;Totaal mannen en vrouwen;7-9 jaar;Doniawerstal;374
4623;Totaal mannen en vrouwen;7-9 jaar;Doorn;200
4624;Totaal mannen en vrouwen;7-9 jaar;Doornspijk;280
4625;Totaal mannen en vrouwen;7-9 jaar;Dordrecht;3426
4626;Totaal mannen en vrouwen;7-9 jaar;Dreischor;64
4627;Totaal mannen en vrouwen;7-9 jaar;Dreumel;163
4628;Totaal mannen en vrouwen;7-9 jaar;Driebergen;329
4629;Totaal mannen en vrouwen;7-9 jaar;Driel;301
4630;Totaal mannen en vrouwen;7-9 jaar;Driewegen;30
4631;Totaal mannen en vrouwen;7-9 jaar;Drunen;291
4632;Totaal mannen en vrouwen;7-9 jaar;Druten;401
4633;Totaal mannen en vrouwen;7-9 jaar;Dubbeldam;298
4634;Totaal mannen en vrouwen;7-9 jaar;Duiven;297
4635;Totaal mannen en vrouwen;7-9 jaar;Duivendijke;33
4636;Totaal mannen en vrouwen;7-9 jaar;Dungen (den);155
4637;Totaal mannen en vrouwen;7-9 jaar;Dussen;263
4638;Totaal mannen en vrouwen;7-9 jaar;Dwingeloo;226
4639;Totaal mannen en vrouwen;7-9 jaar;Echt;691
4640;Totaal mannen en vrouwen;7-9 jaar;Echteld;251
4641;Totaal mannen en vrouwen;7-9 jaar;Edam;649
4642;Totaal mannen en vrouwen;7-9 jaar;Ede;2193
4643;Totaal mannen en vrouwen;7-9 jaar;Eede;64
4644;Totaal mannen en vrouwen;7-9 jaar;Eelde;225
4645;Totaal mannen en vrouwen;7-9 jaar;Eemnes;128
4646;Totaal mannen en vrouwen;7-9 jaar;Eenrum;151
4647;Totaal mannen en vrouwen;7-9 jaar;Eersel;239
4648;Totaal mannen en vrouwen;7-9 jaar;Eethen;137
4649;Totaal mannen en vrouwen;7-9 jaar;Egmond aan Zee;150
4650;Totaal mannen en vrouwen;7-9 jaar;Egmond-Binnen;167
4651;Totaal mannen en vrouwen;7-9 jaar;Eibergen;657
4652;Totaal mannen en vrouwen;7-9 jaar;Eijgelshoven;251
4653;Totaal mannen en vrouwen;7-9 jaar;Eijsden;233
4654;Totaal mannen en vrouwen;7-9 jaar;Eindhoven;6561
4655;Totaal mannen en vrouwen;7-9 jaar;Elburg;159
4656;Totaal mannen en vrouwen;7-9 jaar;Elkerzee;29
4657;Totaal mannen en vrouwen;7-9 jaar;Ellemeet;27
4658;Totaal mannen en vrouwen;7-9 jaar;Ellewoutsdijk;26
4659;Totaal mannen en vrouwen;7-9 jaar;Elsloo;229
4660;Totaal mannen en vrouwen;7-9 jaar;Elst;577
4661;Totaal mannen en vrouwen;7-9 jaar;Emmen;3802
4662;Totaal mannen en vrouwen;7-9 jaar;Empel en Meerwijk;66
4663;Totaal mannen en vrouwen;7-9 jaar;Engelen;99
4664;Totaal mannen en vrouwen;7-9 jaar;Enkhuizen;517
4665;Totaal mannen en vrouwen;7-9 jaar;Enschede;2924
4666;Totaal mannen en vrouwen;7-9 jaar;Epe;901
4667;Totaal mannen en vrouwen;7-9 jaar;Ermelo;1011
4668;Totaal mannen en vrouwen;7-9 jaar;Erp;213
4669;Totaal mannen en vrouwen;7-9 jaar;Esch;45
4670;Totaal mannen en vrouwen;7-9 jaar;Escharen;122
4671;Totaal mannen en vrouwen;7-9 jaar;Est en Opijnen;62
4672;Totaal mannen en vrouwen;7-9 jaar;Etten en Leur;695
4673;Totaal mannen en vrouwen;7-9 jaar;Everdingen;64
4674;Totaal mannen en vrouwen;7-9 jaar;Ewijk;173
4675;Totaal mannen en vrouwen;7-9 jaar;Ezinge;136
4676;Totaal mannen en vrouwen;7-9 jaar;Ferwerderadeel;507
4677;Totaal mannen en vrouwen;7-9 jaar;Fijnaart en Heijningen;321
4678;Totaal mannen en vrouwen;7-9 jaar;Finsterwolde;216
4679;Totaal mannen en vrouwen;7-9 jaar;Franeker;459
4680;Totaal mannen en vrouwen;7-9 jaar;Franekeradeel;301
4681;Totaal mannen en vrouwen;7-9 jaar;Gaasterland;385
4682;Totaal mannen en vrouwen;7-9 jaar;Gameren;121
4683;Totaal mannen en vrouwen;7-9 jaar;Gassel;39
4684;Totaal mannen en vrouwen;7-9 jaar;Gasselte;276
4685;Totaal mannen en vrouwen;7-9 jaar;Geertruid (St.);62
4686;Totaal mannen en vrouwen;7-9 jaar;Geertruidenberg;187
4687;Totaal mannen en vrouwen;7-9 jaar;Geervliet;68
4688;Totaal mannen en vrouwen;7-9 jaar;Geffen;154
4689;Totaal mannen en vrouwen;7-9 jaar;Geldermalsen;323
4690;Totaal mannen en vrouwen;7-9 jaar;Geldrop;656
4691;Totaal mannen en vrouwen;7-9 jaar;Geleen;1020
4692;Totaal mannen en vrouwen;7-9 jaar;Gemert;436
4693;Totaal mannen en vrouwen;7-9 jaar;Gendringen;785
4694;Totaal mannen en vrouwen;7-9 jaar;Genemuiden;221
4695;Totaal mannen en vrouwen;7-9 jaar;Gennep;248
4696;Totaal mannen en vrouwen;7-9 jaar;Gent;229
4697;Totaal mannen en vrouwen;7-9 jaar;Geulle;103
4698;Totaal mannen en vrouwen;7-9 jaar;Giessen;31
4699;Totaal mannen en vrouwen;7-9 jaar;Giessendam;290
4700;Totaal mannen en vrouwen;7-9 jaar;Giessen-Nieuwkerk;69
4701;Totaal mannen en vrouwen;7-9 jaar;Gieten;214
4702;Totaal mannen en vrouwen;7-9 jaar;Giethoorn;108
4703;Totaal mannen en vrouwen;7-9 jaar;Gilze en Rijen;622
4704;Totaal mannen en vrouwen;7-9 jaar;Ginneken en Bavel;860
4705;Totaal mannen en vrouwen;7-9 jaar;Goedereede;97
4706;Totaal mannen en vrouwen;7-9 jaar;Goes;577
4707;Totaal mannen en vrouwen;7-9 jaar;Goirle;386
4708;Totaal mannen en vrouwen;7-9 jaar;Goor;198
4709;Totaal mannen en vrouwen;7-9 jaar;Gorinchem;865
4710;Totaal mannen en vrouwen;7-9 jaar;Gorssel;523
4711;Totaal mannen en vrouwen;7-9 jaar;Gouda;1770
4712;Totaal mannen en vrouwen;7-9 jaar;Gouderak;159
4713;Totaal mannen en vrouwen;7-9 jaar;Goudriaan;32
4714;Totaal mannen en vrouwen;7-9 jaar;Goudswaard;90
4715;Totaal mannen en vrouwen;7-9 jaar;Graauw en Langendam;120
4716;Totaal mannen en vrouwen;7-9 jaar;Grafhorst;64
4717;Totaal mannen en vrouwen;7-9 jaar;Graft;65
4718;Totaal mannen en vrouwen;7-9 jaar;Gramsbergen;332
4719;Totaal mannen en vrouwen;7-9 jaar;Grathem;95
4720;Totaal mannen en vrouwen;7-9 jaar;Grave;134
4721;Totaal mannen en vrouwen;7-9 jaar;'s-Graveland;105
4722;Totaal mannen en vrouwen;7-9 jaar;'s-Gravendeel;331
4723;Totaal mannen en vrouwen;7-9 jaar;'s-Gravenhage;23800
4724;Totaal mannen en vrouwen;7-9 jaar;'s-Gravenpolder;80
4725;Totaal mannen en vrouwen;7-9 jaar;'s-Gravenzande;456
4726;Totaal mannen en vrouwen;7-9 jaar;Grevenbicht;98
4727;Totaal mannen en vrouwen;7-9 jaar;Grijpskerk;214
4728;Totaal mannen en vrouwen;7-9 jaar;Grijpskerke;68
4729;Totaal mannen en vrouwen;7-9 jaar;Groede;123
4730;Totaal mannen en vrouwen;7-9 jaar;Groenlo;290
4731;Totaal mannen en vrouwen;7-9 jaar;Groesbeek;567
4732;Totaal mannen en vrouwen;7-9 jaar;Groningen;6072
4733;Totaal mannen en vrouwen;7-9 jaar;Gronsveld;111
4734;Totaal mannen en vrouwen;7-9 jaar;Groot-Ammers;87
4735;Totaal mannen en vrouwen;7-9 jaar;Grootebroek;332
4736;Totaal mannen en vrouwen;7-9 jaar;Grootegast;535
4737;Totaal mannen en vrouwen;7-9 jaar;Grubbenvorst;202
4738;Totaal mannen en vrouwen;7-9 jaar;Gulpen;191
4739;Totaal mannen en vrouwen;7-9 jaar;Haaften;157
4740;Totaal mannen en vrouwen;7-9 jaar;Haaksbergen;600
4741;Totaal mannen en vrouwen;7-9 jaar;Haamstede;64
4742;Totaal mannen en vrouwen;7-9 jaar;Haaren;127
4743;Totaal mannen en vrouwen;7-9 jaar;Haarlem;6547
4744;Totaal mannen en vrouwen;7-9 jaar;Haarlemmerliede en Spaarnwoude;205
4745;Totaal mannen en vrouwen;7-9 jaar;Haarlemmermeer;1950
4746;Totaal mannen en vrouwen;7-9 jaar;Haarzuilens;21
4747;Totaal mannen en vrouwen;7-9 jaar;Haastrecht;130
4748;Totaal mannen en vrouwen;7-9 jaar;Haelen;94
4749;Totaal mannen en vrouwen;7-9 jaar;Hagestein;47
4750;Totaal mannen en vrouwen;7-9 jaar;Halsteren;411
4751;Totaal mannen en vrouwen;7-9 jaar;Ham (den);492
4752;Totaal mannen en vrouwen;7-9 jaar;Haps;110
4753;Totaal mannen en vrouwen;7-9 jaar;Hardenberg (Ambt-);1080
4754;Totaal mannen en vrouwen;7-9 jaar;Hardenberg (Stad-);191
4755;Totaal mannen en vrouwen;7-9 jaar;Harderwijk;592
4756;Totaal mannen en vrouwen;7-9 jaar;Hardinxveld;461
4757;Totaal mannen en vrouwen;7-9 jaar;Haren;474
4758;Totaal mannen en vrouwen;7-9 jaar;Harenkarspel;240
4759;Totaal mannen en vrouwen;7-9 jaar;Harlingen;612
4760;Totaal mannen en vrouwen;7-9 jaar;Harmelen;144
4761;Totaal mannen en vrouwen;7-9 jaar;Haskerland;504
4762;Totaal mannen en vrouwen;7-9 jaar;Hasselt;140
4763;Totaal mannen en vrouwen;7-9 jaar;Hattem;318
4764;Totaal mannen en vrouwen;7-9 jaar;Havelte;269
4765;Totaal mannen en vrouwen;7-9 jaar;Hazerswoude;338
4766;Totaal mannen en vrouwen;7-9 jaar;Hedel;108
4767;Totaal mannen en vrouwen;7-9 jaar;Hedikhuizen;104
4768;Totaal mannen en vrouwen;7-9 jaar;Heel en Panheel;195
4769;Totaal mannen en vrouwen;7-9 jaar;Heemskerk;378
4770;Totaal mannen en vrouwen;7-9 jaar;Heemstede;800
4771;Totaal mannen en vrouwen;7-9 jaar;Heenvliet;88
4772;Totaal mannen en vrouwen;7-9 jaar;Heer;319
4773;Totaal mannen en vrouwen;7-9 jaar;'s-Heer-Abtskerke;30
4774;Totaal mannen en vrouwen;7-9 jaar;'s-Heer-Arendskerke;264
4775;Totaal mannen en vrouwen;7-9 jaar;Heerde;602
4776;Totaal mannen en vrouwen;7-9 jaar;'s-Heerenhoek;110
4777;Totaal mannen en vrouwen;7-9 jaar;Heerewaarden;39
4778;Totaal mannen en vrouwen;7-9 jaar;Heerhugowaard;356
4779;Totaal mannen en vrouwen;7-9 jaar;Heerjansdam;103
4780;Totaal mannen en vrouwen;7-9 jaar;Heerlen;3692
4781;Totaal mannen en vrouwen;7-9 jaar;Heesch;235
4782;Totaal mannen en vrouwen;7-9 jaar;Heeswijk;86
4783;Totaal mannen en vrouwen;7-9 jaar;Heeze;221
4784;Totaal mannen en vrouwen;7-9 jaar;Hei- en Boeicop;31
4785;Totaal mannen en vrouwen;7-9 jaar;Heijthuizen;175
4786;Totaal mannen en vrouwen;7-9 jaar;Heilo;274
4787;Totaal mannen en vrouwen;7-9 jaar;Heinenoord;136
4788;Totaal mannen en vrouwen;7-9 jaar;Heinkenszand;132
4789;Totaal mannen en vrouwen;7-9 jaar;Heino;181
4790;Totaal mannen en vrouwen;7-9 jaar;Hekelingen;54
4791;Totaal mannen en vrouwen;7-9 jaar;Hekendorp;40
4792;Totaal mannen en vrouwen;7-9 jaar;Helden;492
4793;Totaal mannen en vrouwen;7-9 jaar;Helder (Den);1587
4794;Totaal mannen en vrouwen;7-9 jaar;Hellendoorn;980
4795;Totaal mannen en vrouwen;7-9 jaar;Hellevoetsluis;121
4796;Totaal mannen en vrouwen;7-9 jaar;Helmond;1851
4797;Totaal mannen en vrouwen;7-9 jaar;Helvoet (Nieuw-);145
4798;Totaal mannen en vrouwen;7-9 jaar;Helvoirt;153
4799;Totaal mannen en vrouwen;7-9 jaar;Hemelumer Oldephaerd en Noordwolde;334
4800;Totaal mannen en vrouwen;7-9 jaar;Hemmen;10
4801;Totaal mannen en vrouwen;7-9 jaar;Hendrik-Ido-Ambacht;331
4802;Totaal mannen en vrouwen;7-9 jaar;Hengelo (Gld.);316
4803;Totaal mannen en vrouwen;7-9 jaar;Hengelo (O.);1949
4804;Totaal mannen en vrouwen;7-9 jaar;Hengstdijk;40
4805;Totaal mannen en vrouwen;7-9 jaar;Hennaarderadeel;305
4806;Totaal mannen en vrouwen;7-9 jaar;Hensbroek;75
4807;Totaal mannen en vrouwen;7-9 jaar;Herkingen;65
4808;Totaal mannen en vrouwen;7-9 jaar;Herpen;129
4809;Totaal mannen en vrouwen;7-9 jaar;Herpt;48
4810;Totaal mannen en vrouwen;7-9 jaar;Herten;95
4811;Totaal mannen en vrouwen;7-9 jaar;'s-Hertogenbosch;2945
4812;Totaal mannen en vrouwen;7-9 jaar;Herwen en Aerdt;406
4813;Totaal mannen en vrouwen;7-9 jaar;Herwijnen;128
4814;Totaal mannen en vrouwen;7-9 jaar;Heteren;234
4815;Totaal mannen en vrouwen;7-9 jaar;Heukelum;86
4816;Totaal mannen en vrouwen;7-9 jaar;Heumen;242
4817;Totaal mannen en vrouwen;7-9 jaar;Heusden;119
4818;Totaal mannen en vrouwen;7-9 jaar;Hillegersberg;1030
4819;Totaal mannen en vrouwen;7-9 jaar;Hillegom;765
4820;Totaal mannen en vrouwen;7-9 jaar;Hilvarenbeek;221
4821;Totaal mannen en vrouwen;7-9 jaar;Hilversum;3332
4822;Totaal mannen en vrouwen;7-9 jaar;Hindeloopen;52
4823;Totaal mannen en vrouwen;7-9 jaar;Hoedekenskerke;82
4824;Totaal mannen en vrouwen;7-9 jaar;Hoek;139
4825;Totaal mannen en vrouwen;7-9 jaar;Hoenkoop;36
4826;Totaal mannen en vrouwen;7-9 jaar;Hoensbroek;1229
4827;Totaal mannen en vrouwen;7-9 jaar;Hoevelaken;96
4828;Totaal mannen en vrouwen;7-9 jaar;Hoeven;336
4829;Totaal mannen en vrouwen;7-9 jaar;Holten;244
4830;Totaal mannen en vrouwen;7-9 jaar;Hontenisse;382
4831;Totaal mannen en vrouwen;7-9 jaar;Hoofdplaat;74
4832;Totaal mannen en vrouwen;7-9 jaar;Hoogblokland;47
4833;Totaal mannen en vrouwen;7-9 jaar;Hooge en Lage Mierde;143
4834;Totaal mannen en vrouwen;7-9 jaar;Hooge en Lage Zwaluwe;333
4835;Totaal mannen en vrouwen;7-9 jaar;Hoogeloon, Hapert en Casteren;199
4836;Totaal mannen en vrouwen;7-9 jaar;Hoogeveen;1150
4837;Totaal mannen en vrouwen;7-9 jaar;Hoogezand;690
4838;Totaal mannen en vrouwen;7-9 jaar;Hoogkarspel;147
4839;Totaal mannen en vrouwen;7-9 jaar;Hoogkerk;298
4840;Totaal mannen en vrouwen;7-9 jaar;Hoogland;262
4841;Totaal mannen en vrouwen;7-9 jaar;Hoogvliet;79
4842;Totaal mannen en vrouwen;7-9 jaar;Hoogwoud;145
4843;Totaal mannen en vrouwen;7-9 jaar;Hoorn;706
4844;Totaal mannen en vrouwen;7-9 jaar;Hoornaar;45
4845;Totaal mannen en vrouwen;7-9 jaar;Horn;118
4846;Totaal mannen en vrouwen;7-9 jaar;Horssen;63
4847;Totaal mannen en vrouwen;7-9 jaar;Horst;606
4848;Totaal mannen en vrouwen;7-9 jaar;Houten;166
4849;Totaal mannen en vrouwen;7-9 jaar;Houthem;127
4850;Totaal mannen en vrouwen;7-9 jaar;Huijbergen;94
4851;Totaal mannen en vrouwen;7-9 jaar;Huissen;435
4852;Totaal mannen en vrouwen;7-9 jaar;Huizen;507
4853;Totaal mannen en vrouwen;7-9 jaar;Hulsberg;156
4854;Totaal mannen en vrouwen;7-9 jaar;Hulst;241
4855;Totaal mannen en vrouwen;7-9 jaar;Hummelo en Keppel;170
4856;Totaal mannen en vrouwen;7-9 jaar;Hunsel;120
4857;Totaal mannen en vrouwen;7-9 jaar;Hurwenen;31
4858;Totaal mannen en vrouwen;7-9 jaar;Idaarderadeel;315
4859;Totaal mannen en vrouwen;7-9 jaar;Ilpendam;142
4860;Totaal mannen en vrouwen;7-9 jaar;Itteren;34
4861;Totaal mannen en vrouwen;7-9 jaar;Ittervoort;23
4862;Totaal mannen en vrouwen;7-9 jaar;Jaarsveld;122
4863;Totaal mannen en vrouwen;7-9 jaar;Jabeek;61
4864;Totaal mannen en vrouwen;7-9 jaar;Janssteen (St.);194
4865;Totaal mannen en vrouwen;7-9 jaar;Jisp;53
4866;Totaal mannen en vrouwen;7-9 jaar;Jutphaas;343
4867;Totaal mannen en vrouwen;7-9 jaar;Kamerik;154
4868;Totaal mannen en vrouwen;7-9 jaar;Kampen;1293
4869;Totaal mannen en vrouwen;7-9 jaar;Kamperveen;34
4870;Totaal mannen en vrouwen;7-9 jaar;Kantens;134
4871;Totaal mannen en vrouwen;7-9 jaar;Kapelle;186
4872;Totaal mannen en vrouwen;7-9 jaar;Kats;46
4873;Totaal mannen en vrouwen;7-9 jaar;Kattendijke;89
4874;Totaal mannen en vrouwen;7-9 jaar;Katwijk;1121
