ID;Geslacht;Leeftijd;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1AllochtoneOuder_5;k_2eGeneratieMet2AllochtoneOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
2393;Mannen en vrouwen;55 jaar;2050;143793;65997;36318;29679;12585;17093;41639;24357
2394;Mannen en vrouwen;56 jaar;2009;185301;34855;22555;12299;9892;2407;13031;21824
2395;Mannen en vrouwen;56 jaar;2010;183894;34638;23045;11593;9220;2373;13610;21029
2396;Mannen en vrouwen;56 jaar;2011;184957;35717;24183;11534;9132;2402;14792;20925
2397;Mannen en vrouwen;56 jaar;2012;186447;36368;24688;11680;9111;2569;15569;20799
2398;Mannen en vrouwen;56 jaar;2013;189365;37796;26117;11679;9026;2653;17019;20777
2399;Mannen en vrouwen;56 jaar;2014;191887;38127;26036;12091;9272;2819;17090;21037
2400;Mannen en vrouwen;56 jaar;2015;194129;39649;27082;12567;9408;3159;18577;21071
2401;Mannen en vrouwen;56 jaar;2016;198090;41146;28199;12946;9736;3210;19525;21621
2402;Mannen en vrouwen;56 jaar;2017;196023;44047;31338;12709;9553;3155;22442;21605
2403;Mannen en vrouwen;56 jaar;2018;202335;43411;30137;13275;10154;3120;21205;22206
2404;Mannen en vrouwen;56 jaar;2019;200726;46306;32512;13794;10597;3197;23804;22502
2405;Mannen en vrouwen;56 jaar;2020;203362;47214;33025;14189;10899;3290;24251;22963
2406;Mannen en vrouwen;56 jaar;2021;203586;49796;35034;14762;11436;3326;26062;23734
2407;Mannen en vrouwen;56 jaar;2022;198458;49930;35220;14710;11568;3142;26182;23748
2408;Mannen en vrouwen;56 jaar;2023;193829;49824;35212;14612;11577;3034;26461;23362
2409;Mannen en vrouwen;56 jaar;2024;192948;48758;34022;14736;11688;3048;25049;23709
2410;Mannen en vrouwen;56 jaar;2025;191672;51282;36362;14920;11772;3148;27582;23700
2411;Mannen en vrouwen;56 jaar;2026;199650;53213;37394;15819;12480;3339;28598;24615
2412;Mannen en vrouwen;56 jaar;2027;192832;53702;38399;15304;11680;3623;29805;23897
2413;Mannen en vrouwen;56 jaar;2028;183155;53000;37876;15124;11238;3886;29684;23316
2414;Mannen en vrouwen;56 jaar;2029;172439;52570;37701;14869;10710;4158;29796;22774
2415;Mannen en vrouwen;56 jaar;2030;157276;50844;36969;13875;9561;4313;29154;21690
2416;Mannen en vrouwen;56 jaar;2031;149784;51090;36942;14148;9422;4727;29541;21549
2417;Mannen en vrouwen;56 jaar;2032;142482;50167;35485;14682;9205;5477;28795;21372
2418;Mannen en vrouwen;56 jaar;2033;140751;50266;34687;15580;9247;6333;28724;21542
2419;Mannen en vrouwen;56 jaar;2034;136917;51816;35449;16367;9246;7121;30332;21484
2420;Mannen en vrouwen;56 jaar;2035;137804;53135;35414;17721;9654;8067;31109;22026
2421;Mannen en vrouwen;56 jaar;2036;136248;53797;35075;18722;9760;8962;31715;22082
2422;Mannen en vrouwen;56 jaar;2037;139622;55373;34616;20757;10311;10447;32717;22656
2423;Mannen en vrouwen;56 jaar;2038;136431;56281;34602;21679;10309;11369;33657;22624
2424;Mannen en vrouwen;56 jaar;2039;131816;56245;35064;21181;10063;11119;33869;22377
2425;Mannen en vrouwen;56 jaar;2040;130186;56779;35332;21447;10008;11439;34376;22402
2426;Mannen en vrouwen;56 jaar;2041;133305;57765;35886;21878;10295;11583;35124;22640
2427;Mannen en vrouwen;56 jaar;2042;136078;57915;35652;22263;10366;11897;35143;22772
2428;Mannen en vrouwen;56 jaar;2043;140278;58540;35216;23324;10873;12451;35389;23151
2429;Mannen en vrouwen;56 jaar;2044;141156;59306;35240;24066;10870;13197;36144;23162
2430;Mannen en vrouwen;56 jaar;2045;139647;60873;35406;25467;11159;14308;37453;23421
2431;Mannen en vrouwen;56 jaar;2046;140987;61873;35613;26260;11245;15015;38453;23420
2432;Mannen en vrouwen;56 jaar;2047;146462;63447;35568;27879;11924;15955;39713;23734
2433;Mannen en vrouwen;56 jaar;2048;146406;63999;35623;28376;12167;16210;40049;23950
2434;Mannen en vrouwen;56 jaar;2049;144156;64583;35726;28857;12240;16617;40684;23899
2435;Mannen en vrouwen;56 jaar;2050;143260;64619;35748;28872;12393;16479;40720;23899
2436;Mannen en vrouwen;57 jaar;2009;179384;33022;20899;12123;10130;1992;11376;21645
2437;Mannen en vrouwen;57 jaar;2010;184308;34542;22320;12222;9831;2391;12917;21625
2438;Mannen en vrouwen;57 jaar;2011;182929;34327;22803;11524;9165;2359;13489;20838
2439;Mannen en vrouwen;57 jaar;2012;183999;35397;23928;11469;9081;2388;14658;20739
2440;Mannen en vrouwen;57 jaar;2013;185508;36042;24427;11614;9061;2553;15429;20613
2441;Mannen en vrouwen;57 jaar;2014;188420;37456;25840;11616;8980;2636;16867;20589
2442;Mannen en vrouwen;57 jaar;2015;190937;37789;25763;12026;9225;2801;16944;20845
2443;Mannen en vrouwen;57 jaar;2016;193173;39299;26798;12501;9361;3139;18418;20881
2444;Mannen en vrouwen;57 jaar;2017;197114;40782;27903;12879;9689;3190;19359;21424
2445;Mannen en vrouwen;57 jaar;2018;195061;43641;30996;12645;9509;3136;22240;21401
2446;Mannen en vrouwen;57 jaar;2019;201338;43025;29816;13208;10107;3102;21027;21997
2447;Mannen en vrouwen;57 jaar;2020;199745;45889;32163;13726;10548;3178;23595;22294
2448;Mannen en vrouwen;57 jaar;2021;202373;46787;32667;14120;10849;3271;24041;22747
2449;Mannen en vrouwen;57 jaar;2022;202602;49342;34652;14689;11382;3307;25834;23507
2450;Mannen en vrouwen;57 jaar;2023;197512;49474;34836;14638;11514;3124;25955;23519
2451;Mannen en vrouwen;57 jaar;2024;192918;49381;34839;14542;11524;3018;26239;23142
2452;Mannen en vrouwen;57 jaar;2025;192053;48316;33650;14666;11634;3032;24839;23477
2453;Mannen en vrouwen;57 jaar;2026;190791;50820;35970;14849;11719;3131;27349;23470
2454;Mannen en vrouwen;57 jaar;2027;198732;52740;36996;15744;12423;3321;28363;24377
2455;Mannen en vrouwen;57 jaar;2028;191959;53223;37991;15231;11629;3603;29558;23665
2456;Mannen en vrouwen;57 jaar;2029;182343;52536;37483;15053;11189;3864;29448;23089
2457;Mannen en vrouwen;57 jaar;2030;171691;52109;37309;14800;10665;4135;29558;22551
2458;Mannen en vrouwen;57 jaar;2031;156615;50401;36588;13813;9524;4289;28927;21474
2459;Mannen en vrouwen;57 jaar;2032;149168;50647;36562;14085;9385;4700;29314;21333
2460;Mannen en vrouwen;57 jaar;2033;141910;49731;35115;14616;9170;5446;28575;21156
2461;Mannen en vrouwen;57 jaar;2034;140192;49834;34324;15510;9212;6298;28508;21325
2462;Mannen en vrouwen;57 jaar;2035;136383;51373;35080;16293;9211;7082;30105;21268
2463;Mannen en vrouwen;57 jaar;2036;137270;52679;35040;17639;9617;8023;30874;21804
2464;Mannen en vrouwen;57 jaar;2037;135728;53338;34703;18635;9723;8913;31478;21860
2465;Mannen en vrouwen;57 jaar;2038;139088;54901;34241;20660;10270;10390;32471;22430
2466;Mannen en vrouwen;57 jaar;2039;135920;55799;34224;21576;10268;11308;33404;22395
2467;Mannen en vrouwen;57 jaar;2040;131331;55757;34675;21082;10023;11059;33609;22148
2468;Mannen en vrouwen;57 jaar;2041;129716;56286;34939;21347;9968;11378;34113;22173
2469;Mannen en vrouwen;57 jaar;2042;132823;57262;35486;21776;10254;11522;34854;22408
2470;Mannen en vrouwen;57 jaar;2043;135587;57414;35254;22159;10325;11835;34875;22539
2471;Mannen en vrouwen;57 jaar;2044;139773;58034;34820;23215;10829;12386;35119;22915
2472;Mannen en vrouwen;57 jaar;2045;140649;58797;34843;23954;10826;13128;35871;22926
2473;Mannen en vrouwen;57 jaar;2046;139154;60354;35005;25349;11114;14234;37171;23183
2474;Mannen en vrouwen;57 jaar;2047;140494;61344;35207;26137;11200;14937;38164;23180
2475;Mannen en vrouwen;57 jaar;2048;145948;62908;35159;27749;11875;15874;39415;23493
2476;Mannen en vrouwen;57 jaar;2049;145898;63457;35212;28244;12117;16127;39750;23706
2477;Mannen en vrouwen;57 jaar;2050;143663;64036;35312;28723;12191;16532;40381;23655
2478;Mannen en vrouwen;58 jaar;2009;178712;34404;23232;11171;10058;1114;12180;22224
2479;Mannen en vrouwen;58 jaar;2010;178332;32708;20665;12043;10063;1980;11278;21430
2480;Mannen en vrouwen;58 jaar;2011;183243;34200;22056;12144;9769;2375;12795;21405
2481;Mannen en vrouwen;58 jaar;2012;181892;33993;22539;11454;9110;2344;13364;20628
2482;Mannen en vrouwen;58 jaar;2013;182983;35056;23656;11400;9027;2373;14522;20534
2483;Mannen en vrouwen;58 jaar;2014;184496;35696;24148;11548;9012;2536;15287;20409
2484;Mannen en vrouwen;58 jaar;2015;187398;37098;25546;11552;8933;2619;16714;20384
2485;Mannen en vrouwen;58 jaar;2016;189910;37433;25472;11960;9178;2783;16793;20640
2486;Mannen en vrouwen;58 jaar;2017;192135;38928;26494;12433;9314;3119;18250;20677
2487;Mannen en vrouwen;58 jaar;2018;196054;40397;27586;12811;9641;3170;19185;21212
2488;Mannen en vrouwen;58 jaar;2019;194018;43214;30634;12580;9463;3117;22029;21184
2489;Mannen en vrouwen;58 jaar;2020;200263;42614;29473;13141;10058;3083;20839;21775
2490;Mannen en vrouwen;58 jaar;2021;198688;45448;31792;13657;10497;3159;23375;22073
2491;Mannen en vrouwen;58 jaar;2022;201311;46335;32287;14048;10796;3251;23821;22514
2492;Mannen en vrouwen;58 jaar;2023;201550;48864;34250;14614;11326;3288;25596;23267
2493;Mannen en vrouwen;58 jaar;2024;196501;48994;34430;14564;11458;3106;25717;23277
2494;Mannen en vrouwen;58 jaar;2025;191944;48913;34444;14468;11468;3000;26005;22907
2495;Mannen en vrouwen;58 jaar;2026;191094;47849;33257;14592;11579;3014;24618;23231
2496;Mannen en vrouwen;58 jaar;2027;189848;50332;35557;14775;11663;3112;27105;23227
2497;Mannen en vrouwen;58 jaar;2028;197751;52242;36578;15665;12363;3301;28116;24126
2498;Mannen en vrouwen;58 jaar;2029;191026;52717;37561;15156;11575;3581;29298;23419
2499;Mannen en vrouwen;58 jaar;2030;181474;52045;37066;14979;11138;3841;29199;22846
2500;Mannen en vrouwen;58 jaar;2031;170891;51622;36893;14728;10618;4111;29308;22314
2501;Mannen en vrouwen;58 jaar;2032;155907;49929;36181;13748;9484;4264;28685;21244
2502;Mannen en vrouwen;58 jaar;2033;148508;50177;36157;14019;9346;4673;29073;21103
2503;Mannen en vrouwen;58 jaar;2034;141297;49269;34721;14548;9132;5415;28342;20926
2504;Mannen en vrouwen;58 jaar;2035;139593;49373;33937;15436;9175;6262;28279;21095
2505;Mannen en vrouwen;58 jaar;2036;135811;50901;34685;16216;9174;7042;29864;21037
2506;Mannen en vrouwen;58 jaar;2037;136700;52194;34641;17554;9576;7977;30627;21568
2507;Mannen en vrouwen;58 jaar;2038;135170;52851;34307;18544;9682;8862;31228;21623
2508;Mannen en vrouwen;58 jaar;2039;138519;54400;33842;20559;10227;10332;32213;22188
2509;Mannen en vrouwen;58 jaar;2040;135376;55290;33820;21471;10225;11245;33137;22153
2510;Mannen en vrouwen;58 jaar;2041;130815;55242;34262;20980;9982;10998;33336;21906
2511;Mannen en vrouwen;58 jaar;2042;129215;55765;34521;21244;9928;11316;33835;21930
2512;Mannen en vrouwen;58 jaar;2043;132310;56733;35062;21672;10213;11459;34570;22163
2513;Mannen en vrouwen;58 jaar;2044;135067;56885;34831;22054;10283;11771;34592;22293
2514;Mannen en vrouwen;58 jaar;2045;139237;57503;34399;23104;10785;12319;34836;22667
2515;Mannen en vrouwen;58 jaar;2046;140115;58261;34421;23840;10782;13057;35584;22677
2516;Mannen en vrouwen;58 jaar;2047;138633;59806;34578;25228;11069;14159;36875;22931
2517;Mannen en vrouwen;58 jaar;2048;139973;60788;34775;26013;11154;14858;37860;22928
2518;Mannen en vrouwen;58 jaar;2049;145406;62342;34725;27617;11826;15790;39105;23237
2519;Mannen en vrouwen;58 jaar;2050;145364;62885;34775;28110;12067;16043;39437;23448
2520;Mannen en vrouwen;59 jaar;2009;182903;32699;21671;11028;10066;961;10221;22478
2521;Mannen en vrouwen;59 jaar;2010;177574;34046;22955;11091;9984;1107;12056;21990
2522;Mannen en vrouwen;59 jaar;2011;177218;32375;20416;11959;9994;1965;11167;21209
2523;Mannen en vrouwen;59 jaar;2012;182110;33850;21788;12062;9705;2357;12668;21183
2524;Mannen en vrouwen;59 jaar;2013;180797;33653;22273;11380;9052;2327;13236;20417
2525;Mannen en vrouwen;59 jaar;2014;181896;34706;23378;11328;8972;2356;14378;20328
2526;Mannen en vrouwen;59 jaar;2015;183414;35341;23864;11477;8959;2518;15138;20203
2527;Mannen en vrouwen;59 jaar;2016;186305;36728;25246;11483;8882;2601;16549;20179
2528;Mannen en vrouwen;59 jaar;2017;188805;37061;25172;11890;9126;2764;16627;20434
2529;Mannen en vrouwen;59 jaar;2018;191020;38540;26179;12361;9262;3098;18069;20471
2530;Mannen en vrouwen;59 jaar;2019;194919;39996;27258;12738;9589;3149;18996;20999
2531;Mannen en vrouwen;59 jaar;2020;192905;42769;30261;12509;9412;3097;21804;20966
2532;Mannen en vrouwen;59 jaar;2021;199118;42186;29120;13066;10003;3063;20636;21550
2533;Mannen en vrouwen;59 jaar;2022;197564;44988;31409;13580;10440;3139;23140;21849
2534;Mannen en vrouwen;59 jaar;2023;200179;45865;31896;13969;10738;3231;23583;22282
2535;Mannen en vrouwen;59 jaar;2024;200428;48367;33835;14532;11266;3266;25341;23026
2536;Mannen en vrouwen;59 jaar;2025;195421;48497;34013;14484;11398;3086;25462;23035
2537;Mannen en vrouwen;59 jaar;2026;190904;48428;34038;14389;11408;2981;25755;22672
2538;Mannen en vrouwen;59 jaar;2027;190068;47368;32854;14513;11519;2995;24380;22987
2539;Mannen en vrouwen;59 jaar;2028;188841;49827;35133;14694;11602;3092;26843;22984
2540;Mannen en vrouwen;59 jaar;2029;196703;51726;36148;15579;12298;3281;27851;23875
2541;Mannen en vrouwen;59 jaar;2030;190029;52193;37119;15074;11515;3559;29020;23174
2542;Mannen en vrouwen;59 jaar;2031;180542;51537;36638;14899;11082;3817;28931;22605
2543;Mannen en vrouwen;59 jaar;2032;170033;51115;36465;14650;10565;4085;29038;22077
2544;Mannen en vrouwen;59 jaar;2033;155145;49440;35764;13676;9438;4238;28426;21014
2545;Mannen en vrouwen;59 jaar;2034;147796;49687;35741;13946;9302;4644;28814;20873
2546;Mannen en vrouwen;59 jaar;2035;140634;48788;34315;14473;9091;5382;28090;20698
2547;Mannen en vrouwen;59 jaar;2036;138945;48895;33538;15357;9133;6224;28030;20865
2548;Mannen en vrouwen;59 jaar;2037;135194;50411;34279;16132;9133;7000;29604;20808
2549;Mannen en vrouwen;59 jaar;2038;136081;51692;34230;17462;9533;7929;30359;21333
2550;Mannen en vrouwen;59 jaar;2039;134567;52347;33899;18447;9638;8809;30958;21389
2551;Mannen en vrouwen;59 jaar;2040;137903;53883;33433;20450;10180;10271;31934;21949
2552;Mannen en vrouwen;59 jaar;2041;134784;54764;33407;21358;10179;11179;32850;21914
2553;Mannen en vrouwen;59 jaar;2042;130256;54710;33839;20871;9937;10934;33043;21667
2554;Mannen en vrouwen;59 jaar;2043;128670;55228;34094;21134;9884;11250;33537;21691
2555;Mannen en vrouwen;59 jaar;2044;131756;56186;34626;21560;10167;11393;34265;21921
2556;Mannen en vrouwen;59 jaar;2045;134502;56338;34397;21941;10237;11703;34289;22049
2557;Mannen en vrouwen;59 jaar;2046;138658;56953;33967;22985;10736;12249;34533;22420
2558;Mannen en vrouwen;59 jaar;2047;139538;57705;33988;23718;10734;12984;35277;22429
2559;Mannen en vrouwen;59 jaar;2048;138071;59239;34140;25099;11020;14079;36558;22681
2560;Mannen en vrouwen;59 jaar;2049;139411;60212;34332;25880;11105;14775;37536;22676
2561;Mannen en vrouwen;59 jaar;2050;144824;61756;34279;27478;11775;15703;38772;22984
2562;Mannen en vrouwen;60 jaar;2009;188713;32886;21134;11751;10771;981;10075;22810
2563;Mannen en vrouwen;60 jaar;2010;181591;32338;21397;10941;9988;953;10122;22216
2564;Mannen en vrouwen;60 jaar;2011;176331;33667;22658;11008;9909;1099;11925;21742
2565;Mannen en vrouwen;60 jaar;2012;175999;32027;20156;11871;9921;1950;11053;20974
2566;Mannen en vrouwen;60 jaar;2013;180884;33484;21510;11975;9636;2339;12536;20948
2567;Mannen en vrouwen;60 jaar;2014;179601;33297;21996;11301;8992;2310;13102;20196
2568;Mannen en vrouwen;60 jaar;2015;180707;34341;23088;11253;8915;2338;14230;20111
2569;Mannen en vrouwen;60 jaar;2016;182226;34972;23569;11403;8903;2500;14982;19990
2570;Mannen en vrouwen;60 jaar;2017;185103;36342;24933;11409;8827;2582;16375;19967
2571;Mannen en vrouwen;60 jaar;2018;187589;36673;24858;11815;9070;2744;16452;20220
2572;Mannen en vrouwen;60 jaar;2019;189796;38136;25852;12283;9207;3076;17878;20258
2573;Mannen en vrouwen;60 jaar;2020;193678;39576;26918;12659;9532;3127;18798;20779
2574;Mannen en vrouwen;60 jaar;2021;191690;42308;29877;12432;9356;3075;21569;20740
2575;Mannen en vrouwen;60 jaar;2022;197871;41740;28755;12985;9944;3041;20422;21318
2576;Mannen en vrouwen;60 jaar;2023;196340;44512;31015;13496;10379;3117;22895;21617
2577;Mannen en vrouwen;60 jaar;2024;198949;45379;31495;13884;10675;3209;23337;22042
2578;Mannen en vrouwen;60 jaar;2025;199209;47855;33411;14444;11200;3244;25077;22778
2579;Mannen en vrouwen;60 jaar;2026;194249;47983;33586;14396;11331;3065;25198;22785
2580;Mannen en vrouwen;60 jaar;2027;189776;47925;33621;14304;11343;2961;25496;22429
2581;Mannen en vrouwen;60 jaar;2028;188956;46867;32439;14427;11453;2975;24132;22735
2582;Mannen en vrouwen;60 jaar;2029;187749;49304;34697;14608;11536;3072;26571;22733
2583;Mannen en vrouwen;60 jaar;2030;195567;51192;35705;15487;12228;3259;27576;23617
2584;Mannen en vrouwen;60 jaar;2031;188947;51651;36667;14985;11449;3535;28731;22921
2585;Mannen en vrouwen;60 jaar;2032;179533;51011;36199;14812;11020;3792;28653;22357
2586;Mannen en vrouwen;60 jaar;2033;169101;50592;36026;14566;10507;4058;28758;21834
2587;Mannen en vrouwen;60 jaar;2034;154318;48934;35335;13599;9389;4210;28156;20779
2588;Mannen en vrouwen;60 jaar;2035;147022;49181;35313;13868;9254;4614;28543;20638
2589;Mannen en vrouwen;60 jaar;2036;139914;48290;33898;14392;9044;5348;27826;20464
2590;Mannen en vrouwen;60 jaar;2037;138243;48399;33128;15271;9087;6184;27769;20630
2591;Mannen en vrouwen;60 jaar;2038;134520;49905;33863;16042;9087;6955;29332;20573
2592;Mannen en vrouwen;60 jaar;2039;135412;51175;33810;17365;9486;7879;30079;21096
2593;Mannen en vrouwen;60 jaar;2040;133914;51827;33482;18345;9591;8754;30675;21151
2594;Mannen en vrouwen;60 jaar;2041;137237;53349;33013;20336;10129;10207;31642;21707
2595;Mannen en vrouwen;60 jaar;2042;134146;54221;32983;21238;10129;11110;32550;21671
2596;Mannen en vrouwen;60 jaar;2043;129652;54161;33406;20756;9889;10866;32737;21425
2597;Mannen en vrouwen;60 jaar;2044;128083;54674;33656;21018;9836;11182;33227;21447
2598;Mannen en vrouwen;60 jaar;2045;131158;55623;34181;21442;10118;11324;33947;21676
2599;Mannen en vrouwen;60 jaar;2046;133897;55776;33954;21823;10189;11633;33973;21803
2600;Mannen en vrouwen;60 jaar;2047;138038;56387;33525;22862;10686;12176;34217;22171
2601;Mannen en vrouwen;60 jaar;2048;138920;57134;33544;23590;10683;12907;34957;22178
2602;Mannen en vrouwen;60 jaar;2049;137470;58657;33693;24964;10967;13996;36230;22428
2603;Mannen en vrouwen;60 jaar;2050;138812;59621;33880;25741;11052;14689;37200;22422
2604;Mannen en vrouwen;61 jaar;2009;199992;32551;19584;12966;11919;1048;9024;23527
2605;Mannen en vrouwen;61 jaar;2010;187211;32496;20843;11653;10681;972;9961;22535
2606;Mannen en vrouwen;61 jaar;2011;180180;31961;21107;10854;9908;946;10008;21953
2607;Mannen en vrouwen;61 jaar;2012;174990;33278;22355;10923;9832;1091;11786;21492
2608;Mannen en vrouwen;61 jaar;2013;174693;31669;19889;11780;9846;1934;10926;20742
2609;Mannen en vrouwen;61 jaar;2014;179555;33110;21226;11884;9564;2320;12394;20716
2610;Mannen en vrouwen;61 jaar;2015;178303;32931;21709;11221;8930;2291;12953;19977
2611;Mannen en vrouwen;61 jaar;2016;179412;33965;22789;11176;8856;2320;14067;19897
2612;Mannen en vrouwen;61 jaar;2017;180934;34588;23264;11325;8844;2481;14809;19780
2613;Mannen en vrouwen;61 jaar;2018;183793;35942;24611;11332;8769;2562;16185;19757
2614;Mannen en vrouwen;61 jaar;2019;186270;36269;24533;11736;9012;2724;16259;20010
2615;Mannen en vrouwen;61 jaar;2020;188471;37717;25515;12202;9148;3054;17669;20048
2616;Mannen en vrouwen;61 jaar;2021;192337;39145;26569;12575;9471;3104;18583;20562
2617;Mannen en vrouwen;61 jaar;2022;190376;41836;29486;12350;9298;3052;21318;20518
2618;Mannen en vrouwen;61 jaar;2023;196526;41283;28383;12900;9882;3018;20192;21091
2619;Mannen en vrouwen;61 jaar;2024;195021;44024;30615;13409;10315;3094;22634;21390
2620;Mannen en vrouwen;61 jaar;2025;197622;44882;31087;13795;10610;3185;23073;21808
2621;Mannen en vrouwen;61 jaar;2026;197893;47332;32981;14350;11130;3221;24796;22536
2622;Mannen en vrouwen;61 jaar;2027;192982;47461;33156;14305;11261;3043;24918;22543
2623;Mannen en vrouwen;61 jaar;2028;188555;47413;33200;14214;11274;2940;25221;22193
2624;Mannen en vrouwen;61 jaar;2029;187751;46358;32021;14337;11384;2954;23868;22490
2625;Mannen en vrouwen;61 jaar;2030;186564;48773;34258;14516;11465;3050;26284;22489
2626;Mannen en vrouwen;61 jaar;2031;194338;50649;35260;15389;12153;3236;27284;23365
2627;Mannen en vrouwen;61 jaar;2032;187775;51101;36210;14892;11381;3511;28426;22675
2628;Mannen en vrouwen;61 jaar;2033;178436;50477;35756;14721;10955;3766;28359;22118
2629;Mannen en vrouwen;61 jaar;2034;168086;50060;35583;14477;10447;4030;28461;21599
2630;Mannen en vrouwen;61 jaar;2035;153412;48421;34903;13518;9337;4181;27869;20552
2631;Mannen en vrouwen;61 jaar;2036;146175;48670;34884;13786;9203;4583;28256;20413
2632;Mannen en vrouwen;61 jaar;2037;139123;47787;33480;14307;8996;5312;27547;20240
2633;Mannen en vrouwen;61 jaar;2038;137471;47898;32717;15181;9038;6142;27494;20405
2634;Mannen en vrouwen;61 jaar;2039;133782;49394;33446;15948;9040;6909;29045;20350
