ID;BedrijfstakkenBranches;Seizoencorrectie;Perioden;ProductieBedrAfgelopen3Mnd_1;ProductieBedrKomende3Mnd_2;OmzetAfgelopen3Mnd_3;OmzetKomende3Mnd_4;BuitenlandseOmzetAfgelopen3Mnd_5;BuitenlandseOmzetKomende3Mnd_6;VerkoopprijzenTarievenKomende3Mnd_7;PersoneelssterkteAfgelopen3Mnd_8;PersoneelssterkteKomende3Mnd_9;EconomischKlimaatAfgelopen3Mnd_10;WinstgevendheidAfgelopen3Mnd_11
832;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;;;11.3;-32.9;;;1.6;2.2;0.2;-10.9;-9.5
833;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;;;-14.0;20.6;;;6.7;-2.5;5.0;-17.6;-21.3
834;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;;;28.2;-6.7;;;15.3;8.5;11.5;14.0;13.4
835;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;;;-8.4;21.6;;;33.7;8.5;15.3;4.7;3.1
836;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;;;23.0;-33.9;;;36.3;8.4;-2.9;3.0;-1.6
837;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;;;-13.7;31.4;;;55.2;-0.7;16.9;-11.9;-10.0
838;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;;;30.8;-18.6;;;48.8;-4.9;2.7;-14.2;-5.8
839;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;;;-11.0;24.4;;;60.4;-2.7;5.0;-21.9;-29.2
840;45+47 Detailhandel en autobranche;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;;;37.7;-23.4;;;53.1;-0.9;-1.1;-21.0;-14.8
841;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2016 1e kwartaal;;;19.9;3.1;;;4.1;8.7;4.1;13.4;7.8
842;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2016 2e kwartaal;;;9.3;11.8;;;4.6;7.9;1.4;9.0;5.2
843;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2016 3e kwartaal;;;9.5;19.5;;;1.2;7.3;1.8;7.2;9.8
844;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2016 4e kwartaal;;;18.8;15.3;;;1.7;8.7;3.7;9.0;5.0
845;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2017 1e kwartaal;;;21.6;10.3;;;2.7;7.9;9.9;16.7;8.8
846;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2017 2e kwartaal;;;23.4;15.4;;;3.0;12.3;7.3;15.9;12.5
847;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2017 3e kwartaal;;;25.3;21.6;;;1.9;13.9;9.9;11.8;10.0
848;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2017 4e kwartaal;;;30.0;19.8;;;-1.0;7.6;7.6;13.0;6.7
849;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2018 1e kwartaal;;;14.8;23.0;;;5.3;17.4;16.2;15.7;3.6
850;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2018 2e kwartaal;;;8.2;16.0;;;4.4;12.2;13.4;8.1;4.2
851;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2018 3e kwartaal;;;13.1;12.4;;;2.8;14.1;14.5;9.3;4.9
852;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2018 4e kwartaal;;;21.1;21.9;;;5.3;8.8;16.4;7.7;2.7
853;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2019 1e kwartaal;;;3.6;22.3;;;27.5;8.1;9.1;1.9;-8.1
854;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2019 2e kwartaal;;;10.0;14.3;;;3.4;8.0;11.5;-0.5;0.8
855;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2019 3e kwartaal;;;17.6;8.8;;;4.3;7.3;8.9;3.2;1.5
856;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2019 4e kwartaal;;;21.4;9.1;;;3.0;1.6;5.6;-5.1;0.3
857;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2020 1e kwartaal;;;13.8;4.3;;;5.3;2.2;9.4;6.6;-0.9
858;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2020 2e kwartaal;;;11.9;-51.3;;;-3.5;-1.5;-20.3;-17.8;-15.0
859;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2020 3e kwartaal;;;-4.2;15.1;;;1.7;-10.1;-4.0;-8.5;-16.9
860;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2020 4e kwartaal;;;11.4;-2.7;;;-0.3;-8.9;-5.2;2.4;3.9
861;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2021 1e kwartaal;;;-6.9;-17.2;;;-2.3;0.7;6.1;-11.8;-15.5
862;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2021 2e kwartaal;;;2.4;3.6;;;7.6;0.4;0.2;-16.4;-16.9
863;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2021 3e kwartaal;;;14.6;10.4;;;19.2;8.3;12.3;13.5;11.8
864;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2021 4e kwartaal;;;7.2;6.0;;;32.8;7.3;13.3;5.0;6.4
865;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2022 1e kwartaal;;;7.4;-10.0;;;34.4;6.5;1.3;0.9;-6.5
866;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2022 2e kwartaal;;;1.8;12.9;;;55.7;2.2;14.6;-9.1;-1.7
867;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2022 3e kwartaal;;;16.0;-8.5;;;53.2;-5.3;2.9;-15.2;-9.0
868;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2022 4e kwartaal;;;4.1;8.5;;;57.3;-3.4;2.9;-21.6;-29.4
869;45+47 Detailhandel en autobranche;Seizoengecorrigeerde cijfers;2023 1e kwartaal;;;20.4;4.1;;;51.6;-3.6;3.0;-23.6;-24.1
870;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;;;46.6;-12.7;;;13.4;7.6;-5.0;31.7;40.9
871;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;;;-5.5;13.0;;;0.9;2.9;2.0;-0.7;-5.6
872;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;;;13.5;-7.2;;;0.5;7.8;0.0;3.7;8.1
873;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;;;-9.2;16.9;;;3.2;11.0;5.9;7.4;-3.0
874;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;;;23.1;16.7;;;16.8;4.6;7.5;17.2;14.0
875;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;;;25.4;15.5;;;2.9;14.3;5.8;12.2;16.7
876;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;;;18.9;6.3;;;0.7;13.0;9.3;17.1;6.5
877;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;;;5.7;26.9;;;5.2;9.4;8.1;10.5;0.4
878;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;;;31.5;24.0;;;20.9;12.9;19.4;18.5;11.5
879;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;;;21.1;13.9;;;6.9;13.9;22.0;10.2;6.4
880;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;;;7.6;-12.9;;;6.9;7.9;23.2;4.0;7.2
881;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;;;-10.4;22.6;;;8.6;13.3;12.4;-5.3;-14.3
882;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;;;5.1;19.2;;;25.0;8.6;-0.6;4.7;-5.3
883;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;;;8.0;0.0;;;1.9;-7.2;5.7;-4.5;-8.8
884;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;;;-11.8;-23.8;;;1.8;-7.1;0.2;-10.5;-20.5
885;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;;;-23.2;8.5;;;6.0;-5.0;-2.1;-18.4;-13.1
886;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;;;22.4;-9.0;;;18.8;-7.2;-3.6;1.9;7.7
887;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;;;-27.8;-81.6;;;-13.1;-11.8;-38.1;-39.8;-21.8
888;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;;;-54.5;3.2;;;-0.8;-26.9;-11.2;-60.2;-63.6
889;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;;;-11.9;-8.4;;;2.0;-20.2;-13.8;-30.7;-33.7
890;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;;;-12.9;-19.9;;;4.9;-17.5;-5.3;-32.7;-21.0
891;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;;;-10.3;-1.4;;;11.7;-0.1;1.4;-21.7;-11.5
892;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;;;21.9;-8.3;;;9.7;0.7;11.3;13.3;19.2
893;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;;;-4.7;1.0;;;28.1;5.0;10.8;-1.0;-1.3
894;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;;;12.0;-5.8;;;40.6;-1.4;-1.4;-8.5;6.8
895;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;;;11.5;-2.3;;;32.8;1.8;15.3;-9.7;2.0
896;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;;;3.0;-9.9;;;35.8;-6.6;6.3;-14.8;4.7
897;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;;;-5.9;11.9;;;45.7;-5.7;7.7;-21.0;-15.3
898;45 Autohandel en -reparatie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;;;30.3;14.4;;;60.0;0.7;18.6;-6.2;11.1
899;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;;;41.1;-15.5;;;2.0;7.3;-2.1;23.9;27.2
900;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;;;-11.1;3.9;;;5.3;2.8;-1.0;1.3;-5.0
901;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;;;10.0;7.3;;;5.8;5.7;2.2;0.8;9.6
902;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;;;5.3;14.2;;;4.9;13.4;3.8;16.1;8.7
903;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;;;17.5;2.8;;;5.4;4.3;3.9;9.4;0.2
904;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;;;19.8;17.5;;;7.2;14.2;9.4;14.2;17.3
905;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;;;15.5;20.8;;;6.1;11.0;11.5;14.2;8.0
906;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;;;20.2;24.2;;;6.9;11.8;6.0;19.2;12.0
907;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;;;25.9;21.2;;;9.5;12.6;22.3;10.7;-2.3
908;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;;;15.5;4.8;;;11.3;13.9;19.1;12.2;7.0
909;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;;;4.2;1.7;;;12.2;5.8;25.3;1.1;8.6
910;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;;;4.2;19.9;;;10.3;15.8;10.3;3.4;-2.6
911;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;;;-0.5;5.4;;;13.6;8.3;-4.2;-3.1;-19.0
912;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;;;2.4;2.0;;;6.2;-7.3;9.3;-2.5;-8.2
913;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;;;-15.2;-9.3;;;7.2;-9.1;2.3;-13.3;-19.0
914;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;;;-8.7;5.9;;;7.7;-2.5;-4.2;-9.7;-1.5
915;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;;;18.7;-20.4;;;5.7;-8.0;-5.3;-4.8;-1.0
916;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;;;-34.3;-79.8;;;-6.9;-12.1;-37.3;-38.5;-24.3
917;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;;;-58.3;19.6;;;4.9;-27.4;-10.6;-62.8;-62.0
918;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;;;2.2;-15.3;;;3.1;-18.4;-13.6;-22.8;-24.1
919;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2021 1e kwartaal;;;-16.6;-25.4;;;-8.2;-18.4;-3.5;-39.4;-29.7
920;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2021 2e kwartaal;;;-16.8;-5.5;;;18.0;-0.5;-1.2;-20.4;-13.9
921;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2021 3e kwartaal;;;18.1;8.1;;;15.4;0.2;12.0;10.7;20.8
922;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2021 4e kwartaal;;;9.3;-5.8;;;29.2;6.8;11.0;6.9;8.4
923;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2022 1e kwartaal;;;4.5;-11.7;;;29.2;-2.3;-2.2;-15.4;-2.6
924;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2022 2e kwartaal;;;6.8;-5.4;;;36.8;1.5;14.8;-7.0;0.5
925;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2022 3e kwartaal;;;2.6;3.8;;;40.8;-6.8;7.6;-16.7;6.8
926;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2022 4e kwartaal;;;6.8;7.3;;;48.1;-4.3;7.8;-14.9;-6.5
927;45 Autohandel en -reparatie;Seizoengecorrigeerde cijfers;2023 1e kwartaal;;;22.3;9.0;;;48.0;0.4;19.1;-7.6;1.9
928;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;;;30.9;13.6;12.6;8.9;18.5;13.4;8.8;17.2;16.9
929;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;;;15.4;31.5;6.9;13.7;7.2;9.9;13.6;10.4;9.1
930;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;;;25.8;11.3;11.6;6.5;-0.4;14.0;8.3;9.8;11.2
931;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;;;12.1;34.3;11.0;16.1;7.9;16.7;12.8;11.7;7.0
932;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;;;38.8;18.3;13.2;13.5;25.1;18.0;14.5;27.8;23.2
933;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;;;26.3;34.9;14.3;20.1;7.7;19.6;23.0;23.1;14.6
934;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;;;36.4;16.5;12.7;7.0;10.9;23.4;15.2;26.8;17.9
935;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;;;11.4;29.0;4.9;13.1;16.6;24.6;18.4;18.9;12.6
936;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;;;39.6;24.5;19.0;16.0;28.1;20.7;19.0;30.1;23.3
937;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;;;23.5;37.2;9.7;19.4;11.2;19.5;20.3;20.9;18.2
938;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;;;36.7;13.6;14.9;5.3;11.3;24.9;17.2;23.0;19.2
939;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;;;11.4;29.5;2.8;17.3;18.2;14.1;11.7;12.1;7.4
940;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;;;29.2;15.3;9.4;10.8;33.2;14.9;12.2;9.0;16.4
941;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;;;16.1;26.0;11.6;12.0;11.9;13.2;14.9;2.6;3.5
942;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;;;22.4;6.6;4.9;8.1;9.6;16.4;15.4;1.2;6.9
943;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;;;8.1;25.5;3.2;15.4;13.3;17.0;10.7;-4.8;1.5
944;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;;;27.1;13.3;12.0;10.0;32.4;17.3;16.1;3.1;10.7
945;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;;;-6.5;-61.9;-10.2;-45.3;-1.7;1.4;-20.0;-29.5;-17.8
946;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;;;-23.8;-4.0;-24.7;-4.7;1.0;-7.5;2.2;-34.8;-30.8
947;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;;;-0.9;4.7;-1.5;0.4;8.9;0.2;-1.6;-5.1;-2.8
948;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;;;14.3;-5.7;-4.9;-4.0;24.2;2.5;6.9;-1.7;1.8
949;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;;;11.2;25.4;9.2;12.9;24.2;9.8;15.9;4.2;5.2
950;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;;;39.3;12.1;19.0;8.8;32.8;12.7;19.0;20.7;20.3
951;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;;;16.8;29.3;12.3;20.6;42.9;13.1;23.9;19.4;11.9
952;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;;;25.2;5.8;8.3;7.0;50.8;15.4;30.5;5.3;8.0
953;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;;;25.9;34.0;15.2;19.8;60.4;16.5;32.4;-4.0;0.8
954;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;;;25.5;4.3;11.5;0.2;42.5;7.9;18.9;-9.2;-2.0
955;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;;;5.2;8.6;5.1;4.0;51.7;7.1;11.2;-26.7;-8.2
956;46 Groothandel en handelsbemiddeling;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;;;29.2;5.7;14.2;5.2;53.4;6.5;13.8;-9.3;0.6
957;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2016 1e kwartaal;;;19.1;21.2;8.0;9.0;8.5;13.3;9.6;11.8;10.4
958;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2016 2e kwartaal;;;21.6;23.2;11.0;11.0;9.7;10.7;10.7;13.8;11.5
959;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2016 3e kwartaal;;;20.5;21.2;10.6;12.1;5.2;13.5;9.9;9.9;11.2
960;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2016 4e kwartaal;;;23.0;25.1;12.4;13.1;9.8;16.5;13.3;13.6;11.1
961;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2017 1e kwartaal;;;27.0;25.9;11.4;13.6;15.2;17.9;15.3;27.0;16.7
962;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2017 2e kwartaal;;;32.5;26.5;15.6;17.4;10.1;20.4;20.0;21.9;17.1
963;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2017 3e kwartaal;;;31.1;26.5;11.7;12.6;16.6;23.0;16.9;26.9;17.9
964;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2017 4e kwartaal;;;22.3;19.8;6.4;10.1;18.5;24.4;18.9;20.7;16.6
965;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2018 1e kwartaal;;;27.8;32.1;14.5;16.1;18.1;20.6;19.8;24.7;16.8
966;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2018 2e kwartaal;;;29.8;28.9;13.8;16.7;13.7;20.3;17.4;24.3;20.6
967;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2018 3e kwartaal;;;31.4;23.6;13.9;10.9;16.9;24.4;18.8;23.1;19.2
968;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2018 4e kwartaal;;;22.3;20.3;4.3;14.3;20.0;13.9;12.2;14.0;11.5
969;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2019 1e kwartaal;;;17.4;22.9;7.7;10.9;23.2;14.8;12.9;8.3;9.9
970;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2019 2e kwartaal;;;22.4;17.6;12.9;9.3;14.4;14.0;12.0;1.4;6.0
971;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2019 3e kwartaal;;;17.1;16.5;3.8;13.7;15.2;15.9;17.0;1.3;6.9
972;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2019 4e kwartaal;;;19.0;16.3;4.6;12.4;15.2;16.8;11.2;-3.0;5.6
973;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2020 1e kwartaal;;;15.1;19.6;10.7;10.0;21.4;17.3;16.1;2.1;4.4
974;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2020 2e kwartaal;;;-0.9;-70.1;-10.0;-47.6;1.7;2.6;-22.1;-31.0;-15.3
975;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2020 3e kwartaal;;;-28.7;6.8;-25.5;0.7;7.1;-8.6;3.1;-35.1;-31.3
976;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2020 4e kwartaal;;;10.3;-4.0;0.4;-2.6;10.4;0.0;-0.5;-2.3;1.5
977;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2021 1e kwartaal;;;2.3;0.5;-6.3;-4.0;13.2;2.5;7.0;-2.7;-4.5
978;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2021 2e kwartaal;;;16.9;17.2;9.4;10.6;27.7;11.0;13.8;2.7;7.7
979;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2021 3e kwartaal;;;34.4;22.9;18.1;14.2;38.9;11.6;19.9;20.4;19.8
980;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2021 4e kwartaal;;;28.0;20.5;14.2;17.5;44.4;12.8;25.0;22.1;16.2
981;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2022 1e kwartaal;;;15.3;12.4;4.1;7.6;39.3;15.3;30.5;2.2;1.7
982;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2022 2e kwartaal;;;33.7;24.2;17.6;17.1;64.8;17.5;30.2;-2.8;5.0
983;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2022 3e kwartaal;;;18.2;14.9;10.8;5.5;48.5;7.3;20.2;-10.0;-2.9
984;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2022 4e kwartaal;;;14.7;1.2;7.6;0.7;52.8;6.7;12.2;-24.0;-5.2
985;46 Groothandel en handelsbemiddeling;Seizoengecorrigeerde cijfers;2023 1e kwartaal;;;20.5;13.6;12.1;6.9;43.5;6.4;13.5;-11.9;-5.0
986;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;;;42.1;-10.3;;;3.3;11.4;-0.5;10.1;8.8
987;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;;;-3.7;30.5;;;6.2;5.1;6.2;10.3;1.9
988;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;;;23.9;4.6;;;-3.3;7.0;1.3;8.3;11.4
989;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;;;-1.9;34.9;;;3.9;10.0;5.9;9.1;2.7
990;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;;;50.8;-9.4;;;0.5;11.1;3.7;17.6;16.4
991;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;;;5.4;34.4;;;3.8;7.7;12.6;15.8;5.5
992;47 Detailhandel (niet in auto's);Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;;;41.9;4.6;;;-2.6;14.0;9.2;10.8;12.1
