ID;BedrijfstakkenBranchesSBI2008;Perioden;InvesteringenInMaterieleVasteActiva_1;GrondEnTerreinen_2;Bedrijfsgebouwen_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweMaterieleVasteActiva_9;BestaandeMaterieleVasteActiva_10;VerkoopVanMaterieleVasteActiva_11
252;091 Dienstverlening olie- en gaswinning;2021;;;;;;;;;;;
253;091 Dienstverlening olie- en gaswinning;2022;;;;;;;;;;;
254;091 Dienstverlening olie- en gaswinning;2023;;;;;;;;;;;
255;099 Dienstverlening overige winning;2009;;;;;;;;;;;
256;099 Dienstverlening overige winning;2010;;;;;;;;;;;
257;099 Dienstverlening overige winning;2011;;;;;;;;;;;
258;099 Dienstverlening overige winning;2012;;;;;;;;;;;
259;099 Dienstverlening overige winning;2013;;;;;;;;;;;
260;099 Dienstverlening overige winning;2014;;;;;;;;;;;
261;099 Dienstverlening overige winning;2015;;;;;;;;;;;
262;099 Dienstverlening overige winning;2016;;;;;;;;;;;
263;099 Dienstverlening overige winning;2017;;;;;;;;;;;
264;099 Dienstverlening overige winning;2018;;;;;;;;;;;
265;099 Dienstverlening overige winning;2019;;;;;;;;;;;
266;099 Dienstverlening overige winning;2020;;;;;;;;;;;
267;099 Dienstverlening overige winning;2021;;;;;;;;;;;
268;099 Dienstverlening overige winning;2022;;;;;;;;;;;
269;099 Dienstverlening overige winning;2023;;;;;;;;;;;
270;C Industrie;2009;7319.15;73.08;1012.19;75.45;311.59;224.97;5115.6;506.27;6920.81;398.34;421.77
271;C Industrie;2010;6104.89;61.1;789.73;81.06;420.43;189.27;4114.29;449.02;5850.9;254.0;493.28
272;C Industrie;2011;7218.09;80.8;1113.66;64.68;579.8;212.58;4616.99;549.57;6814.46;403.62;367.26
273;C Industrie;2012;7377.71;96.29;960.84;87.89;324.56;207.24;5133.27;567.63;6876.81;500.89;331.77
274;C Industrie;2013;6924.42;104.08;1054.62;68.39;308.79;232.17;4699.55;456.82;6614.91;309.5;349.32
275;C Industrie;2014;7207.48;98.4;1127.35;71.07;255.99;210.76;4834.52;609.39;6932.48;275.0;367.97
276;C Industrie;2015;8114.25;115.05;1274.95;62.76;338.15;214.26;5519.29;589.79;7764.6;349.65;273.49
277;C Industrie;2016;8059.77;100.61;1247.71;130.26;376.02;260.86;5459.48;484.82;7710.35;349.42;311.75
278;C Industrie;2017;8802.04;180.27;1347.89;81.43;379.08;316.94;5961.99;534.44;8330.38;471.66;347.83
279;C Industrie;2018;10557.11;190.51;1910.02;102.87;369.85;273.2;7066.16;644.49;9924.88;632.22;387.01
280;C Industrie;2019;11614.51;178.83;2231.64;70.75;794.68;341.22;7034.65;962.75;11052.66;561.85;517.61
281;C Industrie;2020;9738.04;150.42;1819.69;79.21;557.33;282.69;6109.01;739.69;9178.53;559.51;884.82
282;C Industrie;2021;9734.03;215.38;2108.42;65.48;404.57;326.72;5823.16;790.3;9129.84;604.19;577.62
283;C Industrie;2022;11053.26;209.76;2219.06;113.64;528.11;337.5;6723.75;921.44;10466.48;586.78;602.78
284;C Industrie;2023;11744.88;;;;;;;;;;
285;10-12 Voedings-, genotmiddelenindustrie;2009;1475.32;9.16;209.34;6.29;59.45;30.26;1062.84;97.99;1399.64;75.68;145.23
286;10-12 Voedings-, genotmiddelenindustrie;2010;1341.35;12.73;238.39;9.29;51.9;34.74;891.46;102.85;1287.11;54.24;98.51
287;10-12 Voedings-, genotmiddelenindustrie;2011;1343.45;25.37;244.42;5.89;44.04;33.07;897.14;93.53;1225.8;117.65;76.25
288;10-12 Voedings-, genotmiddelenindustrie;2012;1602.62;21.84;278.61;7.24;41.8;33.63;1111.07;108.43;1453.41;149.21;44.91
289;10-12 Voedings-, genotmiddelenindustrie;2013;1763.84;21.22;294.68;10.94;50.27;49.44;1187.13;150.16;1711.65;52.19;93.96
290;10-12 Voedings-, genotmiddelenindustrie;2014;1989.19;27.63;398.8;11.23;47.5;30.96;1338.91;134.16;1935.26;53.94;45.11
291;10-12 Voedings-, genotmiddelenindustrie;2015;1918.95;12.58;328.48;16.07;58.59;39.33;1332.15;131.76;1861.76;57.19;30.62
292;10-12 Voedings-, genotmiddelenindustrie;2016;2055.32;29.89;414.03;17.9;41.91;47.27;1369.19;135.13;1972.17;83.15;57.39
293;10-12 Voedings-, genotmiddelenindustrie;2017;1992.19;37.19;442.26;12.11;55.4;56.36;1237.79;151.08;1892.29;99.9;35.69
294;10-12 Voedings-, genotmiddelenindustrie;2018;2345.06;58.3;548.9;4.24;52.37;54.29;1504.12;122.86;2232.15;112.92;76.21
295;10-12 Voedings-, genotmiddelenindustrie;2019;2397.82;17.35;508.5;9.3;64.19;52.23;1522.16;224.08;2333.72;64.1;93.22
296;10-12 Voedings-, genotmiddelenindustrie;2020;2185.48;29.59;503.75;7.06;45.32;35.62;1425.59;138.54;2090.07;95.41;98.63
297;10-12 Voedings-, genotmiddelenindustrie;2021;2031.75;29.04;443.61;5.12;43.37;46.96;1325.11;138.55;1943.4;88.35;98.61
298;10-12 Voedings-, genotmiddelenindustrie;2022;2311.09;24.95;508.51;5.03;48.61;50.62;1481.3;192.07;2227.83;83.26;66.75
299;10-12 Voedings-, genotmiddelenindustrie;2023;2438.31;;;;;;;;;;
300;10 Voedingsmiddelenindustrie;2009;1210.21;7.22;157.4;5.14;56.03;24.92;904.62;54.86;1142.53;67.68;98.67
301;10 Voedingsmiddelenindustrie;2010;1158.7;12.73;218.81;8.86;49.82;30.85;780.14;57.48;1104.69;54.01;64.7
302;10 Voedingsmiddelenindustrie;2011;1174.98;24.67;217.77;3.98;41.64;26.86;804.4;55.66;1076.97;98.01;64.49
303;10 Voedingsmiddelenindustrie;2012;1420.99;20.19;251.43;5.57;40.07;32.19;995.96;75.57;1274.32;146.67;40.31
304;10 Voedingsmiddelenindustrie;2013;1522.54;10.92;258.79;7.63;48.18;38.51;1056.96;101.56;1487.33;35.22;85.64
305;10 Voedingsmiddelenindustrie;2014;1764.94;27.13;384.33;5.06;46.6;28.35;1184.28;89.19;1712.56;52.39;38.69
306;10 Voedingsmiddelenindustrie;2015;1701.18;12.41;305.27;7.66;56.68;36.17;1200.29;82.69;1650.98;50.2;17.21
307;10 Voedingsmiddelenindustrie;2016;1772.76;29.78;360.88;5.37;39.61;42.17;1221.65;73.31;1698.33;74.43;51.1
308;10 Voedingsmiddelenindustrie;2017;1774.52;37.03;425.96;5.57;53.88;53.14;1103.15;95.78;1675.14;99.38;34.73
309;10 Voedingsmiddelenindustrie;2018;2029.29;54.2;504.82;4.2;49.43;51.34;1293.86;71.44;1921.61;107.68;61.52
310;10 Voedingsmiddelenindustrie;2019;2048.64;17.35;468.78;9.13;62.52;48.23;1345.12;97.51;1985.69;62.95;80.83
311;10 Voedingsmiddelenindustrie;2020;1929.24;27.88;431.81;6.8;44.16;32.75;1305.74;80.1;1836.32;92.92;46.87
312;10 Voedingsmiddelenindustrie;2021;1824.03;29.04;405.77;4.47;41.88;44.62;1221.5;76.76;1736.7;87.33;80.98
313;10 Voedingsmiddelenindustrie;2022;;;;;;;;;;;
314;10 Voedingsmiddelenindustrie;2023;2222.02;;;;;;;;;;
315;101 Slachterijen en vleeswarenindustrie;2009;;;;;;;;;;;
316;101 Slachterijen en vleeswarenindustrie;2010;;;;;;;;;;;
317;101 Slachterijen en vleeswarenindustrie;2011;;;;;;;;;;;
318;101 Slachterijen en vleeswarenindustrie;2012;;;;;;;;;;;
319;101 Slachterijen en vleeswarenindustrie;2013;;;;;;;;;;;
320;101 Slachterijen en vleeswarenindustrie;2014;;;;;;;;;;;
321;101 Slachterijen en vleeswarenindustrie;2015;;;;;;;;;;;
322;101 Slachterijen en vleeswarenindustrie;2016;;;;;;;;;;;
323;101 Slachterijen en vleeswarenindustrie;2017;;;;;;;;;;;
324;101 Slachterijen en vleeswarenindustrie;2018;;;;;;;;;;;
325;101 Slachterijen en vleeswarenindustrie;2019;;;;;;;;;;;
326;101 Slachterijen en vleeswarenindustrie;2020;;;;;;;;;;;
327;101 Slachterijen en vleeswarenindustrie;2021;;;;;;;;;;;
328;101 Slachterijen en vleeswarenindustrie;2022;;;;;;;;;;;
329;101 Slachterijen en vleeswarenindustrie;2023;;;;;;;;;;;
330;102 Visverwerkende industrie;2009;;;;;;;;;;;
331;102 Visverwerkende industrie;2010;;;;;;;;;;;
332;102 Visverwerkende industrie;2011;;;;;;;;;;;
333;102 Visverwerkende industrie;2012;;;;;;;;;;;
334;102 Visverwerkende industrie;2013;;;;;;;;;;;
335;102 Visverwerkende industrie;2014;;;;;;;;;;;
336;102 Visverwerkende industrie;2015;;;;;;;;;;;
337;102 Visverwerkende industrie;2016;;;;;;;;;;;
338;102 Visverwerkende industrie;2017;;;;;;;;;;;
339;102 Visverwerkende industrie;2018;;;;;;;;;;;
340;102 Visverwerkende industrie;2019;;;;;;;;;;;
341;102 Visverwerkende industrie;2020;;;;;;;;;;;
342;102 Visverwerkende industrie;2021;;;;;;;;;;;
343;102 Visverwerkende industrie;2022;;;;;;;;;;;
344;102 Visverwerkende industrie;2023;;;;;;;;;;;
345;103 Groente-, fruitverwerkende industrie;2009;;;;;;;;;;;
346;103 Groente-, fruitverwerkende industrie;2010;;;;;;;;;;;
347;103 Groente-, fruitverwerkende industrie;2011;;;;;;;;;;;
348;103 Groente-, fruitverwerkende industrie;2012;;;;;;;;;;;
349;103 Groente-, fruitverwerkende industrie;2013;;;;;;;;;;;
350;103 Groente-, fruitverwerkende industrie;2014;;;;;;;;;;;
351;103 Groente-, fruitverwerkende industrie;2015;;;;;;;;;;;
352;103 Groente-, fruitverwerkende industrie;2016;;;;;;;;;;;
353;103 Groente-, fruitverwerkende industrie;2017;;;;;;;;;;;
354;103 Groente-, fruitverwerkende industrie;2018;;;;;;;;;;;
355;103 Groente-, fruitverwerkende industrie;2019;;;;;;;;;;;
356;103 Groente-, fruitverwerkende industrie;2020;;;;;;;;;;;
357;103 Groente-, fruitverwerkende industrie;2021;;;;;;;;;;;
358;103 Groente-, fruitverwerkende industrie;2022;;;;;;;;;;;
359;103 Groente-, fruitverwerkende industrie;2023;;;;;;;;;;;
360;104 Spijsoliën- en -vettenindustrie e.d.;2009;;;;;;;;;;;
361;104 Spijsoliën- en -vettenindustrie e.d.;2010;;;;;;;;;;;
362;104 Spijsoliën- en -vettenindustrie e.d.;2011;;;;;;;;;;;
363;104 Spijsoliën- en -vettenindustrie e.d.;2012;;;;;;;;;;;
364;104 Spijsoliën- en -vettenindustrie e.d.;2013;;;;;;;;;;;
365;104 Spijsoliën- en -vettenindustrie e.d.;2014;;;;;;;;;;;
366;104 Spijsoliën- en -vettenindustrie e.d.;2015;;;;;;;;;;;
367;104 Spijsoliën- en -vettenindustrie e.d.;2016;;;;;;;;;;;
368;104 Spijsoliën- en -vettenindustrie e.d.;2017;;;;;;;;;;;
369;104 Spijsoliën- en -vettenindustrie e.d.;2018;;;;;;;;;;;
370;104 Spijsoliën- en -vettenindustrie e.d.;2019;;;;;;;;;;;
371;104 Spijsoliën- en -vettenindustrie e.d.;2020;;;;;;;;;;;
372;104 Spijsoliën- en -vettenindustrie e.d.;2021;;;;;;;;;;;
373;104 Spijsoliën- en -vettenindustrie e.d.;2022;;;;;;;;;;;
374;104 Spijsoliën- en -vettenindustrie e.d.;2023;;;;;;;;;;;
375;105 Zuivelindustrie;2009;;;;;;;;;;;
376;105 Zuivelindustrie;2010;;;;;;;;;;;
377;105 Zuivelindustrie;2011;;;;;;;;;;;
378;105 Zuivelindustrie;2012;;;;;;;;;;;
379;105 Zuivelindustrie;2013;;;;;;;;;;;
380;105 Zuivelindustrie;2014;;;;;;;;;;;
381;105 Zuivelindustrie;2015;;;;;;;;;;;
382;105 Zuivelindustrie;2016;;;;;;;;;;;
383;105 Zuivelindustrie;2017;;;;;;;;;;;
384;105 Zuivelindustrie;2018;;;;;;;;;;;
385;105 Zuivelindustrie;2019;;;;;;;;;;;
386;105 Zuivelindustrie;2020;;;;;;;;;;;
387;105 Zuivelindustrie;2021;;;;;;;;;;;
388;105 Zuivelindustrie;2022;;;;;;;;;;;
389;105 Zuivelindustrie;2023;;;;;;;;;;;
390;106 Meelindustrie;2009;;;;;;;;;;;
391;106 Meelindustrie;2010;;;;;;;;;;;
392;106 Meelindustrie;2011;;;;;;;;;;;
393;106 Meelindustrie;2012;;;;;;;;;;;
394;106 Meelindustrie;2013;;;;;;;;;;;
395;106 Meelindustrie;2014;;;;;;;;;;;
396;106 Meelindustrie;2015;;;;;;;;;;;
397;106 Meelindustrie;2016;;;;;;;;;;;
398;106 Meelindustrie;2017;;;;;;;;;;;
399;106 Meelindustrie;2018;;;;;;;;;;;
400;106 Meelindustrie;2019;;;;;;;;;;;
401;106 Meelindustrie;2020;;;;;;;;;;;
402;106 Meelindustrie;2021;;;;;;;;;;;
403;106 Meelindustrie;2022;;;;;;;;;;;
404;106 Meelindustrie;2023;;;;;;;;;;;
405;107 Brood- en deegwarenindustrie;2009;;;;;;;;;;;
406;107 Brood- en deegwarenindustrie;2010;;;;;;;;;;;
407;107 Brood- en deegwarenindustrie;2011;;;;;;;;;;;
408;107 Brood- en deegwarenindustrie;2012;;;;;;;;;;;
409;107 Brood- en deegwarenindustrie;2013;;;;;;;;;;;
410;107 Brood- en deegwarenindustrie;2014;;;;;;;;;;;
411;107 Brood- en deegwarenindustrie;2015;;;;;;;;;;;
412;107 Brood- en deegwarenindustrie;2016;;;;;;;;;;;
413;107 Brood- en deegwarenindustrie;2017;;;;;;;;;;;
414;107 Brood- en deegwarenindustrie;2018;;;;;;;;;;;
415;107 Brood- en deegwarenindustrie;2019;;;;;;;;;;;
416;107 Brood- en deegwarenindustrie;2020;;;;;;;;;;;
417;107 Brood- en deegwarenindustrie;2021;;;;;;;;;;;
418;107 Brood- en deegwarenindustrie;2022;;;;;;;;;;;
419;107 Brood- en deegwarenindustrie;2023;;;;;;;;;;;
420;108 Overige voedingsmiddelenindustrie;2009;;;;;;;;;;;
421;108 Overige voedingsmiddelenindustrie;2010;;;;;;;;;;;
422;108 Overige voedingsmiddelenindustrie;2011;;;;;;;;;;;
423;108 Overige voedingsmiddelenindustrie;2012;;;;;;;;;;;
424;108 Overige voedingsmiddelenindustrie;2013;;;;;;;;;;;
425;108 Overige voedingsmiddelenindustrie;2014;;;;;;;;;;;
426;108 Overige voedingsmiddelenindustrie;2015;;;;;;;;;;;
427;108 Overige voedingsmiddelenindustrie;2016;;;;;;;;;;;
428;108 Overige voedingsmiddelenindustrie;2017;;;;;;;;;;;
429;108 Overige voedingsmiddelenindustrie;2018;;;;;;;;;;;
430;108 Overige voedingsmiddelenindustrie;2019;;;;;;;;;;;
431;108 Overige voedingsmiddelenindustrie;2020;;;;;;;;;;;
432;108 Overige voedingsmiddelenindustrie;2021;;;;;;;;;;;
433;108 Overige voedingsmiddelenindustrie;2022;;;;;;;;;;;
434;108 Overige voedingsmiddelenindustrie;2023;;;;;;;;;;;
435;109 Diervoederindustrie;2009;;;;;;;;;;;
436;109 Diervoederindustrie;2010;;;;;;;;;;;
437;109 Diervoederindustrie;2011;;;;;;;;;;;
438;109 Diervoederindustrie;2012;;;;;;;;;;;
439;109 Diervoederindustrie;2013;;;;;;;;;;;
440;109 Diervoederindustrie;2014;;;;;;;;;;;
441;109 Diervoederindustrie;2015;;;;;;;;;;;
442;109 Diervoederindustrie;2016;;;;;;;;;;;
443;109 Diervoederindustrie;2017;;;;;;;;;;;
444;109 Diervoederindustrie;2018;;;;;;;;;;;
445;109 Diervoederindustrie;2019;;;;;;;;;;;
446;109 Diervoederindustrie;2020;;;;;;;;;;;
447;109 Diervoederindustrie;2021;;;;;;;;;;;
448;109 Diervoederindustrie;2022;;;;;;;;;;;
449;109 Diervoederindustrie;2023;;;;;;;;;;;
450;11 Drankenindustrie;2009;221.58;1.94;50.61;1.15;3.18;3.4;123.29;38.01;214.94;6.64;46.07
451;11 Drankenindustrie;2010;113.03;0.0;9.07;0.19;1.95;0.83;57.01;43.98;112.8;0.23;11.18
452;11 Drankenindustrie;2011;98.3;0.0;11.27;1.91;2.15;1.18;44.33;37.46;88.37;9.93;4.35
453;11 Drankenindustrie;2012;130.81;1.65;20.15;1.68;1.27;0.66;73.07;32.35;128.28;2.54;3.82
454;11 Drankenindustrie;2013;174.72;9.87;32.45;3.32;1.78;8.53;70.57;48.2;158.17;16.55;6.02
455;11 Drankenindustrie;2014;;;;;;;;;;;
456;11 Drankenindustrie;2015;206.43;0.17;22.95;8.4;1.9;1.82;122.61;48.6;199.45;6.98;10.16
457;11 Drankenindustrie;2016;241.86;0.11;52.67;12.3;2.3;3.15;110.99;60.33;233.76;8.1;5.7
458;11 Drankenindustrie;2017;200.12;0.16;16.19;6.52;1.45;2.86;118.04;54.91;199.61;0.52;0.88
459;11 Drankenindustrie;2018;292.89;3.76;42.52;0.04;2.91;2.41;189.96;51.29;287.99;4.9;9.5
460;11 Drankenindustrie;2019;;;;;;;;;;;
461;11 Drankenindustrie;2020;;;;;;;;;;;
462;11 Drankenindustrie;2021;;;;;;;;;;;
463;11 Drankenindustrie;2022;;;;;;;;;;;
464;11 Drankenindustrie;2023;205.17;;;;;;;;;;
465;110 Drankenindustrie;2009;;;;;;;;;;;
466;110 Drankenindustrie;2010;;;;;;;;;;;
467;110 Drankenindustrie;2011;;;;;;;;;;;
468;110 Drankenindustrie;2012;;;;;;;;;;;
469;110 Drankenindustrie;2013;;;;;;;;;;;
470;110 Drankenindustrie;2014;;;;;;;;;;;
471;110 Drankenindustrie;2015;;;;;;;;;;;
472;110 Drankenindustrie;2016;;;;;;;;;;;
473;110 Drankenindustrie;2017;;;;;;;;;;;
474;110 Drankenindustrie;2018;;;;;;;;;;;
475;110 Drankenindustrie;2019;;;;;;;;;;;
476;110 Drankenindustrie;2020;;;;;;;;;;;
477;110 Drankenindustrie;2021;;;;;;;;;;;
478;110 Drankenindustrie;2022;;;;;;;;;;;
479;110 Drankenindustrie;2023;;;;;;;;;;;
480;12 Tabaksindustrie;2009;43.54;0.0;1.33;0.0;0.24;1.93;34.93;5.12;42.17;1.37;0.49
481;12 Tabaksindustrie;2010;69.62;0.0;10.51;0.24;0.13;3.05;54.3;1.4;69.62;0.0;22.64
482;12 Tabaksindustrie;2011;70.17;0.7;15.38;0.0;0.25;5.03;48.41;0.41;60.46;9.71;7.4
483;12 Tabaksindustrie;2012;50.82;0.0;7.03;0.0;0.46;0.78;42.04;0.5;50.82;0.0;0.78
484;12 Tabaksindustrie;2013;66.58;0.42;3.44;0.0;0.32;2.4;59.6;0.4;66.16;0.42;2.3
485;12 Tabaksindustrie;2014;;;;;;;;;;;
486;12 Tabaksindustrie;2015;11.34;0.0;0.27;0.01;0.01;1.33;9.25;0.47;11.33;0.01;3.24
487;12 Tabaksindustrie;2016;40.7;0.0;0.48;0.23;0.0;1.95;36.55;1.49;40.08;0.62;0.6
488;12 Tabaksindustrie;2017;17.55;0.0;0.12;0.02;0.07;0.35;16.59;0.39;17.55;0.0;0.08
489;12 Tabaksindustrie;2018;22.88;0.33;1.56;0.0;0.03;0.54;20.29;0.13;22.55;0.33;5.19
490;12 Tabaksindustrie;2019;;;;;;;;;;;
491;12 Tabaksindustrie;2020;;;;;;;;;;;
492;12 Tabaksindustrie;2021;;;;;;;;;;;
493;12 Tabaksindustrie;2022;;;;;;;;;;;
494;12 Tabaksindustrie;2023;11.12;;;;;;;;;;
495;120 Tabaksindustrie;2009;;;;;;;;;;;
496;120 Tabaksindustrie;2010;;;;;;;;;;;
497;120 Tabaksindustrie;2011;;;;;;;;;;;
498;120 Tabaksindustrie;2012;;;;;;;;;;;
499;120 Tabaksindustrie;2013;;;;;;;;;;;
500;120 Tabaksindustrie;2014;;;;;;;;;;;
501;120 Tabaksindustrie;2015;;;;;;;;;;;
502;120 Tabaksindustrie;2016;;;;;;;;;;;
503;120 Tabaksindustrie;2017;;;;;;;;;;;
504;120 Tabaksindustrie;2018;;;;;;;;;;;
505;120 Tabaksindustrie;2019;;;;;;;;;;;
506;120 Tabaksindustrie;2020;;;;;;;;;;;
507;120 Tabaksindustrie;2021;;;;;;;;;;;
508;120 Tabaksindustrie;2022;;;;;;;;;;;
509;120 Tabaksindustrie;2023;;;;;;;;;;;
510;13 Textielindustrie;2009;37.68;0.0;4.61;0.2;4.39;2.13;24.23;2.12;32.4;5.28;3.94
511;13 Textielindustrie;2010;45.0;1.56;8.23;0.01;1.68;2.95;26.76;3.82;39.84;5.17;15.67
512;13 Textielindustrie;2011;55.32;1.62;10.54;0.0;5.25;5.57;27.04;5.3;41.01;14.31;10.67
513;13 Textielindustrie;2012;54.75;0.0;7.49;0.01;2.92;3.06;37.44;3.83;53.55;1.21;7.39
514;13 Textielindustrie;2013;57.17;4.93;6.85;0.18;4.41;3.88;31.93;5.0;48.88;8.29;3.65
515;13 Textielindustrie;2014;76.08;2.06;17.78;0.03;2.28;2.89;47.66;3.37;58.14;17.94;2.82
516;13 Textielindustrie;2015;67.97;3.99;16.1;0.31;4.72;2.82;36.73;3.3;61.72;6.25;10.12
517;13 Textielindustrie;2016;52.74;1.32;8.05;0.13;2.79;1.87;33.09;5.49;49.06;3.68;2.85
518;13 Textielindustrie;2017;64.65;2.99;12.94;0.04;7.31;3.16;33.49;4.71;58.71;5.95;0.81
519;13 Textielindustrie;2018;84.19;7.4;18.48;0.59;4.18;3.19;43.44;6.91;69.93;14.26;1.63
520;13 Textielindustrie;2019;105.53;6.82;23.82;0.01;4.04;2.71;46.33;21.8;96.14;9.39;3.49
521;13 Textielindustrie;2020;73.26;4.61;15.52;0.08;5.07;3.3;40.22;4.45;65.49;7.77;2.3
522;13 Textielindustrie;2021;78.08;6.33;15.76;0.12;7.08;4.14;40.3;4.37;62.84;15.25;1.51
523;13 Textielindustrie;2022;114.04;6.79;22.72;0.05;5.12;4.39;67.28;7.7;101.98;12.06;13.34
524;13 Textielindustrie;2023;84.2;;;;;;;;;;
525;13-15 Textiel-, kleding-, lederindustrie;2009;58.91;0.6;10.68;0.2;6.87;2.83;30.78;6.95;51.49;7.42;8.12
526;13-15 Textiel-, kleding-, lederindustrie;2010;60.71;2.69;13.64;0.02;3.92;4.66;29.85;5.94;53.72;7.0;16.82
527;13-15 Textiel-, kleding-, lederindustrie;2011;67.02;1.62;12.48;0.02;7.79;6.89;31.15;7.08;51.5;15.52;12.15
528;13-15 Textiel-, kleding-, lederindustrie;2012;67.71;0.0;8.9;0.12;6.14;4.2;41.57;6.79;65.57;2.14;8.07
529;13-15 Textiel-, kleding-, lederindustrie;2013;82.95;6.49;13.83;0.19;7.39;5.85;41.11;8.1;69.34;13.61;4.93
530;13-15 Textiel-, kleding-, lederindustrie;2014;97.04;2.11;20.11;0.03;4.73;6.03;56.82;7.21;78.26;18.78;5.18
531;13-15 Textiel-, kleding-, lederindustrie;2015;86.8;3.99;19.74;0.39;7.28;4.54;45.18;5.68;80.03;6.78;10.61
532;13-15 Textiel-, kleding-, lederindustrie;2016;69.07;1.32;12.02;0.13;4.33;3.1;41.1;7.08;64.17;4.9;7.96
533;13-15 Textiel-, kleding-, lederindustrie;2017;85.46;3.12;18.65;0.09;12.05;4.83;39.24;7.49;78.5;6.96;2.6
534;13-15 Textiel-, kleding-, lederindustrie;2018;108.38;7.4;24.99;1.0;8.16;4.88;52.04;9.91;90.89;17.49;3.12
535;13-15 Textiel-, kleding-, lederindustrie;2019;132.65;7.82;35.12;0.09;6.78;5.26;52.97;24.61;121.6;11.06;4.53
536;13-15 Textiel-, kleding-, lederindustrie;2020;88.44;4.62;18.6;0.08;7.15;4.65;47.17;6.16;79.25;9.19;17.12
537;13-15 Textiel-, kleding-, lederindustrie;2021;95.64;6.39;19.83;0.12;8.72;5.77;48.29;6.51;78.54;17.1;2.54
538;13-15 Textiel-, kleding-, lederindustrie;2022;143.87;7.65;30.87;0.32;7.39;5.98;77.06;14.59;127.45;16.42;14.35
539;13-15 Textiel-, kleding-, lederindustrie;2023;112.15;;;;;;;;;;
540;131 Spinnerijen;2009;;;;;;;;;;;
541;131 Spinnerijen;2010;;;;;;;;;;;
542;131 Spinnerijen;2011;;;;;;;;;;;
543;131 Spinnerijen;2012;;;;;;;;;;;
544;131 Spinnerijen;2013;;;;;;;;;;;
545;131 Spinnerijen;2014;;;;;;;;;;;
546;131 Spinnerijen;2015;;;;;;;;;;;
547;131 Spinnerijen;2016;;;;;;;;;;;
548;131 Spinnerijen;2017;;;;;;;;;;;
549;131 Spinnerijen;2018;;;;;;;;;;;
550;131 Spinnerijen;2019;;;;;;;;;;;
551;131 Spinnerijen;2020;;;;;;;;;;;
552;131 Spinnerijen;2021;;;;;;;;;;;
553;131 Spinnerijen;2022;;;;;;;;;;;
554;131 Spinnerijen;2023;;;;;;;;;;;
555;132 Weverijen;2009;;;;;;;;;;;
556;132 Weverijen;2010;;;;;;;;;;;
557;132 Weverijen;2011;;;;;;;;;;;
558;132 Weverijen;2012;;;;;;;;;;;
559;132 Weverijen;2013;;;;;;;;;;;
560;132 Weverijen;2014;;;;;;;;;;;
561;132 Weverijen;2015;;;;;;;;;;;
562;132 Weverijen;2016;;;;;;;;;;;
563;132 Weverijen;2017;;;;;;;;;;;
564;132 Weverijen;2018;;;;;;;;;;;
565;132 Weverijen;2019;;;;;;;;;;;
566;132 Weverijen;2020;;;;;;;;;;;
567;132 Weverijen;2021;;;;;;;;;;;
568;132 Weverijen;2022;;;;;;;;;;;
569;132 Weverijen;2023;;;;;;;;;;;
570;133 Textielveredelingsindustrie;2009;;;;;;;;;;;
571;133 Textielveredelingsindustrie;2010;;;;;;;;;;;
572;133 Textielveredelingsindustrie;2011;;;;;;;;;;;
573;133 Textielveredelingsindustrie;2012;;;;;;;;;;;
574;133 Textielveredelingsindustrie;2013;;;;;;;;;;;
575;133 Textielveredelingsindustrie;2014;;;;;;;;;;;
576;133 Textielveredelingsindustrie;2015;;;;;;;;;;;
577;133 Textielveredelingsindustrie;2016;;;;;;;;;;;
578;133 Textielveredelingsindustrie;2017;;;;;;;;;;;
579;133 Textielveredelingsindustrie;2018;;;;;;;;;;;
580;133 Textielveredelingsindustrie;2019;;;;;;;;;;;
581;133 Textielveredelingsindustrie;2020;;;;;;;;;;;
582;133 Textielveredelingsindustrie;2021;;;;;;;;;;;
583;133 Textielveredelingsindustrie;2022;;;;;;;;;;;
584;133 Textielveredelingsindustrie;2023;;;;;;;;;;;
585;139 Overige textielproductenindustrie;2009;;;;;;;;;;;
586;139 Overige textielproductenindustrie;2010;;;;;;;;;;;
587;139 Overige textielproductenindustrie;2011;;;;;;;;;;;
588;139 Overige textielproductenindustrie;2012;;;;;;;;;;;
589;139 Overige textielproductenindustrie;2013;;;;;;;;;;;
590;139 Overige textielproductenindustrie;2014;;;;;;;;;;;
591;139 Overige textielproductenindustrie;2015;;;;;;;;;;;
592;139 Overige textielproductenindustrie;2016;;;;;;;;;;;
593;139 Overige textielproductenindustrie;2017;;;;;;;;;;;
594;139 Overige textielproductenindustrie;2018;;;;;;;;;;;
595;139 Overige textielproductenindustrie;2019;;;;;;;;;;;
596;139 Overige textielproductenindustrie;2020;;;;;;;;;;;
597;139 Overige textielproductenindustrie;2021;;;;;;;;;;;
598;139 Overige textielproductenindustrie;2022;;;;;;;;;;;
599;139 Overige textielproductenindustrie;2023;;;;;;;;;;;
600;14 Kledingindustrie;2009;5.46;0.6;1.59;0.0;0.92;0.51;1.23;0.61;3.45;2.01;3.9
601;14 Kledingindustrie;2010;5.89;0.0;1.08;0.01;1.45;1.36;0.94;1.06;5.32;0.57;0.46
