ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
854;Benzineauto klasse A;2014 1e kwartaal;96.4;2.1;2.9;;100.7;1.7;0.4;
855;Benzineauto klasse A;2014 2e kwartaal;96.2;-0.1;2.8;;101.1;0.5;2.0;
856;Benzineauto klasse A;2014 3e kwartaal;96.0;-0.3;2.4;;100.6;-0.5;0.4;
857;Benzineauto klasse A;2014 4e kwartaal;97.0;1.1;2.8;;99.1;-1.6;0.0;
858;Benzineauto klasse A;2014;96.4;;2.7;;100.4;;0.7;
859;Benzineauto klasse A;2015 1e kwartaal;100.8;3.9;4.6;3.9;99.7;0.7;-1.0;4.3
860;Benzineauto klasse A;2015 2e kwartaal;99.2;-1.5;3.1;3.9;100.8;1.1;-0.4;4.3
861;Benzineauto klasse A;2015 3e kwartaal;99.7;0.5;3.9;3.9;100.3;-0.5;-0.4;4.3
862;Benzineauto klasse A;2015 4e kwartaal;100.3;0.5;3.3;3.9;99.2;-1.0;0.2;4.3
863;Benzineauto klasse A;2015;100.0;;3.7;3.9;100.0;;-0.4;4.3
864;Benzineauto klasse A;2016 1e kwartaal;101.3;1.0;0.5;3.9;98.0;-1.2;-1.7;4.3
865;Benzineauto klasse A;2016 2e kwartaal;101.3;0.1;2.1;3.9;99.4;1.4;-1.4;4.3
866;Benzineauto klasse A;2016 3e kwartaal;100.5;-0.8;0.8;3.9;98.6;-0.8;-1.7;4.3
867;Benzineauto klasse A;2016 4e kwartaal;101.0;0.5;0.8;3.9;99.9;1.3;0.6;4.3
868;Benzineauto klasse A;2016;101.0;;1.0;3.9;99.0;;-1.0;4.3
869;Benzineauto klasse A;2017 1e kwartaal;101.1;0.1;-0.1;3.9;100.7;0.9;2.7;4.3
870;Benzineauto klasse A;2017 2e kwartaal;100.5;-0.7;-0.9;3.9;100.0;-0.7;0.6;4.3
871;Benzineauto klasse A;2017 3e kwartaal;101.5;1.0;1.0;3.9;100.1;0.1;1.5;4.3
872;Benzineauto klasse A;2017 4e kwartaal;101.9;0.4;0.9;3.9;101.5;1.4;1.6;4.3
873;Benzineauto klasse A;2017;101.2;;0.2;3.9;100.6;;1.6;4.3
874;Benzineauto klasse A;2018 1e kwartaal;101.6;-0.3;0.5;3.9;101.5;0.0;0.8;4.3
875;Benzineauto klasse A;2018 2e kwartaal;102.0;0.4;1.5;3.9;105.3;3.8;5.3;4.3
876;Benzineauto klasse A;2018 3e kwartaal;102.9;0.9;1.4;3.9;106.1;0.8;6.1;4.3
877;Benzineauto klasse A;2018 4e kwartaal;103.8;0.9;1.9;3.9;105.9;-0.2;4.4;4.3
878;Benzineauto klasse A;2018;102.6;;1.3;3.9;104.7;;4.1;4.3
879;Benzineauto klasse A;2019 1e kwartaal;109.5;5.5;7.8;3.9;110.6;4.4;9.0;4.3
880;Benzineauto klasse A;2019 2e kwartaal;110.0;0.4;7.8;3.9;113.6;2.7;7.9;4.3
881;Benzineauto klasse A;2019 3e kwartaal;109.1;-0.8;6.0;3.9;112.1;-1.3;5.6;4.3
882;Benzineauto klasse A;2019 4e kwartaal;110.2;1.0;6.1;3.9;113.2;1.0;6.8;4.3
883;Benzineauto klasse A;2019;109.7;;6.9;3.9;112.4;;7.3;4.3
884;Benzineauto klasse A;2020 1e kwartaal;112.5;2.1;2.7;3.9;113.8;0.5;2.8;4.3
885;Benzineauto klasse A;2020 2e kwartaal;115.8;3.0;5.3;3.9;113.3;-0.4;-0.3;4.3
886;Benzineauto klasse A;2020 3e kwartaal;115.2;-0.5;5.7;3.9;117.8;3.9;5.0;4.3
887;Benzineauto klasse A;2020 4e kwartaal;116.4;1.0;5.6;3.9;116.8;-0.8;3.2;4.3
888;Benzineauto klasse A;2020;115.0;;4.8;3.9;115.4;;2.7;4.3
889;Benzineauto klasse A;2021 1e kwartaal;117.7;1.1;4.6;3.9;119.2;2.1;4.8;4.3
890;Benzineauto klasse A;2021 2e kwartaal;118.5;0.7;2.3;3.9;122.4;2.6;8.0;4.3
891;Benzineauto klasse A;2021 3e kwartaal;117.8;-0.6;2.2;3.9;123.2;0.7;4.6;4.3
892;Benzineauto klasse A;2021 4e kwartaal;118.2;0.4;1.6;3.9;127.7;3.7;9.4;4.3
893;Benzineauto klasse A;2021;118.0;;2.7;3.9;123.1;;6.7;4.3
894;Benzineauto klasse A;2022 1e kwartaal;120.6;2.0;2.5;3.9;129.8;1.6;8.9;4.3
895;Benzineauto klasse A;2022 2e kwartaal;125.0;3.7;5.6;3.9;136.7;5.3;11.7;4.3
896;Benzineauto klasse A;2022 3e kwartaal;126.2;0.9;7.1;3.9;137.2;0.4;11.4;4.3
897;Benzineauto klasse A;2022 4e kwartaal;133.0;5.4;12.5;3.9;139.4;1.6;9.2;4.3
898;Benzineauto klasse A;2022;126.2;;6.9;3.9;135.8;;10.3;4.3
899;Benzineauto klasse A;2023 1e kwartaal;138.5;4.1;14.8;3.9;140.2;0.6;8.0;4.3
900;Benzineauto klasse A;2023 2e kwartaal;142.7;3.0;14.1;3.9;142.1;1.4;4.0;4.3
901;Benzineauto klasse A;2023 3e kwartaal;143.6;0.6;13.8;3.9;147.6;3.9;7.6;4.3
902;Benzineauto klasse A;2023 4e kwartaal;146.6;2.1;10.2;3.9;149.8;1.5;7.4;4.3
903;Benzineauto klasse A;2023;142.8;;13.2;3.9;144.9;;6.7;4.3
904;Benzineauto klasse B;2001 3e kwartaal;;;;;;;;
905;Benzineauto klasse B;2001 4e kwartaal;;;;;;;;
906;Benzineauto klasse B;2001;;;;;;;;
907;Benzineauto klasse B;2002 1e kwartaal;;;;;;;;
908;Benzineauto klasse B;2002 2e kwartaal;;;;;;;;
909;Benzineauto klasse B;2002 3e kwartaal;;;;;;;;
910;Benzineauto klasse B;2002 4e kwartaal;;;;;;;;
911;Benzineauto klasse B;2002;;;;;;;;
912;Benzineauto klasse B;2003 1e kwartaal;;;;;;;;
913;Benzineauto klasse B;2003 2e kwartaal;;;;;;;;
914;Benzineauto klasse B;2003 3e kwartaal;;;;;;;;
915;Benzineauto klasse B;2003 4e kwartaal;;;;;;;;
916;Benzineauto klasse B;2003 ;;;;;;;;
917;Benzineauto klasse B;2004 1e kwartaal;;;;;;;;
918;Benzineauto klasse B;2004 2e kwartaal;;;;;;;;
919;Benzineauto klasse B;2004 3e kwartaal;;;;;;;;
920;Benzineauto klasse B;2004 4e kwartaal;;;;;;;;
921;Benzineauto klasse B;2004;;;;;;;;
922;Benzineauto klasse B;2005 1e kwartaal;;;;;;;;
923;Benzineauto klasse B;2005 2e kwartaal;;;;;;;;
924;Benzineauto klasse B;2005 3e kwartaal;;;;;;;;
925;Benzineauto klasse B;2005 4e kwartaal;;;;;;;;
926;Benzineauto klasse B;2005;;;;;;;;
927;Benzineauto klasse B;2006 1e kwartaal;91.0;;;;95.1;;;
928;Benzineauto klasse B;2006 2e kwartaal;91.3;0.4;;;96.8;1.7;;
929;Benzineauto klasse B;2006 3e kwartaal;93.3;2.1;;;98.5;1.8;;
930;Benzineauto klasse B;2006 4e kwartaal;93.9;0.7;;;96.2;-2.3;;
931;Benzineauto klasse B;2006;92.4;;;;96.7;;;
932;Benzineauto klasse B;2007 1e kwartaal;94.9;1.1;4.3;;97.8;1.6;2.8;
933;Benzineauto klasse B;2007 2e kwartaal;95.6;0.8;4.7;;101.1;3.4;4.5;
934;Benzineauto klasse B;2007 3e kwartaal;95.6;0.0;2.5;;99.9;-1.2;1.4;
935;Benzineauto klasse B;2007 4e kwartaal;95.3;-0.3;1.5;;99.9;0.0;3.9;
936;Benzineauto klasse B;2007;95.4;;3.2;;99.7;;3.1;
937;Benzineauto klasse B;2008 1e kwartaal;92.5;-3.0;-2.6;;98.0;-1.9;0.3;
938;Benzineauto klasse B;2008 2e kwartaal;93.6;1.2;-2.2;;100.3;2.3;-0.8;
939;Benzineauto klasse B;2008 3e kwartaal;94.5;1.0;-1.2;;101.8;1.5;1.9;
940;Benzineauto klasse B;2008 4e kwartaal;95.6;1.2;0.3;;99.4;-2.4;-0.5;
941;Benzineauto klasse B;2008;94.0;;-1.4;;99.9;;0.2;
942;Benzineauto klasse B;2009 1e kwartaal;96.8;1.2;4.7;;99.5;0.0;1.4;
943;Benzineauto klasse B;2009 2e kwartaal;97.4;0.7;4.1;;100.9;1.5;0.6;
944;Benzineauto klasse B;2009 3e kwartaal;96.2;-1.2;1.9;;101.1;0.2;-0.7;
945;Benzineauto klasse B;2009 4e kwartaal;96.5;0.2;0.9;;101.6;0.5;2.2;
946;Benzineauto klasse B;2009;96.7;;2.9;;100.8;;0.9;
947;Benzineauto klasse B;2010 1e kwartaal;96.4;0.0;-0.4;;101.8;0.2;2.3;
948;Benzineauto klasse B;2010 2e kwartaal;95.7;-0.7;-1.7;;102.9;1.1;1.9;
949;Benzineauto klasse B;2010 3e kwartaal;92.9;-2.9;-3.4;;100.3;-2.5;-0.8;
950;Benzineauto klasse B;2010 4e kwartaal;93.1;0.2;-3.4;;100.0;-0.3;-1.5;
951;Benzineauto klasse B;2010;94.6;;-2.2;;101.2;;0.5;
952;Benzineauto klasse B;2011 1e kwartaal;94.8;1.8;-1.7;;102.8;2.8;1.0;
953;Benzineauto klasse B;2011 2e kwartaal;95.6;0.8;-0.1;;105.0;2.1;2.0;
954;Benzineauto klasse B;2011 3e kwartaal;94.8;-0.8;2.0;;103.8;-1.1;3.5;
955;Benzineauto klasse B;2011 4e kwartaal;95.1;0.2;2.0;;103.0;-0.8;2.9;
956;Benzineauto klasse B;2011;95.1;;0.5;;103.6;;2.4;
957;Benzineauto klasse B;2012 1e kwartaal;95.6;0.5;0.8;;105.2;2.2;2.4;
958;Benzineauto klasse B;2012 2e kwartaal;95.7;0.2;0.1;;106.1;0.9;1.1;
959;Benzineauto klasse B;2012 3e kwartaal;97.3;1.7;2.6;;106.4;0.2;2.5;
960;Benzineauto klasse B;2012 4e kwartaal;98.1;0.8;3.2;;106.7;0.3;3.6;
961;Benzineauto klasse B;2012;96.7;;1.7;;106.1;;2.4;
962;Benzineauto klasse B;2013 1e kwartaal;99.4;1.3;4.0;;106.2;-0.4;0.9;
963;Benzineauto klasse B;2013 2e kwartaal;99.1;-0.3;3.6;;105.1;-1.1;-1.0;
964;Benzineauto klasse B;2013 3e kwartaal;98.9;-0.3;1.6;;105.6;0.5;-0.8;
965;Benzineauto klasse B;2013 4e kwartaal;99.0;0.2;0.9;;104.1;-1.4;-2.4;
966;Benzineauto klasse B;2013;99.1;;2.5;;105.2;;-0.8;
967;Benzineauto klasse B;2014 1e kwartaal;102.0;3.0;2.6;;106.0;1.9;-0.2;
968;Benzineauto klasse B;2014 2e kwartaal;100.6;-1.3;1.5;;105.8;-0.2;0.7;
969;Benzineauto klasse B;2014 3e kwartaal;100.4;-0.2;1.5;;104.8;-0.9;-0.7;
970;Benzineauto klasse B;2014 4e kwartaal;99.1;-1.3;0.1;;101.3;-3.3;-2.6;
971;Benzineauto klasse B;2014;100.5;;1.4;;104.5;;-0.7;
972;Benzineauto klasse B;2015 1e kwartaal;101.0;1.9;-0.9;5.0;100.5;-0.9;-5.2;5.6
973;Benzineauto klasse B;2015 2e kwartaal;99.3;-1.7;-1.3;5.0;100.7;0.2;-4.9;5.6
974;Benzineauto klasse B;2015 3e kwartaal;99.5;0.2;-0.9;5.0;99.7;-0.9;-4.9;5.6
975;Benzineauto klasse B;2015 4e kwartaal;100.2;0.7;1.1;5.0;99.1;-0.6;-2.2;5.6
976;Benzineauto klasse B;2015;100.0;;-0.5;5.0;100.0;;-4.3;5.6
977;Benzineauto klasse B;2016 1e kwartaal;101.6;1.4;0.6;5.0;98.5;-0.6;-1.9;5.6
978;Benzineauto klasse B;2016 2e kwartaal;101.8;0.2;2.5;5.0;99.7;1.1;-1.0;5.6
979;Benzineauto klasse B;2016 3e kwartaal;101.4;-0.4;1.9;5.0;99.1;-0.6;-0.6;5.6
980;Benzineauto klasse B;2016 4e kwartaal;101.2;-0.2;1.0;5.0;99.8;0.6;0.6;5.6
981;Benzineauto klasse B;2016;101.5;;1.5;5.0;99.3;;-0.7;5.6
982;Benzineauto klasse B;2017 1e kwartaal;101.5;0.3;-0.2;5.0;101.2;1.4;2.6;5.6
983;Benzineauto klasse B;2017 2e kwartaal;102.2;0.7;0.3;5.0;100.5;-0.7;0.8;5.6
984;Benzineauto klasse B;2017 3e kwartaal;101.4;-0.8;-0.1;5.0;98.9;-1.5;-0.2;5.6
985;Benzineauto klasse B;2017 4e kwartaal;101.9;0.6;0.7;5.0;100.0;1.1;0.2;5.6
986;Benzineauto klasse B;2017;101.7;;0.2;5.0;100.1;;0.9;5.6
987;Benzineauto klasse B;2018 1e kwartaal;102.6;0.6;1.1;5.0;100.6;0.7;-0.5;5.6
988;Benzineauto klasse B;2018 2e kwartaal;104.2;1.6;2.0;5.0;105.2;4.5;4.7;5.6
989;Benzineauto klasse B;2018 3e kwartaal;105.5;1.3;4.1;5.0;106.6;1.4;7.8;5.6
990;Benzineauto klasse B;2018 4e kwartaal;107.5;1.8;5.4;5.0;107.7;1.1;7.8;5.6
991;Benzineauto klasse B;2018;104.9;;3.2;5.0;105.0;;4.9;5.6
992;Benzineauto klasse B;2019 1e kwartaal;112.5;4.7;9.7;5.0;111.4;3.4;10.7;5.6
993;Benzineauto klasse B;2019 2e kwartaal;111.7;-0.7;7.2;5.0;112.8;1.2;7.3;5.6
994;Benzineauto klasse B;2019 3e kwartaal;113.0;1.2;7.1;5.0;111.9;-0.8;5.0;5.6
995;Benzineauto klasse B;2019 4e kwartaal;113.7;0.6;5.8;5.0;112.1;0.2;4.1;5.6
996;Benzineauto klasse B;2019;112.7;;7.4;5.0;112.1;;6.7;5.6
997;Benzineauto klasse B;2020 1e kwartaal;116.3;2.3;3.4;5.0;113.9;1.6;2.2;5.6
998;Benzineauto klasse B;2020 2e kwartaal;120.1;3.3;7.6;5.0;115.0;0.9;1.9;5.6
999;Benzineauto klasse B;2020 3e kwartaal;119.2;-0.8;5.5;5.0;118.5;3.1;5.8;5.6
1000;Benzineauto klasse B;2020 4e kwartaal;119.5;0.3;5.1;5.0;117.5;-0.8;4.8;5.6
1001;Benzineauto klasse B;2020;118.8;;5.4;5.0;116.2;;3.7;5.6
1002;Benzineauto klasse B;2021 1e kwartaal;122.4;2.4;5.3;5.0;121.6;3.4;6.7;5.6
1003;Benzineauto klasse B;2021 2e kwartaal;122.3;-0.1;1.8;5.0;124.0;2.0;7.8;5.6
1004;Benzineauto klasse B;2021 3e kwartaal;123.3;0.8;3.4;5.0;125.8;1.5;6.2;5.6
1005;Benzineauto klasse B;2021 4e kwartaal;123.7;0.3;3.5;5.0;129.6;3.0;10.3;5.6
1006;Benzineauto klasse B;2021;122.9;;3.5;5.0;125.2;;7.8;5.6
1007;Benzineauto klasse B;2022 1e kwartaal;127.3;2.9;4.0;5.0;132.8;2.5;9.3;5.6
1008;Benzineauto klasse B;2022 2e kwartaal;132.1;3.8;8.0;5.0;139.6;5.1;12.7;5.6
1009;Benzineauto klasse B;2022 3e kwartaal;133.9;1.4;8.6;5.0;140.7;0.7;11.8;5.6
1010;Benzineauto klasse B;2022 4e kwartaal;140.4;4.9;13.5;5.0;144.1;2.4;11.2;5.6
1011;Benzineauto klasse B;2022;133.4;;8.5;5.0;139.3;;11.2;5.6
1012;Benzineauto klasse B;2023 1e kwartaal;145.6;3.7;14.4;5.0;144.5;0.3;8.8;5.6
1013;Benzineauto klasse B;2023 2e kwartaal;146.2;0.4;10.7;5.0;144.3;-0.1;3.3;5.6
1014;Benzineauto klasse B;2023 3e kwartaal;145.9;-0.2;9.0;5.0;148.4;2.9;5.5;5.6
1015;Benzineauto klasse B;2023 4e kwartaal;148.3;1.6;5.6;5.0;150.3;1.2;4.3;5.6
1016;Benzineauto klasse B;2023;146.5;;9.8;5.0;146.9;;5.4;5.6
1017;Benzineauto klasse C;2001 3e kwartaal;;;;;;;;
1018;Benzineauto klasse C;2001 4e kwartaal;;;;;;;;
1019;Benzineauto klasse C;2001;;;;;;;;
1020;Benzineauto klasse C;2002 1e kwartaal;;;;;;;;
1021;Benzineauto klasse C;2002 2e kwartaal;;;;;;;;
1022;Benzineauto klasse C;2002 3e kwartaal;;;;;;;;
1023;Benzineauto klasse C;2002 4e kwartaal;;;;;;;;
1024;Benzineauto klasse C;2002;;;;;;;;
1025;Benzineauto klasse C;2003 1e kwartaal;;;;;;;;
1026;Benzineauto klasse C;2003 2e kwartaal;;;;;;;;
1027;Benzineauto klasse C;2003 3e kwartaal;;;;;;;;
1028;Benzineauto klasse C;2003 4e kwartaal;;;;;;;;
1029;Benzineauto klasse C;2003 ;;;;;;;;
1030;Benzineauto klasse C;2004 1e kwartaal;;;;;;;;
1031;Benzineauto klasse C;2004 2e kwartaal;;;;;;;;
1032;Benzineauto klasse C;2004 3e kwartaal;;;;;;;;
1033;Benzineauto klasse C;2004 4e kwartaal;;;;;;;;
1034;Benzineauto klasse C;2004;;;;;;;;
1035;Benzineauto klasse C;2005 1e kwartaal;;;;;;;;
1036;Benzineauto klasse C;2005 2e kwartaal;;;;;;;;
1037;Benzineauto klasse C;2005 3e kwartaal;;;;;;;;
1038;Benzineauto klasse C;2005 4e kwartaal;;;;;;;;
1039;Benzineauto klasse C;2005;;;;;;;;
1040;Benzineauto klasse C;2006 1e kwartaal;95.1;;;;96.3;;;
1041;Benzineauto klasse C;2006 2e kwartaal;95.5;0.3;;;97.9;1.7;;
1042;Benzineauto klasse C;2006 3e kwartaal;95.5;0.0;;;98.2;0.3;;
1043;Benzineauto klasse C;2006 4e kwartaal;96.1;0.6;;;95.9;-2.4;;
1044;Benzineauto klasse C;2006;95.5;;;;97.1;;;
1045;Benzineauto klasse C;2007 1e kwartaal;97.4;1.3;2.4;;97.6;1.8;1.4;
1046;Benzineauto klasse C;2007 2e kwartaal;97.8;0.4;2.5;;100.7;3.2;2.9;
1047;Benzineauto klasse C;2007 3e kwartaal;97.0;-0.8;1.6;;98.9;-1.8;0.7;
1048;Benzineauto klasse C;2007 4e kwartaal;96.9;-0.1;0.9;;99.2;0.2;3.4;
1049;Benzineauto klasse C;2007;97.3;;1.8;;99.1;;2.1;
1050;Benzineauto klasse C;2008 1e kwartaal;94.7;-2.3;-2.7;;97.8;-1.4;0.1;
1051;Benzineauto klasse C;2008 2e kwartaal;95.5;0.8;-2.3;;99.8;2.1;-0.9;
1052;Benzineauto klasse C;2008 3e kwartaal;96.7;1.2;-0.3;;101.5;1.7;2.6;
1053;Benzineauto klasse C;2008 4e kwartaal;97.2;0.5;0.2;;98.5;-2.9;-0.6;
1054;Benzineauto klasse C;2008;96.0;;-1.3;;99.4;;0.3;
1055;Benzineauto klasse C;2009 1e kwartaal;98.3;1.1;3.8;;98.5;0.0;0.8;
1056;Benzineauto klasse C;2009 2e kwartaal;98.5;0.3;3.1;;99.7;1.2;-0.1;
1057;Benzineauto klasse C;2009 3e kwartaal;98.5;-0.1;1.8;;100.7;1.0;-0.8;
1058;Benzineauto klasse C;2009 4e kwartaal;98.4;-0.1;1.2;;100.9;0.2;2.4;
1059;Benzineauto klasse C;2009;98.4;;2.5;;99.9;;0.6;
1060;Benzineauto klasse C;2010 1e kwartaal;98.7;0.3;0.4;;101.4;0.5;2.9;
1061;Benzineauto klasse C;2010 2e kwartaal;98.3;-0.4;-0.3;;102.7;1.3;3.0;
1062;Benzineauto klasse C;2010 3e kwartaal;98.2;-0.1;-0.3;;102.2;-0.5;1.5;
1063;Benzineauto klasse C;2010 4e kwartaal;98.8;0.6;0.4;;102.9;0.7;2.0;
1064;Benzineauto klasse C;2010;98.5;;0.1;;102.3;;2.4;
1065;Benzineauto klasse C;2011 1e kwartaal;101.1;2.3;2.4;;106.1;3.1;4.7;
1066;Benzineauto klasse C;2011 2e kwartaal;101.1;0.0;2.9;;107.6;1.4;4.8;
1067;Benzineauto klasse C;2011 3e kwartaal;100.6;-0.5;2.4;;106.6;-0.9;4.3;
1068;Benzineauto klasse C;2011 4e kwartaal;100.8;0.2;2.0;;106.2;-0.4;3.1;
1069;Benzineauto klasse C;2011;100.9;;2.4;;106.6;;4.2;
1070;Benzineauto klasse C;2012 1e kwartaal;100.7;0.0;-0.4;;106.2;0.0;0.1;
1071;Benzineauto klasse C;2012 2e kwartaal;101.2;0.5;0.1;;107.5;1.2;-0.1;
1072;Benzineauto klasse C;2012 3e kwartaal;102.6;1.4;2.1;;108.1;0.6;1.5;
1073;Benzineauto klasse C;2012 4e kwartaal;102.6;-0.1;1.8;;106.7;-1.4;0.5;
1074;Benzineauto klasse C;2012;101.8;;0.9;;107.1;;0.5;
1075;Benzineauto klasse C;2013 1e kwartaal;103.3;0.7;2.6;;107.1;0.4;0.8;
1076;Benzineauto klasse C;2013 2e kwartaal;102.4;-0.9;1.2;;105.6;-1.4;-1.8;
1077;Benzineauto klasse C;2013 3e kwartaal;102.9;0.5;0.2;;106.5;0.9;-1.5;
1078;Benzineauto klasse C;2013 4e kwartaal;102.9;0.0;0.3;;105.4;-1.1;-1.2;
1079;Benzineauto klasse C;2013;102.9;;1.1;;106.1;;-0.9;
1080;Benzineauto klasse C;2014 1e kwartaal;102.3;-0.6;-1.0;;104.9;-0.4;-2.0;
1081;Benzineauto klasse C;2014 2e kwartaal;101.6;-0.6;-0.7;;105.1;0.2;-0.4;
1082;Benzineauto klasse C;2014 3e kwartaal;101.0;-0.7;-1.9;;103.9;-1.2;-2.5;
1083;Benzineauto klasse C;2014 4e kwartaal;101.2;0.2;-1.7;;102.2;-1.6;-3.0;
1084;Benzineauto klasse C;2014;101.5;;-1.3;;104.0;;-2.0;
1085;Benzineauto klasse C;2015 1e kwartaal;100.6;-0.5;-1.6;6.6;99.9;-2.3;-4.8;7.3
1086;Benzineauto klasse C;2015 2e kwartaal;99.4;-1.2;-2.2;6.6;100.8;0.9;-4.2;7.3
1087;Benzineauto klasse C;2015 3e kwartaal;99.6;0.2;-1.4;6.6;100.1;-0.6;-3.6;7.3
1088;Benzineauto klasse C;2015 4e kwartaal;100.3;0.8;-0.8;6.6;99.2;-0.9;-2.9;7.3
1089;Benzineauto klasse C;2015;100.0;;-1.5;6.6;100.0;;-3.9;7.3
1090;Benzineauto klasse C;2016 1e kwartaal;100.8;0.5;0.2;6.6;97.8;-1.5;-2.1;7.3
1091;Benzineauto klasse C;2016 2e kwartaal;100.6;-0.2;1.2;6.6;98.6;0.8;-2.2;7.3
1092;Benzineauto klasse C;2016 3e kwartaal;99.3;-1.2;-0.3;6.6;97.4;-1.2;-2.7;7.3
1093;Benzineauto klasse C;2016 4e kwartaal;99.5;0.1;-0.9;6.6;98.2;0.8;-1.1;7.3
1094;Benzineauto klasse C;2016;100.1;;0.1;6.6;98.0;;-2.0;7.3
1095;Benzineauto klasse C;2017 1e kwartaal;100.5;1.0;-0.3;6.6;100.2;2.0;2.4;7.3
1096;Benzineauto klasse C;2017 2e kwartaal;100.1;-0.4;-0.5;6.6;99.2;-1.0;0.6;7.3
1097;Benzineauto klasse C;2017 3e kwartaal;99.2;-0.9;-0.2;6.6;98.4;-0.8;1.0;7.3
1098;Benzineauto klasse C;2017 4e kwartaal;99.6;0.4;0.1;6.6;99.2;0.8;1.0;7.3
1099;Benzineauto klasse C;2017;99.8;;-0.2;6.6;99.2;;1.3;7.3
1100;Benzineauto klasse C;2018 1e kwartaal;101.2;1.6;0.7;6.6;100.8;1.7;0.7;7.3
1101;Benzineauto klasse C;2018 2e kwartaal;103.9;2.6;3.8;6.6;105.4;4.5;6.3;7.3
1102;Benzineauto klasse C;2018 3e kwartaal;104.8;0.9;5.7;6.6;106.6;1.1;8.4;7.3
1103;Benzineauto klasse C;2018 4e kwartaal;106.6;1.7;7.0;6.6;107.1;0.5;8.0;7.3
1104;Benzineauto klasse C;2018;104.1;;4.3;6.6;105.0;;5.8;7.3
1105;Benzineauto klasse C;2019 1e kwartaal;109.6;2.9;8.3;6.6;109.2;2.0;8.3;7.3
1106;Benzineauto klasse C;2019 2e kwartaal;109.1;-0.4;5.1;6.6;110.6;1.2;4.9;7.3
1107;Benzineauto klasse C;2019 3e kwartaal;107.4;-1.6;2.5;6.6;107.9;-2.4;1.3;7.3
1108;Benzineauto klasse C;2019 4e kwartaal;108.1;0.6;1.4;6.6;108.0;0.1;0.8;7.3
1109;Benzineauto klasse C;2019;108.6;;4.3;6.6;108.9;;3.8;7.3
1110;Benzineauto klasse C;2020 1e kwartaal;110.5;2.2;0.8;6.6;109.8;1.6;0.5;7.3
1111;Benzineauto klasse C;2020 2e kwartaal;112.5;1.8;3.1;6.6;110.0;0.2;-0.5;7.3
1112;Benzineauto klasse C;2020 3e kwartaal;110.9;-1.5;3.2;6.6;111.4;1.3;3.2;7.3
1113;Benzineauto klasse C;2020 4e kwartaal;111.3;0.4;3.0;6.6;110.7;-0.6;2.5;7.3
1114;Benzineauto klasse C;2020;111.3;;2.5;6.6;110.5;;1.4;7.3
1115;Benzineauto klasse C;2021 1e kwartaal;114.6;3.0;3.7;6.6;114.2;3.1;4.0;7.3
1116;Benzineauto klasse C;2021 2e kwartaal;114.6;0.0;1.9;6.6;116.4;1.9;5.9;7.3
1117;Benzineauto klasse C;2021 3e kwartaal;115.0;0.4;3.7;6.6;117.6;1.0;5.5;7.3
1118;Benzineauto klasse C;2021 4e kwartaal;116.1;0.9;4.3;6.6;121.8;3.6;10.0;7.3
1119;Benzineauto klasse C;2021;115.1;;3.4;6.6;117.5;;6.4;7.3
1120;Benzineauto klasse C;2022 1e kwartaal;118.4;2.0;3.3;6.6;124.4;2.1;8.9;7.3
1121;Benzineauto klasse C;2022 2e kwartaal;122.7;3.7;7.1;6.6;130.5;4.9;12.1;7.3
1122;Benzineauto klasse C;2022 3e kwartaal;127.3;3.7;10.7;6.6;133.7;2.5;13.7;7.3
1123;Benzineauto klasse C;2022 4e kwartaal;132.0;3.7;13.8;6.6;135.4;1.3;11.1;7.3
1124;Benzineauto klasse C;2022;125.1;;8.7;6.6;131.0;;11.5;7.3
1125;Benzineauto klasse C;2023 1e kwartaal;138.2;4.7;16.7;6.6;138.0;2.0;11.0;7.3
1126;Benzineauto klasse C;2023 2e kwartaal;138.7;0.4;13.0;6.6;137.9;-0.1;5.7;7.3
1127;Benzineauto klasse C;2023 3e kwartaal;138.6;-0.1;8.9;6.6;141.5;2.6;5.8;7.3
1128;Benzineauto klasse C;2023 4e kwartaal;141.9;2.3;7.4;6.6;144.1;1.8;6.4;7.3
1129;Benzineauto klasse C;2023;139.4;;11.4;6.6;140.4;;7.2;7.3
1130;Benzineauto klasse D;2001 3e kwartaal;;;;;;;;
1131;Benzineauto klasse D;2001 4e kwartaal;;;;;;;;
1132;Benzineauto klasse D;2001;;;;;;;;
1133;Benzineauto klasse D;2002 1e kwartaal;;;;;;;;
1134;Benzineauto klasse D;2002 2e kwartaal;;;;;;;;
1135;Benzineauto klasse D;2002 3e kwartaal;;;;;;;;
1136;Benzineauto klasse D;2002 4e kwartaal;;;;;;;;
1137;Benzineauto klasse D;2002;;;;;;;;
1138;Benzineauto klasse D;2003 1e kwartaal;;;;;;;;
1139;Benzineauto klasse D;2003 2e kwartaal;;;;;;;;
1140;Benzineauto klasse D;2003 3e kwartaal;;;;;;;;
1141;Benzineauto klasse D;2003 4e kwartaal;;;;;;;;
1142;Benzineauto klasse D;2003 ;;;;;;;;
1143;Benzineauto klasse D;2004 1e kwartaal;;;;;;;;
1144;Benzineauto klasse D;2004 2e kwartaal;;;;;;;;
1145;Benzineauto klasse D;2004 3e kwartaal;;;;;;;;
1146;Benzineauto klasse D;2004 4e kwartaal;;;;;;;;
