ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
303;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2015;0.647;0.981;50.2;;1.728;112.3;1.3;0.0;0.6;2.1;0.1;;;
304;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2016;0.674;1.209;51.8;;1.895;91.6;1.3;0.0;0.5;2.1;0.1;;;
305;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2017;0.694;1.019;54.8;;2.116;68.5;1.2;0.0;0.3;1.9;0.1;;;
306;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2018;0.763;1.326;61.9;;2.113;54.3;1.1;0.0;0.0;1.6;0.1;;;
307;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2019;0.824;2.339;65.6;;2.187;45.4;1.3;0.0;0.0;1.4;0.1;0.0;;
308;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2020;0.861;2.802;69.9;;1.844;47.7;1.4;0.0;0.0;1.1;0.1;0.0;0.0;0.0
309;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2021;0.839;2.484;67.2;;2.322;41.2;1.5;0.0;0.0;1.5;0.1;0.0;0.0;
310;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2022;0.608;0.689;46.6;;1.869;19.0;1.9;0.0;1.2;3.2;0.0;;;
311;Gestandaardiseerd primair inkomen;Bron: Studiefinanciering;2023;0.761;1.67;60.0;;2.103;39.1;1.4;0.0;0.2;1.6;0.1;;;
312;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2011;0.44;0.391;28.8;;1.109;4160.8;42.5;14.2;38.9;57.9;176.8;68.4;16.3;4.9
313;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2012;0.444;0.395;29.2;;1.152;4195.2;43.0;13.4;39.1;59.1;180.3;70.0;16.4;4.8
314;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2013;0.446;0.393;29.4;;1.181;4226.7;43.0;12.7;39.2;59.5;181.9;70.6;16.2;4.7
315;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2014;0.462;0.427;30.3;;1.21;4254.4;45.2;12.2;39.9;61.0;192.1;77.8;20.3;5.8
316;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2015;0.447;0.396;29.4;;1.207;4287.0;43.8;11.8;40.0;60.7;187.6;72.6;16.7;5.0
317;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2016;0.447;0.393;29.4;;1.212;4327.4;45.2;11.9;41.3;62.6;195.6;75.8;17.6;5.3
318;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2017;0.447;0.393;29.2;;1.21;4369.3;46.9;12.1;43.0;64.7;204.9;79.5;18.8;5.8
319;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2018;0.447;0.398;29.1;;1.202;4415.7;48.2;12.4;44.3;66.2;213.0;82.7;20.2;6.5
320;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2019;0.463;0.461;29.9;;1.209;4456.2;52.2;12.7;46.5;69.5;232.4;94.5;27.5;10.6
321;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2020;0.454;0.42;29.6;;1.244;4487.2;51.9;11.7;47.5;71.5;232.8;91.2;22.9;8.0
322;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2021;0.456;0.423;29.7;;1.255;4514.5;53.9;11.9;49.2;74.3;243.1;95.5;23.8;8.2
323;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2022;0.457;0.424;29.7;;1.256;4566.1;58.0;12.4;53.1;79.8;264.7;104.3;26.7;9.2
324;Gestandaardiseerd primair inkomen;Woningbezit: eigen woning;2023;0.463;0.456;30.0;;1.262;4583.6;62.4;13.1;56.6;85.2;286.2;115.4;31.7;12.3
325;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2011;0.658;0.845;49.9;;4.691;3186.7;16.6;0.1;5.6;28.7;53.0;7.9;1.6;0.5
326;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2012;0.664;0.87;50.4;;4.847;3216.9;16.7;0.1;5.3;28.5;53.7;8.4;1.8;0.6
327;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2013;0.672;0.885;51.2;;5.312;3241.2;16.6;0.1;4.7;28.2;53.7;8.7;1.8;0.6
328;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2014;0.676;0.901;51.4;;5.338;3242.0;17.0;0.1;4.8;28.6;55.1;9.2;2.0;0.6
329;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2015;0.675;0.902;51.3;;5.354;3281.6;16.9;0.0;4.8;28.6;55.6;9.3;2.1;0.8
330;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2016;0.672;0.891;51.1;;5.141;3295.8;17.4;0.0;5.2;29.4;57.4;9.4;2.1;0.7
331;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2017;0.668;0.893;50.6;;4.817;3325.6;18.1;0.0;5.8;30.7;60.3;9.7;2.2;0.8
332;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2018;0.657;0.851;49.5;;4.19;3344.9;18.9;0.0;7.2;32.3;63.4;9.6;2.0;0.7
333;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2019;0.648;0.828;48.6;;3.719;3371.2;20.4;0.0;8.8;34.7;68.8;10.2;2.2;0.7
334;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2020;0.649;0.826;48.9;;3.858;3407.3;21.1;0.0;8.8;36.2;71.9;10.8;2.1;0.7
335;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2021;0.642;0.807;48.0;;3.444;3436.9;22.4;0.0;10.5;38.1;77.1;11.8;2.4;0.8
336;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2022;0.628;0.777;46.7;;3.022;3475.3;24.7;0.0;13.3;41.9;86.0;12.5;2.6;0.9
337;Gestandaardiseerd primair inkomen;Woningbezit: huurwoning;2023;0.621;0.754;46.0;;2.865;3573.3;26.7;0.0;15.1;45.0;95.4;13.6;2.8;1.0
338;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2011;0.351;0.24;24.0;6.367;0.861;7347.6;41.9;21.7;35.5;52.7;307.6;80.2;18.7;5.5
339;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2012;0.356;0.245;24.4;6.514;0.882;7412.1;42.4;21.7;35.7;53.7;314.3;82.5;19.0;5.6
340;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2013;0.357;0.245;24.5;6.533;0.89;7467.8;42.9;21.9;36.0;54.3;320.0;84.2;19.2;5.6
341;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2014;0.368;0.269;25.3;6.76;0.896;7496.4;44.6;22.3;36.5;55.5;334.2;92.5;23.7;6.7
342;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2015;0.355;0.244;24.4;6.357;0.886;7568.5;43.8;22.5;36.7;55.4;331.4;86.9;19.9;6.0
343;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2016;0.356;0.244;24.5;6.384;0.89;7623.2;45.0;23.0;37.6;56.9;343.3;90.5;20.9;6.3
344;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2017;0.364;0.264;24.9;6.555;0.896;7694.9;47.0;23.6;38.8;58.8;361.7;98.4;25.0;7.8
345;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2018;0.357;0.25;24.5;6.379;0.889;7760.6;47.5;24.1;39.7;59.8;368.3;97.6;23.5;7.5
346;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2019;0.369;0.292;25.2;6.682;0.892;7827.4;50.5;25.1;41.5;62.6;395.6;110.1;31.0;11.4
347;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2020;0.358;0.257;24.5;6.434;0.891;7894.5;51.2;25.9;42.9;64.6;404.4;107.2;26.3;8.9
348;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2021;0.359;0.259;24.6;6.437;0.892;7951.4;53.2;26.8;44.3;66.8;422.6;112.9;27.7;9.2
349;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2022;0.357;0.257;24.5;6.313;0.897;8041.4;56.8;28.6;47.3;71.4;456.6;121.6;30.3;10.3
350;Gestandaardiseerd bruto inkomen;Particuliere huishoudens;2023;0.361;0.275;24.7;6.444;0.89;8156.9;60.9;30.6;50.6;76.1;496.5;134.1;35.6;13.5
351;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2011;0.375;0.273;26.9;7.249;0.952;2623.5;32.5;17.3;25.2;41.8;85.2;15.1;3.9;1.2
352;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2012;0.38;0.281;27.3;7.449;0.963;2673.3;32.9;17.4;25.3;42.3;88.1;16.0;4.1;1.4
353;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2013;0.38;0.281;27.4;7.428;0.963;2713.4;33.2;17.6;25.5;42.6;90.2;16.4;4.1;1.4
354;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2014;0.386;0.296;27.7;7.51;0.957;2721.7;34.3;18.1;25.9;43.4;93.4;17.6;4.8;1.5
355;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2015;0.377;0.283;27.1;7.21;0.942;2782.7;34.0;18.3;26.0;43.2;94.5;17.0;4.5;1.6
356;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2016;0.376;0.277;27.0;7.121;0.935;2820.4;34.7;18.7;26.6;44.0;97.9;17.4;4.6;1.6
357;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2017;0.38;0.298;27.3;7.128;0.934;2872.5;35.9;19.1;27.2;45.0;103.0;18.8;5.3;1.9
358;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2018;0.375;0.279;26.9;7.0;0.931;2910.1;36.6;19.5;28.1;46.2;106.5;19.2;5.1;1.8
359;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2019;0.381;0.307;27.2;7.099;0.931;2949.8;38.5;20.2;29.4;48.0;113.7;21.2;6.3;2.5
360;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2020;0.374;0.284;26.8;6.916;0.932;2985.9;39.4;20.8;30.4;49.6;117.5;20.8;5.7;2.1
361;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2021;0.374;0.291;26.8;6.768;0.929;3014.0;40.7;21.2;31.4;50.9;122.8;21.9;6.2;2.4
362;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2022;0.369;0.279;26.4;6.493;0.91;3085.0;43.5;23.2;33.5;54.2;134.2;23.5;6.7;2.6
363;Gestandaardiseerd bruto inkomen;Type: Eenpersoonshuishouden;2023;0.372;0.299;26.5;6.669;0.901;3164.0;46.4;24.7;35.9;57.5;146.9;26.0;7.9;3.4
364;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2011;0.323;0.207;22.3;5.363;0.747;4724.0;47.1;27.0;40.6;57.7;222.3;65.1;14.9;4.3
365;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2012;0.326;0.211;22.6;5.472;0.766;4738.8;47.7;27.1;41.1;58.9;226.3;66.4;14.9;4.3
366;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2013;0.328;0.209;22.7;5.502;0.773;4754.4;48.3;27.2;41.5;59.7;229.9;67.9;15.1;4.2
367;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2014;0.342;0.237;23.7;5.793;0.784;4774.7;50.4;27.6;42.2;61.0;240.8;74.8;18.9;5.1
368;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2015;0.325;0.206;22.6;5.362;0.769;4785.8;49.5;27.9;42.5;61.0;236.9;69.9;15.4;4.4
369;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2016;0.326;0.208;22.7;5.402;0.772;4802.8;51.1;28.7;43.8;62.9;245.4;73.1;16.4;4.7
370;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2017;0.334;0.226;23.1;5.571;0.772;4822.4;53.6;29.8;45.5;65.3;258.7;79.7;19.7;5.8
371;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2018;0.327;0.215;22.6;5.426;0.763;4850.5;54.0;30.4;46.4;66.2;261.9;78.4;18.4;5.7
372;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2019;0.341;0.26;23.5;5.746;0.765;4877.5;57.8;31.8;48.6;69.4;281.9;88.9;24.7;9.0
373;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2020;0.328;0.221;22.6;5.481;0.763;4908.6;58.4;32.9;50.3;71.7;286.9;86.4;20.6;6.8
374;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2021;0.329;0.221;22.7;5.498;0.764;4937.4;60.7;34.2;52.1;74.4;299.8;91.0;21.5;6.8
375;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2022;0.328;0.222;22.6;5.475;0.763;4956.4;65.0;36.6;55.9;79.7;322.4;98.1;23.7;7.7
376;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden;2023;0.331;0.239;22.7;5.525;0.755;4992.9;70.0;39.5;60.0;85.1;349.6;108.1;27.7;10.1
377;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2011;0.325;0.196;23.6;4.999;0.844;472.2;31.2;17.5;25.6;39.5;14.7;1.7;0.4;0.1
378;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2012;0.334;0.225;24.2;5.233;0.864;485.9;31.7;17.5;25.6;40.0;15.4;1.9;0.4;0.2
379;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2013;0.332;0.208;24.1;5.164;0.864;496.9;32.0;17.8;25.8;40.5;15.9;1.9;0.4;0.1
380;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2014;0.337;0.218;24.5;5.2;0.865;510.9;33.0;18.2;26.2;41.2;16.8;2.2;0.5;0.1
381;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2015;0.325;0.198;23.6;4.918;0.852;518.2;33.4;18.4;27.2;42.0;17.3;2.1;0.5;0.1
382;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2016;0.327;0.199;23.8;4.949;0.867;531.0;34.3;18.6;27.9;43.2;18.2;2.3;0.5;0.2
383;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2017;0.328;0.204;23.8;4.94;0.87;534.5;35.8;19.3;29.0;44.9;19.1;2.4;0.6;0.2
384;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2018;0.323;0.196;23.4;4.838;0.862;544.8;36.7;20.0;30.0;46.2;20.0;2.5;0.6;0.2
385;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2019;0.33;0.223;23.9;5.006;0.861;554.8;39.0;21.0;31.7;48.6;21.6;2.9;0.8;0.3
386;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2020;0.326;0.207;23.6;4.929;0.871;562.0;40.1;21.6;32.9;50.6;22.5;2.9;0.7;0.3
387;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2021;0.326;0.214;23.6;4.95;0.867;566.3;41.7;22.4;34.3;52.5;23.6;3.0;0.8;0.3
388;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2022;0.32;0.193;23.2;4.817;0.858;569.3;45.0;24.5;37.3;56.9;25.6;3.2;0.8;0.3
389;Gestandaardiseerd bruto inkomen;Type: Eenoudergezin;2023;0.32;0.199;23.1;4.856;0.845;581.8;48.4;26.5;40.5;61.1;28.2;3.6;0.9;0.4
390;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2011;0.315;0.2;21.8;5.097;0.716;4105.7;49.0;28.9;42.3;59.5;201.2;61.9;14.2;4.1
391;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2012;0.318;0.202;22.0;5.179;0.733;4109.0;49.8;29.0;42.9;60.8;204.6;63.2;14.3;4.0
392;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2013;0.32;0.201;22.1;5.216;0.739;4115.7;50.5;29.3;43.4;61.7;207.7;64.6;14.4;4.0
393;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2014;0.335;0.23;23.1;5.508;0.749;4122.7;52.8;29.7;44.3;63.2;217.6;71.2;18.0;4.9
394;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2015;0.317;0.199;22.0;5.107;0.737;4124.5;51.7;30.0;44.5;63.1;213.1;66.3;14.7;4.2
395;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2016;0.318;0.201;22.1;5.134;0.738;4129.1;53.4;30.9;45.9;65.2;220.5;69.3;15.6;4.5
396;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2017;0.327;0.22;22.5;5.32;0.737;4139.4;56.1;32.1;47.6;67.5;232.1;75.3;18.7;5.6
397;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2018;0.32;0.21;22.1;5.196;0.729;4157.1;56.3;32.7;48.5;68.4;234.2;74.0;17.5;5.4
398;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2019;0.335;0.256;23.0;5.525;0.732;4174.2;60.4;34.2;50.8;71.8;252.0;83.8;23.4;8.5
399;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2020;0.321;0.216;22.1;5.256;0.73;4196.8;61.0;35.4;52.6;74.1;255.9;81.5;19.5;6.4
400;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2021;0.322;0.214;22.2;5.269;0.732;4219.8;63.3;36.7;54.4;76.9;267.3;85.6;20.3;6.3
401;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2022;0.322;0.218;22.2;5.281;0.733;4237.1;67.8;39.2;58.4;82.4;287.3;92.5;22.4;7.3
402;Gestandaardiseerd bruto inkomen;Type: Paar, totaal;2023;0.325;0.235;22.3;5.331;0.724;4257.1;73.1;42.3;62.7;88.0;311.0;101.8;26.2;9.5
403;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2011;0.339;0.223;24.2;5.49;0.849;2108.5;48.1;25.5;39.9;59.7;101.5;34.3;8.0;2.2
404;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2012;0.342;0.232;24.5;5.566;0.862;2113.9;48.8;25.7;40.1;60.6;103.2;34.9;8.2;2.4
405;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2013;0.343;0.228;24.5;5.583;0.866;2125.1;49.3;25.9;40.4;61.2;104.7;35.3;8.2;2.2
406;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2014;0.358;0.261;25.5;5.886;0.875;2139.4;51.4;26.3;41.0;62.5;110.1;38.6;10.2;3.0
407;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2015;0.338;0.22;24.3;5.418;0.859;2147.9;50.1;26.6;41.1;62.3;107.6;35.8;8.1;2.2
408;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2016;0.34;0.225;24.4;5.461;0.858;2159.3;51.5;27.2;42.2;63.9;111.3;36.9;8.6;2.4
409;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2017;0.353;0.255;25.1;5.758;0.86;2171.1;54.2;28.0;43.6;65.9;117.6;40.4;10.9;3.4
410;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2018;0.343;0.239;24.5;5.567;0.855;2191.0;53.7;28.2;44.1;66.3;117.6;38.4;9.4;2.9
411;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2019;0.359;0.29;25.4;5.927;0.857;2207.7;57.3;29.4;46.0;69.2;126.6;43.0;12.4;4.7
412;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2020;0.344;0.242;24.5;5.636;0.859;2227.5;57.5;30.2;47.3;71.2;128.1;41.3;10.2;3.3
413;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2021;0.345;0.241;24.6;5.65;0.855;2255.4;59.6;31.4;48.8;73.5;134.4;43.3;10.7;3.3
414;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2022;0.346;0.248;24.7;5.671;0.862;2273.2;63.4;33.2;51.9;78.4;144.2;46.5;11.7;3.9
415;Gestandaardiseerd bruto inkomen;Type: Paar, zonder kind;2023;0.351;0.278;24.8;5.776;0.845;2280.3;68.7;36.0;55.9;83.6;156.6;51.5;14.3;5.7
416;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2011;0.288;0.178;20.0;4.451;0.601;1997.2;49.9;32.6;44.1;59.3;99.7;27.7;6.2;1.9
417;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2012;0.29;0.171;20.1;4.543;0.617;1995.1;50.8;32.9;45.1;61.0;101.4;28.3;6.0;1.7
418;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2013;0.292;0.173;20.3;4.593;0.621;1990.7;51.7;33.3;45.8;62.0;103.0;29.3;6.2;1.7
419;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2014;0.307;0.197;21.2;4.852;0.63;1983.3;54.2;34.0;46.9;63.8;107.5;32.6;7.9;1.9
420;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2015;0.291;0.177;20.2;4.535;0.619;1976.6;53.3;34.3;47.3;63.8;105.4;30.5;6.6;2.0
421;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2016;0.292;0.175;20.2;4.524;0.62;1969.8;55.4;35.6;49.0;66.2;109.2;32.3;7.0;2.1
422;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2017;0.295;0.183;20.4;4.562;0.616;1968.3;58.2;37.2;51.0;68.9;114.5;35.0;7.8;2.1
423;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2018;0.291;0.178;20.1;4.456;0.607;1966.2;59.3;38.3;52.2;70.3;116.6;35.6;8.1;2.5
424;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2019;0.305;0.219;21.0;4.702;0.608;1966.4;63.8;40.4;55.0;74.1;125.4;40.8;11.0;3.8
425;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2020;0.29;0.185;20.1;4.433;0.6;1969.3;64.9;42.2;57.1;76.7;127.8;40.1;9.3;3.1
426;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2021;0.291;0.182;20.1;4.438;0.605;1964.3;67.6;43.8;59.3;79.9;132.9;42.3;9.6;3.0
427;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2022;0.289;0.183;19.9;4.38;0.596;1963.9;72.9;47.4;64.1;85.9;143.1;46.0;10.7;3.4
428;Gestandaardiseerd bruto inkomen;Type: Paar, met kind(eren);2023;0.29;0.188;20.0;4.409;0.596;1976.8;78.1;50.8;68.7;92.0;154.5;50.3;11.9;3.9
429;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2011;0.312;0.192;21.3;5.366;0.699;146.0;43.5;26.5;39.3;54.2;6.3;1.4;0.3;0.1
430;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2012;0.314;0.184;21.5;5.481;0.719;143.9;43.3;26.0;39.1;54.4;6.2;1.3;0.2;0.1
431;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2013;0.315;0.186;21.6;5.492;0.724;141.8;44.1;26.4;39.7;55.3;6.2;1.4;0.2;0.1
432;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2014;0.329;0.211;22.6;5.837;0.741;141.1;45.4;26.4;40.1;56.3;6.4;1.5;0.3;0.1
433;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2015;0.317;0.183;21.8;5.483;0.736;143.1;45.4;27.0;40.8;57.1;6.5;1.5;0.3;0.1
434;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2016;0.318;0.185;21.9;5.51;0.739;142.7;47.4;28.0;42.5;59.6;6.8;1.6;0.3;0.1
435;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2017;0.32;0.201;21.9;5.524;0.727;148.4;50.6;30.0;45.1;62.9;7.5;1.9;0.4;0.1
436;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2018;0.313;0.19;21.4;5.387;0.714;148.5;51.9;31.3;46.8;64.8;7.7;1.9;0.4;0.1
437;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2019;0.321;0.221;21.8;5.525;0.704;148.6;55.4;33.1;49.4;68.0;8.2;2.2;0.5;0.2
438;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2020;0.308;0.18;21.1;5.212;0.702;149.8;56.2;34.3;51.0;70.2;8.4;2.1;0.4;0.1
439;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2021;0.314;0.218;21.5;5.314;0.702;151.4;59.0;35.7;52.9;72.9;8.9;2.3;0.5;0.2
440;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2022;0.311;0.19;21.3;5.248;0.699;150.0;63.0;38.3;56.9;78.1;9.5;2.4;0.5;0.2
441;Gestandaardiseerd bruto inkomen;Type: Meerpersoonshuishouden, overig;2023;0.315;0.211;21.5;5.312;0.7;154.0;67.8;41.0;60.8;83.6;10.4;2.8;0.6;0.2
442;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2011;0.457;0.362;33.7;13.99;1.48;384.5;17.3;6.2;12.2;24.9;6.7;0.2;0.1;0.0
443;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2012;0.461;0.368;33.9;14.16;1.454;381.7;17.0;6.0;11.9;24.0;6.5;0.2;0.1;0.0
444;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2013;0.463;0.378;34.0;14.02;1.436;378.8;16.9;6.0;11.8;23.5;6.4;0.2;0.1;0.1
445;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2014;0.466;0.387;34.2;14.17;1.429;380.9;16.9;5.9;11.6;23.2;6.4;0.2;0.1;0.1
446;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2015;0.461;0.369;33.8;13.78;1.399;387.8;17.0;6.0;11.9;23.3;6.6;0.2;0.1;0.0
447;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2016;0.474;0.397;34.5;17.21;1.432;378.3;17.4;5.8;12.4;24.2;6.6;0.2;0.1;0.1
448;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2017;0.478;0.401;34.7;20.54;1.445;368.9;18.2;5.8;13.4;25.8;6.7;0.2;0.1;0.0
449;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2018;0.49;0.422;35.6;27.04;1.526;367.0;19.0;5.5;14.0;27.6;7.0;0.2;0.1;0.0
450;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2019;0.497;0.442;36.2;29.27;1.593;356.7;20.1;5.5;14.7;29.6;7.2;0.3;0.1;0.1
451;Gestandaardiseerd bruto inkomen;Hoofdkostwinner: tot 25 jaar;2020;0.501;0.45;36.6;33.3;1.654;346.5;21.1;5.5;15.4;31.7;7.3;0.3;0.1;0.1
